geoid,GEOID,NAME,over20,over35,over55,city,state,totalCells,meanNDVI,standardDevNDVI,countyGEOID,popOver20_2023,popOver35_2023,popOver55_2023,mortalityRate,DementiaRate,StrokeRate,rr_Mortality,rr_Mortality_low,rr_Mortality_high,paf_Mortality,paf_Mortality_low,paf_Mortality_high,ls_Mortality,ls_Mortality_low,ls_Mortality_high,ls_Mortality_Rate,ls_Mortality_low_Rate,ls_Mortality_high_Rate,rr_Mortality10,rr_Mortality_low10,rr_Mortality_high10,paf_Mortality10,paf_Mortality_low10,paf_Mortality_high10,ls_Mortality10,ls_Mortality_low10,ls_Mortality_high10,ls_Mortality10_Rate,ls_Mortality_low10_Rate,ls_Mortality_high10_Rate,ls_Mortality_Change,ls_Mortality_Change_low,ls_Mortality_Change_high,ls_Mortality_Change_Rate,ls_Mortality_Change_low_Rate,ls_Mortality_Change_high_Rate,rr_Stroke,rr_Stroke_low,rr_Stroke_high,paf_Stroke,paf_Stroke_low,paf_Stroke_high,ls_Stroke,ls_Stroke_low,ls_Stroke_high,ls_Stroke_Rate,ls_Stroke_low_Rate,ls_Stroke_high_Rate,rr_Stroke10,rr_Stroke_low10,rr_Stroke_high10,paf_Stroke10,paf_Stroke_low10,paf_Stroke_high10,ls_Stroke10,ls_Stroke_low10,ls_Stroke_high10,ls_Stroke10_Rate,ls_Stroke_low10_Rate,ls_Stroke_high10_Rate,ls_Stroke_Change,ls_Stroke_Change_low,ls_Stroke_Change_high,ls_Stroke_Change_Rate,ls_Stroke_Change_low_Rate,ls_Stroke_Change_high_Rate,rr_Dementia,rr_Dementia_low,rr_Dementia_high,paf_Dementia,paf_Dementia_low,paf_Dementia_high,ls_Dementia,ls_Dementia_low,ls_Dementia_high,ls_Dementia_Rate,ls_Dementia_low_Rate,ls_Dementia_high_Rate,rr_Dementia10,paf_Dementia10,ls_Dementia10,rr_Dementia_low10,paf_Dementia_low10,ls_Dementia_low10,rr_Dementia_high10,paf_Dementia_high10,ls_Dementia_high10,ls_Dementia_10_Rate,ls_Dementia_low10_Rate,ls_Dementia_high10_Rate,ls_Dementia_Change,ls_Dementia_Change_low,ls_Dementia_Change_high,ls_Dementia_Change_Rate,ls_Dementia_Change_low_Rate,ls_Dementia_Change_high_Rate,RPL_THEMES
12086013000,12086013000,Census Tract 130; Miami-Dade County; Florida,2899,1959,995,Hialeah city,Florida,34304,0.36294518429857775,0.2341557194079664,12086,2899,1959,995,0.0101,0.008241179256,0.003436880739,0.8982207033918896,0.8498474685698206,0.9230323288467406,-0.11331212498639603,-0.17668174229296224,-0.08338567214587676,-3.317767688389177,-5.173223746163704,-2.4415241418640568,-114.44524623625998,-178.44855971589183,-84.21952886733553,0.8886308108572035,0.8361324597460019,0.9156691942514832,-0.1253267248694269,-0.1959827517087153,-0.09209745864329671,-3.669553971504332,-5.738355371756012,-2.6966043793298637,-126.57999211812115,-197.94257922580243,-114.44524623625998,-0.35178628311515503,-0.5651316255923078,-0.255080237465807,-12.13474588186116,-19.494019509910583,-8.79890436239417,0.935436030097364,0.9144343905267632,0.956697172611477,-0.06902018719111752,-0.0935721691568777,-0.0452628361703214,-0.4647025236883202,-0.6300073199422951,-0.30474785788970243,-23.721415195932632,-32.159638588172285,-15.556296982629018,0.9292134831931356,0.9062912895226806,0.9524713903373896,-0.07617896004222255,-0.10339800410823027,-0.04990030162037146,-0.5129014629523978,-0.6961631865816437,-0.3359712142128072,-26.18180004861653,-35.536660877061955,-17.150138550934518,-0.04819893926407753,-0.06615586663934858,-0.03122335632310474,-2.4603848526838967,-3.3770222888896675,-1.5938415683055,0.9144343905267632,0.8936917402047824,0.956697172611477,-0.0935721691568777,-0.11895405877966148,-0.0452628361703214,-0.7672892942976106,-0.9754201130237912,-0.3711540507820063,-77.11450193945835,-98.03217216319509,-37.30191465145792,0.9062912895226806,-0.10339800410823027,-0.8478608791357073,0.8837033848305457,-0.13160141419143118,-1.079128090471213,0.9524713903373896,-0.04990030162037146,-0.40918114392903865,-85.212148656855,-108.45508446946864,-41.12373305819484,-0.08057158483809668,-0.103707977447422,-0.03802709314703234,-8.097646717396652,-10.422912306273568,-3.8218184067369183,0.7845
12086009200,12086009200,Census Tract 92; Miami-Dade County; Florida,2365,1716,797,Hialeah city,Florida,49733,0.4668325637979842,0.23222304424757115,12086,2365,1716,797,0.0101,0.008241179256,0.003436880739,0.8609245844060697,0.7969374143443354,0.8942818440174334,-0.1615419261024762,-0.25480367968760803,-0.11821570200692312,-3.858671217846797,-6.086368094858049,-2.8237593659883693,-163.15734536350095,-257.3517164844841,-119.39785902699236,0.8481284284603616,0.7790523430099681,0.8843452653794319,-0.17906671494945212,-0.2836107983917647,-0.13078006876753726,-4.277277086640088,-6.774469335784886,-3.1238781126157784,-180.85738209894663,-286.44690637568226,-163.15734536350095,-0.41860586879329054,-0.6881012409268372,-0.3001187466274091,-17.70003673544569,-29.095189891198192,-12.690010428220258,0.9110915345431136,0.882681974902044,0.9401099670460716,-0.09758455883521232,-0.13291086533286847,-0.06370534836696741,-0.5755232180146939,-0.7838667289018711,-0.3757142270716956,-33.538649068455356,-45.67987930663585,-21.89476847737154,0.9026475600032876,0.8717354027486042,0.9343218875492632,-0.107852105639501,-0.1471370749048097,-0.07029495222787864,-0.6360779988986182,-0.8677684651060695,-0.41457765039134087,-37.06748245329943,-50.56925787331408,-24.159536736092125,-0.0605547808839243,-0.08390173620419838,-0.03886342331964526,-3.528833384844073,-4.889378566678228,-2.2647682587205864,0.882681974902044,0.8548746556409981,0.9401099670460716,-0.13291086533286847,-0.16976213226275227,-0.06370534836696741,-0.8729877862237614,-1.1150350097979236,-0.4184307347801099,-109.53422662782452,-139.90401628581225,-52.500719545810526,0.8717354027486042,-0.1471370749048097,-0.9664286585667466,0.8415747291332302,-0.18824860750029657,-1.2364582437245568,0.9343218875492632,-0.07029495222787864,-0.46171270177521784,-121.2583009494036,-155.13905191023298,-57.93133021019044,-0.09344087234298526,-0.12142323392663323,-0.04328196699510794,-11.724074321579078,-15.235035624420732,-5.430610664379918,0.768
12086000806,12086000806,Census Tract 8.06; Miami-Dade County; Florida,2434,1996,686,Hialeah city,Florida,76492,0.4149391018037454,0.2617995447686744,12086,2434,1996,686,0.0101,0.008241179256,0.003436880739,0.8793569098884835,0.8229417646035188,0.9085294691990212,-0.13719468028836665,-0.2151528127652937,-0.10067976207928732,-3.3727117034010323,-5.2891876573343195,-2.4750508630999515,-138.5666270912503,-217.30434089294656,-101.68655970008017,0.8681238717030256,0.8070603545057727,0.8998558007209928,-0.15190934450203386,-0.23906470490968368,-0.11128916344015176,-3.7344481796312983,-5.8770232666767175,-2.7358660205146266,-153.42843794705416,-241.45535195878048,-138.5666270912503,-0.3617364762302664,-0.587835609342398,-0.2608151574146751,-14.861810855803878,-24.151011065833934,-10.715495374473091,0.923171770056598,0.8984025662750438,0.948359286680916,-0.08322203130051509,-0.11308675814028386,-0.05445268902233981,-0.570904296088642,-0.7757767389730329,-0.3735462065829223,-28.60241964371954,-38.866570088829306,-18.714739808763643,0.915821357159267,0.88882872619842,0.9433442170676124,-0.09191600761729536,-0.12507614855908963,-0.0600584409246734,-0.6305450949465766,-0.8580241245585114,-0.4120017428614452,-31.59043561856596,-42.98718058910378,-20.641369882837935,-0.05964079885793461,-0.0822473855854785,-0.03845553627852288,-2.988015974846423,-4.120610500274474,-1.9266300740742928,0.8984025662750438,0.8740489769543764,0.948359286680916,-0.11308675814028386,-0.14410064695058608,-0.05445268902233981,-0.6393302162854017,-0.8146656540237899,-0.30784549864616745,-93.19682453139966,-118.75592624253495,-44.87543712043257,0.88882872619842,-0.12507614855908963,-0.707111623194923,0.8623614730688891,-0.15960653534450714,-0.9023274027873835,0.9433442170676124,-0.0600584409246734,-0.3395373309623383,-103.07749609255436,-131.5346068203183,-49.495237749611995,-0.06778140690952139,-0.08766174876359367,-0.03169183231617084,-9.880671561154722,-12.778680577783334,-4.619800629179424,0.9894
12086013100,12086013100,Census Tract 131; Miami-Dade County; Florida,3563,2663,1336,Hialeah city,Florida,39129,0.3967287617715881,0.24952132629487567,12086,3563,2663,1336,0.0101,0.008241179256,0.003436880739,0.8859182521143976,0.8322668808919884,0.9135828344080548,-0.12877231913139453,-0.20153765932418496,-0.09459149442966312,-4.634039307958103,-7.252594669737918,-3.403997895994186,-130.06004232270848,-203.55303591742685,-95.53740937395976,0.875251803358119,0.8171257074883813,0.9053629625131148,-0.14252835145640808,-0.22380190812221995,-0.10452938921224576,-5.129068014015738,-8.053802606258644,-3.761625959008639,-143.95363497097216,-226.03992720344215,-130.06004232270848,-0.49502870605763505,-0.8012079365207265,-0.35762806301445327,-13.893592648263684,-22.48689128601534,-10.037273730408456,0.9274487973736788,0.9039853127089224,0.9512712452168312,-0.07822663939159699,-0.10621266290638692,-0.05122487936872484,-0.7159625432270694,-0.9721022000792324,-0.4688312727552971,-26.885563020167837,-36.50402553808609,-17.605380125996888,0.9204897072064344,0.894906189593175,0.9465309214019716,-0.08637825297891599,-0.1174355609883542,-0.05648952124969338,-0.7905694807201323,-1.0748188029607648,-0.5170154516947655,-29.687175393170573,-40.36120176345343,-19.41477475384024,-0.07460693749306291,-0.10271660288153228,-0.04818417893946836,-2.8016123730027376,-3.857176225367341,-1.809394627843348,0.9039853127089224,0.8808790369814962,0.9512712452168312,-0.10621266290638692,-0.1352296490409115,-0.05122487936872484,-1.1694243059428984,-1.4889075760387525,-0.5639969600948358,-87.53175942686364,-111.445177847212,-42.21534132446376,0.894906189593175,-0.1174355609883542,-1.2929908322029535,0.8697769662204253,-0.1497200303492201,-1.6484497967177687,0.9465309214019716,-0.05648952124969338,-0.6219618016610039,-96.78075091339474,-123.38696083216831,-46.55402707043442,-0.12356652626005538,-0.15954222067901624,-0.0579648415661681,-9.248991486531091,-11.941782984956308,-4.338685745970666,0.836
12086013900,12086013900,Census Tract 139; Miami-Dade County; Florida,2838,2158,1060,Hialeah city,Florida,41706,0.3944248417382547,0.280106281438299,12086,2838,2158,1060,0.0101,0.008241179256,0.003436880739,0.8867518555863898,0.8334541731955742,0.9142241714502344,-0.1277112009410137,-0.1998260158274412,-0.09382362797704144,-3.6606883215330286,-5.727772952474609,-2.68934170760832,-128.98831295042385,-201.82427598571564,-94.76186425681183,0.87615776954951885,0.8184080604004421,0.906062110389841,-0.1413469522893751,-0.22188434887934272,-0.10367709733468652,-4.05154077103219,-6.360048599407704,-2.9717795825819873,-142.76042181226887,-224.10319236813615,-128.98831295042385,-0.3908524494991617,-0.6322756469330946,-0.2824378749736671,-13.77210886184502,-22.27891638242053,-9.952004051221534,0.9279913247899568,0.9046940935193704,0.9516402944658072,-0.07759628057551277,-0.1053460027686022,-0.05081721088884648,-0.5755152118722664,-0.7813290360517748,-0.3769005121707003,-26.668916212801964,-36.20616478460495,-17.465269331357756,0.9210820267593454,0.8956780482775877,0.9469348604812136,-0.0856796365013361,-0.11647260075540108,-0.05603884885156703,-0.635467754233649,-0.8638526615438306,-0.41562829726744793,-29.44706924159634,-40.030243815747475,-19.2598840253683,-0.05995254236138259,-0.08252362549205572,-0.03872778509674757,-2.7781530287943736,-3.8240790311425266,-1.7946146940105452,0.9046940935193704,0.8817469513666135,0.9516402944658072,-0.1053460027686022,-0.1341122285142091,-0.05081721088884648,-0.9202658102822704,-1.1715574905436656,-0.44392136887843536,-86.8175292719123,-110.52429156072316,-41.8793744224939,0.8956780482775877,-0.11647260075540108,-1.0174638761120482,0.8707196859310157,-0.14847523968721524,-1.2970277292603003,0.9469348604812136,-0.05603884885156703,-0.489535770606793,-95.98715812377814,-122.3611065339906,-46.18261986856537,-0.09719806582977786,-0.12547023871663487,-0.04561440172835757,-9.169628851865836,-11.83681497326744,-4.303245446071468,0.6627
12086000807,12086000807,Census Tract 8.07; Miami-Dade County; Florida,2742,2078,941,Hialeah city,Florida,28396,0.38757050331397086,0.2230144183652404,12086,2742,2078,941,0.0101,0.008241179256,0.003436880739,0.8892365306757203,0.8369964834297333,0.916134861650316,-0.12456018787274951,-0.19474814983968924,-0.0915423502153494,-3.4495947549854997,-5.393394211290322,-2.5351921553339287,-125.805789751477,-196.69563133808617,-92.45777371750287,0.8788586371236704,0.8222350705614863,0.9081453229401368,-0.13783941780762513,-0.2161972114825046,-0.10114535057283784,-3.817352404647932,-5.987408814238778,-2.8011395678342854,-139.2178119857014,-218.3591835973296,-125.805789751477,-0.367757649662432,-0.5940146029484561,-0.2659474125003567,-13.41202223422436,-21.66355225924347,-9.699030361063336,0.9296072626772344,0.9068060584370458,0.9527390910414189,-0.07572309312648566,-0.1027716353412786,-0.04960530055182408,-0.5408020772684295,-0.7339783886535021,-0.35427302919521236,-26.025124026392184,-35.32138540199721,-17.048750201887025,0.9228464774717068,0.8979783256851376,0.9481376297629812,-0.08360385439154343,-0.11361262448848322,-0.05469920042091729,-0.5970851989243399,-0.8114029788067285,-0.3906528377432,-28.733647686445615,-39.047304081170765,-18.79946283653513,-0.05628312165591032,-0.07742459015322645,-0.03637980854798767,-2.708523660053432,-3.725918679173554,-1.7507126346481072,0.9068060584370458,0.8843341228800549,0.9527390910414189,-0.1027716353412786,-0.13079431645501852,-0.04960530055182408,-0.796988860592237,-1.014303342525062,-0.384686609635513,-84.69594692797416,-107.78994075717982,-40.88061738953379,0.8979783256851376,-0.11361262448848322,-0.8810601859091074,0.873530395394867,-0.1447798557117915,-1.1227604957075463,0.9481376297629812,-0.05469920042091729,-0.4241895467947597,-93.63020041542056,-119.31567435786891,-45.078591582865,-0.08407132531687045,-0.1084571531824845,-0.03950293715924669,-8.934253487446382,-11.525733600689108,-4.19797419333121,0.9587
12086001608,12086001608,Census Tract 16.08; Miami-Dade County; Florida,2017,1269,459,Hialeah city,Florida,42815,0.4591765584738241,0.2547062462755283,12086,2017,1269,459,0.0101,0.008241179256,0.003436880739,0.8636194703606486,0.8007216098131156,0.896369705664023,-0.1579173864415062,-0.24887350078311865,-0.1156111074271621,-3.2170456213704317,-5.069976295903458,-2.3551947971739184,-159.49656030592126,-251.36223579094985,-116.76721850143376,0.851049199339436,0.7831225043050085,0.8866166595221332,-0.1750201995092364,-0.2769394245507758,-0.12788316039423162,-3.565458998342311,-5.64172687512104,-2.6051973786031684,-176.77040150432876,-279.7088187962836,-159.49656030592126,-0.34841337697187935,-0.5717505792175821,-0.2500025814292499,-17.273841198407503,-28.34658300533377,-12.394773496740203,0.9128637790613896,0.8849838678882652,0.9413224876535352,-0.09545369521420172,-0.12996410023403532,-0.06233518599213775,-0.4163119045494963,-0.5668256422140373,-0.2718687835248199,-32.806296654806644,-44.66711128558214,-21.423860009836083,0.9045791490790652,0.8742364092528873,0.935647533881104,-0.10548645855708816,-0.143855356990438,-0.06877853442520107,-0.460068815225386,-0.6274109924602125,-0.2999708140625073,-36.25443776401781,-49.441370564240536,-23.6383620222622,-0.04375691067588971,-0.06058535024617517,-0.02810203053768739,-3.448141109211168,-4.7742592786584055,-2.2145020124261148,0.8849838678882652,0.8576768278849142,0.9413224876535352,-0.12996410023403532,-0.16594032564230965,-0.06233518599213775,-0.4916153681149074,-0.6277026819625349,-0.2357953877482441,-107.10574468734367,-136.75439694172871,-51.37154417173075,0.8742364092528873,-0.143855356990438,-0.5441618428073792,0.8446096603921259,-0.1839788802980671,-0.695937145721233,0.935647533881104,-0.06877853442520107,-0.2601686501038395,-118.55377838940724,-151.62029318545382,-56.681623116304905,-0.05254647469247181,-0.06823446375869813,-0.02437326235559539,-11.448033702063576,-14.865896243725082,-5.31007894457416,0.8583
12086012501,12086012501,Census Tract 125.01; Miami-Dade County; Florida,1011,739,319,Hialeah city,Florida,246557,0.5197000281845069,0.336734939332802,12086,1011,739,319,0.0101,0.008241179256,0.003436880739,0.8425435535301958,0.7712898105757943,0.8799965408251701,-0.1868822636053331,-0.2965295097746277,-0.13636810329084137,-1.9082734819004172,-3.027892477259701,-1.3924683395131103,-188.75108624138647,-299.494804872374,-137.7317843237498,0.8282312180245207,0.7515179417210187,0.8688185031735988,-0.20739230572010856,-0.33064022092399187,-0.15098837829445932,-2.1177035729386007,-3.3762003598769734,-1.5417574296025536,-209.46622877730968,-333.9466231332318,-188.75108624138647,-0.20943009103818344,-0.3483078826172723,-0.14928909008944324,-20.71514253592319,-34.45181826085779,-14.76647775365413,0.8989471036579592,0.8669491664877644,0.9317795994047378,-0.11241250562000868,-0.15347016717399817,-0.07321516873608788,-0.28551144941183326,-0.3897919509012826,-0.1859559025882229,-38.634837538813706,-52.74586615714244,-25.163180323169534,0.8894213521182239,0.8546592487434056,0.9252189461416672,-0.12432650466331248,-0.17005695716776836,-0.080825251331248,-0.31577127785692943,-0.431919990180287,-0.20528440789912303,-42.72953692245324,-58.4465480622851,-27.778674952520035,-0.03025982844509617,-0.04212803927900432,-0.01932850531090016,-4.094699383639536,-5.70068190514267,-2.6154946293504953,0.8669491664877644,0.8357729370674638,0.9317795994047378,-0.15347016717399817,-0.19649722508217532,-0.07321516873608788,-0.40346327544321664,-0.5165786648116028,-0.19247800621015151,-126.4775158129206,-161.9368855208786,-60.33793298123872,0.8546592487434056,-0.17005695716776836,-0.4470688878120883,0.82091300278414,-0.21815587840426873,-0.57351788219783,0.9252189461416672,-0.080825251331248,-0.21248442769762949,-140.1469867749493,-179.78616996797177,-66.60953846320673,-0.04360561236887167,-0.0569392173862272,-0.02000642148747797,-13.669470962028736,-17.84928444709317,-6.271605481968016,0.4116
12086009327,12086009327,Census Tract 93.27; Miami-Dade County; Florida,2147,1732,403,Hialeah city,Florida,49556,0.4753336274577083,0.23732882268105515,12086,2147,1732,403,0.0101,0.008241179256,0.003436880739,0.8579420926690943,0.7927564754339687,0.8919692247958771,-0.16557983172145985,-0.26142142131678286,-0.12111491316176876,-3.5905489769303403,-5.6688450948280416,-2.626340557439007,-167.23563003867443,-264.0356355299507,-122.32606229338644,0.8448970105011371,0.7745577040399738,0.8818299754278387,-0.18357620818999712,-0.2910593940053192,-0.13400545214493145,-3.9807950017376306,-6.311535641187145,-2.9058680281271942,-185.41197027189708,-293.9699879453724,-167.23563003867443,-0.3902460248072903,-0.6426905463591037,-0.2795274706881874,-18.17634023322265,-29.934352415421692,-13.019444372994291,0.9091277033339452,0.8801330169029377,0.9387654401120225,-0.09995548076778302,-0.13619189462844733,-0.06522881784045059,-0.595002735365538,-0.8107064186585335,-0.38828611239332783,-34.35350666082783,-46.80752994564282,-22.41836676635842,0.9005075972934571,0.8689667210824991,0.9328521188743938,-0.11048480102286172,-0.15079205651773256,-0.07198127095067199,-0.6576803825059326,-0.8976164729564703,-0.4284812876868494,-37.97230845877209,-51.82543146399944,-24.739104369910475,-0.06267764714039459,-0.08691005429793675,-0.04019517529352157,-3.61880179794426,-5.017901518356625,-2.3207376035520535,0.8801330169029377,0.8517739092859359,0.9387654401120225,-0.13619189462844733,-0.174020463761711,-0.06522881784045059,-0.452319872189461,-0.5779559359372226,-0.21663763933349003,-112.2381816847298,-143.41338360725126,-53.75623804801242,0.8689667210824991,-0.15079205651773256,-0.5008098603618374,0.8382175824599095,-0.19300766403075093,-0.6410161350948744,0.9328521188743938,-0.07198127095067199,-0.23906385446261497,-124.27043681435173,-159.06107570592417,-59.32105569791934,-0.04848998817237632,-0.06306019915765182,-0.0224262151291249,-12.032255129621916,-15.647692098672907,-5.5648176499069235,0.7337
12086000713,12086000713,Census Tract 7.13; Miami-Dade County; Florida,2232,1519,858,Hialeah city,Florida,27173,0.3783057424853762,0.23652510204733623,12086,2232,1519,858,0.0101,0.008241179256,0.003436880739,0.8926060445648788,0.8418084356461725,0.9187238205087004,-0.1203150663039402,-0.18791872076263955,-0.08846638965592142,-2.7122866027029846,-4.236289305896336,-1.9943155152913676,-121.5182169669796,-189.79790797026595,-89.35105355248062,0.882522539102242,0.8274363592768059,0.910968740320308,-0.1331155360828105,-0.20855216088644904,-0.0977325079764948,-3.000850153022013,-4.701433073295398,-2.2032034738157176,-134.4466914436386,-210.63768249531353,-121.5182169669796,-0.2885635503190285,-0.46514376739906194,-0.2088879585243499,-12.92847447665898,-20.839774525047577,-9.358779503779118,0.9317959404465372,0.9096685628561912,0.9542263112174932,-0.07319634760458173,-0.0993014827952114,-0.04796942637654208,-0.382130451098703,-0.51841549007739,-0.25043023511553797,-25.156711724733572,-34.128735357300194,-16.486519757441606,0.9252367947404276,0.9010969191802192,0.9497657978256298,-0.08080440129982829,-0.10975853841533344,-0.05289114673256837,-0.4218492223993319,-0.5730078230564652,-0.27612467590908746,-27.77150904538064,-37.722700662045106,-18.178056346878694,-0.03971877130062895,-0.05459233297907528,-0.02569444079354949,-2.614797320647067,-3.5939653047449167,-1.6915365894370962,0.9096685628561912,0.8878431778032876,0.9542263112174932,-0.0993014827952114,-0.12632503689921026,-0.04796942637654208,-0.7021540126474621,-0.8932357207549829,-0.3391885424727038,-81.83613201019372,-104.10672736072064,-39.532464157657785,0.9010969191802192,-0.10975853841533344,-0.776095139783385,0.8773439550357942,-0.13980382979808828,-0.9885433461114868,0.9497657978256298,-0.05289114673256837,-0.3739896914569484,-90.45397899573253,-115.214842204136,-43.588542127849465,-0.07394112713592282,-0.09530762535650383,-0.03480114898424458,-8.61784698553879,-11.108114843415366,-4.056077970191676,0.7934
12086000711,12086000711,Census Tract 7.11; Miami-Dade County; Florida,3656,2548,1168,Hialeah city,Florida,57766,0.3750557675726163,0.23817651078311897,12086,3656,2548,1168,0.0101,0.008241179256,0.003436880739,0.8937910549986192,0.843502960994425,0.9196337307644932,-0.11882972469616498,-0.185532293592754,-0.08738943184336899,-4.387858882240709,-6.850891260288597,-3.2269072044755056,-120.01802194312664,-187.38761652868152,-88.26332616180267,0.8838114107118304,0.8292686980203794,0.9119612419816874,-0.13146310160737812,-0.20588176351909623,-0.09653782854521846,-4.854353904713401,-7.60230764700074,-3.5647172417293183,-132.77773262345187,-207.94058115428717,-120.01802194312664,-0.46649502247269137,-0.7514163867121431,-0.33781003725381265,-12.759710680325258,-20.552964625605664,-9.23988066886796,0.9325649244746278,0.9106748368899692,0.954748561327423,-0.07231140026348579,-0.09808678080431384,-0.04739618419499076,-0.6332433785604679,-0.8589628224916023,-0.4150565429676192,-24.85256587756938,-33.711256769686116,-16.289503256185995,0.9260767574422272,0.90219345110934,0.9503376032176548,-0.07982409877335087,-0.1084097304967097,-0.05225763624863222,-0.6990333725193516,-0.9493626697646936,-0.45762911536893314,-27.434590758216313,-37.25913146643224,-17.96032634885923,-0.06578999395888374,-0.09039984727309124,-0.04257257240131396,-2.582024880646929,-3.547874696746124,-1.6708230926732324,0.9106748368899692,0.8890774112456215,0.954748561327423,-0.09808678080431384,-0.1247614519853485,-0.04739618419499076,-0.9441536681187218,-1.20091598037851,-0.4562213256015335,-80.83507432523304,-102.8181490050094,-39.06004500013129,0.90219345110934,-0.1084097304967097,-1.0435192578338643,0.8786856500135473,-0.13806342459852664,-1.328956743190399,0.9503376032176548,-0.05225763624863222,-0.5030161918535515,-89.34240221180346,-113.7805430813698,-43.06645478198215,-0.09936558971514252,-0.12804076281188914,-0.04679486625201801,-8.507327886570422,-10.962394076360372,-4.0064097818508575,0.9667
