geoid,GEOID,NAME,over20,over35,over55,city,state,totalCells,meanNDVI,standardDevNDVI,countyGEOID,popOver20_2023,popOver35_2023,popOver55_2023,mortalityRate,DementiaRate,StrokeRate,rr_Mortality,rr_Mortality_low,rr_Mortality_high,paf_Mortality,paf_Mortality_low,paf_Mortality_high,ls_Mortality,ls_Mortality_low,ls_Mortality_high,ls_Mortality_Rate,ls_Mortality_low_Rate,ls_Mortality_high_Rate,rr_Mortality10,rr_Mortality_low10,rr_Mortality_high10,paf_Mortality10,paf_Mortality_low10,paf_Mortality_high10,ls_Mortality10,ls_Mortality_low10,ls_Mortality_high10,ls_Mortality10_Rate,ls_Mortality_low10_Rate,ls_Mortality_high10_Rate,ls_Mortality_Change,ls_Mortality_Change_low,ls_Mortality_Change_high,ls_Mortality_Change_Rate,ls_Mortality_Change_low_Rate,ls_Mortality_Change_high_Rate,rr_Stroke,rr_Stroke_low,rr_Stroke_high,paf_Stroke,paf_Stroke_low,paf_Stroke_high,ls_Stroke,ls_Stroke_low,ls_Stroke_high,ls_Stroke_Rate,ls_Stroke_low_Rate,ls_Stroke_high_Rate,rr_Stroke10,rr_Stroke_low10,rr_Stroke_high10,paf_Stroke10,paf_Stroke_low10,paf_Stroke_high10,ls_Stroke10,ls_Stroke_low10,ls_Stroke_high10,ls_Stroke10_Rate,ls_Stroke_low10_Rate,ls_Stroke_high10_Rate,ls_Stroke_Change,ls_Stroke_Change_low,ls_Stroke_Change_high,ls_Stroke_Change_Rate,ls_Stroke_Change_low_Rate,ls_Stroke_Change_high_Rate,rr_Dementia,rr_Dementia_low,rr_Dementia_high,paf_Dementia,paf_Dementia_low,paf_Dementia_high,ls_Dementia,ls_Dementia_low,ls_Dementia_high,ls_Dementia_Rate,ls_Dementia_low_Rate,ls_Dementia_high_Rate,rr_Dementia10,paf_Dementia10,ls_Dementia10,rr_Dementia_low10,paf_Dementia_low10,ls_Dementia_low10,rr_Dementia_high10,paf_Dementia_high10,ls_Dementia_high10,ls_Dementia_10_Rate,ls_Dementia_low10_Rate,ls_Dementia_high10_Rate,ls_Dementia_Change,ls_Dementia_Change_low,ls_Dementia_Change_high,ls_Dementia_Change_Rate,ls_Dementia_Change_low_Rate,ls_Dementia_Change_high_Rate,RPL_THEMES
25027732201,25027732201,Census Tract 7322.01; Worcester County; Massachusetts,2196,1349,749,Worcester city,Massachusetts,73938,0.6902414730176478,0.2427630663297725,25027,2196,1349,749,0.01139099999999999,0.00798440667,0.00293016251099999,0.7858822226231725,0.6940479044023099,0.8354515892068153,-0.27245530082374203,-0.44082273522771526,-0.1969574454330841,-6.815370176376406,-11.027020262245673,-4.926818804998461,-310.3538331683245,-502.1411776978904,-224.35422609282605,0.7671728258462118,0.6691575647596689,0.8205658116884854,-0.30348725386222286,-0.4944163417761775,-0.21867129455746065,-7.591623186003098,-12.36764482198267,-5.469982837003658,-345.70233087445797,-563.1896549172436,-310.3538331683245,-0.776253009626692,-1.340624559736998,-0.5431640320051976,-35.348497706133514,-61.04847721935329,-24.7342455375773,0.8608637249166771,0.8180839782025016,0.9054070738544282,-0.16162404229169944,-0.2223683957204556,-0.10447557665181274,-0.6388657732496125,-0.8789753991044726,-0.41296993390931536,-47.35847095994162,-65.15755367712919,-30.613041802024863,0.848062478283373,0.8018214608515969,0.8964545412347891,-0.17915840590445076,-0.24716043262040163,-0.1155055320737022,-0.7081754168463408,-0.9769730954863702,-0.4565690228789894,-52.49632445117426,-72.42202338668423,-33.844997989547025,-0.06930964359672831,-0.0979976963818976,-0.04359908896967401,-5.137853491232639,-7.264469709555048,-3.2319561875221656,0.8180839782025016,0.7770152927958005,0.9054070738544282,-0.2223683957204556,-0.2869759569362811,-0.10447557665181274,-1.3298342967887162,-1.7162082257740647,-0.6247974428120515,-177.5479701987605,-229.1332744691675,-83.41754910708298,0.8018214608515969,-0.24716043262040163,-1.4780986256740407,0.7576567959567466,-0.3198588138277431,-1.9128582520918056,0.8964545412347891,-0.1155055320737022,-0.6907601123926639,-197.342940677442,-255.388284658452,-92.22431407111668,-0.14826432888532448,-0.19665002631774087,-0.06596266958061237,-19.794970478681503,-26.25501018928449,-8.806764964033693,0.6077
25027732801,25027732801,Census Tract 7328.01; Worcester County; Massachusetts,4447,2886,1445,Worcester city,Massachusetts,125304,0.7506660523264934,0.20718179526049132,25027,4447,2886,1445,0.01139099999999999,0.00798440667,0.00293016251099999,0.7667343705447304,0.6685779755171243,0.8202158653751261,-0.3042326500761207,-0.4957118490577424,-0.21919124246962657,-15.411141278375002,-25.110668882126657,-11.103302698894332,-346.55141170170907,-564.6653672616743,-249.6807442971516,0.746636857754384,0.6421955212613176,0.8041202187265394,-0.3393391842557056,-0.5571581658432139,-0.2435951449942018,-17.189490045018932,-28.223279802682857,-12.339501343108951,-386.54126478567423,-634.6588667120049,-346.55141170170907,-1.77834876664393,-3.1126109205562003,-1.2361986442146191,-39.989853083965144,-69.99349945033057,-27.79848536574363,0.8477610735671924,0.8014395612260891,0.8962432081804886,-0.17957763240085983,-0.24775472584625297,-0.1157685669162878,-1.5185890911500493,-2.0951252052991727,-0.9789909827116496,-52.61916462751383,-72.5961609597773,-33.92207147303014,0.833874740346091,0.7838949275931885,0.886479027267731,-0.19922088008681071,-0.27568117205493875,-0.12805827237916578,-1.684701213533174,-2.3312837736025593,-1.082918250266405,-58.374955423879904,-80.77906353439222,-37.52315489488583,-0.16611212238312478,-0.23615856830338663,-0.10392726755475525,-5.75579079636607,-8.182902574614923,-3.601083421855691,0.8014395612260891,0.7572033934477896,0.8962432081804886,-0.24775472584625297,-0.3206491263155592,-0.1157685669162878,-2.8584621316498686,-3.699478918066836,-1.3356760943116734,-197.8174485570843,-256.0193022883623,-92.43433178627498,0.7838949275931885,-0.27568117205493875,-3.180662601031118,0.7364339589351068,-0.3578950126716226,-4.12920212655413,0.886479027267731,-0.12805827237916578,-1.4774681733720232,-220.11505889488708,-285.7579326335038,-102.2469324132888,-0.32220046938124947,-0.4297232084872942,-0.14179207906034974,-22.29761033780273,-29.738630345141463,-9.812600627013824,0.369
25027731801,25027731801,Census Tract 7318.01; Worcester County; Massachusetts,1871,1143,441,Worcester city,Massachusetts,65253,0.5924715432189769,0.26324501656709653,25027,1871,1143,441,0.01139099999999999,0.00798440667,0.00293016251099999,0.8178824094948912,0.7373307153951205,0.860705455284075,-0.22266965078461728,-0.3562435134200538,-0.1618376459226123,-4.745660515195853,-7.592461610619213,-3.4491747008220752,-253.64299920875752,-405.7969861367832,-184.34926247044763,0.8016041455862842,0.7152017336490833,0.8478909721216241,-0.24749853840714767,-0.3982069015658372,-0.17939691880167452,-5.274827697213176,-8.486808880242899,-3.8234077751727344,-281.92558509958184,-453.59748157364504,-253.64299920875752,-0.5291671820173232,-0.8943472696236858,-0.3742330743506592,-28.28258589082433,-47.80049543686188,-20.001767736539776,0.8824947484474275,0.845750746514899,0.9204335342240382,-0.13315121904045257,-0.1823814570908968,-0.08644455337347036,-0.445946833902942,-0.6108275533518108,-0.28951800188431803,-39.01547103262835,-53.44073082693008,-25.329658957508137,0.8715320098815925,0.8316998607621072,0.9128337236938908,-0.14740478681426894,-0.2023568202640736,-0.09548976340771068,-0.49368453744302976,-0.677728555290316,-0.31981199998531273,-43.19199802651179,-59.29383685829536,-27.980052492153344,-0.04773770354008777,-0.06690100193850512,-0.0302939981009947,-4.176526993883445,-5.853106031365277,-2.6503935346452057,0.845750746514899,0.8101757614863174,0.9204335342240382,-0.1823814570908968,-0.23430007109252232,-0.08644455337347036,-0.6421876056140658,-0.8249994492319607,-0.30438193462627566,-145.6207722480875,-187.07470504126093,-69.02084685403076,0.8316998607621072,-0.2023568202640736,-0.712523323137479,0.7932994817947738,-0.2605579896983968,-0.9174568193335246,0.9128337236938908,-0.09548976340771068,-0.336231234806338,-161.56991454364604,-208.04009508696703,-76.2429103869247,-0.07033571752341317,-0.09245737010156396,-0.03184930018006232,-15.94914229555854,-20.965390045706116,-7.222063532893951,0.7336
25027739201,25027739201,Census Tract 7392.01; Worcester County; Massachusetts,2465,1479,409,Worcester city,Massachusetts,84469,0.7480812060711289,0.2233552058813139,25027,2465,1479,409,0.01139099999999999,0.00798440667,0.00293016251099999,0.7675438447601283,0.6696481440484744,0.8208618950358505,-0.30285716813026964,-0.4933215433919162,-0.21823172210512437,-8.503870395353736,-13.851884352416086,-6.1276881521211966,-344.9846002171901,-561.9425700777316,-248.58775464994713,0.7475039855649269,0.6433263447164844,0.8048169335623998,-0.33778550925618,-0.5544210309632238,-0.24251858813861188,-9.484616824085064,-15.56748556052563,-6.809634570405276,-384.7714735937146,-631.5409963702082,-344.9846002171901,-0.9807464287313276,-1.715601208109545,-0.6819464182840793,-39.78687337652445,-69.59842629247647,-27.66516909874561,0.8483174747185367,0.8021445941909295,0.8966333148906752,-0.1788039617264634,-0.24665803053704324,-0.11528311896589308,-0.7748845802288904,-1.0689444607786545,-0.49960364627727416,-52.39246654691618,-72.27481141167372,-33.7798273345013,0.8344767761235091,0.7846535196370809,0.8869034788373625,-0.1983556985796716,-0.27444786134716065,-0.12751840968184627,-0.8596161446638058,-1.189377538289949,-0.5526278523343743,-58.12144318213697,-80.4176834543576,-37.36496635120854,-0.08473156443491536,-0.1204330775112945,-0.05302420605710012,-5.728976635220782,-8.142872042683875,-3.585139016707243,0.8021445941909295,0.7580404726632168,0.8966333148906752,-0.24665803053704324,-0.31919077682845737,-0.11528311896589308,-0.8054919719096739,-1.042356527712251,-0.37647112733995913,-196.9418024229032,-254.8548967511616,-92.046730400968,0.7846535196370809,-0.27444786134716065,-0.8962430638953693,0.7373295391604039,-0.3562456769854882,-1.1633638370279733,0.8869034788373625,-0.12751840968184627,-0.4164269658919141,-219.1303334707505,-284.4410359481597,-101.81588408115256,-0.09075109198569542,-0.12100730931572223,-0.03995583855195495,-22.18853104784729,-29.5861391969981,-9.769153680184584,0.4534
25027731204,25027731204,Census Tract 7312.04; Worcester County; Massachusetts,1783,970,284,Worcester city,Massachusetts,34901,0.645550057487103,0.23535380815236231,25027,1783,970,284,0.01139099999999999,0.00798440667,0.00293016251099999,0.800351386540984,0.7135082349155075,0.8469020589109507,-0.24945119958106357,-0.4015255200501202,-0.18077408063681075,-5.066392029524936,-8.155044745622508,-3.671549236167963,-284.1498614427895,-457.37771988909185,-205.9197552533911,0.7827242187887993,0.6898249352510928,0.8329453490610516,-0.27758918913665015,-0.4496431614725626,-0.20055895759219133,-5.637878902511301,-9.132321404911451,-4.073383114217917,-316.2018453455581,-512.188525233396,-284.1498614427895,-0.5714868729863651,-0.9772766592889433,-0.4018338780499531,-32.051983902768654,-54.81080534430416,-22.536953339873985,0.8706848556360262,0.830616558708985,0.912245106562739,-0.1485211825230502,-0.2039249513088027,-0.09619661734104974,-0.4221354650848771,-0.5796072499610774,-0.27341557016322376,-43.519120111843,-59.7533247382554,-28.187172181775644,0.858711125408734,0.8153435560833463,0.9039048083767672,-0.1645359777119629,-0.22647685449761215,-0.10631118535125474,-0.4676536389942555,-0.6437055689983616,-0.3021637783217324,-48.211715360232525,-66.36139886581047,-31.1509049816219,-0.0455181739093784,-0.06409831903728425,-0.02874820815850864,-4.692595248389526,-6.608074127555077,-2.9637327998462526,0.830616558708985,0.7920013646059175,0.912245106562739,-0.2039249513088027,-0.2626240871410342,-0.09619661734104974,-0.46241440656027794,-0.5955188937123158,-0.2181327073287255,-162.82197414094293,-209.68975130715344,-76.80729131293151,0.8153435560833463,-0.22647685449761215,-0.5135524593729844,0.773746188813397,-0.29241347415692187,-0.6630684585416174,0.9039048083767672,-0.10631118535125474,-0.2410682134256227,-180.82833076513535,-233.47480934563995,-84.88317374141646,-0.0511380528127065,-0.06754956482930163,-0.02293550609689723,-18.00635662419243,-23.78505803848649,-8.075882428484942,0.9033
25027730700,25027730700,Census Tract 7307; Worcester County; Massachusetts,5183,4107,1816,Worcester city,Massachusetts,217578,0.850566400378627,0.1388775230024773,25027,5183,4107,1816,0.01139099999999999,0.00798440667,0.00293016251099999,0.7360949393917555,0.6285020492560256,0.7956335390661776,-0.35852041154679387,-0.591084708767022,-0.25686003781801864,-21.166884839098746,-34.897376990740156,-15.164901816338912,-408.39060079295285,-673.3045917565147,-292.58926907850497,0.7138832879086531,0.5999808208977815,0.777650383046805,-0.40078920033208254,-0.666719943653615,-0.2859249115033385,-23.662415234833603,-39.36284744949461,-16.88087896672166,-456.5389780982752,-759.4606878158327,-408.39060079295285,-2.495530395734857,-4.465470458754453,-1.7159771503827468,-48.14837730532234,-86.15609605931802,-33.10779761494785,0.826534339628047,0.7746607048424783,0.8812955153398739,-0.20987108708636976,-0.29088773155641456,-0.13469316772177986,-2.5256258999861805,-3.5005945745388094,-1.6209214793332214,-61.495639152329694,-85.23483259164377,-39.46728705461946,0.8109367680639403,0.755131660427636,0.870229329159072,-0.23314176811520831,-0.32427237845343876,-0.14912238244869216,-2.8056694044664545,-3.902351338824868,-1.79456520957108,-68.31432686794386,-95.01707666970704,-43.695281460216215,-0.28004350448027404,-0.40175676428605867,-0.17364373023785862,-6.818687715614172,-9.782244078063274,-4.227994405596752,0.7746607048424783,0.7255500700964721,0.8812955153398739,-0.29088773155641456,-0.3782646315050813,-0.13469316772177986,-4.217779754413334,-5.484717062614702,-1.9530081685983536,-232.25659440602055,-302.0218646814263,-107.5445026761208,0.755131660427636,-0.32427237845343876,-4.701846535219447,0.7026420344945209,-0.423199795781358,-6.136262678277631,0.870229329159072,-0.14912238244869216,-2.1622272010464454,-258.91225414204,-337.89992721793124,-119.06537450696284,-0.48406678080611343,-0.6515456156629291,-0.20921903244809203,-26.655659736019462,-35.878062536504906,-11.520871830842072,0.5137
25027731300,25027731300,Census Tract 7313; Worcester County; Massachusetts,3366,1493,621,Worcester city,Massachusetts,51158,0.546057814018055,0.23533345383834264,25027,3366,1493,621,0.01139099999999999,0.00798440667,0.00293016251099999,0.8335265727333616,0.758812875185976,0.872959884885945,-0.19972179977505275,-0.3178479605461517,-0.1455280102941422,-7.657754417485847,-12.186960195144366,-5.579850396667091,-227.50310212376257,-362.0606118581214,-165.77095652605738,0.818486262522408,0.7381560103653139,0.8611795647510632,-0.2217676041601525,-0.3547271660161642,-0.161198013667527,-8.503036986074607,-13.600986600471364,-6.180671327029768,-252.61547789882968,-404.0697148090126,-227.50310212376257,-0.8452825685887593,-1.4140264053269984,-0.6008209303626773,-25.11237577506712,-42.00910295089122,-17.849700842622617,0.8929529421143949,0.8592104320955662,0.92765399847241,-0.1198798423040432,-0.16385923941944683,-0.07798813096986994,-0.5244422576776416,-0.7168403612387598,-0.34117722122261035,-35.12674197438993,-48.01342004278364,-22.851789767087094,0.8828998230585099,0.846271071655748,0.9207137371994528,-0.13263132904006694,-0.1816544763174735,-0.086113913149285,-0.5802266027690035,-0.7946897647359716,-0.3767253456584185,-38.86313481373098,-53.22771364607981,-25.232775998554487,-0.05578434509136187,-0.07784940349721181,-0.03554812443580812,-3.7363928393410495,-5.214293603296169,-2.3809862314673893,0.8592104320955662,0.8264095626940978,0.92765399847241,-0.16385923941944683,-0.21005376164815515,-0.07798813096986994,-0.8124659773844517,-1.0415130411040767,-0.38668983987302774,-130.8318804161758,-167.71546555621202,-62.268895309666306,0.846271071655748,-0.1816544763174735,-0.9007003948659918,0.8108021045921707,-0.23334657660144437,-1.157006190798346,0.9207137371994528,-0.086113913149285,-0.426980040070479,-145.04032123445924,-186.31339626382385,-68.75685025289518,-0.08823441748154015,-0.11549314969426928,-0.04029020019745133,-14.20844081828344,-18.5979307076118,-6.487954943228878,0.9873
25027730300,25027730300,Census Tract 7303; Worcester County; Massachusetts,3768,2308,1183,Worcester city,Massachusetts,87721,0.6758027655496113,0.22339178459654724,25027,3768,2308,1183,0.01139099999999999,0.00798440667,0.00293016251099999,0.7905280228778054,0.7002763152159356,0.839133926375415,-0.2649772949978945,-0.4280077424746863,-0.1917048859166447,-11.37316679206559,-18.37064358098584,-8.22822061943545,-301.83563673210165,-487.5436194529151,-218.37103554764997,0.7721630159125227,0.6757660691486314,0.8245450865539796,-0.29506332133535995,-0.47980202862191207,-0.21278995691951655,-12.664497793271527,-20.59372105346533,-9.13321902445016,-336.1066293331085,-546.5424908032201,-301.83563673210165,-1.291331001205938,-2.2230774724794884,-0.9049984050147106,-34.27099260100685,-58.99887135030489,-24.018004379371305,0.8640245186175095,0.8221121334557102,0.90761065214135,-0.15737456339787595,-0.21637907933136372,-0.10179403210029904,-1.06429506982976,-1.4633316997007224,-0.6884142148724323,-46.113304585344885,-63.40258664214568,-29.827305670382682,0.8514882775424091,0.8061654169242173,0.8988548016638823,-0.17441428892741764,-0.24044021116078704,-0.11252673752077248,-1.1795315825214183,-1.6260526847676446,-0.7609975168897085,-51.10622107978416,-70.4528892880262,-32.97216277685045,-0.11523651269165835,-0.16272098506692223,-0.07258330201727625,-4.99291649443927,-7.050302645880513,-3.144857106467775,0.8221121334557102,0.7818256585256267,0.90761065214135,-0.21637907933136372,-0.279057535519886,-0.10179403210029904,-2.0438200815217087,-2.635852767087869,-0.9615009345106332,-172.76585642617994,-222.810884791874,-81.27649488678217,0.8061654169242173,-0.24044021116078704,-2.271090779636693,0.7628179628290078,-0.3109287519808426,-2.9368940342321577,0.8988548016638823,-0.11252673752077248,-1.062877273365593,-191.97724257283969,-248.25816012106148,-89.84592336141951,-0.22727069811498435,-0.3010412671442886,-0.10137633885495956,-19.21138614665971,-25.447275329187537,-8.569428474637325,0.3637
25027730402,25027730402,Census Tract 7304.02; Worcester County; Massachusetts,1388,893,247,Worcester city,Massachusetts,44097,0.7167097356160362,0.2336043009787179,25027,1388,893,247,0.01139099999999999,0.00798440667,0.00293016251099999,0.777436574486781,0.6827738146992419,0.8287432370400533,-0.28627856318715456,-0.4646138713455121,-0.20664634751242003,-4.52626676921165,-7.3458742525934575,-3.267225059785399,-326.0999113264877,-529.2416608496727,-235.39085445139764,0.7581086727082362,0.6572105746103432,0.8133210208761157,-0.31907210140155917,-0.5215823339313963,-0.2295268096265264,-5.044755826206442,-8.246585979747797,-3.628981365176598,-363.455030706516,-594.1344365812535,-326.0999113264877,-0.5184890569947926,-0.9007117271543397,-0.36175630539119874,-37.355119380028285,-64.89277573158066,-26.063134394178583,0.8550995235915619,0.8107509634922195,0.9013814761090166,-0.169454516592211,-0.23342437447451347,-0.10940819897552016,-0.4434006397514448,-0.6107864166562883,-0.2862813361094493,-49.652927183812416,-68.39713512388447,-32.05838030340978,0.8418182387978289,0.7939190461371036,0.8920711446753179,-0.1879048871975795,-0.25957426624994684,-0.1209868248389139,-0.49167852749732793,-0.6792111419208325,-0.31657837521184284,-55.05918561000313,-76.05947837859267,-35.45110584679091,-0.0482778877458831,-0.06842472526454424,-0.03029703910239356,-5.406258426190717,-7.662343254708202,-3.392725543381138,0.8107509634922195,0.7682739143043131,0.9013814761090166,-0.23342437447451347,-0.30161909884122423,-0.10940819897552016,-0.4603475177262361,-0.5948376375130532,-0.21576920975224903,-186.3755132494883,-240.824954458726,-87.35595536528302,0.7939190461371036,-0.25957426624994684,-0.5119189861931885,0.7482861316652049,-0.33638718891480934,-0.6634054723738666,0.8920711446753179,-0.1209868248389139,-0.23860397877280864,-207.25465028064312,-268.5852114873954,-96.60080112259458,-0.05157146846695243,-0.06856783486081341,-0.02283476902055956,-20.87913703115483,-27.7602570286694,-9.244845757311564,0.7551
25027731602,25027731602,Census Tract 7316.02; Worcester County; Massachusetts,1544,92,17,Worcester city,Massachusetts,42254,0.6243052930629018,0.24445518431667732,25027,1544,92,17,0.01139099999999999,0.00798440667,0.00293016251099999,0.8073226487782135,0.7229494207076478,0.8524001207768512,-0.23866214024018861,-0.3832226312888743,-0.17315797549234363,-4.1975190785509255,-6.74000620520986,-3.0454512181985938,-271.8600439475988,-436.52889930115674,-197.2442498833286,0.7902269740961684,0.6998721395014582,0.838895476961887,-0.26545920701297504,-0.4288324160357814,-0.1920436186180943,-4.668817957018929,-7.542177598842176,-3.3776063193439314,-302.38458270847985,-488.4830051063585,-271.8600439475988,-0.4712988784680032,-0.8021713936323165,-0.33215510114533764,-30.52453876088104,-51.95410580520185,-21.512636084542596,0.8753926962787096,0.8366412634997258,0.9155137585679752,-0.1423444635201955,-0.1952554142703096,-0.09228287466064546,-0.03837250178028612,-0.05263596873674647,-0.02487715141589003,-41.70924106552839,-57.21300949646355,-27.040381973793515,0.8638199118075165,0.8218512279760551,0.9074680907610652,-0.15764870238697193,-0.2167652319053726,-0.10196712168835737,-0.04249814122307332,-0.05843447677199563,-0.02748778183397357,-46.19363176421013,-63.515735621734386,-29.87802373257997,-0.0041256394427872,-0.00579850803524916,-0.00261063041808354,-4.484390698681743,-6.302726125270832,-2.8376417587864595,0.8366412634997258,0.7992262438392639,0.9155137585679752,-0.1952554142703096,-0.2512101644664144,-0.09228287466064546,-0.02650297674490904,-0.03409798991653641,-0.01252600799944293,-155.8998632053473,-200.5764112737436,-73.68239999672315,0.8218512279760551,-0.2167652319053726,-0.02942260997863901,0.781513905443367,-0.27956776333068817,-0.03794710614232697,0.9074680907610652,-0.10196712168835737,-0.01384049843099677,-173.07417634493538,-223.21827142545277,-81.4146966529222,-0.00291963323372997,-0.00384911622579055,-0.00131449043155383,-17.174313139588065,-22.641860151709174,-7.732296656199055,0.3527
25027731802,25027731802,Census Tract 7318.02; Worcester County; Massachusetts,2543,1173,305,Worcester city,Massachusetts,40515,0.5111241463971302,0.2654874305501752,25027,2543,1173,305,0.01139099999999999,0.00798440667,0.00293016251099999,0.8454983378583963,0.775393431133322,0.8822982247993977,-0.1827344362768925,-0.28966787678145656,-0.13340361783836002,-5.2933256115113,-8.390900052773883,-3.8643443532561577,-208.15279636300824,-329.96067844175707,-151.96006107967588,0.8314268280468353,0.7559173774198018,0.8713185216797124,-0.20275166288435997,-0.32289590088976866,-0.1476859209559987,-5.873170880041737,-9.353426627490906,-4.278064298025673,-230.9544191915744,-367.8107207035354,-208.15279636300824,-0.5798452685304376,-0.9625265747170229,-0.41371994476951546,-22.801622828566167,-37.85004226177833,-16.26897148130222,0.9009060522806832,0.8694820723350746,0.9331258746636948,-0.10999365302126256,-0.1501099698518308,-0.07166677846159501,-0.3780570537166817,-0.5159400690575561,-0.2463244957353972,-32.22992785308454,-43.98466061871749,-20.999530753230793,0.8915535938115442,0.8574063487967531,0.9266895280852908,-0.12163756272332306,-0.16630813546384,-0.0791100683593371,-0.4180781101575758,-0.5716144702496619,-0.2719076832321844,-35.64178262212922,-48.73098638104535,-23.18053565491768,-0.0400210564408941,-0.05567440119210587,-0.0255831874967872,-3.4118547690446803,-4.746325762327866,-2.1810049016868884,0.8694820723350746,0.8388422606721472,0.9331258746636948,-0.1501099698518308,-0.19211924205955053,-0.07166677846159501,-0.36555440857812926,-0.467857238109364,-0.1745260947096823,-119.85390445184566,-153.39581577356196,-57.22167039661714,0.8574063487967531,-0.16630813546384,-0.405000894752188,0.8242298376186654,-0.2132538211540161,-0.5193250957676594,0.9266895280852908,-0.0791100683593371,-0.19265232202909632,-132.78717860727474,-170.27052320251127,-63.16469574724469,-0.03944648617405871,-0.05146785765829542,-0.01812622731941401,-12.933274155429086,-16.874707428949318,-5.943025350627547,0.9041
25027731601,25027731601,Census Tract 7316.01; Worcester County; Massachusetts,3749,1722,856,Worcester city,Massachusetts,45345,0.5581773888403939,0.2511752638041865,25027,3749,1722,856,0.01139099999999999,0.00798440667,0.00293016251099999,0.8294129243127717,0.7531437931231133,0.8697432711487683,-0.2056720732059631,-0.3277676973917969,-0.14976457211239697,-8.783196886498331,-13.99727330187135,-6.3956749352552436,-234.28105858891252,-373.3601840989957,-170.59682409323136,0.8140439975288793,0.7320920511433532,0.8576896813472804,-0.22843483034775844,-0.365948446562476,-0.16592285269093476,-9.755277220689944,-15.627776811719569,-7.085712029044139,-260.2101152491316,-416.85187547931633,-234.28105858891252,-0.9720803341916132,-1.630503509848218,-0.6900370937888951,-25.929056660219075,-43.49169138032056,-18.405897407012407,0.890210196828739,0.8556753057843859,0.9257631412407468,-0.12333020174602943,-0.1686675929993254,-0.08018990544358665,-0.6222921129113459,-0.8510527943784888,-0.40461740097864657,-36.13775336302822,-49.42234578272293,-23.49694546914324,0.879917228266282,0.8424417829339026,0.9186495659004248,-0.13647053140477697,-0.18702564409540845,-0.0885543705883522,-0.688594797833021,-0.943682744251118,-0.44682231603285416,-39.98808349785256,-54.80155309239942,-25.94786968831906,-0.06630268492167513,-0.09262994987262928,-0.04220491505420759,-3.85033013482434,-5.379207309676498,-2.4509242191758185,0.8556753057843859,0.8221394667578524,0.9257631412407468,-0.1686675929993254,-0.2163386389216289,-0.08018990544358665,-1.1527843203005002,-1.4785993348763966,-0.5480701064022188,-134.6710654556659,-172.73356715845756,-64.02688158904425,0.8424417829339026,-0.18702564409540845,-1.27825521295102,0.8061949003955301,-0.24039484684086504,-1.6430151470786554,0.9186495659004248,-0.0885543705883522,-0.6052383157488971,-149.32888001764252,-191.94102185498312,-70.7054107183291,-0.12547089265051992,-0.16441581220225876,-0.05716820934667832,-14.657814561976627,-19.207454696525556,-6.6785291292848505,0.7576
25027727100,25027727100,Census Tract 7271; Worcester County; Massachusetts,3174,2134,1117,Worcester city,Massachusetts,756874,0.900198829601853,0.0886757111057662,25027,3174,2134,1117,0.01139099999999999,0.00798440667,0.00293016251099999,0.7213310289025465,0.609493949948503,0.7836958958715582,-0.3863260554885991,-0.6407053754750007,-0.276005151064224,-13.967631671276186,-23.164724634281413,-9.978975620902151,-440.0640098070632,-729.8274932035732,-314.3974675772575,0.6981489283305173,0.5800512124570486,0.7648254478175398,-0.4323591420405081,-0.7239857076827464,-0.30748787563690544,-15.631959480685396,-26.175727876783753,-11.117234598240088,-492.5002986983427,-824.6921196214164,-440.0640098070632,-1.6643278094092118,-3.0110032425023405,-1.1382589773379337,-52.43628889127952,-94.86462641784313,-35.86197156074145,0.8161869445867549,0.7616910370989108,0.8739621686284607,-0.2252095021028691,-0.31286827767955355,-0.14421428740941375,-1.4082275393501011,-1.956354952625992,-0.9017671510366512,-65.99004401828029,-91.67548981377658,-42.25712985176435,0.7997764429742769,0.7412363857072891,0.8622672612287854,-0.2503494054927583,-0.3490972910697013,-0.15973323465271863,-1.565426520563922,-2.182893770496056,-0.998806612896306,-73.35644426260178,-102.29117949840936,-46.80443359401622,-0.1571989812138208,-0.2265388178700636,-0.09703946185965497,-7.3664002443215,-10.615689684632782,-4.547303742251872,0.7616910370989108,0.7103195892908845,0.8739621686284607,-0.31286827767955355,-0.40781700952145344,-0.14421428740941375,-2.7903414680229557,-3.637149542525164,-1.2861869839422395,-249.80675631360393,-325.6176850962546,-115.146551830102,0.7412363857072891,-0.3490972910697013,-3.113452903793469,0.6864346077197248,-0.45680300607498775,-4.074035181905181,0.8622672612287854,-0.15973323465271863,-1.4245939913711172,-278.7334739295854,-364.73009685811826,-127.53751041818418,-0.3231114357705134,-0.4368856393800171,-0.13840700742887768,-28.926717615981502,-39.11241176186366,-12.390958588082157,0.0864
