geoid,GEOID,NAME,over20,over35,over55,city,state,totalCells,meanNDVI,standardDevNDVI,countyGEOID,popOver20_2023,popOver35_2023,popOver55_2023,mortalityRate,DementiaRate,StrokeRate,rr_Mortality,rr_Mortality_low,rr_Mortality_high,paf_Mortality,paf_Mortality_low,paf_Mortality_high,ls_Mortality,ls_Mortality_low,ls_Mortality_high,ls_Mortality_Rate,ls_Mortality_low_Rate,ls_Mortality_high_Rate,rr_Mortality10,rr_Mortality_low10,rr_Mortality_high10,paf_Mortality10,paf_Mortality_low10,paf_Mortality_high10,ls_Mortality10,ls_Mortality_low10,ls_Mortality_high10,ls_Mortality10_Rate,ls_Mortality_low10_Rate,ls_Mortality_high10_Rate,ls_Mortality_Change,ls_Mortality_Change_low,ls_Mortality_Change_high,ls_Mortality_Change_Rate,ls_Mortality_Change_low_Rate,ls_Mortality_Change_high_Rate,rr_Stroke,rr_Stroke_low,rr_Stroke_high,paf_Stroke,paf_Stroke_low,paf_Stroke_high,ls_Stroke,ls_Stroke_low,ls_Stroke_high,ls_Stroke_Rate,ls_Stroke_low_Rate,ls_Stroke_high_Rate,rr_Stroke10,rr_Stroke_low10,rr_Stroke_high10,paf_Stroke10,paf_Stroke_low10,paf_Stroke_high10,ls_Stroke10,ls_Stroke_low10,ls_Stroke_high10,ls_Stroke10_Rate,ls_Stroke_low10_Rate,ls_Stroke_high10_Rate,ls_Stroke_Change,ls_Stroke_Change_low,ls_Stroke_Change_high,ls_Stroke_Change_Rate,ls_Stroke_Change_low_Rate,ls_Stroke_Change_high_Rate,rr_Dementia,rr_Dementia_low,rr_Dementia_high,paf_Dementia,paf_Dementia_low,paf_Dementia_high,ls_Dementia,ls_Dementia_low,ls_Dementia_high,ls_Dementia_Rate,ls_Dementia_low_Rate,ls_Dementia_high_Rate,rr_Dementia10,paf_Dementia10,ls_Dementia10,rr_Dementia_low10,paf_Dementia_low10,ls_Dementia_low10,rr_Dementia_high10,paf_Dementia_high10,ls_Dementia_high10,ls_Dementia_10_Rate,ls_Dementia_low10_Rate,ls_Dementia_high10_Rate,ls_Dementia_Change,ls_Dementia_Change_low,ls_Dementia_Change_high,ls_Dementia_Change_Rate,ls_Dementia_Change_low_Rate,ls_Dementia_Change_high_Rate,RPL_THEMES
47157021139,47157021139,Census Tract 211.39; Shelby County; Tennessee,2952,2223,1123,Memphis city,Tennessee,26093,0.790309082954415,0.1872324097735614,47157,2952,2223,1123,0.01397799999999999,0.007511132516,0.003803074181,0.7544261114779329,0.6523777380483379,0.8103713530160889,-0.3255108549212114,-0.5328542678228316,-0.23400215997041335,-13.43157263522182,-21.9871954930125,-9.655644230980124,-454.9990730088693,-744.823695562754,-327.08821920664377,0.7334632905499764,0.6250993479370461,0.7935101533469857,-0.3633947504723312,-0.5997457097023082,-0.2602233201201655,-14.994777938845829,-24.74734080520609,-10.737609430624316,-507.9531822102245,-838.3245530218865,-454.9990730088693,-1.563205303624006,-2.760145312193586,-1.0819651996441912,-52.954109201355216,-93.50085745913232,-36.65193765732355,0.8392732866315953,0.7907039824165922,0.8902814742868795,-0.1915070048440095,-0.2646957929106996,-0.12324026600801236,-1.6190450132752348,-2.237800146767884,-1.0419020352676531,-72.83153456028946,-100.66577358380044,-46.86918737146438,0.8246957189399649,0.7723520769601552,0.8799947272279653,-0.2125684383148795,-0.2947463078442514,-0.13637044525261902,-1.7971032981991495,-2.4918542289626844,-1.1529076418077702,-80.84135394508095,-112.09420733075504,-51.862691939170944,-0.17805828492391496,-0.2540540821948003,-0.11100560654011704,-8.009819384791497,-11.428433746954578,-4.9935045677065695,0.7907039824165922,0.7444805453064561,0.8902814742868795,-0.2646957929106996,-0.34321844446366623,-0.12324026600801236,-2.232709493748493,-2.8950482021531276,-1.0395318675163436,-198.8165176979958,-257.7959218301984,-92.56739692932712,0.7723520769601552,-0.2947463078442514,-2.4861856417687505,0.7228341935871928,-0.3834431310413288,-3.2343435064623427,0.8799947272279653,-0.13637044525261902,-1.150284953282021,-221.38785768199023,-288.00921696013734,-102.42964855583446,-0.2534761480202574,-0.33929530430921506,-0.11075308576567731,-22.571339983994427,-30.21329512993901,-9.862251626507332,0.0936
47157021136,47157021136,Census Tract 211.36; Shelby County; Tennessee,3285,2669,1133,Memphis city,Tennessee,118440,0.7157097438942265,0.1960749446028155,47157,3285,2669,1133,0.01397799999999999,0.007511132516,0.003803074181,0.7777540017605356,0.6831964109833029,0.8289957020196325,-0.28575359012796475,-0.463707923407753,-0.20627887160785036,-13.12115619802655,-21.292415225897884,-9.47185753119394,-399.4263682808691,-648.1709353393571,-288.3366067334532,0.7584491689212527,0.657658040033855,0.813593568527058,-0.3184799205757014,-0.5205470611269679,-0.22911492750663576,-14.6238750034165,-23.90233940512161,-10.520437380219274,-445.1712329807154,-727.6206820432758,-399.4263682808691,-1.50271880538995,-2.609924179223725,-1.0485798490253355,-45.744864699846275,-79.44974670391858,-31.92023893532224,0.8553165964579352,0.8110268120537902,0.9015332405120564,-0.1691577179037942,-0.23300485894870313,-0.10922144083341416,-1.7170193437535823,-2.365093682754895,-1.1086418579509765,-64.33193494768011,-88.61347631153598,-41.537724164517655,0.8420533132347908,0.7942161850591596,0.8922363625844916,-0.18757326202832564,-0.25910302359994336,-0.12077924856520696,-1.903944574712015,-2.6300006234369104,-1.2259582872146972,-71.3355029865873,-98.53880192719784,-45.933244181891986,-0.1869252309584326,-0.26490694068201526,-0.117316429263721,-7.003568038907178,-9.925325615661867,-4.395520017374334,0.8110268120537902,0.7686023759468595,0.9015332405120564,-0.23300485894870313,-0.30106285290632395,-0.10922144083341416,-1.982897711969532,-2.562078940673062,-0.9294868188747616,-175.01303724355978,-226.1322983824415,-82.03767156882273,0.7942161850591596,-0.25910302359994336,-2.2049960459143247,0.7486380470364391,-0.3357589878828669,-2.8573469748659432,0.8922363625844916,-0.12077924856520696,-1.027845070329943,-194.615714555545,-252.19302514262515,-90.71889411561725,-0.2220983339447926,-0.29526803419288106,-0.09835825145518184,-19.602677311985225,-26.06072676018368,-8.681222546794514,0.0813
47157020833,47157020833,Census Tract 208.33; Shelby County; Tennessee,3053,2479,874,Memphis city,Tennessee,282619,0.7884208092014201,0.200543522685744,47157,3053,2479,874,0.01397799999999999,0.007511132516,0.003803074181,0.7550078707081073,0.6531404066534551,0.8108375747710378,-0.32448950374797997,-0.5310643619857722,-0.23329262371983364,-13.847535707187422,-22.66308349105874,-9.955723990668362,-453.5714283389264,-742.3217651837124,-326.09642943558345,0.7340854681616114,0.6259032512970099,0.7940123411014778,-0.36223919880109473,-0.5976910136315461,-0.25942626863049756,-15.458497677129715,-25.506364790017965,-11.07097294904589,-506.3379520841702,-835.452498854175,-453.5714283389264,-1.6109619699422932,-2.8432812989592264,-1.1152489583775278,-52.7665237452438,-93.1307336704627,-36.52960885612604,0.8396756419918193,0.7912120615402446,0.890564541554156,-0.190936059104764,-0.2638836648335593,-0.12288324241482182,-1.8001109675793774,-2.487847929087578,-1.1585212004468195,-72.6143996603218,-100.3569152516167,-46.73340865053729,0.8251306327769931,0.7728980100000724,0.8803025083471808,-0.2119293118890529,-0.29383176960166624,-0.13597313482334406,-1.9980315948267944,-2.7701932969769714,-1.281930361605247,-80.59828942423535,-111.74640165296375,-51.71159183562918,-0.19792062724741677,-0.28234536788939346,-0.12340916115842782,-7.983889763913544,-11.389486401347057,-4.9781831850918845,0.7912120615402446,0.7450816815803756,0.890564541554156,-0.2638836648335593,-0.34213472793871813,-0.12288324241482182,-1.732324963275646,-2.246022050609281,-0.8066952857340202,-198.2065175372593,-256.98192798733197,-92.29923177734784,0.7728980100000724,-0.29383176960166624,-1.9289261796688943,0.7234762430466407,-0.3822153935406176,-2.509140791250797,0.8803025083471808,-0.13597313482334406,-0.8926268927555384,-220.70093588888955,-287.0870470538669,-102.13122342740714,-0.19660121639324848,-0.26311874064151564,-0.08593160702151825,-22.49441835163026,-30.10511906653497,-9.831991650059296,0.1624
47157020837,47157020837,Census Tract 208.37; Shelby County; Tennessee,4501,3234,1219,Memphis city,Tennessee,800519,0.8469351828379376,0.15253528786311804,47157,4501,3234,1219,0.01397799999999999,0.007511132516,0.003803074181,0.7371868881141219,0.6299157744436007,0.7965140284918465,-0.35650812042819824,-0.5875138241827514,-0.25547066872562496,-22.42970055356144,-36.96341932315367,-16.07293150251798,-498.3270507345355,-821.2268234426499,-357.0969007446786,0.7150482733811719,0.6014655156008637,0.7785970825735118,-0.3985069780973073,-0.6626057089923112,-0.28436134989702366,-25.072057759838568,-41.68782360392566,-17.890588072821547,-557.033053984416,-926.1902600294524,-498.3270507345355,-2.6423572062771257,-4.724404280771985,-1.8176565703035656,-58.706003249880595,-104.9634365868026,-40.38339414138115,0.8272965075785568,0.7756182186238992,0.8818344485055754,-0.20875646257341895,-0.2892941088647951,-0.13399969993764374,-2.5675253560151754,-3.5580692961538674,-1.6480813242719372,-79.39163129298626,-110.02069561391056,-50.961079909460025,0.8117593695231559,0.7561584364086478,0.8708147295772118,-0.23189215615388653,-0.32247416923557787,-0.1483498912397919,-2.8520745343475906,-3.9661555669496167,-1.8245763634086332,-88.19030718452662,-122.63931870592506,-56.418564112821066,-0.2845491783324152,-0.4080862707957494,-0.17649503913669595,-8.79867589154036,-12.618623092014513,-5.457484203361037,0.7756182186238992,0.7266771016890219,0.8818344485055754,-0.2892941088647951,-0.37612702763812333,-0.13399969993764374,-2.6487972667057784,-3.4438455959283103,-1.2269107045664367,-217.29263877816064,-282.5139947439139,-100.64895033358792,0.7561584364086478,-0.32247416923557787,-2.952596239882716,0.7038427198888285,-0.42077195905066594,-3.852617737061256,0.8708147295772118,-0.1483498912397919,-1.3583020683484064,-242.2146218115436,-316.0473943446478,-111.42756918362646,-0.3037989731769377,-0.4087721411329457,-0.1313913637819697,-24.921983033382915,-33.53339960073386,-10.77861885003853,0.466
47157021126,47157021126,Census Tract 211.26; Shelby County; Tennessee,2699,1316,656,Memphis city,Tennessee,23348,0.6002819058806832,0.23276691144201575,47157,2699,1316,656,0.01397799999999999,0.007511132516,0.003803074181,0.8152788702324403,0.7337760183907261,0.858660292554653,-0.226574165616355,-0.3628136855618973,-0.16460491846529726,-8.54787790117362,-13.687734771620557,-6.20998753828109,-316.70536869854095,-507.14096967841994,-230.0847550307925,0.7987976994717678,0.7114098355830032,0.8456750506122507,-0.251881422118872,-0.4056595087422372,-0.18248729139640735,-9.502635201101125,-15.30416294702408,-6.884629062316112,-352.0798518377593,-567.0308613198991,-316.70536869854095,-0.9547572999275022,-1.6164281754035237,-0.6746415240350219,-35.37448313921831,-59.8898916414792,-24.995980883105663,0.8807469543661117,0.843506607576731,0.9192240325909794,-0.1353998955576482,-0.18552716839154493,-0.08787408133938869,-0.6776555745274913,-0.9285348365228436,-0.4397962112959347,-51.493584690538846,-70.55735839839238,-33.419164992092306,0.8696335075781205,0.8292726415713686,0.911514343862548,-0.14990969332005466,-0.2058760290284318,-0.09707544015434076,-0.7502748723376205,-1.0303777425980436,-0.48584759167920216,-57.011768414712805,-78.29618104848356,-36.9185100060184,-0.07261929781012921,-0.10184290607519986,-0.04605138038326745,-5.518183724173952,-7.7388226500911745,-3.499345013926098,0.843506607576731,0.8074755047993885,0.9192240325909794,-0.18552716839154493,-0.2384276601039965,-0.08787408133938869,-0.9141485605022842,-1.174805308341726,-0.4329822184982138,-139.35191471071406,-179.0861750520924,-66.00338696619113,0.8292726415713686,-0.2058760290284318,-1.0144135611506715,0.7903915567499368,-0.2651957013710597,-1.3066995565205646,0.911514343862548,-0.09707544015434076,-0.4783201007516723,-154.63621359004142,-199.1920055671592,-72.9146495048281,-0.1002650006483875,-0.13189424817883855,-0.045337882253458577,-15.284298879327364,-20.105830515066852,-6.911262538636979,0.4532
47157021121,47157021121,Census Tract 211.21; Shelby County; Tennessee,3354,1621,593,Memphis city,Tennessee,59288,0.6390602516480149,0.24891115970502636,47157,3354,1621,593,0.01397799999999999,0.007511132516,0.003803074181,0.8024745431692233,0.7163791543561255,0.8485778227201434,-0.24614544911379596,-0.3959088478764992,-0.17844229866209324,-11.539843128188194,-18.561082538821783,-8.365769675643572,-344.062108771264,-553.4013875617705,-249.42664506987393,0.7850085566818427,0.6928787370675071,0.8347584907776059,-0.2738714648244166,-0.443253987317221,-0.1979512769836771,-12.83970007464884,-20.780727403251262,-9.280393733219467,-382.8175335315695,-619.5804234720114,-344.062108771264,-1.2998569464606469,-2.2196448644294797,-0.914624057575896,-38.75542476030551,-66.1790359102409,-27.26964989790984,0.8721203047461705,0.8324523561149452,0.9132423675926308,-0.1466307968727419,-0.20126994975063753,-0.09499957019741444,-0.9039470801141382,-1.2407856144279714,-0.5856517588633159,-55.76477977261802,-76.5444549307817,-36.1290412623884,0.8602685332798901,0.8173260207429373,0.9049918255811044,-0.16242773194012436,-0.22350197426849913,-0.1049823564515513,-1.001331760777819,-1.3778412267314928,-0.6471934723252037,-61.77247136198759,-84.99945877430554,-39.92556892814335,-0.09738468066368078,-0.13705561230352137,-0.06154171346188786,-6.007691589369573,-8.455003843523835,-3.796527665754957,0.8324523561149452,0.7942014497723207,0.9132423675926308,-0.20126994975063753,-0.259126384479249,-0.09499957019741444,-0.8964768015909598,-1.1541752390438538,-0.4231377359044837,-151.17652640656993,-194.6332612215605,-71.35543607158242,0.8173260207429373,-0.22350197426849913,-0.9955004971667633,0.7761108288448917,-0.28847577283302317,-1.2849003961407792,0.9049918255811044,-0.1049823564515513,-0.4676020799516827,-167.8752946318319,-216.67797574043496,-78.85363911495492,-0.09902369557580336,-0.13072515709692545,-0.04446434404719895,-16.69876822526195,-22.044714518874443,-7.498203043372505,0.5915
47157021351,47157021351,Census Tract 213.51; Shelby County; Tennessee,2280,1814,829,Memphis city,Tennessee,0,NA,NA,47157,2280,1814,829,0.01397799999999999,0.007511132516,0.003803074181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2769
47157021021,47157021021,Census Tract 210.21; Shelby County; Tennessee,3132,1922,1037,Memphis city,Tennessee,204530,0.7709583321008779,0.19285564243364445,47157,3132,1922,1037,0.01397799999999999,0.007511132516,0.003803074181,0.760409196944919,0.6602358384742733,0.8151618548826968,-0.3150814114527812,-0.5146102979063988,-0.22675023863070945,-13.793979359806803,-22.52917363463283,-9.926920465036735,-440.4207969286975,-719.3222744135642,-316.95148355800563,0.7398643422154841,0.6333867940221072,0.7986715855526542,-0.3515991283017554,-0.5788140981750511,-0.25207909995700334,-15.392691991438864,-25.339957970158984,-11.035795116611244,-491.4652615401936,-809.0663464290864,-440.4207969286975,-1.5987126316320597,-2.8107843355261544,-1.1088746515745065,-51.04446461149615,-89.74407201552216,-35.40468236189356,0.8434057173528223,0.7959261997619506,0.893186574383796,-0.1856689840076926,-0.2563978925421538,-0.11958691350672612,-1.357149030879527,-1.8741425943749448,-0.8741215698406735,-70.61129192921577,-97.51002051898774,-45.47979031429102,0.8291635357250089,0.777965039309869,0.8831539285501157,-0.206034704752922,-0.28540480544870966,-0.13230544265563302,-1.5060124413207994,-2.086168873025277,-0.9670877677272136,-78.35652660357957,-108.54156467353158,-50.3167412969414,-0.14886341044127227,-0.21202627865033263,-0.09296619788654026,-7.745234674363802,-11.03154415454384,-4.836950982650378,0.7959261997619506,0.7506639527403919,0.893186574383796,-0.2563978925421538,-0.3321540169197894,-0.11958691350672612,-1.9970945739724133,-2.5871623917680755,-0.9314677812460028,-192.5838547707245,-249.4852836806245,-89.82331545284501,0.777965039309869,-0.28540480544870966,-2.22303070706231,0.7294409113555343,-0.3709129614648024,-2.889057532466305,0.8831539285501157,-0.13230544265563302,-1.0305329697323549,-214.3713314428457,-278.59764054641323,-99.37637123744985,-0.2259361330898968,-0.30189514069822954,-0.09906518848635217,-21.78747667212119,-29.112356865788772,-9.553055784604837,0.2315
47157021135,47157021135,Census Tract 211.35; Shelby County; Tennessee,3705,2100,681,Memphis city,Tennessee,100553,0.6884344870380993,0.20274842170329496,47157,3705,2100,681,0.01397799999999999,0.007511132516,0.003803074181,0.7864621407122878,0.6948243393702891,0.8359115429881178,-0.2715170231771283,-0.4392126805838263,-0.1962988289709677,-14.061456639638475,-22.74616151628868,-10.166019941174673,-379.52649499698987,-613.9314849200723,-274.3865031356187,0.7677955720764285,0.6699810598224538,0.8210627597037876,-0.3024300170103837,-0.4925795070460675,-0.21793369408297977,-15.662393911642084,-25.509948874860196,-11.286456936679455,-422.7366777771143,-688.5276349489932,-379.52649499698987,-1.600937272003609,-2.7637873585715163,-1.120436995504786,-43.2101827801244,-74.59615002892082,-30.24121445357047,0.861258660390722,0.8185870142791573,0.9056825557443268,-0.16109137241805627,-0.22161722890338537,-0.10413962779503833,-1.2865491223724272,-1.7699361987451867,-0.8317065323411463,-61.26424392249654,-84.28267613072317,-39.60507296862602,0.84849045705835,0.802363817485102,0.8967545795606549,-0.17856363814263945,-0.24631741637398505,-0.1151323035226962,-1.4260905999599678,-1.967203153739311,-0.9194990509450648,-67.9090761885699,-93.67634065425293,-43.78566909262213,-0.13954147758754054,-0.1972669549941246,-0.08779251860391846,-6.644832266073359,-9.393664523529743,-4.180596123996117,0.8185870142791573,0.7776156800012074,0.9056825557443268,-0.22161722890338537,-0.28598229912036666,-0.10413962779503833,-1.1335901307771044,-1.462822694173852,-0.5326826568286412,-166.45963741220328,-214.80509459234244,-78.22065445354498,0.802363817485102,-0.24631741637398505,-1.2599335964163338,0.7583007929575927,-0.31873790623337006,-1.6303702857336242,0.8967545795606549,-0.1151323035226962,-0.5889110862579187,-185.012275538375,-239.4082651591225,-86.4773988631305,-0.1263434656392295,-0.16754759155977217,-0.05622842942927741,-18.55263812617173,-24.60317056678005,-8.256744409585524,0.4838
47157021023,47157021023,Census Tract 210.23; Shelby County; Tennessee,5101,3562,1589,Memphis city,Tennessee,709562,0.850315975979113,0.13282498360671788,47157,5101,3562,1589,0.01397799999999999,0.007511132516,0.003803074181,0.7361701929243945,0.6285994438905772,0.7956942301489802,-0.35838153950183255,-0.5908381875280087,-0.25676417159989584,-25.553240968857896,-42.12781328104444,-18.30774196176968,-500.94571591566154,-825.8736185266505,-358.9049590623344,0.7139635693535287,0.6000830940759838,0.7777156345522063,-0.40063168896064016,-0.6664358817503662,-0.2858170204791894,-28.565751746036614,-47.51806329179886,-20.379261742828614,-560.0029748291828,-931.544075510662,-500.94571591566154,-3.0125107771787185,-5.390250010754421,-2.071519781058935,-59.057258913521245,-105.6704569840114,-40.61007216347648,0.8265868794623636,0.7747267011504796,0.8813326719155019,-0.20979418479329037,-0.29077776526223575,-0.1346453295854614,-2.8419874628352697,-3.939035603683523,-1.8239797208308623,-79.78628475113054,-110.58494114776876,-51.206617653870374,0.8109934714318318,0.7552024265384932,0.870269688255914,-0.23305554881283064,-0.32414828774259674,-0.14906909144919814,-3.157098699007604,-4.391091062755912,-2.019371935462792,-88.63275404288613,-123.27599839292284,-56.692081287557336,-0.3151112361723345,-0.4520554590723891,-0.19539221463192957,-8.8464692917556,-12.691057245154102,-5.485463633686962,0.7747267011504796,0.7256277389010325,0.8813326719155019,-0.29077776526223575,-0.37811710659587783,-0.1346453295854614,-3.47048775054209,-4.512899346096728,-1.6070175330380878,-218.40703275909945,-284.0087694208136,-101.1338913176896,0.7552024265384932,-0.32414828774259674,-3.868771262325868,0.7027247731328466,-0.4230322285947858,-5.048969841620129,0.870269688255914,-0.14906909144919814,-1.7791678651643783,-243.47207440691423,-317.7451127514241,-111.96776999146498,-0.39828351178377774,-0.5360704955234006,-0.17215033212629072,-25.065041647814834,-33.73634333061048,-10.833878673775375,0.3258
47157980402,47157980402,Census Tract 9804.02; Shelby County; Tennessee,0,0,0,Memphis city,Tennessee,0,NA,NA,47157,0,0,0,0.01397799999999999,0.007511132516,0.003803074181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-999
