geoid,GEOID,NAME,over20,over35,over55,city,state,totalCells,meanNDVI,standardDevNDVI,countyGEOID,popOver20_2023,popOver35_2023,popOver55_2023,mortalityRate,DementiaRate,StrokeRate,rr_Mortality,rr_Mortality_low,rr_Mortality_high,paf_Mortality,paf_Mortality_low,paf_Mortality_high,ls_Mortality,ls_Mortality_low,ls_Mortality_high,ls_Mortality_Rate,ls_Mortality_low_Rate,ls_Mortality_high_Rate,rr_Mortality10,rr_Mortality_low10,rr_Mortality_high10,paf_Mortality10,paf_Mortality_low10,paf_Mortality_high10,ls_Mortality10,ls_Mortality_low10,ls_Mortality_high10,ls_Mortality10_Rate,ls_Mortality_low10_Rate,ls_Mortality_high10_Rate,ls_Mortality_Change,ls_Mortality_Change_low,ls_Mortality_Change_high,ls_Mortality_Change_Rate,ls_Mortality_Change_low_Rate,ls_Mortality_Change_high_Rate,rr_Stroke,rr_Stroke_low,rr_Stroke_high,paf_Stroke,paf_Stroke_low,paf_Stroke_high,ls_Stroke,ls_Stroke_low,ls_Stroke_high,ls_Stroke_Rate,ls_Stroke_low_Rate,ls_Stroke_high_Rate,rr_Stroke10,rr_Stroke_low10,rr_Stroke_high10,paf_Stroke10,paf_Stroke_low10,paf_Stroke_high10,ls_Stroke10,ls_Stroke_low10,ls_Stroke_high10,ls_Stroke10_Rate,ls_Stroke_low10_Rate,ls_Stroke_high10_Rate,ls_Stroke_Change,ls_Stroke_Change_low,ls_Stroke_Change_high,ls_Stroke_Change_Rate,ls_Stroke_Change_low_Rate,ls_Stroke_Change_high_Rate,rr_Dementia,rr_Dementia_low,rr_Dementia_high,paf_Dementia,paf_Dementia_low,paf_Dementia_high,ls_Dementia,ls_Dementia_low,ls_Dementia_high,ls_Dementia_Rate,ls_Dementia_low_Rate,ls_Dementia_high_Rate,rr_Dementia10,paf_Dementia10,ls_Dementia10,rr_Dementia_low10,paf_Dementia_low10,ls_Dementia_low10,rr_Dementia_high10,paf_Dementia_high10,ls_Dementia_high10,ls_Dementia_10_Rate,ls_Dementia_low10_Rate,ls_Dementia_high10_Rate,ls_Dementia_Change,ls_Dementia_Change_low,ls_Dementia_Change_high,ls_Dementia_Change_Rate,ls_Dementia_Change_low_Rate,ls_Dementia_Change_high_Rate,RPL_THEMES
06053010501,06053010501,Census Tract 105.01; Monterey County; California,4083,2981,1261,Salinas city,California,855097,0.7934508427478665,0.1543148628820513,06053,4083,2981,1261,0.009191,0.009493868073,0.003212018401,0.7534591583088054,0.6511107629038678,0.8095962349250156,-0.32721195166646283,-0.5358369988235678,-0.2351836098800774,-12.279234810030454,-20.1082762868132,-8.82570075597901,-300.74050477664593,-492.4877856187411,-216.1572558407791,0.7324292633716254,0.6237640797720084,0.7926753038497296,-0.3653195605493067,-0.6031702248156214,-0.2615505934691939,-13.70929344675843,-22.635080360632777,-9.815170673181198,-335.7652081008677,-554.3737536280375,-300.74050477664593,-1.430058636727976,-2.526804073819573,-0.9894699172021876,-35.0247033242218,-61.88596800929642,-24.233894616756984,0.8386042643600043,0.7898593498607719,0.8898106988571401,-0.1924575661002245,-0.2660481896887965,-0.12383454288017146,-1.8427863635459985,-2.547418560563629,-1.1857190734538028,-61.81772437255948,-85.45516808331529,-39.775883041053426,0.8239726057448281,0.7714445935570728,0.8794828713172914,-0.2136325807774305,-0.29626937352568045,-0.13703180881987817,-2.0455376977009827,-2.8367872073427565,-1.312083249217705,-68.61917805102256,-95.1622679417228,-44.01486914517629,-0.20275133415498447,-0.28936864677912766,-0.12636417576390224,-6.801453678463083,-9.707099858407505,-4.238986104122853,0.7898593498607719,0.7434814334845806,0.8898106988571401,-0.2660481896887965,-0.3450235002011512,-0.12383454288017146,-3.185067108011016,-4.130541174765961,-1.482518373173592,-252.58264139659124,-327.56075929944177,-117.5668812984609,0.7714445935570728,-0.29626937352568045,-3.546868098713516,0.7217671971634539,-0.3854882903102293,-4.614976239555359,0.8794828713172914,-0.13703180881987817,-1.6405129744877467,-281.2742346323169,-365.97749718916407,-130.0961914740481,-0.36180099070250016,-0.48443506478939824,-0.15799460131415466,-28.69159323572563,-38.416737889722306,-12.529310175587204,0.6178
06053010606,06053010606,Census Tract 106.06; Monterey County; California,4520,2964,1068,Salinas city,California,4004265,0.8051124676720779,0.16823441650282253,06053,4520,2964,1068,0.009191,0.009493868073,0.003212018401,0.7498808341207944,0.6464294672917668,0.8067256191904557,-0.3335452174510639,-0.5469591820891555,-0.23957883103240724,-13.856575703039132,-22.722500328468055,-9.952900042805224,-306.56140935927283,-502.7101842581428,-220.19690360188548,0.7286038792235171,0.6188327079348518,0.7895841721380354,-0.3724878888453262,-0.6159456136977103,-0.26648941973114876,-15.474383562425816,-25.588425732440363,-11.070855240505429,-342.3536186377393,-566.1156135495656,-306.56140935927283,-1.6178078593866854,-2.8659254039723088,-1.1179551977002031,-35.792209278466494,-63.40542929142275,-24.733522073013344,0.8361256390251434,0.7867321139209426,0.8880654443742368,-0.19599250797514264,-0.2710806922780432,-0.12604313830118263,-1.8659314907082176,-2.580802733075576,-1.1999839349660049,-62.95315420742973,-87.07161717528933,-40.48528795431865,0.8212940848828598,0.7680854990277138,0.8775855600239666,-0.21759065163927097,-0.30193839262146815,-0.13949003442204577,-2.0715549444825245,-2.8745810789750887,-1.3280040678956928,-69.89051769509192,-96.98316730685184,-44.80445573197344,-0.20562345377430713,-0.2937783458995127,-0.12802013292968795,-6.937363487662184,-9.911550131562503,-4.31916777765479,0.7867321139209426,0.7397846281601643,0.8880654443742368,-0.2710806922780432,-0.35174476723987663,-0.12604313830118263,-2.748609424039769,-3.5664988678004375,-1.278008237542927,-257.36043296252524,-333.9418415543481,-119.66369265383211,0.7680854990277138,-0.30193839262146815,-3.061489567790984,0.7178204606634072,-0.3931060129935603,-3.985879196636229,0.8775855600239666,-0.13949003442204577,-1.4143523832336082,-286.65632657218947,-373.2096626063885,-132.42999843011313,-0.31288014375121476,-0.4193803288357918,-0.13634414569068132,-29.295893609664304,-39.26782105204043,-12.76630577628102,0.9185
06053000104,06053000104,Census Tract 1.04; Monterey County; California,2198,1630,703,Salinas city,California,89062,0.6685393353306062,0.24351202710648037,06053,2198,1630,703,0.009191,0.009493868073,0.003212018401,0.7928754778769439,0.7034306336739548,0.8409924673890342,-0.2612320949535058,-0.4216042806908909,-0.18907129228472697,-5.277363238009443,-8.51717294653829,-3.8195838357608576,-240.0984184717672,-387.4964943829977,-173.7754247388925,0.7746856026431652,0.6791151284298044,0.8265541609661039,-0.2908462434154967,-0.4725043783255424,-0.2098420735444207,-5.875622875463563,-9.545447455135752,-4.239191378487001,-267.316782323183,-434.2787741190061,-240.0984184717672,-0.5982596374541203,-1.0282745085974625,-0.4196075427261432,-27.218363851415845,-46.782279736008306,-19.090425055784493,0.8656189491200316,0.8241460000331006,0.9087211947926206,-0.155242732401569,-0.21337724136237576,-0.10044753630755818,-0.8127872963454345,-1.117155749745228,-0.5259021159766377,-49.86425130953585,-68.53716256105693,-32.263933495499245,0.8532168633115254,0.808359544767436,0.9000646876476542,-0.17203496906844584,-0.23707328808457223,-0.11103125555734183,-0.9007045626092017,-1.2412185348525488,-0.5813141305761944,-55.2579486263314,-76.14837637132202,-35.663443593631555,-0.08791726626376728,-0.12406278510732084,-0.05541201459955669,-5.393697316795539,-7.611213810265081,-3.3995100981323128,0.8241460000331006,0.7842567728864018,0.9087211947926206,-0.21337724136237576,-0.2750925902999478,-0.10044753630755818,-1.4241200916303771,-1.8360200103977835,-0.6704058675471699,-202.57753792750745,-261.1692760167544,-95.36356579618348,0.808359544767436,-0.23707328808457223,-1.582271992057198,0.7654275783119937,-0.3064593285302204,-2.0453675576686723,0.9000646876476542,-0.11103125555734183,-0.741043612845389,-225.07425207072515,-290.94844348060775,-105.41160922409516,-0.1581519004268208,-0.2093475472708888,-0.07063774529821909,-22.496714143217755,-29.779167463853312,-10.048043427911676,0.6452
06053010604,06053010604,Census Tract 106.04; Monterey County; California,3713,2159,520,Salinas city,California,53472,0.5430285498673483,0.2366478460531041,06053,3713,2159,520,0.009191,0.009493868073,0.003212018401,0.8345579543072895,0.7602365046239011,0.8737657278281199,-0.19823913347040448,-0.3153801401508771,-0.14447153069925842,-6.765144946572447,-10.76272037735448,-4.93026189493301,-182.20158757264875,-289.8658868126712,-132.78378386568838,0.8196003796653434,0.7396795151722653,0.8620540702800841,-0.22010680425540655,-0.35193685844755107,-0.16002004337743786,-7.511405081565182,-12.010261635826224,-5.460873283966382,-202.30016379114417,-323.4651665991442,-182.20158757264875,-0.7462601349927347,-1.2475412584717436,-0.5306113890333721,-20.098576218495413,-33.59927978647303,-14.290638002514736,0.893639804996832,0.8600963091465332,0.9281272175458294,-0.11901908846097674,-0.16266049437218502,-0.07743850314423266,-0.8253673532647059,-1.1280094937436658,-0.5370164837205257,-38.22915022069041,-52.24685010392153,-24.87338970451717,0.8836468947657974,0.8472309108316226,0.9212303969185192,-0.13167375557296668,-0.18031576423294415,-0.08550478072039545,-0.9131242772651248,-1.2504443362935371,-0.592954083813294,-42.29385258291453,-57.917755270659434,-27.464292904738024,-0.08775692400041879,-0.12243484254987136,-0.05593760009276827,-4.064702362224122,-5.670905166737905,-2.5909032002208554,0.8600963091465332,0.827480324885531,0.9281272175458294,-0.16266049437218502,-0.20848794820388555,-0.07743850314423266,-0.8030241826144114,-1.029265679030236,-0.3822992849634091,-154.42772742584836,-197.93570750581463,-73.51909326219405,0.8472309108316226,-0.18031576423294415,-0.8901849200970667,0.811957773342338,-0.2315911403663347,-1.1433217814270755,0.9212303969185192,-0.08550478072039545,-0.42212097604051874,-171.18940771097436,-219.86957335136063,-81.17711077702283,-0.08716073748265529,-0.1140561023968394,-0.03982169107710964,-16.76168028512602,-21.93386584554604,-7.658017514828778,0.7184
06053001801,06053001801,Census Tract 18.01; Monterey County; California,2902,2094,624,Salinas city,California,96738,0.5537597216276726,0.28455508555783204,06053,2902,2094,624,0.009191,0.009493868073,0.003212018401,0.8309100203930518,0.7552052898045813,0.8709143736184097,-0.2034997478150067,-0.3241432674005267,-0.1482185049320922,-5.427802660650744,-8.645640636508254,-3.953325761167154,-187.0366182167727,-297.9200770678241,-136.22762788308594,0.8156604338876804,0.7342966140702184,0.8589601264856378,-0.22600037767395725,-0.36184748892819113,-0.1641983942740332,-6.027945805426292,-9.651298265684591,-4.379545876024199,-207.7169471201341,-332.5740270739005,-187.0366182167727,-0.6001431447755481,-1.005657629176337,-0.42622011485704503,-20.680328903361406,-34.6539500060764,-14.687116294177985,0.8912089689915728,0.8569621955381083,0.926451924716718,-0.12207129280972932,-0.1669126190240804,-0.07938682334301478,-0.8210474299188578,-1.122648689273356,-0.5339531168626215,-39.20952387387096,-53.61264036644489,-25.499193737469987,0.8810032355175572,0.8438355736579515,0.9194014338040838,-0.13506961119448843,-0.1850649951448358,-0.08766417283300762,-0.9084736843430504,-1.244740963532278,-0.5896262925034477,-43.38460765726125,-59.44321697861882,-28.15789362480648,-0.08742625442419272,-0.1220922742589221,-0.05567317564082619,-4.175083783390292,-5.830576612173931,-2.658699887336494,0.8569621955381083,0.8236933842159598,0.926451924716718,-0.1669126190240804,-0.2140439867097625,-0.07938682334301478,-0.988819344073722,-1.2680337519042646,-0.4703013291931587,-158.4646384733529,-203.21053716414497,-75.3688027553139,0.8438355736579515,-0.1850649951448358,-1.0963571728733248,0.8078712175849745,-0.23782105146581337,-1.4088932130615106,0.9194014338040838,-0.08766417283300762,-0.5193377851616728,-175.69826488354562,-225.7841687598575,-83.2272091605245,-0.10753782879960272,-0.140859461157246,-0.04903645596851408,-17.233626410192745,-22.573631595712506,-7.85840640521059,0.7194
06053000701,06053000701,Census Tract 7.01; Monterey County; California,3004,1723,377,Salinas city,California,46152,0.45514168300530145,0.21276723056085609,06053,3004,1723,377,0.009191,0.009493868073,0.003212018401,0.8650431245035568,0.8027231852919564,0.897472013270632,-0.15601173129246493,-0.245759457709313,-0.11424087349055952,-4.307447082216371,-6.785360628122112,-3.154163556228205,-143.39038223090452,-225.8775175806296,-104.99878682517328,0.8525925520922881,0.785276114252432,0.8878160784537781,-0.17289319211852075,-0.2734374341081048,-0.12635941640255222,-4.773540231599018,-7.549543024490323,-3.4887536660521956,-158.90613287613243,-251.31634568875907,-143.39038223090452,-0.46609314938264657,-0.7641823963682111,-0.33459010982399073,-15.515750645227916,-25.43882810812953,-11.138152790412477,0.9137991758535092,0.8861994283159108,0.9419621406086944,-0.09433235050357454,-0.12841417862382298,-0.06161379198722543,-0.5220642542154296,-0.7106835781791819,-0.3409896837244247,-30.299724562706302,-41.24687046890203,-19.79046336183544,0.9055987997332444,0.8755573781333016,0.9363469339836424,-0.10424174622864178,-0.14212960221066437,-0.06798021513836605,-0.5769058993278003,-0.7865889526121209,-0.3762234284225824,-33.48264070387698,-45.65228976274643,-21.83537019283705,-0.05484164511237077,-0.07590537443293899,-0.03523374469815771,-3.182916141170678,-4.405419293844399,-2.044906831001608,0.8861994283159108,0.8591573255382285,0.9419621406086944,-0.12841417862382298,-0.16393118032665208,-0.06161379198722543,-0.4596185210000765,-0.5867405566502977,-0.22052736115170143,-121.9147270557232,-155.63409990724077,-58.49532126039826,0.8755573781333016,-0.14212960221066437,-0.5087086041313182,0.8462135343600183,-0.18173482152621043,-0.6504631402796959,0.9363469339836424,-0.06798021513836605,-0.24331398817487235,-134.93596926560167,-172.5366419840042,-64.53951940978047,-0.0490900831312418,-0.0637225836293982,-0.02278662702317088,-13.021242209878462,-16.902542076763446,-6.044198149382198,0.9421
06053010505,06053010505,Census Tract 105.05; Monterey County; California,3481,2222,698,Salinas city,California,47559,0.612466210506573,0.2638815635334183,06053,3481,2222,698,0.009191,0.009493868073,0.003212018401,0.8112338421642271,0.7282648174696063,0.8554795018690086,-0.2326901911934276,-0.3731268846331911,-0.1689350800518894,-7.444659960007859,-11.937773413586198,-5.404887158554822,-213.86555472587932,-342.9409196663659,-155.26823207569151,0.7944392006692562,0.7055345120363495,0.8422297320985898,-0.25874956718849473,-0.4173651082124235,-0.1873245052846721,-8.278400273934533,-13.35312543204932,-5.993236057216617,-237.8167272029455,-383.6002709580385,-213.86555472587932,-0.8337403139266746,-1.4153520184631212,-0.5883488986617946,-23.951172477066205,-40.65935129167254,-16.901720731450578,0.8780272740809114,0.8400175955260912,0.9173403614381817,-0.13891678484220826,-0.19045125402845167,-0.09010792726074623,-0.9914636639867084,-1.359270575865931,-0.643109728012095,-44.62032691209309,-61.17329324329122,-28.94283204374865,0.8666800649940793,0.8255002734731144,0.9094598947824716,-0.15382831611204928,-0.21138663684836304,-0.0995537084559227,-1.097888826685672,-1.5086885989015968,-0.7105252591419293,-49.40993819467472,-67.89777672824468,-31.976834344821302,-0.10642516269896374,-0.14941802303566587,-0.06741553112983434,-4.789611282581626,-6.724483484953459,-3.034002301072652,0.8400175955260912,0.8032810162176438,0.9173403614381817,-0.19045125402845167,-0.24489435180310107,-0.09010792726074623,-1.2620671178983038,-1.6228462781533606,-0.5971199960740136,-180.811908008353,-232.4994667841491,-85.54727737450051,0.8255002734731144,-0.21138663684836304,-1.4008000361581965,0.7858764123127179,-0.2724647086138495,-1.8055473106935351,0.9094598947824716,-0.0995537084559227,-0.6597145424323873,-200.68768426335188,-258.6743998128274,-94.51497742584344,-0.13873291825989242,-0.18270103254017456,-0.06259454635837369,-19.875776254998915,-26.174933028678304,-8.967700051342936,0.9074
06053010607,06053010607,Census Tract 106.07; Monterey County; California,2369,1415,442,Salinas city,California,42986,0.5309674049978638,0.2409939680346975,06053,2369,1415,442,0.009191,0.009493868073,0.003212018401,0.8386771159964447,0.765931283311825,0.8769816099677923,-0.1923539833466008,-0.3056001521129686,-0.14027476589472115,-4.188215416963562,-6.653978494428527,-3.054269669438627,-176.79254609386078,-280.8770998070294,-128.9265373338382,0.8240513446895152,0.7457766622904065,0.8655447671356523,-0.21351661694912763,-0.34088400799353324,-0.1553417431074079,-4.6489995752928746,-7.422230789483027,-3.38233018137254,-196.24312263794317,-313.30649174685635,-176.79254609386078,-0.46078415832931263,-0.7682522950545003,-0.3280605119339133,-19.450576544082423,-32.42939193982694,-13.848058756180384,0.8963798225519406,0.8636325338335218,0.9300137547522516,-0.11559851621052654,-0.15789987155899005,-0.0752529141532881,-0.5253959540930588,-0.7176558695426628,-0.34202494915976706,-37.1304561196508,-50.717729296301265,-24.171374498923463,0.8866276670193891,0.8510633600127548,0.9232903765189324,-0.12786915770600651,-0.17500064858274836,-0.08308287991724196,-0.5811660937729703,-0.795379004360132,-0.37761219082969016,-41.07180874720638,-56.21053034347223,-26.686373910225456,-0.05577013967991151,-0.07772313481746917,-0.03558724166992311,-3.941352627555584,-5.492801047170967,-2.5149994113019867,0.8636325338335218,0.8317573867631847,0.9300137547522516,-0.15789987155899005,-0.20227366286644935,-0.0752529141532881,-0.6625936028015158,-0.8487988856942748,-0.3157830276734094,-149.90805493246964,-192.03594698965492,-71.44412390801118,0.8510633600127548,-0.17500064858274836,-0.7343534170876489,0.81657547676786435,-0.22462653906551183,-0.9425980295914872,0.9232903765189324,-0.08308287991724196,-0.34863983226816475,-166.14330703340474,-213.257472758255,-78.87779010591963,-0.0717598142861331,-0.09379914389721244,-0.03285680459475537,-16.23525210093509,-21.221525768600102,-7.433666197908456,0.8993
06053000105,06053000105,Census Tract 1.05; Monterey County; California,1806,1447,654,Salinas city,California,47142,0.5623699091807919,0.23047200067252568,06053,1806,1447,654,0.009191,0.009493868073,0.003212018401,0.8279946226607079,0.7511925654941588,0.8686333104907964,-0.20773731209336097,-0.3312165827175987,-0.15123376909754774,-3.4482204256228446,-5.497846170833953,-2.5103211666266634,-190.931363545008,-304.42116117574494,-138.9989571775561,0.8125129057633196,0.7300059656321715,0.8564857224655388,-0.2307496815211134,-0.3698518191341338,-0.16756178622724863,-3.8302015030861583,-6.139150373809252,-2.781349041249644,-212.08203228605527,-339.9308069661823,-190.931363545008,-0.3819810774633141,-0.6413042029752987,-0.2710278746229804,-21.15066874104729,-35.509645790437354,-15.007080543908105,0.8892633624155577,0.8544557898283349,0.9251099352956722,-0.12452625652274928,-0.17033556551931814,-0.08095261097849128,-0.5787719677880635,-0.7916840447371687,-0.3762507864760518,-39.9980627358717,-54.71209707927911,-26.002127607190864,0.878887807625753,0.84112115612387806,0.917936585687266,-0.13780165263803368,-0.18888936833818348,-0.08939987314188214,-0.6404732294123981,-0.8779182355599262,-0.4155118923765107,-44.26214439615744,-60.67161268555122,-28.715403757879113,-0.06170126162433465,-0.08623419082275752,-0.03926110590045895,-4.26408166028574,-5.959515606272116,-2.7132761506882477,0.8544557898283349,0.8206674561562196,0.9251099352956722,-0.17033556551931814,-0.21852035498486153,-0.08095261097849128,-1.057611775215886,-1.3567906376553776,-0.5026339293517257,-161.7143387180254,-207.4603421491403,-76.85534087946876,0.84112115612387806,-0.18888936833818348,-1.1728121461803411,0.8046072339340692,-0.2428424177975283,-1.5078060756221447,0.917936585687266,-0.08939987314188214,-0.555082893284185,-179.32907433950172,-230.55138770980807,-84.87506013519649,-0.11520037096445512,-0.1510154379667672,-0.05244896393245935,-17.614735621476317,-23.09104556066777,-8.019719255727729,0.4396
06053001200,06053001200,Census Tract 12; Monterey County; California,2107,1453,582,Salinas city,California,56051,0.3899786375880792,0.21638430884335855,06053,2107,1453,582,0.009191,0.009493868073,0.003212018401,0.8883627976215106,0.8357502515424808,0.91546312438738,-0.12566622856943716,-0.19652970268854345,-0.09234328872524657,-2.4335814323890355,-3.805883576043718,-1.7882681401815728,-115.4998306781697,-180.63044974104028,-84.87271666737412,0.877908794099369,0.8208884924201806,0.9074128827936644,-0.1390704896923629,-0.21819225051109536,-0.10203416654311365,-2.693160806696603,-4.225388281160835,-1.975936224038175,-127.81968707625072,-200.54049744474773,-115.4998306781697,-0.2595793743075676,-0.4195047051171162,-0.18766808385660227,-12.319856398081043,-19.910047703707455,-8.906885802401627,0.9290392149377464,0.90606350073081,0.952352906419364,-0.07638082862520358,-0.1036754037585921,-0.05003092158323814,-0.35647411907136645,-0.4838596135891796,-0.23349744980153905,-24.533662702778145,-33.30073046037024,-16.070024074434897,0.9222261882994364,0.8971694969914893,0.9477148869268612,-0.08433268615368276,-0.1146165839937001,-0.05516966525943544,-0.3935859370297053,-0.5349227881594565,-0.2574802889259308,-27.0878139731387,-36.81505768475268,-17.720597999031714,-0.03711181795833884,-0.05106317457027687,-0.02398283912439172,-2.5541512703605536,-3.5143272243824413,-1.6505739245968152,0.90606350073081,0.8834243082225111,0.952352906419364,-0.1036754037585921,-0.13195889075323772,-0.05003092158323814,-0.5728513125168655,-0.7291297745247232,-0.276442416005649,-98.42806056990815,-125.28002998706584,-47.498696908187114,0.8971694969914893,-0.1146165839937001,-0.6333060513550133,0.8725418766596578,-0.14607679785901936,-0.8071372991866944,0.9477148869268612,-0.05516966525943544,-0.3048361907379071,-108.81547274141124,-138.68338473998185,-52.37735236046513,-0.06045473883814778,-0.07800752466197125,-0.02839377473225807,-10.387412171503057,-13.403354752916025,-4.878655452278019,0.8132
06053000101,06053000101,Census Tract 1.01; Monterey County; California,1470,1055,341,Salinas city,California,222459,0.7161006953613435,0.23776843985629267,06053,1470,1055,341,0.009191,0.009493868073,0.003212018401,0.7776298866476291,0.6830311638471567,0.8288969904932111,-0.285958805301338,-0.4640620412801137,-0.20642252471562125,-3.863523647901158,-6.269835505466121,-2.7889272542520738,-262.8247379524597,-426.5194221405525,-189.72294246612748,0.7583160321220039,0.6574830650622405,0.8134870038691902,-0.3187114047974025,-0.5209517220117832,-0.22927593832931276,-4.306036486594602,-7.03845889720514,-3.0976944693015285,-292.9276521492926,-478.8067277010299,-262.8247379524597,-0.4425128386934438,-0.7686233917390188,-0.3087672150494547,-30.102914196832916,-52.28730556047746,-21.004572452343854,0.8552317242400402,0.8109189565891715,0.9014739044629728,-0.16927374377815674,-0.23316885352653183,-0.10929445106425031,-0.5736144507117866,-0.7901344937109952,-0.37036385628257223,-54.37103798215987,-74.8942648067294,-35.10557879455661,0.8419614019638246,0.7941000039622536,0.8921717662230945,-0.18770290142464935,-0.25928723713686525,-0.1208603969092004,-0.6360649578284014,-0.8786413225536052,-0.4095571388598635,-60.2905173297063,-83.28353768280618,-38.82058188245152,-0.06245050711661482,-0.08850682884260996,-0.03919328257729132,-5.919479347546429,-8.389272876076774,-3.715003087894912,0.8109189565891715,0.7684739456075196,0.9014739044629728,-0.23316885352653183,-0.3012802915646629,-0.10929445106425031,-0.7548629479327218,-0.9753675313184704,-0.3538308409345969,-221.36743341135536,-286.0315341109884,-103.76270995149468,0.7941000039622536,-0.25928723713686525,-0.839418838435012,0.7485004443670924,-0.336004550866456,-1.087784161348129,0.8921717662230945,-0.1208603969092004,-0.39127453825567055,-246.16388223900643,-318.99828778537506,-114.74326635063652,-0.08455589050229018,-0.11241663002965852,-0.03744369732107366,-24.79644882765108,-32.96675367438666,-10.980556399141838,0.6349
06053000502,06053000502,Census Tract 5.02; Monterey County; California,2862,1774,688,Salinas city,California,95004,0.556938807388595,0.2857869244344914,06053,2862,1774,688,0.009191,0.009493868073,0.003212018401,0.8298323928463389,0.7537212066400116,0.8700714542183432,-0.20506262303160205,-0.32675051622584206,-0.14933089133280705,-5.394098886427246,-8.595055352635965,-3.9280956360503914,-188.47305682834545,-300.31639946317136,-137.2500222239829,0.8144968743912732,0.7327094759372293,0.8580456863970983,-0.22775179554539784,-0.364797416767228,-0.16543910872504064,-5.9909294466788845,-9.595865450586729,-4.35181652781127,-209.3266752857751,-335.2853057507592,-188.47305682834545,-0.5968305602516386,-1.0008100979507637,-0.4237208917608783,-20.85361845742972,-34.96890628758782,-14.8050626052019,0.8904901096293013,0.8560359160134996,0.9259562038024972,-0.12297709900033156,-0.16817528481390273,-0.07996468503957035,-0.7007383464760374,-0.9582830621034012,-0.4556484225648759,-39.50047048906637,-54.01821094156715,-25.684803977726943,0.8802215770203649,0.8428323276594758,0.9188603050710082,-0.1360775810394204,-0.18647560989618764,-0.08830471234985104,-0.77538647362112,-1.062560522235224,-0.5031709043478892,-43.70836942621872,-59.89630903242525,-28.363636096273353,-0.07464812714508262,-0.10427746013182272,-0.04752248178301332,-4.207898937152346,-5.878098090858101,-2.678832118546411,0.8560359160134996,0.822574842656841,0.9259562038024972,-0.16817528481390273,-0.215694850051689,-0.07996468503957035,-1.0984841694077263,-1.4088715738863815,-0.5223118291420983,-159.66339671623928,-204.77784504162528,-75.91741702646777,0.8428323276594758,-0.18647560989618764,-1.2180178893603937,0.8066645382728487,-0.23967269236986952,-1.5654895943774556,0.9188603050710082,-0.08830471234985104,-0.5767870630203054,-177.03748391866188,-227.54209220602553,-83.83532892736996,-0.11953371995266736,-0.15661802049107387,-0.05447523387820707,-17.374087202422583,-22.76424716440027,-7.917911900902191,0.9489
06053010504,06053010504,Census Tract 105.04; Monterey County; California,3048,1887,539,Salinas city,California,546345,0.7805145741822869,0.2291093616694347,06053,3048,1887,539,0.009191,0.009493868073,0.003212018401,0.7574485822030641,0.6563434073892046,0.8127925678265884,-0.32022162757433265,-0.5235926631422851,-0.23032621062715336,-8.970742472100786,-14.668012828835383,-6.452397159312459,-294.3156979035691,-481.2340166940742,-211.69282018741663,0.7366962729652383,0.6292804506586256,0.7961184634945536,-0.3574115095966909,-0.5891165837956147,-0.25609447067778146,-10.01258607497531,-16.50361095003643,-7.174273525438443,-328.4969184703186,-541.4570521665495,-294.3156979035691,-1.0418436028745237,-1.8355981212010448,-0.7218763661259846,-34.18122056674947,-60.223035472475225,-23.683607812532305,0.8413624065809083,0.7933429452856363,0.8917507267889208,-0.18854846874339937,-0.2604889297149527,-0.121389610301604,-1.1428071120958327,-1.578843909390809,-0.73575198415431875,-60.56211510841721,-83.66952355012238,-38.99056619789713,0.826954116573377,0.775188034677657,0.8815923626276373,-0.20925693452457503,-0.2900095915642269,-0.13431109704653277,-1.2683227534216086,-1.757770964805083,-0.8140701325294886,-67.21371242297873,-93.15161445707912,-43.140971517196,-0.12551564132577586,-0.17892705541427367,-0.07831814837516982,-6.65159731456152,-9.48209090695674,-4.150405319298877,0.7933429452856363,0.747603925032018,0.8917507267889208,-0.2604889297149527,-0.3376066744930111,-0.121389610301604,-1.3329726203898036,-1.727599150000286,-0.6211742936979712,-247.30475331907303,-320.51932282009017,-115.24569456363102,0.775188034677657,-0.2900095915642269,-1.4840356003940918,0.7261707139903992,-0.3770866557050675,-1.9296259081690963,0.8815923626276373,-0.13431109704653277,-0.6872960596577286,-275.33128022153835,-358.00109613526837,-127.5131836099682,-0.1510629800042882,-0.20202675816881063,-0.06612176595975738,-28.026526902465346,-37.48177331517823,-12.267489046337175,0.7691
