geoid,GEOID,NAME,over20,over35,over55,city,state,totalCells,meanNDVI,standardDevNDVI,countyGEOID,popOver20_2023,popOver35_2023,popOver55_2023,mortalityRate,DementiaRate,StrokeRate,rr_Mortality,rr_Mortality_low,rr_Mortality_high,paf_Mortality,paf_Mortality_low,paf_Mortality_high,ls_Mortality,ls_Mortality_low,ls_Mortality_high,ls_Mortality_Rate,ls_Mortality_low_Rate,ls_Mortality_high_Rate,rr_Mortality10,rr_Mortality_low10,rr_Mortality_high10,paf_Mortality10,paf_Mortality_low10,paf_Mortality_high10,ls_Mortality10,ls_Mortality_low10,ls_Mortality_high10,ls_Mortality10_Rate,ls_Mortality_low10_Rate,ls_Mortality_high10_Rate,ls_Mortality_Change,ls_Mortality_Change_low,ls_Mortality_Change_high,ls_Mortality_Change_Rate,ls_Mortality_Change_low_Rate,ls_Mortality_Change_high_Rate,rr_Stroke,rr_Stroke_low,rr_Stroke_high,paf_Stroke,paf_Stroke_low,paf_Stroke_high,ls_Stroke,ls_Stroke_low,ls_Stroke_high,ls_Stroke_Rate,ls_Stroke_low_Rate,ls_Stroke_high_Rate,rr_Stroke10,rr_Stroke_low10,rr_Stroke_high10,paf_Stroke10,paf_Stroke_low10,paf_Stroke_high10,ls_Stroke10,ls_Stroke_low10,ls_Stroke_high10,ls_Stroke10_Rate,ls_Stroke_low10_Rate,ls_Stroke_high10_Rate,ls_Stroke_Change,ls_Stroke_Change_low,ls_Stroke_Change_high,ls_Stroke_Change_Rate,ls_Stroke_Change_low_Rate,ls_Stroke_Change_high_Rate,rr_Dementia,rr_Dementia_low,rr_Dementia_high,paf_Dementia,paf_Dementia_low,paf_Dementia_high,ls_Dementia,ls_Dementia_low,ls_Dementia_high,ls_Dementia_Rate,ls_Dementia_low_Rate,ls_Dementia_high_Rate,rr_Dementia10,paf_Dementia10,ls_Dementia10,rr_Dementia_low10,paf_Dementia_low10,ls_Dementia_low10,rr_Dementia_high10,paf_Dementia_high10,ls_Dementia_high10,ls_Dementia_10_Rate,ls_Dementia_low10_Rate,ls_Dementia_high10_Rate,ls_Dementia_Change,ls_Dementia_Change_low,ls_Dementia_Change_high,ls_Dementia_Change_Rate,ls_Dementia_Change_low_Rate,ls_Dementia_Change_high_Rate,RPL_THEMES
06071004202,06071004202,Census Tract 42.02; San Bernardino County; California,3156,1875,722,San Bernardino city,California,68889,0.4404100066242634,0.2266591034158471,06071,3156,1875,722,0.010125,0.009493868073,0.003212018401,0.8702609635133969,0.8100736853416564,0.9015081551162032,-0.14908061136377274,-0.23445560335445337,-0.10925230606605156,-4.763796395823676,-7.49191157738988,-3.491102814187645,-150.9441190058199,-237.386298396384,-110.6179598918772,0.8582512676093426,0.7931895376431398,0.892209053243887,-0.1651599452751154,-0.26073271587944885,-0.1208135541375729,-5.277603471293675,-8.331583569569847,-3.860536715689073,-167.22444459105435,-263.99187482794196,-150.9441190058199,-0.513807075469999,-0.8396719921799676,-0.3694339015014281,-16.280325585234444,-26.60557643155791,-11.70576367241534,0.9172225354082308,0.8906517372455545,0.9443012612219984,-0.09024796207708433,-0.12277331102796468,-0.05898407750289682,-0.5435214653331469,-0.7394065015753478,-0.35523364182246514,-28.987811484434506,-39.43501341735188,-18.945794230531476,0.9093314003854044,0.8803973188340575,0.938904945677796,-0.09970908249310144,-0.13585080123180834,-0.06507054266084336,-0.600501389465004,-0.8181661375259286,-0.3918895882306582,-32.026740771466876,-43.635527334716194,-20.90077803896844,-0.05697992413185704,-0.07875963595058078,-0.03665594640819308,-3.038929287032375,-4.200513917364308,-1.9549838084369648,0.8906517372455545,0.8645844814885301,0.9443012612219984,-0.12277331102796468,-0.15662497004148046,-0.05898407750289682,-0.8415585920406925,-1.0735972514132257,-0.4043106502589192,-116.55936177848926,-148.69768025113927,-55.998705022010974,0.8803973188340575,-0.13585080123180834,-0.9311992000134288,0.85209531933749,-0.17357762366011686,-1.1898004489257827,0.938904945677796,-0.06507054266084336,-0.44603076846652806,-128.97495845061343,-164.79230594539928,-61.77711474605652,-0.08964060797273643,-0.11620319751255724,-0.04172011820760885,-12.415596672124158,-16.094625694260007,-5.778409724045547,0.9922
06071007407,06071007407,Census Tract 74.07; San Bernardino County; California,1872,953,286,San Bernardino city,California,54871,0.45200503780927054,0.24438064127394585,06071,1872,953,286,0.010125,0.009493868073,0.003212018401,0.866151470734052,0.8042826327925284,0.8983298653099975,-0.15453247357822203,-0.2433440176719053,-0.11317683917245476,-2.9290085042016205,-4.612342510953293,-2.1451538096747074,-156.4641294979498,-246.38581789280408,-114.59154966211044,0.8537942622170656,0.7869543856112148,0.8887496076697876,-0.17124235223047635,-0.270721681312337,-0.12517630541846286,-3.2457275441764493,-5.131258747594035,-2.372591692901546,-173.38288163335733,-274.10570232874124,-156.4641294979498,-0.31671903997482875,-0.5189162366407425,-0.227437883226838,-16.91875213540752,-27.719884435937097,-12.149459574083226,0.9145269999125306,0.8871455381564883,0.9424596964675616,-0.09346142879941696,-0.12721076417520646,-0.06105333071335088,-0.28609043712036714,-0.3893989595152411,-0.18688751387402128,-30.019982908747863,-40.86033153360347,-19.61044216936215,0.906392253196032,0.8765856561850612,0.9368909971723056,-0.1032750958251215,-0.14078982806089177,-0.06736002695955874,-0.3161305972720281,-0.4309652010401656,-0.2061926487199187,-33.17215081553285,-45.22195184052105,-21.636164608595877,-0.03004016015166094,-0.04156624152492449,-0.01930513484589741,-3.152167906784989,-4.361620306917576,-2.025722439233726,0.8871455381564883,0.8603100051487962,0.9424596964675616,-0.12721076417520646,-0.1623716962666772,-0.06105333071335088,-0.3454085527878485,-0.4408791424594871,-0.1657748284220006,-120.77222125449248,-154.15354631450597,-57.96322672097922,0.8765856561850612,-0.14078982806089177,-0.3822790553383115,0.8474624631778652,-0.1799932663095666,-0.4887260447702149,0.9368909971723056,-0.06736002695955874,-0.18289906187346336,-133.664005363046,-170.88323243713808,-63.9507209347774,-0.03687050255046303,-0.0478469023107278,-0.01712423345146277,-12.891784108553509,-16.7296861226321,-5.987494213798172,0.9245
06071004101,06071004101,Census Tract 41.01; San Bernardino County; California,3259,1902,669,San Bernardino city,California,107449,0.4062901600731041,0.2291833734564729,06071,3259,1902,669,0.010125,0.009493868073,0.003212018401,0.8824671167331234,0.8273575983761507,0.9109260538154832,-0.13318670014808157,-0.2086672098771962,-0.09778394833633716,-4.394811489798803,-6.885470174521546,-3.226613612234743,-134.85153389993258,-211.27555000066113,-99.00624769054134,0.8715019926215137,0.8118253075888652,0.9024672198793152,-0.14744430703131153,-0.2317920994234792,-0.10807348784782188,-4.865275090727323,-7.648530826713826,-3.566141406072522,-149.2873608692029,-234.68950066627264,-134.85153389993258,-0.4704636009285199,-0.76306065219228,-0.339527793837779,-14.435826969270323,-23.413950665611537,-10.418158755378306,0.9252006653639184,0.901049761567413,0.949741198798826,-0.08084660705108768,-0.1098166190738001,-0.05291841742228128,-0.493912861641382,-0.670898168283643,-0.32329231783414064,-25.968078950651,-35.27330012006536,-16.997493051216647,0.9180356153698036,0.8917100342171009,0.9448563919753208,-0.0892823581764631,-0.12144078414231924,-0.05836189339778489,-0.5454490501148923,-0.7419132033308911,-0.35654792242170424,-28.67765773474723,-39.00700332969985,-18.745947551088552,-0.05153618847351032,-0.07101503504724804,-0.0332556045875636,-2.7095787840962315,-3.733703209634492,-1.7484544998719034,0.901049761567413,0.8772862632936724,0.949741198798826,-0.1098166190738001,-0.1398787851135531,-0.05291841742228128,-0.6974890262916913,-0.8884257997612451,-0.33610591686454666,-104.25844937095536,-132.7990732079589,-50.24004736390832,0.8917100342171009,-0.12144078414231924,-0.7713187220470001,0.8658755212079883,-0.15490041640730742,-0.9838341548240828,0.9448563919753208,-0.05836189339778489,-0.3706795978776607,-115.29427833288491,-147.0604117823741,-55.40801164090595,-0.07382969575530884,-0.09540835506283774,-0.03457368101311409,-11.035828961929573,-14.261338574415207,-5.167964276997621,0.9028
06071005601,06071005601,Census Tract 56.01; San Bernardino County; California,3124,1595,482,San Bernardino city,California,51413,0.3739787893428358,0.2200130699368792,06071,3124,1595,482,0.010125,0.009493868073,0.003212018401,0.8941840912594764,0.8440652457291382,0.9199354560108984,-0.11833794603914252,-0.18474253626703815,-0.08703278416540662,-3.743088402191097,-5.84349879339455,-2.752890479543894,-119.8171703646318,-187.0518179703761,-88.12069396747421,0.884238932696458,0.8298767939711287,0.9122903761339074,-0.13091604884500202,-0.20499814823691756,-0.09614222199491716,-4.140940082991836,-6.484193927807821,-3.0410265528102274,-132.55249945556454,-207.56062508987904,-119.8171703646318,-0.397851680800739,-0.6406951344132708,-0.28813607326633317,-12.73532909093275,-20.508807119502904,-9.223305802379423,0.932819890736384,0.911008541951394,0.9549216878620038,-0.07201830699663034,-0.0976845484434042,-0.04720629210854248,-0.36896198301485966,-0.5004544845142763,-0.2418458288385132,-23.13241272820437,-31.376456709359015,-15.162747889561954,0.9263552728627455,0.9025571146550382,0.9505271642912704,-0.0794994418390556,-0.1079631236214951,-0.05204778734084633,-0.40728910373976,-0.5531133658241796,-0.26664962881886256,-25.535367005627588,-34.677953970168,-16.717845067013325,-0.03832712072490035,-0.05265888130990326,-0.02480379998034937,-2.40295427742322,-3.3014972608089814,-1.5550971774513715,0.911008541951394,0.8894867904852553,0.9549216878620038,-0.0976845484434042,-0.1242437894490314,-0.04720629210854248,-0.4470088319636678,-0.5685450983328101,-0.2160180891761096,-92.74042156922567,-117.95541459186931,-44.81703094940033,0.9025571146550382,-0.1079631236214951,-0.4940440484623258,0.8791307140013763,-0.1374872747290165,-0.62914787513291,0.9505271642912704,-0.05204778734084633,-0.23817298637567724,-102.49876524114644,-130.52860479935893,-49.41348265055544,-0.04703521649865799,-0.06060277680009995,-0.02215489719956764,-9.758343671920748,-12.573190207489615,-4.596451701155114,0.9749
06071005102,06071005102,Census Tract 51.02; San Bernardino County; California,2237,1502,598,San Bernardino city,California,72694,0.4794843241510474,0.22106790799472817,06071,2237,1502,598,0.010125,0.009493868073,0.003212018401,0.856489628882267,0.7907230826805715,0.8908422480236586,-0.1675564610222034,-0.26466524362735744,-0.12253320070810382,-3.795091008480024,-5.994568518693286,-2.775331046088286,-169.65091678498095,-267.9735591726994,-124.06486571695513,0.843323726908469,0.7723725996353541,0.8806044701384806,-0.18578425827752856,-0.29471190520237434,-0.13558360638658085,-4.207943780889168,-6.675114135869328,-3.070917840803661,-188.1065615059977,-298.39580401740403,-169.65091678498095,-0.4128527724091442,-0.6805456171760422,-0.29558679471537497,-18.45564472101673,-30.422244844704615,-13.21353574945798,0.9081703891642467,0.8788911481180296,0.9381096653692764,-0.10111495808651108,-0.13779732807788644,-0.06597345376071904,-0.4878242251973065,-0.6647965451989974,-0.31828573708034225,-32.47831059902173,-44.26075533948052,-21.19079474569522,0.8994645913384243,0.8676180918350658,0.9321353355255594,-0.11177250291973884,-0.1525808525787404,-0.07280559151443063,-0.5392410348282491,-0.7361189441970202,-0.3512470552593411,-35.90153361040274,-49.009250612318255,-23.385289964004063,-0.05141680963094269,-0.07132239899802273,-0.03296131817899883,-3.4232230113810047,-4.748495272837732,-2.194495218308844,0.8788911481180296,0.8502640395660606,0.9381096653692764,-0.13779732807788644,-0.1761052490357683,-0.06597345376071904,-0.7823213328428448,-0.99980816078242,-0.3745532732620105,-130.82296535833527,-167.19200013083946,-62.634326632443226,0.8676180918350658,-0.1525808525787404,-0.866252325939357,0.8365833039126425,-0.19533822313100072,-1.1090001613719347,0.9321353355255594,-0.07280559151443063,-0.4133415951272101,-144.8582484848423,-185.4515320019958,-69.12066808147326,-0.0839309930965122,-0.10919200058951473,-0.03878832186519959,-14.035283126507055,-18.25953187115631,-6.486341449030032,0.9335
06071007409,06071007409,Census Tract 74.09; San Bernardino County; California,4101,2472,720,San Bernardino city,California,81968,0.4421926211574618,0.22405531829185815,06071,4101,2472,720,0.010125,0.009493868073,0.003212018401,0.8696279060139473,0.8091806667063025,0.9010187958652232,-0.1499171002729548,-0.23581795901082328,-0.10985476062097888,-6.224951535721299,-9.791780680271785,-4.561458029729673,-151.79106402636674,-238.76568349845857,-111.22794512874113,0.8575645392323361,0.7922277444200205,0.8916763250711707,-0.16609299271535585,-0.26226329113490815,-0.12148317935903848,-6.8966170516474525,-10.889860289060614,-5.044300500333095,-168.16915512429782,-265.5415822740945,-151.79106402636674,-0.6716655159261533,-1.0980796087888294,-0.4828424706034218,-16.378091097931073,-26.775898775635927,-11.77377397228534,0.916807608822388,0.8901117958043279,0.944017906032128,-0.09074138388147776,-0.1234543848465398,-0.05930194078963439,-0.7204965230455123,-0.9802413323653392,-0.47086390267741846,-29.146299475951142,-39.65377558112214,-19.047892503131816,0.9088789180860246,0.8798102392582345,0.9385950408106032,-0.1002565689452496,-0.13660873149543826,-0.06542220714949173,-0.7960481342435156,-1.0846882849911226,-0.5194594876659534,-32.20259442732668,-43.87897593006159,-21.01373331982012,-0.07555161119800335,-0.1044469526257833,-0.04859558498853494,-3.0562949513755404,-4.225200348939454,-1.9658408166883068,0.8901117958043279,0.8639259466168028,0.944017906032128,-0.1234543848465398,-0.15750661722347056,-0.05930194078963439,-0.8438829427918217,-1.07664987207178,-0.4053634576773454,-117.20596427664192,-149.53470445441388,-56.30048023296463,0.8798102392582345,-0.13660873149543826,-0.9338005975950509,0.8513814221641791,-0.17456168759007934,-1.1932312554579272,0.9385950408106032,-0.06542220714949173,-0.4471990586796613,-129.69452744375707,-165.72656325804545,-62.11098037217518,-0.08991765480322911,-0.1165813833861471,-0.04183560100231598,-12.488563167115151,-16.19185880363154,-5.810500139210553,0.7705
06071004302,06071004302,Census Tract 43.02; San Bernardino County; California,2387,1528,467,San Bernardino city,California,101417,0.3858370997576618,0.2297933344492966,06071,2387,1528,467,0.010125,0.009493868073,0.003212018401,0.8898659859306319,0.8378946859811235,0.9166186911528118,-0.12376471941917036,-0.19346740912798735,-0.0909661887238207,-2.991192150692292,-4.675792894083622,-2.1985049613980703,-125.31177841191,-195.8857517420872,-92.10326608286846,0.8795429814101302,0.8232057204910556,0.9086729079395782,-0.13695410131833088,-0.21476318143596448,-0.10050601405901552,-3.3099580784494154,-5.190477105137428,-2.4290670375335597,-138.66602758481002,-217.44772120391403,-125.31177841191,-0.31876592775712354,-0.5146842110538064,-0.2305620761354894,-13.35424917290002,-21.561969461826827,-9.659073151884767,0.930016365135702,0.9073409369143052,0.9530171682309232,-0.07524989611778107,-0.10212155025299616,-0.04929904028517198,-0.3693237899335792,-0.5012089041863403,-0.2419579207087522,-24.170405100365127,-32.80162985512698,-15.834942454761268,0.9232932271826664,0.8985609814600629,0.9484420417755453,-0.08307953590366561,-0.11289052232727692,-0.05436068410457112,-0.4077513810496064,-0.5540626327009562,-0.26680028694602126,-26.685299806911416,-36.26064350137147,-17.460751763483067,-0.03842759111602723,-0.05285372851461589,-0.02484236623726907,-2.514894706546285,-3.4590136462444954,-1.6258093087217975,0.9073409369143052,0.8849895981557467,0.9530171682309232,-0.10212155025299616,-0.12995678376777137,-0.04929904028517198,-0.4527698214141905,-0.5761811256519784,-0.21857401900490064,-96.95285255121853,-123.3792560282609,-46.8038584592935,0.8985609814600629,-0.11289052232727692,-0.5005155278865954,0.8742426360003996,-0.14384720994040248,-0.6377662246048282,0.9484420417755453,-0.05436068410457112,-0.24101550723626788,-107.1767725667228,-136.5666433843315,-51.60931632468263,-0.04774570647240489,-0.0615850989528498,-0.02244148823136724,-10.22392001550426,-13.18738735607062,-4.805457865389131,0.98
06071004603,06071004603,Census Tract 46.03; San Bernardino County; California,4774,2533,1072,San Bernardino city,California,114177,0.5660222032479177,0.24132878510796069,06071,4774,2533,1072,0.010125,0.009493868073,0.003212018401,0.8267610527683018,0.7494968834085296,0.8676675281243806,-0.20953931810361667,-0.33422836323513866,-0.15251518304675962,-10.128449634344994,-16.15551283660609,-7.372088274135458,-212.1585595799119,-338.4062177755779,-154.42162283484413,0.8111814497269086,0.7281935274941891,0.8554382769235314,-0.23276980795931512,-0.3732613134328908,-0.16899141291218042,-11.251336014877426,-18.042238792077285,-8.168495678082838,-235.6794305588066,-377.927079850802,-212.1585595799119,-1.1228863805324316,-1.8867259554711957,-0.7964074039473799,-23.52087097889467,-39.52086207522404,-16.682182738738582,0.8884393529509392,0.8533948309724572,0.92454127370539,-0.12556923179788648,-0.1717905519306742,-0.08161747716484882,-1.0216366203790443,-1.3976952504575149,-0.6640432719121201,-40.33306831342457,-55.17944139192715,-26.215683849669173,0.8779920143505666,0.8399723857852802,0.9173159273919396,-0.13896252318385863,-0.19051532755462175,-0.09013696387366028,-1.130605009779884,-1.5500408227916422,-0.7333581787880642,-44.63501815159431,-61.19387377779875,-28.95215865724691,-0.10896838940083951,-0.15234557233412738,-0.0693149068759441,-4.30194983816974,-6.01443238587159,-2.736474807577738,0.8533948309724572,0.8193872693678421,0.92454127370539,-0.1717905519306742,-0.22042413567335595,-0.08161747716484882,-1.7483857284253488,-2.243350456009422,-0.8306558810212646,-163.09568362176762,-209.26776641878945,-77.48655606541648,0.8399723857852802,-0.19051532755462175,-1.938955757457494,0.8032266943725472,-0.24497854342498568,-2.4932511379759768,0.9173159273919396,-0.09013696387366028,-0.9173623314505432,-180.87273856879608,-232.57939719925156,-85.57484435172977,-0.1905700290321453,-0.24990068196655413,-0.08670645042927849,-17.777054947028475,-23.31163078046214,-8.088288286313292,0.8543
06071007411,06071007411,Census Tract 74.11; San Bernardino County; California,1228,769,309,San Bernardino city,California,66825,0.5731190290321271,0.2415492418628331,06071,1228,769,309,0.010125,0.009493868073,0.003212018401,0.8243693377212604,0.7462129160236727,0.8657939716908443,-0.21304851386663853,-0.3401000954642766,-0.1550091969883543,-2.64893869716085,-4.2286345369550835,-1.927306850754703,-215.7116202899715,-344.3513466575801,-156.94681195070874,0.8086005136706789,0.724684609461756,0.8534066316738077,-0.23670463114159357,-0.3799106355283696,-0.17177434869316058,-2.943067031299004,-4.723618886841984,-2.135756364476412,-239.66343903086351,-384.65951847247425,-215.7116202899715,-0.29412833413815376,-0.4949843498869004,-0.2084495137217086,-23.951818740892,-40.308171814894166,-16.974716101116336,0.8868403908062479,0.851337031791275,0.9234372984123018,-0.12759861906027534,-0.1746229315268095,-0.08291055788989152,-0.3151739674077574,-0.4313260012922192,-0.20479257269864112,-40.984911236379375,-56.08920693006751,-26.63102375795073,0.8762539952616489,0.8377446777362163,0.916111116929068,-0.14122161543058137,-0.1936811137997747,-0.09157064194585844,-0.3488233426567372,-0.47840051481585855,-0.22618334534261791,-45.3606427381973,-62.21073014510514,-29.412658692147975,-0.03364937524897982,-0.04707451352363934,-0.02139077264397679,-4.375731501817922,-6.121523215037625,-2.7816349341972417,0.851337031791275,0.8169054272267458,0.9234372984123018,-0.1746229315268095,-0.22413190887325724,-0.08291055788989152,-0.5122747460007369,-0.6575145411018398,-0.2432268466258269,-165.78470744360416,-212.7878773792362,-78.71418984654592,0.8377446777362163,-0.1936811137997747,-0.568183929277849,0.8005509173236995,-0.2491397840665443,-0.7308777746740149,0.916111116929068,-0.09157064194585844,-0.26863211454411506,-183.87829426467604,-236.53002416634783,-86.93595939938999,-0.05590918327711214,-0.07336323357217511,-0.02540526791828817,-18.09358682107189,-23.74214678711169,-8.22176955284407,0.4839
06071005101,06071005101,Census Tract 51.01; San Bernardino County; California,3421,2001,938,San Bernardino city,California,101520,0.480229218981366,0.2157903770562602,06071,3421,2001,938,0.010125,0.009493868073,0.003212018401,0.8562292263158431,0.7903587171026542,0.8906401485896376,-0.16791154665762742,-0.2652482706407817,-0.12278792010840504,-5.816057186296902,-9.187570130353906,-4.2530819312448935,-170.01044099084777,-268.56387402379147,-124.32276910976012,0.8430416915534321,0.771981108023659,0.880384718087899,-0.18618095643330332,-0.2953684871383573,-0.13586705840588936,-6.448866151078098,-10.230862894315743,-4.706112218916293,-188.50821838871963,-299.06059322758676,-170.01044099084777,-0.6328089647811961,-1.043292763961837,-0.4530302876713996,-18.497777397871857,-30.496719203795298,-13.242627526202856,0.9079986937899664,0.8786684646375635,0.9379920268186156,-0.10132317021957626,-0.13808568333277302,-0.06610714314032791,-0.6512292262730612,-0.8875110453148314,-0.42488705776875263,-32.54518871929342,-44.35337557795259,-21.23373602042742,0.899277538669955,0.8673762849333332,0.9320067580222928,-0.11200375523558063,-0.15290216872468482,-0.07295359330010441,-0.719876003718368,-0.9827402835724852,-0.4688908964821103,-35.975812279778516,-49.11245794964943,-23.43282840990057,-0.06864677744530678,-0.09522923825765384,-0.04400383871335772,-3.4306235604850963,-4.759082371696843,-2.1990923894731496,0.8786684646375635,0.8499933578126802,0.9379920268186156,-0.13808568333277302,-0.17647978164598557,-0.06610714314032791,-1.2296872901908549,-1.5715962670999055,-0.5887005209264536,-131.0967260331402,-167.54757644988334,-62.76124956572,0.8673762849333332,-0.15290216872468482,-1.361631770834984,0.8362903494394406,-0.1957569529174799,-1.7432642628780233,0.9320067580222928,-0.07295359330010441,-0.6496698592474537,-145.16330179477444,-185.8490685371027,-69.26117902424879,-0.13194448064412925,-0.17166799577811753,-0.06096933832100004,-14.066575761634246,-18.30149208721935,-6.499929458528789,0.7032
06071007606,06071007606,Census Tract 76.06; San Bernardino County; California,2141,1303,396,San Bernardino city,California,70391,0.3984202998351469,0.2612403719422793,06071,2141,1303,396,0.010125,0.009493868073,0.003212018401,0.8853067193808798,0.8313962477870933,0.9131122511965376,-0.12955202768519422,-0.202795902268834,-0.09515560511821534,-2.808380274149258,-4.396133520920433,-2.062747524400753,-131.17142803125913,-205.33085104719444,-96.34505018219303,0.8745872394278011,0.8161854833434116,0.9048499916231904,-0.14339651314173094,-0.2252116956351797,-0.10515556087492696,-3.108495838194015,-4.882054683593562,-2.279522815311338,-145.18896955600258,-228.02684183061945,-131.17142803125913,-0.30011556404475703,-0.48592116267312946,-0.21677529091058512,-14.01754152474344,-22.69599078342501,-10.124955203670488,0.9270506756826882,0.9034652793833576,0.9510003803781534,-0.07868968356405254,-0.10684939733658648,-0.05152429024514431,-0.3293367831843151,-0.4471925061862817,-0.21564254978072647,-25.2752711576604,-34.32022303808762,-16.549696836586836,0.920055068702896,0.8943399144427192,0.9462344590356188,-0.0868914633662214,-0.1181430950927866,-0.05682052735553276,-0.3636633639264231,-0.49445956739202773,-0.23780867898490515,-27.90969792221206,-37.947779538912336,-18.25085794204951,-0.03432658074210804,-0.04726706120574603,-0.02216612920417868,-2.634426764551653,-3.627556500824715,-1.701161105462677,0.9034652793833576,0.8802423581645951,0.9510003803781534,-0.10684939733658648,-0.1360507600260378,-0.05152429024514431,-0.40170797646927137,-0.5114925948997596,-0.19370926640037492,-101.44140819931096,-129.1647966918585,-48.91648141423609,0.8943399144427192,-0.1181430950927866,-0.4441674435845365,0.8690854712674857,-0.15063481448100477,-0.5663223941298616,0.9462344590356188,-0.05682052735553276,-0.21362084985847937,-112.16349585468096,-143.01070558834888,-53.94465905517155,-0.04245946711526516,-0.054829799230102,-0.01991158345810445,-10.72208765536999,-13.845908896490403,-5.028177640935469,0.926
06071004512,06071004512,Census Tract 45.12; San Bernardino County; California,2986,1798,614,San Bernardino city,California,164205,0.532918810138691,0.2235405472321248,06071,2986,1798,614,0.010125,0.009493868073,0.003212018401,0.838009289740785,0.7650070254944799,0.8764605022942954,-0.1933041939300247,-0.3071775378188547,-0.14095272677127768,-5.84421402113492,-9.28697529526189,-4.2614590266577315,-195.72049635415,-311.0172570415904,-142.71463585591866,0.8233295754683124,0.7447867913274162,0.8649790409300152,-0.21458044238383747,-0.3426661316290575,-0.15609737656164693,-6.487464159701155,-10.359910824074204,-4.719331009932413,-217.26269791363544,-346.94945827442075,-195.72049635415,-0.643250138566235,-1.072935528812314,-0.4578719832746811,-21.54220155948543,-35.932201232830344,-15.333957912748868,0.8959359387293707,0.86305941422042,0.9297082669985592,-0.11615122998438308,-0.1586687816890046,-0.07560622562641987,-0.6707976386395013,-0.9163453895159036,-0.43664176112010866,-37.30798880086214,-50.96470464493346,-24.28485879422184,0.8861447189270245,0.8504421242594655,0.9229567747891644,-0.12848384540488544,-0.17585896967505474,-0.0834743590548268,-0.742021071257773,-1.015622319345764,-0.4820818767778208,-41.26924756717313,-56.486224657717685,-26.812117729578464,-0.07122343261827169,-0.09927692982986014,-0.04544011565771211,-3.9612587663109946,-5.521520012784213,-2.5272589353566244,0.86305941422042,0.8310638933430582,0.9297082669985592,-0.1586687816890046,-0.20327691770770503,-0.07560622562641987,-0.9249176151246552,-1.18494892274786,-0.44072645639914704,-150.63804806590477,-192.98842390030293,-71.7795531594702,0.8504421242594655,-0.17585896967505474,-1.025123260534888,0.815826589259203,-0.22575068423307015,-1.315953789087925,0.9229567747891644,-0.0834743590548268,-0.4865916551396817,-166.95818575486774,-214.3247213498249,-79.24945523447585,-0.10020564541023258,-0.13100486634006492,-0.04586519874053468,-16.320137688962962,-21.336297449521975,-7.46990207500565,0.3905
06071004901,06071004901,Census Tract 49.01; San Bernardino County; California,2395,1448,422,San Bernardino city,California,68876,0.30936072858290586,0.22151806996733828,06071,2395,1448,422,0.010125,0.009493868073,0.003212018401,0.918085068769897,0.8784969914212967,0.93822112322649,-0.08922368309491982,-0.1383078254851242,-0.06584681930956322,-2.1636185502498715,-3.3538783256233335,-1.5967442139948398,-90.33897913360632,-140.03667330368825,-66.66990455093277,0.910272068606954,0.8671900902631867,0.9322571590936816,-0.09857265150446984,-0.15314970872938172,-0.07266540164966533,-2.3903251910762036,-3.713784718119551,-1.7620905741283532,-99.80480964827572,-155.064080088499,-90.33897913360632,-0.22670664082633207,-0.35990639249621736,-0.16534636013351345,-9.465830514669396,-15.027406784810749,-6.90381461935338,0.9482459694602376,0.9312560422771948,0.9653668323810728,-0.05457869815067274,-0.07381853604375642,-0.03587565519886834,-0.2538456694402238,-0.3433302063635548,-0.1668577672084164,-17.53077827625855,-23.710649610742735,-11.523326464669642,0.9432202280284154,0.9246471043681695,0.9619701826491656,-0.06019778868639151,-0.08149368042775697,-0.03953326000823049,-0.2799800743823684,-0.3790273231915966,-0.18386929684983705,-19.335640496019916,-26.17592010991689,-12.698155859795374,-0.02613440494214458,-0.03569711682804177,-0.01701152964142063,-1.8048622197613664,-2.4652704991741556,-1.1748293951257347,0.9312560422771948,0.9143973977416172,0.9653668323810728,-0.07381853604375642,-0.09361641062168878,-0.03587565519886834,-0.2957474927524787,-0.3750659415060661,-0.14373266722098785,-70.08234425414187,-88.87818519101091,-34.05987374904925,0.9246471043681695,-0.08149368042775697,-0.32649728582255433,0.9062509599062156,-0.10344710708332489,-0.414451764991053,0.9619701826491656,-0.03953326000823049,-0.15838654021580129,-77.36902507643467,-98.211318718259,-37.53235550137472,-0.03074979307007563,-0.03938582348498698,-0.01465387299481343,-7.286680822292805,-9.3331335272481,-3.4724817523254594,0.9941
