geoid,GEOID,NAME,over20,over35,over55,city,state,totalCells,meanNDVI,standardDevNDVI,countyGEOID,popOver20_2023,popOver35_2023,popOver55_2023,mortalityRate,DementiaRate,StrokeRate,rr_Mortality,rr_Mortality_low,rr_Mortality_high,paf_Mortality,paf_Mortality_low,paf_Mortality_high,ls_Mortality,ls_Mortality_low,ls_Mortality_high,ls_Mortality_Rate,ls_Mortality_low_Rate,ls_Mortality_high_Rate,rr_Mortality10,rr_Mortality_low10,rr_Mortality_high10,paf_Mortality10,paf_Mortality_low10,paf_Mortality_high10,ls_Mortality10,ls_Mortality_low10,ls_Mortality_high10,ls_Mortality10_Rate,ls_Mortality_low10_Rate,ls_Mortality_high10_Rate,ls_Mortality_Change,ls_Mortality_Change_low,ls_Mortality_Change_high,ls_Mortality_Change_Rate,ls_Mortality_Change_low_Rate,ls_Mortality_Change_high_Rate,rr_Stroke,rr_Stroke_low,rr_Stroke_high,paf_Stroke,paf_Stroke_low,paf_Stroke_high,ls_Stroke,ls_Stroke_low,ls_Stroke_high,ls_Stroke_Rate,ls_Stroke_low_Rate,ls_Stroke_high_Rate,rr_Stroke10,rr_Stroke_low10,rr_Stroke_high10,paf_Stroke10,paf_Stroke_low10,paf_Stroke_high10,ls_Stroke10,ls_Stroke_low10,ls_Stroke_high10,ls_Stroke10_Rate,ls_Stroke_low10_Rate,ls_Stroke_high10_Rate,ls_Stroke_Change,ls_Stroke_Change_low,ls_Stroke_Change_high,ls_Stroke_Change_Rate,ls_Stroke_Change_low_Rate,ls_Stroke_Change_high_Rate,rr_Dementia,rr_Dementia_low,rr_Dementia_high,paf_Dementia,paf_Dementia_low,paf_Dementia_high,ls_Dementia,ls_Dementia_low,ls_Dementia_high,ls_Dementia_Rate,ls_Dementia_low_Rate,ls_Dementia_high_Rate,rr_Dementia10,paf_Dementia10,ls_Dementia10,rr_Dementia_low10,paf_Dementia_low10,ls_Dementia_low10,rr_Dementia_high10,paf_Dementia_high10,ls_Dementia_high10,ls_Dementia_10_Rate,ls_Dementia_low10_Rate,ls_Dementia_high10_Rate,ls_Dementia_Change,ls_Dementia_Change_low,ls_Dementia_Change_high,ls_Dementia_Change_Rate,ls_Dementia_Change_low_Rate,ls_Dementia_Change_high_Rate,RPL_THEMES
21111980100,21111980100,Census Tract 9801; Jefferson County; Kentucky,0,0,0,Louisville city,Kentucky,357769,0.45853252977378867,0.283190067972813,21111,0,0,0,0.014567,0.007511568745,0.003668935501,0.8638465503979288,0.8010407572430037,0.8965455602055511,-0.15761300376710707,-0.2483759296365491,-0.11539228387983974,-0,-0,-0,NA,NA,NA,0.8512953548676444,0.7834658573041883,0.8868079966500666,-0.1746804376202376,-0.2763798073356759,-0.12763980904267694,-0,-0,-0,NA,NA,NA,0,0,0,NA,NA,NA,0.9130130186515958,0.8851777782983133,0.9414245570450996,-0.09527463417430009,-0.12971656600149137,-0.06222000745206222,-0,-0,-0,NA,NA,NA,0.9047418241034048,0.8744471226277211,0.9357591339361924,-0.10528768910511646,-0.14357972497524088,-0.06865107027444532,-0,-0,-0,NA,NA,NA,0,0,0,NA,NA,NA,0.8851777782983133,0.8579129670505,0.9414245570450996,-0.12971656600149137,-0.16561940244124576,-0.06222000745206222,-0,-0,-0,NA,NA,NA,0.8744471226277211,-0.14357972497524088,-0,0.8448654595174858,-0.183620408119316,-0,0.9357591339361924,-0.06865107027444532,-0,NA,NA,NA,0,0,0,NA,NA,NA,-999
21111009700,21111009700,Census Tract 97; Jefferson County; Kentucky,1655,1052,550,Louisville city,Kentucky,73594,0.6738103314641734,0.19396918225832233,21111,1655,1052,550,0.014567,0.007511568745,0.003668935501,0.7911712614531426,0.7011401668888843,0.839643334222908,-0.26394884233193966,-0.4262483412371362,-0.1909818839037202,-6.3633803112426985,-10.276159116156254,-4.6042647851761895,-384.4942786249365,-620.9159586801362,-278.20331028254924,0.7728541688492733,0.676683103456844,0.8250957099033206,-0.2939051638796634,-0.4777966154193708,-0.2119806078220593,-7.085578844299019,-11.518904756227126,-5.110510105908217,-428.1316522235057,-696.0063296813973,-384.4942786249365,-0.7221985330563205,-1.242745640070872,-0.5062453207320274,-43.63737359856921,-75.09037100126116,-30.58884113184456,0.8644615948651125,0.8226695440052657,0.9079151503308146,-0.1567893888403873,-0.21555490571752495,-0.10142451046844266,-0.6051631629512129,-0.8319816123938254,-0.3914702264599346,-57.52501548965901,-79.08570460017351,-37.21199871292154,0.8519620976429619,0.8067666954514965,0.8991865239445832,-0.1737611365183964,-0.23951571828378837,-0.11211631109990916,-0.6706693593947076,-0.9244636433955692,-0.43273758476546914,-63.75184024664521,-87.8767721858906,-41.1347514035617,-0.06550619644349476,-0.09248203100174368,-0.04126735830553452,-6.226824756986193,-8.79106758571708,-3.922752690640163,0.8226695440052657,0.7824917872734606,0.9079151503308146,-0.21555490571752495,-0.2779686844822129,-0.10142451046844266,-0.8905355209405501,-1.1483894853449463,-0.4190214505464235,-161.9155492619182,-208.7980882445357,-76.18571828116791,0.8067666954514965,-0.23951571828378837,-0.9895263308682012,0.7635329205326153,-0.30970122323269705,-1.2794881157976472,0.8991865239445832,-0.11211631109990916,-0.4631931580445257,-179.91387833967298,-232.63420287229948,-84.2169378262774,-0.0989908099276512,-0.13109863045270087,-0.04417170749810223,-17.99832907775476,-23.836114627763795,-8.031219545109497,0.2461
21111002100,21111002100,Census Tract 21; Jefferson County; Kentucky,1267,941,379,Louisville city,Kentucky,44013,0.5911990809754257,0.22441467418270444,21111,1267,941,379,0.014567,0.007511568745,0.003668935501,0.8183073643481023,0.7379114748066639,0.861039113808451,-0.222034706722506,-0.3551761073535339,-0.16138742591717223,-4.097958918771486,-6.555268400822582,-2.9786291124360127,-323.43795728267446,-517.3850355818928,-235.0930633335448,0.8020623041894516,0.7158214204893506,0.8482525391186908,-0.24678593517816597,-0.3969964733891016,-0.17889420176563256,-4.554777219377016,-7.327121344497408,-3.3017409776310016,-359.4930717740344,-578.3047627859044,-323.43795728267446,-0.45681830060553,-0.7718529436748263,-0.3231118651949889,-36.0551144913599,-60.91972720401155,-25.50212037845216,0.8827798269867493,0.8461169262183744,0.9206307366182755,-0.13278528737269188,-0.18186974992852217,-0.08621183306704379,-0.4584369962158791,-0.627899547528573,-0.2976436213041509,-48.71806548521563,-66.7268382070747,-31.630565494596272,0.8718417057681104,0.832095975127915,0.913048857551103,-0.14699720532293134,-0.201784445413612,-0.09523164256741912,-0.5075031925128207,-0.6966544025232694,-0.32878422773433214,-53.932326515708894,-74.03341153275977,-34.939875423414684,-0.04906619629694164,-0.06875485499469636,-0.03114060643018124,-5.214261030493267,-7.306573325685053,-3.3093099288184105,0.8461169262183744,0.8106165412128212,0.9206307366182755,-0.18186974992852217,-0.23362890979726209,-0.08621183306704379,-0.5177621819759161,-0.6651145347526228,-0.2454351359611986,-136.61271292240528,-175.49196167615378,-64.75861107155636,0.832095975127915,-0.201784445413612,-0.5744570209571016,0.793774252629998,-0.25980402700984306,-0.7396320716535514,0.913048857551103,-0.09523164256741912,-0.2711134923110416,-151.57177333960465,-195.15358091122727,-71.53390298444369,-0.05669483898118555,-0.07451753690092855,-0.025678356349843,-14.959060417199352,-19.661619235073495,-6.775291912887335,0.863
21111002401,21111002401,Census Tract 24.01; Jefferson County; Kentucky,1259,788,350,Louisville city,Kentucky,47999,0.5830482249638794,0.22251806038586364,21111,1259,788,350,0.014567,0.007511568745,0.003668935501,0.8210346876582761,0.7416424395568744,0.8631794594899429,-0.21797533652586823,-0.3483586519097967,-0.1585076417259802,-3.997635629509954,-6.388846467303841,-2.9070068486311436,-317.5246727172323,-507.4540482370009,-230.89808170223537,0.8050032921718702,0.7198036278391514,0.8505722444905295,-0.24223094454935168,-0.3892677965544538,-0.1756790871996697,-4.4424799150862615,-7.13911416644259,-3.221928634416124,-352.85781692504065,-567.0463992408729,-317.5246727172323,-0.4448442855763073,-0.7502676991387487,-0.31492178578498065,-35.33314420780837,-59.59235100387202,-25.013644621523483,0.8846081053059285,0.8484662821599133,0.921894934420164,-0.13044408478957464,-0.17859721832944525,-0.08472230691771959,-0.37712965566098056,-0.5163461996704947,-0.244942455506707,-47.85909335799246,-65.52616747087495,-31.084067957703933,0.8738280987690851,0.8346377950714569,0.9144281173184402,-0.144389842131017,-0.19812451090162503,-0.09357967133873714,-0.4174485300092798,-0.5728019687122041,-0.27055016933712467,-52.97570177782738,-72.69060516652337,-34.333777834660495,-0.04031887434829917,-0.05645576904170946,-0.02560771383041768,-5.116608419834921,-7.164437695648409,-3.249709876956559,0.8484662821599133,0.8134456835527673,0.921894934420164,-0.17859721832944525,-0.229338381430026,-0.08472230691771959,-0.4695408491015907,-0.602941856292535,-0.2227391014266039,-134.1545283147402,-172.26910179786717,-63.63974326474397,0.8346377950714569,-0.19812451090162503,-0.5208790592974705,0.7968221808190886,-0.2549851448312545,-0.6703684555238123,0.9144281173184402,-0.09357967133873714,-0.24602554703840057,-148.82258837070583,-191.53384443537496,-70.29301343954302,-0.05133821019587975,-0.06742659923127725,-0.02328644561179665,-14.668060055965643,-19.264742637507783,-6.6532701747990455,0.9835
21111006300,21111006300,Census Tract 63; Jefferson County; Kentucky,1440,847,423,Louisville city,Kentucky,46435,0.563510347129397,0.21898219303303523,21111,1440,847,423,0.014567,0.007511568745,0.003668935501,0.8276092398784881,0.7506626730024415,0.8683316271620765,-0.20829970451613464,-0.33215628799055463,-0.1516337407497738,-4.3693945857886085,-6.967469731908109,-3.1807421301628147,-303.4301795686534,-483.8520647158409,-220.8848701501955,0.8120969207964746,0.7294395434432385,0.856158517337114,-0.23138011534292863,-0.3709155323272041,-0.16800800289912685,-4.853540361888635,-7.78050224555095,-3.524216512653476,-337.05141402004415,-540.3126559410382,-303.4301795686534,-0.48414577610002674,-0.8130325136428409,-0.3434743824906614,-33.62123445139074,-56.46059122519729,-23.8523876729626,0.8890059813726182,0.8541243612225404,0.9249323317466538,-0.12485182434431756,-0.17078969456937426,-0.08116017321136075,-0.3879880772241559,-0.530744068448114,-0.2522124103258126,-45.80732907014828,-62.661637361052414,-29.77714407624706,0.8786079958446225,0.8407622811193934,0.917742738505892,-0.13816401026339525,-0.189396839578242,-0.08962997803504805,-0.4293568713568666,-0.5885674158644244,-0.27853307728654236,-50.69148422158992,-69.48847885058139,-32.8846608366638,-0.04136879413271072,-0.05782334741631045,-0.02632066696072976,-4.884155151441643,-6.82684148952898,-3.107516760416737,0.8541243612225404,0.8202675000148685,0.9249323317466538,-0.17078969456937426,-0.21911449616359735,-0.08116017321136075,-0.5426660789071576,-0.6962129932056149,-0.2578778132432621,-128.2898531695408,-164.58936009589004,-60.96402204332438,0.8407622811193934,-0.189396839578242,-0.6017883019843677,0.8041759024181979,-0.2435090345196232,-0.7737240427440137,0.917742738505892,-0.08962997803504805,-0.2847897167065727,-142.26673805777014,-182.91348528227277,-67.32617416231034,-0.05912222307721015,-0.07751104953839882,-0.02691190346331062,-13.976884888229351,-18.324125186382695,-6.362152118985964,0.294
21111009002,21111009002,Census Tract 90.02; Jefferson County; Kentucky,2652,1859,772,Louisville city,Kentucky,77569,0.6943516202218061,0.2118633081122018,21111,2652,1859,772,0.014567,0.007511568745,0.003668935501,0.7845647403729762,0.6922850650215296,0.834406326531134,-0.27459207448528405,-0.4444916560043089,-0.1984568767081217,-10.607954250419956,-17.171461195395164,-7.666723348615118,-399.99827490271326,-647.4909953014768,-289.0921323007209,0.7657582156590144,0.6672882209935039,0.8194365799452862,-0.3058952284820037,-0.4986028054131275,-0.22035069518957776,-11.817247803824566,-19.26186602023343,-8.512518425744087,-445.5975793297348,-726.3147066453029,-399.99827490271326,-1.20929355340461,-2.0904048248382665,-0.8457950771289688,-45.599304427021494,-78.82371134382605,-31.892725381936987,0.8599660840528712,0.816940929705287,0.904780778290605,-0.16283655663159782,-0.2240787107591144,-0.10524010234754536,-1.110635054860969,-1.528340296338789,-0.7177954954474839,-59.74368234862663,-82.21303369224255,-38.61191476317826,0.8470898070074511,0.8005891882946499,0.8957724517020726,-0.18051237510783072,-0.24908007080400232,-0.11635493824339296,-1.2311938779480818,-1.6988633500034154,-0.7936048016027575,-66.22882614029488,-91.38587143643976,-42.6898763637847,-0.12055882308711284,-0.17052305366462628,-0.07580930615527359,-6.485143791668255,-9.17283774419722,-4.077961600606433,0.816940929705287,0.7756513855116144,0.904780778290605,-0.2240787107591144,-0.28923897859140263,-0.10524010234754536,-1.2994169982020216,-1.677276899938482,-0.6102800994331344,-168.3182640158059,-217.2638471422904,-79.05182635144229,0.8005891882946499,-0.24908007080400232,-1.4443981617870802,0.7561940047107736,-0.32241196540889855,-1.8696447639169769,0.8957724517020726,-0.11635493824339296,-0.6747342666601872,-187.09820748537308,-242.18196423795033,-87.40081174354756,-0.14498116358505864,-0.1923678639784947,-0.06445416722705277,-18.779943469567183,-24.918117095659937,-8.348985392105282,0.5103
21111012605,21111012605,Census Tract 126.05; Jefferson County; Kentucky,2499,2193,1159,Louisville city,Kentucky,78688,0.6452768895789851,0.2057370361637784,21111,2499,2193,1159,0.014567,0.007511568745,0.003668935501,0.8004406407721859,0.7136288449428501,0.84697252814202,-0.24931187781182496,-0.401288648975622,-0.1806758386764588,-9.07568358408805,-14.608083802320085,-6.577130450057937,-363.1726124084854,-584.5571749627885,-263.1904941999975,0.7828202366417145,0.6899532036490323,0.8330215880877917,-0.2774324847425802,-0.4493736599977921,-0.2004490811522769,-10.099356154107667,-16.358519236864403,-7.296934471097897,-404.13590052451656,-654.6026105187836,-363.1726124084854,-1.0236725700196183,-1.7504354345443185,-0.7198040210399599,-40.96328811603115,-70.04543555599513,-28.80368231452421,0.870745228680545,0.8306937491308881,0.9122870611576276,-0.14844154990698816,-0.20381307918381264,-0.09614620504545018,-1.194357081703926,-1.639875052635852,-0.7735900153760467,-54.46224722772121,-74.77770417856142,-35.27542249776774,0.8587766227041597,0.8154269046577857,0.9039505366045014,-0.16444716071933696,-0.2263514905970328,-0.1062552202870392,-1.3231378350220089,-1.8212185598856967,-0.8549269048817818,-60.334602600182805,-83.04690195557212,-38.98435498776934,-0.12878075331808292,-0.1813435072498446,-0.08133688950573514,-5.872355372461601,-8.269197777010698,-3.7089324900016023,0.8306937491308881,0.7920938472651996,0.9122870611576276,-0.20381307918381264,-0.26247666668870323,-0.09614620504545018,-1.7743779523310117,-2.285097758391358,-0.8370400325441574,-153.09559554193368,-197.16115257906452,-72.22088287697648,0.8154269046577857,-0.2263514905970328,-1.970595292515133,0.7738455754795595,-0.29224748669046857,-2.5442797836347264,0.9039505366045014,-0.1062552202870392,-0.9250481909817064,-170.02547821528327,-219.5237086828927,-79.81433917012136,-0.1962173401841216,-0.2591820252433683,-0.08800815843754906,-16.929882673349578,-22.362556103828155,-7.593456293144871,0.748
21111012206,21111012206,Census Tract 122.06; Jefferson County; Kentucky,3094,2169,836,Louisville city,Kentucky,96855,0.7463728082108637,0.17352104911134272,21111,3094,2169,836,0.014567,0.007511568745,0.003668935501,0.7680793181330663,0.6703563886872627,0.8212891535389291,-0.3019488695915576,-0.4917438199675665,-0.21759796253366695,-13.60892553325464,-22.163040505596573,-9.807205015585204,-439.848918334022,-716.3232225467542,-316.9749520227926,0.7480776474954733,0.6440748305867192,0.8052777433659182,-0.33675963096605027,-0.5526146225727392,-0.24180757290047197,-15.177856922009914,-24.90650571851088,-10.898339369280995,-490.55775442824546,-804.9937207017091,-439.848918334022,-1.5689313887552745,-2.743465212914309,-1.091134353695793,-50.70883609422347,-88.67049815495504,-35.266139421324915,0.8486854163687045,0.8026109107730128,0.8968912406235965,-0.17829289948062224,-0.2459337227759304,-0.1149623886444842,-1.4188408270545936,-1.9571211620905904,-0.9148616184922136,-65.41451484806794,-90.23149663857032,-42.178958897750746,0.8348749171165025,0.785155297423825,0.8871841224042555,-0.19778421832794757,-0.2736333860079688,-0.12716174100367714,-1.5739512046090829,-2.177552896633954,-1.0119431020581304,-72.56575401609417,-100.39432441834737,-46.65482259373584,-0.1551103775544891,-0.2204317345433635,-0.09708148356591684,-7.151239168026238,-10.162827779777018,-4.475863695985101,0.8026109107730128,0.7585942298044589,0.8968912406235965,-0.2459337227759304,-0.3182277965095618,-0.1149623886444842,-1.544382982628565,-1.9983660149630071,-0.7219260321880886,-184.73480653451736,-239.03899700514444,-86.35478853924505,0.785155297423825,-0.2736333860079688,-1.7183277675781183,0.7379220511237167,-0.35515668420151947,-2.23026729745131,0.8871841224042555,-0.12716174100367714,-0.7985339571605932,-205.5415989925979,-266.77838486259685,-95.5184159283006,-0.17394478494955323,-0.23190128248830244,-0.07660792497250446,-20.80679245808053,-27.73938785745245,-9.163627389055558,0.654
21111007602,21111007602,Census Tract 76.02; Jefferson County; Kentucky,2817,1788,694,Louisville city,Kentucky,56762,0.7078009798002113,0.18537209204379052,21111,2817,1788,694,0.014567,0.007511568745,0.003668935501,0.7802690501636023,0.6865478807336148,0.8309951158910064,-0.2816092087598833,-0.4565626492524367,-0.20337650712637925,-11.555901186062703,-18.73515743054691,-8.345603576916176,-410.220134400522,-665.0748111660245,-296.25855793099663,0.7611474886216594,0.6612077175555762,0.8157523214843334,-0.3138058194356943,-0.5123840412766318,-0.225862279105025,-12.87709680013456,-21.025801593572453,-9.268312604159403,-457.1209371719758,-746.3898329276697,-410.220134400522,-1.3211956140718542,-2.2906441630255436,-0.9227090272432292,-46.90080277145382,-81.31502176164514,-32.75502404129319,0.8570353312172989,0.8132117603160532,0.9027344198486128,-0.1668130397607293,-0.2296920049598789,-0.10774550965686965,-1.0943029950908614,-1.506792570512184,-0.7068166499107281,-61.20262836078643,-84.27251512931677,-39.531132545342736,0.8439147909520287,0.7965701273608482,0.8935441213262919,-0.18495375448022425,-0.2553822515453151,-0.1191389167394388,-1.2133071117900498,-1.6753220441276144,-0.7815580461027062,-67.85833958557326,-93.69810090199186,-43.71130011760102,-0.11900411669918842,-0.16852947361543036,-0.07474139619197806,-6.655711224786825,-9.425585772675076,-4.180167572258281,0.8132117603160532,0.7712050751319871,0.9027344198486128,-0.2296920049598789,-0.29667196475445395,-0.10774550965686965,-1.1973910160905097,-1.5465594694293046,-0.5616804351103305,-172.5347285433011,-222.84718579672975,-80.93378027526376,0.7965701273608482,-0.2553822515453151,-1.3313150090824484,0.7514271226265644,-0.3308010449563829,-1.7244753443347476,0.8935441213262919,-0.1191389167394388,-0.6210745933254292,-191.83213387355164,-248.48347901077057,-89.49201632931258,-0.1339239929919387,-0.17791587490544303,-0.05939415821509875,-19.29740533025053,-25.636293214040784,-8.55823605404881,0.6089
21111012204,21111012204,Census Tract 122.04; Jefferson County; Kentucky,3666,2744,770,Louisville city,Kentucky,174613,0.7998723905126339,0.14583805782796216,21111,3666,2744,770,0.014567,0.007511568745,0.003668935501,0.7514866240843142,0.6485287992822645,0.808014250746209,-0.3306956743488271,-0.5419515696245308,-0.23760193471401064,-17.66001609428551,-28.941634814965504,-12.688566306000988,-481.72438882393647,-789.4608514720542,-346.1147382978993,0.7303203132570142,0.6210437467639289,0.7909716584276962,-0.36926220159520634,-0.6101925270332363,-0.2642678019435147,-19.719569770676603,-32.585880868380706,-14.11259353396038,-537.9042490637372,-888.8674541293155,-481.72438882393647,-2.0595536763910935,-3.644246053415202,-1.4240272279593924,-56.179860239800696,-99.40660265726136,-38.84416879321856,0.8372384859485233,0.7881357828136324,0.8888492395037739,-0.19440280969296467,-0.26881689907545586,-0.12505018349149877,-1.957161759215969,-2.706329995602634,-1.2589501021052298,-71.3251369976665,-98.6271864286674,-45.8801057618524,0.8224965823148364,0.7695930734788775,0.8784375979026038,-0.21581052310952784,-0.2993879940727485,-0.1383847895259082,-2.1726851774079456,-3.014106298633223,-1.3931970352950085,-79.17948897259276,-109.84352400266847,-50.77248670900177,-0.2155234181919767,-0.3077763030305891,-0.13424693318977865,-7.854351974926265,-11.21633757400106,-4.892380947149368,0.7881357828136324,0.7414434845802738,0.8888492395037739,-0.26881689907545586,-0.3487204632543145,-0.12505018349149877,-1.5548121952617204,-2.016967054042733,-0.723278748400868,-201.92366172230135,-261.943773252303,-93.93230498712572,0.7695930734788775,-0.2993879940727485,-1.7316325941569293,0.7195912246057431,-0.3896778696097775,-2.2538609216038226,0.8784375979026038,-0.1383847895259082,-0.800404882035386,-224.88734989051028,-292.709210597899,-103.94868597862155,-0.17682039889520884,-0.23689386756108943,-0.07712613363451792,-22.96368816820894,-30.76543734559603,-10.016380991495836,0.5135
21111004000,21111004000,Census Tract 40; Jefferson County; Kentucky,1121,593,267,Louisville city,Kentucky,44746,0.5902097774916377,0.21459639522905663,21111,1121,593,267,0.014567,0.007511568745,0.003668935501,0.8186379073118066,0.7383633149139778,0.8612986132654845,-0.22154128347627977,-0.35434680976329913,-0.16103751312062373,-3.617682093443242,-5.786344145138438,-2.629679301517129,-322.7191876398967,-516.1769977821979,-234.5833453628126,0.8024186905036108,0.7163035804949496,0.8485337537872769,-0.24623218755333823,-0.39605612373041976,-0.17850350152446015,-4.020874853496305,-6.467440850461128,-2.9148920280183352,-358.6864276089478,-576.9349554381024,-322.7191876398967,-0.4031927600530629,-0.6810967053226902,-0.2852127265012063,-35.967239969051114,-60.75795765590456,-25.442705307868536,0.8830015311360621,0.8464017301479912,0.920784085107728,-0.1325008674825385,-0.1814720650738184,-0.08603093404139815,-0.2882793220156493,-0.3948249160795449,-0.18717567521658432,-48.6137136619982,-66.58093019891146,-31.56419480886751,0.8720825616183309,0.8324040732201182,0.913216153086584,-0.1466804222576033,-0.20133962839891492,-0.09503100292312489,-0.31912947805389663,-0.43805035146181953,-0.20675693384993055,-53.816100852259126,-73.87021103909267,-34.866262032028764,-0.03085015603824731,-0.04322543538227463,-0.01958125863334622,-5.2023871902609296,-7.28928084018122,-3.302067223161252,0.8464017301479912,0.8109594007036529,0.920784085107728,-0.1814720650738184,-0.23310735300968263,-0.08603093404139815,-0.36395835119045983,-0.4675175091949561,-0.17254268249135565,-136.31398920991006,-175.10019070972135,-64.6227275248523,0.8324040732201182,-0.20133962839891492,-0.4038045147695914,0.7941435698777222,-0.2592181539088385,-0.5198850404712076,0.913216153086584,-0.09503100292312489,-0.19059312033401404,-151.23764598112038,-194.7134983038231,-71.38319113633484,-0.03984616357913156,-0.05236753127625154,-0.01805043784265841,-14.923656771210323,-19.613307594101705,-6.760463611482554,0.7342
21111009800,21111009800,Census Tract 98; Jefferson County; Kentucky,1720,1091,499,Louisville city,Kentucky,68959,0.7024467206715537,0.1902542009640352,21111,1720,1091,499,0.014567,0.007511568745,0.003668935501,0.781976361386285,0.6888261647486463,0.8323514623636133,-0.27881103493615,-0.4517450863163734,-0.20141556207556616,-6.9856773949736235,-11.318581556477453,-5.046515247538209,-406.1440345914898,-658.0570672370612,-293.4020492754773,0.7629797072682984,0.6636217306038847,0.8172170549303773,-0.3106508475570169,-0.5068825414894365,-0.2236651131628608,-7.783431541744472,-12.70006372882779,-5.603983089922637,-452.5250896363065,-738.3757981876622,-406.1440345914898,-0.7977541467708482,-1.3814821723503368,-0.5574678423844279,-46.381055044816755,-80.31873095060097,-32.41092106886209,0.858200880424602,0.8146943179616399,0.9035485305610592,-0.1652283548173963,-0.2274542462772954,-0.10674741441840337,-0.6613774848466544,-0.9104558202907832,-0.42728947183400656,-60.62121767613697,-83.45149590199661,-39.16493783996393,0.8451773528811322,0.798167713204264,0.8944305661981958,-0.1831836200900221,-0.2528695203486436,-0.1180297697679656,-0.7332489756624269,-1.0121882987178266,-0.47245058121191114,-67.20888869499788,-92.77619603279804,-43.30436124765455,-0.07187149081577249,-0.10173247842704349,-0.04516110937790457,-6.587671018860906,-9.32470013080142,-4.139423407690612,0.8146943179616399,0.7729721122808629,0.9035485305610592,-0.2274542462772954,-0.2937077342276036,-0.10674741441840337,-0.8525605654197783,-1.1008967124578282,-0.4001184303356657,-170.85382072540648,-220.6205836588834,-80.1840541754841,0.798167713204264,-0.2528695203486436,-0.9478239460213924,0.7533212320736231,-0.32745495204928543,-1.227390491221234,0.8944305661981958,-0.1180297697679656,-0.44240777605472953,-189.94467856140125,-245.97003832088865,-88.658872956859625,-0.095263380601614,-0.12649377876340595,-0.04228934571906384,-19.090857835994782,-25.3494546620052,-8.47481878137552,0.13
21111000900,21111000900,Census Tract 9; Jefferson County; Kentucky,1237,725,265,Louisville city,Kentucky,39563,0.6944789783825974,0.16180255044824843,21111,1237,725,265,0.014567,0.007511568745,0.003668935501,0.7845239518014825,0.6922305127706214,0.834373958629721,-0.2746583424301136,-0.44460549130887783,-0.1985033684923293,-4.949172767759999,-8.011514853375877,-3.5769074296399404,-400.0948074179465,-647.6568191896424,-289.15985688277607,0.7657144238455171,0.6672303804793025,0.8194016140909293,-0.3059699136629428,-0.49873271550023496,-0.2204027705137394,-5.513387836889844,-8.986853820297908,-3.9715210545370954,-445.7063732328088,-726.5039466691923,-400.0948074179465,-0.5642150691298458,-0.9753389669220311,-0.394613624897155,-45.61156581486223,-78.84712747954981,-31.90085892458812,0.8599382844599903,0.8169055364099463,0.9047613786441886,-0.16287414814653042,-0.2241317452623698,-0.10526380060401036,-0.4332416896392056,-0.5961855648932929,-0.2799994188795232,-59.757474432993874,-82.2324917094197,-38.620609500623885,0.8470596853717766,0.8005510350207793,0.8957513245785954,-0.18055435439723183,-0.24913960041790936,-0.11638126850713638,-0.480270653513401,-0.662705915391711,-0.3095716415660033,-66.24422807081393,-91.4077124678222,-42.699536767724595,-0.04702896387419536,-0.06652035049841809,-0.02957222268648013,-6.486753637820049,-9.175220758402494,-4.078927267100708,0.8169055364099463,0.7756091613653491,0.9047613786441886,-0.2241317452623698,-0.2893091647340046,-0.10526380060401036,-0.4461489683059065,-0.5758889050563714,-0.2095345127682041,-168.35810124751188,-217.3165679458005,-79.06962745969965,0.8005510350207793,-0.24913960041790936,-0.4959287474448536,0.756148723395041,-0.322491156911683,-0.6419398411211226,0.8957513245785954,-0.11638126850713638,-0.2316645632407395,-187.1429235640957,-242.2414494796689,-87.42058990216586,-0.0497797791389471,-0.06605093606475121,-0.02213005047253544,-18.78482231658381,-24.92488153386838,-8.350962442466203,0.8637
