geoid,GEOID,NAME,over20,over35,over55,city,state,totalCells,meanNDVI,standardDevNDVI,countyGEOID,popOver20_2023,popOver35_2023,popOver55_2023,mortalityRate,DementiaRate,StrokeRate,rr_Mortality,rr_Mortality_low,rr_Mortality_high,paf_Mortality,paf_Mortality_low,paf_Mortality_high,ls_Mortality,ls_Mortality_low,ls_Mortality_high,ls_Mortality_Rate,ls_Mortality_low_Rate,ls_Mortality_high_Rate,rr_Mortality10,rr_Mortality_low10,rr_Mortality_high10,paf_Mortality10,paf_Mortality_low10,paf_Mortality_high10,ls_Mortality10,ls_Mortality_low10,ls_Mortality_high10,ls_Mortality10_Rate,ls_Mortality_low10_Rate,ls_Mortality_high10_Rate,ls_Mortality_Change,ls_Mortality_Change_low,ls_Mortality_Change_high,ls_Mortality_Change_Rate,ls_Mortality_Change_low_Rate,ls_Mortality_Change_high_Rate,rr_Stroke,rr_Stroke_low,rr_Stroke_high,paf_Stroke,paf_Stroke_low,paf_Stroke_high,ls_Stroke,ls_Stroke_low,ls_Stroke_high,ls_Stroke_Rate,ls_Stroke_low_Rate,ls_Stroke_high_Rate,rr_Stroke10,rr_Stroke_low10,rr_Stroke_high10,paf_Stroke10,paf_Stroke_low10,paf_Stroke_high10,ls_Stroke10,ls_Stroke_low10,ls_Stroke_high10,ls_Stroke10_Rate,ls_Stroke_low10_Rate,ls_Stroke_high10_Rate,ls_Stroke_Change,ls_Stroke_Change_low,ls_Stroke_Change_high,ls_Stroke_Change_Rate,ls_Stroke_Change_low_Rate,ls_Stroke_Change_high_Rate,rr_Dementia,rr_Dementia_low,rr_Dementia_high,paf_Dementia,paf_Dementia_low,paf_Dementia_high,ls_Dementia,ls_Dementia_low,ls_Dementia_high,ls_Dementia_Rate,ls_Dementia_low_Rate,ls_Dementia_high_Rate,rr_Dementia10,paf_Dementia10,ls_Dementia10,rr_Dementia_low10,paf_Dementia_low10,ls_Dementia_low10,rr_Dementia_high10,paf_Dementia_high10,ls_Dementia_high10,ls_Dementia_10_Rate,ls_Dementia_low10_Rate,ls_Dementia_high10_Rate,ls_Dementia_Change,ls_Dementia_Change_low,ls_Dementia_Change_high,ls_Dementia_Change_Rate,ls_Dementia_Change_low_Rate,ls_Dementia_Change_high_Rate,RPL_THEMES
53063004300,53063004300,Census Tract 43; Spokane County; Washington,2324,1613,729,Spokane city,Washington,97283,0.6997837083210265,0.16305507988202758,53063,2324,1613,729,0.012457,0.00730409985099999,0.00317867361099999,0.7828269060154526,0.6899621134381743,0.8330268835415143,-0.27742160152612405,-0.44935494358793865,-0.2004414500389464,-8.031374228850195,-13.008856173006988,-5.802793608646101,-345.5840890210927,-559.7614532274952,-249.68991431351552,0.7638926273587797,0.66482565205954125,0.8179465387269794,-0.3090845024353495,-0.50415375354746506,-0.2225737901603711,-8.948017363249535,-14.595285447654357,-6.443526360160474,-385.026564683715,-628.0243307940773,-345.5840890210927,-0.9166431343993402,-1.586429274647367,-0.6407327515143733,-39.442475662622215,-68.26287756658205,-27.57025608925875,0.8587811720154855,0.8154326939636266,0.9039537127522506,-0.1644409921715983,-0.22634278390192464,-0.106251333329136,-0.843121942963,-1.160504842611899,-0.5447718930410526,-52.27042423825171,-71.94698342293235,-33.77383093868894,0.8458060081178125,0.7989634865745687,0.8948717788105094,-0.18230420498586697,-0.2516216533090191,-0.11747853008531592,-0.9347102172529737,-1.290114675348596,-0.6023359822507577,-57.94855655629098,-79.98231093295696,-37.34259034412633,-0.09158827428997351,-0.12960983273669724,-0.05756408920970513,-5.6781323180392755,-8.035327510024628,-3.5687594054373917,0.8154326939636266,0.7738524788714652,0.9039537127522506,-0.22634278390192464,-0.2922359587945408,-0.106251333329136,-1.2052048844520973,-1.5560655342311869,-0.5657552836467244,-165.3230294172973,-213.4520623088048,-77.60703479378935,0.7989634865745687,-0.2516216533090191,-1.3398069970427866,0.7542650698230035,-0.32579386214273576,-1.7347509260515002,0.8948717788105094,-0.11747853008531592,-0.6255366123729623,-183.786968044278,-237.96308999334707,-85.8074914091855,-0.13460211259068933,-0.1786853918203135,-0.05978132872623787,-18.463938626980703,-24.51102768454232,-8.20045661539614,0.0674
53063012200,53063012200,Census Tract 122; Spokane County; Washington,1464,1062,435,Spokane city,Washington,275643,0.48414042372473926,0.28650505716238156,53063,1464,1062,435,0.012457,0.00730409985099999,0.00317867361099999,0.8548632343003132,0.7884483033413849,0.889579741183831,-0.16977776078822487,-0.2683139728528488,-0.12412631909672812,-3.096245172827375,-4.893254801988101,-2.2636976394303474,-211.49215661389175,-334.23871598279374,-154.62415569879423,0.8415623611261429,0.7699287646724345,0.8792317698754055,-0.1882660705759732,-0.2988214571064234,-0.13735653585596477,-3.4334173658654117,-5.449621256679785,-2.50497773751895,-234.52304411648987,-372.24188911747166,-211.49215661389175,-0.33717219303803647,-0.556366454691684,-0.2412800980886027,-23.03088750259812,-38.003173134677866,-16.480881016981062,0.9070977087730104,0.8775001503797776,0.937374586414081,-0.10241707186390578,-0.13960094430434583,-0.06680937854896624,-0.3457345711559685,-0.471258079670221,-0.22553185149168475,-32.555044364968786,-44.374583773090485,-21.23652085609084,0.8982960230340222,0.866107739633279,0.9313319296266804,-0.11321877683758357,-0.154590767683721,-0.0737310385147481,-0.382198441571931,-0.521859996552385,-0.2488976546376386,-35.988553820332484,-49.13935937404755,-23.43669064384544,-0.03646387041596249,-0.05060191688216409,-0.02336580314595385,-3.4335094553637004,-4.764775600957071,-2.2001697877546,0.8775001503797776,0.8485735078668726,0.937374586414081,-0.13960094430434583,-0.17844829084256986,-0.06680937854896624,-0.4435517678743817,-0.5669807985311722,-0.21227233177863447,-101.96592364928316,-130.3404134554419,-48.79823719049068,0.866107739633279,-0.154590767683721,-0.4911786853940193,0.8347538217356733,-0.1979579775037584,-0.6289686027854163,0.9313319296266804,-0.0737310385147481,-0.2342644073318964,-112.91464032046422,-144.59048339894628,-53.85388674296468,-0.0476269175196376,-0.0619878042542441,-0.02199207555326191,-10.948716671181058,-14.250069943504393,-5.0556495524740015,0.3631
53063010800,53063010800,Census Tract 108; Spokane County; Washington,1461,1002,506,Spokane city,Washington,63641,0.5933636889834291,0.22799875202426068,53063,1461,1002,506,0.012457,0.00730409985099999,0.00317867361099999,0.8175845977473776,0.7369238073039809,0.8604715985035684,-0.2231150180118563,-0.35699239200654603,-0.16215340720028776,-4.060621261664967,-6.49714622597652,-2.951139635494712,-277.9343779373694,-444.7054227225544,-201.9944993493985,0.8012830785722269,0.7147675801979619,0.8476375630214906,-0.2479983999934936,-0.39905617952487454,-0.1797495104339146,-4.513490776398386,-7.262693572206731,-3.2713830308053757,-308.931606871895,-497.10428283413626,-277.9343779373694,-0.4528695147334183,-0.7655473462302105,-0.3202433953106638,-30.99722893452555,-52.398860111581826,-21.91946579812894,0.88229492974764,0.8454941059628627,0.9202952973315888,-0.1334078506900485,-0.18274035613906908,-0.08660774742576262,-0.4249081345176627,-0.5820336916194487,-0.27584835677292563,-42.40600144886853,-58.08719477240007,-27.52977612504248,0.8713149422290113,0.8314222504368197,0.9126829197743616,-0.1476906357668843,-0.2027582849443967,-0.09567077276654357,-0.47039924715701575,-0.6457914145839012,-0.3047143730584634,-46.946032650400774,-64.45024097643724,-30.410616073698943,-0.04549111263935307,-0.06375772296445248,-0.02886601628553775,-4.540031201532242,-6.3630462040371745,-2.880839948656462,0.8454941059628627,0.809866865968736,0.9202952973315888,-0.18274035613906908,-0.2347708518780219,-0.08660774742576262,-0.675385426871813,-0.8676836105760299,-0.3200913673443869,-133.47538080470613,-171.4789744221403,-63.259163506795844,0.8314222504368197,-0.2027582849443967,-0.7493691799788001,0.7929667809253256,-0.26108687533301717,-0.9649443312522809,0.9126829197743616,-0.09567077276654357,-0.3535871718172378,-148.09667588513835,-190.70046072179463,-69.87888771091657,-0.07398375310698713,-0.0972607206762508,-0.03349580447285089,-14.621295080432237,-19.22148629965431,-6.619724204120728,0.6274
53063001300,53063001300,Census Tract 13; Spokane County; Washington,2480,1538,579,Spokane city,Washington,74689,0.5509356739470004,0.1990214043771089,53063,2480,1538,579,0.012457,0.00730409985099999,0.00317867361099999,0.8318684729049596,0.7565260822926586,0.8716638412519042,-0.2021131135165034,-0.32183149187598614,-0.14723125208885154,-6.2439531765862055,-9.942456137861916,-4.548468074031643,-251.7723055075083,-400.905489429916,-183.4059707270824,0.8166954419271529,0.7357093849462629,0.8597732598747808,-0.22444665252484333,-0.35923235514121,-0.16309734981248672,-6.933911237244894,-11.097894471025253,-5.038625142803085,-279.5931950501973,-447.4957447994053,-251.7723055075083,-0.6899580606586886,-1.155438333163335,-0.49015706877144183,-27.820889542689056,-46.59025536948933,-19.764397934332333,0.8918480333415963,0.8577858694130828,0.9268925064474745,-0.12126725923605776,-0.1657921115956637,-0.07887375617343882,-0.5928513786167834,-0.8105244774432169,-0.3855980202626979,-38.54690368119528,-52.69990100411032,-25.07139273489583,0.8816981811002517,0.844727779387013,0.9198823969323252,-0.13417496081496064,-0.1838133235367992,-0.08709548452590819,-0.6559545502727917,-0.898626578628255,-0.4257924059450358,-42.64984071994744,-58.428256087662874,-27.68481182997632,-0.06310317165600832,-0.08810210118503814,-0.04019438568233791,-4.102937038752166,-5.728355083552545,-2.6134190950804883,0.8577858694130828,0.8246882834571206,0.9268925064474745,-0.1657921115956637,-0.2125793709690731,-0.07887375617343882,-0.7011470776720574,-0.8990138511042897,-0.3335629368235361,-121.09621376028626,-155.27009518208803,-57.610179071422465,0.844727779387013,-0.1838133235367992,-0.7773601131839738,0.8089446496407415,-0.23617852030309813,-0.9988163955790952,0.9198823969323252,-0.08709548452590819,-0.3683332329025576,-134.25908690569494,-172.50714949552594,-63.61541155484587,-0.07621303551191638,-0.09980254447480552,-0.03477029607902149,-13.1628731454087,-17.237054313437913,-6.005232483423401,0.3023
53063004001,53063004001,Census Tract 40.01; Spokane County; Washington,2080,1184,587,Spokane city,Washington,55545,0.6237733538433988,0.266418697100161,53063,2080,1184,587,0.012457,0.00730409985099999,0.00317867361099999,0.8074979764727948,0.7231874111110126,0.8525382416443043,-0.23839319618863564,-0.3827674329448406,-0.17296791059047847,-6.176901213437416,-9.917718537363273,-4.481695425429229,-296.96640449218347,-476.81339121938805,-215.46612622255907,0.7904157526420582,0.7001255765307244,0.8390450040414283,-0.2651569717042982,-0.4283151959041678,-0.1918311832896921,-6.870365624762521,-11.097886582386694,-4.9704533844985646,-330.30603965204426,-533.5522395378218,-296.96640449218347,-0.6934644113251052,-1.180168045023423,-0.4887579590693356,-33.339635159860826,-56.73884831843382,-23.497978801410365,0.8755109001236178,0.8367926731516254,0.9155957511683124,-0.142190234135069,-0.1950391442048414,-0.09218505953526604,-0.5351399924646734,-0.7340394844624082,-0.3469430398306854,-45.19763449870552,-61.99657807959528,-29.30262160732141,0.8639482179690002,0.8220148358133192,0.9075574904025902,-0.15747677835465076,-0.2165230558285221,-0.1018585715780965,-0.5926716591662496,-0.8148952505024802,-0.3833497817788687,-50.05672797012244,-68.82561237352029,-32.37751535294499,-0.05753166670157628,-0.08085576604007205,-0.03640674194818327,-4.859093471416916,-6.829034293925004,-3.074893745623587,0.8367926731516254,0.7994079880014122,0.9155957511683124,-0.1950391442048414,-0.25092570378247636,-0.09218505953526604,-0.8362316204818149,-1.0758456142228678,-0.3952440523345701,-142.45853841257494,-183.27863956096556,-67.33288796159627,0.8220148358133192,-0.2165230558285221,-0.9283440336315064,0.7817093956771657,-0.2792477684545896,-1.1972766537852535,0.9075574904025902,-0.1018585715780965,-0.436719299184662,-158.15060198151727,-203.96535839612497,-74.39851774866474,-0.09211241314969154,-0.12143103956238588,-0.04147524685009191,-15.69206356894234,-20.686718835159436,-7.065629787068469,0.5787
53063003602,53063003602,Census Tract 36.02; Spokane County; Washington,2006,1053,385,Spokane city,Washington,58274,0.6250256248852876,0.2593659509960664,53063,2006,1053,385,0.012457,0.00730409985099999,0.00317867361099999,0.8070852873719637,0.7226272680042604,0.8522131184285688,-0.2390264271279265,-0.38383928240319926,-0.17341540323146107,-5.972969718681556,-9.591660797438688,-4.333432770176947,-297.75522027325803,-478.1485940896653,-216.02356780543104,0.7899714092469112,0.6995290909585367,0.8386930355621633,-0.265868597641162,-0.4295331143837637,-0.1923313508019236,-6.643721792356806,-10.73349217579236,-4.8061185037007625,-331.1925120815955,-535.0694005878545,-297.75522027325803,-0.6707520736752501,-1.1418313783536735,-0.47268573352381527,-33.43729180833749,-56.9208064981891,-23.563595888525185,0.8752326545732346,0.836436273985694,0.915402739016348,-0.1425533482724113,-0.19554834133975343,-0.09241534613994765,-0.47714648632780615,-0.6545283229629437,-0.30932740779388573,-45.31305663132062,-62.15843522914945,-29.37582220264822,0.8636461948647551,0.8216297283801739,0.90734704320977555,-0.15788155606544127,-0.21709325436833868,-0.10211413315732092,-0.5284521945330634,-0.7266422345224461,-0.34179063789731384,-50.18539359288351,-69.00685987867485,-32.458750037731605,-0.0513057082052572,-0.07211391155950242,-0.03246323010342811,-4.872336961562888,-6.848424649525396,-3.082927835083391,0.836436273985694,0.7989801986793362,0.915402739016348,-0.19554834133975343,-0.2515954733958824,-0.09241534613994765,-0.5498972751745512,-0.7075062070011086,-0.2598792026487984,-142.830461084299,-183.7678459743139,-67.5010915970905,0.8216297283801739,-0.21709325436833868,-0.6104832606506817,0.7812492579411693,-0.28000121579034304,-0.7873853828356144,0.90734704320977555,-0.10211413315732092,-0.28715295254006207,-158.56708068848877,-204.51568385340636,-74.5851824779382,-0.06058598547613048,-0.07987917583450588,-0.02727374989126368,-15.736619604189736,-20.747837879092437,-7.084090880847712,0.7787
53063003100,53063003100,Census Tract 31; Spokane County; Washington,4057,2191,880,Spokane city,Washington,97480,0.6713726257718488,0.2201577241111296,53063,4057,2191,880,0.012457,0.00730409985099999,0.00317867361099999,0.7919589637295846,0.7021985227952363,0.840267005808871,-0.26269168706757795,-0.4240986950802853,-0.19009790112770675,-13.27592535291392,-21.43312063280352,-9.6071770419892,-327.2350345800819,-528.2997444615114,-236.80495543478435,0.7737006230187901,0.67780677056793,0.8257698874019025,-0.2924895886709323,-0.4753467262684707,-0.21099111902260448,-14.78185316424142,-24.02309614414556,-10.663079511729215,-364.3542806073803,-592.1394169126339,-327.2350345800819,-1.5059278113274992,-2.5899755113420397,-1.0559024697400172,-37.11924602729848,-63.839672451122496,-26.026681531674075,0.864996650197131,0.8233520394397437,0.9082878371055084,-0.15607384117857798,-0.21454730431038688,-0.10097257625595424,-1.0869721905049563,-1.4942090972590456,-0.7032208701026559,-49.61078003217509,-68.19758545226132,-32.09588635794869,0.8525421662861297,0.8075029584709517,0.8995925464487152,-0.1729625108822836,-0.23838555575517817,-0.11161436802434524,-1.2045928895530889,-1.6602299768317157,-0.7773353509281155,-54.97913690338151,-75.77498753225538,-35.47856462474283,-0.11762069904813256,-0.1660208795726699,-0.07411448082545957,-5.368356871206415,-7.577402079994061,-3.382678266794138,0.8233520394397437,0.783307555319838,0.9082878371055084,-0.21454730431038688,-0.27663775640678295,-0.10097257625595424,-1.3790259414324344,-1.7781190199095465,-0.6490121256838574,-156.70749334459484,-202.05897953517572,-73.75137791862015,0.8075029584709517,-0.23838555575517817,-1.5322488739993148,0.7644085693883053,-0.3082009282028584,-1.980994711312812,0.8995925464487152,-0.11161436802434524,-0.7174133901933495,-174.11919022719485,-225.1130353764559,-81.5242488856079,-0.15322293256688035,-0.20287569140326567,-0.06840126450949213,-17.41169688260004,-23.05405584128019,-7.7728709669877425,0.5735
53063004200,53063004200,Census Tract 42; Spokane County; Washington,3297,2634,1149,Spokane city,Washington,109193,0.7203677705845557,0.16954303421386793,53063,3297,2634,1149,0.012457,0.00730409985099999,0.00317867361099999,0.7762765081643985,0.6812301557616932,0.8278203585483976,-0.28820077573212055,-0.467932667898246,-0.2079915523623065,-11.8366159576837,-19.21833579349586,-8.5423646813616,-359.0117063295026,-582.903724400845,-259.0950767777252,0.7568644171676765,0.6555763091864005,0.8123248014195055,-0.321240604416549,-0.5253754383544528,-0.231034677572985,-13.193585807788288,-21.577552251911936,-9.488762632202445,-400.1694209216951,-654.4601835581418,-359.0117063295026,-1.356969850104587,-2.359216458416075,-0.9463979508408452,-41.15771459219251,-71.55645915729679,-28.704821074942227,0.8543059261422254,0.8097426905569808,0.9008265296507556,-0.1705408676206693,-0.2349602060775021,-0.11009164038240904,-1.4278749519945486,-1.967233998831147,-0.9217561627262494,-54.20937555028659,-74.68618066936776,-34.99453920752655,0.840958880141638,0.7928330393829575,0.8914670273923889,-0.18911878287268408,-0.26129960575088484,-0.12174647998488353,-1.5834208936724854,-2.187763949035519,-1.019337779203674,-60.11468844618396,-83.05861613650414,-38.69923231600888,-0.15554594167793678,-0.22052995020437205,-0.09758161647742458,-5.905312895897372,-8.372435467136373,-3.7046931084823305,0.8097426905569808,0.7670735756301149,0.9008265296507556,-0.2349602060775021,-0.30365590964145384,-0.11009164038240904,-1.9718825543256524,-2.548405113938157,-0.9239342638964108,-171.6172806201612,-221.79330843674123,-80.41203341134994,0.7928330393829575,-0.26129960575088484,-2.1929336147346747,0.7470002110789614,-0.3386877074045369,-2.842406349334172,0.8914670273923889,-0.12174647998488353,-1.0217464648186492,-190.85584114313968,-247.3808833189009,-88.92484463173622,-0.2210510604090223,-0.29400123539601486,-0.0978122009222383,-19.23856052297845,-25.587574882159693,-8.512811220386276,0.0902
53063004602,53063004602,Census Tract 46.02; Spokane County; Washington,2238,1472,597,Spokane city,Washington,74469,0.6780084136737767,0.17471125488095343,53063,2238,1472,597,0.012457,0.00730409985099999,0.00317867361099999,0.7898165600468948,0.6993212623908938,0.8385703662826793,-0.26611678025670377,-0.42995795177329865,-0.19250576959084104,-7.419007445450065,-11.98669712732708,-5.366823304072974,-331.5016731657759,-535.5986205239982,-239.80443717931072,0.7713986222467609,0.6747523505971639,0.8239359685191164,-0.2963466243787409,-0.4820252187561675,-0.21368654629476663,-8.261778195944814,-13.438268279802006,-5.957317221499967,-369.1589899885976,-600.4588150045579,-331.5016731657759,-0.8427707504947488,-1.4515711524749264,-0.5904939174269925,-37.65731682282166,-64.86019448055971,-26.384893540080093,0.8635409277573604,0.821495513834468,0.907273688139204,-0.15802270379590186,-0.21729210100288004,-0.10220324150585192,-0.7393894249844968,-1.016711382319477,-0.4782097391914344,-50.23025984949027,-69.07006673366013,-32.48707467333114,0.8509640603983075,0.8055003170891343,0.8984877238907656,-0.17513776026208883,-0.2414644399070335,-0.11298126107906162,-0.8194709035007465,-1.129813938683507,-0.5286401742066453,-55.670577683474626,-76.75366431273827,-35.91305531295145,-0.0800814785162497,-0.11310255636403022,-0.05043043501521094,-5.440317833984355,-7.683597579078139,-3.4259806396203087,0.821495513834468,0.7810889074358889,0.907273688139204,-0.21729210100288004,-0.2802639884910658,-0.10220324150585192,-0.9475125519274918,-1.2221044654772206,-0.44566210058960215,-158.71232025586127,-204.70761565782593,-74.650268105461,0.8055003170891343,-0.2414644399070335,-1.052917186589417,0.7620272769278262,-0.31228898266159155,-1.3617509773013008,0.8984877238907656,-0.11298126107906162,-0.4926601680913794,-176.36803795467614,-228.0989911727472,-82.5226412213366,-0.10540463466192485,-0.13964651182408017,-0.04699806750177732,-17.655717698814883,-23.3913755149213,-7.872373115875598,0.141
53063000600,53063000600,Census Tract 6; Spokane County; Washington,2181,1439,397,Spokane city,Washington,67461,0.5659337160177184,0.17720571829322093,53063,2181,1439,397,0.012457,0.00730409985099999,0.00317867361099999,0.8267909177790037,0.7495379208585963,0.8676909142564356,-0.20949562760835025,-0.3341553137891932,-0.15248412028947672,-5.691727419228655,-9.078571154384788,-4.142797911138751,-260.96870331172187,-416.2572743871979,-189.94946864460115,0.8112136822383295,0.7282373857366891,0.8554636391281806,-0.23272082546828435,-0.37317860849507795,-0.16895675544914945,-6.32272624715421,-10.13878400465657,-4.5903382740361485,-289.90033228584184,-464.86859260231864,-260.96870331172187,-0.6309988279255556,-1.0602128502717818,-0.4475403628973975,-28.931628974119928,-48.61131821512067,-20.519961618404288,0.8884593078997829,0.8534205201452384,0.9245550470199452,-0.12554395131937632,-0.17175527936663176,-0.08160136405423478,-0.5742520096695014,-0.7856277686905363,-0.3732537235562113,-39.90632450795702,-54.59539740726451,-25.938410254080004,0.8780137066989345,0.8400001994656408,0.9173309596459268,-0.13893438379190795,-0.19047590778685744,-0.0901190998568083,-0.635501338505213,-0.8712580071816152,-0.41221479536458905,-44.16270594198839,-60.54607416133531,-28.645920456191043,-0.06124932883571155,-0.08563023849107887,-0.03896107180837777,-4.25638143403138,-5.9506767540708045,-2.707510202111033,0.8534205201452384,0.819418261922349,0.9245550470199452,-0.17175527936663176,-0.22037797602168105,-0.08160136405423478,-0.4980435310408205,-0.6390361085039858,-0.2366217308788834,-125.45177104302785,-160.9662741823642,-59.6024511029933,0.8400001994656408,-0.19047590778685744,-0.5523282547249748,0.8032601138612655,-0.24492674632256703,-0.710220856294269,0.9173309596459268,-0.0901190998568083,-0.2613208448230379,-139.12550496850753,-178.8969411320577,-65.82389038363675,-0.05428472368415432,-0.07118474779028316,-0.02469911394415452,-13.67373392547968,-17.930666949693492,-6.221439280643458,0.3634
53063001800,53063001800,Census Tract 18; Spokane County; Washington,1739,1191,496,Spokane city,Washington,85971,0.5762490757309588,0.2233500413435377,53063,1739,1191,496,0.012457,0.00730409985099999,0.00317867361099999,0.8233166745297001,0.7447691023947421,0.864968927966984,-0.21459947421959596,-0.3426980211512326,-0.15611089331311814,-4.648808965964749,-7.423772304847294,-3.381787039124631,-267.3265650353507,-426.8989249480904,-194.4673398001513,0.8074648059827496,0.7231423833318366,0.8525121109495086,-0.23844406912932828,-0.3828535334805824,-0.17300386370608004,-5.1653478205414904,-8.293650045361085,-3.747734777394566,-297.0297769144043,-476.9206466567617,-267.3265650353507,-0.5165388545767415,-0.8698777405137914,-0.3659477382699347,-29.70321187905357,-50.02172170867115,-21.04357321851264,0.8861360852327479,0.8504310194355371,0.9229508104125368,-0.1284948403126425,-0.17587432389723673,-0.08348136078132276,-0.48645580123928367,-0.665825063019514,-0.3160437582444195,-40.84431580514556,-55.904707222461305,-26.5359998525961,0.8754885377185871,0.8367640281695725,0.9155802396767502,-0.1422194088410044,-0.19508005403567288,-0.09220356301382676,-0.5384142764892106,-0.7385341213766159,-0.34906427381734195,-45.206908185492075,-62.00958197956472,-29.308503259222665,-0.05195847524992691,-0.07270905835710184,-0.03302051557292246,-4.362592380346508,-6.104874757103429,-2.7725034066265706,0.8504310194355371,0.8158132038881452,0.9229508104125368,-0.17587432389723673,-0.225770795611085,-0.08348136078132276,-0.6371633969943761,-0.8179300075532063,-0.3024390726426918,-128.46036229725323,-164.90524345830772,-60.97561948441368,0.8367640281695725,-0.19508005403567288,-0.7067425600330548,0.7993736034284119,-0.25097951159648874,-0.9092569889749592,0.9155802396767502,-0.09220356301382676,-0.33403815931199665,-142.488419361503,-183.3179413255966,-67.34640308709609,-0.06957916303867873,-0.09132698142175276,-0.03159908666930483,-14.028057064249742,-18.412697867288863,-6.370783602682426,0.7702
