geoid,GEOID,NAME,over20,over35,over55,city,state,totalCells,meanNDVI,standardDevNDVI,countyGEOID,popOver20_2023,popOver35_2023,popOver55_2023,mortalityRate,DementiaRate,StrokeRate,rr_Mortality,rr_Mortality_low,rr_Mortality_high,paf_Mortality,paf_Mortality_low,paf_Mortality_high,ls_Mortality,ls_Mortality_low,ls_Mortality_high,ls_Mortality_Rate,ls_Mortality_low_Rate,ls_Mortality_high_Rate,rr_Mortality10,rr_Mortality_low10,rr_Mortality_high10,paf_Mortality10,paf_Mortality_low10,paf_Mortality_high10,ls_Mortality10,ls_Mortality_low10,ls_Mortality_high10,ls_Mortality10_Rate,ls_Mortality_low10_Rate,ls_Mortality_high10_Rate,ls_Mortality_Change,ls_Mortality_Change_low,ls_Mortality_Change_high,ls_Mortality_Change_Rate,ls_Mortality_Change_low_Rate,ls_Mortality_Change_high_Rate,rr_Stroke,rr_Stroke_low,rr_Stroke_high,paf_Stroke,paf_Stroke_low,paf_Stroke_high,ls_Stroke,ls_Stroke_low,ls_Stroke_high,ls_Stroke_Rate,ls_Stroke_low_Rate,ls_Stroke_high_Rate,rr_Stroke10,rr_Stroke_low10,rr_Stroke_high10,paf_Stroke10,paf_Stroke_low10,paf_Stroke_high10,ls_Stroke10,ls_Stroke_low10,ls_Stroke_high10,ls_Stroke10_Rate,ls_Stroke_low10_Rate,ls_Stroke_high10_Rate,ls_Stroke_Change,ls_Stroke_Change_low,ls_Stroke_Change_high,ls_Stroke_Change_Rate,ls_Stroke_Change_low_Rate,ls_Stroke_Change_high_Rate,rr_Dementia,rr_Dementia_low,rr_Dementia_high,paf_Dementia,paf_Dementia_low,paf_Dementia_high,ls_Dementia,ls_Dementia_low,ls_Dementia_high,ls_Dementia_Rate,ls_Dementia_low_Rate,ls_Dementia_high_Rate,rr_Dementia10,paf_Dementia10,ls_Dementia10,rr_Dementia_low10,paf_Dementia_low10,ls_Dementia_low10,rr_Dementia_high10,paf_Dementia_high10,ls_Dementia_high10,ls_Dementia_10_Rate,ls_Dementia_low10_Rate,ls_Dementia_high10_Rate,ls_Dementia_Change,ls_Dementia_Change_low,ls_Dementia_Change_high,ls_Dementia_Change_Rate,ls_Dementia_Change_low_Rate,ls_Dementia_Change_high_Rate,RPL_THEMES
02020002713,02020002713,Census Tract 27.13; Anchorage Municipality; Alaska,3519,2543,1545,Anchorage municipality,Alaska,285160,0.6538702229201636,0.2912819583904327,02020,3519,2543,1545,0.010074,0.006117034968,0.003246721792,0.7976376382639236,0.7098444364776139,0.8447585092032431,-0.2537021224030032,-0.40875936840780847,-0.18377025990916276,-8.99384324224816,-14.490685566360384,-6.514730324505344,-255.57951810878544,-411.78418773402626,-185.13015983249056,0.7798053363291387,0.6859295315939015,0.8306265956984662,-0.282371321934532,-0.4578757057977803,-0.2039104035178518,-10.010178005335865,-16.23187966806787,-7.228706592331675,-284.4608697168475,-461.263986020684,-255.57951810878544,-1.0163347630877055,-1.7411941017074852,-0.7139762678263315,-28.881351608062108,-49.479798286657726,-20.289180671393336,0.868848013652879,0.8282689211130341,0.9109681747793832,-0.15094928489934795,-0.20733734480365676,-0.0977331894631536,-1.2462997162329137,-1.7118628562274123,-0.8069256265485765,-49.00903327695295,-67.31666756694504,-31.73124760316856,0.856718596003148,0.8128089972951877,0.9025131227982244,-0.1672444191888715,-0.23030134180076023,-0.10801712987786756,-1.3808390832431787,-1.901463111439931,-0.8918340911972191,-54.29961003708922,-74.77243851513688,-35.070156948376685,-0.13453936701026523,-0.18960025521251864,-0.08490846464864266,-5.2905767601362665,-7.455770948191847,-3.3389093452081267,0.8282689211130341,0.7891896890595201,0.9109681747793832,-0.20733734480365676,-0.267122485079225,-0.0977331894631536,-1.959507722979493,-2.524526264141606,-0.9236586864070322,-126.82897883362416,-163.39975819686774,-59.78373374802798,0.8128089972951877,-0.23030134180076023,-2.176536302702621,0.7707251708780885,-0.2974793581228162,-2.8114235774584877,0.9025131227982244,-0.10801712987786756,-1.020850346136136,-140.87613609725705,-181.96916358954613,-66.07445606059133,-0.21702857972312817,-0.28689731331688106,-0.09719165972910382,-14.04715726363289,-18.569405392678387,-6.2907223125633545,0.2688
02020002304,02020002304,Census Tract 23.04; Anchorage Municipality; Alaska,4242,2613,732,Anchorage municipality,Alaska,132604,0.6745259970031121,0.22860975363984737,02020,4242,2613,732,0.010074,0.006117034968,0.003246721792,0.7909401553624864,0.7008297560733435,0.8394603236354972,-0.26431815760030775,-0.426880053727838,-0.19124152964042992,-11.295347829621052,-18.242252943040487,-8.172497933433405,-266.27411196655004,-430.03896612542405,-192.6567169597691,0.7726058413682962,0.6763535693280378,0.8248978883301439,-0.2943210450350536,-0.4785166299832014,-0.21227125702105815,-12.577488460991836,-20.44888564217217,-9.071180368582256,-296.49902076831296,-482.057653045077,-266.27411196655004,-1.2821406313707833,-2.206632699131682,-0.8986824351488494,-30.224908801762925,-52.01868691965302,-21.18534736324492,0.8643045753191961,0.8224692833494937,0.9078057653911448,-0.1569995445537127,-0.21585087764921165,-0.10155722526077124,-1.3319345308094723,-1.8312106462713733,-0.8615794113449767,-50.973384263661394,-70.08077482860212,-32.972805638919894,0.8517918751180322,0.8065506696750808,0.8990673580090591,-0.17399570154555732,-0.2398477090135581,-0.11226371538440824,-1.4761245566649412,-2.0347921815875467,-0.9524098907580169,-56.49156359222891,-77.87187836155938,-36.44890511894438,-0.14419002585546892,-0.2035815353161734,-0.09083047941304,-5.518179328567506,-7.791103532957267,-3.476099480024493,0.8224692833494937,0.7822524541463175,0.9078057653911448,-0.21585087764921165,-0.2783596838840388,-0.10155722526077124,-0.966508912244121,-1.246402693440067,-0.4547396998627756,-132.03673664537172,-170.27359200000913,-62.12290981731907,0.8065506696750808,-0.2398477090135581,-1.0739587944584164,0.7632760366616257,-0.3101420088776066,-1.388713443772263,0.8990673580090591,-0.11226371538440824,-0.5026798251754261,-146.71568230306235,-189.7149513350086,-68.67210726440247,-0.1074498822142953,-0.1423107503321961,-0.04794012531265052,-14.678945657690614,-19.441359334999465,-6.549197447083404,0.6031
02020001702,02020001702,Census Tract 17.02; Anchorage Municipality; Alaska,3018,2275,977,Anchorage municipality,Alaska,138273,0.7159026989925921,0.22444120560596173,02020,3018,2275,977,0.010074,0.006117034968,0.003246721792,0.7776927419529338,0.6831148478399406,0.8289469812237438,-0.28585487050941294,-0.4638826884850675,-0.20634976982935263,-8.690940531914691,-14.103579387064084,-6.273720560245391,-287.9701965511826,-467.31542037985696,-207.87675812608984,0.7583834559917392,0.6575716748692714,0.8135409715225498,-0.3185941651275851,-0.5207467690861306,-0.22919439217485305,-9.686324175636791,-15.832436908452964,-6.968273197830259,-320.9517619495292,-524.6002951773679,-287.9701965511826,-0.9953836437221,-1.7288575213888802,-0.6945526375848674,-32.98156539834659,-57.28487479751094,-23.013672550857105,0.8552747065047168,0.8109735779201258,0.9015039545648904,-0.16921498133241594,-0.23308579616695196,-0.1092574746193416,-1.2498712758914838,-1.7216397694425771,-0.80700761911202,-54.939396742482806,-75.6764733820913,-35.47286237855033,0.8420079489376027,0.7941588414568485,0.8922044803002959,-0.18763724411597615,-0.259193939294997,-0.1208192988040394,-1.3859434895264222,-1.9144821401692167,-0.8924066294808081,-60.92059294621636,-84.1530611063392,-39.22666503212343,-0.13607221363493838,-0.19284237072663957,-0.08539901036878805,-5.981196203733555,-8.476587724247892,-3.7538026535731017,0.8109735779201258,0.7685389861414871,0.9015039545648904,-0.23308579616695196,-0.3011701657720474,-0.1092574746193416,-1.3930007044863262,-1.7998962613330134,-0.6529601615283617,-142.57939656973656,-184.22684353459707,-66.8331792761885,0.7941588414568485,-0.259193939294997,-1.549031927187459,0.7485701297251351,-0.33588018048113477,-2.0073352204528434,0.8922044803002959,-0.1208192988040394,-0.722057590454898,-158.54983901611658,-205.4590809061252,-73.90558755935497,-0.1560312227011329,-0.20743895911983,-0.06909742892653636,-15.97044244638003,-21.23223737152815,-7.072408283166465,0.4402
02020002602,02020002602,Census Tract 26.02; Anchorage Municipality; Alaska,3928,2547,982,Anchorage municipality,Alaska,139991,0.7243984763791783,0.22442252519128947,02020,3928,2547,982,0.010074,0.006117034968,0.003246721792,0.7750002618080062,0.679533274109784,0.8268046497071109,-0.29032214475268636,-0.4715982838515749,-0.2094755397834812,-11.488242364345073,-18.661461006053568,-8.289087876795085,-292.47052862385624,-475.0881111520766,-211.02565877787893,0.7554957648874424,0.6537802547640033,0.8112285027820396,-0.32363415716696314,-0.5295659248090516,-0.23269830457212057,-12.806421081250347,-20.955279512995645,-9.208028285179482,-326.02904992999873,-533.4847126526386,-292.47052862385624,-1.318178716905276,-2.2938185069420776,-0.9189404083843976,-33.55852130614247,-58.396601500562056,-23.39461324807529,0.853432331971699,0.8086331494510931,0.9002154423658175,-0.17173906183010818,-0.23665471874212465,-0.11084519653644571,-1.420179067318947,-1.9569926268276423,-0.916623313044773,-55.75889545814476,-76.83520325196868,-35.98835151334012,0.8400129881642208,0.7916381133644526,0.8908018379991712,-0.19045778349858336,-0.26320345511159376,-0.12258412291346256,-1.5749716718507922,-2.176534758092967,-1.0136971955720318,-61.83634361408686,-85.45483934405053,-39.79965432163454,-0.1547926045318453,-0.2195421312653243,-0.0970738825272588,-6.0774481559421,-8.619636092081834,-3.8113028082944167,0.8086331494510931,0.7657531212560388,0.9002154423658175,-0.23665471874212465,-0.3059039163428208,-0.11084519653644571,-1.4215679364698015,-1.8375429039610724,-0.6658391522698022,-144.76251898877817,-187.12249531171815,-67.8043943248271,0.7916381133644526,-0.26320345511159376,-1.5810442933209488,0.74558584319625,-0.3412271827923967,-2.0497272342081008,0.8908018379991712,-0.12258412291346256,-0.7363540417883618,-161.00247386160376,-208.72986091732187,-74.98513663832605,-0.15947635685114725,-0.21218433024702832,-0.07051488951855966,-16.239954872825585,-21.607365605603697,-7.180742313498947,0.3227
02020000801,02020000801,Census Tract 8.01; Anchorage Municipality; Alaska,4533,2740,1151,Anchorage municipality,Alaska,136503,0.6366969206533701,0.25942446722962964,02020,4533,2740,1151,0.010074,0.006117034968,0.003246721792,0.8032491111615313,0.7174274966662086,0.849188892984322,-0.24494379900895105,-0.3938690733863264,-0.17759429999805984,-11.185466846902912,-17.98620532631703,-8.109922206092001,-246.7563831216173,-396.7837045293852,-178.90849781804548,0.7858420772309658,0.6939941658710734,0.8354197452720874,-0.2725203052547813,-0.4409343034531716,-0.1970030702043205,-12.444760193434512,-20.135459860151204,-8.996232276237325,-274.5369555136667,-444.19721729872504,-246.7563831216173,-1.2592933465315994,-2.149254533834174,-0.8863100701453241,-27.780572392049404,-47.413512769339825,-19.55239510578699,0.8726436262369073,0.833121888366901,0.9136058014048604,-0.14594316618376094,-0.20030455802837704,-0.09456397766114288,-1.298312991035886,-1.781912895630189,-0.8412428200091366,-47.38368580422941,-65.03331735876603,-30.702292701063374,0.8608363810469117,0.8180491527530175,0.905387998933441,-0.16166094047261748,-0.22242043358232835,-0.10449884599532262,-1.4381385894725938,-1.9786561162320655,-0.9296235846573128,-52.4868098347662,-72.21372686978341,-33.92786805318659,-0.13982559843670783,-0.19674322060187643,-0.08838076464817601,-5.103124030536782,-7.180409511017388,-3.225575352123212,0.833121888366901,0.795004151046173,0.9136058014048604,-0.20030455802837704,-0.25785506740319036,-0.09456397766114288,-1.410285753551482,-1.8154820420424904,-0.6657972829344055,-122.52699857093674,-157.73084639813126,-57.84511580663819,0.8180491527530175,-0.22242043358232835,-1.5659971588637684,0.7769737311811346,-0.2870447994166121,-2.0209983998014707,0.905387998933441,-0.10449884599532262,-0.7357457824244595,-136.0553569820824,-175.58630754139622,-63.92230950690352,-0.15571140531228655,-0.20551635775898003,-0.069948499490054,-13.528358411145662,-17.85546114326499,-6.077193700265334,0.944
02020002811,02020002811,Census Tract 28.11; Anchorage Municipality; Alaska,4167,2679,722,Anchorage municipality,Alaska,117204,0.637078534077271,0.2564349484672287,02020,4167,2679,722,0.010074,0.006117034968,0.003246721792,0.8031239889851737,0.7172581142070441,0.8490901920400459,-0.24513775421351636,-0.3941982393681774,-0.17773118730458343,-10.290480405690998,-16.547794815167045,-7.460863408436859,-246.95177359469636,-397.1153063395019,-179.04639809063735,0.7857074265302855,0.6938139330860628,0.8353129352759683,-0.2727383835685999,-0.4413086164932306,-0.19715612888195355,-11.449109505784005,-18.52541109163754,-8.276290560100787,-274.75664760700755,-444.57430025528055,-246.95177359469636,-1.1586291000930071,-1.9776162764704956,-0.8154271516639273,-27.804874012311185,-47.458993915778635,-19.56868614504265,0.8725591028513948,0.8330137407453371,0.9135471069778668,-0.1460541718402193,-0.20046038989135084,-0.09463430222895763,-1.270374466307563,-1.743597992549122,-0.8231261022795047,-47.41972625261526,-65.08391162930653,-30.72512513174709,0.8607446637687515,0.8179323433798522,0.9053240160155144,-0.16178472210506903,-0.22259500812476685,-0.10457690540583545,-1.4071982841119226,-1.9361241865695125,-0.9096065433746892,-52.52699828711918,-72.27040636690975,-33.95321177210486,-0.1368238178043597,-0.1925261940203904,-0.08648044109518449,-5.107272034503908,-7.186494737603225,-3.2280866403577635,0.8330137407453371,0.7948744818058434,0.9135471069778668,-0.20046038989135084,-0.25806026346215083,-0.09463430222895763,-0.8853331609876295,-1.1397229592343725,-0.4179523245247198,-122.62232146643068,-157.85636554492692,-57.88813359068141,0.8179323433798522,-0.22259500812476685,-0.9830906857458416,0.7768343310926779,-0.28727575491343477,-1.2687531552266644,0.9053240160155144,-0.10457690540583545,-0.46186382396758646,-136.1621448401443,-175.72758382640782,-63.970058721272366,-0.0977575247582122,-0.12903019599229215,-0.04391149944286665,-13.539823373713602,-17.87121828148091,-6.08192513059095,0.6504
02020000703,02020000703,Census Tract 7.03; Anchorage Municipality; Alaska,3177,2141,761,Anchorage municipality,Alaska,174607,0.7215474176872704,0.24837507270747897,02020,3177,2141,761,0.010074,0.006117034968,0.003246721792,0.7759027779544269,0.6807330995256142,0.8275229668875229,-0.2888212652574568,-0.4690045198285126,-0.208425675194487,-9.2437528990489,-15.010535619554489,-6.670684160315726,-290.958542620362,-472.47515327524354,-209.96802519092623,0.756463603909814,0.6550501565502718,0.8120037997582814,-0.32194066552767087,-0.5266006579806918,-0.23152133068549877,-10.303742550398328,-16.85390566553652,-7.409862877679794,-324.3230264525756,-530.4975028497488,-290.958542620362,-1.0599896513494276,-1.8433700459820328,-0.7391787173640685,-33.364483832213644,-58.02234957450528,-23.266563341645213,0.8540501630584206,0.8094178090594608,0.9006476427769654,-0.17089141042830736,-0.2354558904034922,-0.11031212707857828,-1.1879057307551546,-1.636708368485881,-0.7668051167697999,-55.48368663032016,-76.4459770427782,-35.81527869078935,0.8406819403346767,0.7924831396156145,0.8912722982442571,-0.18951050572336375,-0.26185649890928836,-0.12199156416050257,-1.317331369803015,-1.8202251061665928,-0.8479915860419496,-61.528788874498595,-85.01752013856108,-39.60726698000699,-0.1294256390478603,-0.18351673768071164,-0.08118646927214968,-6.045102244178436,-8.57154309578289,-3.79198828921764,0.8094178090594608,0.7666868891512095,0.9006476427769654,-0.2354558904034922,-0.3043134220112839,-0.11031212707857828,-1.0960621473300205,-1.4165983370364958,-0.5135099685766676,-144.02919150197374,-186.14958436747645,-67.4783138734123,0.7924831396156145,-0.26185649890928836,-1.218958659284316,0.7465859974107557,-0.3394304252532362,-1.5800702209431157,0.8912722982442571,-0.12199156416050257,-0.5678784911295862,-160.17853604261708,-207.6307780477156,-74.62266637708098,-0.12289651195429574,-0.16347188390661982,-0.05436852255291857,-16.14934454064333,-21.481193680239137,-7.144352503668669,0.8154
02020002305,02020002305,Census Tract 23.05; Anchorage Municipality; Alaska,1702,857,267,Anchorage municipality,Alaska,120999,0.6921343157765842,0.22716057241317825,02020,1702,857,267,0.010074,0.006117034968,0.003246721792,0.7852752089905344,0.693235508485461,0.8349700526781555,-0.2734389021213248,-0.4425112213088154,-0.19764774412269412,-4.688369196949325,-7.58727438997744,-3.388857943045019,-275.4623499970226,-445.78580434650064,-199.11033742920208,0.7665210322341541,0.6682960277575716,0.8200455743328205,-0.30459564440825876,-0.49634287570949925,-0.21944442028552896,-5.222581080050496,-8.510269137085537,-3.762582619105825,-306.84965217687994,-500.01581298974946,-275.4623499970226,-0.5342118831011708,-0.9229947471080964,-0.3737246760608057,-31.387302179857276,-54.23000864324891,-21.95797156643982,0.8604502187657914,0.817557372469534,0.9051185926313714,-0.16218228340318783,-0.2231557486655344,-0.10482759733482908,-0.45126256600784254,-0.6209176097975129,-0.29167656028218203,-52.65607538014499,-72.45246322024654,-34.03460446699907,0.8476143961081615,0.801253727933771,0.8961403546014179,-0.17978175523152992,-0.24804411528760673,-0.1158966280954688,-0.500232050534685,-0.6901680109507595,-0.3224754806047444,-58.370134251421824,-80.5330234481633,-37.62841080568779,-0.04896948452684246,-0.06925040115324665,-0.03079892032256237,-5.714058871276834,-8.080560227916763,-3.5938063386887253,0.817557372469534,0.7763868760159668,0.9051185926313714,-0.2231557486655344,-0.2880176505964463,-0.10482759733482908,-0.3644687552785773,-0.47040434870661135,-0.17120949896178905,-136.50515178972933,-176.1814040099668,-64.1234078508573,0.801253727933771,-0.24804411528760673,-0.40511763866118394,0.7569827867200551,-0.32103400175441066,-0.5243282493112038,0.8961403546014179,-0.1158966280954688,-0.1892879750377841,-151.72945268209136,-196.37762146487032,-70.89437267332738,-0.04064888338260664,-0.05392390060459245,-0.01807847607599508,-15.224300892362038,-20.19621745490354,-6.770964822470068,0.5775
02020000802,02020000802,Census Tract 8.02; Anchorage Municipality; Alaska,3275,1867,669,Anchorage municipality,Alaska,129593,0.7052635420405863,0.2490511283951008,02020,3275,1867,669,0.010074,0.006117034968,0.003246721792,0.7810776971022171,0.6876266417688814,0.8316376265090734,-0.2802823633423158,-0.4542775675874853,-0.2024467966867415,-9.247173830216854,-14.98768450699497,-6.679195572667816,-282.35645283104895,-457.6392215876327,-203.94490298222345,0.762015246503104,0.6623506462129897,0.8164461459768222,-0.31230970061164853,-0.509774325302664,-0.2248205284912799,-10.303830950974724,-16.818652961399348,-7.417357563169278,-314.62079239617475,-513.5466553099038,-282.35645283104895,-1.056657120757869,-1.8309684544043776,-0.738161990501462,-32.264339565125766,-55.90743372227107,-22.53929741989197,0.8575874993556603,0.8139140228134348,0.903120143698824,-0.16606177299848698,-0.22863100029082525,-0.1072723900326198,-1.0066049562554478,-1.385876435562821,-0.6502454931466162,-53.91563772123448,-74.23012509709808,-34.82836063988303,0.8445128965788461,0.7973268404978721,0.8939641069799569,-0.18411453993306448,-0.254190815118645,-0.1186131436286183,-1.1160341424091795,-1.5408105653272264,-0.718988940667846,-59.77686890247347,-82.52868587719477,-38.51038782366609,-0.10942918615373176,-0.15493412976440535,-0.06874344752122985,-5.86123118123898,-8.298560780096699,-3.6820271837830663,0.8139140228134348,0.7720419878475238,0.903120143698824,-0.22863100029082525,-0.2952663400963852,-0.1072723900326198,-0.9356258179534755,-1.208317378725546,-0.4389904148624844,-139.85438235477963,-180.6154527242969,-65.618896093047,0.7973268404978721,-0.254190815118645,-1.0402241559942418,0.75232416590403,-0.3292142474226526,-1.3472422774468256,0.8939641069799569,-0.1186131436286183,-0.4854001399040046,-155.48941046251747,-201.38150634481696,-72.55607472406646,-0.10459833804076613,-0.13892489872127944,-0.04640972504152019,-15.635028107737837,-20.766053620520097,-6.937178631019461,0.8945
02020002900,02020002900,Census Tract 29; Anchorage Municipality; Alaska,1611,1353,599,Anchorage municipality,Alaska,30676292,0.6157039124902192,0.36349089201699714,02020,1611,1353,599,0.010074,0.006117034968,0.003246721792,0.8101623470860226,0.7268073150003197,0.8546362623532441,-0.23432050822502676,-0.375880483535805,-0.17008842714735312,-3.802837672572719,-6.100244805726056,-2.760401483097803,-236.05447998589196,-378.6619991139699,-171.34708150824352,0.7932850333363674,0.7039814549105802,0.8413165798660639,-0.2605809488100877,-0.4204919647024226,-0.1886132092620809,-4.229023982561959,-6.824254080436063,-3.0610441363410925,-262.5092478312824,-423.6036052412205,-236.05447998589196,-0.4261863099892395,-0.7240092747100073,-0.30064265324328954,-26.454767845390418,-44.94160612725061,-18.661865502376756,0.8773059942496402,0.8390928993070078,0.9168404681094146,-0.13985314879251454,-0.1917631537889101,-0.0907022920378568,-0.6143489517146352,-0.8423799787482146,-0.39843835131836886,-45.40642658644754,-62.260161030910176,-29.44851081436577,0.8658969429820208,0.8245007414949855,0.9089147507766796,-0.15487184485967595,-0.2128551857780007,-0.1002131928714842,-0.680323298839776,-0.9350333644882354,-0.44021797521278344,-50.28257936731531,-69.10815702056433,-32.53643571417468,-0.06597434712514083,-0.0926533857400208,-0.04177962389441458,-4.876152780867763,-6.847995989654161,-3.0879248998089124,0.8390928993070078,0.8021700950586385,0.9168404681094146,-0.1917631537889101,-0.24661839946414385,-0.0907022920378568,-0.7026401284631342,-0.903635450591342,-0.33234262615191745,-117.30219173007248,-150.85733732743606,-55.4829092073318,0.8245007414949855,-0.2128551857780007,-0.7799235260999758,0.7846809589732144,-0.27440329545977377,-1.005442197643461,0.9089147507766796,-0.1002131928714842,-0.36719155542482856,-130.20426145241666,-167.8534553661872,-61.300760504979735,-0.07728339763684167,-0.10180674705211944,-0.03484892927291111,-12.902069722344184,-16.99611803875116,-5.817851297647932,0.2466
02122000300,02122000300,Census Tract 3; Kenai Peninsula Borough; Alaska,479,330,173,Anchorage municipality,Alaska,15414931,0.6449725119181923,0.3740457243249431,02122,479,330,173,0.010009,0.006117034968,0.003246721792,0.8005401041279294,0.713763258821613,0.8470510554718768,-0.2491566566666298,-0.40102476225933714,-0.18056638208533743,-1.1945344997800469,-1.9226374289723251,-0.8656913918619362,-249.3808976576298,-401.38568454537057,-180.72889182921423,0.7829272385206808,0.690096154955283,0.8331065457319907,-0.277257899328515,-0.4490734266803707,-0.2003266630456877,-1.3292605965875923,-2.152997669341395,-0.960428324233234,-277.5074314379107,-449.477592764383,-249.3808976576298,-0.13472609680754566,-0.23036024036906969,-0.09473693237129777,-28.126533780280933,-48.09190821901245,-19.778065213214564,0.870812504346952,0.8307797670983094,0.9123338113867852,-0.14835282567506253,-0.20368843778265264,-0.0960900358169984,-0.15894791616792087,-0.2182354976100336,-0.10295261238276604,-48.166035202400266,-66.13196897273744,-31.19776132811092,0.8588496090266293,0.8155197859403888,0.9040014920606212,-0.16434820426051355,-0.22621181881796304,-0.10619286448361431,-0.17608565576206328,-0.242367457782198,-0.11377696680037164,-53.35928962486766,-73.44468417642362,-34.47786872738534,-0.01713773959414241,-0.0241319601721644,-0.01082435441760558,-5.193254422467398,-7.312715203686182,-3.280107399274419,0.8307797670983094,0.7921969088969245,0.9123338113867852,-0.20368843778265264,-0.2623124235518994,-0.0960900358169984,-0.2155526882934237,-0.2775913482615486,-0.10168699688622863,-124.59692964937786,-160.4574267407795,-58.77861091689516,0.8155197859403888,-0.22621181881796304,-0.2393879898179943,0.7739563322257439,-0.2920625600726073,-0.3090743424557389,0.9040014920606212,-0.10619286448361431,-0.11237828551391524,-138.37456058843603,-178.65568928077394,-64.9585465398354,-0.02383530152457064,-0.03148299419419032,-0.0106912886276866,-13.777630939058175,-18.198262539994403,-6.179935622940234,0.3272
02020002603,02020002603,Census Tract 26.03; Anchorage Municipality; Alaska,3883,2563,1286,Anchorage municipality,Alaska,136903,0.7099996704677074,0.23617252509985112,02020,3883,2563,1286,0.010074,0.006117034968,0.003246721792,0.7795690343548007,0.6856145025937398,0.8304387816540579,-0.28276003269888195,-0.4585455765840896,-0.20418268280801155,-11.060820903013347,-17.937084141827025,-7.987083833878509,-284.8524569408537,-461.9388138508118,-205.6936346607908,0.7603963752660693,0.6602189644540333,0.8151515991500378,-0.3151035861396516,-0.5146490086466207,-0.2267656728425786,-12.326014744451212,-20.131701281190814,-8.87047037844326,-317.43535267708506,-518.4574113106056,-284.8524569408537,-1.2651938414378634,-2.1946171393637925,-0.8833865445647513,-32.58289573623135,-56.51859745979378,-22.75010416082285,0.8565571648444482,0.8126037396359997,0.9024003232273952,-0.16746440406181318,-0.2306121067667534,-0.1081556314425329,-1.3935295759227175,-1.919003582556557,-0.9000006422984954,-54.37103300517821,-74.8733352538649,-35.115124553199195,0.8433968747810711,0.7959150159540503,0.8931803631771592,-0.18568141512212735,-0.25641554682985385,-0.11959469915221758,-1.545119663617347,-2.133722985703313,-0.9951891049675188,-60.28558968464093,-83.25099437000831,-38.82907159451888,-0.15159008769462945,-0.21471940314675583,-0.09518846266902337,-5.914556679462717,-8.37765911614342,-3.713947041319679,0.8126037396359997,0.7704806236648674,0.9024003232273952,-0.2306121067667534,-0.29789117245207414,-0.1081556314425329,-1.8141117449813848,-2.3433629840525425,-0.850807028462841,-141.066232113638,-182.2210718547856,-66.15917795200941,0.7959150159540503,-0.25641554682985385,-2.017094686058016,0.7506506993176817,-0.33217753731391864,-2.6130769121747077,0.8931803631771592,-0.11959469915221758,-0.9407925343181996,-156.85028662970575,-203.19416113333656,-73.1564956701555,-0.20298294107663128,-0.2697139281221652,-0.0899855058553587,-15.784054516067751,-20.973089278550948,-6.997317718146088,0.5795
02020000602,02020000602,Census Tract 6.02; Anchorage Municipality; Alaska,1832,1191,645,Anchorage municipality,Alaska,67659,0.654724976399678,0.24030289445431785,02020,1832,1191,645,0.010074,0.006117034968,0.003246721792,0.7973593691725318,0.7094691116743996,0.8445386039934163,-0.25413964977643727,-0.4095046331755387,-0.18407849596392828,-4.6902915879452225,-7.557640603886211,-3.397273199600004,-256.0202831847829,-412.53496746103775,-185.44067683406135,0.7795060887521481,0.6855305941639281,0.8303887497226157,-0.2828636163712637,-0.4587241014671244,-0.204255236278239,-5.220408706665771,-8.466013847865414,-3.769646402489107,-284.9568071324111,-462.11865981798104,-256.0202831847829,-0.5301171187205487,-0.9083732439792024,-0.3723732028891029,-28.936523947628203,-49.58369235694335,-20.326048192636623,0.868659529460983,0.82802811801046206,0.9108370933523732,-0.15119902111764758,-0.2076884567673161,-0.09789116769438866,-0.5846632777389559,-0.8030992064931544,-0.3785300363906584,-49.090115679173465,-67.43066385332949,-31.782538739769805,0.8565141600443956,0.8125490618011572,0.902370272536119,-0.1675230213919255,-0.23069491678856296,-0.10819253518790224,-0.6477856672598824,-0.8920616364464953,-0.4183638345160102,-54.39006442148467,-74.90022136410539,-35.1271061726289,-0.06312238952092653,-0.08896242995334092,-0.03983379812535181,-5.299948742311211,-7.469557510775895,-3.344567432859095,0.82802811801046206,0.7889014038957087,0.9108370933523732,-0.2076884567673161,-0.2675855247079749,-0.09789116769438866,-0.8194322213596805,-1.0557553574622054,-0.38622838381997815,-127.04375524956288,-163.68300115693108,-59.88036958449273,0.8125490618011572,-0.23069491678856296,-0.9102039230433908,0.7704154823022742,-0.2980009137558425,-1.1757588964115842,0.902370272536119,-0.10819253518790224,-0.4268723010585247,-141.11688729354898,-182.28820099404405,-66.18175210209685,-0.0907717016837104,-0.12000353894937876,-0.04064391723854654,-14.07313204398611,-18.605199837112988,-6.301382517604116,0.9741
