geoid,GEOID,NAME,over20,over35,over55,city,state,totalCells,meanNDVI,standardDevNDVI,countyGEOID,popOver20_2023,popOver35_2023,popOver55_2023,mortalityRate,DementiaRate,StrokeRate,rr_Mortality,rr_Mortality_low,rr_Mortality_high,paf_Mortality,paf_Mortality_low,paf_Mortality_high,ls_Mortality,ls_Mortality_low,ls_Mortality_high,ls_Mortality_Rate,ls_Mortality_low_Rate,ls_Mortality_high_Rate,rr_Mortality10,rr_Mortality_low10,rr_Mortality_high10,paf_Mortality10,paf_Mortality_low10,paf_Mortality_high10,ls_Mortality10,ls_Mortality_low10,ls_Mortality_high10,ls_Mortality10_Rate,ls_Mortality_low10_Rate,ls_Mortality_high10_Rate,ls_Mortality_Change,ls_Mortality_Change_low,ls_Mortality_Change_high,ls_Mortality_Change_Rate,ls_Mortality_Change_low_Rate,ls_Mortality_Change_high_Rate,rr_Stroke,rr_Stroke_low,rr_Stroke_high,paf_Stroke,paf_Stroke_low,paf_Stroke_high,ls_Stroke,ls_Stroke_low,ls_Stroke_high,ls_Stroke_Rate,ls_Stroke_low_Rate,ls_Stroke_high_Rate,rr_Stroke10,rr_Stroke_low10,rr_Stroke_high10,paf_Stroke10,paf_Stroke_low10,paf_Stroke_high10,ls_Stroke10,ls_Stroke_low10,ls_Stroke_high10,ls_Stroke10_Rate,ls_Stroke_low10_Rate,ls_Stroke_high10_Rate,ls_Stroke_Change,ls_Stroke_Change_low,ls_Stroke_Change_high,ls_Stroke_Change_Rate,ls_Stroke_Change_low_Rate,ls_Stroke_Change_high_Rate,rr_Dementia,rr_Dementia_low,rr_Dementia_high,paf_Dementia,paf_Dementia_low,paf_Dementia_high,ls_Dementia,ls_Dementia_low,ls_Dementia_high,ls_Dementia_Rate,ls_Dementia_low_Rate,ls_Dementia_high_Rate,rr_Dementia10,paf_Dementia10,ls_Dementia10,rr_Dementia_low10,paf_Dementia_low10,ls_Dementia_low10,rr_Dementia_high10,paf_Dementia_high10,ls_Dementia_high10,ls_Dementia_10_Rate,ls_Dementia_low10_Rate,ls_Dementia_high10_Rate,ls_Dementia_Change,ls_Dementia_Change_low,ls_Dementia_Change_high,ls_Dementia_Change_Rate,ls_Dementia_Change_low_Rate,ls_Dementia_Change_high_Rate,RPL_THEMES
13089020500,13089020500,Census Tract 205; DeKalb County; Georgia,2800,1602,351,Atlanta city,Georgia,0,NA,NA,13089,2800,1602,351,0.008898,0.007021009193,0.003623783249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2898
13121006400,13121006400,Census Tract 64; Fulton County; Georgia,780,348,64,Atlanta city,Georgia,55168,0.6362838799196291,0.2482696724314132,13121,780,348,64,0.00904299999999999,0.007021009193,0.003623783249,0.8033845595902399,0.7176108734892951,0.8492957352545016,-0.24473390490606675,-0.3935128869182574,-0.17744615743341513,-1.7262403876111378,-2.775658888393405,-1.2516235693028908,-221.31287020655617,-355.85370364018013,-160.4645601670373,0.7859878429312113,0.6941892942701209,0.8355353668667633,-0.27228430947566046,-0.44052927386529667,-0.19683742861774353,-1.9205682682589496,-3.107290854379824,-1.3884006762523986,-246.22670105883972,-398.3706223563877,-221.31287020655617,-0.19432788064781192,-0.3316319659864191,-0.13677710694950784,-24.913830852283574,-42.51691871620758,-17.535526531988186,0.8727351196699902,0.8332389581770048,0.913669333789762,-0.14582303090785764,-0.20013591561758232,-0.09448786669040492,-0.1838940077393617,-0.25238671413131875,-0.11915643489415918,-52.84310567223037,-72.52491785382722,-34.24035485464344,0.8609356626035128,0.8181756006191233,0.9054572561827036,-0.16152697981629613,-0.2222315102568299,-0.10441436431342672,-0.20369788977450953,-0.28025095084549784,-0.13167450847518475,-58.5338763719855,-80.5318824268672,-37.83750243539792,-0.01980388203514782,-0.02786423671417909,-0.01251807358102556,-5.690770699755122,-8.00696457303997,-3.597147580754473,0.8332389581770048,0.7951445228773028,0.913669333789762,-0.20013591561758232,-0.25763301038836195,-0.09448786669040492,-0.08992999061763313,-0.11576599899884504,-0.04245761156225865,-140.51561034005175,-180.88437343569535,-66.34001806602915,0.8181756006191233,-0.2222315102568299,-0.09985852649519852,0.7771246395843994,-0.28679487055614755,-0.12886972305151723,0.9054572561827036,-0.10441436431342672,-0.04691802955045249,-156.02894764874767,-201.35894226799567,-73.30942117258202,-0.00992853587756538,-0.01310372405267219,-0.00446041798819383,-15.513337308695911,-20.474568832300307,-6.969403106552865,0.7552
13121980000,13121980000,Census Tract 9800; Fulton County; Georgia,0,0,0,Atlanta city,Georgia,108283,0.4237889848715917,0.2608361370682872,13121,0,0,0,0.00904299999999999,0.007021009193,0.003623783249,0.8761857898518194,0.8184477327393169,0.9060837311563016,-0.1413104521691913,-0.22182512089444464,-0.1036507616397074,-0,-0,-0,NA,NA,NA,0.8646808204646894,0.8022136454608743,0.897191532042014,-0.1564961039179619,-0.24655072331198863,-0.11458920897747804,-0,-0,-0,NA,NA,NA,0,0,0,NA,NA,NA,0.92110034270366,0.8957019186957398,0.9469473498540476,-0.08565804792206444,-0.11644284680793358,-0.05602492066124846,-0,-0,-0,NA,NA,NA,0.9135611831105128,0.8858901134476086,0.9417994148074516,-0.0946174361252722,-0.12880817250382356,-0.06179721953261915,-0,-0,-0,NA,NA,NA,0,0,0,NA,NA,NA,0.8957019186957398,0.8707488437017907,0.9469473498540476,-0.11644284680793358,-0.14843678201021476,-0.05602492066124846,-0,-0,-0,NA,NA,NA,0.8858901134476086,-0.12880817250382356,-0,0.8587805445700585,-0.1644418429397954,-0,0.9417994148074516,-0.06179721953261915,-0,NA,NA,NA,0,0,0,NA,NA,NA,-999
13121003700,13121003700,Census Tract 37; Fulton County; Georgia,197,187,187,Atlanta city,Georgia,8571,0.5284795096780174,0.22614956578451131,13121,197,187,187,0.00904299999999999,0.007021009193,0.003623783249,0.8395293162744415,0.7671112623030013,0.8776464325333303,-0.1911436332416303,-0.303591863581596,-0.13941100075288357,-0.3405168394546004,-0.5408401008065694,-0.2483566549222402,-172.8511875404063,-274.5381222368373,-126.0693679808326,0.8249724640139275,0.747040581683445,0.8662665622584559,-0.2121616703840888,-0.33861536376847784,-0.15437908326149144,-0.37795986310081303,-0.603233450707994,-0.2750218598369324,-191.8577985283315,-306.2098734558345,-172.8511875404063,-0.03744302364621266,-0.06239334990142453,-0.02666520491469218,-19.006610987925207,-31.671751218997223,-13.5356370125341,0.8969460600975927,0.8643637703395286,0.9304033743168167,-0.11489424446682386,-0.15692030868807985,-0.07480263679641859,-0.07785779380050742,-0.10633664979168152,-0.05068981739212793,-41.63518385053873,-56.864518605177295,-27.10685422038927,0.8872437713613313,0.85185604718493535,0.9237158685933,-0.12708596248093423,-0.17390726203637907,-0.08258397847259122,-0.08611948063801152,-0.11784781570976732,-0.05596282387322875,-46.0531982021452,-63.02022230468841,-29.926643782475264,-0.00826168683750409,-0.01151116591808579,-0.00527300648110081,-4.41801435160647,-6.155703699511119,-2.819789562085998,0.8643637703395286,0.8326423781815647,0.9304033743168167,-0.15692030868807985,-0.2009958010832131,-0.07480263679641859,-0.206025179885205,-0.2638931596588524,-0.09821053011375117,-110.17389298674064,-141.11933671596384,-52.519000060829505,0.85185604718493535,-0.17390726203637907,-0.22832783878604607,0.8175312492175832,-0.22319483317249111,-0.29303890642488817,0.9237158685933,-0.08258397847259122,-0.1084268770734579,-122.10044854868774,-156.70529755341613,-57.982287205057695,-0.02230265890084107,-0.02914574676603576,-0.01021634695970673,-11.926555561947096,-15.58596083745228,-5.463287144228199,0.3482
13121005503,13121005503,Census Tract 55.03; Fulton County; Georgia,617,412,100,Atlanta city,Georgia,37489,0.673399485124196,0.2226159077659648,13121,617,412,100,0.00904299999999999,0.007021009193,0.003623783249,0.7913039643995231,0.7013184283732212,0.8397484142171819,-0.26373687608003427,-0.425885816689005,-0.19083285311375725,-1.4715280759317095,-2.3762431166766205,-1.064757819766655,-238.497257039175,-385.12854403186714,-172.57014907077064,0.7729967637328853,0.6768723535965585,0.8252092959351354,-0.29366647690850795,-0.4773834308440935,-0.2118137846069585,-1.638521211571804,-2.6635756512809756,-1.1818215774418477,-265.5625950683637,-431.69783651231376,-238.497257039175,-0.16699313564009444,-0.28733253460435515,-0.1170637576751925,-27.065338029188727,-46.56929248044654,-18.973056349301864,0.8645517488908695,0.822784530852272,0.90797795154372,-0.15666876075711675,-0.2153850279175295,-0.1013483293287316,-0.23390625591977,-0.3215695663762116,-0.1513129237918643,-56.77336308732282,-78.05086562529408,-36.7264378135593,0.8520598336618145,0.8068907367853497,0.899254941372767,-0.17362649956447013,-0.23932517057265645,-0.11203169867873022,-0.2592241378901438,-0.3573121682043272,-0.16726318032794718,-62.91848007042326,-86.72625441852601,-40.5978593028998,-0.02531788197037379,-0.03574260182811562,-0.01595025653608287,-6.1451169831004355,-8.675388793231946,-3.871421489340502,0.822784530852272,0.7826292157373597,0.90797795154372,-0.2153850279175295,-0.27774427518380196,-0.1013483293287316,-0.15122202610435362,-0.19500451093685953,-0.0711567551912216,-151.22202610435363,-195.00451093685953,-71.15675519122159,0.8068907367853497,-0.23932517057265645,-0.1680304222706914,0.763680430432992,-0.309448245823216,-0.21726389786825231,0.899254941372767,-0.11203169867873022,-0.07865755863307708,-168.0304222706914,-217.26389786825231,-78.65755863307707,-0.01680839616633778,-0.02225938693139281,-0.00750080344185548,-16.80839616633778,-22.259386931392815,-7.500803441855483,0.8301
13121006000,13121006000,Census Tract 60; Fulton County; Georgia,2176,1491,455,Atlanta city,Georgia,63479,0.7207426175326764,0.1907333332611565,13121,2176,1491,455,0.00904299999999999,0.007021009193,0.003623783249,0.7761577314204774,0.6810721708813283,0.8277258472153581,-0.288397911298081,-0.4682731768440476,-0.2081294831666885,-5.674969510625957,-9.214477279924772,-4.095482057817367,-260.7982311868546,-423.4594338200722,-188.2114916276364,0.7567370309559845,0.6554090721122086,0.8122227855571829,-0.3214630169964086,-0.5257646598898408,-0.23118929655981324,-6.325610376431985,-10.345769846979213,-4.549243103927891,-290.69900626985225,-475.448981938383,-260.7982311868546,-0.6506408658060288,-1.131292567054441,-0.4537610461105235,-29.900775082997644,-51.98954811831071,-20.852989251402732,0.8542246460681077,0.8096394414509349,0.9007696823602824,-0.17065224540509177,-0.23511769412804867,-0.11016169791561475,-0.922044461720084,-1.27035520223337,-0.5952103543417124,-61.84067483032087,-85.20155615247283,-39.9202115588003,0.8408708693247519,0.7927218378126719,0.8914051452698842,-0.1892432434994856,-0.2614765385538805,-0.12182435260370555,-1.0224927552077772,-1.4127736419233197,-0.6582243869937964,-68.57764957798639,-94.75343004180549,-44.146504828557774,-0.10044829348769302,-0.14241843968994972,-0.06301403265208394,-6.736974747665528,-9.551873889332644,-4.226293269757474,0.8096394414509349,0.7669506802501833,0.9007696823602824,-0.23511769412804867,-0.30386480610955946,-0.11016169791561475,-0.7510973888190463,-0.9707141066915926,-0.3519180636708191,-165.0763491909992,-213.34375971243796,-77.34462937820201,0.7927218378126719,-0.2614765385538805,-0.8353022773279792,0.7468685648373862,-0.3389236702146214,-1.0827117229574814,0.8914051452698842,-0.12182435260370555,-0.3891751043006601,-183.58291809406137,-237.95862043021572,-85.53298995618901,-0.08420488850893293,-0.11199761626588878,-0.03725704062984092,-18.50656890306218,-24.614860717777752,-8.188360577987016,0.7201
13121003900,13121003900,Census Tract 39; Fulton County; Georgia,1226,680,189,Atlanta city,Georgia,19379,0.6589000370872298,0.22192729851426288,13121,1226,680,189,0.00904299999999999,0.007021009193,0.003623783249,0.796001552698458,0.707638680148933,0.843465294963495,-0.2562789565045245,-0.4131505640555646,-0.18558523506682015,-2.8412925200999286,-4.580483795224981,-2.057531166149546,-231.75306036704148,-373.6120550754471,-167.82472807092546,0.7780460574375424,0.6835853082127403,0.8292279646603958,-0.2852709559295915,-0.4628752080914932,-0.20594099887784487,-3.1627186419818085,-5.131766901301702,-2.2832097791969823,-257.9705254471296,-418.5780506771373,-231.75306036704148,-0.3214261218818799,-0.5512831060767214,-0.2256786130474362,-26.21746508008809,-44.96599560169016,-18.40771721430964,0.8677394620789004,0.826852916132601,0.9101970944864016,-0.15241964172544872,-0.20940493827759768,-0.0986631423650848,-0.37558830626221856,-0.5160099131600014,-0.24312301296548164,-55.23357445032626,-75.88381075882374,-35.753384259629655,0.8555162893445363,0.81128059578348,0.9016728424164608,-0.16888481546758344,-0.23261915198929117,-0.10904970512367304,-0.4161613364052818,-0.5732137427352573,-0.268717296420178,-61.2001965301885,-84.29613863753784,-39.51724947355559,-0.04057303014306324,-0.05720382957525583,-0.02559428345469636,-5.9666220798622405,-8.412327878714093,-3.763865213925935,0.826852916132601,0.7874947819002339,0.9101970944864016,-0.20940493827759768,-0.2698496840664627,-0.0986631423650848,-0.2778742253775494,-0.3580826342736094,-0.1309231027859948,-147.02339967066106,-189.461711255878,-69.27148295555281,0.81128059578348,-0.23261915198929117,-0.308678807666504,0.7689045896047041,-0.30055147741295535,-0.3988230156324712,0.9016728424164608,-0.10904970512367304,-0.1447057676296098,-163.32212045846774,-211.01746858860912,-76.56389821672477,-0.0308045822889546,-0.04074038135886182,-0.01378266484361498,-16.29872078780667,-21.55575733273112,-7.292415261171949,0.7777
13121005300,13121005300,Census Tract 53; Fulton County; Georgia,2917,1970,318,Atlanta city,Georgia,54772,0.6983836480200547,0.2035435299841603,13121,2917,1970,318,0.00904299999999999,0.007021009193,0.003623783249,0.7832744449442613,0.6905600817326101,0.8333822013402582,-0.2766917221091786,-0.4480999212856432,-0.1999296341963921,-7.298693499928141,-11.82017285473877,-5.2738300605047685,-250.21232430333015,-405.2167588186072,-180.79636820379736,0.7643730267955169,0.6654594811692958,0.8183303209115939,-0.30826175825735597,-0.502721094668115,-0.22200042506799933,-8.131461520130344,-13.260993707947335,-5.856022894626889,-278.761107992127,-454.6106859083763,-250.21232430333015,-0.8327680202022032,-1.4408208532085671,-0.5821928341221208,-28.548783688796817,-49.39392708976919,-19.958616185194405,0.8590864136562479,0.8158211583965135,0.9041668073523366,-0.16402725512096944,-0.22575884396708684,-0.10599061132125707,-1.1709664623890326,-1.611659200650622,-0.7566513936587651,-59.43992194868186,-81.8101117081534,-38.408700185724115,0.8461367067763645,0.7993821770697752,0.8951038305710176,-0.1818421207724555,-0.25096609442258505,-0.11718882865473328,-1.2981441694991829,-1.7916100561999666,-0.8365938210704387,-65.89564312178592,-90.9446729035516,-42.466691424895366,-0.12717770711015008,-0.1799508555493445,-0.07994242741167357,-6.455721173104066,-9.1345611953982,-4.057991239171247,0.8158211583965135,0.7743157275874093,0.9041668073523366,-0.22575884396708684,-0.2914628547140212,-0.10599061132125707,-0.5040474642082822,-0.6507435555921228,-0.23664321595371896,-158.50549188939692,-204.63633823651665,-74.41610564582356,0.7993821770697752,-0.25096609442258505,-0.5603272114309836,0.754761760174495,-0.32492138945779103,-0.7254457878385838,0.8951038305710176,-0.11718882865473328,-0.2616452621699673,-176.20352560722756,-228.12760623854837,-82.2783843301784,-0.05627974722270146,-0.074702232246461,-0.02500204621624835,-17.698033717830647,-23.49126800203176,-7.862278684354828,0.1866
13121005200,13121005200,Census Tract 52; Fulton County; Georgia,3742,2418,494,Atlanta city,Georgia,25471,0.7149560093949318,0.20552431276602895,13121,3742,2418,494,0.00904299999999999,0.007021009193,0.003623783249,0.7779933452860899,0.6835151118848009,0.8291860459909067,-0.28535803816197436,-0.4630254439327441,-0.20600196401636808,-9.65620382970746,-15.668274472848395,-6.97088109616526,-258.04927390987336,-418.7139089483805,-186.2875760600016,0.7587059158612887,0.6579955143009076,0.81379905915752,-0.31803374547935676,-0.5197671994199803,-0.22880456636954483,-10.761914018103877,-17.588353403055965,-7.742496213749789,-287.59791603698227,-470.02547843548814,-258.04927390987336,-1.105710188396415,-1.9200789302075696,-0.7716151175845285,-29.5486421271089,-51.31156948710769,-20.62039330797778,0.8554802495408672,0.8112347923820498,0.9016476484135124,-0.16893405842706008,-0.23268874731527975,-0.10908069439269612,-1.4802522340726063,-2.0388904479301053,-0.9557986297872288,-61.21804111135675,-84.32135847519045,-39.52847931295404,0.8422305417996345,0.7944402242697542,0.8923609142773613,-0.187323363818239,-0.25874794534629125,-0.12062281527626678,-1.6413849899051969,-2.2672291646028015,-1.0569342467428728,-67.88192679508671,-93.76464700590576,-43.71109374453569,-0.16113275583259035,-0.22833871667269623,-0.1011356169556441,-6.663885683729957,-9.44328853071531,-4.182614431581642,0.8112347923820498,0.7688500436781434,0.9016476484135124,-0.23268874731527975,-0.3006437448010614,-0.10908069439269612,-0.8070526580000672,-1.0427463130567016,-0.37833313970631177,-163.37098340082332,-211.08224960661977,-76.5856558109943,0.7944402242697542,-0.25874794534629125,-0.8974358212554091,0.7489034093712759,-0.33528568235458606,-1.1628976658978565,0.8923609142773613,-0.12062281527626678,-0.4183655841004637,-181.66717029461725,-235.40438580928264,-84.68938949402099,-0.0903831632553419,-0.12015135284115463,-0.04003244439415188,-18.29618689379391,-24.32213620266288,-8.103733683026695,0.0444
13121007604,13121007604,Census Tract 76.04; Fulton County; Georgia,2097,937,302,Atlanta city,Georgia,52190,0.747763424880787,0.18706400869646336,13121,2097,937,302,0.00904299999999999,0.007021009193,0.003623783249,0.7676434205523821,0.6697798288339544,0.8209413530855894,-0.3026881664411562,-0.49302794284046847,-0.21811381073861244,-5.739927459900106,-9.349373187862028,-4.136129490497944,-273.72090891273757,-445.8451687106355,-197.2403190509272,0.74761065981341,0.6434655056144891,0.8049026293940695,-0.33759462478716096,-0.5540848596771816,-0.2423863005054409,-6.401864598519771,-10.5072059425694,-4.596412864542062,-305.28681919502964,-501.0589386060753,-273.72090891273757,-0.6619371386196651,-1.1578327547073712,-0.4602833740441179,-31.56591028229209,-55.21376989543974,-21.94961249614296,0.8483859039195987,0.8022313137971675,0.8966812863579686,-0.17870888163032203,-0.246523269288433,-0.11522345253984144,-0.6068033098424173,-0.8370660394307629,-0.391239493721857,-64.76022516994847,-89.33468937361395,-41.7544817205824,0.8345508204432466,0.78474683165814,0.8869556749712412,-0.1982493761960237,-0.27429632036492374,-0.12745205675855698,-0.6731527641630676,-0.9313690151077012,-0.43276153474732393,-71.841276858385,-99.3990411000748,-46.185862833225606,-0.06634945432065031,-0.09430297567693824,-0.04152204102546686,-7.081051688436533,-10.064351726460858,-4.431381112643208,0.8022313137971675,0.7581434470998384,0.8966812863579686,-0.246523269288433,-0.3190115984321263,-0.11522345253984144,-0.5227143262686758,-0.676414576310206,-0.24431344569849064,-173.08421399625024,-223.97833652655825,-80.8984919531426,0.78474683165814,-0.27429632036492374,-0.5816027700402371,0.7374397170117845,-0.356043045867056,-0.7549340124371687,0.8869556749712412,-0.12745205675855698,-0.270242302774913,-192.58369868882025,-249.97814981363203,-89.48420621685861,-0.05888844377156133,-0.07851943612696277,-0.02592885707642236,-19.499484692569975,-25.999813287073763,-8.585714263716016,0.9704
13121006801,13121006801,Census Tract 68.01; Fulton County; Georgia,1756,1298,214,Atlanta city,Georgia,38939,0.6680788617946493,0.23930621055600557,13121,1756,1298,214,0.00904299999999999,0.007021009193,0.003623783249,0.7930245322426531,0.7036310835859149,0.8411104303968494,-0.26099503778530725,-0.4211992950960897,-0.1889045288954317,-4.144472790472088,-6.688437576072716,-2.9997109778312376,-236.01781266925332,-380.89052255539383,-170.82636548013883,0.7748458024420343,0.6793280045125955,0.8266816934384773,-0.2905793602396257,-0.4720429503233573,-0.209655430786942,-4.614257275560018,-7.495809806003354,-3.3292250904246914,-262.7709154646935,-426.868439977412,-236.01781266925332,-0.4697844850879296,-0.8073722299306381,-0.32951411259345376,-26.75310279544018,-45.97791742201811,-18.765040580492812,0.8657201290010673,0.824275108825929,0.9087916447108716,-0.15510771495387873,-0.21318718628343375,-0.10036222914235306,-0.7295756075342112,-1.0027623126128442,-0.4720708723082695,-56.20767392405325,-77.254415455535,-36.36909647983587,0.853326567210528,0.8084988451543665,0.9001414446362669,-0.17188429192933533,-0.23686014642243575,-0.11093651554293714,-0.8084871003819571,-1.1141121205877804,-0.521808832971547,-62.28714178597512,-85.832983096131,-40.200988672692375,-0.0789114928477459,-0.1113498079749362,-0.04973796066327746,-6.079467861921872,-8.57856764059601,-3.8318921928565066,0.824275108825929,0.7844111507554734,0.9087916447108716,-0.21318718628343375,-0.2748416427238331,-0.10036222914235306,-0.3203128876713195,-0.4129484598392163,-0.15079384455582473,-149.6789194725792,-192.96657001832537,-70.46441334384333,0.8084988451543665,-0.23686014642243575,-0.35588141481427094,0.7655933185007326,-0.3061764984552213,-0.46002895421161705,0.9001414446362669,-0.11093651554293714,-0.16668166722979869,-166.29972654872475,-214.96680103346588,-77.8886295466349,-0.03556852714295144,-0.04708049437240075,-0.01588782267397395,-16.620807076145535,-22.00023101514054,-7.424216202791569,-999
