geoid,GEOID,NAME,over20,over35,over55,city,state,totalCells,meanNDVI,standardDevNDVI,countyGEOID,popOver20_2023,popOver35_2023,popOver55_2023,mortalityRate,DementiaRate,StrokeRate,rr_Mortality,rr_Mortality_low,rr_Mortality_high,paf_Mortality,paf_Mortality_low,paf_Mortality_high,ls_Mortality,ls_Mortality_low,ls_Mortality_high,ls_Mortality_Rate,ls_Mortality_low_Rate,ls_Mortality_high_Rate,rr_Mortality10,rr_Mortality_low10,rr_Mortality_high10,paf_Mortality10,paf_Mortality_low10,paf_Mortality_high10,ls_Mortality10,ls_Mortality_low10,ls_Mortality_high10,ls_Mortality10_Rate,ls_Mortality_low10_Rate,ls_Mortality_high10_Rate,ls_Mortality_Change,ls_Mortality_Change_low,ls_Mortality_Change_high,ls_Mortality_Change_Rate,ls_Mortality_Change_low_Rate,ls_Mortality_Change_high_Rate,rr_Stroke,rr_Stroke_low,rr_Stroke_high,paf_Stroke,paf_Stroke_low,paf_Stroke_high,ls_Stroke,ls_Stroke_low,ls_Stroke_high,ls_Stroke_Rate,ls_Stroke_low_Rate,ls_Stroke_high_Rate,rr_Stroke10,rr_Stroke_low10,rr_Stroke_high10,paf_Stroke10,paf_Stroke_low10,paf_Stroke_high10,ls_Stroke10,ls_Stroke_low10,ls_Stroke_high10,ls_Stroke10_Rate,ls_Stroke_low10_Rate,ls_Stroke_high10_Rate,ls_Stroke_Change,ls_Stroke_Change_low,ls_Stroke_Change_high,ls_Stroke_Change_Rate,ls_Stroke_Change_low_Rate,ls_Stroke_Change_high_Rate,rr_Dementia,rr_Dementia_low,rr_Dementia_high,paf_Dementia,paf_Dementia_low,paf_Dementia_high,ls_Dementia,ls_Dementia_low,ls_Dementia_high,ls_Dementia_Rate,ls_Dementia_low_Rate,ls_Dementia_high_Rate,rr_Dementia10,paf_Dementia10,ls_Dementia10,rr_Dementia_low10,paf_Dementia_low10,ls_Dementia_low10,rr_Dementia_high10,paf_Dementia_high10,ls_Dementia_high10,ls_Dementia_10_Rate,ls_Dementia_low10_Rate,ls_Dementia_high10_Rate,ls_Dementia_Change,ls_Dementia_Change_low,ls_Dementia_Change_high,ls_Dementia_Change_Rate,ls_Dementia_Change_low_Rate,ls_Dementia_Change_high_Rate,RPL_THEMES
06037920322,06037920322,Census Tract 9203.22; Los Angeles County; California,1639,1260,699,Santa Clarita city,California,50657,0.5126964215168701,0.23114774025293544,06037,1639,1260,699,0.009245,0.009493868073,0.003212018401,0.844955842339435,0.7746394552231451,0.881875791098024,-0.18349379919226688,-0.2909231427050624,-0.13394653770334192,-2.7803998844197793,-4.4082289206113066,-2.029632279609462,-169.64001735325073,-268.9584454308302,-123.8335741067396,0.8308400333496133,0.7551088751462296,0.8708596382391576,-0.2036011264026381,-0.3243123381463982,-0.14829067290563486,-3.085077265877926,-4.9141605409418965,-2.246982577189642,-188.22924135923893,-299.8267566163451,-169.64001735325073,-0.3046773814581467,-0.5059316203305899,-0.21735029758017976,-18.589224005988207,-30.86831118551494,-13.261152994519811,0.900546585516435,0.8690171440061853,0.9328789072678751,-0.1104367237443154,-0.15072528418712342,-0.07195048811715815,-0.44695323390424735,-0.6100068067442934,-0.29119392765948726,-35.472478881289476,-48.41323863049948,-23.110629179324384,0.8911622930324927,0.856902043947356,0.9264197413560472,-0.12213006297332075,-0.166994532296197,-0.07942432070397125,-0.49427785207784986,-0.6758507833582348,-0.321441598280982,-39.22840095855951,-53.63895106017736,-25.511237958808096,-0.0473246181736025,-0.06584397661394137,-0.03024767062149475,-3.755922077270041,-5.225712429677886,-2.40060877948371,0.8690171440061853,0.8382786979432572,0.9328789072678751,-0.15072528418712342,-0.19292068670423224,-0.07195048811715815,-1.0002452083732498,-1.2802629201376596,-0.4774788209386053,-143.09659633379826,-183.15635481225465,-68.30884419722535,0.856902043947356,-0.166994532296197,-1.10821141691417,0.823620737916855,-0.2141510697378174,-1.42115228064408,0.9264197413560472,-0.07942432070397125,-0.5270767717632506,-158.5424058532432,-203.31220037826608,-75.40440225511453,-0.1079662085409201,-0.1408893605064203,-0.04959795082464535,-15.445809519444936,-20.15584556601149,-7.095558057889178,0.6026
06037920020,06037920020,Census Tract 9200.20; Los Angeles County; California,3902,2690,1232,Santa Clarita city,California,248,0.8690256583354166,0.18136499745346593,06037,3902,2690,1232,0.009245,0.009493868073,0.003212018401,0.7305689885263117,0.6213643023612597,0.7911726073821251,-0.3687961242608708,-0.6093618448949814,-0.2639466921243068,-13.30394769862541,-21.982113099123108,-9.521610332225324,-340.95201687917506,-563.3550256054102,-244.01871686892167,0.7079903797421546,0.5924898695826674,0.7728556150944299,-0.4124485707901756,-0.6877925705368954,-0.29390274259418675,-14.878665618199088,-24.81142231162226,-10.602244597315268,-381.3087036955174,-635.8642314613597,-340.95201687917506,-1.5747179195736771,-2.829309212499151,-1.0806342650899443,-40.35668681634232,-72.50920585594953,-27.694368659404013,0.8226707102662671,0.7698114403740183,0.8785609426893515,-0.21555318248335123,-0.2990194059913464,-0.13822496699991352,-1.8624505211474085,-2.583626194267792,-1.1943092598248046,-69.23607885306352,-96.04558343002944,-44.398113748134,0.8067679535394718,0.7499335739584071,0.8672595315010525,-0.23951378536142376,-0.3334514345339366,-0.15305737634177435,-2.069478025001215,-2.88113026618407,-1.32246616379793,-76.93226858740576,-107.10521435628512,-49.16231092185613,-0.20702750385380653,-0.29750407191627826,-0.1281569039731254,-7.696189734342251,-11.059630926255698,-4.764197173722134,0.7698114403740183,0.7198477874040207,0.8785609426893515,-0.2990194059913464,-0.3891825709519637,-0.13822496699991352,-3.49746417543436,-4.552052717432411,-1.6167407885452916,-283.88507917486686,-369.4847984928905,-131.22896010919573,0.7499335739584071,-0.3334514345339366,-3.9001965195643176,0.6965699603125428,-0.4356059792634636,-5.09504158109075,0.8672595315010525,-0.15305737634177435,-1.7902272555408063,-316.57439282177904,-413.55856989372967,-145.3106538588317,-0.4027323441299578,-0.5429888636583389,-0.17348646699551495,-32.689313646912154,-44.07377140083919,-14.081693749635953,0.2599
06037920031,06037920031,Census Tract 9200.31; Los Angeles County; California,3329,2736,1079,Santa Clarita city,California,167221,0.533457884592452,0.241246017393821,06037,3329,2736,1079,0.009245,0.009493868073,0.003212018401,0.8378248969149991,0.7647518965147956,0.8763166012168943,-0.1935668224734724,-0.3076136254872996,-0.14114008408759254,-5.957329636371183,-9.467303044240552,-4.343812617630621,-178.9525273767252,-284.3887967630085,-130.4840077389793,0.8231302986365242,0.7445135717740196,0.8648228246109646,-0.2148744878623129,-0.3431588595721767,-0.15630620693879588,-6.613107237515698,-10.56126467330335,-4.81057439000358,-198.65146402870823,-317.25036567447734,-178.9525273767252,-0.6557776011445151,-1.0939616290627985,-0.46676177237295846,-19.69893665198303,-32.861568911468865,-14.021080575937471,0.8958133548530753,0.8629011573405967,0.9296238938875008,-0.11630396508658054,-0.15888128262793472,-0.07570384816401457,-1.0220888222466924,-1.3962617948351164,-0.6652916515090329,-37.35704759673583,-51.0329603375408,-24.31621533293249,0.8860113511967839,0.8502705882227839,0.9228646387694625,-0.12865371154584582,-0.17609619084928846,-0.0835825298641727,-1.1306194110722674,-1.5475478258483315,-0.7345301550611386,-41.3238088842203,-56.562420535392235,-26.84686239258548,-0.10853058882557498,-0.15128603101321536,-0.0692385035521057,-3.9667612874844655,-5.529460197851439,-2.530647059652986,0.8629011573405967,0.8308724181668643,0.9296238938875008,-0.15888128262793472,-0.2035542137820367,-0.07570384816401457,-1.6275613735251917,-2.0851856826065363,-0.7755014125074962,-150.8397936538639,-193.25168513498943,-71.87223470875776,0.8502705882227839,-0.17609619084928846,-1.803908890403371,0.8156198306505401,-0.22606141050101475,-2.3157467871006725,0.9228646387694625,-0.0835825298641727,-0.8562097111653432,-167.18340040809744,-214.61972076929308,-79.35215117380382,-0.17634751687817984,-0.23056110449413625,-0.08070829865784701,-16.343606754233534,-21.36803563430364,-7.479916465046062,0.6827
06037920034,06037920034,Census Tract 9200.34; Los Angeles County; California,2986,2122,566,Santa Clarita city,California,0,NA,NA,06037,2986,2122,566,0.009245,0.009493868073,0.003212018401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.574
06037920329,06037920329,Census Tract 9203.29; Los Angeles County; California,4705,3161,1699,Santa Clarita city,California,74901,0.44929116892219706,0.25221301114451306,06037,4705,3161,1699,0.009245,0.009493868073,0.003212018401,0.8671115730544467,0.8056343327092769,0.8990727523994425,-0.15325412677568895,-0.2412579248417686,-0.11225704185918568,-6.666205861604054,-10.49417086883792,-4.882925936104346,-141.68344020412442,-223.04295151621508,-103.78163519881711,0.8548353651036604,0.788409343138657,0.8895581020999273,-0.1698158976831011,-0.2683766481241848,-0.12415366420626048,-7.386605218047668,-11.673773636527557,-5.400401943386262,-156.99479740802695,-248.11421119080887,-141.68344020412442,-0.7203993564436146,-1.1796027676896372,-0.5174760072819158,-15.311357203902544,-25.071259674593776,-10.998427359870686,0.9151571911180398,0.8879649404917143,0.9428904007527256,-0.09270845457522812,-0.12617058894943067,-0.06056865061059362,-0.9412865692575648,-1.2810339829043988,-0.6149650277207794,-29.77812620239054,-40.52622533705786,-19.45476202849666,0.9070793210610848,0.8774763110004558,0.9373619832598412,-0.10243941933349134,-0.1396319051164455,-0.06682372216795486,-1.0400869049425836,-1.417709285826841,-0.6784739587418599,-32.90372998869293,-44.850024860070896,-21.463902522678264,-0.09880033568501868,-0.13667530292244212,-0.06350893102108046,-3.125603786302394,-4.3237995230130375,-2.0091404941816027,0.8879649404917143,0.8613085673071712,0.9428904007527256,-0.12617058894943067,-0.16102409514680566,-0.06056865061059362,-2.035141927577452,-2.597331835510655,-0.9769772922579748,-119.78469261786064,-152.87415158979724,-57.50307782566067,0.8774763110004558,-0.1396319051164455,-2.2522740592412607,0.8485445409633146,-0.17848851972430918,-2.8790344335141964,0.9373619832598412,-0.06682372216795486,-1.0778721084935177,-132.5646885957187,-169.45464588076496,-63.44156024093689,-0.21713213166380865,-0.28170259800354147,-0.10089481623554296,-12.779995977858071,-16.580494290967714,-5.938482415276219,0.3249
06037920109,06037920109,Census Tract 9201.09; Los Angeles County; California,3294,2441,1057,Santa Clarita city,California,20255,0.5364473893788329,0.2317501940558464,06037,3294,2441,1057,0.009245,0.009493868073,0.003212018401,0.8368030595936299,0.7633385903569254,0.8755190085053021,-0.19502431131839093,-0.31003464600475045,-0.14217965605020225,-5.939081203308298,-9.441494375822044,-4.3298013310864905,-180.2999758138524,-286.62703023139176,-131.44509201841197,0.8220260591383921,0.7430002166957222,0.8639570193987307,-0.21650644633839417,-0.3458946276586697,-0.15746498673735895,-6.593277305536507,-10.533539472928297,-4.795285965062394,-200.1602096398454,-319.77958327044007,-180.2999758138524,-0.6541961022282088,-1.0920450971062523,-0.4654846339759038,-19.86023382599298,-33.15255303904835,-14.131288220276376,0.8951338549884539,0.8620240505708981,0.929156131205286,-0.11715135610963878,-0.16006044070084083,-0.07624538698659443,-0.9185295324356094,-1.2549597942407824,-0.597804771407222,-37.62923115262636,-51.41170808032701,-24.490158599230725,0.8852721079978856,0.849319941459649,0.9223538538624276,-0.12959618965244576,-0.1774125994044022,-0.0841826006498732,-1.0161037092519287,-1.3910100351429393,-0.660036788151014,-41.626534586314165,-56.985253385618165,-27.03960623314273,-0.0975741768163193,-0.1360502409021569,-0.06223201674379197,-3.997303433687805,-5.573545305291146,-2.5494476339120022,0.8620240505708981,0.8298113690426452,0.929156131205286,-0.16006044070084083,-0.20509315406669076,-0.07624538698659443,-1.6062094920600636,-2.058113606185549,-0.7651238730034152,-151.95927077200224,-194.71273473846253,-72.38636452255584,0.849319941459649,-0.1774125994044022,-1.7803387265876962,0.8144741756138606,-0.22778601205656465,-2.285836857138181,0.9223538538624276,-0.0841826006498732,-0.8447739593748207,-168.43318132333928,-216.2570347339812,-79.92185046119401,-0.17412923452763265,-0.22772325095263213,-0.07965008637140547,-16.473910551337053,-21.54429999551865,-7.535485938638171,0.1883
06037920314,06037920314,Census Tract 9203.14; Los Angeles County; California,2008,1389,696,Santa Clarita city,California,241157,0.5465458002000826,0.24511769789823912,06037,2008,1389,696,0.009245,0.009493868073,0.003212018401,0.8333605460325151,0.7585837912180756,0.8728301406313703,-0.19996081499277407,-0.31824593614671987,-0.14569829047910754,-3.712064571093258,-5.907904828790261,-2.704737236522533,-184.8637734608196,-294.21836796764245,-134.6980695479349,0.8183069303363328,0.737910881590362,0.8610387730612196,-0.22203535486249565,-0.3551771967975017,-0.16138788552429142,-4.121855446253174,-6.593495274260949,-2.9959982513575247,-205.27168557037717,-328.3613184392903,-184.8637734608196,-0.4097908751599162,-0.6855904454706883,-0.2912610148349919,-20.40791210955758,-34.14295047164782,-14.505030619272503,0.8928423442976462,0.8590678109261911,0.9275777898639208,-0.12001856362071324,-0.16405246161169157,-0.07807669710020082,-0.5354620485529237,-0.7319190008168521,-0.3483386812196811,-38.55018348113201,-52.69395254260995,-25.078378777514835,0.8827795358609968,0.8461165522505798,0.9206305352436756,-0.13278566094611063,-0.1818702722929916,-0.0862120706601554,-0.5924223710371698,-0.8114130484067577,-0.38463459795738786,-42.65099863478544,-58.41706611999695,-27.691475734873137,-0.05696032248424609,-0.07949404758990553,-0.03629591673770677,-4.100815153653427,-5.723113577387006,-2.6130969573582985,0.8590678109261911,0.826237202524666,0.9275777898639208,-0.16405246161169157,-0.2103061892449058,-0.07807669710020082,-1.0840147296042384,-1.3896469740760486,-0.5159099038440421,-155.74924275922965,-199.66192156265063,-74.12498618448882,0.8461165522505798,-0.1818702722929916,-1.2017500505989736,0.8106160910334084,-0.23362959489880944,-1.5437617921347402,0.9206305352436756,-0.0862120706601554,-0.5696662735027779,-172.66523715502493,-221.80485519177304,-81.84860251476694,-0.11773532099473516,-0.15411481805869154,-0.05375636965873576,-16.91599439579528,-22.142933629122343,-7.723616330278126,0.3896
06037920326,06037920326,Census Tract 9203.26; Los Angeles County; California,4767,3616,1552,Santa Clarita city,California,1015137,0.7601235514577716,0.20537587360201953,06037,4767,3616,1552,0.009245,0.009493868073,0.003212018401,0.7637799155226473,0.6646769721544994,0.8178564864624878,-0.3092776854648102,-0.5044902138832593,-0.22270840490040733,-13.630150587516386,-22.233345334380942,-9.814963182151434,-285.92722021221704,-466.4012027350733,-205.89392033042657,0.7434727535132081,0.63807495146451,0.8015761978339245,-0.34503920321840637,-0.567214004725933,-0.24754203368596797,-15.206193396706114,-24.99764018908619,-10.909403925501431,-318.9887433754167,-524.3893473691251,-285.92722021221704,-1.5760428091897278,-2.7642948547052484,-1.0944407433499972,-33.06152316319966,-57.98814463405178,-22.95868981225083,0.8457284078493588,0.7988652466020038,0.8948173221567208,-0.1824126879490137,-0.2517755707280154,-0.1175465374203576,-2.1186610835294597,-2.924287282219995,-1.3652628944635736,-58.59129102681028,-80.87077661006624,-37.75616411680237,0.8316756964978539,0.781125617659322,0.8849277639607154,-0.2023917546357933,-0.2802038204771019,-0.13003573932888043,-2.3507111210046556,-3.254471695889074,-1.5103207100434042,-65.0086040100845,-90.00198274029519,-41.767718751200334,-0.23205003747519592,-0.330184413669079,-0.14505781557983055,-6.417312983274224,-9.131206130228955,-4.011554634397968,0.7988652466020038,0.7541485379249439,0.8948173221567208,-0.2517755707280154,-0.32599872533270674,-0.1175465374203576,-3.7097829294738824,-4.803422757706614,-1.7319874866330045,-239.03240524960583,-309.498889027488,-111.59713187068328,0.781125617659322,-0.2802038204771019,-4.128658499208601,0.733166449164192,-0.3639467560742824,-5.362567381012131,0.8849277639607154,-0.13003573932888043,-1.9160094229512097,-266.0218105160181,-345.52624877655484,-123.45421539634084,-0.4188755697347189,-0.5591446233055164,-0.1840219363182054,-26.989405266412295,-36.027359749066775,-11.857083525657565,0.6489
06037920047,06037920047,Census Tract 9200.47; Los Angeles County; California,4116,2220,426,Santa Clarita city,California,363,0.48098743853695464,0.2883561521810381,06037,4116,2220,426,0.009245,0.009493868073,0.003212018401,0.8559642469603095,0.7899880061618382,0.890434481074757,-0.1682730949933816,-0.2658420029166094,-0.12304725530506988,-6.403198485388054,-10.115931548624046,-4.682245838715747,-155.5684763213813,-245.77093169640537,-113.75718752953708,0.8427547080000478,0.7715828171760104,0.8801610914174516,-0.18658488704633053,-0.2960371560113216,-0.1361556534946965,-7.100006487539528,-11.264930196148333,-5.181052112154658,-172.49772807433257,-273.6863507324668,-155.5684763213813,-0.6968080021514744,-1.1489986475242873,-0.4988062734389116,-16.929251752951274,-27.915419036061405,-12.118714126309806,0.9078239604543302,0.8784418557249349,0.9378722990922046,-0.10153514729831464,-0.1383792717558399,-0.06624324118318743,-0.7240147304643592,-0.9867384231767568,-0.4723594113614595,-32.6132761470432,-44.44767671967373,-21.277450962227903,0.8990871799410679,0.8671302217856385,0.931875898731134,-0.11223919360694988,-0.1532293245883523,-0.07310426352009472,-0.8003418684972124,-1.0926294105343084,-0.521283171952176,-36.05143551789245,-49.217541015058934,-23.48122396180973,-0.07632713803285329,-0.10589098735755154,-0.04892376059071651,-3.438159370849247,-4.769864295385204,-2.2037729995818247,0.8784418557249349,0.8497179225845635,0.9378722990922046,-0.1383792717558399,-0.1768611364090423,-0.06624324118318743,-0.5596594383373853,-0.7152950222273377,-0.2679133564139894,-131.37545500877587,-167.90962963083044,-62.89045925211018,0.8671302217856385,-0.1532293245883523,-0.6197188108291593,0.8359922599338291,-0.1961833236101403,-0.7934414403953459,0.931875898731134,-0.07310426352009472,-0.2956619914427161,-145.4738992556712,-186.25385924773377,-69.40422334336058,-0.06005937249177395,-0.07814641816800827,-0.02774863502872671,-14.098444246895294,-18.34422961690335,-6.513764091250401,0.913
06037920049,06037920049,Census Tract 9200.49; Los Angeles County; California,4123,3284,1137,Santa Clarita city,California,0,NA,NA,06037,4123,3284,1137,0.009245,0.009493868073,0.003212018401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.314
06037920334,06037920334,Census Tract 9203.34; Los Angeles County; California,3497,2686,1083,Santa Clarita city,California,84254,0.5325327678766281,0.2450513271888123,06037,3497,2686,1083,0.009245,0.009493868073,0.003212018401,0.838141362157732,0.7651897808829621,0.876563567324298,-0.1931161557587076,-0.3068653358727393,-0.1408185752603095,-6.243399933382414,-9.920884195411732,-4.55263144580062,-178.5358859989252,-283.6970030143475,-130.18677282815614,0.8234723113349186,0.7449825110562898,0.8650909279759085,-0.2143699141248781,-0.34231339012526363,-0.15594785202492442,-6.93052894672749,-11.066911459103094,-5.041757408220581,-198.1849856084498,-316.4687291708062,-178.5358859989252,-0.6871290133450758,-1.1460272636913622,-0.4891259624199611,-19.649099609524615,-32.77172615645874,-13.987016368886506,0.8960237338623093,0.8631727630492527,0.9297686930176554,-0.11604186608930676,-0.15851662935631797,-0.07553632157090813,-1.001149044217811,-1.3675992753388753,-0.6516882112723328,-37.27286091652312,-50.915833035699,-24.262405482961015,0.8862402386269669,0.8505649859943413,0.923022760932996,-0.12836221649028112,-0.1756891201334414,-0.08339690235720185,-1.1074426384527682,-1.5157546205409684,-0.7195052259964697,-41.23018013599286,-56.43166867241134,-26.787238495773256,-0.1062935942349572,-0.14815534520209317,-0.06781701472413693,-3.95731921946974,-5.515835636712329,-2.524833012812246,0.8631727630492527,0.8312010397535537,0.9297686930176554,-0.15851662935631797,-0.20307837956566335,-0.07553632157090813,-1.6298456517038198,-2.088023289633254,-0.77665381706616,-150.49359664855217,-192.7999344075027,-71.71318717139057,0.8505649859943413,-0.1756891201334414,-1.8064107826662328,0.8159746855410955,-0.22552821517602856,-2.3188493367148624,0.923022760932996,-0.08339690235720185,-0.8574752013362563,-166.79693284083405,-214.11351216203715,-79.17591886761369,-0.176565130962413,-0.23082604708160837,-0.08082138427009633,-16.3033361922819,-21.31357775453447,-7.462731696223115,0.6817
06037920313,06037920313,Census Tract 9203.13; Los Angeles County; California,3125,2202,892,Santa Clarita city,California,89206,0.5797048113653684,0.24739792210870548,06037,3125,2202,892,0.009245,0.009493868073,0.003212018401,0.8221560403688705,0.7431783009540929,0.8640589495947659,-0.21631411909512657,-0.3455721173723711,-0.15732844439489796,-6.249450096982641,-9.983794453461158,-4.545317088846349,-199.98240310344457,-319.48142251075706,-145.45014684308316,0.8062127778143393,0.7214434966501094,0.8515256021720119,-0.24036734162291765,-0.38610993742866434,-0.17436281122877575,-6.944362729074605,-11.154957411025006,-5.03745059315635,-222.21960733038733,-356.9586371528002,-199.98240310344457,-0.6949126320919641,-1.1711629575638476,-0.4921335043100008,-22.23720422694285,-37.47721464204312,-15.748272137920026,0.8853591446119307,0.8494318541693582,0.9224139998357316,-0.1294851429340785,-0.17725747520721283,-0.08411190656048732,-0.9158308731963468,-1.2537181071209724,-0.5949121195372824,-41.590866176037544,-56.9354272080369,-27.01689916154779,0.8746442090973364,0.8356826729010643,0.9149944806732936,-0.14332203837722216,-0.1966264617268055,-0.0929027673086679,-1.0136973600292976,-1.3907123246444275,-0.6570886866145761,-46.03530245364657,-63.15678131900216,-29.840539809926256,-0.09786648683295084,-0.1369942175234551,-0.06217656707729369,-4.4444362776090305,-6.2213541109652635,-2.82364064837846,0.8494318541693582,0.8146090281508445,0.9224139998357316,-0.17725747520721283,-0.2275827611068729,-0.08411190656048732,-1.5011103034367492,-1.927291512996852,-0.7123042310743626,-168.28590845703468,-216.06407096377265,-79.85473442537698,0.8356826729010643,-0.1966264617268055,-1.665137153067207,0.79807579806882,-0.2530138145020751,-2.142655159772042,0.9149944806732936,-0.0929027673086679,-0.7867499018690383,-186.6745687295075,-240.2079775529195,-88.20066164451102,-0.16402684963045777,-0.21536364677518985,-0.07444567079467568,-18.388660272472844,-24.14390658914684,-8.345927219134044,0.4713
06037920312,06037920312,Census Tract 9203.12; Los Angeles County; California,3605,2296,993,Santa Clarita city,California,281689,0.6551565515746264,0.2644678793454848,06037,3605,2296,993,0.009245,0.009493868073,0.003212018401,0.7972189046908144,0.7092796811298996,0.8444275929931406,-0.2543606205472891,-0.40988107597693474,-0.18423415849714317,-8.477387992739672,-13.660608723401374,-6.140197487078448,-235.1563936959687,-378.93505474067615,-170.32447953060884,0.7793550387308399,0.685329254080802,0.8302686843432976,-0.28311225347112,-0.45915265406443234,-0.20442938395412524,-9.435628883942517,-15.302742964006564,-6.8132685050344755,-261.7372783340504,-424.4866286825677,-235.1563936959687,-0.9582408912028448,-1.6421342406051895,-0.6730710179560271,-26.580884638081685,-45.551573941891526,-18.670485934979947,0.868564377091051,0.8279065602657286,0.9107709159505192,-0.15132513648458165,-0.20786577615598975,-0.0979709414154466,-1.11599174622963,-1.5329673304959237,-0.7225155352899683,-48.605912292231274,-66.76686979511862,-31.468446658970745,0.8564109564377272,0.8124178488692773,0.9022981543340768,-0.16766371621345977,-0.23089368530221177,-0.10828110995974496,-1.2364854100460214,-1.7027934224269756,-0.7985509069735462,-53.853894165767485,-74.16347658654075,-34.78009176714052,-0.12049366381639136,-0.16982609193105214,-0.07603537168357799,-5.24798187353621,-7.396606791422132,-3.311645108169773,0.8279065602657286,0.7887558853071028,0.9107709159505192,-0.20786577615598975,-0.2678193831931271,-0.0979709414154466,-1.9596361039266987,-2.5248433981877874,-0.9236123304363608,-197.3450255716716,-254.26418914277815,-93.01231927858618,0.8124178488692773,-0.23089368530221177,-2.1767296678379418,0.7702591641452206,-0.2982643330309866,-2.8118604530767803,0.9022981543340768,-0.10828110995974496,-1.0208105267465342,-219.20741871479777,-283.1682228677523,-102.8006572755825,-0.217093563911243,-0.287017054888993,-0.09719819631017346,-21.862393143126184,-28.904033724974116,-9.78833799699632,0.8396
06037920043,06037920043,Census Tract 9200.43; Los Angeles County; California,5373,4141,1117,Santa Clarita city,California,127623,0.6692345321820642,0.23993879383916708,06037,5373,4141,1117,0.009245,0.009493868073,0.003212018401,0.7926504971170538,0.7031281139358326,0.8408144048666015,-0.2615900748653994,-0.4222159236421314,-0.1893231065167751,-12.994064500967808,-20.972894128206192,-9.404319559403778,-241.84002421306175,-390.33862140715047,-175.02921197475857,0.7744438048121054,0.6787938665555904,0.8263616569390467,-0.2912492730736206,-0.4732012902154062,-0.21012391076339715,-14.467337272356088,-23.5055098713666,-10.437565917055869,-269.2599529565622,-437.47459280414296,-241.84002421306175,-1.4732727713882792,-2.5326157431604095,-1.0332463576520912,-27.41992874350045,-47.135971396992545,-19.23034352600207,0.8654662158720087,0.8239511172053529,0.9086148438446484,-0.15544660399301727,-0.21366423215950392,-0.10057634076136242,-2.0675903362823194,-2.8419411571192432,-1.337762709992505,-49.92973523985316,-68.62934453318627,-32.30530572307425,0.8530512653003761,0.8081492824057785,0.899948816695735,-0.1722624895795452,-0.2373951468757125,-0.111174303969435,-2.2912578956990313,-3.157585299081822,-1.4787258815923856,-55.331028633157,-76.25175800728863,-35.70939100681926,-0.2236675594167119,-0.31564414196257884,-0.14096317159988092,-5.401293393303837,-7.622413474102363,-3.4040852837450113,0.8239511172053529,0.7840237594867645,0.9086148438446484,-0.21366423215950392,-0.2754715503196195,-0.10057634076136242,-2.2658345357899914,-2.9212795517213603,-1.0665769561765228,-202.8500032041174,-261.52905565992484,-95.48585104534672,0.8081492824057785,-0.2373951468757125,-2.5174925956646637,0.7651774211410269,-0.30688644537995824,-3.254423538651265,0.899948816695735,-0.111174303969435,-1.1789646534676457,-225.3798205608473,-291.35394258292433,-105.5474174993416,-0.25165805987467227,-0.33314398692990466,-0.11238769729112286,-22.529817356729836,-29.82488692299952,-10.061566453994883,0.2574
