geoid,GEOID,NAME,over20,over35,over55,city,state,totalCells,meanNDVI,standardDevNDVI,countyGEOID,popOver20_2023,popOver35_2023,popOver55_2023,mortalityRate,DementiaRate,StrokeRate,rr_Mortality,rr_Mortality_low,rr_Mortality_high,paf_Mortality,paf_Mortality_low,paf_Mortality_high,ls_Mortality,ls_Mortality_low,ls_Mortality_high,ls_Mortality_Rate,ls_Mortality_low_Rate,ls_Mortality_high_Rate,rr_Mortality10,rr_Mortality_low10,rr_Mortality_high10,paf_Mortality10,paf_Mortality_low10,paf_Mortality_high10,ls_Mortality10,ls_Mortality_low10,ls_Mortality_high10,ls_Mortality10_Rate,ls_Mortality_low10_Rate,ls_Mortality_high10_Rate,ls_Mortality_Change,ls_Mortality_Change_low,ls_Mortality_Change_high,ls_Mortality_Change_Rate,ls_Mortality_Change_low_Rate,ls_Mortality_Change_high_Rate,rr_Stroke,rr_Stroke_low,rr_Stroke_high,paf_Stroke,paf_Stroke_low,paf_Stroke_high,ls_Stroke,ls_Stroke_low,ls_Stroke_high,ls_Stroke_Rate,ls_Stroke_low_Rate,ls_Stroke_high_Rate,rr_Stroke10,rr_Stroke_low10,rr_Stroke_high10,paf_Stroke10,paf_Stroke_low10,paf_Stroke_high10,ls_Stroke10,ls_Stroke_low10,ls_Stroke_high10,ls_Stroke10_Rate,ls_Stroke_low10_Rate,ls_Stroke_high10_Rate,ls_Stroke_Change,ls_Stroke_Change_low,ls_Stroke_Change_high,ls_Stroke_Change_Rate,ls_Stroke_Change_low_Rate,ls_Stroke_Change_high_Rate,rr_Dementia,rr_Dementia_low,rr_Dementia_high,paf_Dementia,paf_Dementia_low,paf_Dementia_high,ls_Dementia,ls_Dementia_low,ls_Dementia_high,ls_Dementia_Rate,ls_Dementia_low_Rate,ls_Dementia_high_Rate,rr_Dementia10,paf_Dementia10,ls_Dementia10,rr_Dementia_low10,paf_Dementia_low10,ls_Dementia_low10,rr_Dementia_high10,paf_Dementia_high10,ls_Dementia_high10,ls_Dementia_10_Rate,ls_Dementia_low10_Rate,ls_Dementia_high10_Rate,ls_Dementia_Change,ls_Dementia_Change_low,ls_Dementia_Change_high,ls_Dementia_Change_Rate,ls_Dementia_Change_low_Rate,ls_Dementia_Change_high_Rate,RPL_THEMES
20173007500,20173007500,Census Tract 75; Sedgwick County; Kansas,1658,915,319,Wichita city,Kansas,12062,0.7204423097446079,0.14876678256359743,20173,1658,915,319,0.013074,0.007719528038,0.00363067118,0.7762528876935317,0.6811987371934964,0.82780156389736,-0.28823997418068825,-0.4680003725784171,-0.2080189789590577,-6.248089142402732,-10.144699932267592,-4.509163337049974,-376.84494224383184,-611.8636871090224,-271.964013091072,0.7568390844245345,0.6555430503186941,0.8123045143148806,-0.3212848286770943,-0.5254528280237998,-0.23106542236002076,-6.96439227550614,-11.390079113600876,-5.008733992348083,-420.04778501243305,-686.9770273583158,-376.84494224383184,-0.7163031331034082,-1.2453791813332842,-0.4995706552981094,-43.20284276860122,-75.11334024929339,-30.130920102419143,0.8542897628003703,0.8097221581909042,0.9008152251532204,-0.17056301449989303,-0.2349915213314873,-0.11010557112853972,-0.5666212723235956,-0.7806569037989662,-0.36577776832625375,-61.92582211186837,-85.3176944042586,-39.97571238538293,0.8409413782587055,0.792810925457721,0.8914547216507455,-0.18914353111110915,-0.2613347872604815,-0.12176196469996428,-0.6283469400690117,-0.868170922600826,-0.4045010552915489,-68.67179672885374,-94.88206804380611,-44.20776560563376,-0.0617256677454161,-0.08751401880185972,-0.03872328696529514,-6.745974616985366,-9.56437363954751,-4.232053220250836,0.8097221581909042,0.7670491360384527,0.9008152251532204,-0.2349915213314873,-0.30369744650865405,-0.11010557112853972,-0.5786735403978105,-0.7478639041322267,-0.2711382108658983,-181.40236376106913,-234.440095339256,-84.99630434667658,0.792810925457721,-0.2613347872604815,-0.6435446084022945,0.7469740310790376,-0.33873462582822994,-0.8341439898456647,0.8914547216507455,-0.12176196469996428,-0.2998424232478056,-201.7381217562052,-261.487144152246,-93.99449004633404,-0.06487106800448406,-0.08628008571343804,-0.02870421238190729,-20.335757995136067,-27.04704881298998,-8.998185699657459,0.7796
20173010107,20173010107,Census Tract 101.07; Sedgwick County; Kansas,1888,1422,738,Wichita city,Kansas,82804,0.5590850408204969,0.2152842347353176,20173,1888,1422,738,0.013074,0.007719528038,0.00363067118,0.8291056658009864,0.7527209362838475,0.8695028520281728,-0.2061188835730789,-0.32851359886036796,-0.15008248410851557,-5.0877791598794095,-8.10893506235285,-3.704592813979175,-269.4798283834433,-429.49867915004506,-196.21783972347328,0.8137122821226149,0.7316399228966199,0.8574288890295073,-0.22893561025211875,-0.3667925556070279,-0.16627747536225862,-5.650980670007547,-9.05380180634786,-4.1043453139290875,-299.3104168436201,-479.5445872006283,-269.4798283834433,-0.5632015101281374,-0.9448667439950108,-0.39975249994991247,-29.830588460176767,-50.04590805058319,-21.17333156514367,0.8900051281891136,0.8554111413867795,0.9256216875154052,-0.12358903148647256,-0.16902849590994945,-0.0803549803205719,-0.6380672336600729,-0.8726627557299799,-0.4148578509539406,-44.87111347820485,-61.36868886990013,-29.174251121936752,0.8796942635257625,0.8421557005168745,0.9184951636075996,-0.1367585779087148,-0.18742887970270616,-0.08873736043668604,-0.7060591578068186,-0.9676605224712218,-0.4581345238742359,-49.65254274309554,-68.04926318363022,-32.217617712674816,-0.06799192414674571,-0.09499776674124194,-0.0432766729202953,-4.781429264890696,-6.680574313730094,-3.0433665907380663,0.8554111413867795,0.8218205627630505,0.9256216875154052,-0.16902849590994945,-0.2168106339878997,-0.0803549803205719,-0.9629573174875934,-1.235172716788537,-0.4577832624002636,-130.4820213397823,-167.36757680061476,-62.030252357759295,0.8421557005168745,-0.18742887970270616,-1.0677845190930253,0.805850915977378,-0.240924320086114,-1.3725486684283426,0.9184951636075996,-0.08873736043668604,-0.505537779928923,-144.68624919959692,-185.98220439408436,-68.50105419091098,-0.10482720160543192,-0.13737595163980565,-0.04775451752865944,-14.204227859814624,-18.6146275934696,-6.470801833151686,0.3433
20173010108,20173010108,Census Tract 101.08; Sedgwick County; Kansas,1526,1134,405,Wichita city,Kansas,84926,0.5933134924444315,0.21550267659669303,20173,1526,1134,405,0.013074,0.007719528038,0.00363067118,0.8176013512317546,0.736946696005263,0.8604847547570829,-0.2230899551394495,-0.35695024541213005,-0.1621356386288362,-4.450850740150567,-7.121487217998755,-3.234755803975375,-291.66780734931626,-466.6767508518189,-211.97613394334044,0.8013011399778142,0.7147920008226741,0.847651819061473,-0.24797026998824345,-0.39900838124807214,-0.17972966908418614,-4.947236010794926,-7.960585889643313,-3.5857729684437474,-324.1963309826295,-521.6635576437295,-291.66780734931626,-0.49638527064435944,-0.8390986716445576,-0.35101716446837194,-32.5285236333132,-54.98680679191072,-23.002435417324502,0.8823061713359746,0.8455085437634952,0.9203030746725318,-0.13339340977952727,-0.18272015980919412,-0.08659856466939053,-0.5492048280259133,-0.7522919918662828,-0.3565419753131084,-48.43076084884597,-66.33968182242353,-31.441091297452235,0.8713271540946586,0.8314378677081209,0.91269140408824,-0.14767455059866388,-0.20273569299474511,-0.0956605874895684,-0.6080028713516754,-0.8346995671669376,-0.3938519645603173,-53.615773487802066,-73.6066637713349,-34.73121380602445,-0.0587980433257621,-0.08240757530065479,-0.03730998924720891,-5.185012638956094,-7.266981948911358,-3.2901225085722143,0.8455085437634952,0.809884242833105,0.9203030746725318,-0.18272015980919412,-0.23474435865283608,-0.08659856466939053,-0.5712579256857404,-0.7339068416450728,-0.2707425194464461,-141.05133967549148,-181.21156583828957,-66.85000480159164,0.8314378677081209,-0.20273569299474511,-0.6338346658823995,0.7929854966188786,-0.2610571117174112,-0.8161712658358509,0.91269140408824,-0.0956605874895684,-0.29907410783919647,-156.50238663762948,-201.52376934218535,-73.845458725727525,-0.06257674019665904,-0.08226442419077806,-0.02833158839275035,-15.451046962138037,-20.312203503895816,-6.99545392413589,0.0479
20173010003,20173010003,Census Tract 100.03; Sedgwick County; Kansas,1579,1115,536,Wichita city,Kansas,16821,0.637613263352576,0.18144736047073395,20173,1579,1115,536,0.013074,0.007719528038,0.00363067118,0.8029486964668826,0.717020837212663,0.8489519083315872,-0.24540958145916203,-0.3946596083419087,-0.1779230250689487,-5.066197606567396,-8.147292177030678,-3.673015529377516,-320.84848679970844,-515.9779719462114,-232.6165629751435,0.7855187883556217,0.6935614637253398,0.8351632925714245,-0.27304402494734203,-0.4418332798201923,-0.19737063265921545,-5.636678802233087,-9.121138186282955,-4.0744889455394135,-356.97775821615494,-577.6528300369195,-320.84848679970844,-0.5704811956656908,-0.9738460092522788,-0.4014734161618976,-36.129271416446535,-61.67485809070798,-25.425802163514728,0.8724406796777792,0.8328622243600143,0.9134648687608996,-0.1462097347057827,-0.20067878065716957,-0.09473285092669605,-0.5918860090853801,-0.8123875118870226,-0.38349737229955266,-53.08394700317311,-72.85986653695271,-34.39438316587916,0.8606161629428984,0.8177686943056587,0.9052343686542774,-0.1619581911876661,-0.2228396696563056,-0.10468629409928534,-0.6556388848776381,-0.9020991865157842,-0.4237908846839165,-58.80169371099893,-80.90575663818693,-38.008151092727935,-0.06375287579225797,-0.08971167462876162,-0.04029351238436385,-5.717746707825826,-8.045890101234226,-3.613767926848776,0.8328622243600143,0.7946928205836566,0.9134648687608996,-0.20067878065716957,-0.2583478472418524,-0.09473285092669605,-0.8303419740182645,-1.0689573693824654,-0.3919729937826912,-154.91454739146724,-199.43234503404204,-73.12928988483044,0.8177686943056587,-0.2228396696563056,-0.9220363537493128,0.7766390411808664,-0.28759944707327245,-1.189990749531947,0.9052343686542774,-0.10468629409928534,-0.43315702741664847,-172.02170778905088,-222.01319953954237,-80.81287824937472,-0.0916943797310482,-0.12103338014948162,-0.04118403363395728,-17.10716039758362,-22.5808545055003,-7.68358836454427,0.1512
20173007102,20173007102,Census Tract 71.02; Sedgwick County; Kansas,4077,1442,626,Wichita city,Kansas,63186,0.5422408795616835,0.207015797353695,20173,4077,1442,626,0.013074,0.007719528038,0.00363067118,0.8348263434964234,0.7606071145736872,0.873975385219255,-0.1978539103255841,-0.3147392140296901,-0.1441969841623504,-10.546147230203692,-16.776449274181932,-7.686088299316547,-258.67420235966864,-411.4900484224168,-188.52313709385692,0.8198903211350932,0.7400761722571837,0.862281604946203,-0.2196753324463629,-0.35121226366478697,-0.15971394294371982,-11.70928790343808,-18.72056122402051,-8.51318406711833,-287.2035296403748,-459.1749135153425,-258.67420235966864,-1.1631406732343894,-1.9441119498385824,-0.827095767801783,-28.529327280706145,-47.68486509292573,-20.2868719107624,0.89381848985306,0.8603268047881195,0.928250303672138,-0.11879538334947154,-0.1623489985834849,-0.07729563464080956,-0.6219446574366165,-0.8499664672333617,-0.404675717629544,-43.13069746439782,-58.94358302589194,-28.06350330301969,0.8838412521405759,0.8474806668315372,0.9213647864437606,-0.13142489963904624,-0.17996792037591186,-0.08534644986786588,-0.6880655786444915,-0.9422090609237022,-0.4468251798165298,-47.71605954538776,-65.3404341833358,-30.986489585057544,-0.06612092120787494,-0.09224259369034048,-0.04214946218698584,-4.58536208098994,-6.396851157443862,-2.922986282037853,0.8603268047881195,0.8277589720378203,0.928250303672138,-0.1623489985834849,-0.20808113687749913,-0.07729563464080956,-0.7845392867130274,-1.0055363946107865,-0.3735253225842831,-125.32576465064336,-160.62881703047702,-59.66858188247334,0.8474806668315372,-0.17996792037591186,-0.8696813969587843,0.8122585404734344,-0.2311351006751352,-1.1169429352825144,0.9213647864437606,-0.08534644986786588,-0.4124302797494187,-138.9267407282403,-178.4253890227659,-65.8834312698752,-0.08514211024575691,-0.11140654067172816,-0.03890495716513564,-13.600976077596949,-17.796571992288847,-6.21484938740186,0.6097
20173006700,20173006700,Census Tract 67; Sedgwick County; Kansas,1690,1179,307,Wichita city,Kansas,0,NA,NA,20173,1690,1179,307,0.013074,0.007719528038,0.00363067118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.778
20173010116,20173010116,Census Tract 101.16; Sedgwick County; Kansas,3284,2188,926,Wichita city,Kansas,1044011,0.734695354149361,0.15435180691318665,20173,3284,2188,926,0.013074,0.007719528038,0.00363067118,0.771749469737473,0.6752175709180664,0.8242155653793084,-0.29575728810046503,-0.4810041134450038,-0.21327483003769124,-12.698343896710076,-20.651919306827057,-9.156958240065554,-386.673078462548,-628.864777917998,-278.83551279127755,0.7520106198731419,0.6492143470278883,0.8084346011940977,-0.3297684548240714,-0.5403233224558468,-0.2369584361220447,-14.158613884166783,-23.198790494814943,-10.173814246234969,-431.139277836991,-706.4187117787742,-386.673078462548,-1.4602699874567089,-2.546871187987886,-1.016856006169414,-44.466199374443015,-77.55393386077607,-30.963946594683744,0.8512046941380313,0.8058056035383817,0.8986562346937377,-0.17480555133996947,-0.24099410032505256,-0.11277256129069232,-1.3886393124506342,-1.9144350921052309,-0.8958549129223057,-63.46614773540376,-87.4970334600197,-40.94400881729002,0.8376014316084344,0.7885937149395945,0.8891047918126909,-0.19388525647540253,-0.26808010393108317,-0.12472681421637372,-1.5402067450517891,-2.1296038275154867,-0.990818404849942,-70.39336129121524,-97.33107072739884,-45.28420497486024,-0.15156743260115513,-0.21516873541025583,-0.09496349192763633,-6.927213555811478,-9.83403726737915,-4.340196157570215,0.8058056035383817,0.7623901876591521,0.8986562346937377,-0.24099410032505256,-0.31166431072572776,-0.11277256129069232,-1.7226940215823927,-2.2278646825944506,-0.8061301785893304,-186.0360714451828,-240.59013850911992,-87.05509488005728,0.7885937149395945,-0.26808010393108317,-1.91631243970023,0.7419848329719546,-0.3477364436070593,-2.4857184955159264,0.8891047918126909,-0.12472681421637372,-0.8915825611156191,-206.94518787259503,-268.43612262590995,-96.2832139433714,-0.1936184181178373,-0.2578538129214758,-0.08545238252628862,-20.909116427412236,-27.84598411679004,-9.228119063314104,0.2687
20015020210,20015020210,Census Tract 202.10; Butler County; Kansas,1641,1286,483,Wichita city,Kansas,460569,0.7409992212341492,0.15222668256964642,20015,1641,1286,483,0.01313299999999999,0.007719528038,0.00363067118,0.7697660303726571,0.6725889853958815,0.8226345009086494,-0.2990960376828822,-0.48679211481794704,-0.2156066866821653,-6.445894379401327,-10.490980024846625,-4.646594253179074,-392.8028262889291,-639.3040843904098,-283.1562616196876,0.7498849129219196,0.646434796784283,0.8067288932773776,-0.3335379639837122,-0.5469464282779052,-0.2395738002359734,-7.18816104691787,-11.787380853263487,-5.163115581056922,-438.0354080998092,-718.3047442573729,-392.8028262889291,-0.7422666675165424,-1.2964008284168642,-0.5165213278778484,-45.23258181088009,-79.00065986696308,-31.476010230216236,0.8498437791345475,0.8040794289370256,0.8977030028787593,-0.17668685063314418,-0.24365823078197252,-0.11395416612531552,-0.8249585274316357,-1.1376507903230868,-0.5320569173346604,-64.14918564787214,-88.46429162698963,-41.37301067921154,0.8361284668629988,0.78673567995685,0.8880674365087526,-0.19598846305498632,-0.271074930852058,-0.12604061233377312,-0.9150785884521364,-1.265660545637667,-0.5884890560607804,-71.15696644262337,-98.41839390650598,-45.761201870978255,-0.09012006102050074,-0.12800975531458025,-0.05643213872611996,-7.007780794751223,-9.954102279516349,-4.388191191766715,0.8040794289370256,0.7603386537017561,0.8977030028787593,-0.24365823078197252,-0.3152034230160964,-0.11395416612531552,-0.9084875208538702,-1.1752460625751775,-0.4248817597579697,-188.0926544210911,-243.32216616463305,-87.96723804512831,0.78673567995685,-0.271074930852058,-1.0107115655607932,0.739788841541453,-0.3517370685348009,-1.31146293051567,0.8880674365087526,-0.12604061233377312,-0.4699464617243918,-209.2570529111373,-271.5244162558323,-97.297404083725,-0.10222404470692303,-0.13621686794049248,-0.04506470196642209,-21.164398490046175,-28.20225009119927,-9.330166038596706,0.1114
20173006600,20173006600,Census Tract 66; Sedgwick County; Kansas,1750,504,142,Wichita city,Kansas,1826,0.5677817274631702,0.1675984354849489,20173,1750,504,142,0.013074,0.007719528038,0.00363067118,0.8261674259454509,0.7486813406506182,0.8672026374655007,-0.210408409476588,-0.3356817456288962,-0.15313302427517378,-4.814039204619594,-7.68023049911633,-3.5036070289038386,-275.0879545496911,-438.87031423521887,-200.20611593736223,0.8105407882550275,0.7273219765711068,0.8549341182967534,-0.23374420447470595,-0.37490689435015967,-0.16968077258661152,-5.3479505262790346,-8.577682289284478,-3.8822112363953782,-305.59717293023056,-490.1532736733987,-275.0879545496911,-0.5339113216594402,-0.897451790168148,-0.37860420749153967,-30.509218380539444,-51.28295943817989,-21.634526142373694,0.8880426518451358,0.8528841751820068,0.9242674408500542,-0.12607203935784414,-0.17249214969500226,-0.08193792813938586,-0.23069396442977663,-0.3156361874436408,-0.14993479581926794,-45.772611990035045,-62.626227667389045,-29.748967424457923,0.8775607841408817,0.8394195158797104,0.9170170696998188,-0.13952220526693704,-0.19129944096189075,-0.0904922416846018,-0.2553058618148871,-0.3500508649934259,-0.16558797724453073,-50.65592496327126,-69.45453670504483,-32.85475738978784,-0.02461189738511049,-0.03441467754978511,-0.01565318142526278,-4.883312973236209,-6.828309037655775,-3.1057899653299175,0.8528841751820068,0.818771241298068,0.9242674408500542,-0.17249214969500226,-0.2213423598203261,-0.08193792813938586,-0.18908123399857577,-0.24262951447347303,-0.0898181429779618,-133.1557985905463,-170.8658552630092,-63.25221336476183,0.8394195158797104,-0.19129944096189075,-0.20969727853858383,0.8025624532199939,-0.2460089504410016,-0.26966836465501354,0.9170170696998188,-0.0904922416846018,-0.09919515036061737,-147.67413981590414,-189.90729905282643,-69.8557396905756,-0.02061604454000809,-0.02703885018154048,-0.00937700738265555,-14.518341225357812,-19.04144378981724,-6.60352632581377,0.4875
20173010001,20173010001,Census Tract 100.01; Sedgwick County; Kansas,2514,2163,975,Wichita city,Kansas,245278,0.7103765972572097,0.15965029778674075,20173,2514,2163,975,0.013074,0.007719528038,0.00363067118,0.7794490920489903,0.6854546188152413,0.8303434453531561,-0.28295742493102755,-0.4588857855074748,-0.20432094164925543,-9.300254829100313,-15.082674517947964,-6.715628065681628,-369.9385373548255,-599.9472759724727,-267.12919911223656,0.7602676845564573,0.6600496086738847,0.8150486603144135,-0.3153261940672953,-0.5150376378665151,-0.2269206106224868,-10.36415269834685,-16.928275622751585,-7.4584347990818785,-412.25746612358193,-673.3602077466819,-369.9385373548255,-1.0638978692465368,-1.845601104803622,-0.7428067334002506,-42.31892876875643,-73.41293177420931,-29.54680721560265,0.8564752184338222,0.8124995508559709,0.9023430606628872,-0.1675761055044088,-0.23076991112979292,-0.10822595484401602,-1.3159989125069669,-1.8122688265848672,-0.8499137657546653,-60.84137367114964,-83.78496655501004,-39.29328551801503,0.8433081190964171,0.7958027627527432,0.8931180181202857,-0.18580620458329536,-0.2565927724866433,-0.11967285365562896,-1.4591624649149666,-2.0150594175294647,-0.9398078848614227,-67.46012320457542,-93.16039840635528,-43.44927807958496,-0.14316355240799994,-0.2027905909445975,-0.0898941191067576,-6.618749533425795,-9.37543185134524,-4.1559925615699305,0.8124995508559709,0.7703564975710342,0.9023430606628872,-0.23076991112979292,-0.29810029921606584,-0.10822595484401602,-1.7368989293108743,-2.2436637774862445,-0.814566960536261,-178.14347992932048,-230.11936179346097,-83.54532928577036,0.7958027627527432,-0.2565927724866433,-1.931255724019828,0.7505176757940858,-0.3324136556037128,-2.501924621280763,0.8931180181202857,-0.11967285365562896,-0.900722500452546,-198.0775101558798,-256.60765346469367,-92.38179491820983,-0.1943567947089535,-0.25826084379451864,-0.086155539916285,-19.934030226559333,-26.48829167123268,-8.836465632439486,0.1006
20173007301,20173007301,Census Tract 73.01; Sedgwick County; Kansas,2167,1723,782,Wichita city,Kansas,127636,0.636229754126391,0.20395504710204773,20173,2167,1723,782,0.013074,0.007719528038,0.00363067118,0.8034023107516439,0.7176349070767926,0.8493097371037247,-0.24470640253004003,-0.3934662181824332,-0.17742674587736623,-6.93286469497067,-11.147432288232626,-5.026740656226687,-319.92915066777437,-514.4177336517132,-231.96772756006865,0.7860069464023194,0.6942148684029378,0.8355505193682115,-0.27225338729786214,-0.4404762063084735,-0.1968157242677971,-7.713308182248385,-12.479289091407225,-5.5760567442602484,-355.944078553225,-575.8785921276983,-319.92915066777437,-0.7804434872777151,-1.3318568031745972,-0.5493160880335601,-36.014927885450625,-61.4608584759851,-25.349150347649292,0.8727471098875528,0.8332543004891265,0.913677659544776,-0.14580728904257598,-0.20011381809009868,-0.09447789332863026,-0.9121188490830764,-1.251841294358491,-0.5910202973566062,-52.937832216081034,-72.65474720594838,-34.30181644553722,0.8609486735320713,0.8181921720822737,0.9054663322021028,-0.16150942645334004,-0.2222067554802328,-0.10440329412137322,-1.010345869126418,-1.3900468995615978,-0.6531100955224677,-58.638761992247126,-80.67596631233882,-37.90540310635332,-0.09822702004334172,-0.1382056052031071,-0.06208979816586146,-5.700929776166089,-8.02121910639043,-3.603586660816104,0.8332543004891265,0.7951629193566387,0.913677659544776,-0.20011381809009868,-0.2576039144394379,-0.09447789332863026,-1.2080212674985191,-1.555070060647187,-0.5703319517798399,-154.4784229537748,-198.85806402137945,-72.93247465215343,0.8181921720822737,-0.2222067554802328,-1.3413890603052057,0.7771444171353353,-0.28676212290907527,-1.7310885699618128,0.9054663322021028,-0.10440329412137322,-0.6302483301714699,-171.5331279162667,-221.3668248033009,-80.59441562295011,-0.13336779280668654,-0.17601850931462582,-0.05991637839163,-17.054704962491883,-22.50876078192146,-7.6619409707966755,0.2867
20173001000,20173001000,Census Tract 10; Sedgwick County; Kansas,2488,1550,380,Wichita city,Kansas,10265,0.5955806443822482,0.19957834373722572,20173,2488,1550,380,0.013074,0.007719528038,0.00363067118,0.8168450139762569,0.7359136250124463,0.8598907465273089,-0.22422244475996383,-0.3588551237695692,-0.16293843611938605,-7.293532796065917,-11.672879657750409,-5.3000796991962345,-293.14842427917677,-469.1671888163347,-213.02571138248533,0.8004857934147236,0.7136898627477637,0.8470081769190211,-0.249241408437976,-0.4011688440549221,-0.18062614653554385,-8.107352448708228,-13.04926509032904,-5.8754275246365815,-325.85821739180983,-524.4881467174051,-293.14842427917677,-0.8138196526423114,-1.3763854325786298,-0.575347825440347,-32.70979311263309,-55.32095790107032,-23.124912598084688,0.8817985821721994,0.8448566990656773,0.919951872700898,-0.13404582431582768,-0.18363268126523105,-0.08701338588951156,-0.7543482822713692,-1.0334003195424903,-0.48967133825606585,-48.66763111428188,-66.67098835758003,-31.591699242326833,0.8707757697081236,0.830732798290905,0.9123082844357516,-0.14840127020896685,-0.20375649313152708,-0.09612070509530032,-0.8351341329757872,-1.1466478823932802,-0.5409231443757184,-53.87962148230885,-73.97728273505032,-34.89826737907861,-0.08078585070441802,-0.11324756285078984,-0.05125180611965257,-5.211990368026969,-7.306294377470314,-3.3065681367517787,0.8448566990656773,0.8090997797571473,0.919951872700898,-0.18363268126523105,-0.23594150563253363,-0.08701338588951156,-0.5386719000536259,-0.6921156858621458,-0.25524686338105124,-141.7557631720068,-182.13570680582785,-67.1702272055398,0.830732798290905,-0.20375649313152708,-0.5977035054282835,0.7921406333156766,-0.26240210127118824,-0.7697357436373601,0.9123082844357516,-0.09612070509530032,-0.2819624616458901,-157.29039616533777,-202.56203779930527,-74.20064780155002,-0.05903160537465768,-0.0776200577752143,-0.02671559826483888,-15.534632993330968,-20.42633099347745,-7.030420596010233,0.7129
20173006900,20173006900,Census Tract 69; Sedgwick County; Kansas,1833,1203,403,Wichita city,Kansas,4862,0.6288930608265344,0.2231820463205765,20173,1833,1203,403,0.013074,0.007719528038,0.00363067118,0.8058120950813052,0.7209000944005893,0.8512098106688579,-0.24098410299872888,-0.3871547635618987,-0.17479848970987155,-5.775097756055664,-9.278025307355549,-4.188983228037756,-315.06261626053816,-506.16613788082645,-228.5315454466861,0.788600703115388,0.6976901483719947,0.8376069698489411,-0.2680688668542565,-0.4333010181287805,-0.19387736253000112,-6.424174425507924,-10.383903777691735,-4.6462015849356915,-350.473236525255,-566.4977511015677,-315.06261626053816,-0.6490766694522598,-1.1058784703361866,-0.4572183568979354,-35.41062026471685,-60.331613220741225,-24.943718325037388,0.8743738964705818,0.8353365509909476,0.9148069091283776,-0.14367549630256468,-0.19712228420235475,-0.0931268555380654,-0.6275310958885955,-0.8609704940156782,-0.4067499275547511,-52.163848369791815,-71.56861961892587,-33.81129904860774,0.8627141118983249,0.8204415251875097,0.906697419221567,-0.15913254021032508,-0.21885590782530503,-0.1029037678948471,-0.6950427868328075,-0.955896386048228,-0.44945252252430445,-57.77579275418184,-79.45938371140716,-37.360974440923066,-0.06751169094421205,-0.09492589203254986,-0.04270259496955336,-5.611944384390029,-7.890764092481285,-3.5496753923153257,0.8353365509909476,0.7976604854421064,0.9148069091283776,-0.19712228420235475,-0.2536662129449049,-0.0931268555380654,-0.6132414729253168,-0.789147927577953,-0.28971483508399914,-152.1690999814682,-195.81834431214713,-71.88953724168714,0.8204415251875097,-0.21885590782530503,-0.6808541196459725,0.7798299064017395,-0.2823309183077636,-0.8783229602680405,0.906697419221567,-0.1029037678948471,-0.3201305141564869,-168.9464316739386,-217.9461439871068,-79.43685214801164,-0.0676126467206557,-0.08917503269008742,-0.03041567907248776,-16.777331692470398,-22.127799674959657,-7.547314906324508,0.7168
20173010113,20173010113,Census Tract 101.13; Sedgwick County; Kansas,3196,2048,705,Wichita city,Kansas,3212,0.6537050659423822,0.1815583763003253,20173,3196,2048,705,0.013074,0.007719528038,0.00363067118,0.7976914171034257,0.709916980285163,0.8448010062768603,-0.253617600188299,-0.4086154124645884,-0.18371071124443897,-10.59728562953838,-17.07379233658824,-7.676260948836104,-331.5796504861821,-534.2237902562027,-240.18338388097945,0.7798631707164903,0.6860066417476139,0.8306725605710165,-0.2822762217136906,-0.4577118341777019,-0.2038437857061095,-11.794771915300592,-19.125261966045525,-8.517511479212075,-369.0479322684791,-598.4124520039276,-331.5796504861821,-1.1974862857622115,-2.0514696294572836,-0.8412505303759712,-37.468281782296984,-64.18866174772477,-26.321981551188088,0.8688844376158689,0.8283154575862538,0.9109935047389128,-0.1509010366716879,-0.2072695140979769,-0.09770266725073544,-1.1220419479060897,-1.5411762203200068,-0.7264793767861761,-54.78720448760203,-75.25274513281283,-35.47262581963751,0.8567581031050654,0.812859232075672,0.9025407271850948,-0.16719059484327825,-0.23022530905684097,-0.1079832409545304,-1.2431648240937925,-1.7118666639344955,-0.8029217604743357,-60.7014074264547,-83.58723944992654,-39.205164085660925,-0.12112287618770257,-0.1706904436144887,-0.07644238368815959,-5.9142029388526645,-8.334494317113707,-3.7325382660234174,0.8283154575862538,0.7892454041713236,0.9109935047389128,-0.2072695140979769,-0.26703303524454525,-0.09770266725073544,-1.128016091978888,-1.453265146862969,-0.5317240278567529,-160.0022825501969,-206.1369002642509,-75.42184792294367,0.812859232075672,-0.23022530905684097,-1.2529476634666568,0.7707850238011031,-0.2973786063830484,-1.618413855362092,0.9025407271850948,-0.1079832409545304,-0.5876736576087382,-177.72307283214988,-229.5622489875308,-83.35796561826075,-0.1249315714877688,-0.16514870849912322,-0.05594962975198536,-17.720790281953022,-23.42534872327989,-7.936117695317074,0.2502
