geoid,GEOID,NAME,over20,over35,over55,city,state,totalCells,meanNDVI,standardDevNDVI,countyGEOID,popOver20_2023,popOver35_2023,popOver55_2023,mortalityRate,DementiaRate,StrokeRate,rr_Mortality,rr_Mortality_low,rr_Mortality_high,paf_Mortality,paf_Mortality_low,paf_Mortality_high,ls_Mortality,ls_Mortality_low,ls_Mortality_high,ls_Mortality_Rate,ls_Mortality_low_Rate,ls_Mortality_high_Rate,rr_Mortality10,rr_Mortality_low10,rr_Mortality_high10,paf_Mortality10,paf_Mortality_low10,paf_Mortality_high10,ls_Mortality10,ls_Mortality_low10,ls_Mortality_high10,ls_Mortality10_Rate,ls_Mortality_low10_Rate,ls_Mortality_high10_Rate,ls_Mortality_Change,ls_Mortality_Change_low,ls_Mortality_Change_high,ls_Mortality_Change_Rate,ls_Mortality_Change_low_Rate,ls_Mortality_Change_high_Rate,rr_Stroke,rr_Stroke_low,rr_Stroke_high,paf_Stroke,paf_Stroke_low,paf_Stroke_high,ls_Stroke,ls_Stroke_low,ls_Stroke_high,ls_Stroke_Rate,ls_Stroke_low_Rate,ls_Stroke_high_Rate,rr_Stroke10,rr_Stroke_low10,rr_Stroke_high10,paf_Stroke10,paf_Stroke_low10,paf_Stroke_high10,ls_Stroke10,ls_Stroke_low10,ls_Stroke_high10,ls_Stroke10_Rate,ls_Stroke_low10_Rate,ls_Stroke_high10_Rate,ls_Stroke_Change,ls_Stroke_Change_low,ls_Stroke_Change_high,ls_Stroke_Change_Rate,ls_Stroke_Change_low_Rate,ls_Stroke_Change_high_Rate,rr_Dementia,rr_Dementia_low,rr_Dementia_high,paf_Dementia,paf_Dementia_low,paf_Dementia_high,ls_Dementia,ls_Dementia_low,ls_Dementia_high,ls_Dementia_Rate,ls_Dementia_low_Rate,ls_Dementia_high_Rate,rr_Dementia10,paf_Dementia10,ls_Dementia10,rr_Dementia_low10,paf_Dementia_low10,ls_Dementia_low10,rr_Dementia_high10,paf_Dementia_high10,ls_Dementia_high10,ls_Dementia_10_Rate,ls_Dementia_low10_Rate,ls_Dementia_high10_Rate,ls_Dementia_Change,ls_Dementia_Change_low,ls_Dementia_Change_high,ls_Dementia_Change_Rate,ls_Dementia_Change_low_Rate,ls_Dementia_Change_high_Rate,RPL_THEMES
06071001311,06071001311,Census Tract 13.11; San Bernardino County; California,2557,1497,714,Rancho Cucamonga city,California,61936,0.3331467660449565,0.22047743468418848,06071,2557,1497,714,0.010125,0.009493868073,0.003212018401,0.909213662600797,0.8656622113008714,0.9314482395918064,-0.0998514883064005,-0.15518499819606643,-0.0735969616929389,-2.5851175879445942,-4.0176814089218365,-1.9053977393695536,-101.09963191023051,-157.12481067351726,-74.51692371410064,0.9006012563826714,0.8532637700087086,0.924857023195792,-0.1103693148470286,-0.17197053847697508,-0.08124820909566703,-2.857420172896503,-4.452252752216956,-2.103485665408409,-111.74893128261648,-174.12017020793726,-101.09963191023051,-0.27230258495190895,-0.4345713432951195,-0.19808792603885528,-10.649299372385958,-16.995359534420004,-7.746887995262232,0.9425381518985664,0.9237510838708792,0.9615087320458362,-0.06096501026052633,-0.08254270816073948,-0.04003215641345718,-0.2931436399566247,-0.39689766012856015,-0.19249028247850672,-19.582073477396442,-26.512869748066812,-12.85840230317346,0.9369767885780492,0.9164535483578522,0.957742050581007,-0.06726229741250522,-0.0911627782901278,-0.04412247472412587,-0.32342346226280466,-0.43834633246719823,-0.21215813446518988,-21.604773698250145,-29.281652135417385,-14.17222007115497,-0.03027982230617998,-0.04144867233863808,-0.01966785198668316,-2.0227002208537064,-2.7687823873505732,-1.3138177679815073,0.9237510838708792,0.9051476366034296,0.9615087320458362,-0.08254270816073948,-0.10479214612160312,-0.04003215641345718,-0.5595258013096676,-0.7103463266006376,-0.2713628483302832,-78.36495816662011,-99.48828103650386,-38.006001166706334,0.9164535483578522,-0.0911627782901278,-0.6179579966418001,0.8961719861126134,-0.11585724112819962,-0.785352420877034,0.957742050581007,-0.04412247472412587,-0.2990895692167814,-86.5487390254622,-109.9933362572877,-41.8892954085128,-0.05843219533213251,-0.07500609427639648,-0.02772672088649824,-8.183780858842088,-10.505055220783822,-3.8832942418064778,0.613
06071002013,06071002013,Census Tract 20.13; San Bernardino County; California,2304,1449,716,Rancho Cucamonga city,California,69730,0.46380521234786826,0.19109694107223324,06071,2304,1449,716,0.010125,0.009493868073,0.003212018401,0.8619891944403449,0.7984316253279365,0.8951068481104995,-0.1601073498946352,-0.2524553991574095,-0.11718506244357509,-3.7349842583420503,-5.889279551544049,-2.733693136683719,-162.10869176831815,-255.6110916468771,-118.64987572411977,0.8492821648551827,0.780659238827393,0.8852427277666113,-0.17746497145682705,-0.2809686355625187,-0.12963367970602946,-4.139902854144862,-6.554436330402437,-3.024094480182255,-179.68328360003738,-284.4807435070502,-162.10869176831815,-0.4049185958028114,-0.6651567788583881,-0.29040134349853597,-17.574591831719246,-28.869651860173096,-12.604224978235068,0.9117919070314284,0.883591477037526,0.9405892373314408,-0.09674147389151058,-0.13174473270471584,-0.06316334517829951,-0.45025558631084056,-0.6131682667337597,-0.29397576729606695,-31.073539427939306,-42.316650568237385,-20.288182698141267,0.9034108589316178,0.872723498884917,0.9348458523624282,-0.10691607269654636,-0.14583828816080333,-0.06969507055406211,-0.49761035325987896,-0.6787626991919763,-0.3243758193149505,-34.34163928639607,-46.84352651428408,-22.386184907864077,-0.04735476694903839,-0.06559443245821661,-0.03040005201888357,-3.268099858456756,-4.526875946046695,-2.098002209722814,0.883591477037526,0.8559815996514623,0.9405892373314408,-0.13174473270471584,-0.16824941144433364,-0.06316334517829951,-0.895549251913634,-1.1436938043784783,-0.4293597577792495,-125.07671116112208,-159.73377156124,-59.96644661721362,0.872723498884917,-0.14583828816080333,-0.9913517389382304,0.8427735014073016,-0.1865584268254216,-1.2681513420058754,0.9348458523624282,-0.06969507055406211,-0.473759876507944,-138.45694677908244,-177.1161092186977,-66.16758051786927,-0.09580248702459636,-0.12445753762739709,-0.04440011872869448,-13.380235617960388,-17.382337657457693,-6.201133900655654,0.5752
06071002018,06071002018,Census Tract 20.18; San Bernardino County; California,3273,2642,1365,Rancho Cucamonga city,California,80758,0.459426742193439,0.19349637745982973,06071,3273,2642,1365,0.010125,0.009493868073,0.003212018401,0.863531273421542,0.8005976659507378,0.8963014013290322,-0.15803565056507146,-0.24906684409636015,-0.11569612467101342,-5.2371631785322235,-8.253857279864791,-3.8340683374882976,-160.01109619713483,-252.18017964756464,-117.14232622940108,0.850953595304243,0.7829891636745103,0.8865423425486612,-0.17515221219844332,-0.2771568833814683,-0.12797770845909856,-5.804391054070738,-9.1847366029889,-4.241069277839625,-177.34161485092386,-280.6213444237367,-160.01109619713483,-0.5672278755385145,-0.9308793231241096,-0.40700094035132706,-17.330518653789014,-28.441164776172005,-12.435103585436208,0.912805811025686,0.884908551602879,0.9412828400758376,-0.09552326236435446,-0.130060273673082,-0.0623799323903873,-0.810624982748819,-1.1037113315959273,-0.5293656264057803,-30.682247643785733,-41.77559922770353,-20.03654906910599,0.9045159631336565,0.8741545678123785,0.9356041845627504,-0.1055636835148196,-0.14396244877213968,-0.06882805410638981,-0.895829528954978,-1.221687311173128,-0.5840853713707234,-33.9072493926941,-46.241003450913254,-22.107697629474767,-0.08520454620615903,-0.11797597957720084,-0.05471974496494303,-3.2250017489083658,-4.465404223209721,-2.0711485603687745,0.884908551602879,0.8575851132065035,0.9412828400758376,-0.130060273673082,-0.16606501745466218,-0.0623799323903873,-1.6854679839140538,-2.1520581363030815,-0.8083896482257004,-123.47750797905157,-157.65993672550047,-59.22268485169966,0.8741545678123785,-0.14396244877213968,-1.8656280771883955,0.844510311831747,-0.1841181640884824,-2.38601120898916,0.9356041845627504,-0.06882805410638981,-0.8919516952810611,-136.67604961087147,-174.79935596990185,-65.34444654073707,-0.1801600932743419,-0.23395307268607857,-0.08356204705536074,-13.19854163181992,-17.13941924440136,-6.121761689037418,0.3397
06071002015,06071002015,Census Tract 20.15; San Bernardino County; California,3137,2138,1094,Rancho Cucamonga city,California,69624,0.44734406765695056,0.20783161776514436,06071,3137,2138,1094,0.010125,0.009493868073,0.003212018401,0.8678010668327856,0.8066055271561497,0.8996061250765617,-0.15233783204450418,-0.23976338660324015,-0.11159758935044405,-4.8385732636265475,-7.61539465571544,-3.544576582647472,-154.2420549450605,-242.76042893578068,-112.9925592173246,0.8555831002547423,0.7894548787729062,0.8901386202638099,-0.16879353940284572,-0.2666968396653091,-0.12342052938185132,-5.3612414977056115,-8.470858358554507,-3.920098281792535,-170.9034586453813,-270.03055016112546,-154.2420549450605,-0.522668234079064,-0.8554637028390673,-0.3755216991450627,-16.661403700320818,-27.27012122534483,-11.970726781799897,0.9156095976983664,0.888553297826434,0.9431995365252084,-0.09216854269960892,-0.12542489285244374,-0.06022104684661645,-0.6329486038989369,-0.8613297823734047,-0.4135557144602666,-29.604705514449808,-40.28670637855027,-19.343111059881505,0.9075725878784224,0.8781158806168861,0.9377000443508812,-0.10184024215367656,-0.13880186211583945,-0.06643910920602077,-0.699367020502677,-0.9531933810771436,-0.45625698513315305,-32.7112731759905,-44.583413520914114,-21.34036413157872,-0.06641841660374004,-0.09186359870373896,-0.04270127067288643,-3.106567661540694,-4.296707142363842,-1.9972530716972137,0.888553297826434,0.862025712996695,0.9431995365252084,-0.12542489285244374,-0.16005820351188765,-0.06022104684661645,-1.30269952007752,-1.6624111861487116,-0.6254733573338237,-119.07673858112614,-151.95714681432466,-57.173067397972915,0.8781158806168861,-0.13880186211583945,-1.4416366245326808,0.8493217431781359,-0.17741010168658897,-1.8426330616516091,0.9377000443508812,-0.06643910920602077,-0.6900559666324233,-131.77665672145162,-168.43081002299903,-63.07641376896009,-0.13893710445516083,-0.1802218755028977,-0.0645826092985996,-12.699918140325488,-16.473663208674378,-5.903346370987166,0.2762
06071001307,06071001307,Census Tract 13.07; San Bernardino County; California,2600,1800,692,Rancho Cucamonga city,California,54458,0.41810018542680694,0.21175834304134564,06071,2600,1800,692,0.010125,0.009493868073,0.003212018401,0.8782229042734012,0.8213337185683369,0.9076551207554612,-0.13866308329472596,-0.21753189646602536,-0.10174005206699892,-3.6503056677336607,-5.726527174468117,-2.678306870663747,-140.39637183591003,-220.25104517185068,-103.01180271783642,0.8668924795167421,0.80532580933133,0.8989032453634516,-0.15354559374821206,-0.24173345546979289,-0.11246678122256884,-4.042087755421682,-6.363633215242298,-2.960688015684125,-155.46491367006467,-244.7551236631653,-140.39637183591003,-0.39178208768802136,-0.6371060407741806,-0.2823811450203779,-15.068541834154669,-24.50407849131464,-10.860813270014535,0.9224313441029652,0.8974369902924375,0.9478547164147666,-0.08409152225032833,-0.11428435736100144,-0.05501400444835201,-0.48618633030508,-0.6607502258219935,-0.3180707902814446,-27.010351683615553,-36.70834587899964,-17.670599460080254,0.9150134059238691,0.8877779677470063,0.9427921395336996,-0.0928801627669288,-0.12640776898055892,-0.06067918692512122,-0.5369990254114506,-0.7308433439908422,-0.3508247969301744,-29.833279189525033,-40.602407999491234,-19.490266496120796,-0.05081269510637065,-0.07009311816884867,-0.03275400664872979,-2.822927505909481,-3.8940621204915926,-1.819667036040544,0.8974369902924375,0.8728687712013606,0.9478547164147666,-0.11428435736100144,-0.14564758528783667,-0.05501400444835201,-0.7508204232223102,-0.956869200232626,-0.36142862467686165,-108.50006115929338,-138.2758959873737,-52.22957004000891,0.8877779677470063,-0.12640776898055892,-0.830468288015752,0.8610806927197079,-0.16133134612682812,-1.059907693187983,0.9427921395336996,-0.06067918692512122,-0.398647495247253,-120.0098682103688,-153.16585161676053,-57.60801954440073,-0.07964786479344177,-0.10303849295535694,-0.03721887057039141,-11.5098070510754,-14.889955629386842,-5.378449504391823,0.7556
06071000820,06071000820,Census Tract 8.20; San Bernardino County; California,2483,1914,937,Rancho Cucamonga city,California,129567,0.4644573367674169,0.20517222920532455,06071,2483,1914,937,0.010125,0.009493868073,0.003212018401,0.8617597546699239,0.7981095194704572,0.894929068966587,-0.16041622340907022,-0.25296087266757133,-0.11740699310923372,-4.032924012587804,-6.359531199189994,-2.951655834388552,-162.4214262016836,-256.122883575916,-118.87458052309916,0.849033504937039,0.7803128161456342,0.885049327677172,-0.17780982044301785,-0.28153732619632427,-0.12988052612221973,-4.4702055646201355,-7.077953957072916,-3.2652451319099,-180.0324431985556,-285.05654277377835,-162.4214262016836,-0.43728155203233143,-0.7184227578829221,-0.3135892975213479,-17.611016996871985,-28.933659197862347,-12.629452175648323,0.9116409936999756,0.8833954812289996,0.9404859766577508,-0.096923028813581,-0.13199582887698,-0.06328007521573804,-0.5958637085851816,-0.8114843817323167,-0.3890334501424024,-31.13185520298754,-42.3973031208107,-20.325676600961465,0.9032463815170771,0.872510557632641,0.93473295981948,-0.1071176375159313,-0.1461179366279219,-0.06982426317044019,-0.6585381567871761,-0.898304321229881,-0.429265829919425,-34.40638227728193,-46.93335011650371,-22.42768181397205,-0.06267444820199453,-0.08681993949756428,-0.0402323797770226,-3.2745270742943853,-4.536046995693013,-2.102005213010585,0.8833954812289996,0.8557430308154063,0.9404859766577508,-0.13199582887698,-0.16857510255986138,-0.06328007521573804,-1.174202473455039,-1.4996027076977352,-0.5629240065456268,-125.3150985544332,-160.04297840957685,-60.077268574773406,0.872510557632641,-0.1461179366279219,-1.2998292753974638,0.8425151286100089,-0.18692230684309663,-1.662814930641826,0.93473295981948,-0.06982426317044019,-0.6211394952360125,-138.7224413444465,-177.46157210691845,-66.29023428345918,-0.12562680194242493,-0.16321222294409088,-0.05821548869038573,-13.407342790013336,-17.41859369734161,-6.212965708685777,0.1191
06071002107,06071002107,Census Tract 21.07; San Bernardino County; California,3520,2098,850,Rancho Cucamonga city,California,61115,0.4150427831420403,0.2294381485069507,06071,3520,2098,850,0.010125,0.009493868073,0.003212018401,0.8793196920793522,0.8228889719109447,0.908500777824488,-0.13724281283326162,-0.2152307712640275,-0.1007145226607483,-4.891333849377444,-7.670824687849942,-3.5894655876290695,-138.9583479936774,-217.92115590482788,-101.97345419400766,0.868083455167028,0.807003403419092,0.8998245415644066,-0.15196297550399682,-0.2391521470209726,-0.11132776870191992,-5.415960446962447,-8.523382519827463,-3.967721676536426,-153.8625126977968,-242.14154885873472,-138.9583479936774,-0.5246265975850024,-0.8525578319775207,-0.3782560889073565,-14.904164704119385,-24.22039295390684,-10.745911616686264,0.923147475177146,0.8983708795837139,0.9483427328684312,-0.08325053893269489,-0.11312601813560444,-0.05447109503894466,-0.5610099476585741,-0.7623352632514178,-0.36707061081501574,-26.740226294498292,-36.33628518834213,-17.496215958771007,0.9157948456096208,0.8887942423354284,0.9433261041827016,-0.0919476177378198,-0.12511979980019144,-0.06007879519712922,-0.6196179493339776,-0.8431591343054919,-0.4048598625431218,-29.53374401019913,-40.18870992876511,-19.29741956830895,-0.05860800167540347,-0.08082387105407418,-0.03778925172810604,-2.7935177157008333,-3.8524247404229826,-1.801203609537943,0.8983708795837139,0.8740102417290375,0.9483427328684312,-0.11312601813560444,-0.14415135230191284,-0.05447109503894466,-0.912902968032749,-1.1632708331040695,-0.4395701815778475,-107.4003491803234,-136.85539212989053,-51.71413900915853,0.8887942423354284,-0.12511979980019144,-1.009690241729711,0.8623194341647437,-0.1596630672815764,-1.2884470823665377,0.9433261041827016,-0.06007879519712922,-0.4848231322483812,-118.78708726231892,-151.58200969018088,-57.03801555863309,-0.09678727369696194,-0.12517624926246795,-0.0452529506705337,-11.386738081995524,-14.726617560290348,-5.323876549474552,0.7707
06071001312,06071001312,Census Tract 13.12; San Bernardino County; California,4347,2274,1037,Rancho Cucamonga city,California,89686,0.361636805653437,0.23642147697803467,06071,4347,2274,1037,0.010125,0.009493868073,0.003212018401,0.8987005768316721,0.8505357535372648,0.9234002506282504,-0.11271765678114322,-0.17572952793710703,-0.08295400539433874,-4.961084497029749,-7.734449611668869,-3.6510857471730542,-114.12662749090752,-177.92614703632088,-83.99093046176799,0.889153049859946,0.8368773849182334,0.916070687762212,-0.12466577059766472,-0.19491817800489905,-0.09161881649418492,-5.486961310978992,-8.579006862846374,-4.032453327414746,-126.22409273013557,-197.3546552299603,-114.12662749090752,-0.5258768139492425,-0.8445572511775046,-0.381367580241692,-12.09746523922803,-19.428508193639395,-8.77312123859425,0.9357467413707524,0.9148414853927276,0.9569079306248822,-0.06866522295885816,-0.0930855410112006,-0.04503261807745463,-0.5015397042500581,-0.6799088781330676,-0.32892408964731623,-22.05539596526201,-29.89924705950165,-14.464559790998957,0.9295529976856196,0.9067351160245136,0.9527022026720235,-0.0757858911646543,-0.10285791553369716,-0.04964594098273451,-0.5535499894003384,-0.7512875705283485,-0.36262039915919847,-24.342567695705295,-33.0381517382739,-15.94636759715033,-0.05201028515028028,-0.07137869239528094,-0.03369630951188224,-2.287171730443284,-3.1389046787722488,-1.4818078061513738,0.9148414853927276,0.8941916849240591,0.9569079306248822,-0.0930855410112006,-0.11832844887718552,-0.04503261807745463,-0.9164402941611438,-1.164960286190865,-0.4433524832044877,-88.37418458641696,-112.33946829227244,-42.75337350091492,0.9067351160245136,-0.10285791553369716,-1.012650701113304,0.8842471928281924,-0.13090548447384004,-1.2887829774129782,0.9527022026720235,-0.04964594098273451,-0.48877129856987633,-97.65194803406982,-124.27993996267872,-47.13320140500254,-0.0962104069521601,-0.1238226912221132,-0.04541881536538861,-9.277763447652855,-11.940471670406287,-4.379827904087619,0.7088
06071009202,06071009202,Census Tract 92.02; San Bernardino County; California,1125,970,487,Rancho Cucamonga city,California,2883108,0.6887335281408931,0.2098313633445495,06071,1125,970,487,0.010125,0.009493868073,0.003212018401,0.7863661395659587,0.6946957859086615,0.8358354069930002,-0.2716722525107176,-0.4394790069037209,-0.1964077994704699,-3.094516751254893,-5.005940563012696,-2.2372075908433215,-275.06815566710156,-444.9724944900174,-198.8628969638508,0.7676924778758357,0.6698447083145062,0.8209804981765911,-0.3026049216568421,-0.4928833318938141,-0.21805572997289657,-3.446859185747467,-5.614249202352976,-2.483791049222525,-306.3874831775526,-499.0443735424868,-275.06815566710156,-0.3523424344925745,-0.6083086393402803,-0.24658345837920329,-31.31932751045107,-54.07187905246936,-21.918529633706957,0.8611932893561158,0.8185037446519022,0.905636960002878,-0.16117950796814162,-0.2217415088617407,-0.10419521747083074,-0.5021801990940631,-0.6908706725275334,-0.3246366471381299,-51.7711545457797,-71.22378067294159,-33.4676955812505,0.8484196152309361,0.8022740366621605,0.8967049187877445,-0.17866204652494316,-0.2464568891702804,-0.1151940611097574,-0.5566498075684825,-0.7678753411761136,-0.3589052806513455,-57.386578099843554,-79.16240630681584,-37.000544397045935,-0.05446960847441939,-0.07700466864858013,-0.03426863351321563,-5.615423554063855,-7.93862563387424,-3.5328488157954254,0.8185037446519022,0.7775162889038135,0.905636960002878,-0.2217415088617407,-0.286146688206181,-0.10419521747083074,-1.025224915511926,-1.323003147882054,-0.4817480208222328,-210.51846314413265,-271.66389073553466,-98.92156485056115,0.8022740366621605,-0.2464568891702804,-1.139496816243272,0.7581941790414279,-0.3189233413322733,-1.4745464543403588,0.8967049187877445,-0.1151940611097574,-0.5326013256379696,-233.9829191464624,-302.781612800895,-109.36372189691366,-0.11427190073134597,-0.15154330645830494,-0.05085330481573674,-23.46445600232977,-31.11772206536036,-10.442157046352516,0.7384
06071002014,06071002014,Census Tract 20.14; San Bernardino County; California,2384,1910,809,Rancho Cucamonga city,California,122874,0.4760568300876108,0.19291417145625053,06071,2384,1910,809,0.010125,0.009493868073,0.003212018401,0.8576888434663492,0.7924018085216153,0.8917727618581898,-0.16592399168735866,-0.2619860142238958,-0.12136190156368624,-4.005073311349464,-6.323818411336397,-2.9294335799442583,-167.99804158345066,-265.2608394016945,-122.8789253332323,0.8446226761705956,0.7741765349960528,0.8816163251200849,-0.18396063498302467,-0.29169505247934,-0.13428026626411443,-4.44044180722025,-7.04093517674631,-3.2412570670831946,-186.2601429203125,-295.3412406353318,-167.99804158345066,-0.43536849587078574,-0.7171167654099131,-0.31182348713893626,-18.262101336861814,-30.080401233637293,-13.079844259183568,0.9089608317526978,0.8799165119369552,0.9386511472844192,-0.1001574161031301,-0.1364714565916097,-0.06535852312445069,-0.6144612553229472,-0.8372462648865291,-0.4009716077714265,-32.170746351986764,-43.834882978352304,-20.99327789379196,0.9003257806777615,0.8687315900035817,0.932727189453184,-0.1107090582779982,-0.1511035301431563,-0.0721248520548167,-0.6791951067814552,-0.9270133798169236,-0.4424827322616952,-35.55995323463116,-48.53473192758763,-23.166635196947393,-0.06473385145850807,-0.08976711493039458,-0.04151112449026867,-3.3892068826444017,-4.699848949235318,-2.173357303155428,0.8799165119369552,0.8515106422085479,0.9386511472844192,-0.1364714565916097,-0.1743834432959263,-0.06535852312445069,-1.048174381730209,-1.3393588844565034,-0.5019887035556305,-129.5642004610889,-165.55734047670006,-62.05051959896546,0.8687315900035817,-0.1511035301431563,-1.160556597259857,0.8379326020817661,-0.19341340522566183,-1.4855192543845568,0.932727189453184,-0.0721248520548167,-0.5539577586261958,-143.45569805437046,-183.62413527621223,-68.47438301930727,-0.11238221552964812,-0.14616036992805337,-0.05196905507056526,-13.891497593281596,-18.06679479951216,-6.423863420341813,0.1406
06071002011,06071002011,Census Tract 20.11; San Bernardino County; California,2353,1753,1032,Rancho Cucamonga city,California,105978,0.5358645852518995,0.19591611451002325,06071,2353,1753,1032,0.010125,0.009493868073,0.003212018401,0.8370021689923888,0.7636139093616524,0.8756744422625737,-0.19474003419111025,-0.309562316427625,-0.14197691714764796,-4.6395109170732844,-7.375051321861292,-3.3824758212402086,-197.17428461849912,-313.4318453829703,-143.75162861199357,0.8222412143837851,0.743295003764717,0.8641257401277376,-0.21618812400377335,-0.34536085260239485,-0.1572389914599432,-5.150492889781398,-8.227920122506031,-3.7460813874156194,-218.89047555382055,-349.67786325992483,-197.17428461849912,-0.5109819727081133,-0.8528688006447389,-0.36360556617541073,-21.716190935321432,-36.24601787695448,-15.452850241198924,0.8952662830670398,0.862194972595189,0.929247303093188,-0.11698610671917536,-0.15983046965586076,-0.07613979257329792,-0.6587099576081769,-0.8999523519851449,-0.4287179131334544,-37.5761527443341,-51.33784095750969,-24.45624147937561,0.8854161750844726,0.8495051866566244,0.92245340921927,-0.1294123917541891,-0.17715584990796124,-0.08406559074497057,-0.7286782463066787,-0.9975058206102876,-0.4733454533097077,-41.5674983631876,-56.90278497491657,-27.002022436378073,-0.0699682886985018,-0.09755346862514258,-0.04462754017625325,-3.991345618853497,-5.564944017406878,-2.5457809570024676,0.862194972595189,0.8300181142459391,0.929247303093188,-0.15983046965586076,-0.20479298323324824,-0.07613979257329792,-1.5659664935330393,-2.0064944471755215,-0.7459927024619627,-151.74093929583717,-194.42775650925597,-72.28611457964755,0.8495051866566244,-0.17715584990796124,-1.7357148839427368,0.8146973947767933,-0.2274496106299383,-2.2284766476662794,0.92245340921927,-0.08406559074497057,-0.8236470721079302,-168.18942673863728,-215.9376596575852,-79.81076280115602,-0.16974839040969747,-0.2219822004907579,-0.0776543696459675,-16.448487442800143,-21.509903148329258,-7.524648221508479,0.281
06071002021,06071002021,Census Tract 20.21; San Bernardino County; California,2959,2208,1062,Rancho Cucamonga city,California,185775,0.4627405622698765,0.16907431904193834,06071,2959,2208,1062,0.010125,0.009493868073,0.003212018401,0.8623639061890066,0.7989577706598379,0.8953971639882152,-0.15960326356797605,-0.25163060767795864,-0.11682283596462396,-4.781693826088617,-7.538821552205681,-3.4999975626456385,-161.59830436257576,-254.7759902739331,-118.28312141418176,0.8496882804022496,0.7812251346475897,0.8855585611289655,-0.17690219232703966,-0.2800407406900695,-0.1292307972553926,-5.2999675693440675,-8.389985585981897,-3.8717385319219058,-179.11346973112765,-283.5412499486954,-161.59830436257576,-0.5182737432554507,-0.8511640337762163,-0.3717409692762667,-17.5151653685519,-28.765259674762294,-12.563060806903236,0.9120383399151244,0.8839115507670391,0.9407578437655252,-0.09644513419585128,-0.13133491595649124,-0.06297280073408612,-0.684002068958567,-0.9314451681752528,-0.4466117067426232,-30.978354572398867,-42.18501667460384,-20.226979472039098,0.9036794470433208,0.8730712557661294,0.93503018860101,-0.10658707938066186,-0.14538188423405285,-0.06948418584879876,-0.7559301298972102,-1.0310681864286797,-0.4927913396228587,-34.23596602795336,-46.69692873318296,-22.318448352484545,-0.07192806093864323,-0.0996230182534269,-0.04617963288023552,-3.2576114555544944,-4.511912058579117,-2.0914688804454493,0.8839115507670391,0.8563712270503867,0.9407578437655252,-0.13133491595649124,-0.16771788730492054,-0.06297280073408612,-1.3241827001285775,-1.6910135682796192,-0.6349225010228484,-124.68763654694703,-159.22914955551968,-59.78554623567312,0.8730712557661294,-0.14538188423405285,-1.465811087727836,0.8431954878514858,-0.18596460062667297,-1.8749858344428272,0.93503018860101,-0.06948418584879876,-0.700573462612024,-138.02364291222565,-176.55233845977656,-65.96736936083089,-0.14162838759925855,-0.18397226616320791,-0.0656509615891756,-13.336006365278582,-17.323188904256867,-6.181823125157778,0.1245
06071002019,06071002019,Census Tract 20.19; San Bernardino County; California,2999,1940,719,Rancho Cucamonga city,California,78329,0.4545564700963058,0.1920210226039897,06071,2999,1940,719,0.010125,0.009493868073,0.003212018401,0.8652498041703772,0.8030139062774252,0.8976320030054471,-0.155735598182336,-0.24530844632038049,-0.11404227640258466,-4.728891971856861,-7.448760308962564,-3.462879467679933,-157.68229315961523,-248.3748018993853,-115.46780485761695,0.8528166301861946,0.7855889623450011,0.8879901752446973,-0.1725850137111785,-0.27293030825557557,-0.12613858562617203,-5.240522368213221,-8.28749469389202,-3.8301823852155104,-174.74232638256822,-276.34193710877025,-157.68229315961523,-0.5116303963563604,-0.838734384929456,-0.3673029175355773,-17.060033222953,-27.967135209384995,-12.247513088882204,0.9139349241126404,0.8863758701515496,0.9420549510987744,-0.09416980751766547,-0.1281895566821142,-0.06150920265706453,-0.5868017998568172,-0.7987895968652278,-0.383283260084739,-30.24751545653697,-41.17472148789834,-19.75686907653294,0.9057467839014726,0.8757491353521144,0.9364484174365436,-0.10406133123932829,-0.14187951735507884,-0.06786447750899499,-0.6484390069001605,-0.8840960637108535,-0.4228849840342966,-33.424691077327864,-45.57196204695121,-21.79819505331426,-0.0616372070433433,-0.0853064668456257,-0.03960172394955758,-3.1771756207908917,-4.397240559052872,-2.041325976781318,0.8863758701515496,0.8593722670314543,0.9420549510987744,-0.1281895566821142,-0.16364006422306215,-0.06150920265706453,-0.875033597683494,-1.1170219932763283,-0.4198674235618444,-121.70147394763478,-155.3577181190999,-58.39602553015917,0.8757491353521144,-0.14187951735507884,-0.9684825170015932,0.8464464108510917,-0.18140969963415873,-1.2383191441967774,0.9364484174365436,-0.06786447750899499,-0.4632491089493878,-134.6985420030032,-172.2279755489259,-64.4296396313474,-0.09344891931809918,-0.12129715092044902,-0.04338168538754339,-12.997068055368452,-16.87025742982601,-6.033614101188232,0.8076
