geoid,GEOID,NAME,over20,over35,over55,city,state,totalCells,meanNDVI,standardDevNDVI,countyGEOID,popOver20_2023,popOver35_2023,popOver55_2023,mortalityRate,DementiaRate,StrokeRate,rr_Mortality,rr_Mortality_low,rr_Mortality_high,paf_Mortality,paf_Mortality_low,paf_Mortality_high,ls_Mortality,ls_Mortality_low,ls_Mortality_high,ls_Mortality_Rate,ls_Mortality_low_Rate,ls_Mortality_high_Rate,rr_Mortality10,rr_Mortality_low10,rr_Mortality_high10,paf_Mortality10,paf_Mortality_low10,paf_Mortality_high10,ls_Mortality10,ls_Mortality_low10,ls_Mortality_high10,ls_Mortality10_Rate,ls_Mortality_low10_Rate,ls_Mortality_high10_Rate,ls_Mortality_Change,ls_Mortality_Change_low,ls_Mortality_Change_high,ls_Mortality_Change_Rate,ls_Mortality_Change_low_Rate,ls_Mortality_Change_high_Rate,rr_Stroke,rr_Stroke_low,rr_Stroke_high,paf_Stroke,paf_Stroke_low,paf_Stroke_high,ls_Stroke,ls_Stroke_low,ls_Stroke_high,ls_Stroke_Rate,ls_Stroke_low_Rate,ls_Stroke_high_Rate,rr_Stroke10,rr_Stroke_low10,rr_Stroke_high10,paf_Stroke10,paf_Stroke_low10,paf_Stroke_high10,ls_Stroke10,ls_Stroke_low10,ls_Stroke_high10,ls_Stroke10_Rate,ls_Stroke_low10_Rate,ls_Stroke_high10_Rate,ls_Stroke_Change,ls_Stroke_Change_low,ls_Stroke_Change_high,ls_Stroke_Change_Rate,ls_Stroke_Change_low_Rate,ls_Stroke_Change_high_Rate,rr_Dementia,rr_Dementia_low,rr_Dementia_high,paf_Dementia,paf_Dementia_low,paf_Dementia_high,ls_Dementia,ls_Dementia_low,ls_Dementia_high,ls_Dementia_Rate,ls_Dementia_low_Rate,ls_Dementia_high_Rate,rr_Dementia10,paf_Dementia10,ls_Dementia10,rr_Dementia_low10,paf_Dementia_low10,ls_Dementia_low10,rr_Dementia_high10,paf_Dementia_high10,ls_Dementia_high10,ls_Dementia_10_Rate,ls_Dementia_low10_Rate,ls_Dementia_high10_Rate,ls_Dementia_Change,ls_Dementia_Change_low,ls_Dementia_Change_high,ls_Dementia_Change_Rate,ls_Dementia_Change_low_Rate,ls_Dementia_Change_high_Rate,RPL_THEMES
25017352102,25017352102,Census Tract 3521.02; Middlesex County; Massachusetts,2250,1128,446,Boston city,Massachusetts,44359,0.48857769686106,0.2981871010804461,25017,2250,1128,446,0.009434,0.00798440667,0.00293016251099999,0.8533161508350375,0.7862865239505128,0.8883782344983018,-0.1718985970456796,-0.2718010159651902,-0.12564666846518918,-3.648805570190117,-5.769384265385109,-2.6670390081763378,-162.1691364528941,-256.4170784615604,-118.53506703005944,0.8398871992816328,0.7676069808073975,0.8779255748559126,-0.1906360769104636,-0.30275000749493297,-0.13904871738600685,-4.046536686539955,-6.426323034091194,-2.9515175995940743,-179.84607495733133,-285.61435707071973,-162.1691364528941,-0.3977311163498381,-0.6569387687060848,-0.28447859141773657,-17.676938504437246,-29.197278609159323,-12.643492951899404,0.9060766210933554,0.8761765752545368,0.9366745905793348,-0.10365942208431336,-0.14132245513353445,-0.06760662673842616,-0.34261753842381315,-0.4671022732740917,-0.22345499876911215,-30.373895250338045,-41.40977599947621,-19.809840316410657,0.897183787730865,0.8646708175068862,0.9305669264496198,-0.11459882988877358,-0.15650948286113056,-0.0746137344632345,-0.3787747241230531,-0.517298791365529,-0.24661505457370284,-33.57931951445506,-45.85982192956818,-21.86303675298784,-0.03615718569923992,-0.05019651809143738,-0.02316005580459068,-3.2054242641170143,-4.450045930091966,-2.0531964365771884,0.8761765752545368,0.84696555548373,0.9366745905793348,-0.14132245513353445,-0.1806855586103109,-0.06760662673842616,-0.5032556752114798,-0.6434294727860157,-0.2407502654540546,-112.83759533889685,-144.26669793408425,-53.979880146649016,0.8646708175068862,-0.15650948286113056,-0.557337370058099,0.8330140445022233,-0.20045995214589812,-0.7138469854257891,0.9305669264496198,-0.0746137344632345,-0.26570289400834884,-124.96353588746616,-160.05537789815898,-59.57463991218584,-0.05408169484661918,-0.07041751263977336,-0.02495262855429425,-12.125940548569323,-15.788679964074744,-5.594759765536828,0.4033
25017352101,25017352101,Census Tract 3521.01; Middlesex County; Massachusetts,2986,995,215,Boston city,Massachusetts,40036,0.46076688833701457,0.29839024529462993,25017,2986,995,215,0.009434,0.00798440667,0.00293016251099999,0.863058986780694,0.7999340688565716,0.8959356076473838,-0.15866935553282535,-0.2501030259023763,-0.11615164244434537,-4.4697036864886694,-7.045383231839972,-3.271982940132383,-149.68867000966742,-235.94719463630184,-109.5774594819954,0.8504416609495161,0.7822752912784169,0.8861443587168915,-0.17585961026827207,-0.2783223644527633,-0.12848430412395545,-4.953951855926843,-7.840319854134644,-3.619393082364712,-165.90595632708786,-262.5693186247369,-149.68867000966742,-0.4842481694381737,-0.7949366222946717,-0.3474101422323286,-16.217286317420417,-26.622123988435085,-11.634633028544158,0.9124953593226338,0.8845052178805852,0.9410704903834006,-0.09589598432842758,-0.1305755803184051,-0.0626196551892632,-0.27958586414342895,-0.3806946319495547,-0.18256833725688895,-28.0990818234602,-38.260767030106,-18.34857660873256,0.9041775733948182,0.8737163024381855,0.9353720117106308,-0.10597744229090716,-0.14453627248273634,-0.06909335267705533,-0.3089784727704196,-0.4213971932730519,-0.20144247801474097,-31.053112841248204,-42.351476710859494,-20.2454751773609,-0.02939260862699067,-0.0407025613234972,-0.01887414075785196,-2.954031017788007,-4.090709680753488,-1.8968985686283375,0.8845052178805852,0.8570939968963721,0.9410704903834006,-0.1305755803184051,-0.16673317468224677,-0.0626196551892632,-0.2241522349031798,-0.2862220764892893,-0.10749587040174444,-104.25685344333944,-133.12654720432062,-49.99807925662533,0.8737163024381855,-0.14453627248273634,-0.24811782128464097,0.8439783354782883,-0.18486453735011243,-0.3173472336889109,0.9353720117106308,-0.06909335267705533,-0.11860892658297872,-115.40363780680974,-147.60336450647017,-55.16694259673429,-0.02396558638146115,-0.03112515719962155,-0.01111305618123428,-11.146784363470305,-14.47681730214956,-5.168863340108971,0.3545
25021400900,25021400900,Census Tract 4009; Norfolk County; Massachusetts,2789,1511,590,Boston city,Massachusetts,34706,0.6192289232539627,0.24306419449302408,25021,2789,1511,590,0.01087099999999999,0.00798440667,0.00293016251099999,0.8089973782984423,0.7252237924741137,0.8537191400928643,-0.2360979489244971,-0.3788847116949685,-0.17134541447814303,-7.158305418892641,-11.48748854963161,-5.195059146208589,-256.66208027582076,-411.8855700836002,-186.26960007918927,0.7920303534348109,0.7022944687661485,0.8403235215765396,-0.26257787427373686,-0.4239041377570383,-0.19001786136354937,-7.961156074659892,-12.852442387661812,-5.761193152593091,-285.4484071229793,-460.82618815567633,-256.66208027582076,-0.8028506557672515,-1.3649538380302015,-0.5661340063845017,-28.78632684715853,-48.94061807207607,-20.29881700912519,0.8765213828365713,0.8380873043159999,0.9162965247405052,-0.1408734796221753,-0.19319311347419135,-0.09134976833312722,-0.6237138872511442,-0.8553577871315067,-0.4044488661695374,-41.27821887830206,-56.608721848544455,-26.766966655826433,0.8650451324805232,0.8234138886227585,0.9083216030586476,-0.15600904791232426,-0.21445607587770865,-0.1009316486942929,-0.6907262458535075,-0.9494990333812734,-0.44687240723111055,-45.713186356949535,-62.83911537930334,-29.57461331774391,-0.06701235860236332,-0.09414124624976672,-0.04242354106157314,-4.434967478647473,-6.2303935307588825,-2.807646661917482,0.8380873043159999,0.8009623392982113,0.9162965247405052,-0.19319311347419135,-0.24849815145638676,-0.09134976833312722,-0.9100941064546264,-1.1706250758029164,-0.43033048275336566,-154.25323838214007,-198.41102979710448,-72.93736995819758,0.8234138886227585,-0.21445607587770865,-1.0102596683694018,0.7833814905236426,-0.2765172678914857,-1.3026175276925434,0.9083216030586476,-0.1009316486942929,-0.4754688041387974,-171.23045226600033,-220.7826318122955,-80.5879329048809,-0.10016556191477556,-0.13199245188962694,-0.04513832138543167,-16.977213883860262,-22.371602015191005,-7.650562946683334,0.5319
25025010103,25025010103,Census Tract 101.03; Suffolk County; Massachusetts,1706,213,1,Boston city,Massachusetts,32912,0.5873598001587649,0.3022377980068965,25025,1706,213,1,0.007762,0.00798440667,0.00293016251099999,0.8195908792982449,0.7396665193322949,0.8620466144198031,-0.22012094724166045,-0.35196061179396226,-0.16003007641651237,-2.9148354199875453,-4.660652566478518,-2.1191137910653173,-170.85787924897684,-273.1918268744735,-124.2153453144969,0.8034462506998131,0.717694399268627,0.8493443959363997,-0.24463833035375515,-0.39335070890766194,-0.1773786991288769,-3.239493920671176,-5.20873907353541,-2.3488437672610125,-189.88827202058476,-305.3188202541272,-170.85787924897684,-0.3246585006836309,-0.5480865070568921,-0.22972997619569524,-19.030392771607907,-32.1269933796537,-13.466000949337351,0.8836405259149708,0.8472227269525795,0.9212259929715516,-0.1316819121265903,-0.18032716567572876,-0.0855099700067636,-0.08218592268779794,-0.11254662282309406,-0.0533688770957078,-38.58494022901312,-52.83879005779064,-25.055810843055305,0.8727767891787308,0.8332922775020307,0.9136982680549814,-0.14576832518768543,-0.20005912330990372,-0.09445320732492116,-0.09097759981407334,-0.12486182328162188,-0.05895057164235245,-42.71248817562129,-58.62057431062061,-27.67632471471946,-0.0087916771262754,-0.01231520045852782,-0.00558169454664464,-4.127547946608171,-5.781784252829965,-2.6205138716641523,0.8472227269525795,0.8119479183409799,0.9212259929715516,-0.18032716567572876,-0.231606088778772,-0.0855099700067636,-0.00143980542440348,-0.00184923720005783,-6.827463748735031e-4,-143.98054244034836,-184.9237200057839,-68.27463748735032,0.8332922775020307,-0.20005912330990372,-0.00159735339854994,0.795208456760735,-0.25753189808050964,-0.00205623940477178,0.9136982680549814,-0.09445320732492116,-7.541528185679933e-4,-159.73533985499475,-205.62394047717817,-75.41528185679934,-1.5754797414646387e-4,-2.0700220471394216e-4,-7.14064436944902e-5,-15.754797414646386,-20.700220471394218,-7.140644369449021,0.5111
25025060501,25025060501,Census Tract 605.01; Suffolk County; Massachusetts,3649,1684,567,Boston city,Massachusetts,29696,0.3750693941347608,0.24700015078399348,25025,3649,1684,567,0.007762,0.00798440667,0.00293016251099999,0.893786083179532,0.84349584903734,0.9196299137932208,-0.11883594835424746,-0.1855422894389749,-0.08739394510915231,-3.3658544989775656,-5.255214085531805,-2.47530572526899,-92.24046311256689,-144.01792506253236,-67.83518019372403,0.8838060027765934,0.8292610068879275,0.911957078343572,-0.13147002493575266,-0.20589294768944497,-0.0965428349065992,-3.7236962471287383,-5.831616727814008,-2.7344346531047887,-102.0470333551312,-159.8141059965472,-92.24046311256689,-0.35784174815117265,-0.5764026422822024,-0.2591289278357989,-9.806570242564336,-15.796180934014863,-7.101368260778264,0.9325616989379836,0.9106706154404018,0.9547463710297502,-0.07231510916523406,-0.09809187102891018,-0.04739858704196074,-0.35683121680355284,-0.48402390733872713,-0.23388328779683476,-21.189502185484137,-28.742512312275956,-13.888556282472372,0.9260732340377824,0.9021888507630598,0.9503352050216324,-0.07982820714932949,-0.10841538238276034,-0.0522602916486053,-0.39390379992727376,-0.534964176400101,-0.2578728522260957,-23.390961990930744,-31.767468907369416,-15.313114740266965,-0.03707258312372091,-0.05094026906137383,-0.02398956442926092,-2.20145980544661,-3.024956595093458,-1.4245584577945918,0.9106706154404018,0.8890722327458694,0.9547463710297502,-0.09809187102891018,-0.1247680032830785,-0.04739858704196074,-0.4440774557421777,-0.5648445368082684,-0.21458092009647267,-78.320538931601,-99.61984776159936,-37.84495945264068,0.9021888507630598,-0.10841538238276034,-0.4908136287629994,0.8786800202458332,-0.13807071625484824,-0.6250680280008352,0.9503352050216324,-0.0522602916486053,-0.23659062782905776,-86.56325022275121,-110.24127477968874,-41.72674212152695,-0.04673617302082161,-0.06022349119256676,-0.02200970773258509,-8.242711291150197,-10.621427018089376,-3.88178266888626,0.0142
25025091001,25025091001,Census Tract 910.01; Suffolk County; Massachusetts,2426,1386,497,Boston city,Massachusetts,67539,0.4544254179917238,0.2507526028726356,25025,2426,1386,497,0.007762,0.00798440667,0.00293016251099999,0.8652960946143882,0.8030790245273127,0.8976678348854435,-0.15567377019728892,-0.24520746957448392,-0.11399780758281892,-2.9314323651623115,-4.617406719058913,-2.146648483442721,-120.83398042713569,-190.33003788371445,-88.48509824578404,0.8528668181232134,0.7856590383722153,0.8880291670173573,-0.17251601158614932,-0.27281677058265846,-0.12608913889475218,-3.2485820779662826,-5.137306753935056,-2.3743356519411876,-133.9069281931691,-211.76037732625952,-120.83398042713569,-0.3171497128039711,-0.5199000348761436,-0.2276871684984667,-13.072947766033431,-21.430339442545076,-9.385291364322615,0.9139653262312896,0.8864153872072686,0.9420757362578778,-0.09413341108187565,-0.12813926115451343,-0.06148578241937271,-0.3822951023679441,-0.5203998388819606,-0.2497063817621818,-27.582619218466387,-37.54688592221938,-18.01633346047488,0.9057799266700548,0.8757920830634118,0.93647114506605,-0.10402093329262586,-0.14182352106007207,-0.06783856103699744,-0.4224503593832917,-0.5759744269193036,-0.2755063195742021,-30.4798239093284,-41.55659645882421,-19.877800835079515,-0.04015525701534755,-0.05557458803734294,-0.02579993781202028,-2.897204690862017,-4.00971053660483,-1.861467374604638,0.8864153872072686,0.8594204082241071,0.9420757362578778,-0.12813926115451343,-0.1635748818978878,-0.06148578241937271,-0.5084886378111315,-0.6491060439007689,-0.24399096315592583,-102.3115971450969,-130.60483780699576,-49.09274912594082,0.8757920830634118,-0.14182352106007207,-0.5627912037549176,0.846498569805919,-0.18133690436036423,-0.719590191579946,0.93647114506605,-0.06783856103699744,-0.26920037763582116,-113.23766675149248,-144.78675886920442,-54.165065922700435,-0.05430256594378613,-0.0704841476791771,-0.0252094144798953,-10.9260696063956,-14.181921062208673,-5.072316796759619,0.5965
25025060604,25025060604,Census Tract 606.04; Suffolk County; Massachusetts,2813,1521,585,Boston city,Massachusetts,44158,0.4425086775923532,0.32692839198511026,25025,2813,1521,585,0.007762,0.00798440667,0.00293016251099999,0.8695157133891837,0.8090224378403144,0.9009320605057464,-0.1500654727701434,-0.23605966068073503,-0.1099616095786856,-3.276605465592533,-5.154246077491473,-2.4009574241154685,-116.48081996418532,-183.22950862038653,-85.35220135497578,0.8574428400840374,0.7920573408441479,0.8915819059046073,-0.16625849940270152,-0.26253485503238166,-0.12160194523619308,-3.630172202759282,-5.732318867413668,-2.6551184028713295,-129.0498472363769,-203.77955447613465,-116.48081996418532,-0.3535667371667497,-0.5780727899221949,-0.25416097875586097,-12.5690272721916,-20.55004585574813,-9.035228537357304,0.9167340621921592,0.890016098694768,0.9439676762099446,-0.09082889056039815,-0.12357518191696332,-0.05935830770713112,-0.4048041266644524,-0.5507470506868414,-0.2645467511869135,-26.614341003580037,-36.209536534309095,-17.392948795983795,0.9087987167610796,0.8797061912845898,0.938540105549419,-0.10035366639156132,-0.13674316482841992,-0.06548456915925027,-0.4472539302260714,-0.609433816423125,-0.29185013342072075,-29.405255110195355,-40.06796952157298,-19.18804295994219,-0.04244980356161898,-0.05868676573628362,-0.02730338223380724,-2.790914106615318,-3.85843298726388,-1.7950941639583984,0.890016098694768,0.8638092411591206,0.9439676762099446,-0.12357518191696332,-0.15766300283860005,-0.05935830770713112,-0.5772045864453952,-0.7364246359138971,-0.27725540776638713,-98.66745067442652,-125.88455314767472,-47.39408679767302,0.8797061912845898,-0.13674316482841992,-0.6387106268397731,0.8512549110823487,-0.17473624760475767,-0.8161716776067263,0.938540105549419,-0.06548456915925027,-0.3058704270046586,-109.18130373329454,-139.51652608661988,-52.285543077719424,-0.0615060403943779,-0.0797470416928292,-0.02861501923827147,-10.513853058868015,-13.631972938945164,-4.891456280046406,0.0523
25025070902,25025070902,Census Tract 709.02; Suffolk County; Massachusetts,1738,1055,440,Boston city,Massachusetts,21604,0.498851096309298,0.23130142574893112,25025,1738,1055,440,0.007762,0.00798440667,0.00293016251099999,0.849745001552839,0.7813041830164259,0.8856026697407149,-0.17682363317534355,-0.27991123270227813,-0.12917455442267145,-2.3854137607487953,-3.7761021775525743,-1.7426107253032126,-137.2505040707017,-217.26709882350835,-100.2652891428776,0.8360215656924698,0.7622583043251409,0.8749088484264256,-0.19614139280212017,-0.3118912504145715,-0.14297621037729602,-2.646017215236439,-4.207524001377718,-1.928799977520618,-152.2449490930057,-242.08998857179043,-137.2505040707017,-0.26060345448764366,-0.43142182382514305,-0.18618925221740537,-14.994445022304008,-24.822889748282112,-10.712845351979594,0.9037169562137848,0.8731198239016812,0.9350559302654908,-0.1065411499963471,-0.14531817125779328,-0.06945474343558218,-0.32935294219602085,-0.44922517975393006,-0.21470693812449987,-31.2182883598124,-42.58058575866635,-20.35136854260662,0.8946139665313082,0.861353125098614,0.9287981630955212,-0.11780056807888398,-0.16096403537807186,-0.07666018273246317,-0.36415942281900776,-0.49759157509872953,-0.2369812671731721,-34.51748083592491,-47.16507820841038,-22.46267935290731,-0.03480648062298691,-0.04836639534479947,-0.02227432904867224,-3.2991924761125033,-4.584492449744026,-2.1113108103006866,0.8731198239016812,0.8432544264069324,0.9350559302654908,-0.14531817125779328,-0.1858817086332451,-0.06945474343558218,-0.5105229253796878,-0.6530282678666026,-0.24400416337008848,-116.0279375862927,-148.41551542422786,-55.4554916750201,0.861353125098614,-0.16096403537807186,-0.5654890197892288,0.8289999274062135,-0.2062727232423456,-0.724664735209909,0.9287981630955212,-0.07666018273246317,-0.269317872706299,-128.52023177027928,-164.6965307295248,-61.20860743324977,-0.05496609440954103,-0.07163646734330642,-0.02531370933621052,-12.4922941839866,-16.281015305296915,-5.753115758229664,0.4543
25025070801,25025070801,Census Tract 708.01; Suffolk County; Massachusetts,990,216,79,Boston city,Massachusetts,18589,0.46491368038033626,0.2193014860931328,25025,990,216,79,0.007762,0.00798440667,0.00293016251099999,0.8615992336342261,0.7978841935262047,0.8948046836809256,-0.1606324158181982,-0.2533147142325954,-0.117562321965433,-1.234360523465046,-1.9465665237546712,-0.9033935556647342,-124.68288115808544,-196.62288118734057,-91.25187430956912,0.8488595410054871,0.780070487919756,0.8849140152961052,-0.1780511989244825,-0.28193543466403725,-0.1300532963820053,-1.368213071991315,-2.1664990154236348,-0.999378949651954,-138.20334060518334,-218.83828438622575,-124.68288115808544,-0.13385254852626893,-0.21993249166896336,-0.09598539398721984,-13.520459447097872,-22.215403198885184,-9.695494342143418,0.9115354024276148,0.8832583531430019,0.9404137236477942,-0.09705009518750984,-0.13217157408314628,-0.06336176818121617,-0.06142447093120333,-0.08365338534203158,-0.0401026199951388,-28.437255060742284,-38.728419139829434,-18.566027775527225,0.9031313013251212,0.8723615765088688,0.9346539679862108,-0.10725871036996268,-0.14631366961613715,-0.06991467885658541,-0.06788565765452265,-0.09260413118410568,-0.04425005612610091,-31.428545210427153,-42.87228295560448,-20.48613709541709,-0.00646118672331931,-0.00895074584207408,-0.0041474361309621,-2.991290149684868,-4.14386381577504,-1.920109319889864,0.8832583531430019,0.8555761246659165,0.9404137236477942,-0.13217157408314628,-0.1688030686813261,-0.06336176818121617,-0.08336961621781591,-0.1064755954521562,-0.03996658383463859,-105.53115976938722,-134.7792347495648,-50.59061244890961,0.8723615765088688,-0.14631366961613715,-0.09228999932802567,0.8423343716100011,-0.1871770091592531,-0.11806529147174152,0.9346539679862108,-0.06991467885658541,-0.04409995102728085,-116.82278395952618,-149.44973604017912,-55.82272281934284,-0.00892038311020976,-0.0115896960195853,-0.00413336719264226,-11.29162419013894,-14.670501290614308,-5.232110370433243,0.2685
25017373901,25017373901,Census Tract 3739.01; Middlesex County; Massachusetts,1823,1505,790,Boston city,Massachusetts,79490,0.818171782409197,0.13229736692477215,25017,1823,1505,790,0.009434,0.00798440667,0.00293016251099999,0.7458938018652153,0.6412270390069477,0.8035230290449124,-0.3406734276372259,-0.5595100318113145,-0.2445194024975552,-5.858963611068841,-9.622555357916776,-4.205289186684208,-321.39131163295895,-527.8417640107941,-230.67960431619352,0.7243437182954567,0.6133565535404039,0.7861368623130615,-0.38056005007294647,-0.6303730582608451,-0.272043136430069,-6.544941003083646,-10.841270583866615,-4.678647372175157,-359.0203512388177,-594.6939431632812,-321.39131163295895,-0.6859773920148049,-1.2187152259498395,-0.473358185490949,-37.62903960585874,-66.8521791524871,-25.965890591933572,0.8333586356980752,0.7832447609357496,0.8861150773246924,-0.1999635657010204,-0.27674010714772096,-0.1285215945305235,-0.8818182443934381,-1.2203946983178344,-0.5667666830116603,-58.592574378301535,-81.0893487254375,-37.65891581472826,0.8183048669272676,0.7643411623911,0.8754657067140383,-0.22203843630430448,-0.3083162980149924,-0.14224919643441783,-0.9791660966002012,-1.3596423712506207,-0.627303960231069,-65.06087020599342,-90.34168579738343,-41.6813262612006,-0.097347852206763,-0.13924767293278628,-0.06053727721940871,-6.468295827691895,-9.252337071945933,-4.02241044647234,0.7832447609357496,0.7356665606771814,0.8861150773246924,-0.27674010714772096,-0.35931147812332204,-0.1285215945305235,-1.7455883903197544,-2.266422280402975,-0.8106732545207523,-220.96055573667775,-286.88889625354113,-102.61686766085472,0.7643411623911,-0.3083162980149924,-1.944760938009084,0.7134263035746501,-0.4016864741171742,-2.5337102489200585,0.8754657067140383,-0.14224919643441783,-0.8972625919223537,-246.1722706340613,-320.7228163189948,-113.5775432813106,-0.1991725476893298,-0.2672879685170835,-0.08658933740160135,-25.211714897383516,-33.833920065453604,-10.960675620455866,0.0359
25017359400,25017359400,Census Tract 3594; Middlesex County; Massachusetts,5159,2498,860,Boston city,Massachusetts,43767,0.6084952237945929,0.2483822269693521,25017,5159,2498,860,0.009434,0.00798440667,0.00293016251099999,0.8125499478480495,0.7300564109070806,0.8565148569371991,-0.23069357477456212,-0.3697571654189295,-0.16752207145114523,-11.227857668439388,-17.996083459482293,-8.153300222659668,-217.6363184423219,-348.8289098562181,-158.04032220701043,0.7958570603937154,0.7074439891547286,0.8433510512247434,-0.2565070409820751,-0.413539467901656,-0.1857458392300165,-12.48419922363984,-20.126968384010407,-9.04025110979994,-241.98874246248965,-390.1331340184223,-217.6363184423219,-1.2563415552004535,-2.1308849245281145,-0.8869508871402711,-24.35242402016774,-41.30422416220419,-17.192302522587152,0.878912721311477,0.8411531112704214,0.9179538443094584,-0.13776940047908465,-0.1888442027987829,-0.08937939113078373,-1.0084094576520046,-1.3822538202447658,-0.6542165605862761,-40.368673244675925,-55.33442034606748,-26.18961411474284,0.867641517998294,0.8267278371356593,0.9101289511306352,-0.15254973310528716,-0.20958791404033503,-0.0987454016902987,-1.1165947815024038,-1.534088367902241,-0.72277150526804,-44.6995509008168,-61.41266484796801,-28.93400741665492,-0.10818532385039914,-0.15183454765747517,-0.06855494468176393,-4.330877656140879,-6.078244501900527,-2.744393301912087,0.8411531112704214,0.8046456430825367,0.9179538443094584,-0.1888442027987829,-0.2427830916589264,-0.08937939113078373,-1.296715664678994,-1.6670918853080878,-0.6137316097664449,-150.7808912417435,-193.84789364047532,-71.36414067051686,0.8267278371356593,-0.20958791404033503,-1.4391542193809324,0.787345102594897,-0.27009109055767855,-1.85460471026242,0.9101289511306352,-0.0987454016902987,-0.6780441617435512,-167.34351388150375,-215.65171049563023,-78.84234438878502,-0.14243855470193845,-0.1875128249543323,-0.06431255197710628,-16.562622639760285,-21.80381685515492,-7.478203718268173,0.4653
25025010205,25025010205,Census Tract 102.05; Suffolk County; Massachusetts,3353,1159,172,Boston city,Massachusetts,25199,0.5481649994166571,0.285719721038914,25025,3353,1159,172,0.007762,0.00798440667,0.00293016251099999,0.8328098855427505,0.7578241572950452,0.8723997710896859,-0.20075423858386365,-0.31956733019618966,-0.14626348279634785,-5.224827002824296,-8.31705486174341,-3.8066513555689903,-155.82543998879498,-248.04816169828243,-113.52971534652522,0.8177121651444514,0.7370980966653808,0.8605717734945004,-0.2229242056382356,-0.35667152652270145,-0.16201812655245149,-5.8018222550018415,-9.282728155878456,-4.216681493400331,-173.0337684163985,-276.84843888692086,-155.82543998879498,-0.5769952521775457,-0.9656732941350477,-0.41003013783134046,-17.208328427603508,-28.80027718863846,-12.228754483487636,0.8924754650272041,0.8585947456176476,0.927324965013487,-0.12047898142445672,-0.16469382686546685,-0.07837062273574827,-0.4091536508960204,-0.5593098459609317,-0.266151207755952,-35.302299473340845,-48.25796772743155,-22.963866070401384,0.8823805252797082,0.8456040396222336,0.9203545146033189,-0.13329790419275997,-0.1825865927115739,-0.08653783312076116,-0.4526874606045137,-0.6200747228216537,-0.29388753078221536,-39.05845216604949,-53.500838897467965,-25.356991439362844,-0.04353380970849324,-0.06076487686072196,-0.02773632302626333,-3.7561526927086497,-5.242871170036407,-2.393125368961461,0.8585947456176476,0.8256655474076694,0.927324965013487,-0.16469382686546685,-0.2111441529075375,-0.07837062273574827,-0.22617698823398288,-0.28996805464270803,-0.10762778273937829,-131.49824897324586,-168.58607828064422,-62.5742922903362,0.8456040396222336,-0.1825865927115739,-0.2507494446962046,0.8099991804402261,-0.23456915037433793,-0.3221380240779166,0.9203545146033189,-0.08653783312076116,-0.1188439593400014,-145.78456086988638,-187.28954888250965,-69.09532519767524,-0.02457245646222169,-0.03216996943520855,-0.01121617660062311,-14.28631189664052,-18.703470601865437,-6.521032907339021,0.4332
25025070103,25025070103,Census Tract 701.03; Suffolk County; Massachusetts,472,129,48,Boston city,Massachusetts,22925,0.4288591370563406,0.3075950541350042,25025,472,129,48,0.007762,0.00798440667,0.00293016251099999,0.8743741909008726,0.8158841405511985,0.9046855204484894,-0.14367511118974632,-0.22566422154549504,-0.10535647735829724,-0.5263773325618708,-0.8267578845642547,-0.38599073326440875,-111.52062130548111,-175.16056876361327,-81.77769772551034,0.8627144314527962,0.7994500616867917,0.8956687118857705,-0.15913211086085255,-0.2508598697085094,-0.11648423879245152,-0.5830065858049145,-0.9190662736957564,-0.4267591122313081,-123.51834445019377,-194.71743086774495,-111.52062130548111,-0.05662925324304369,-0.09230838913150163,-0.04076837896689933,-11.997723144712646,-19.556862104131703,-8.637368425190536,0.9199157041382232,0.8941583605421832,0.9461393899429156,-0.08705612427477756,-0.11837012785256348,-0.05692671780670082,-0.03290642832967542,-0.04474283872620573,-0.02151778493649974,-25.508859170291025,-34.68437110558583,-16.680453439147087,0.9122688296587949,0.8842109437438118,0.9409155282103188,-0.09616811129458223,-0.13095184703994853,-0.06279466117650705,-0.0363506770865088,-0.04949861488960358,-0.0237358145070749,-28.178819446906047,-38.37101929426634,-18.399856207034805,-0.00344424875683338,-0.00475577616339785,-0.00221802957057516,-2.669960276615027,-3.686648188680507,-1.7194027678877208,0.8941583605421832,0.8688637943239724,0.9461393899429156,-0.11837012785256348,-0.15092838087246957,-0.05692671780670082,-0.0453655314410285,-0.05784353140466142,-0.02181725113713743,-94.51152383547604,-120.50735709304465,-45.45260653570298,0.8842109437438118,-0.13095184703994853,-0.05018749444582007,0.8567357124229281,-0.16722109922546263,-0.06408774048098474,0.9409155282103188,-0.06279466117650705,-0.02406614935382845,-104.55728009545848,-133.51612600205155,-50.13781115380929,-0.00482196300479156,-0.00624420907632331,-0.00224889821669102,-10.04575625998242,-13.008768909006909,-4.68520461810631,0.7301
