geoid,GEOID,NAME,over20,over35,over55,city,state,totalCells,meanNDVI,standardDevNDVI,countyGEOID,popOver20_2023,popOver35_2023,popOver55_2023,mortalityRate,DementiaRate,StrokeRate,rr_Mortality,rr_Mortality_low,rr_Mortality_high,paf_Mortality,paf_Mortality_low,paf_Mortality_high,ls_Mortality,ls_Mortality_low,ls_Mortality_high,ls_Mortality_Rate,ls_Mortality_low_Rate,ls_Mortality_high_Rate,rr_Mortality10,rr_Mortality_low10,rr_Mortality_high10,paf_Mortality10,paf_Mortality_low10,paf_Mortality_high10,ls_Mortality10,ls_Mortality_low10,ls_Mortality_high10,ls_Mortality10_Rate,ls_Mortality_low10_Rate,ls_Mortality_high10_Rate,ls_Mortality_Change,ls_Mortality_Change_low,ls_Mortality_Change_high,ls_Mortality_Change_Rate,ls_Mortality_Change_low_Rate,ls_Mortality_Change_high_Rate,rr_Stroke,rr_Stroke_low,rr_Stroke_high,paf_Stroke,paf_Stroke_low,paf_Stroke_high,ls_Stroke,ls_Stroke_low,ls_Stroke_high,ls_Stroke_Rate,ls_Stroke_low_Rate,ls_Stroke_high_Rate,rr_Stroke10,rr_Stroke_low10,rr_Stroke_high10,paf_Stroke10,paf_Stroke_low10,paf_Stroke_high10,ls_Stroke10,ls_Stroke_low10,ls_Stroke_high10,ls_Stroke10_Rate,ls_Stroke_low10_Rate,ls_Stroke_high10_Rate,ls_Stroke_Change,ls_Stroke_Change_low,ls_Stroke_Change_high,ls_Stroke_Change_Rate,ls_Stroke_Change_low_Rate,ls_Stroke_Change_high_Rate,rr_Dementia,rr_Dementia_low,rr_Dementia_high,paf_Dementia,paf_Dementia_low,paf_Dementia_high,ls_Dementia,ls_Dementia_low,ls_Dementia_high,ls_Dementia_Rate,ls_Dementia_low_Rate,ls_Dementia_high_Rate,rr_Dementia10,paf_Dementia10,ls_Dementia10,rr_Dementia_low10,paf_Dementia_low10,ls_Dementia_low10,rr_Dementia_high10,paf_Dementia_high10,ls_Dementia_high10,ls_Dementia_10_Rate,ls_Dementia_low10_Rate,ls_Dementia_high10_Rate,ls_Dementia_Change,ls_Dementia_Change_low,ls_Dementia_Change_high,ls_Dementia_Change_Rate,ls_Dementia_Change_low_Rate,ls_Dementia_Change_high_Rate,RPL_THEMES
06099001200,06099001200,Census Tract 12; Stanislaus County; California,2786,1692,676,Modesto city,California,69155,0.541373482725959,0.2291350358738796,06099,2786,1692,676,0.01193099999999999,0.009493868073,0.003212018401,0.8351219984026645,0.7610154460057081,0.8742063219460969,-0.1974298388890451,-0.3140337758565012,-0.14389472473027876,-6.562521646089559,-10.438409225566549,-4.783026978668878,-235.55354077851968,-374.67369797439153,-171.68079607569555,0.8202097286128724,0.7405132243365082,0.862532239733045,-0.2192003643887356,-0.35041477604399174,-0.15937695303946137,-7.286168819396303,-11.64770515864469,-5.297652624824684,-261.5279547522004,-418.07986929808646,-235.55354077851968,-0.7236471733067438,-1.209295933078142,-0.5146256461558059,-25.974413973680683,-43.40617132369497,-18.471846595685783,0.8940153021958096,0.8605807022373689,0.9283858672337136,-0.11854908696068084,-0.16200607031991737,-0.07713832716957773,-0.6442828880671596,-0.8804600823686366,-0.419226376884443,-38.0781848739456,-52.03664789412746,-24.776972629104197,0.8840553314675089,0.8477557878535775,0.92151280130983,-0.1311509182802234,-0.17958498700656203,-0.08517211977805308,-0.7127705034984193,-0.975996838511852,-0.4628879118369461,-42.12591628241249,-57.68302828084232,-27.357441597928258,-0.0684876154312597,-0.09553675614321544,-0.04366153495250313,-4.047731408466885,-5.646380386714861,-2.580468968824062,0.8605807022373689,0.8280659318992689,0.9283858672337136,-0.16200607031991737,-0.20763330729762017,-0.07713832716957773,-1.0397314388423005,-1.3325604214819289,-0.4950625846274405,-153.80642586424565,-197.12432270442736,-73.23411015198825,0.8477557878535775,-0.17958498700656203,-1.152550373983442,0.8125898795950195,-0.2306330968561686,-1.4801697316982494,0.92151280130983,-0.08517211977805308,-0.5466222992213188,-170.4956174531719,-218.96001948198955,-80.861286867059,-0.1128189351411415,-0.1476093102163205,-0.05155971459387826,-16.689191588926256,-21.835696777562205,-7.627176715070748,0.5671
06099002304,06099002304,Census Tract 23.04; Stanislaus County; California,1863,1066,377,Modesto city,California,64751,0.4610388166065054,0.25943388115311916,06099,1863,1066,377,0.01193099999999999,0.009493868073,0.003212018401,0.8629631869032379,0.7997994859008328,0.8958614028865012,-0.15879798255186486,-0.2503133818267921,-0.11624409398369,-3.529674693666396,-5.563828929826075,-2.583810135550052,-189.46187298262996,-298.6488958575456,-138.69082853194053,0.8503378222414331,0.7821305192987612,0.8860636258571787,-0.1760031999565391,-0.2785589813022194,-0.12858712491735474,-3.912102854883574,-6.191656664622959,-2.858164275505631,-209.98941786814677,-332.34872059167793,-189.46187298262996,-0.38242816121717826,-0.6278277347968846,-0.2743541399555789,-20.527544885516814,-33.69982473413229,-14.726470206955389,0.912432378636368,0.8844234001093205,0.9410274084783616,-0.09597162859838657,-0.13068016956176584,-0.06266830380317719,-0.32860797107606454,-0.4474504184905526,-0.2145770001436308,-30.826263703195547,-41.9747109278192,-20.12917449752634,0.9041089263823492,0.8736274010870634,0.9353249086848848,-0.10606141673807391,-0.14465274183901505,-0.06914719229070003,-0.36315552286394515,-0.4952926682657921,-0.23676078958021796,-34.067122219882286,-46.46272685420189,-22.21020540152138,-0.0345475517878806,-0.04784224977523943,-0.02218378943658716,-3.240858516686736,-4.488015926382686,-2.081030903995043,0.8844234001093205,0.8569943791024981,0.9410274084783616,-0.13068016956176584,-0.16686879679102093,-0.06266830380317719,-0.4677289291704065,-0.5972548390222927,-0.2243016574671002,-124.06602895766753,-158.42303422341982,-59.49646086660483,0.8736274010870634,-0.14465274183901505,-0.5177393958763357,0.8438704333710421,-0.1850160409166856,-0.6622072422121221,0.9353249086848848,-0.06914719229070003,-0.24749081910230328,-137.3314047417336,-175.65178838517826,-65.64743212262687,-0.05001046670592918,-0.06495240318982942,-0.02318916163520307,-13.265375784066096,-17.22875416175847,-6.150971256022035,0.9442
06099000805,06099000805,Census Tract 8.05; Stanislaus County; California,4429,2793,857,Modesto city,California,81,0.5668102112817176,0.1029930511078879,06099,4429,2793,857,0.01193099999999999,0.009493868073,0.003212018401,0.8264951425511576,0.7491315304327358,0.8674592946860665,-0.2099284660201169,-0.33487906913002313,-0.15279184409673072,-11.093123762892958,-17.695813387717262,-8.073887589705238,-250.46565280860148,-399.5442173790305,-182.2959491918094,0.8108944650387062,0.7278030718271941,0.8552124512688135,-0.233206099084999,-0.37399804797393743,-0.169300094399206,-12.32316973708305,-19.76295407625994,-8.946223138980507,-278.23819681831225,-446.2170710377046,-250.46565280860148,-1.2300459741900929,-2.067140688542679,-0.8723355492752685,-27.77254400971083,-46.67285365867417,-19.695993435883235,0.8882616673018835,0.8531660945003854,0.92441862683592,-0.12579438786042002,-0.17210471260651847,-0.08176098032855325,-1.128522510720709,-1.5439801860881348,-0.7334914408244201,-40.40538885502002,-55.28035037909541,-26.26177732991121,0.8777988604540117,0.8397247363832451,0.9171820710654356,-0.1392131444358266,-0.1908664311915736,-0.0902960617605179,-1.248904422177926,-1.7122947041136538,-0.8100610850719364,-44.7155181588946,-61.30664891205349,-29.003261191261597,-0.12038191145721688,-0.168314518025519,-0.07656964424751633,-4.310129303874575,-6.026298532958074,-2.7414838613503876,0.8531660945003854,0.8191113221213228,0.92441862683592,-0.17210471260651847,-0.2208352796421057,-0.08176098032855325,-1.4002860968472812,-1.7967699262437853,-0.6652273623699768,-163.39394362278662,-209.6581010786214,-77.62279607584327,0.8397247363832451,-0.1908664311915736,-1.5529360347236418,0.8029291440964704,-0.2454399088045207,-1.996959215731655,0.9171820710654356,-0.0902960617605179,-0.7346708754710051,-181.2060717297132,-233.01741140392707,-85.72588978658169,-0.1526499378763606,-0.20018928948786965,-0.06944351310102825,-17.81212810692656,-23.359310325305675,-8.103093710738419,0.7338
06099002702,06099002702,Census Tract 27.02; Stanislaus County; California,4007,2510,960,Modesto city,California,79167,0.5370014480299609,0.22713209763779615,06099,4007,2510,960,0.01193099999999999,0.009493868073,0.003212018401,0.8366138147274025,0.7630769428729156,0.8753712667435257,-0.1952946298476249,-0.31048383697073917,-0.14237242869543393,-9.336551336449034,-14.84346131420384,-6.806472305188245,-233.00602287120125,-370.4382658897889,-169.8645446765222,0.8218215681345673,0.7427200777266885,0.8637966509780911,-0.21680914540838295,-0.34640227185023975,-0.1576798762390241,-10.36510690486674,-16.560632500318956,-7.53828336385504,-258.6749913867417,-413.292550544521,-233.00602287120125,-1.0285555684177048,-1.7171711861151149,-0.7318110586667954,-25.668968515540424,-42.85428465473209,-18.263315664257433,0.8950079767842881,0.86186159030127,0.9290694644557828,-0.11730847762155389,-0.16027911123228356,-0.0763457828051273,-0.9457604416714568,-1.2921968309807916,-0.6155123886141338,-37.67969887137278,-51.481945457402055,-24.522405920881823,0.8851351684252651,0.8491438705125128,0.922259218807678,-0.1297709498754747,-0.17765673724575767,-0.08429385102035346,-1.046234964077336,-1.4322981398284391,-0.679591035427005,-41.68266789152734,-57.06367090949957,-27.075340056852795,-0.10047452240587929,-0.1401013088476475,-0.06407864681287123,-4.002969020154553,-5.581725452097509,-2.552934135970965,0.86186159030127,0.8296148688219754,0.9290694644557828,-0.16027911123228356,-0.20537858900716857,-0.0763457828051273,-1.460801987421113,-1.8718437398908283,-0.6958241182865187,-152.16687368969923,-194.98372290529463,-72.48167898817903,0.8491438705125128,-0.17765673724575767,-1.6191836406632143,0.8142620229334391,-0.2281059067416974,-2.0789830898666075,0.922259218807678,-0.08429385102035346,-0.768263712914258,-168.66496256908485,-216.56073852777163,-80.0274700952352,-0.15838165324210185,-0.2071393499757792,-0.0724395946277393,-16.49808887938561,-21.577015622477003,-7.545791107056178,0.8897
06099000801,06099000801,Census Tract 8.01; Stanislaus County; California,4291,3088,1243,Modesto city,California,40006,0.4895445119291775,0.19225865246660517,06099,4291,3088,1243,0.01193099999999999,0.009493868073,0.003212018401,0.8529794362746629,0.7858162917201921,0.8881166596545947,-0.17236120529170165,-0.27256206130691035,-0.1259782024457449,-8.824190649578739,-13.954065758265738,-6.449570100134363,-205.6441540335292,-325.19379534527474,-150.30459333801824,0.8395226493602912,0.7671020287192752,0.8776412321733761,-0.19115309248891751,-0.30360755487710345,-0.1394177521988304,-9.786258621968312,-15.543468394491352,-7.137620227568897,-228.06475464852747,-362.2341737238721,-205.6441540335292,-0.9620679723895744,-1.5894026362256142,-0.6880501274345345,-22.42060061499824,-37.04037837859739,-16.034726810406305,0.9058542939945796,0.8758884531316871,0.936522141385789,-0.10393029721177624,-0.14169789135198607,-0.06778041416114476,-1.0308547715786478,-1.4054606918441162,-0.6722944630401377,-33.38260270656243,-45.5136234405478,-21.7711937512998,0.8969416311646133,0.8643580502267292,0.9304003271558778,-0.1148997496097632,-0.1569279649072403,-0.07480615689042158,-1.139657619732039,-1.556523417701006,-0.7419807875351124,-36.9060110016852,-50.405551091353814,-24.02787524401271,-0.10880284815339114,-0.1510627258568897,-0.0696863244949747,-3.52340829512277,-4.891927650806014,-2.2566814927129113,0.8758884531316871,0.8466156113068319,0.936522141385789,-0.14169789135198607,-0.1811735888692209,-0.06778041416114476,-1.6721595307905277,-2.1380074217381506,-0.7998683993041571,-134.52610867180434,-172.0038151036324,-64.34983099792092,0.8643580502267292,-0.1569279649072403,-1.8518877709715853,0.8326354545722535,-0.2010057877174183,-2.372044781109776,0.9304003271558778,-0.07480615689042158,-0.8827783322152923,-148.9853395793713,-190.8322430498613,-71.01997845658025,-0.1797282401810576,-0.2340373593716252,-0.08290993291113524,-14.45923090756698,-18.828427946228896,-6.6701474586593115,0.7959
06099002006,06099002006,Census Tract 20.06; Stanislaus County; California,3874,2199,1028,Modesto city,California,54049,0.5968612034899252,0.2592790562602137,06099,3874,2199,1028,0.01193099999999999,0.009493868073,0.003212018401,0.8164181200231633,0.7353307539788718,0.8595554131299707,-0.2248625740590228,-0.35993224081680786,-0.16339212658625077,-10.393304227634433,-16.636317963527983,-7.552097484952361,-268.2835371098201,-429.43515651853335,-194.9431462300558,0.8000256265913109,0.7130680914942542,0.84664484349436,-0.24995995973369609,-0.40239061588700725,-0.1811328063756897,-11.553322811103486,-18.5987735253849,-8.372084016852002,-298.22722795827275,-480.09224381478833,-268.2835371098201,-1.1600185834690553,-1.9624555618569168,-0.8199865318996409,-29.94369084845264,-50.65708729625495,-21.16640505677958,0.8815120088231735,0.8444887386811023,0.9197535619543996,-0.134414494630662,-0.18414841334861448,-0.08724776001419707,-0.9494002844224496,-1.3006823147273576,-0.616250861934981,-43.17418301148021,-59.14880921907038,-28.024141061163306,0.8704644845845425,0.8303348170556007,0.9120919574176104,-0.14881194776979617,-0.20433345616656004,-0.09638067945613955,-1.0510927852409946,-1.4432538837020723,-0.6807587584948924,-47.79867145252363,-65.63228211469178,-30.957651591400293,-0.10169250081854486,-0.14257156897471468,-0.0645078965599114,-4.624488441043423,-6.4834728956214045,-2.93351053023699,0.8444887386811023,0.8086570260507439,0.9197535619543996,-0.18414841334861448,-0.23661820498082117,-0.08724776001419707,-1.7972326029651704,-2.3093218383672114,-0.851511647490259,-174.82807421840178,-224.6422021757988,-82.83187232395515,0.8303348170556007,-0.20433345616656004,-1.994232492266322,0.7916638256663054,-0.26316242776199605,-2.568385393329181,0.9120919574176104,-0.09638067945613955,-0.9406461682978856,-193.99148757454492,-249.84293709427828,-91.50254555426902,-0.19699988930115153,-0.25906355496196953,-0.08913452080762663,-19.163413356143145,-25.20073491847953,-8.670673230313875,0.5192
06099000913,06099000913,Census Tract 9.13; Stanislaus County; California,4002,2976,1268,Modesto city,California,88544,0.543603213220723,0.21216596029656415,06099,4002,2976,1268,0.01193099999999999,0.009493868073,0.003212018401,0.8343621991176828,0.759966231377655,0.8736127990918358,-0.19852026021489827,-0.3158479399633528,-0.14467187412953436,-9.478917988945051,-15.081063850354454,-6.907772681218376,-236.8545224623951,-376.8381771702762,-172.60801302394745,0.8193889107558353,0.7393902588271862,0.8618881049076802,-0.22042169093741115,-0.3524657487186678,-0.160243417104722,-10.524664480686155,-16.829485929545626,-7.651280566324705,-262.9851194574252,-420.5268847962425,-236.8545224623951,-1.045746491741104,-1.7484220791911724,-0.7435078851063288,-26.13059699503009,-43.68870762596632,-18.578407923696375,0.8935094638051404,0.8599281846057019,0.9280374274718988,-0.1191823259950198,-0.16288780610037162,-0.07754274816710467,-1.1392598927298732,-1.5570391243469113,-0.7412285523151033,-38.281582416998425,-52.31986304929137,-24.90687339768492,0.883505123748501,0.8470487419215557,0.921132362254597,-0.13185534879213728,-0.18056960657478788,-0.08562030928146272,-1.2604008964136797,-1.7260588673631383,-0.8184416905202352,-42.35218065906181,-57.99928989795493,-27.50140089113693,-0.12114100368380631,-0.16901974301622724,-0.07721313820513187,-4.070598242063384,-5.6794268486635495,-2.5945274934520115,0.8599281846057019,0.8272770905003499,0.9280374274718988,-0.16288780610037162,-0.2087848333805359,-0.07754274816710467,-1.9608800134243776,-2.513398741645263,-0.9334770275755372,-154.64353418173326,-198.2175663758094,-73.61806211163542,0.8470487419215557,-0.18056960657478788,-2.1737375009288487,0.8117384118928823,-0.23192396140046265,-2.7919527644944844,0.921132362254597,-0.08562030928146272,-1.0307165234319584,-171.43040228145497,-220.1855492503537,-81.28679206876643,-0.2128574875044709,-0.27855402284922093,-0.09723949585642122,-16.786868099721676,-21.967982874544237,-7.668729957131011,0.2844
06099002100,06099002100,Census Tract 21; Stanislaus County; California,2093,1326,438,Modesto city,California,145288,0.5150673289536226,0.2963664205979997,06099,2093,1326,438,0.01193099999999999,0.009493868073,0.003212018401,0.8441384460107187,0.773503885669281,0.8812391659160326,-0.18463980017242593,-0.2928183277770367,-0.13476572385490565,-4.610748095109148,-7.312137176005478,-3.365313458797856,-220.29374558572135,-349.3615468707825,-160.78898513128792,0.8299559611049225,0.7538913314990707,0.8701681233092178,-0.204883206897746,-0.3264511186400777,-0.1492032093718123,-5.116258006353236,-8.152001204563547,-3.7258403266945894,-244.4461541497007,-389.48882964947666,-220.29374558572135,-0.5055099112440882,-0.8398640285580692,-0.36052686789673327,-24.152408563979368,-40.12728277869418,-17.22536397022137,0.9000047999094268,0.868316526813513,0.93250661713506,-0.11110518532860748,-0.1516537680904563,-0.07237844925143792,-0.4732121390313753,-0.6459140838296679,-0.30826968776252034,-35.68718997220025,-48.71146936875323,-23.24809108314633,0.8905725569500832,0.8561421398283018,0.9260130657979128,-0.12287313615935982,-0.16803034622329036,-0.0798983696178576,-0.5233334467648184,-0.7156641638581782,-0.3402980543181793,-39.46707743324423,-53.97165639956096,-25.663503342245797,-0.05012130773344309,-0.06975008002851035,-0.03202836655565894,-3.7798874610439737,-5.260187030807719,-2.4154122590994676,0.868316526813513,0.8374295911193541,0.93250661713506,-0.1516537680904563,-0.1941302416401902,-0.07237844925143792,-0.6306240197565686,-0.8072545435628705,-0.300972334452407,-143.97808670241292,-184.30469031115769,-68.71514485214772,0.8561421398283018,-0.16803034622329036,-0.6987229774153413,0.8227030989297819,-0.21550532786476168,-0.8961388684781761,0.9260130657979128,-0.0798983696178576,-0.3322425262150823,-159.5257939304432,-204.59791517766575,-75.85445803997312,-0.06809895765877272,-0.08888432491530562,-0.03127019176267531,-15.5477072280303,-20.293224866508133,-7.1393131878254135,0.9829
06099000905,06099000905,Census Tract 9.05; Stanislaus County; California,4283,2828,1140,Modesto city,California,80169,0.568387644435736,0.1993778037353792,06099,4283,2828,1140,0.01193099999999999,0.009493868073,0.003212018401,0.8259631008568632,0.7484007024649975,0.867042603476113,-0.2107078378714364,-0.33618260472807315,-0.15334586327227695,-10.767270180037713,-17.17909011597657,-7.836046145806679,-251.39552136441077,-401.099465701064,-182.9569494701536,0.8103202845876559,0.727022087244245,0.8547605729520704,-0.2340799298994046,-0.37547402966871257,-0.16991825739729538,-11.961595137666416,-19.18690051528724,-8.682903324337541,-279.2807643629796,-447.9780647977409,-251.39552136441077,-1.1943249576287034,-2.007810399310671,-0.8468571785308621,-27.88524299856884,-46.87859909667688,-19.77252343055947,0.8879060832318088,0.8527083944008861,0.9241731614202175,-0.12624524021751352,-0.1727338520017751,-0.08204830192564347,-1.1467597538977772,-1.5690431518058234,-0.7452929739122848,-40.55020346173186,-55.48243111053124,-26.354065555597057,0.8774123329698448,0.83922921157812,0.9169141763792568,-0.1397150033385368,-0.1915695809963051,-0.09061461340780616,-1.269113533058975,-1.7401391543880735,-0.8231058184216798,-44.87671616191566,-61.532501923199206,-29.105580566537476,-0.12235377916119772,-0.1710960025822501,-0.07781284450939507,-4.326512700183795,-6.0500708126679665,-2.75151501094042,0.8527083944008861,0.81855921056933,0.9241731614202175,-0.1727338520017751,-0.2216587231416931,-0.08204830192564347,-1.869500139016394,-2.3990144892000274,-0.8880095596691332,-163.99124026459597,-210.4398674736866,-77.89557540957308,0.83922921157812,-0.1915695809963051,-2.073359414807842,0.8023338395869317,-0.2463639829959477,-2.6663997538526707,0.9169141763792568,-0.09061461340780616,-0.980722831104754,-181.87363287788088,-233.8947152502343,-86.02831851796087,-0.2038592757914479,-0.26738526465264334,-0.09271327143562068,-17.882392613284907,-23.454847776547663,-8.13274310838778,0.7972
06099000506,06099000506,Census Tract 5.06; Stanislaus County; California,2798,1925,880,Modesto city,California,4989,0.480398535934544,0.18966296468990243,06099,2798,1925,880,0.01193099999999999,0.009493868073,0.003212018401,0.8561700470321776,0.7902759190755361,0.8905942171440744,-0.1679922738086828,-0.2653808320134554,-0.12284582669620756,-5.608075661034282,-8.859191861493596,-4.1009546161582415,-200.43158188113944,-316.62587067525357,-146.56735583124524,0.8429775971819687,0.7718921484232023,0.8803347754007202,-0.18627114568993192,-0.29551777672926127,-0.13593149781548644,-6.218278107755965,-9.86525161845077,-4.5377927638215185,-222.2401039226578,-352.58225941568156,-200.43158188113944,-0.6102024467216829,-1.0060597569571748,-0.436838147663277,-21.80852204151833,-35.956388740427975,-15.612514212411616,0.9079596714157416,0.878617855847861,0.9379652892613448,-0.10137050298802816,-0.1381512375878202,-0.06613753349818322,-0.626787547763631,-0.8542078107120277,-0.408937326091368,-32.560392091617196,-44.374431725300134,-21.24349745929184,0.8992350264324078,0.867321330859892,0.9319775344227058,-0.1120563263281274,-0.15297521739557102,-0.0729872374224442,-0.6928594405702316,-0.9458664853552328,-0.4512899730551647,-35.992698211440604,-49.135921317154946,-23.44363496390466,-0.06607189280660064,-0.0916586746432051,-0.04235264696379676,-3.43230611982341,-4.761489591854811,-2.2001375046128184,0.878617855847861,0.8499318430138179,0.9379652892613448,-0.1381512375878202,-0.17656493072908952,-0.06613753349818322,-1.1541988689267904,-1.4751300596211163,-0.5525528955807252,-131.15896237804438,-167.62841586603594,-62.79010177053696,0.867321330859892,-0.15297521739557102,-1.2780473485050003,0.8362237742708153,-0.1958521519816835,-1.6362671535999789,0.9319775344227058,-0.0729872374224442,-0.6097794587292441,-145.23265323920458,-185.93944927272483,-69.29312031014138,-0.12384847957821,-0.16113709397886233,-0.05722656314851893,-14.073690861160228,-18.3110334066889,-6.503018539604424,0.8704
06099001002,06099001002,Census Tract 10.02; Stanislaus County; California,2244,1535,513,Modesto city,California,76861,0.5922928939091417,0.19514090164237569,06099,2244,1535,513,0.01193099999999999,0.009493868073,0.003212018401,0.8179420583712261,0.7374122244238274,0.8607522919868412,-0.22258048692508503,-0.3560936025726235,-0.16177442605669823,-5.959183879645157,-9.533752421027671,-4.331213239821855,-265.56077895031893,-424.8552772293971,-193.01306772824665,0.8016684536779907,0.715288703161665,0.8479417255794639,-0.24739846680018415,-0.39803689835988687,-0.17932632613004504,-6.623639724989885,-10.65670715784058,-4.801133138997181,-295.1711107392997,-474.8978234331809,-265.56077895031893,-0.6644558453447278,-1.1229547368129094,-0.46991989917532617,-29.61033178898074,-50.04254620378384,-20.94117197751008,0.8825347669351127,0.845802147317865,0.9204612182108,-0.1330998363643206,-0.18230960180358255,-0.0864118772367271,-0.6562418546834602,-0.8988680563566582,-0.42604928851520696,-42.75191235722867,-58.558179567209,-27.75565397493205,0.8715754834766011,0.8317554624719801,0.9128639246863198,-0.14734755504036237,-0.20227644436262143,-0.09545352046157596,-0.7264894942326265,-0.997313540220745,-0.47062864248991654,-47.32830581320043,-64.97156613815929,-30.65984641628121,-0.07024763954916635,-0.0984454838640868,-0.04457935397470958,-4.576393455971749,-6.41338657095028,-2.904192441349158,0.845802147317865,0.8102376309737285,0.9204612182108,-0.18230960180358255,-0.2342058203322631,-0.0864118772367271,-0.8879123569857248,-1.1406653291637456,-0.42085645972441427,-173.0823307964376,-222.3519160163247,-82.03829624257588,0.8317554624719801,-0.20227644436262143,-0.9851579549288314,0.793366120843039,-0.2604521087154436,-1.2684940532127655,0.9128639246863198,-0.09545352046157596,-0.46489246587755706,-192.0385877054252,-247.2697959479075,-90.62231303656084,-0.0972455979431066,-0.1278287240490199,-0.04403600615314279,-18.956256908987644,-24.917879931582828,-8.58401679398495,0.7662
06099000602,06099000602,Census Tract 6.02; Stanislaus County; California,1980,1472,657,Modesto city,California,12272,0.33661937791759433,0.22755571434677968,06099,1980,1472,657,0.01193099999999999,0.009493868073,0.003212018401,0.9079256840526516,0.8638041661984693,0.9304635396588808,-0.1014117317800308,-0.15766980425773733,-0.07473313824484963,-2.395687876297744,-3.7246937005061462,-1.7654493233506157,-120.99433718675472,-188.1158434599064,-89.16410723993009,0.8991979996478308,0.8512494097609072,0.9237815749833128,-0.1121021181004052,-0.1747438395063002,-0.08250697684467685,-2.64823093469075,-4.1280401233163415,-1.949093666653002,-133.74903710559343,-208.48687491496673,-120.99433718675472,-0.25254305839300617,-0.4033464228101953,-0.18364434330238644,-12.754699918838694,-20.37103145506037,-9.274966833453862,0.9417077254955276,0.9226604783681152,0.9609467649871628,-0.06190060135038056,-0.08382229806642762,-0.04064037305267247,-0.29267168147961087,-0.3963194603187111,-0.1921513855731095,-19.882587057038783,-26.923876380347224,-13.053762606868853,0.9360687493922026,0.9152634298226482,0.9571263264514795,-0.06829760169785443,-0.09258161903592207,-0.04479416390882639,-0.32291728180138096,-0.4377343277163733,-0.21179088709432903,-21.93731533976773,-29.737386393775356,-14.387967873256049,-0.03024560032177009,-0.04141486739766215,-0.01963950152121951,-2.054728282728947,-2.813510013428135,-1.3342052663871953,0.9226604783681152,0.9038050796057796,0.9609467649871628,-0.08382229806642762,-0.10643325929986867,-0.04064037305267247,-0.5228391804978538,-0.6638744027986363,-0.2534931615111219,-79.57978394183468,-101.04633223723536,-38.583434019957664,0.9152634298226482,-0.09258161903592207,-0.5774751938624457,0.8947099263129484,-0.11768068129180852,-0.7340298749418493,0.9571263264514795,-0.04479416390882639,-0.27940231286211337,-87.89576771117896,-111.72448629251892,-42.52698825907357,-0.05463601336459189,-0.07015547214321305,-0.02590915135099147,-8.315983769344276,-10.678154055283567,-3.9435542391159024,0.5155
06099001601,06099001601,Census Tract 16.01; Stanislaus County; California,2559,1594,604,Modesto city,California,29427,0.5144212570216244,0.2169477216861659,06099,2559,1594,604,0.01193099999999999,0.009493868073,0.003212018401,0.8443611079801587,0.7738131630999657,0.8814126006173423,-0.18432740512190737,-0.2923016145058961,-0.13454243710561772,-5.62777908223375,-8.924385989872135,-4.107772865977132,-219.92102705094763,-348.74505626698453,-160.52258171071247,0.8301967773756153,0.7542229172390488,0.8703565065805577,-0.20453370484183264,-0.3258679591183158,-0.1489544714599578,-6.244706287485369,-9.94921445719576,-4.547792869612227,-244.02916324679052,-388.7930620240625,-219.92102705094763,-0.6169272052516188,-1.0248284673236243,-0.4400200036350945,-24.108136195842864,-40.04800575707794,-17.19499818816313,0.9001524040917644,0.8685073888885683,0.9326080514129036,-0.11092298976747138,-0.15140068212856916,-0.0722618129716954,-0.5679209746579222,-0.7751650324119402,-0.3699773990898016,-35.62866842270529,-48.63017769209161,-23.210627295470612,0.8907332212522866,0.8563491467683646,0.926123867129824,-0.12267060006372577,-0.1677479959824048,-0.07976917072564786,-0.62806823811824,-0.8588625818232153,-0.4084147504600466,-39.4020224666399,-53.880964982635845,-25.622004420329144,-0.06014726346031773,-0.08369754941127505,-0.03843735137024501,-3.773354043934613,-5.250787290544231,-2.4113771248585327,0.8685073888885683,0.8376608873166345,0.9326080514129036,-0.15140068212856916,-0.193800516583033,-0.0722618129716954,-0.86817637378367,-1.1113095882988124,-0.414370647917722,-143.73781022908443,-183.99165369185636,-68.60441190690761,0.8563491467683646,-0.1677479959824048,-0.9619167153937194,0.8229530540313499,-0.2151361430659514,-1.2336543926413264,0.926123867129824,-0.07976917072564786,-0.4574200618297963,-159.2577343367085,-204.24741600021957,-75.73179831619144,-0.0937403416100494,-0.12234480434251394,-0.04304941391207428,-15.519924107624076,-20.25576230836323,-7.127386409283822,0.9829
