geoid,GEOID,NAME,over20,over35,over55,city,state,totalCells,meanNDVI,standardDevNDVI,countyGEOID,popOver20_2023,popOver35_2023,popOver55_2023,mortalityRate,DementiaRate,StrokeRate,rr_Mortality,rr_Mortality_low,rr_Mortality_high,paf_Mortality,paf_Mortality_low,paf_Mortality_high,ls_Mortality,ls_Mortality_low,ls_Mortality_high,ls_Mortality_Rate,ls_Mortality_low_Rate,ls_Mortality_high_Rate,rr_Mortality10,rr_Mortality_low10,rr_Mortality_high10,paf_Mortality10,paf_Mortality_low10,paf_Mortality_high10,ls_Mortality10,ls_Mortality_low10,ls_Mortality_high10,ls_Mortality10_Rate,ls_Mortality_low10_Rate,ls_Mortality_high10_Rate,ls_Mortality_Change,ls_Mortality_Change_low,ls_Mortality_Change_high,ls_Mortality_Change_Rate,ls_Mortality_Change_low_Rate,ls_Mortality_Change_high_Rate,rr_Stroke,rr_Stroke_low,rr_Stroke_high,paf_Stroke,paf_Stroke_low,paf_Stroke_high,ls_Stroke,ls_Stroke_low,ls_Stroke_high,ls_Stroke_Rate,ls_Stroke_low_Rate,ls_Stroke_high_Rate,rr_Stroke10,rr_Stroke_low10,rr_Stroke_high10,paf_Stroke10,paf_Stroke_low10,paf_Stroke_high10,ls_Stroke10,ls_Stroke_low10,ls_Stroke_high10,ls_Stroke10_Rate,ls_Stroke_low10_Rate,ls_Stroke_high10_Rate,ls_Stroke_Change,ls_Stroke_Change_low,ls_Stroke_Change_high,ls_Stroke_Change_Rate,ls_Stroke_Change_low_Rate,ls_Stroke_Change_high_Rate,rr_Dementia,rr_Dementia_low,rr_Dementia_high,paf_Dementia,paf_Dementia_low,paf_Dementia_high,ls_Dementia,ls_Dementia_low,ls_Dementia_high,ls_Dementia_Rate,ls_Dementia_low_Rate,ls_Dementia_high_Rate,rr_Dementia10,paf_Dementia10,ls_Dementia10,rr_Dementia_low10,paf_Dementia_low10,ls_Dementia_low10,rr_Dementia_high10,paf_Dementia_high10,ls_Dementia_high10,ls_Dementia_10_Rate,ls_Dementia_low10_Rate,ls_Dementia_high10_Rate,ls_Dementia_Change,ls_Dementia_Change_low,ls_Dementia_Change_high,ls_Dementia_Change_Rate,ls_Dementia_Change_low_Rate,ls_Dementia_Change_high_Rate,RPL_THEMES
48061013203,48061013203,Census Tract 132.03; Cameron County; Texas,1339,893,396,Brownsville city,Texas,45982,0.5836703468927217,0.24286501891110557,48061,1339,893,396,0.011033,0.006897320142,0.003436016044,0.8208262020458666,0.741357006319602,0.8630159081679252,-0.21828469596554295,-0.34887778961502924,-0.15872719208951191,-3.224760632737112,-5.154036826129485,-2.34490649072328,-240.83350505878357,-384.9168652822618,-175.12371103235847,0.8047784387966984,0.719498902669596,0.8503949673495018,-0.24257802121935088,-0.3898561850332856,-0.1759241745242036,-3.5836504695634384,-5.759418324603329,-2.598960728066696,-267.6363308113098,-430.128328947224,-240.83350505878357,-0.35888983682632647,-0.6053814984738439,-0.25405423734341603,-26.80282575252625,-45.2114636649622,-18.973430720195378,0.8844684268299446,0.8482867355882904,0.9217983821429476,-0.1306226086375251,-0.1788466777174063,-0.08483592439732136,-0.4007974914359886,-0.548766408269423,-0.26030735442173314,-44.88213789876691,-61.45200540531053,-29.149759733676724,0.8736763260078075,0.8344435148162054,0.9143227705846994,-0.1445886425347224,-0.19840346559618252,-0.09370567175146584,-0.44365034370783185,-0.6087737194395008,-0.2875229530557879,-49.6808895529487,-68.1717490973685,-32.19741915518342,-0.04285285227184332,-0.06000731117007774,-0.02721559863405476,-4.798751654181783,-6.7197436920579765,-3.047659421506692,0.8482867355882904,0.813229398915322,0.9217983821429476,-0.1788466777174063,-0.22966533346407664,-0.08483592439732136,-0.4884908658498195,-0.6272938308466853,-0.2317156499238902,-123.35627925500492,-158.40753304209224,-58.514053011083384,0.8344435148162054,-0.19840346559618252,-0.5419070789216649,0.7965891327871197,-0.25535230000085846,-0.6974536385923713,0.9143227705846994,-0.09370567175146584,-0.2559419348076462,-136.84522194991536,-176.1246562101948,-64.63180171910257,-0.05341621307184541,-0.07015980774568598,-0.024226284883756,-13.488942694910456,-17.71712316810252,-6.117748708019192,0.9921
48061013205,48061013205,Census Tract 132.05; Cameron County; Texas,2252,1319,368,Brownsville city,Texas,55522,0.6315749785121623,0.20812306114231025,48061,2252,1319,368,0.011033,0.006897320142,0.003436016044,0.8049303648482632,0.7197047906627511,0.8505147490773826,-0.24234349164913072,-0.3894585849277658,-0.17575856395762138,-6.021342974057663,-9.676611070028104,-4.366952819797271,-267.3775743364859,-429.6896567508039,-193.91442361444368,0.7876515680322983,0.6964177519270947,0.8368546510716579,-0.26959691389707763,-0.43591974390780064,-0.1949506389424038,-6.698490115311582,-10.830999707772287,-4.84380517956487,-297.44627510264576,-480.9502534534763,-267.3775743364859,-0.6771471412539194,-1.1543886377441837,-0.4768523597675989,-30.06870076615983,-51.26059670267245,-21.17461633071043,0.8737788756422433,0.8345747846043994,0.9143939518125392,-0.144454309753119,-0.19821496940386785,-0.09362053195755504,-0.654682122910458,-0.8983310860280773,-0.4242980961573915,-49.63473259366626,-68.1069815032659,-32.16816498539739,0.8620683390346615,0.8196185612007453,0.9062472031549944,-0.1600008429955721,-0.2200797387201615,-0.10345168130573672,-0.7251406464703439,-0.9974245199131782,-0.46885389886703255,-54.97654635863107,-75.6197513201803,-35.54616367452862,-0.07045852355988591,-0.09909343388510083,-0.04455580270964099,-5.341813764964815,-7.512769816914392,-3.3779986891312355,0.8345747846043994,0.7967465953636098,0.9143939518125392,-0.19821496940386785,-0.25510420228859815,-0.09362053195755504,-0.5031119731367978,-0.6475090098134685,-0.23762892732542049,-136.71521009152116,-175.95353527539905,-64.57307807755991,0.8196185612007453,-0.2200797387201615,-0.5586094326172055,0.7788471552365821,-0.28394896646472395,-0.7207231886565781,0.9062472031549944,-0.10345168130573672,-0.26258248639132675,-151.79604147206672,-195.84869256972232,-71.35393651938227,-0.05549745948040774,-0.07321417884310966,-0.02495355906590629,-15.080831380545582,-19.895157294323276,-6.780858441822362,0.9233
48061013104,48061013104,Census Tract 131.04; Cameron County; Texas,2061,1131,407,Brownsville city,Texas,60914,0.5958092149598909,0.22890130863597996,48061,2061,1131,407,0.011033,0.006897320142,0.003436016044,0.8167688001181378,0.735809552867728,0.8598308823411576,-0.224336678697031,-0.3590473188376285,-0.1630194036264298,-5.101194653268611,-8.16438165066398,-3.7069003383136345,-247.5106576064343,-396.1369068735556,-179.85930802104,0.8004036375497493,0.713578841321294,0.8469433130897941,-0.2493696343775608,-0.40138684346127185,-0.18071656573074404,-5.670419357916602,-9.127140651494823,-4.109316337466743,-275.12951760876285,-442.8501043908212,-247.5106576064343,-0.5692247046479908,-0.9627590008308448,-0.40241599915310866,-27.61886000232852,-46.71319751726564,-19.52527894968989,0.8817474240638925,0.8447910090345666,0.9199164725263278,-0.13411162052630932,-0.1837247192566684,-0.08705521627821512,-0.5211757478710347,-0.7139789049242438,-0.3383082485456418,-46.08096798152385,-63.12810830453084,-29.912311984583713,0.8707201993952475,0.8306617475240773,0.912269667859727,-0.14847456243066703,-0.20385945660873753,-0.09616710412623594,-0.5769920668391839,-0.7922251952641094,-0.3737182670442075,-51.016097863765154,-70.04643636287439,-33.04317126827653,-0.0558163189681492,-0.07824629033986563,-0.03541001849856573,-4.935129882241309,-6.918328058343557,-3.130859283692814,0.8447910090345666,0.8090207336402012,0.9199164725263278,-0.1837247192566684,-0.2360622644372594,-0.08705521627821512,-0.5157537401319119,-0.6626761835865804,-0.24438221255767303,-126.72082067123142,-162.81970112692392,-60.04476967018994,0.8306617475240773,-0.20385945660873753,-0.5722761620352805,0.7920555055347608,-0.26253778051178916,-0.736998498474895,0.912269667859727,-0.09616710412623594,-0.2699611888450933,-140.60839362046204,-181.0807121559939,-66.32953042876984,-0.05652242190336865,-0.07432231488831453,-0.02557897628742023,-13.887572949230629,-18.26101102906991,-6.284760758579909,0.8962
48061014002,48061014002,Census Tract 140.02; Cameron County; Texas,1249,860,474,Brownsville city,Texas,30859,0.522070979119253,0.2435175802912155,48061,1249,860,474,0.011033,0.006897320142,0.003436016044,0.8417284758634773,0.770159130648121,0.8793612606211387,-0.1880315667996876,-0.2984329604174897,-0.13718905389765276,-2.5911157933496907,-4.112470954505418,-1.8904949327343508,-207.4552276500953,-329.2610852286163,-151.36068316528028,0.8273499055827159,0.7503061659103324,0.8681285963755065,-0.20867844820225587,-0.3327892604837104,-0.1519030753912095,-2.8756342994503457,-4.5859082247350536,-2.0932573418582265,-230.2349319015489,-367.16639109167767,-207.4552276500953,-0.284518506100655,-0.47343727022963566,-0.20276240912387575,-22.77970425145356,-37.9053058630613,-16.233979913841136,0.8984062704097806,0.8662502037174659,0.9314077411591228,-0.11308216887653792,-0.15440088291876194,-0.07364364263873871,-0.3341548460330874,-0.4562505633883031,-0.21761503437496543,-38.855214655010165,-53.05239109166315,-25.304073764530862,0.888832757326979,0.8539013196450332,0.9248127902534076,-0.1250710459944552,-0.1710955083377784,-0.0812999241997835,-0.3695816637820566,-0.5055827440662504,-0.24023914577673836,-42.974612067680994,-58.788691170494225,-27.93478439264399,-0.03542681774896916,-0.04933218067794726,-0.02262411140177289,-4.119397412670833,-5.736300078831076,-2.6307106281131274,0.8662502037174659,0.8349263528478352,0.9314077411591228,-0.15440088291876194,-0.19771042869723543,-0.07364364263873871,-0.5047873995369281,-0.6463805858928892,-0.24076535157894827,-106.49523196981606,-136.3672122136897,-50.79437797024225,0.8539013196450332,-0.1710955083377784,-0.5593676350394828,0.8199983638557312,-0.2195146284169146,-0.7176657046526809,0.9248127902534076,-0.0812999241997835,-0.26579626064023776,-118.0100495863888,-151.40626680436304,-56.075160472624,-0.05458023550255475,-0.07128511875979171,-0.02503090906128949,-11.514817616572731,-15.039054590673356,-5.280782502381749,0.9729
48061013307,48061013307,Census Tract 133.07; Cameron County; Texas,1167,561,176,Brownsville city,Texas,160824,0.7546112363006702,0.2170099911650287,48061,1167,561,176,0.011033,0.006897320142,0.003436016044,0.7655005365182892,0.6669479012117484,0.8192308270873596,-0.3063348127073562,-0.4993674890994392,-0.2206571907887493,-3.944217250696504,-6.429611598942209,-2.8410740872296403,-337.9791988600261,-550.9521507234113,-243.4510785972271,0.7453153218721859,0.6404734056316093,0.8030580034946764,-0.3417139976246054,-0.5613450788231246,-0.24524006441413815,-4.399742335269581,-7.227604737183008,-3.1575911470049447,-377.0130535792272,-619.3320254655533,-337.9791988600261,-0.4555250845730767,-0.7979931382407983,-0.3165170597753044,-39.03385471920109,-68.37987474214209,-27.12228447089155,0.8469125563612546,0.8003646821390239,0.8956481255914713,-0.18075944498506785,-0.24943044379149568,-0.11650990096095652,-0.34843281007408117,-0.4808033707753164,-0.22458506772153733,-62.10923530732285,-85.70470067296193,-40.03298889866976,0.8329567059688641,0.7827385218498657,0.8858315894022085,-0.2005425886293063,-0.2775658436187282,-0.12888274923096443,-0.3865668966919651,-0.5350373081785337,-0.248435031919509,-68.90675520355884,-95.37206919403452,-44.28431941524224,-0.03813408661788392,-0.05423393740321725,-0.02384996419797166,-6.797519896235993,-9.667368521072593,-4.25133051657249,0.8003646821390239,0.7559275628156219,0.8956481255914713,-0.24943044379149568,-0.3228780761416815,-0.11650990096095652,-0.3027906858224304,-0.3919508486048724,-0.14143467124871575,-172.04016239910817,-222.69934579822296,-80.36060866404304,0.7827385218498657,-0.2775658436187282,-0.33694504517039103,0.7350691547116708,-0.36041621878726193,-0.43751946398069547,0.8858315894022085,-0.12888274923096443,-0.15645442247196362,-191.4460483922676,-248.5906045344861,-88.89455822270659,-0.03415435934796063,-0.04556861537582307,-0.01501975122324786,-19.405885993159448,-25.89125873626311,-8.533949558663558,0.9373
48061014404,48061014404,Census Tract 144.04; Cameron County; Texas,2800,2161,777,Brownsville city,Texas,7457,0.5852292836186025,0.22184013465060515,48061,2800,2161,777,0.011033,0.006897320142,0.003436016044,0.8203040034051486,0.7406422393297455,0.8626062111688649,-0.21906024577341895,-0.3501795426965709,-0.15927753249650398,-6.767296736530767,-10.817886504799548,-4.9204652448949995,-241.6891691618131,-386.3530894571267,-175.73090160339285,0.8042152685193172,0.718735877314662,0.8499509018450322,-0.2434481651177206,-0.391331686037708,-0.1765385480846582,-7.520698096082672,-12.089174977751291,-5.453699442850494,-268.59636057438115,-431.75624920540326,-241.6891691618131,-0.7534013595519049,-1.2712884729517435,-0.5332341979554949,-26.907191412568032,-45.40315974827656,-19.04407849841053,0.8841185120767435,0.8478369878529276,0.9215564822001556,-0.13107008431602402,-0.17947201446402072,-0.08512068366397413,-0.9732256101249076,-1.332621106399478,-0.6320407110853795,-45.03589125982913,-61.66687211473752,-29.247603474566382,0.8732961238473317,0.8339568786038754,0.9140588420503336,-0.14508695583632122,-0.1991027661695134,-0.09402147213727607,-1.077304114450062,-1.4783839660595366,-0.698131118654172,-49.85211080287191,-68.41202989632284,-32.305928674417956,-0.10407850432515464,-0.14576285966005864,-0.06609040756879248,-4.816219543042787,-6.745157781585314,-3.0583251998515726,0.8478369878529276,0.8126876772360737,0.9215564822001556,-0.17947201446402072,-0.23048500427737487,-0.08512068366397413,-0.9618296056037802,-1.2352193261091151,-0.4561802788125354,-123.78759402880053,-158.97288624312935,-58.710460593633904,0.8339568786038754,-0.1991027661695134,-1.067035078596256,0.7960054515401562,-0.25627280323915325,-1.3734217560471225,0.9140588420503336,-0.09402147213727607,-0.5038815423906235,-137.32755194289007,-176.75955676282143,-64.84961935529262,-0.10520547299247572,-0.13820242993800735,-0.04770126357808813,-13.53995791408954,-17.786670519692066,-6.139158761658703,0.8461
48061013306,48061013306,Census Tract 133.06; Cameron County; Texas,1578,1005,268,Brownsville city,Texas,39143,0.6107947205879074,0.19408585944334056,48061,1578,1005,268,0.011033,0.006897320142,0.003436016044,0.8117875647230013,0.7290184085314758,0.8559151566936453,-0.23184936978089912,-0.3717074744578612,-0.1683401002769326,-4.036514684738817,-6.471454636664474,-2.9308136029888168,-255.799409679266,-410.1048565693583,-185.72963263553973,0.7950357059967108,0.7063376308861103,0.842701542195114,-0.257805143161881,-0.41575353807142645,-0.1866597483554458,-4.488406620028942,-7.238299863585351,-3.2497600316896893,-284.4364144505033,-458.70087855420473,-255.799409679266,-0.4518919352901252,-0.7668452269208776,-0.31894642870087253,-28.637004771237336,-48.596021984846494,-20.21206772502361,0.878399872710653,0.8404953762205065,0.9175985420927804,-0.13843368045364274,-0.18977454045820588,-0.08980120840131821,-0.478038648804029,-0.6553287075859081,-0.3101011848017045,-47.56603470686856,-65.206836575712245,-30.855839283751692,0.8670846352524167,0.8260167641295107,0.909741457756552,-0.15328995503292514,-0.21062918263388963,-0.0992133990090195,-0.5293402786015552,-0.7273438771189742,-0.3426033249286385,-52.67067448771693,-72.37252508646509,-34.089883077476465,-0.05130162979752617,-0.07201516953306608,-0.03250214012693397,-5.104639780848375,-7.165688510752844,-3.2340437937247737,0.8404953762205065,0.803855140302636,0.9175985420927804,-0.18977454045820588,-0.2440052316186212,-0.08980120840131821,-0.3507947837714355,-0.45103922927745965,-0.16599589917327026,-130.89357603411773,-168.2982198796491,-61.93876834823518,0.8260167641295107,-0.21062918263388963,-0.3893442102381579,0.7864942874475008,-0.27146505188920506,-0.5017982072255232,0.909741457756552,-0.0992133990090195,-0.18339416219143972,-145.27769038737236,-187.23813702444895,-68.43065753411929,-0.03854942646672238,-0.0507589779480635,-0.01739826301816946,-14.38411435325462,-18.939917144799814,-6.491889185884129,0.836
48061014300,48061014300,Census Tract 143; Cameron County; Texas,2899,1789,541,Brownsville city,Texas,119222,0.607258440123163,0.23962942297179135,48061,2899,1789,541,0.011033,0.006897320142,0.003436016044,0.8129602914511761,0.7306153112720707,0.8568375792905071,-0.23007237932242464,-0.3687093393360522,-0.1670823317857238,-7.358788438525438,-11.79304543845363,-5.344072743749891,-253.8388561064311,-406.7970140894664,-184.34193665918903,0.7962991764869272,0.7080397601280354,0.8437005964738916,-0.2558094112463483,-0.4123500632495119,-0.18525458459948485,-8.181978834180505,-13.188879460464577,-5.925306198637851,-282.23452342809605,-454.9458247831865,-253.8388561064311,-0.8231903956550672,-1.3958340220109449,-0.5812334548879603,-28.395667321664963,-48.14881069372007,-20.04944652942257,0.8791886806003311,0.8415070867157245,0.9181450003952278,-0.1374122780074649,-0.18834412185742783,-0.0891525843625316,-0.8446777666665892,-1.157757476421936,-0.5480238516081287,-47.215079187623765,-64.7153424495213,-30.632971023372203,0.8679411851186707,0.8271105406622777,0.910337432581303,-0.15215180146483467,-0.2090282384737686,-0.09849377188022994,-0.9352820993814908,-1.284903417689374,-0.605444436761623,-52.279603095667454,-71.82243810449268,-33.842618041454614,-0.09060433271490163,-0.12714594126743806,-0.05742058515349424,-5.064523908043692,-7.107095654971384,-3.2096470180824057,0.8415070867157245,0.8050711362153672,0.9181450003952278,-0.18834412185742783,-0.24212626066932644,-0.0891525843625316,-0.7027967105751658,-0.903482083030333,-0.3326684284667585,-129.90697053145394,-167.00223346216876,-61.49139158350434,0.8271105406622777,-0.2090282384737686,-0.7799784615942997,0.7878030938519504,-0.26935271999316013,-1.0050762600330183,0.910337432581303,-0.09849377188022994,-0.3675246044682251,-144.17346794719032,-185.7811940911309,-67.93430766510632,-0.07718175101913394,-0.10159417700268536,-0.03485617600146668,-14.2664974157364,-18.77896062896217,-6.4429160816019735,0.9833
48061012800,48061012800,Census Tract 128; Cameron County; Texas,2490,1684,406,Brownsville city,Texas,28308,0.6136926284925274,0.28568970549738565,48061,2490,1684,406,0.011033,0.006897320142,0.003436016044,0.8108278009844094,0.7277123825607087,0.8551599910240164,-0.23330748993302952,-0.37416927891367296,-0.1693718257358416,-6.4094630257134755,-10.27924203909384,-4.653011589825415,-257.40815364311146,-412.8209654254554,-186.86793533435403,0.7940018130339053,0.7049458225815857,0.8418837201162805,-0.2594429679939512,-0.41854872809643007,-0.18781249251604548,-7.127461322034387,-11.498441811548902,-5.159616722524529,-286.2434265877264,-461.7848117087912,-257.40815364311146,-0.7179982963209115,-1.2191997724550632,-0.5066051326991134,-28.83527294461492,-48.96384628333587,-20.345587658598937,0.877753988778718,0.8396672074842383,0.9171509734177568,-0.1392713821686776,-0.1909480221290783,-0.09033303020276671,-0.8058591768651477,-1.1048731874477968,-0.5226895879784557,-47.85387036016317,-65.610046760558,-31.038574107984303,0.8663833407708756,0.8251215155376599,0.9092533597360468,-0.15422348623443893,-0.21194270318885944,-0.0998034698384799,-0.8923758042383366,-1.2263536821045562,-0.5774879289624177,-52.99143730631453,-72.8238528565651,-34.2926323611887,-0.08651662737318888,-0.12148049465675936,-0.05479834098396208,-5.137566946151359,-7.2138060960070884,-3.254058253204399,0.8396672074842383,0.8028600264574508,0.9171509734177568,-0.1909480221290783,-0.24554712782552143,-0.09033303020276671,-0.5347140334770171,-0.6876085631278543,-0.25296066645440757,-131.70296391059534,-169.36171505612177,-62.30558287054374,0.8251215155376599,-0.21194270318885944,-0.5935056903157058,0.7854233691445448,-0.27319868402841696,-0.7650415471635401,0.9092533597360468,-0.0998034698384799,-0.2794808519999254,-146.18366756544478,-188.4338786117094,-68.83764827584369,-0.0587916568386887,-0.07743298403568577,-0.02652018554551782,-14.480703654849435,-19.072163555587625,-6.532065405299957,0.9153
48061012700,48061012700,Census Tract 127; Cameron County; Texas,3011,1709,698,Brownsville city,Texas,469947,0.6584896327472359,0.24636653009789256,48061,3011,1709,698,0.011033,0.006897320142,0.003436016044,0.7961349221791193,0.7078184002679577,0.8435707397002475,-0.25606850314124757,-0.41279175509061583,-0.1854370391691605,-8.506688627218884,-13.713091947517356,-6.160285754844729,-282.5203795157384,-455.4331433914765,-204.59268531533473,0.7781894557943387,0.6837762830081978,0.8293419967357375,-0.2850341167617693,-0.4624666354331728,-0.20577518555187935,-9.468936826210362,-15.363309504478664,-6.835926360425787,-314.4781410232601,-510.23943887341954,-282.5203795157384,-0.9622481989914782,-1.650217556961307,-0.6756406055810578,-31.957761507521692,-54.80629548194311,-22.439076904053728,0.8678298605878123,0.826968363357546,0.9102599858077446,-0.15229959859028602,-0.20923610177774415,-0.09858723396769124,-0.8943263040049292,-1.2286660720012192,-0.5789191658579862,-52.330386425098254,-71.8938602692346,-33.874731764656886,0.8556143275039424,0.811405196930765,0.9017413752122752,-0.1687508820910813,-0.23242986831069967,-0.108965416791033,-0.99093073176172,-1.3648633810642146,-0.6398614268527482,-57.98307383041077,-79.86327566203714,-37.44069203351364,-0.0966044277567908,-0.13619730906299532,-0.06094226099476196,-5.65268740531251,-7.969415392802534,-3.5659602688567564,0.826968363357546,0.7876329402287062,0.9102599858077446,-0.20923610177774415,-0.2696269403227707,-0.09858723396769124,-1.0073315286991873,-1.2980729217672264,-0.4746314247834174,-144.31683792251968,-185.9703326314078,-67.99877145894231,0.811405196930765,-0.23242986831069967,-1.1189939621866536,0.7690529774515998,-0.3003005375698383,-1.4457457246108436,0.9017413752122752,-0.108965416791033,-0.5245954160819234,-160.3143212301796,-207.12689464338737,-75.15693640142169,-0.1116624334874663,-0.14767280284361717,-0.04996399129850598,-15.997483307659929,-21.15656201197954,-7.158164942479368,0.875
48061013903,48061013903,Census Tract 139.03; Cameron County; Texas,2206,1428,695,Brownsville city,Texas,47422,0.6511552193145557,0.21300503408662388,48061,2206,1428,695,0.011033,0.006897320142,0.003436016044,0.7985221649910802,0.7110379201447264,0.8454573868843798,-0.25231339071366965,-0.4063947528937099,-0.182791723761655,-6.1410046492750805,-9.89115979893992,-4.448930840706721,-278.3773639743917,-448.37533086763017,-201.67410882623395,0.7807566161422517,0.6871982404551578,0.8313825317781167,-0.2808088709398817,-0.45518416830878616,-0.20281574579303852,-6.83455038641385,-11.078635525265549,-4.936291468076114,-309.8164273079715,-502.20469289508367,-278.3773639743917,-0.6935457371387699,-1.1874757263256264,-0.4873606273693927,-31.439063333579774,-53.8293620274536,-22.092503507225416,0.8694469783557084,0.8290342627181175,0.9113846615400916,-0.15015639239001383,-0.20622276420921948,-0.0972315447027198,-0.7367619963598607,-1.0118589893861754,-0.47707930274630833,-51.593977336124695,-70.85847264609072,-33.40891475814484,0.8573682816358074,0.8136351973196926,0.9029670164749548,-0.16635991955762564,-0.2290520411287974,-0.10746016383172775,-0.8162667236249709,-1.12387382519172,-0.5272673615398263,-57.1615352678551,-78.70264882294958,-36.923484701668514,-0.07950472726511015,-0.1120148358055446,-0.05018805879351801,-5.567557931730403,-7.844176176858867,-3.51456994352367,0.8290342627181175,0.7901060850633695,0.9113846615400916,-0.20622276420921948,-0.2656528267590752,-0.0972315447027198,-0.9885571755968204,-1.273443351985301,-0.4660927787425106,-142.2384425319166,-183.22925927846055,-67.06370917158425,0.8136351973196926,-0.2290520411287974,-1.097992453506487,0.7717096788053073,-0.2958241000010673,-1.4180734987813366,0.9029670164749548,-0.10746016383172775,-0.5151250709591411,-157.98452568438665,-204.03935234263835,-74.11871524591957,-0.1094352779096669,-0.1446301467960356,-0.04903229221663047,-15.746083152470058,-20.81009306417778,-7.05500607433532,0.9737
48061014501,48061014501,Census Tract 145.01; Cameron County; Texas,2763,1618,521,Brownsville city,Texas,34557,0.6126953085939053,0.2095755739153664,48061,2763,1618,521,0.011033,0.006897320142,0.003436016044,0.8111579771689179,0.7281615893402787,0.8554198073416689,-0.23280548074022955,-0.3733215465347594,-0.16901665289658574,-7.0968839470662095,-11.380400849122434,-5.152333900880388,-256.85428690069523,-411.8856622918,-186.47607314080304,0.7943574772186283,0.7054245059796199,0.8421650853557192,-0.2588790672700793,-0.41758613646587794,-0.18741564734616545,-7.891715826014139,-12.729770531944247,-5.713212141101382,-285.6212749190785,-460.72278436280305,-256.85428690069523,-0.794831878947929,-1.3493696828218145,-0.560878240220994,-28.76698801838324,-48.83712207100306,-20.29961057622128,0.8779762172098904,0.8399521310197505,0.9173049802904988,-0.13898301616630057,-0.19054403586778465,-0.09014997354894212,-0.7726724591465088,-1.059324605486295,-0.5011864303671913,-47.75478733909202,-65.47123643302194,-30.97567554803408,0.8666246284154702,0.8254295072970815,0.909421309932658,-0.1539021246469678,-0.21149049211308185,-0.0996003602269331,-0.8556148542391387,-1.1757758835193797,-0.5537256090077771,-52.881016949266915,-72.66847240540046,-34.22284357279216,-0.0829423950926299,-0.11645127803308464,-0.05253917864058577,-5.126229610174901,-7.1972359723785315,-3.247168024758082,0.8399521310197505,0.80320235746599,0.9173049802904988,-0.19054403586778465,-0.24501626608129445,-0.09014997354894212,-0.6847207158115263,-0.8804668817504347,-0.3239542719755004,-131.42432165288412,-168.99556271601435,-62.179322835988565,0.8254295072970815,-0.21149049211308185,-0.7599918857994798,0.785791762820204,-0.27260178499581533,-0.9795955486287278,0.909421309932658,-0.0996003602269331,-0.35791427235745793,-145.87176310930516,-188.02217823967905,-68.69755707436812,-0.07527116998795358,-0.09912866687829304,-0.03396000038195751,-14.447441456421032,-19.026615523664688,-6.51823423837956,0.9705
48061012615,48061012615,Census Tract 126.15; Cameron County; Texas,2025,1274,448,Brownsville city,Texas,0,NA,NA,48061,2025,1274,448,0.011033,0.006897320142,0.003436016044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9815
48061012614,48061012614,Census Tract 126.14; Cameron County; Texas,2121,1299,480,Brownsville city,Texas,0,NA,NA,48061,2121,1299,480,0.011033,0.006897320142,0.003436016044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9005
48061012509,48061012509,Census Tract 125.09; Cameron County; Texas,2429,1238,392,Brownsville city,Texas,0,NA,NA,48061,2429,1238,392,0.011033,0.006897320142,0.003436016044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9804
