geoid,GEOID,NAME,over20,over35,over55,city,state,totalCells,meanNDVI,standardDevNDVI,countyGEOID,popOver20_2023,popOver35_2023,popOver55_2023,mortalityRate,DementiaRate,StrokeRate,rr_Mortality,rr_Mortality_low,rr_Mortality_high,paf_Mortality,paf_Mortality_low,paf_Mortality_high,ls_Mortality,ls_Mortality_low,ls_Mortality_high,ls_Mortality_Rate,ls_Mortality_low_Rate,ls_Mortality_high_Rate,rr_Mortality10,rr_Mortality_low10,rr_Mortality_high10,paf_Mortality10,paf_Mortality_low10,paf_Mortality_high10,ls_Mortality10,ls_Mortality_low10,ls_Mortality_high10,ls_Mortality10_Rate,ls_Mortality_low10_Rate,ls_Mortality_high10_Rate,ls_Mortality_Change,ls_Mortality_Change_low,ls_Mortality_Change_high,ls_Mortality_Change_Rate,ls_Mortality_Change_low_Rate,ls_Mortality_Change_high_Rate,rr_Stroke,rr_Stroke_low,rr_Stroke_high,paf_Stroke,paf_Stroke_low,paf_Stroke_high,ls_Stroke,ls_Stroke_low,ls_Stroke_high,ls_Stroke_Rate,ls_Stroke_low_Rate,ls_Stroke_high_Rate,rr_Stroke10,rr_Stroke_low10,rr_Stroke_high10,paf_Stroke10,paf_Stroke_low10,paf_Stroke_high10,ls_Stroke10,ls_Stroke_low10,ls_Stroke_high10,ls_Stroke10_Rate,ls_Stroke_low10_Rate,ls_Stroke_high10_Rate,ls_Stroke_Change,ls_Stroke_Change_low,ls_Stroke_Change_high,ls_Stroke_Change_Rate,ls_Stroke_Change_low_Rate,ls_Stroke_Change_high_Rate,rr_Dementia,rr_Dementia_low,rr_Dementia_high,paf_Dementia,paf_Dementia_low,paf_Dementia_high,ls_Dementia,ls_Dementia_low,ls_Dementia_high,ls_Dementia_Rate,ls_Dementia_low_Rate,ls_Dementia_high_Rate,rr_Dementia10,paf_Dementia10,ls_Dementia10,rr_Dementia_low10,paf_Dementia_low10,ls_Dementia_low10,rr_Dementia_high10,paf_Dementia_high10,ls_Dementia_high10,ls_Dementia_10_Rate,ls_Dementia_low10_Rate,ls_Dementia_high10_Rate,ls_Dementia_Change,ls_Dementia_Change_low,ls_Dementia_Change_high,ls_Dementia_Change_Rate,ls_Dementia_Change_low_Rate,ls_Dementia_Change_high_Rate,RPL_THEMES
48061013206,48061013206,Census Tract 132.06; Cameron County; Texas,1663,945,470,Brownsville city,Texas,57032,0.678234938737086,0.2120590260373771,48061,1663,945,470,0.011033,0.006897320142,0.003436016044,0.7897435274680957,0.6992232500858079,0.8385125088194214,-0.2662338660830598,-0.4301583934419817,-0.1925880526313721,-4.884826760594185,-7.892494153707873,-3.533582286526047,-293.73582444943986,-474.5937554845383,-212.48239846819288,0.7713201601451259,0.6746483255507809,0.8238734362013361,-0.2964784944968213,-0.482253734467662,-0.21377866558088965,-5.439751543129843,-8.848333167310791,-3.922385088859628,-327.1047229783429,-532.0705452381715,-293.73582444943986,-0.5549247825356574,-0.955839013602918,-0.388802802333581,-33.368898528903024,-57.47678975363308,-23.379603267202707,0.863491277208462,0.8214322117957348,0.907239088256912,-0.15808928983376683,-0.2173859091962047,-0.10224527684461944,-0.5133214827594526,-0.7058596907921139,-0.33199400901996073,-54.3197336253389,-74.69414717376867,-35.13164116613341,0.8509102403871716,0.8054320409069182,0.8984500326607908,-0.17521208764039709,-0.24156967839769303,-0.11302795219280636,-0.5689198093022059,-0.7843852397288817,-0.3670057350114255,-60.20315442351384,-83.003729071839345,-38.83658571549476,-0.05559832654275332,-0.07852554893676789,-0.03501172599146479,-5.883420798174955,-8.309581898070675,-3.704944549361354,0.8214322117957348,0.7810132807529335,0.907239088256912,-0.2173859091962047,-0.2803879583660255,-0.10224527684461944,-0.7047086987404039,-0.908944991021755,-0.3314526514802371,-149.93802100859656,-193.39255128122448,-70.52184074047598,0.8054320409069182,-0.24156967839769303,-0.783106201999169,0.7619461181156851,-0.3124287613316136,-1.012812958582145,0.8984500326607908,-0.11302795219280636,-0.3664072864961745,-166.61834085088702,-215.49211884726492,-77.95899712684563,-0.07839750325876516,-0.10386796756039007,-0.03495463501593737,-16.68031984229046,-22.09956756604044,-7.437156386369653,0.9467
48061013500,48061013500,Census Tract 135; Cameron County; Texas,1246,964,489,Brownsville city,Texas,46437,0.5870158227444681,0.23717513854607333,48061,1246,964,489,0.011033,0.006897320142,0.003436016044,0.8197059730524038,0.7398239647958887,0.8621369381840849,-0.2199496317883608,-0.35167289461337153,-0.15990854319070874,-3.0236735422511467,-4.834488779651583,-2.19828161245077,-242.67042875209845,-388.0007046269328,-176.42709570230892,0.8035703608217446,0.7178624463813708,0.8494422885816323,-0.24444609800862135,-0.3930245342138168,-0.17724301396597936,-3.3604293539640824,-5.402954648732376,-2.436580627665966,-269.69737993291193,-433.623968598104,-242.67042875209845,-0.33675581171293567,-0.5684658690807929,-0.2382990152151967,-27.026951180813455,-45.62326397117118,-19.125121606356075,0.8837176805223613,0.8473218708320457,0.921279343289522,-0.1315831085431093,-0.1801890573390119,-0.08544710926590177,-0.4358452918788704,-0.5968437222591579,-0.2830281233704214,-45.212167207351705,-61.913249197008085,-29.35976383510595,0.8728606161952147,0.8333995432077973,0.9137564740306204,-0.1456582889018224,-0.19990466535528573,-0.0943834910290217,-0.4824667857743519,-0.662148114483689,-0.3126282746437285,-50.04842176082489,-68.68756374312127,-32.430318946444864,-0.04662149389548148,-0.0653043922245311,-0.02960015127330711,-4.836254553473182,-6.774314546113184,-3.070555111338913,0.8473218708320457,0.8120673087321637,0.921279343289522,-0.1801890573390119,-0.2314250176641704,-0.08544710926590177,-0.6077397695161039,-0.7805478810562184,-0.28819511716172036,-124.28216145523596,-159.6212435697788,-58.935606781537906,0.8333995432077973,-0.19990466535528573,-0.6742363661942083,0.7953370795935742,-0.2573285285667942,-0.8679149719223415,0.9137564740306204,-0.0943834910290217,-0.31833565218215965,-137.8806474834782,-177.48772431949723,-65.09931537467477,-0.06649659667810448,-0.08736709086612304,-0.03014053502043928,-13.598486028242226,-17.866480749718413,-6.163708593136867,0.7982
48061013106,48061013106,Census Tract 131.06; Cameron County; Texas,2504,1637,664,Brownsville city,Texas,87576,0.5587410474676072,0.2458874873703246,48061,2504,1637,664,0.011033,0.006897320142,0.003436016044,0.8292221010957354,0.7528811679364518,0.869593961265908,-0.20594952628324603,-0.3282308584512327,-0.1499619874823577,-5.689691773201566,-9.067913137476294,-4.142944642163703,-227.22411234830537,-362.13710612924496,-165.45306078928525,0.813837983885876,0.7318112432725808,0.8575277180462676,-0.228745794372052,-0.366472583187036,-0.16614306331500456,-6.319475882664351,-10.12440319379763,-4.589973269556331,-252.37523493068497,-404.32920103025674,-227.22411234830537,-0.6297841094627854,-1.0564900563213353,-0.44702862739262805,-25.151122582379607,-42.19209490101179,-17.852580966159266,0.8900828421193571,0.8555112481312528,0.925675294882082,-0.1234909299216706,-0.16889170327609732,-0.08029241520093264,-0.6946066286094194,-0.9499750037279932,-0.4516254259402132,-42.431681649933985,-58.03146021551577,-27.588602684191397,0.8797787588555372,0.8422641121919137,0.9185536778746012,-0.13664940183467592,-0.18727604028811512,-0.08866800502487081,-0.7686198522440763,-1.0533824552650162,-0.49873609401851826,-46.95295371069495,-64.3483479086754,-30.466468785492868,-0.0740132236346569,-0.10340745153702302,-0.04711066807830505,-4.521272060760959,-6.3168876931596225,-2.877866101301469,0.8555112481312528,0.8219414104467211,0.925675294882082,-0.16889170327609732,-0.2166317298169768,-0.08029241520093264,-0.7734936974904145,-0.9921344532593896,-0.3677248550965059,-116.49001468229132,-149.41783934629362,-55.380249261521975,0.8422641121919137,-0.18727604028811512,-0.857690662382698,0.805981266239561,-0.2407236270709684,-1.102471019976853,0.9185536778746012,-0.08866800502487081,-0.4060835536939751,-129.17028047932197,-166.03479216518872,-61.157161700899856,-0.08419696489228345,-0.1103365667174635,-0.03835869859746921,-12.68026579703064,-16.616952818895104,-5.7769124393778934,0.9945
48061013402,48061013402,Census Tract 134.02; Cameron County; Texas,1322,755,324,Brownsville city,Texas,45935,0.5183615233005877,0.23409931425410427,48061,1322,755,324,0.011033,0.006897320142,0.003436016044,0.843004048823788,0.7719288614814432,0.8803553867824985,-0.18623392306983885,-0.29545616169973904,-0.13590490274021694,-2.7163383504094414,-4.309413073947918,-1.9822580829351792,-205.4718873229532,-325.9767832033221,-149.94387919328133,0.8287291717469293,0.7522029059408969,0.869208227659903,-0.20666682686219237,-0.3294285253380467,-0.15047231282222992,-3.0143650432186915,-4.804921264312272,-2.19473287818005,-228.01551007705683,-363.4584920054669,-205.4718873229532,-0.2980266928092501,-0.4955081903643537,-0.2124747952448709,-22.543622754103637,-37.48170880214475,-16.07222354348494,0.8992525713111611,0.8673440104001237,0.9319895951124704,-0.11203462953899976,-0.15294506909510958,-0.07297335211056986,-0.2906393523575977,-0.3967688920024212,-0.1893068945204664,-38.495278457959955,-52.55217112614851,-25.073760863637933,0.8897538115859879,0.8550874297347412,0.9254483175686016,-0.12390639632944991,-0.1694710566733656,-0.08055736988886165,-0.3214369961353706,-0.4396404786411046,-0.20898129362743123,-42.574436574221274,-58.230526972331745,-27.679641540057116,-0.03079764377777288,-0.04287158663868346,-0.01967439910696483,-4.0791581162613095,-5.678355846183239,-2.605880676419184,0.8673440104001237,0.8362512497046601,0.9319895951124704,-0.15294506909510958,-0.1958128616886028,-0.07297335211056986,-0.34179119824332704,-0.43758921437593706,-0.1630758651146433,-105.49111056892812,-135.058399498746,-50.332057134149174,0.8550874297347412,-0.1694710566733656,-0.3787223469880699,0.8214298067002016,-0.21738947362665087,-0.48580715361365606,0.9254483175686016,-0.08055736988886165,-0.18002411025440068,-116.8896132679228,-149.9404795103877,-55.562996992098974,-0.03693114874474285,-0.048217939237719,-0.01694824513975737,-11.398502698994706,-14.882080011641667,-5.2309398579498065,0.9132
48061013309,48061013309,Census Tract 133.09; Cameron County; Texas,1894,1045,480,Brownsville city,Texas,44487,0.7662530811558169,0.20497088310205433,48061,1894,1045,480,0.011033,0.006897320142,0.003436016044,0.7618711772759824,0.6621608453508366,0.8163309678766933,-0.31255785732101155,-0.5102070849117695,-0.22499334136623103,-6.531365890624232,-10.66154337027296,-4.701573807846129,-344.845083982272,-562.9114767831552,-248.2351535293627,0.7414292208973087,0.6354184872461918,0.7999316846093919,-0.34874641006158097,-0.5737659826893764,-0.25010675191382353,-7.287580055344646,-11.98970200480052,-5.226356241580717,-384.7719142209423,-633.036008701189,-344.845083982272,-0.7562141647204141,-1.3281586345275596,-0.5247824337345879,-39.92683023867023,-70.12453191803377,-27.70762585715881,0.84441361412259,0.7972012173862741,0.8938943984573613,-0.18425376293710768,-0.25438845073346417,-0.11870037638198706,-0.6615883354721419,-0.9134165240442684,-0.4262099355728268,-63.30988856192745,-87.40827981284865,-40.78563976773462,0.8302535654274245,0.7793360186825239,0.8839238198941745,-0.20445131661095373,-0.28314356840648913,-0.1313192126893045,-0.7341104142763079,-1.016665706771113,-0.4715195931617639,-70.24980040921606,-97.2885843800108,-45.12149216858985,-0.07252207880416595,-0.10324918272684458,-0.04530965758893718,-6.939911847288608,-9.88030456716216,-4.335852400855233,0.7972012173862741,0.7521752312464153,0.8938943984573613,-0.25438845073346417,-0.32947743884482744,-0.11870037638198706,-0.8422073208653266,-1.0908054601339208,-0.392982958503581,-175.4598585136097,-227.25113752790017,-81.87144968824605,0.7793360186825239,-0.28314356840648913,-0.9374072819749596,0.731056480074629,-0.3678833677774339,-1.2179564939894825,0.8839238198941745,-0.1313192126893045,-0.4347603123424904,-195.2931837447832,-253.74093624780883,-90.57506507135216,-0.09519996110963291,-0.1271510338555617,-0.041777353838909403,-19.83332523117352,-26.48979871990869,-8.703615383106126,0.8612
48061013002,48061013002,Census Tract 130.02; Cameron County; Texas,2819,1599,619,Brownsville city,Texas,33024,0.5430504770772604,0.23761873851514856,48061,2819,1599,619,0.011033,0.006897320142,0.003436016044,0.8345504841086309,0.7602261901473446,0.8737598920935646,-0.1982498591059868,-0.3153979867573139,-0.1444791744834601,-6.165972470660598,-9.80951669987162,-4.4935951857222856,-218.7290695516353,-347.9785987893444,-159.40387320760146,0.8195923097255944,0.7396684760522333,0.8620477370164015,-0.2201188177751539,-0.35195703531562,-0.1600285657741641,-6.846141413650916,-10.946577215226366,-4.9772127734793274,-242.8570916513273,-388.3141970637235,-218.7290695516353,-0.6801689429903188,-1.1370605153547473,-0.4836175877570419,-24.128022099692046,-40.33559827437912,-17.155643411033765,0.8936348312689146,0.8600898934795581,0.9281237913008884,-0.11902531661624292,-0.16266916700349202,-0.0774424805966537,-0.6539476631594091,-0.8937352544332943,-0.42548367570180007,-40.89728975355904,-55.8933867688114,-26.609360581726083,0.8836414848458495,0.8472239591632816,0.9212266560558668,-0.13168068402135868,-0.18032544899650851,-0.08550918867392841,-0.7234786518286703,-0.9907422162937176,-0.46980369976467273,-45.24569429822829,-61.9601135893507,-29.381094419304112,-0.06953098866926122,-0.09700696186042336,-0.04432002406287266,-4.348404544669244,-6.066726820539296,-2.771733837578028,0.8600898934795581,0.8274725692326647,0.9281237913008884,-0.16266916700349202,-0.2084992749999244,-0.0774424805966537,-0.6945064383523838,-0.8901753881615635,-0.3306361148034954,-112.19813220555474,-143.80862490493757,-53.414558126574384,0.8472239591632816,-0.18032544899650851,-0.7698888955653845,0.8119494021636635,-0.2316038380411682,-0.9888189607761444,0.9212266560558668,-0.08550918867392841,-0.3650764503580274,-124.37623514788118,-159.74458170858554,-58.978424936676475,-0.07538245721300074,-0.098643572614581,-0.03444033555453196,-12.178102942326452,-15.93595680364798,-5.563866810102095,0.9117
48061014403,48061014403,Census Tract 144.03; Cameron County; Texas,2582,1529,461,Brownsville city,Texas,85268,0.6748558003850788,0.22664761303259295,48061,2582,1529,461,0.011033,0.006897320142,0.003436016044,0.7908336764234781,0.7006867543169975,0.8393759994674582,-0.2644883871441469,-0.4271712628202336,-0.1913612024104211,-7.534535169183064,-12.168915761240134,-5.451345993473361,-291.81003753613726,-471.2980542695637,-211.1288146194175,0.7724914303530934,0.6762017626492735,0.8248067412866175,-0.294512742416982,-0.47884855561766915,-0.21240522166452988,-8.389845162857503,-13.641057446682996,-6.050831305033125,-324.9359087086562,-528.3136114129743,-291.81003753613726,-0.8553099936744388,-1.4721416854428622,-0.5994853115597634,-33.125871172518934,-57.015557143410625,-23.217866443058227,0.864232224893272,0.8223770127369066,0.907755361471496,-0.1570964044108568,-0.21598729598722172,-0.10161839020038728,-0.8253324362299265,-1.1347256600834617,-0.5338693387947,-53.978576601041624,-74.21358143122706,-34.9162419093983,0.8517134421516285,0.8064511370125814,0.8990124475488356,-0.17410381298405342,-0.24000073172988665,-0.11233165094266244,-0.9146837234494832,-1.2608842917725185,-0.5901532596237457,-59.822349473478305,-82.46463647956301,-38.59733548879959,-0.08935128721955676,-0.12615863168905683,-0.05628392082904565,-5.843772872436674,-8.25105504833596,-3.681093579401286,0.8223770127369066,0.7821421858220248,0.907755361471496,-0.21598729598722172,-0.27853991016864604,-0.10161839020038728,-0.6867671559602676,-0.8856634880010107,-0.32311239655183016,-148.973352702878,-192.1178932757073,-70.08945695267465,0.8064511370125814,-0.24000073172988665,-0.7631218271664866,0.7631576848003525,-0.3103451880480076,-0.9867936037047944,0.8990124475488356,-0.11233165094266244,-0.35717697232886286,-165.53618810552854,-214.05501164963007,-77.47873586309389,-0.07635467120621897,-0.10113011570378384,-0.0340645757770327,-16.56283540265054,-21.93711837392274,-7.38927891041924,0.675
48061013902,48061013902,Census Tract 139.02; Cameron County; Texas,2398,1430,540,Brownsville city,Texas,64554,0.6386007908703423,0.24100016956212775,48061,2398,1430,540,0.011033,0.006897320142,0.003436016044,0.8026250702560026,0.7165828450388578,0.8486965878942506,-0.24591174267836333,-0.3955120568728846,-0.1782773894274241,-6.506119928214978,-10.464115487301529,-4.716708781251543,-271.31442569703825,-436.3684523478535,-196.693443755277,0.785170534125705,0.6930954497443883,0.8348870058311962,-0.2736086703935084,-0.4428027198400989,-0.1977668750568476,-7.238901256162884,-11.715290894373956,-5.232344714140274,-301.8724460451578,-488.5442407995811,-271.31442569703825,-0.7327813279479063,-1.2511754070724272,-0.5156359328887312,-30.558020348119527,-52.17578845172758,-21.50274949494292,0.872222020335367,0.8325824793179394,0.9133130122979324,-0.1464970806578613,-0.2010822048756189,-0.09491487204803946,-0.7198138369415901,-0.9880180054251958,-0.4663645031349171,-50.33663195395735,-69.09216821155215,-32.61290231712707,0.8603789005693105,0.8174665564758462,0.9050688330036646,-0.1622786185694495,-0.22329163447501493,-0.10488833946616637,-0.7973564699139823,-1.0971441031224027,-0.5153691646450005,-55.75919370027849,-76.72336385471347,-36.039801723426606,-0.07754263297239228,-0.10912609769720694,-0.04900466151008337,-5.422561746321138,-7.631195643161324,-3.4268994062995364,0.8325824793179394,0.7943574413365406,0.9133130122979324,-0.2010822048756189,-0.25887912413517133,-0.09491487204803946,-0.7489413046186434,-0.9642089865100512,-0.3535154597262395,-138.69283418863765,-178.55721972408355,-65.46582587522953,0.8174665564758462,-0.22329163447501493,-0.8316614995224959,0.7762785126538684,-0.28819744936813146,-1.0734066390959127,0.9050688330036646,-0.10488833946616637,-0.3906621664888983,-154.0113888004622,-198.77900723998383,-72.34484564609228,-0.08272019490385252,-0.10919765258586156,-0.0371467067626588,-15.31855461182454,-20.22178751590029,-6.87901977086274,0.8789
48061014101,48061014101,Census Tract 141.01; Cameron County; Texas,2369,1601,573,Brownsville city,Texas,220471,0.7636657878218186,0.17996369161185155,48061,2369,1601,573,0.011033,0.006897320142,0.003436016044,0.7626762790828537,0.6632217464242041,0.8169745466017493,-0.3111722855764398,-0.5077913313180006,-0.2240283423266431,-8.133165105605952,-13.272231905724224,-5.855468436408062,-343.31638267648594,-560.24617584315,-247.1704700889853,0.742291116331066,0.6365384374069554,0.8006254267986478,-0.34718034205059023,-0.5709970384092835,-0.24902353401210883,-9.07431405109682,-14.92425065937924,-6.508772185640008,-383.04407138441616,-629.9810324769625,-343.31638267648594,-0.941148945490866,-1.6520187536550155,-0.653303749231946,-39.72768870793019,-69.7348566338124,-27.577194986574337,0.8449683431132402,0.7979031860636497,0.8942838512310318,-0.1834762901478108,-0.25328488150720174,-0.11821319217991466,-1.0093143901030046,-1.3933357574147758,-0.65029806233317,-63.0427476641477,-87.0290916561384,-40.61824249426421,0.8308535544894603,0.7800909133013781,0.8843474487817438,-0.20358153924547648,-0.28190186931925304,-0.1307772769374486,-1.119914605610586,-1.550759572649086,-0.7194138676180749,-69.95094351096726,-96.86193458145448,-44.93528217477045,-0.11060021550758135,-0.15742381523431037,-0.06911580528490491,-6.908195846819574,-9.832842925316076,-4.31703968050624,0.7979031860636497,0.7530075395266682,0.8942838512310318,-0.25328488150720174,-0.3280079514590098,-0.11821319217991466,-1.0010235022283636,-1.2963413622416036,-0.467197974633824,-174.6986914883706,-226.23758503343868,-81.53542314726423,0.7800909133013781,-0.28190186931925304,-1.1141225438781568,0.7319463628952412,-0.3662203280093676,-1.4473629580640155,0.8843474487817438,-0.1307772769374486,-0.5168533036508581,-194.4367441323136,-252.5938844788858,-90.20127463365762,-0.11309904164979324,-0.15102159582241192,-0.04965532901703412,-19.73805264394297,-26.35629944544711,-8.66585148639339,0.8201
48061013305,48061013305,Census Tract 133.05; Cameron County; Texas,2524,1571,609,Brownsville city,Texas,69645,0.6466124005156769,0.2213477151011861,48061,2524,1571,609,0.011033,0.006897320142,0.003436016044,0.8000043737148878,0.7130393793470593,0.8466280616020615,-0.24999316610784977,-0.4024470863246218,-0.1811562188332325,-6.961632694609795,-11.20706152743095,-5.044710123464925,-275.8174601667906,-444.0198703419552,-199.86965623870543,0.7823509197546488,0.6893263293772479,0.832648923756123,-0.27819879129637587,-0.4506917223130318,-0.20098635988016117,-7.747082975277237,-12.55054399323391,-5.596925851599933,-306.9367264372915,-497.2481772279679,-275.8174601667906,-0.7854502806674422,-1.3434824658029605,-0.5522157281350086,-31.119266270500876,-53.228306886012696,-21.878594617076413,0.8704501061968474,0.8303164353086738,0.9120819645544536,-0.14883092423203825,-0.20436011799314263,-0.0963926915148396,-0.8033865317457765,-1.103132076003907,-0.5203259371084199,-51.13854435046317,-70.21846441781712,-33.12068345693316,0.8584564555821952,0.8150194965853845,0.9037269944552592,-0.16488144913746572,-0.2269645133516585,-0.10652885897557088,-0.8900269635176488,-1.2251501773023676,-0.5750407785534367,-56.65353045943022,-77.98537092949508,-36.60348685890749,-0.0866404317718723,-0.12201810129846068,-0.05471484144501681,-5.514986108967047,-7.7669065116779565,-3.482803401974336,0.8303164353086738,0.7916418045427092,0.9120819645544536,-0.20436011799314263,-0.2631975651887771,-0.0963926915148396,-0.8584081292558599,-1.1055529414304637,-0.40489441291067946,-140.9537158055599,-181.53578677019104,-66.48512527268957,0.8150194965853845,-0.2269645133516585,-0.9533571678609096,0.7733597979339767,-0.29305919789403384,-1.230985773035626,0.9037269944552592,-0.10652885897557088,-0.4474710596323378,-156.54469094596217,-202.13231084328837,-73.47636447164824,-0.09494903860504976,-0.1254328316051625,-0.04257664672165834,-15.59097514040226,-20.59652407309729,-6.991239198958676,0.8956
48061013003,48061013003,Census Tract 130.03; Cameron County; Texas,1119,592,281,Brownsville city,Texas,7602,0.5131215291855853,0.2287764360689143,48061,1119,592,281,0.011033,0.006897320142,0.003436016044,0.8448092235970319,0.7744357231136707,0.8817616093092043,-0.18369919748531652,-0.29126274802953694,-0.13409337562725915,-2.267936882112301,-3.595908624992057,-1.6555070266777203,-202.6753245855497,-321.3501899009881,-147.945221329555,0.8306814484584867,0.7548904229491644,0.8707356080351221,-0.20383090516313007,-0.32469557117078657,-0.1484542388895435,-2.516481475487927,-4.008667818897836,-1.8328051961708651,-224.88663766648145,-358.23662367272885,-202.6753245855497,-0.24854459337562584,-0.41275919390577887,-0.1772981694931446,-22.211313080931713,-36.886433771740734,-15.844340437278335,0.900449418460142,0.8688914805918435,0.9328121440903666,-0.11055655042800666,-0.15089170781010788,-0.07202720969628,-0.22488545597563617,-0.30693206673371776,-0.1465120956876145,-37.98740810399259,-51.84663289420908,-24.748664812097047,0.8910565236408698,0.8567657422591491,0.926346810609931,-0.12226326104878908,-0.1671801878576119,-0.07950930315350668,-0.2486983277207965,-0.3400648141688716,-0.1617315828393636,-42.009852655539945,-57.44338077176885,-27.31952412827088,-0.02381287174516033,-0.03313274743515382,-0.01521948715174909,-4.022444551547354,-5.596747877559767,-2.5708593161738325,0.8688914805918435,0.838126388349569,0.9328121440903666,-0.15089170781010788,-0.19313747174718016,-0.07202720969628,-0.29245030476658146,-0.3743288037099556,-0.13959931750306892,-104.07484155394356,-133.21309740567813,-49.67947242102097,0.8567657422591491,-0.1671801878576119,-0.3240197728520757,0.8234561284371933,-0.21439377942072368,-0.4155266518061755,0.926346810609931,-0.07950930315350668,-0.1541007141908955,-115.30952770536504,-147.87425331180623,-54.84011181170657,-0.03156946808549427,-0.0411978480962199,-0.01450139668782654,-11.234686151421448,-14.66115590612808,-5.160639390685604,0.9939
48061013303,48061013303,Census Tract 133.03; Cameron County; Texas,2356,1501,753,Brownsville city,Texas,66626,0.6021346022180545,0.23628336325153151,48061,2356,1501,753,0.011033,0.006897320142,0.003436016044,0.8146625017404171,0.7329353264259221,0.858175872975241,-0.227502183865876,-0.36437686102045214,-0.16526230984921983,-5.913634436859247,-9.471520302396655,-4.2957868361185385,-251.003159459221,-402.0169907638648,-182.33390645664423,0.7981334253819142,0.7105133133893844,0.8451502621737058,-0.25292334363955593,-0.4074331629757478,-0.18322154622306383,-6.57442565788402,-10.590714965234518,-4.762614700692674,-279.0503250375221,-449.52100871114254,-251.003159459221,-0.6607912210247733,-1.119194662837863,-0.4668278645741353,-28.04716557830107,-47.50401794727772,-19.814425491262107,0.8803328682838921,0.8429751496919226,0.9189373599746188,-0.13593395865064678,-0.18627458990394255,-0.08821345562402663,-0.7010739655349304,-0.9607037617287,-0.4549573760800771,-46.70712628480549,-64.00424794994669,-30.31028488208375,0.8691837709876589,0.8286979210502607,0.9112016536702556,-0.15050468425531444,-0.20671233099346673,-0.09745191525067044,-0.7762219012074202,-1.0661105955650714,-0.5026043628240676,-51.71365097984145,-71.02668857861902,-33.48463443198318,-0.07514793567248979,-0.1054068338363715,-0.04764698674399054,-5.006524695035962,-7.022440628672319,-3.1743495498994365,0.8429751496919226,0.8068362985771041,0.9189373599746188,-0.18627458990394255,-0.23940878932138976,-0.08821345562402663,-0.9674509971081012,-1.2434131357629667,-0.4581526425360796,-128.47954808872527,-165.1279064758256,-60.843644427102205,0.8286979210502607,-0.20671233099346673,-1.0735981264932395,0.7897033333722688,-0.2662983144945098,-1.3830687804427555,0.9112016536702556,-0.09745191525067044,-0.5061342646249993,-142.5761124161009,-183.67447283436329,-67.21570579349262,-0.10614712938513836,-0.13965564467978875,-0.0479816220889197,-14.096564327375615,-18.54656635853768,-6.372061366390398,0.9305
48061013401,48061013401,Census Tract 134.01; Cameron County; Texas,1279,773,328,Brownsville city,Texas,69399,0.514022835664445,0.24363365210654564,48061,1279,773,328,0.011033,0.006897320142,0.003436016044,0.8444984490321941,0.7740039507692125,0.8815195718048565,-0.18413479757838833,-0.2919830693450473,-0.1344047619414305,-2.5983642445317363,-4.120233532023317,-1.8966134175412477,-203.15592216823583,-322.1449204083907,-148.28877384998026,0.8303453194241344,0.7544274731117534,0.8704726996067793,-0.20431822352358833,-0.3255084625634649,-0.1488011059413263,-2.883176746013624,-4.593317295484803,-2.099763207766985,-225.42429601357497,-359.13348674627076,-203.15592216823583,-0.28481250148188764,-0.4730837634614859,-0.20314979022573776,-22.26837384533914,-36.98856633788006,-15.883486335085047,0.900243441098482,0.8686251111330695,0.9326706096731848,-0.11081064781743316,-0.15124463613026315,-0.07218989172437636,-0.29431755757622535,-0.4017118641495828,-0.19173926903681535,-38.07471637467339,-51.96789963125263,-24.804562617958,0.8908323145897125,0.8564768293084725,0.926192202998652,-0.1225457177769382,-0.16757390950950712,-0.07968950371465747,-0.3254863775091081,-0.44508307398035385,-0.2116585414824156,-42.10690524050557,-57.578664163047065,-27.38144133019607,-0.03116881993288273,-0.04337120983077103,-0.01991927244560024,-4.032188865832177,-5.610764531794441,-2.5768787122380648,0.8686251111330695,0.8378035555148451,0.9326706096731848,-0.15124463613026315,-0.19359722624414305,-0.07218989172437636,-0.34216391744943775,-0.4379790717469712,-0.16331670851050356,-104.31826751507248,-133.53020480090586,-49.79167942393401,0.8564768293084725,-0.16757390950950712,-0.37910597563742365,0.8231072348628757,-0.214908529101428,-0.4861920798785101,0.926192202998652,-0.07968950371465747,-0.18028323825728576,-115.58109013336086,-148.22929264588723,-54.964401907709075,-0.0369420581879859,-0.04821300813153889,-0.0169665297467822,-11.262822618288386,-14.69908784498137,-5.17272248377506,0.9603
