geoid,GEOID,NAME,over20,over35,over55,city,state,totalCells,meanNDVI,standardDevNDVI,countyGEOID,popOver20_2023,popOver35_2023,popOver55_2023,mortalityRate,DementiaRate,StrokeRate,rr_Mortality,rr_Mortality_low,rr_Mortality_high,paf_Mortality,paf_Mortality_low,paf_Mortality_high,ls_Mortality,ls_Mortality_low,ls_Mortality_high,ls_Mortality_Rate,ls_Mortality_low_Rate,ls_Mortality_high_Rate,rr_Mortality10,rr_Mortality_low10,rr_Mortality_high10,paf_Mortality10,paf_Mortality_low10,paf_Mortality_high10,ls_Mortality10,ls_Mortality_low10,ls_Mortality_high10,ls_Mortality10_Rate,ls_Mortality_low10_Rate,ls_Mortality_high10_Rate,ls_Mortality_Change,ls_Mortality_Change_low,ls_Mortality_Change_high,ls_Mortality_Change_Rate,ls_Mortality_Change_low_Rate,ls_Mortality_Change_high_Rate,rr_Stroke,rr_Stroke_low,rr_Stroke_high,paf_Stroke,paf_Stroke_low,paf_Stroke_high,ls_Stroke,ls_Stroke_low,ls_Stroke_high,ls_Stroke_Rate,ls_Stroke_low_Rate,ls_Stroke_high_Rate,rr_Stroke10,rr_Stroke_low10,rr_Stroke_high10,paf_Stroke10,paf_Stroke_low10,paf_Stroke_high10,ls_Stroke10,ls_Stroke_low10,ls_Stroke_high10,ls_Stroke10_Rate,ls_Stroke_low10_Rate,ls_Stroke_high10_Rate,ls_Stroke_Change,ls_Stroke_Change_low,ls_Stroke_Change_high,ls_Stroke_Change_Rate,ls_Stroke_Change_low_Rate,ls_Stroke_Change_high_Rate,rr_Dementia,rr_Dementia_low,rr_Dementia_high,paf_Dementia,paf_Dementia_low,paf_Dementia_high,ls_Dementia,ls_Dementia_low,ls_Dementia_high,ls_Dementia_Rate,ls_Dementia_low_Rate,ls_Dementia_high_Rate,rr_Dementia10,paf_Dementia10,ls_Dementia10,rr_Dementia_low10,paf_Dementia_low10,ls_Dementia_low10,rr_Dementia_high10,paf_Dementia_high10,ls_Dementia_high10,ls_Dementia_10_Rate,ls_Dementia_low10_Rate,ls_Dementia_high10_Rate,ls_Dementia_Change,ls_Dementia_Change_low,ls_Dementia_Change_high,ls_Dementia_Change_Rate,ls_Dementia_Change_low_Rate,ls_Dementia_Change_high_Rate,RPL_THEMES
48439105511,48439105511,Census Tract 1055.11; Tarrant County; Texas,4545,3182,1507,Fort Worth city,Texas,78790,0.5600957706926654,0.19624507444859135,48439,4545,3182,1507,0.009366,0.006897320142,0.003436016044,0.8287636472894311,0.7522503369073112,0.8692352078122102,-0.20661663101490704,-0.3293447020725167,-0.1504366033641383,-8.79535385885914,-14.019700069832869,-6.403856037208222,-193.51713660856197,-308.46424796111916,-140.89892271085196,0.8133430543781891,0.7311367770946791,0.857138573034631,-0.2294935016867052,-0.367733140129681,-0.16667249784311938,-9.76918724174546,-15.653837143616125,-7.094993224259893,-214.9436136797681,-344.4188590454592,-193.51713660856197,-0.9738333828863208,-1.634137073783256,-0.6911371870516714,-21.42647707120618,-35.954611084340065,-15.206538769013672,0.8897768264310836,0.8551170730145123,0.9254641949709652,-0.12387732552107954,-0.16943051607511153,-0.08053883168475613,-1.3544007289267594,-1.852452121558915,-0.8805635081472712,-42.564447797823995,-58.21659715772831,-27.67327178338376,0.879446044183105,0.8418372433499066,0.9183232570903092,-0.13707942245493238,-0.18787807013707233,-0.0889411678067287,-1.4987445758362516,-2.0541466654420395,-0.9724296355472432,-47.100709485740154,-64.55520633067377,-30.560327955601615,-0.1443438469094922,-0.20169454388312455,-0.09186612739997202,-4.53626168791616,-6.3386091729454614,-2.887056172217851,0.8551170730145123,0.8214655878665125,0.9254641949709652,-0.16943051607511153,-0.21733644691942863,-0.08053883168475613,-1.7611050823698426,-2.25905185276263,-0.8371416737305714,-116.86165111943215,-149.9039052928089,-55.55021059924162,0.8418372433499066,-0.18787807013707233,-1.952853782476552,0.8054680395348432,-0.2415141891632332,-2.5103616270120104,0.9183232570903092,-0.0889411678067287,-0.924477752206692,-129.58551973965177,-166.58006814943667,-61.34557081663518,-0.19174870010670952,-0.25130977424938017,-0.0873360784761208,-12.723868620219609,-16.676162856627748,-5.79536021739355,0.8723
48439106202,48439106202,Census Tract 1062.02; Tarrant County; Texas,2660,1858,686,Fort Worth city,Texas,86747,0.6006996224167535,0.2530384362600472,48439,2660,1858,686,0.009366,0.006897320142,0.003436016044,0.8151398605512503,0.7335863883650374,0.8585510494537448,-0.22678333914837057,-0.3631659690806496,-0.16475310424028064,-5.64998032687328,-9.04775716064891,-4.104586347676487,-212.4052754463639,-340.14124664093646,-154.30775743144687,0.798647881246396,0.7112076032797144,0.8455567012070341,-0.25211626235002005,-0.4060592088562148,-0.18265279971467055,-6.2811136290329665,-10.116380463391842,-4.5505314848594285,-236.1320913170288,-380.3150550147309,-212.4052754463639,-0.6311333021596868,-1.0686233027429315,-0.4459451371829415,-23.72681587066492,-40.17380837379443,-16.76485478131359,0.8806535758113827,0.8433867536479562,0.9191593903962092,-0.13552028569083874,-0.18569564399089053,-0.08795058881892519,-0.8651774694615626,-1.185502867995611,-0.5614869204570754,-46.56498759211855,-63.8053212053612,-30.219963426107395,0.8695320878024316,0.8291430279266458,0.9114438340778512,-0.15004381555061402,-0.20606453448761297,-0.09716031049981828,-0.957897395099819,-1.3155402645806251,-0.6202828686629241,-51.55529575348864,-70.80410465988295,-33.38443857173973,-0.09271992563825636,-0.13003739658501412,-0.05879594820584877,-4.990308161370095,-6.9987834545217495,-3.1644751456323337,0.8433867536479562,0.8073313425332421,0.9191593903962092,-0.18569564399089053,-0.2386488016954757,-0.08795058881892519,-0.8786303816279009,-1.1291815101436806,-0.4161436302844114,-128.08023055800305,-164.60371867983682,-60.662336776153275,0.8291430279266458,-0.20606453448761297,-0.9750070420914608,0.7902363347251352,-0.26544421720095424,-1.2559656696720092,0.9114438340778512,-0.09716031049981828,-0.4597199958967723,-142.12930642732664,-183.0853745877565,-67.01457666133707,-0.09637666046355996,-0.12678415952832855,-0.04357636561236089,-14.049075869323612,-18.481655907919613,-6.352239885183804,0.9978
48439106201,48439106201,Census Tract 1062.01; Tarrant County; Texas,2098,1328,369,Fort Worth city,Texas,57404,0.6221808705336914,0.212569676173264,48439,2098,1328,369,0.009366,0.006897320142,0.003436016044,0.8080230882074745,0.7239003589833266,0.8529518722736149,-0.23758839888895847,-0.38140558654293016,-0.1723990913278799,-4.6685806764993805,-7.494569430031155,-3.387619387912785,-222.5252943993985,-357.22447235610844,-161.46898893769233,0.7909811746011184,0.700884847768614,0.8394928073485214,-0.2642525917311333,-0.4267678965862507,-0.1911954352038217,-5.192528546174661,-8.385932834557478,-3.7569650639576504,-247.49897741537947,-399.7108119426824,-222.5252943993985,-0.5239478696752808,-0.8913634045263228,-0.36934567604486546,-24.973683015980978,-42.48633958657401,-17.604655674207123,0.875864866147221,0.8372461168534846,0.9158412589167652,-0.14172863720270923,-0.19439192355788115,-0.09189227965420084,-0.6467119251166309,-0.8870160441283008,-0.41930716509696336,-48.69818713227642,-66.79337681689012,-31.57433472115688,0.8643324461334027,0.822504828514501,0.9078251815982497,-0.1569622365485724,-0.2157983337387419,-0.10153366558908863,-0.7162232853742477,-0.9846941211290728,-0.46330109167247774,-53.93247630830179,-74.14865369947837,-34.88713039702393,-0.06951136025761684,-0.09767807700077193,-0.04399392657551437,-5.2342891760253645,-7.355276882588246,-3.3127956758670463,0.8372461168534846,0.7999523283662425,0.9158412589167652,-0.19439192355788115,-0.2500744913666525,-0.09189227965420084,-0.4947490486954243,-0.6364673719060349,-0.23387606392933677,-134.0783329797898,-172.48438263036175,-63.381047135321616,0.822504828514501,-0.2157983337387419,-0.5492307415514109,0.7822949333690784,-0.27829026795985995,-0.708279659022662,0.9078251815982497,-0.10153366558908863,-0.2584144626039652,-148.84301939062627,-191.94570705221193,-70.03101967587133,-0.05448169285598658,-0.07181228711662713,-0.02453839867462845,-14.764686410836472,-19.461324421850172,-6.649972540549716,0.9695
48439102602,48439102602,Census Tract 1026.02; Tarrant County; Texas,2427,1381,453,Fort Worth city,Texas,0,NA,NA,48439,2427,1381,453,0.009366,0.006897320142,0.003436016044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6304
48439111024,48439111024,Census Tract 1110.24; Tarrant County; Texas,3554,2644,1081,Fort Worth city,Texas,67547,0.5373949661954834,0.18918894826381305,48439,3554,2644,1081,0.009366,0.006897320142,0.003436016044,0.8364794302353071,0.7628911631591669,0.8752663488303376,-0.19548665974809865,-0.3108029667809424,-0.14250936453383617,-6.5071183081832595,-10.34562500573707,-4.743675585027775,-183.0928055200692,-291.0980586870307,-133.47427082239096,0.8216763600307203,0.7425211741830459,0.8636827679634352,-0.2170241820789546,-0.34676294059929474,-0.15783252496515696,-7.224032731155193,-11.542616167674744,-5.253734010039288,-203.26484893514893,-324.77817016529946,-183.0928055200692,-0.7169144229719331,-1.1969911619376743,-0.510058425011513,-20.172043415079713,-33.680111478268834,-14.35167205997504,0.8949185829934154,0.8617462220747394,0.9290079146181868,-0.11742008603184602,-0.16043444622524825,-0.07641709426231359,-1.066741099860241,-1.4575190957991109,-0.6942360369195731,-40.34572994932832,-55.125533124020826,-26.257036192116985,0.885037920451472,0.8490188389243823,0.9221920104974234,-0.1298950891165025,-0.17783016601480237,-0.0843728731293254,-1.1800743374775011,-1.6155561905440137,-0.7665129069649528,-44.632161024111234,-61.102730353404446,-28.990654575073854,-0.11333323761726022,-0.15803709474490302,-0.07227687004537964,-4.286431074782913,-5.9771972293836235,-2.7336183829568697,0.8617462220747394,0.8294753335079668,0.9290079146181868,-0.16043444622524825,-0.20558135920794737,-0.07641709426231359,-1.1961997241510425,-1.5328152461091742,-0.5697660896879022,-110.65677374200206,-141.79604496847125,-52.70731634485682,0.8490188389243823,-0.17783016601480237,-1.3259022643677374,0.8141113758182942,-0.2283331614115601,-1.7024527532670204,0.9221920104974234,-0.0843728731293254,-0.6290844013724445,-122.65515859091003,-157.48869132904906,-58.19467172733067,-0.12970254021669514,-0.1696375071578462,-0.05931831168454227,-11.99838484890797,-15.692646360577816,-5.4873553824738455,0.6815
48439111032,48439111032,Census Tract 1110.32; Tarrant County; Texas,4227,3272,1336,Fort Worth city,Texas,33680,0.5295599294277771,0.19433436611922145,48439,4227,3272,1336,0.009366,0.006897320142,0.003436016044,0.8391591244428502,0.7665986089987495,0.8773576577630465,-0.19166910169026424,-0.3044636244593436,-0.13978602814004987,-7.588195452783901,-12.05373985836262,-5.534140316518882,-179.51728064310151,-285.16063066862125,-130.92359395597072,0.8245723225774079,0.7464914357561132,0.8659530339598175,-0.2127498978794836,-0.33960009733683105,-0.15479703954291205,-8.422785902540381,-13.444795700773124,-6.1284274888611305,-199.2615543539243,-318.069451165676,-179.51728064310151,-0.8345904497564804,-1.3910558424105035,-0.5942871723422485,-19.744273710822817,-32.90882049705474,-14.059313279920712,0.8967001158636516,0.8640461398122128,0.9302341539547908,-0.11520003433573296,-0.15734560218894642,-0.07499815583915853,-1.295153031959953,-1.7689806684143288,-0.8431776039528659,-39.58291662469293,-54.06420135740614,-25.769486673376097,0.886976162796941,0.8515117158107932,0.9235310658205576,-0.1274260142985759,-0.17438196261083627,-0.08280060845760481,-1.4326053782970238,-1.960514412142816,-0.930897804938692,-43.78378295528802,-59.91792213150415,-28.450421911329222,-0.13745234633707115,-0.1915337437284872,-0.08772020098582622,-4.200866330595084,-5.8537207740980195,-2.680935237953124,0.8640461398122128,0.8322579368316234,0.9302341539547908,-0.15734560218894642,-0.20155057193802764,-0.07499815583915853,-1.449911356287207,-1.857252182798263,-0.6910944846187301,-108.52629912329392,-139.01588194597778,-51.7286290882283,0.8515117158107932,-0.17438196261083627,-1.6068983460845951,0.81711604801534,-0.22381637520014375,-2.0624275455505807,0.9235310658205576,-0.08280060845760481,-0.762992678791283,-120.2768223117212,-154.37331927773806,-57.11023044844933,-0.15698698979738812,-0.2051753627523174,-0.07189819417255283,-11.750523188427255,-15.357437331760284,-5.381601360221021,0.382
48439104502,48439104502,Census Tract 1045.02; Tarrant County; Texas,1893,1387,590,Fort Worth city,Texas,34480,0.4718603040888503,0.23788749609297985,48439,1893,1387,590,0.009366,0.006897320142,0.003436016044,0.8591594143004488,0.794462046515812,0.8929133801025257,-0.16392835061258967,-0.25871337011704215,-0.11992946044237617,-2.906423099968416,-4.586946140609198,-2.126329905070738,-153.5352931837515,-242.31094245162168,-112.32593265032952,0.8462157973832453,0.7763909602898238,0.8828567948812348,-0.1817316612290883,-0.2880108748647766,-0.13268653058792365,-3.2220729130626165,-5.106386153590761,-2.3525106921059313,-170.2098739071641,-269.75098539834977,-153.5352931837515,-0.3156498130942005,-0.5194400129815628,-0.2261807870351933,-16.674580723412596,-27.440042946728095,-11.948271898319772,0.9099295640166872,0.8811735672651849,0.9393145479228748,-0.09898616282530312,-0.13485020108309131,-0.06460610262166173,-0.47174372647561047,-0.6426629193334235,-0.30789680834074784,-34.01180436017379,-46.33474544581279,-22.19876051483402,0.9013813192325196,0.8700968715887866,0.9334523502798834,-0.10940839205703648,-0.14929731694588427,-0.07129196225191696,-0.5214135097627763,-0.7115143232005172,-0.33975997230878485,-37.59289904562194,-51.29879763522114,-24.496032610582905,-0.04966978328716587,-0.06885140386709376,-0.03186316396803701,-3.581094685448152,-4.9640521894083465,-2.2972720957488835,0.8811735672651849,0.8530394360269514,0.9393145479228748,-0.13485020108309131,-0.17227874558475326,-0.06460610262166173,-0.548761954769062,-0.7010743805565252,-0.2629092940160188,-93.01050080831558,-118.8261661960212,-44.56089729085065,0.8700968715887866,-0.14929731694588427,-0.6075533208772692,0.839587608090381,-0.19106093320561576,-0.7775069695395619,0.9334523502798834,-0.07129196225191696,-0.2901168574496818,-102.97513913174056,-131.780842294841,-49.17234872028506,-0.05879136610820723,-0.07643258898303673,-0.02720756343366298,-9.964638323424955,-12.954676098819784,-4.611451429434404,0.6161
48439104100,48439104100,Census Tract 1041; Tarrant County; Texas,2272,1500,611,Fort Worth city,Texas,0,NA,NA,48439,2272,1500,611,0.009366,0.006897320142,0.003436016044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6598
48439105901,48439105901,Census Tract 1059.01; Tarrant County; Texas,2416,1535,508,Fort Worth city,Texas,81229,0.49376698398937874,0.25020038111709964,48439,2416,1535,508,0.009366,0.006897320142,0.003436016044,0.8515104243419621,0.7837658914628157,0.8869751590373393,-0.17438374377247232,-0.2758911951802423,-0.12742729016822749,-3.94599999632191,-6.24293659268449,-2.883457343312935,-163.3278144172976,-258.39969340581496,-119.34839997156188,0.8379323662499937,0.7649005893535009,0.8764004717971499,-0.19341374110575185,-0.30735943195599663,-0.14103087821187102,-4.376615647658677,-6.955007910314873,-3.1912828160830404,-181.1513099196472,-287.8728439699865,-163.3278144172976,-0.4306156513367672,-0.7120713176303832,-0.3078254727701055,-17.823495502349633,-29.47315056417149,-12.741120561676553,0.9048839409504108,0.8746312174925779,0.9358566249214152,-0.10511409778107868,-0.1433390210640246,-0.06853974569445506,-0.5544016700644798,-0.7560107953246172,-0.36149812709176526,-36.11737264263712,-49.25151761072425,-23.55036658578275,0.8958848014308675,0.8629933946154118,0.9296730702405231,-0.11621494013833517,-0.15875742067022938,-0.07564694730942555,-0.6129506722621024,-0.8373318233488919,-0.39898353131443154,-39.93163988678192,-54.54930445269654,-25.99241246348088,-0.0585490021976226,-0.08132102802427466,-0.03748540422266627,-3.814267244144795,-5.29778684197229,-2.4420458776981286,0.8746312174925779,0.8450889575866478,0.9358566249214152,-0.1433390210640246,-0.1833073796819419,-0.06853974569445506,-0.5022367994966852,-0.6422794784852098,-0.2401522088010087,-98.8655117119459,-126.43296820574996,-47.27405685059227,0.8629933946154118,-0.15875742067022938,-0.5562603836826161,0.8309840150540244,-0.2033925826298685,-0.7126547885084469,0.9296730702405231,-0.07564694730942555,-0.26505469638592166,-109.50007552807403,-140.28637569063915,-52.17612133581135,-0.05402358418593089,-0.07037531002323705,-0.02490248758491295,-10.634563816128129,-13.853407484889182,-4.9020644852190856,0.9524
48439123500,48439123500,Census Tract 1235; Tarrant County; Texas,1850,1186,486,Fort Worth city,Texas,552,0.669616925381664,0.16496462440325718,48439,1850,1186,486,0.009366,0.006897320142,0.003436016044,0.7925267736104711,0.7029617683459669,0.8407164776047754,-0.2617870251175925,-0.4225524701762215,-0.1894616397302308,-4.536009962915037,-7.321608905990408,-3.282820777769682,-245.18972772513715,-395.76264356704905,-177.44977177133418,0.7743108360304404,0.6786172211748268,0.8262557891650494,-0.29147101327752456,-0.4735847673726775,-0.21027896338314697,-5.050347394160997,-8.205850622743121,-3.6435246264361263,-272.9917510357296,-443.5594931212498,-245.18972772513715,-0.5143374312459592,-0.8842417167527126,-0.3607038486664442,-27.802023310592393,-47.79684955420067,-19.49750533332131,0.8653822163999433,0.8238439415039951,0.9085563507856168,-0.1555587589494005,-0.21382212045453353,-0.10064719610986504,-0.6339198363603543,-0.8713497364224391,-0.4101489014118933,-53.45023915348687,-73.46962364438778,-34.58253806171107,0.8529601917754274,0.8080336508578679,0.8998850882092471,-0.17238765612086876,-0.23757222108055337,-0.11125299563523113,-0.7024995281315678,-0.9681341284044148,-0.45336875444361935,-59.23267522188599,-81.63019632414965,-38.22670779457162,-0.06857969177121348,-0.09678439198197576,-0.04321985303172604,-5.782436068399113,-8.160572679761867,-3.6441697328605422,0.8238439415039951,0.7838956199237057,0.9085563507856168,-0.21382212045453353,-0.27568004538324514,-0.10064719610986504,-0.7167526144530753,-0.9241064154678948,-0.33737922342069654,-147.47996182162044,-190.14535297693308,-69.41959329643961,0.8080336508578679,-0.23757222108055337,-0.7963652695003487,0.7650398569821323,-0.3071214406328052,-1.0295010406791183,0.8998850882092471,-0.11125299563523113,-0.3729308984392208,-163.86116656385775,-211.83148985167043,-76.73475276527176,-0.07961265504727344,-0.10539462521122356,-0.03555167501852424,-16.381204742237333,-21.68613687473736,-7.315159468832149,0.9763
48439111104,48439111104,Census Tract 1111.04; Tarrant County; Texas,2108,1557,598,Fort Worth city,Texas,100775,0.5828167544662698,0.2350540405365287,48439,2108,1557,598,0.009366,0.006897320142,0.003436016044,0.8211122716088042,0.7417486676450974,0.8632403193082682,-0.21786025440918247,-0.34816554935622407,-0.1584259650908337,-4.301330033014818,-6.8740162723499925,-3.127887477697898,-204.0479142796403,-326.0918535270395,-148.38175890407487,0.8050869685314362,0.7199170386925007,0.8506382127426805,-0.2421018338231281,-0.38904894071708673,-0.17558791154671735,-4.7799443349382775,-7.681198654418142,-3.4667248480841377,-226.75257755874185,-364.3832378756234,-204.0479142796403,-0.4786143019234599,-0.8071823820681496,-0.33883737038623973,-22.704663279101513,-38.29138434858395,-16.073879050580633,0.8846600805659901,0.8485330950574106,0.921930860833497,-0.1303776693079871,-0.17850441641565126,-0.08468003673933042,-0.6975044918030846,-0.9549766683011072,-0.4530277792603155,-44.79797635215701,-61.334403872903465,-29.09619648428487,0.8738845750023647,0.8347100917191788,0.914467316367942,-0.14431588404829554,-0.19802073788324304,-0.09353279455822933,-0.772072225991638,-1.0593865872647703,-0.500388944529655,-49.58716929939872,-68.04024324115417,-32.138018274223185,-0.07456773418855345,-0.10440991896366349,-0.04736116526933948,-4.789192947241712,-6.705839368250706,-3.041821789938309,0.8485330950574106,0.8135261704223063,0.921930860833497,-0.17850441641565126,-0.22921675584313897,-0.08468003673933042,-0.7362588598542168,-0.9454268454825456,-0.3492710631704352,-123.12021067796267,-158.09813469607784,-58.40653230274836,0.8347100917191788,-0.19802073788324304,-0.8167558295136051,0.7969089074999685,-0.2548485662397237,-1.05114774515287,0.914467316367942,-0.09353279455822933,-0.3857851254507258,-136.58124239357946,-175.77721490850672,-64.5125627844023,-0.08049696965938835,-0.1057208996703246,-0.03651406228029058,-13.461031715616782,-17.679080212428865,-6.106030481653943,0.7455
