geoid,GEOID,NAME,over20,over35,over55,city,state,totalCells,meanNDVI,standardDevNDVI,countyGEOID,popOver20_2023,popOver35_2023,popOver55_2023,mortalityRate,DementiaRate,StrokeRate,rr_Mortality,rr_Mortality_low,rr_Mortality_high,paf_Mortality,paf_Mortality_low,paf_Mortality_high,ls_Mortality,ls_Mortality_low,ls_Mortality_high,ls_Mortality_Rate,ls_Mortality_low_Rate,ls_Mortality_high_Rate,rr_Mortality10,rr_Mortality_low10,rr_Mortality_high10,paf_Mortality10,paf_Mortality_low10,paf_Mortality_high10,ls_Mortality10,ls_Mortality_low10,ls_Mortality_high10,ls_Mortality10_Rate,ls_Mortality_low10_Rate,ls_Mortality_high10_Rate,ls_Mortality_Change,ls_Mortality_Change_low,ls_Mortality_Change_high,ls_Mortality_Change_Rate,ls_Mortality_Change_low_Rate,ls_Mortality_Change_high_Rate,rr_Stroke,rr_Stroke_low,rr_Stroke_high,paf_Stroke,paf_Stroke_low,paf_Stroke_high,ls_Stroke,ls_Stroke_low,ls_Stroke_high,ls_Stroke_Rate,ls_Stroke_low_Rate,ls_Stroke_high_Rate,rr_Stroke10,rr_Stroke_low10,rr_Stroke_high10,paf_Stroke10,paf_Stroke_low10,paf_Stroke_high10,ls_Stroke10,ls_Stroke_low10,ls_Stroke_high10,ls_Stroke10_Rate,ls_Stroke_low10_Rate,ls_Stroke_high10_Rate,ls_Stroke_Change,ls_Stroke_Change_low,ls_Stroke_Change_high,ls_Stroke_Change_Rate,ls_Stroke_Change_low_Rate,ls_Stroke_Change_high_Rate,rr_Dementia,rr_Dementia_low,rr_Dementia_high,paf_Dementia,paf_Dementia_low,paf_Dementia_high,ls_Dementia,ls_Dementia_low,ls_Dementia_high,ls_Dementia_Rate,ls_Dementia_low_Rate,ls_Dementia_high_Rate,rr_Dementia10,paf_Dementia10,ls_Dementia10,rr_Dementia_low10,paf_Dementia_low10,ls_Dementia_low10,rr_Dementia_high10,paf_Dementia_high10,ls_Dementia_high10,ls_Dementia_10_Rate,ls_Dementia_low10_Rate,ls_Dementia_high10_Rate,ls_Dementia_Change,ls_Dementia_Change_low,ls_Dementia_Change_high,ls_Dementia_Change_Rate,ls_Dementia_Change_low_Rate,ls_Dementia_Change_high_Rate,RPL_THEMES
37067003500,37067003500,Census Tract 35; Forsyth County; North Carolina,5189,2968,1444,Winston-Salem city,North Carolina,361310,0.8009746735060234,0.16218598068528037,37067,5189,2968,1444,0.013777,0.009162065641,0.004054771124,0.7511485507826889,0.6480866261765094,0.8077430081939752,-0.3312945874128499,-0.5430036041627025,-0.2380175251976373,-23.68387005925288,-38.818704836457634,-17.01559987027769,-456.42455307868335,-748.0960654549554,-327.9167444647849,0.7299589151151415,0.6205779857567467,0.790679589659408,-0.3699401148381933,-0.6114010212279405,-0.2647348092427156,-26.44659448847072,-43.70835773061412,-18.925587861935536,-509.66649621257886,-842.3271869457335,-456.42455307868335,-2.7627244292178403,-4.889652894156484,-1.9099879916578464,-53.24194313389555,-94.23112149077826,-36.80840222890435,0.8370042686918684,0.7878403044374006,0.8886843058646087,-0.1947370370797192,-0.2692927670336736,-0.12525898499703034,-2.3435746925013143,-3.2408201498691502,-1.5074368576701231,-78.96141147241624,-109.19205356701988,-50.78965153875078,0.822243483321314,0.7692757002052943,0.8782582977300084,-0.2161847679967842,-0.29992407108808056,-0.13861719562986363,-2.6016887120148957,-3.6094544377105215,-1.6681970543213354,-87.6579754722,-121.61234628404723,-56.20610021298299,-0.25811401951358137,-0.3686342878413713,-0.16076019665121222,-8.69656399978374,-12.420292717027335,-5.4164486742322175,0.7878403044374006,0.7410942251033754,0.8886843058646087,-0.2692927670336736,-0.3493560820292585,-0.12525898499703034,-3.5627494438538516,-4.62198892553643,-1.657179225612341,-246.72780082090384,-320.08233556346465,-114.76310426678262,0.7692757002052943,-0.29992407108808056,-3.968002294446419,0.7192183709038815,-0.39039829967530537,-5.1649784001653485,0.8782582977300084,-0.13861719562986363,-1.833908656659623,-274.7924026624944,-357.68548477599364,-127.0019845332149,-0.4052528505925679,-0.5429894746289188,-0.176729431047282,-28.064601841590573,-37.603149212529,-12.238880266432272,0.9517
37067003600,37067003600,Census Tract 36; Forsyth County; North Carolina,4437,3155,1203,Winston-Salem city,North Carolina,327933,0.7782265528481386,0.1764231828558743,37067,4437,3155,1203,0.013777,0.009162065641,0.004054771124,0.7581563817519111,0.6572732655330678,0.8133592110955397,-0.318989095217069,-0.5214372049484941,-0.22946907880107223,-19.49934053744227,-31.87469973311707,-14.027111827476206,-439.471276480556,-718.3840372575404,-316.1395498642372,0.737453556592897,0.6302611892088212,0.7967290054690853,-0.35601759739296884,-0.5866437869279543,-0.2551319120247619,-21.762839147098372,-35.860683474771015,-15.595843585669348,-490.4854439282933,-808.2191452506427,-439.471276480556,-2.2634986096561036,-3.9859837416539463,-1.5687317581931417,-51.01416744773729,-89.83510799310223,-35.355685332277254,0.84185117894552,0.7939606814606129,0.8920942970112128,-0.18785840658033284,-0.25950821413517106,-0.120957732103326,-2.403235567780156,-3.319837433381296,-1.5473884255716317,-76.17228424025852,-105.22464131161,-49.0455919357094,0.8274825742980804,0.7758520203682272,0.8819659919165398,-0.20848466307373192,-0.28890558218226964,-0.1338305662182831,-2.6671032015870884,-3.695912168475464,-1.7120680551200145,-84.53575916282372,-117.14460121950758,-54.26523154104642,-0.2638676338069321,-0.3760747350941682,-0.16467962954838278,-8.363474922565203,-11.919959907897566,-5.219639605337013,0.7939606814606129,0.7483354402698835,0.8920942970112128,-0.25950821413517106,-0.33629913296549857,-0.120957732103326,-2.860290444619001,-3.706677261683266,-1.3331918856245506,-237.76312922851213,-308.1194731241285,-110.8222681317166,0.7758520203682272,-0.28890558218226964,-3.1843072053303456,0.7269523498224317,-0.37560598056291306,-4.139915958830705,0.8819659919165398,-0.1338305662182831,-1.4750758122543206,-264.6971908005275,-344.132664906958,-122.6164432464107,-0.32401676071134444,-0.4332386971474387,-0.14188392662977,-26.93406157201533,-36.01319178282948,-11.7941751146941,0.7155
37067000801,37067000801,Census Tract 8.01; Forsyth County; North Carolina,1506,167,85,Winston-Salem city,North Carolina,60871,0.6579149263343919,0.23293316533713895,37067,1506,167,85,0.013777,0.009162065641,0.004054771124,0.7963217226140139,0.7080701466033359,0.843718420543055,-0.25577385571925587,-0.41228945295472896,-0.18522954536936048,-5.306837393827747,-8.554248360796095,-3.8431726145098417,-352.3796410244188,-568.01117933573,-255.19074465536795,0.7783903069478247,0.6840438026964069,0.8295017069893693,-0.2847025342866065,-0.4618946857761698,-0.2055430285121954,-5.907054303189066,-9.583465767423068,-4.264640053541649,-392.2346814866578,-636.3523085938292,-352.3796410244188,-0.6002169093613192,-1.029217406626973,-0.42146743903180806,-39.85504046223899,-68.34112925809914,-27.98588572588367,0.8679564652395085,0.8271300560403292,0.9103480624666082,-0.15213151816785497,-0.2089997125569839,-0.09848094506894205,-0.10301536731518904,-0.14152348189985992,-0.06668605461907265,-61.68584869172997,-84.74459994003587,-39.93176923297763,0.8557516333329497,0.8115797133072393,0.9018373533155158,-0.16856335535725142,-0.23216485528566988,-0.10884739506918724,-0.11414213291981136,-0.1572096836537355,-0.0737056628330098,-68.34858258671339,-94.1375351219973,-44.13512744491605,-0.01112676560462229,-0.01568620175387558,-0.00701960821393715,-6.66273389498341,-9.392935181961429,-4.203358211938418,0.8271300560403292,0.787826449868951,0.9103480624666082,-0.2089997125569839,-0.2693150885786362,-0.09848094506894205,-0.1627638722587636,-0.20973601417188148,-0.07669455506429579,-191.4869085397219,-246.74825196691936,-90.22888831093624,0.8115797133072393,-0.23216485528566988,-0.18080431971114871,0.7692608193077888,-0.29994921735366614,-0.2335931255606736,0.9018373533155158,-0.10884739506918724,-0.08476769317043903,-212.7109643660573,-274.81544183608656,-99.72669784757532,-0.01804044745238511,-0.02385711138879209,-0.00807313810614324,-21.22405582633543,-28.067189869167173,-9.497809536639108,0.9281
37067003404,37067003404,Census Tract 34.04; Forsyth County; North Carolina,2657,1821,688,Winston-Salem city,North Carolina,98978,0.7585127105770689,0.18160350843264528,37067,2657,1821,688,0.013777,0.009162065641,0.004054771124,0.7642823250838535,0.665339795464186,0.8182578656893121,-0.30841701708892016,-0.50299141403729275,-0.2221086309480028,-11.28975572646128,-18.412246673636567,-8.130395046972177,-424.9061244434053,-692.9712711191783,-305.9990608570635,0.7440107280063346,0.6387749113776094,0.8020089367397929,-0.3440666409201103,-0.5654966752582017,-0.2468688990736822,-12.594727639468047,-20.700282325700677,-9.036756769483786,-474.020611195636,-779.0847695032245,-424.9061244434053,-1.304971913006769,-2.28803565206411,-0.9063617225116084,-49.11448675223067,-86.1134983840463,-34.112221396748524,0.8460742753087322,0.7993031296607754,0.8950600246523687,-0.18192932840925852,-0.2510898092246935,-0.1172435059742377,-1.3433185349329275,-1.8539814202223948,-0.865695355734067,-73.76817874425743,-101.8111707974956,-47.53955825008605,0.8320498366857328,0.7815966059188961,0.8851917896923261,-0.20185108620807568,-0.2794323726935003,-0.12969868410955185,-1.4904155793379672,-2.0632554892692165,-0.9576611305288876,-81.845995570454,-113.3034315908411,-52.58984791482085,-0.14709704440503946,-0.20927406904682175,-0.0919657747948206,-8.077816826196566,-11.492260793345512,-5.050289664734795,0.7993031296607754,0.7546679815341567,0.8950600246523687,-0.2510898092246935,-0.3250860305045808,-0.1172435059742377,-1.582744903965133,-2.049180170713107,-0.7390445760292558,-230.0501313902809,-297.8459550455098,-107.41926977169416,0.7815966059188961,-0.2794323726935003,-1.761402285696699,0.7337219589774646,-0.3629140954069685,-2.287629421743994,0.8851917896923261,-0.12969868410955185,-0.81755580586577,-256.0177740838226,-332.5042764162782,-118.83078573630378,-0.17865738173156664,-0.23844925103088643,-0.07851122983651426,-25.967642693541663,-34.65832137076838,-11.411515964609633,0.974
37067003703,37067003703,Census Tract 37.03; Forsyth County; North Carolina,5728,3638,780,Winston-Salem city,North Carolina,250933,0.7868895992573557,0.15115499865323687,37067,5728,3638,780,0.013777,0.009162065641,0.004054771124,0.7554799513360984,0.6537595127625537,0.8112158330884088,-0.3236618632055789,-0.5296144537528148,-0.23271755704380695,-25.541664595187317,-41.794342430531294,-18.364825959272405,-445.9089489383261,-729.649832935253,-320.6149783392529,0.7345903823643408,0.626555899289872,0.7944198008253508,-0.3613028757352037,-0.5960267888840937,-0.2587803060309734,-28.512092150454347,-47.03524901157288,-20.42155883000899,-497.7669719003901,-821.146107045616,-445.9089489383261,-2.9704275552670296,-5.240906581041585,-2.056732870736589,-51.85802296206407,-91.49627411036288,-35.906649279619224,0.8400020554440513,0.7916243049572564,0.8907941481953571,-0.1904732774390282,-0.2632254893361249,-0.12259381365030404,-2.8097203336319136,-3.8829069340431146,-1.8084128945647149,-77.23255452534123,-106.7319113260889,-49.70898555702899,0.8254834748212843,0.7733409929556178,0.8805521685210923,-0.21141128865904707,-0.29309064062169826,-0.13565105594995364,-3.118582325517006,-4.323455466426771,-2.0010236359965567,-85.72243885423329,-118.84154663075236,-55.00339846059804,-0.308861991885093,-0.4405485323836564,-0.1926107414318421,-8.489884328892057,-12.109635304663454,-5.294412903569051,0.7916243049572564,0.7455695021467663,0.8907941481953571,-0.2632254893361249,-0.3412565791930002,-0.12259381365030404,-1.881117585111899,-2.4387598396117185,-0.8761058029187938,-241.16892116819216,-312.6615178989383,-112.32125678446074,0.7733409929556178,-0.29309064062169826,-2.0945462367482177,0.7239973026372657,-0.3812206155428401,-2.724359276578622,0.8805521685210923,-0.13565105594995364,-0.9694182255298625,-268.53156881387406,-349.2768303305926,-124.2843878884439,-0.21342865163631863,-0.2855994369669035,-0.09331242261106854,-27.36264764568188,-36.615312431654296,-11.963131103983146,0.5804
37067000100,37067000100,Census Tract 1; Forsyth County; North Carolina,3164,1457,480,Winston-Salem city,North Carolina,12620,0.6161506651539101,0.2318137517426057,37067,3164,1457,480,0.013777,0.009162065641,0.004054771124,0.8100146085386455,0.7266064314102613,0.8545199736527309,-0.23454563591650385,-0.37626087077031867,-0.17024766047936854,-10.223944655132575,-16.40137239653088,-7.421168386294361,-323.1335226021674,-518.374601660268,-234.55020184242605,0.7931259078459401,0.7037674256884875,0.8411906567739765,-0.26083386018231547,-0.4209239636542024,-0.18879114020960255,-11.36985960223929,-18.34825573114313,-8.229486604344585,-359.350809173176,-579.9069447263947,-323.1335226021674,-1.1459149471067145,-1.9468833346122487,-0.808318218050224,-36.21728657100867,-61.53234306612669,-25.54735202434336,0.87720651534909,0.8389653855125204,0.9167715119732432,-0.1399824129236472,-0.19194428908304031,-0.09078433059903572,-0.8269883129169758,-1.1339687642719338,-0.5363358070013,-56.75966457906491,-77.82901607906203,-36.81096822246397,0.8657889398601187,0.8243629166352633,0.9088395550175636,-0.15501590972225296,-0.2130579624828597,-0.1003042225430808,-0.9158032282699708,-1.25870415623807,-0.5925774391715639,-62.85540345023822,-86.39012740137748,-40.6710665182954,-0.08881491535299502,-0.12473539196613603,-0.0562416321702639,-6.095738871173302,-8.561111322315444,-3.860098295831427,0.8389653855125204,0.8020169258392679,0.9167715119732432,-0.19194428908304031,-0.2468564786878449,-0.09078433059903572,-0.8441309644770696,-1.0856233255891932,-0.3992505581388529,-175.8606175993895,-226.17152616441527,-83.177199612261,0.8243629166352633,-0.2130579624828597,-0.9369844980507244,0.7845161477873264,-0.2746710221586018,-1.207945888654884,0.9088395550175636,-0.1003042225430808,-0.4411170580844056,-195.20510376056757,-251.65539346976752,-91.89938710091783,-0.09285353357365478,-0.12232256306569078,-0.04186649994555275,-19.34448616117808,-25.483867305352245,-8.722187488656823,0.2454
37067003803,37067003803,Census Tract 38.03; Forsyth County; North Carolina,2857,2018,968,Winston-Salem city,North Carolina,344405,0.8146880425184075,0.14139853369832223,37067,2857,2018,968,0.013777,0.009162065641,0.004054771124,0.7469553160172704,0.6426107447905836,0.8043761155825586,-0.338768167996918,-0.5561520066488832,-0.2431995190157572,-13.334216257260042,-21.890637400833953,-9.572549272832608,-466.7209050493539,-766.2106195601664,-335.0559773480087,0.7254777287605515,0.6148126309013925,0.78705500177241,-0.37840206577872265,-0.6265118017075779,-0.27055923378677244,-14.894241708487002,-24.660061484201982,-10.6494519690062,-521.3245260233463,-863.1453092125302,-466.7209050493539,-1.5600254512269591,-2.7694240833680333,-1.0769026961735904,-54.60362097399228,-96.9346896523638,-37.69347904002766,0.8340958725653427,0.7841735424498956,0.8866349434727949,-0.19890294736071895,-0.27522792579283506,-0.12785990148682147,-1.627528961567332,-2.252060244474823,-1.0462172403888892,-80.65059274367354,-111.59862460232024,-51.84426364662483,0.8191012135246506,0.7653382234104371,0.8760307034951017,-0.2208503460725313,-0.3066118604972876,-0.14151250179964892,-1.8071141688682588,-2.508860172968602,-1.1579300264721089,-89.54976059803066,-124.32409182203182,-57.380080598221454,-0.17958520730092675,-0.2567999284937792,-0.11171278608321966,-8.899167854357124,-12.725467219711556,-5.535816951596614,0.7841735424498956,0.7367628608421124,0.8866349434727949,-0.27522792579283506,-0.35728882812715373,-0.12785990148682147,-2.4409633200350247,-3.1687515778218476,-1.1339740643452825,-252.1656322350232,-327.350369609695,-117.1460810274052,0.7653382234104371,-0.3066118604972876,-2.719303656435355,0.7145958638533637,-0.3993923706857639,-3.542162825001971,0.8760307034951017,-0.14151250179964892,-1.2550573319341776,-280.91979921852845,-365.92591167375735,-129.65468305105142,-0.2783403364003303,-0.3734112471801234,-0.12108326758889532,-28.754166983505193,-38.57554206406233,-12.508602023646212,0.3534
37067003903,37067003903,Census Tract 39.03; Forsyth County; North Carolina,3188,2213,1020,Winston-Salem city,North Carolina,26160,0.7097296415862345,0.20683746131833708,37067,3188,2213,1020,0.013777,0.009162065641,0.004054771124,0.7796549719020169,0.6857290656366326,0.8305070869377696,-0.28261864034604645,-0.4583019010162526,-0.204083644472176,-12.412914781655374,-20.129112625479312,-8.963573259219423,-389.36370080474825,-631.4025290300914,-281.1660369893169,0.7604885821808666,0.6603403169891214,0.8152253521232907,-0.31494413385179604,-0.5143706574809579,-0.22665468805092415,-13.83268523865891,-22.591712739391124,-9.954917779640931,-433.8985332076195,-708.6484548115158,-389.36370080474825,-1.4197704570035352,-2.4626001139118117,-0.99134452042151,-44.534832402871245,-77.24592578142445,-31.096126738441345,0.856615875753705,0.812678388285526,0.902441348139335,-0.1673843881543014,-0.23049906877634424,-0.10810525477562911,-1.5019750141202857,-2.068316202589445,-0.9700509907675644,-67.87053836964688,-93.46209681832106,-43.8342065416884,0.8434604647503379,0.7959954434443254,0.8932250296083463,-0.1855920245129657,-0.25628859842831925,-0.1195387129248623,-1.6653559314116395,-2.299731029206806,-1.072645794587068,-75.25331818398733,-103.91916083175806,-48.47021213678572,-0.16338091729135407,-0.2314148266173608,-0.1025948038195036,-7.382779814340446,-10.457064013436998,-4.636005595097315,0.812678388285526,0.7705695594103619,0.902441348139335,-0.23049906877634424,-0.29774137556796015,-0.10810525477562911,-2.154084550284604,-2.7824845475351903,-1.0102767891991695,-211.18475983182395,-272.79260269952846,-99.04674403913428,0.7959954434443254,-0.25628859842831925,-2.3950956210769534,0.7507460113463875,-0.3320084088180509,-3.1027204916540443,0.8932250296083463,-0.1195387129248623,-1.1171259651474084,-234.81329618401503,-304.18828349549455,-109.52215344582434,-0.2410110707923492,-0.32023594411885403,-0.10684917594823884,-23.628536352191094,-31.395680795966083,-10.475409406690083,0.9253
37067002501,37067002501,Census Tract 25.01; Forsyth County; North Carolina,1558,1301,514,Winston-Salem city,North Carolina,4550,0.5447235094518452,0.23894013529008823,37067,1558,1301,514,0.013777,0.009162065641,0.004054771124,0.8339807097736288,0.7594396145888679,0.8733147441227983,-0.19906850156214592,-0.31676038593451894,-0.14506254100227153,-4.272918990301784,-6.799124210076954,-3.1137044854709637,-274.25667460216846,-436.4007837019868,-199.8526627388295,0.8189768126401108,0.7388266837689111,0.8615646501517318,-0.2210357907158937,-0.35349740604763835,-0.16067900397711085,-4.744437318183488,-7.587668402938333,-3.4489050856809587,-304.5210088692868,-487.0133763118314,-274.25667460216846,-0.47151832788170367,-0.7885441928613792,-0.335200600209995,-30.264334267118336,-50.612592609844626,-21.514801040436133,0.8932554205679454,0.8596005232084638,0.9278624082545672,-0.1195006231970972,-0.1633310741453418,-0.07774600102738649,-0.6303965267877121,-0.8616134301484617,-0.41013015420398974,-48.45476762395942,-66.22701230964348,-31.524223997232102,0.8832288090011544,0.8466937193975028,0.9209412753716149,-0.13220944539943438,-0.1810646247755187,-0.08584556555626609,-0.6974388330249112,-0.9551624713650864,-0.4528574405636367,-53.60790415256812,-73.41756121176682,-34.808412034099675,-0.06704230623719909,-0.09354904121662466,-0.04272728635964701,-5.153136528608693,-7.19054890212334,-3.2841880368675644,0.8596005232084638,0.8268810320900928,0.9278624082545672,-0.1633310741453418,-0.2093638155809638,-0.07774600102738649,-0.7691753115828149,-0.9859573808983468,-0.3661293778754186,-149.64500225346595,-191.82050212030092,-71.23139647381684,0.8466937193975028,-0.1810646247755187,-0.8526879524125575,0.8113109409222448,-0.232573048827945,-1.095256663400213,0.9209412753716149,-0.08584556555626609,-0.4042726712002532,-165.89259774563376,-213.08495396891303,-78.65227066152787,-0.08351264082974252,-0.10929928250186628,-0.03814329332483462,-16.247595492167807,-21.264451848612115,-7.420874187711016,0.0594
37067003311,37067003311,Census Tract 33.11; Forsyth County; North Carolina,1358,896,507,Winston-Salem city,North Carolina,0,NA,NA,37067,1358,896,507,0.013777,0.009162065641,0.004054771124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2284
37067003402,37067003402,Census Tract 34.02; Forsyth County; North Carolina,2148,1579,568,Winston-Salem city,North Carolina,130756,0.8161523390488179,0.1362928457688494,37067,2148,1579,568,0.013777,0.009162065641,0.004054771124,0.7465089531265684,0.6420287778257895,0.8040174332773427,-0.3395686626553465,-0.5575625805847347,-0.24375412598181057,-10.04885407568502,-16.499947216993736,-7.213414875163217,-467.8237465402709,-768.1539672715892,-335.8200593651404,0.7250008617818802,0.6142001872389806,0.7866689559387292,-0.37930870529206984,-0.6281336619178001,-0.27118274141974197,-11.224880998473402,-18.58835694459881,-8.02510978210346,-522.5736032808846,-865.3797460241532,-467.8237465402709,-1.1760269227883828,-2.0884097276050753,-0.811694906940243,-54.74985674061372,-97.22577875256404,-37.78840348883813,0.8337859154200093,0.7837830199777882,0.8864163945490278,-0.19934863555024476,-0.2758633123084744,-0.12813797911393426,-1.2763263707488952,-1.766210334219726,-0.8204013104286564,-80.83130910379323,-111.85625929193957,-51.95701775988958,0.8187663962442495,0.7649189772269994,0.8757931778595994,-0.22134958711921288,-0.3073280043661896,-0.14182209370933518,-1.4171871024591245,-1.9676625092492024,-0.9080136297718604,-89.75219141603067,-124.61447177005716,-57.50561303178344,-0.14086073171022906,-0.20145217502947663,-0.08761231934320413,-8.920882312237433,-12.758212478117583,-5.5485952718938645,0.7837830199777882,0.7363018616125421,0.8864163945490278,-0.2758633123084744,-0.3581386278311783,-0.12813797911393426,-1.4356073763783097,-1.8637725023236136,-0.6668368710242691,-252.74777753139256,-328.1289616766925,-117.40085757469528,0.7649189772269994,-0.3073280043661896,-1.5993513104140804,0.7141040371922364,-0.4003561776962768,-2.083474881345228,0.8757931778595994,-0.14182209370933518,-0.7380497325243018,-281.5759349320564,-366.8089579833148,-129.93833319089822,-0.1637439340357707,-0.2197023790216148,-0.0712128615000327,-28.828157400663855,-38.67999630662233,-12.53747561620294,0.4847
37067000802,37067000802,Census Tract 8.02; Forsyth County; North Carolina,1002,508,203,Winston-Salem city,North Carolina,77972,0.6451540903808389,0.23203335453404603,37067,1002,508,203,0.013777,0.009162065641,0.004054771124,0.8004807671323941,0.7136830703063498,0.8470042086091333,-0.2492492525240231,-0.4011821796063456,-0.180631677901697,-3.440774765927514,-5.538141062213496,-2.4935397517045828,-343.3906952023467,-552.7086888436622,-248.85626264516793,0.7828634040976373,0.690010872864951,0.833055862657102,-0.2773620465151821,-0.4492525253232062,-0.20039969085676396,-3.828859348669343,-6.201730745460568,-2.7664283540155044,-382.1216914839664,-618.9352041377813,-343.3906952023467,-0.3880845827418291,-0.6635896832470722,-0.2728886023109216,-38.730996281619674,-66.22651529411898,-27.23439144819577,0.8707723699874556,0.8307284514515609,0.912305921946852,-0.14840575386470534,-0.20376279186377325,-0.09612354358723174,-0.3056896936262778,-0.4197154341741838,-0.1979975561880238,-60.17513654060587,-82.62114845948498,-38.97589688740626,0.8588060678173648,0.8154643757373164,0.9039710939079852,-0.16440723636417268,-0.22629513900694,-0.10623006281856784,-0.3386499270097338,-0.4661280975346284,-0.21881520433845697,-66.663371458609,-91.75749951469062,-43.073859121743496,-0.03296023338345599,-0.04641266336044464,-0.02081764815043313,-6.4882349180031484,-9.136351055205637,-4.09796223433723,0.8307284514515609,0.7921354252002014,0.912305921946852,-0.20376279186377325,-0.2624104012861988,-0.09612354358723174,-0.37897827907261017,-0.4880569282574568,-0.1787801138463236,-186.68880742493113,-240.42213214653043,-88.06902159917418,0.8154643757373164,-0.22629513900694,-0.4208861763176231,0.7738902576648242,-0.2921728760579708,-0.5434121349994658,0.9039710939079852,-0.10623006281856784,-0.19757722214402823,-207.33309178208037,-267.6907068962886,-97.3286808591272,-0.04190789724501298,-0.05535520674200905,-0.01879710829770464,-20.64428435714925,-27.268574749758155,-9.259659259953027,0.9286
37067003309,37067003309,Census Tract 33.09; Forsyth County; North Carolina,3626,2529,1012,Winston-Salem city,North Carolina,29744,0.7656218691109297,0.17648965726837726,37067,3626,2529,1012,0.013777,0.009162065641,0.004054771124,0.7620675164663396,0.6624195127120446,0.8164879325421216,-0.31221968971586495,-0.5096173660492735,-0.22475784410740357,-15.5970601120713,-25.458140387172616,-11.227868455038678,-430.1450665215472,-702.0998452060843,-309.6488818267699,0.7416394018861165,0.6356915353400392,0.8001008787762007,-0.34836417463369396,-0.5730900042031986,-0.24984239678571055,-17.40267238622439,-28.62894154215248,-12.48097736807368,-479.9413233928402,-789.5460987907468,-430.1450665215472,-1.805612274153088,-3.1708011549798627,-1.2531089130350033,-49.7962568712931,-87.44625358466251,-34.558988224903565,0.8445489156342812,0.797372417020791,0.8939893961146733,-0.18406403878805572,-0.2541191275919513,-0.11858150034670942,-1.8874876625454549,-2.6058687036576513,-1.21599591307603,-74.63375494446242,-103.03949006159158,-48.082084344643334,0.8303999024909173,0.779520120033984,0.8840271522926137,-0.20423906240877443,-0.28284052495836026,-0.13118697475142613,-2.094372768546622,-2.900392737451048,-1.3452589542224425,-82.81426526479326,-114.68535932981604,-53.19331570669998,-0.2068851060011665,-0.29452403379339653,-0.1292630411464124,-8.180510320330823,-11.645869268224455,-5.111231362056639,0.797372417020791,0.7523782014289316,0.8939893961146733,-0.2541191275919513,-0.32911878374570147,-0.11858150034670942,-2.3561952011626857,-3.0515927951685713,-1.099488907864634,-232.8256127631112,-301.5407900364201,-108.64514899848162,0.779520120033984,-0.28284052495836026,-2.6225002970706366,0.7312734815513627,-0.3674774557372796,-3.40725480190526,0.8840271522926137,-0.13118697475142613,-1.2163669980037772,-259.14034556033954,-336.68525710526285,-120.1943673916776,-0.26630509590795093,-0.3556620067366887,-0.1168780901391433,-26.314732797228352,-35.14446706884276,-11.549218393195977,0.9274
37067003701,37067003701,Census Tract 37.01; Forsyth County; North Carolina,2729,1777,528,Winston-Salem city,North Carolina,141212,0.7176745324015581,0.20799179180702185,37067,2729,1777,528,0.013777,0.009162065641,0.004054771124,0.7771304419321883,0.6823663395513543,0.8284997304982112,-0.28678526286229195,-0.46548846570814895,-0.20700099612423353,-10.78238970585241,-17.50117140173493,-7.782706082714131,-395.10405664537967,-641.3034592061169,-285.1852723603566,0.757780305223885,0.6567791464042534,0.8130581521400073,-0.3196436923819914,-0.5225818381640441,-0.2299243262833697,-12.017782308204534,-19.647735647389492,-8.644564452509131,-440.37311499466966,-719.9609984386036,-395.10405664537967,-1.235392602352125,-2.146564245654563,-0.8618583697950006,-45.26905834929002,-78.65753923248673,-31.58147196024187,0.8548901428714252,0.81048491241121845,0.9012350773038752,-0.16974094079641203,-0.23382926034362336,-0.10958841392590804,-1.22303920224145,-1.6848165839635691,-0.7896204988259468,-68.82606653018853,-94.81241327876025,-44.43559363117314,0.8415915000607795,0.7936324704556267,0.8919117706458058,-0.1882249285167213,-0.2600290905762678,-0.12118713185714636,-1.3562224018255873,-1.8735949618625576,-0.8731930692328687,-76.32090049665658,-105.43584478686311,-49.13860828547375,-0.13318319958413727,-0.18877837789898844,-0.0835725704069219,-7.494833966468051,-10.623431508102897,-4.703014654300613,0.81048491241121845,0.7679571459890686,0.9012350773038752,-0.23382926034362336,-0.3021559929780696,-0.10958841392590804,-1.1311655689249107,-1.4617009659049294,-0.5301416957138269,-214.2359032054755,-276.83730414866085,-100.4056241882248,0.7936324704556267,-0.2600290905762678,-1.2579090989146702,0.7479467588318769,-0.3369935602926779,-1.6302301593577857,0.8919117706458058,-0.12118713185714636,-0.5862513132536,-238.24035964292997,-308.75571199958057,-111.0324456919697,-0.12674352998975946,-0.1685291934528561,-0.05610961753977317,-24.004456437454444,-31.918407850919717,-10.62682150374492,0.6457
