geoid,GEOID,NAME,over20,over35,over55,city,state,totalCells,meanNDVI,standardDevNDVI,countyGEOID,popOver20_2023,popOver35_2023,popOver55_2023,mortalityRate,DementiaRate,StrokeRate,rr_Mortality,rr_Mortality_low,rr_Mortality_high,paf_Mortality,paf_Mortality_low,paf_Mortality_high,ls_Mortality,ls_Mortality_low,ls_Mortality_high,ls_Mortality_Rate,ls_Mortality_low_Rate,ls_Mortality_high_Rate,rr_Mortality10,rr_Mortality_low10,rr_Mortality_high10,paf_Mortality10,paf_Mortality_low10,paf_Mortality_high10,ls_Mortality10,ls_Mortality_low10,ls_Mortality_high10,ls_Mortality10_Rate,ls_Mortality_low10_Rate,ls_Mortality_high10_Rate,ls_Mortality_Change,ls_Mortality_Change_low,ls_Mortality_Change_high,ls_Mortality_Change_Rate,ls_Mortality_Change_low_Rate,ls_Mortality_Change_high_Rate,rr_Stroke,rr_Stroke_low,rr_Stroke_high,paf_Stroke,paf_Stroke_low,paf_Stroke_high,ls_Stroke,ls_Stroke_low,ls_Stroke_high,ls_Stroke_Rate,ls_Stroke_low_Rate,ls_Stroke_high_Rate,rr_Stroke10,rr_Stroke_low10,rr_Stroke_high10,paf_Stroke10,paf_Stroke_low10,paf_Stroke_high10,ls_Stroke10,ls_Stroke_low10,ls_Stroke_high10,ls_Stroke10_Rate,ls_Stroke_low10_Rate,ls_Stroke_high10_Rate,ls_Stroke_Change,ls_Stroke_Change_low,ls_Stroke_Change_high,ls_Stroke_Change_Rate,ls_Stroke_Change_low_Rate,ls_Stroke_Change_high_Rate,rr_Dementia,rr_Dementia_low,rr_Dementia_high,paf_Dementia,paf_Dementia_low,paf_Dementia_high,ls_Dementia,ls_Dementia_low,ls_Dementia_high,ls_Dementia_Rate,ls_Dementia_low_Rate,ls_Dementia_high_Rate,rr_Dementia10,paf_Dementia10,ls_Dementia10,rr_Dementia_low10,paf_Dementia_low10,ls_Dementia_low10,rr_Dementia_high10,paf_Dementia_high10,ls_Dementia_high10,ls_Dementia_10_Rate,ls_Dementia_low10_Rate,ls_Dementia_high10_Rate,ls_Dementia_Change,ls_Dementia_Change_low,ls_Dementia_Change_high,ls_Dementia_Change_Rate,ls_Dementia_Change_low_Rate,ls_Dementia_Change_high_Rate,RPL_THEMES
06029006201,06029006201,Census Tract 62.01; Kern County; California,1400,953,374,Bakersfield city,California,1238288,0.8232680089832225,0.2152098789259888,06029,1400,953,374,0.01146099999999999,0.009493868073,0.003212018401,0.7443436713139819,0.6392082355109218,0.8022767117318449,-0.343465442830609,-0.564435413133712,-0.2464527330493455,-5.511040416394253,-9.056591977895662,-3.954432682869968,-393.6457440281609,-646.8994269925473,-282.4594773478549,0.7226880112290855,0.6112327248635488,0.7847956811410125,-0.3837229682270308,-0.6360380577189143,-0.2742170019922924,-6.156988514389998,-10.205485051323066,-4.399921483767128,-439.78489388499986,-728.9632179516476,-393.6457440281609,-0.6459480979957455,-1.148893073427404,-0.44548880089715936,-46.13914985683897,-82.06379095910029,-31.820628635511387,0.8322813344595316,0.7818880641452869,0.8853551345577712,-0.20151679317593,-0.2789554488124077,-0.12949025873046208,-0.6168536923453932,-0.8538975630163678,-0.3963766143842478,-64.72756477915983,-89.60100346446671,-41.592509379249506,0.8171413171820311,0.7628849403563326,0.874639851422981,-0.2237785300694008,-0.3108136589154773,-0.14332773469339,-0.6849980607840598,-0.9514172497078742,-0.43873386911200046,-71.87807563316471,-99.83391917186508,-46.03713212088147,-0.06814436843866656,-0.09751968669150646,-0.04235725472775265,-7.150510854004886,-10.23291570739837,-4.444622741631967,0.7818880641452869,0.7340657640748552,0.8853551345577712,-0.2789554488124077,-0.3622757645703615,-0.12949025873046208,-0.990488969746794,-1.286334969763706,-0.4597819239889906,-264.83662292695027,-343.9398314876219,-122.93634331256432,0.7628849403563326,-0.3108136589154773,-1.1036081285132056,0.7117188470427581,-0.40504920468956296,-1.43821090843621,0.874639851422981,-0.14332773469339,-0.5089147420384901,-295.0823873029961,-384.5483712396283,-136.07346043809895,-0.11311915876641154,-0.15187593867250415,-0.04913281804949948,-30.24576437604587,-40.60853975200646,-13.137117125534624,0.9741
06029006202,06029006202,Census Tract 62.02; Kern County; California,4379,2557,595,Bakersfield city,California,2121039,0.8365716164338605,0.2165713218349025,06029,4379,2557,595,0.01146099999999999,0.009493868073,0.003212018401,0.7403122480943874,0.633968087274292,0.7990323252318231,-0.3507813798489299,-0.5773664638222413,-0.2515138229355992,-17.60491732229035,-28.976705846334312,-12.622905070107606,-402.0305394448584,-661.7197041866707,-288.2599924664902,0.7183836311593812,0.605723100336242,0.781305324862094,-0.3920138998519848,-0.6509193713181676,-0.2799093621645381,-19.674283449865552,-32.66815849937285,-14.048012413783068,-449.28713062035973,-746.0186914677518,-402.0305394448584,-2.0693661275752007,-3.691452653038539,-1.425107343675462,-47.25659117550127,-84.29898728108104,-32.54412751028687,0.8294756174124792,0.7783574958721708,0.883374387610275,-0.2055809465737712,-0.2847566899570649,-0.13202285919249182,-1.688463255872405,-2.3387440123680077,-1.0843210443227878,-66.03297832899511,-91.46437279499445,-42.405985307891584,0.8141116823287794,0.7590965601227848,0.8724876405792948,-0.22833269894799216,-0.3173554624437354,-0.14614804094650824,-1.8753263797699045,-2.606482002914404,-1.2003330131927612,-73.34088305709442,-101.93515850271427,-46.943019679028595,-0.18686312389749937,-0.26773799054639635,-0.11601196886997343,-7.307904728099311,-10.470785707719845,-4.537034371137014,0.7783574958721708,0.7299033095181978,0.883374387610275,-0.2847566899570649,-0.3700444798093742,-0.13202285919249182,-1.6085482561771398,-2.0903263161090058,-0.7457775266372946,-270.3442447356538,-351.31534724521106,-125.34076077937723,0.7590965601227848,-0.3173554624437354,-1.7926938811486042,0.7072807956372187,-0.4138656190983645,-2.337865424663853,0.8724876405792948,-0.14614804094650824,-0.8255685808247629,-301.293089268673,-392.91855876703414,-138.75102198735513,-0.18414562497146436,-0.24753910855484704,-0.07979105418746835,-30.948844533019223,-41.603211521823035,-13.410261207977875,0.8524
06029003133,06029003133,Census Tract 31.33; Kern County; California,1770,1216,514,Bakersfield city,California,0,NA,NA,06029,1770,1216,514,0.01146099999999999,0.009493868073,0.003212018401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.944
06029003132,06029003132,Census Tract 31.32; Kern County; California,3040,1817,607,Bakersfield city,California,0,NA,NA,06029,3040,1817,607,0.01146099999999999,0.009493868073,0.003212018401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9281
06029003209,06029003209,Census Tract 32.09; Kern County; California,2686,1794,368,Bakersfield city,California,0,NA,NA,06029,2686,1794,368,0.01146099999999999,0.009493868073,0.003212018401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6719
06029003218,06029003218,Census Tract 32.18; Kern County; California,4075,2620,283,Bakersfield city,California,0,NA,NA,06029,4075,2620,283,0.01146099999999999,0.009493868073,0.003212018401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2984
06029003222,06029003222,Census Tract 32.22; Kern County; California,837,647,356,Bakersfield city,California,1196783,0.804462302494751,0.2428896906120108,06029,837,647,356,0.01146099999999999,0.009493868073,0.003212018401,0.7500798867018706,0.6466895732230512,0.8068853950479115,-0.33319132765582804,-0.5463369774404693,-0.2393333751450808,-3.196256759842503,-5.240932498398647,-2.295890843094114,-381.87058062634446,-626.1568098445217,-274.2999812537771,0.7288166272242151,0.619106615351348,0.7897561928446944,-0.3720872475270206,-0.615230681120233,-0.2662135593999071,-3.569379757050312,-5.901819945998994,-2.553748606784314,-426.4491943907183,-705.115883631899,-381.87058062634446,-0.3731229972078087,-0.6608874476003477,-0.25785776369019997,-44.578613764373806,-78.95907378737725,-30.807379174456383,0.8362636356407405,0.78690613889824,0.8881626565742198,-0.19579515045372703,-0.27079959167698975,-0.12591988933328285,-0.40689676407630576,-0.562769186628006,-0.26168368002898107,-62.88976260839347,-86.98132714497774,-40.4457001590388,0.8214431897631032,0.7682723914796096,0.8776912321221946,-0.2173696397536524,-0.30162167883464885,-0.13935284232254613,-0.4517323479117348,-0.6268229055146406,-0.28959971927027034,-69.81952827074727,-96.88143825574043,-44.76038937716698,-0.04483558383542901,-0.06405371888663458,-0.02791603924128927,-6.929765662353788,-9.900111110762689,-4.314689218128172,0.78690613889824,0.7399902497457683,0.8881626565742198,-0.27079959167698975,-0.3513691570173537,-0.12591988933328285,-0.9152530727468848,-1.1875634621052562,-0.4255861868865131,-257.0935597603609,-333.5852421643978,-119.5466817096947,0.7682723914796096,-0.30162167883464885,-1.0194260879454038,0.7180399320736445,-0.39268020528061215,-1.3271872467173174,0.8776912321221946,-0.13935284232254613,-0.4709871102163852,-286.3556426812932,-372.80540638126894,-132.29975006078237,-0.10417301519851896,-0.13962378461206115,-0.04540092332987211,-29.26208292093229,-39.22016421687111,-12.753068351087672,0.8529
06029003211,06029003211,Census Tract 32.11; Kern County; California,3278,1931,437,Bakersfield city,California,55651,0.565462544023371,0.2788050566728376,06029,3278,1931,437,0.01146099999999999,0.009493868073,0.003212018401,0.8269499595317754,0.7497564726812267,0.8678154500757569,-0.2092630134067685,-0.333766411410721,-0.15231873310472166,-7.861835214235003,-12.539323045382378,-5.7224865503711175,-239.83633966549732,-382.5296841178273,-174.57250001132147,0.8113853337312633,0.7284709642069357,0.8555986990795303,-0.23246003893287925,-0.3727383096025931,-0.16877223057470678,-8.733327931355491,-14.003464446112735,-6.340630596473589,-266.4224506209729,-427.1953766355319,-239.83633966549732,-0.8714927171204883,-1.464141400730357,-0.6181440461024712,-26.58611095547554,-44.665692517704606,-18.857353450349944,0.8885655704743293,0.8535573214784333,0.9246283898719402,-0.12540934876216892,-0.17156747981250467,-0.08151556988045618,-0.7778398893872019,-1.0641314290921258,-0.5055927846287954,-40.28171358815131,-55.10779021709611,-26.182951042402667,0.8781292219616664,0.8401483157482619,0.917411006723122,-0.13878456039315554,-0.19026602952761895,-0.09002398343995847,-0.8607984027537545,-1.1801074546888164,-0.5583654329784397,-44.577856175751144,-61.11379879279215,-28.91586913404659,-0.08295851336655258,-0.11597602559669062,-0.05277264834964423,-4.296142587599823,-6.006008575696045,-2.7329180916439273,0.8535573214784333,0.8195833091328707,0.9246283898719402,-0.17156747981250467,-0.22013221701404875,-0.08151556988045618,-0.7118026512842133,-0.913289021176444,-0.3381934549907824,-162.88390189570097,-208.99062269483844,-77.38980663404631,0.8401483157482619,-0.19026602952761895,-0.7893795748185178,0.8034380875538277,-0.24465097621228127,-1.015012948243356,0.917411006723122,-0.09002398343995847,-0.3734933342948023,-180.6360583108737,-232.2684092090059,-85.46758221849022,-0.07757692353430456,-0.1017239270669118,-0.0352998793040199,-17.75215641517267,-23.27778651416746,-8.077775584443913,0.7631
06029003220,06029003220,Census Tract 32.20; Kern County; California,3375,1939,348,Bakersfield city,California,254508,0.8178460262349886,0.23173303134665252,06029,3375,1939,348,0.01146099999999999,0.009493868073,0.003212018401,0.7459929975433705,0.6413562996458612,0.8036027607642708,-0.340495156513667,-0.559195724049443,-0.2443959239873,-13.170650587210588,-21.63017990249099,-9.453448186262252,-390.2414988803137,-640.8942193330665,-280.1021684818445,0.7244496817292898,0.6134925615682141,0.7862226699223358,-0.38035811902485867,-0.6300116132521523,-0.2719043068279644,-14.712584857235678,-24.369400460754843,-10.517496504374137,-435.9284402143905,-722.0563099482916,-390.2414988803137,-1.5419342700250898,-2.739220558263849,-1.064048318111885,-45.68694133407673,-81.16209061522515,-31.52735757368548,0.8334275453258987,0.783331562428167,0.8861636758417308,-0.19986435006652653,-0.2765986307256729,-0.12845970474939708,-1.2447758940580047,-1.7226849497780126,-0.8000603598222136,-64.19679701175887,-88.84398915822653,-41.26149354420905,0.8183792985656967,0.7644343401013066,0.875518522762546,-0.2219272918469643,-0.30815682595770755,-0.14218028973810212,-1.382186182942204,-1.9192326616222577,-0.885513585675795,-71.28345450965466,-98.98053953699112,-45.66857068982955,-0.13741028888419926,-0.19654771184424513,-0.0854532258535814,-7.086657497895785,-10.136550378764577,-4.4070771456204945,0.783331562428167,0.7357690039053317,0.8861636758417308,-0.2765986307256729,-0.35912221728854693,-0.12845970474939708,-0.91384483643013,-1.186491715651205,-0.4244136623763829,-262.5990909281983,-340.94589530207037,-121.95794895873073,0.7644343401013066,-0.30815682595770755,-1.01810888750004,0.7135355851798936,-0.4014717987020706,-1.3264090615838,0.875518522762546,-0.14218028973810212,-0.46974463784735104,-292.5600251436897,-381.1520291907472,-134.9840913354457,-0.1042640510699102,-0.13991734593259508,-0.04533097547096815,-29.96093421549144,-40.20613388867675,-13.026142376714985,0.177
06029003103,06029003103,Census Tract 31.03; Kern County; California,2760,1373,475,Bakersfield city,California,13118,0.4725447164089928,0.2731565374351995,06029,2760,1373,475,0.01146099999999999,0.009493868073,0.003212018401,0.8589194066284013,0.7941256766638543,0.8927272569149854,-0.16425358687073555,-0.25924652657124747,-0.12016295263092897,-5.19572859118638,-8.200579457251266,-3.801037776284492,-188.25103591255,-297.12244410330675,-137.71876001030768,0.8459557699803144,0.7760293774015149,0.8826543673524813,-0.18209489844045892,-0.2886110102538083,-0.1329463003729269,-5.760091381632035,-9.129447376312156,-4.205405234064558,-208.69896310261,-330.7770788518897,-188.25103591255,-0.5643627904456556,-0.92886791906089,-0.404367457780066,-20.447927190059985,-33.654634748582964,-14.65099484710384,0.9097715028348502,0.8809684313528147,0.9392063217819344,-0.09917709763825049,-0.13511445406097075,-0.06472877876580199,-0.4373810437111283,-0.5958684247163776,-0.2854604690893293,-31.855866257183415,-43.39901126849072,-20.791002847001405,0.901209086807928,0.8698740611812223,0.9333340451815332,-0.10962041399514529,-0.14959169910420894,-0.07142775425651629,-0.4834371263830059,-0.6597145413890956,-0.315003629372272,-35.21027868776446,-48.04912901595743,-22.94272610140364,-0.04605608267187766,-0.063846116672718,-0.02954316028294268,-3.3544124305810383,-4.650117747466715,-2.1517232544022344,0.8809684313528147,0.8527899175272506,0.9392063217819344,-0.13511445406097075,-0.1726217435820532,-0.06472877876580199,-0.6093104307648808,-0.7784528285471425,-0.2919000809112407,-128.27588016102752,-163.88480600992472,-61.45264861289278,0.8698740611812223,-0.14959169910420894,-0.6745968316528541,0.83931746989504,-0.1914442816554909,-0.8633347078495551,0.9333340451815332,-0.07142775425651629,-0.32210969593946415,-142.02038561112718,-181.75467533674845,-67.81256756620299,-0.06528640088797333,-0.08488187930241264,-0.03020961502822344,-13.744505450099648,-17.869869326823714,-6.359918953310199,0.9845
06029002401,06029002401,Census Tract 24.01; Kern County; California,1189,798,267,Bakersfield city,California,12774,0.5548023558550571,0.2956004294391756,06029,1189,798,267,0.01146099999999999,0.009493868073,0.003212018401,0.8305564403255369,0.754718238215006,0.8706378341804303,-0.2040120953225643,-0.324997793037456,-0.14858321191766727,-2.78009914052088,-4.4287868504367145,-2.024762596036389,-233.81826244919097,-372.4799706002283,-170.29121917883845,0.8152786420691664,0.7337757071281833,0.8586601132525729,-0.22657450888448785,-0.36281426365796815,-0.16460516165358707,-3.0875600606805618,-4.944116773907143,-2.243095771919284,-259.67704463251147,-415.8214275783972,-233.81826244919097,-0.30746092015968163,-0.5153299234704285,-0.2183331758828948,-25.85878218332057,-43.34145697816893,-18.36275659233766,0.8909731431390544,0.8566582963089622,0.9262893155307684,-0.12236828651964177,-0.167326580865027,-0.07957630864714753,-0.3136532520239438,-0.4288899332584752,-0.20396925299131805,-39.304918799992954,-53.74560567148812,-25.56005676582933,0.8807468011043338,0.8435064108575053,0.9192239264959432,-0.13540009313248633,-0.18552744487549763,-0.08787420689969733,-0.34705625732965056,-0.4755422183308281,-0.22523834848901697,-43.49075906386599,-59.59175668306115,-28.2253569535109,-0.03340300530570678,-0.0466522850723528,-0.02126909549769892,-4.18584026387303,-5.846151011573033,-2.6653001876815696,0.8566582963089622,0.8233263723289096,0.9262893155307684,-0.167326580865027,-0.2145851676915692,-0.07957630864714753,-0.42414992118494155,-0.5439439537538527,-0.20171502260063684,-158.85764838387323,-203.724327248634,-75.54869760323477,0.8435064108575053,-0.18552744487549763,-0.4702866138468574,0.8074752681779805,-0.23842802301108235,-0.6043823201647043,0.9192239264959432,-0.08787420689969733,-0.2227490559958371,-176.1373085568754,-226.36041953734244,-83.42661273252327,-0.04613669266191583,-0.06043836641085154,-0.02103403339520029,-17.279660173002185,-22.636092288708443,-7.877915129288501,0.7342
06029002403,06029002403,Census Tract 24.03; Kern County; California,1369,684,246,Bakersfield city,California,50470,0.7227231238479481,0.2852609499074019,06029,1369,684,246,0.01146099999999999,0.009493868073,0.003212018401,0.7755304753230031,0.6802380647048488,0.8272266750491173,-0.2894399792393805,-0.4700735696610774,-0.20885850294977992,-4.541344823223616,-7.375505546001396,-3.277012676858868,-331.7271602062539,-538.7513181885606,-239.37273023074275,0.7560643408776885,0.6545261818409704,0.8116839967066092,-0.32263875695967253,-0.5278227636170695,-0.2320065494176047,-5.06223726432177,-8.281596693833054,-3.640208049076104,-369.77627935148064,-604.9376693815233,-331.7271602062539,-0.5208924410981544,-0.906091147831658,-0.36319537221723586,-38.04911914522676,-66.1863511929626,-26.529976056773982,0.853795330610327,0.809094142614868,0.9004693888706492,-0.17124088660119527,-0.23595011671713947,-0.11053192075099869,-0.37621975307635,-0.5183872637636681,-0.24284090533145575,-55.00288787665936,-75.78761166135497,-35.50305633500815,0.8404060164665902,0.7921345624344176,0.8910782619665583,-0.18990104831044408,-0.2624117762602891,-0.12223588284272333,-0.4172165124949581,-0.5765240745272062,-0.26855475098806236,-60.99656615423364,-84.28714539871436,-39.26239049533075,-0.04099675941860808,-0.05813681076353816,-0.02571384565660661,-5.993678277574282,-8.49953373735938,-3.759334160322605,0.809094142614868,0.7663016884623343,0.9004693888706492,-0.23595011671713947,-0.3049690677396343,-0.11053192075099869,-0.5510595028606826,-0.7122526794846085,-0.25814636647245703,-224.0079279921474,-289.53360954658876,-104.93754734652724,0.7921345624344176,-0.2624117762602891,-0.6128604850157274,0.7461733960725556,-0.34017107184931455,-0.7944666624835455,0.8910782619665583,-0.12223588284272333,-0.28548087099189284,-249.13027846167785,-322.9539278388396,-116.04913454954996,-0.06180098215504481,-0.08221398299893701,-0.02733450451943581,-25.122350469530417,-33.42031829225082,-11.111587203022689,0.95
06029003214,06029003214,Census Tract 32.14; Kern County; California,1252,978,192,Bakersfield city,California,64487,0.5406532353431318,0.26140822460083907,06029,1252,978,192,0.01146099999999999,0.009493868073,0.003212018401,0.8353675765280164,0.7613546726705483,0.8743981278054194,-0.1970778231018189,-0.3134482993220135,-0.14364380274900468,-2.827903581073573,-4.497723560079055,-2.0611696323795408,-225.87089305699465,-359.24309585295964,-164.63016233063425,0.820475044796836,0.7408763288880977,0.8627404109654878,-0.21880611280214812,-0.34975293582505645,-0.15909720616993675,-3.139686547249425,-5.018665033658697,-2.2829131760518835,-250.7736858825419,-400.8518397490972,-225.87089305699465,-0.3117829661758522,-0.5209414735796418,-0.22174354367234272,-24.9027928255473,-41.608743896137526,-17.71114566073025,0.8941787592596517,0.8607915842179246,0.9284984481727062,-0.1183446147031769,-0.16172139497454982,-0.0770077235648692,-0.3717623283239705,-0.5080241503707829,-0.2419085201570726,-38.01250800858594,-51.9452096493643,-24.735022510948117,0.884233132731415,0.8479843038664333,0.921635724277584,-0.1309234668813853,-0.17926711077132249,-0.08502738517849992,-0.41127695588131774,-0.5631414548047781,-0.2671011162150468,-42.05285847457237,-57.58092584915931,-27.310952578225645,-0.03951462755734725,-0.05511730443399521,-0.02519259605797419,-4.0403504659864264,-5.635716199795011,-2.5759300672775245,0.8607915842179246,0.8283209040851541,0.9284984481727062,-0.16172139497454982,-0.2072615758797712,-0.0770077235648692,-0.294789424986221,-0.3778010991368883,-0.1403714242803689,-153.5361588469901,-196.77140580046265,-73.11011681269213,0.8479843038664333,-0.17926711077132249,-0.3267721535022361,0.8128651114325783,-0.23021641098314408,-0.4196436929497955,0.921635724277584,-0.08502738517849992,-0.1549898452755521,-170.1938299490813,-218.5644234113518,-80.72387774768339,-0.03198272851601508,-0.04184259381290717,-0.0146184209951832,-16.657671102091186,-21.79301761088915,-7.613760934991253,0.8457
