geoid,GEOID,NAME,over20,over35,over55,city,state,totalCells,meanNDVI,standardDevNDVI,countyGEOID,popOver20_2023,popOver35_2023,popOver55_2023,mortalityRate,DementiaRate,StrokeRate,rr_Mortality,rr_Mortality_low,rr_Mortality_high,paf_Mortality,paf_Mortality_low,paf_Mortality_high,ls_Mortality,ls_Mortality_low,ls_Mortality_high,ls_Mortality_Rate,ls_Mortality_low_Rate,ls_Mortality_high_Rate,rr_Mortality10,rr_Mortality_low10,rr_Mortality_high10,paf_Mortality10,paf_Mortality_low10,paf_Mortality_high10,ls_Mortality10,ls_Mortality_low10,ls_Mortality_high10,ls_Mortality10_Rate,ls_Mortality_low10_Rate,ls_Mortality_high10_Rate,ls_Mortality_Change,ls_Mortality_Change_low,ls_Mortality_Change_high,ls_Mortality_Change_Rate,ls_Mortality_Change_low_Rate,ls_Mortality_Change_high_Rate,rr_Stroke,rr_Stroke_low,rr_Stroke_high,paf_Stroke,paf_Stroke_low,paf_Stroke_high,ls_Stroke,ls_Stroke_low,ls_Stroke_high,ls_Stroke_Rate,ls_Stroke_low_Rate,ls_Stroke_high_Rate,rr_Stroke10,rr_Stroke_low10,rr_Stroke_high10,paf_Stroke10,paf_Stroke_low10,paf_Stroke_high10,ls_Stroke10,ls_Stroke_low10,ls_Stroke_high10,ls_Stroke10_Rate,ls_Stroke_low10_Rate,ls_Stroke_high10_Rate,ls_Stroke_Change,ls_Stroke_Change_low,ls_Stroke_Change_high,ls_Stroke_Change_Rate,ls_Stroke_Change_low_Rate,ls_Stroke_Change_high_Rate,rr_Dementia,rr_Dementia_low,rr_Dementia_high,paf_Dementia,paf_Dementia_low,paf_Dementia_high,ls_Dementia,ls_Dementia_low,ls_Dementia_high,ls_Dementia_Rate,ls_Dementia_low_Rate,ls_Dementia_high_Rate,rr_Dementia10,paf_Dementia10,ls_Dementia10,rr_Dementia_low10,paf_Dementia_low10,ls_Dementia_low10,rr_Dementia_high10,paf_Dementia_high10,ls_Dementia_high10,ls_Dementia_10_Rate,ls_Dementia_low10_Rate,ls_Dementia_high10_Rate,ls_Dementia_Change,ls_Dementia_Change_low,ls_Dementia_Change_high,ls_Dementia_Change_Rate,ls_Dementia_Change_low_Rate,ls_Dementia_Change_high_Rate,RPL_THEMES
31109001200,31109001200,Census Tract 12; Lancaster County; Nebraska,3943,2372,791,Lincoln city,Nebraska,122427,0.6221876128998886,0.2138325528516264,31109,3943,2372,791,0.010555,0.007989355967,0.00345486942399999,0.8080208642333533,0.7238973389741106,0.8529501205926253,-0.23759180519279743,-0.38141134959437106,-0.1724014990527291,-9.88818246952274,-15.873716762561136,-7.175068514123634,-250.7781503809977,-402.57967949685866,-181.96978225015556,0.7909787798260299,0.7008816313783263,0.8394909109041414,-0.2642564193946426,-0.42677444411467785,-0.1911981261631391,-10.997920115959314,-17.761654587836762,-7.957353401973572,-278.92265067104523,-450.4604257630425,-250.7781503809977,-1.1097376464365745,-1.8879378252756265,-0.7822848878499382,-28.14450029004754,-47.88074626618378,-19.839839915037743,0.875863367199715,0.8372441965142526,0.9158402193302898,-0.14173059115050218,-0.19439466306647216,-0.09189351908049224,-1.1614751467444389,-1.5930545973078485,-0.753062819342509,-48.96606858113149,-67.16081776171367,-31.74801093349532,0.8643308190014167,0.8225027533338755,0.9078240480622904,-0.1569644145690944,-0.2158014012070714,-0.10153504099660622,-1.2863155721385553,-1.7684817518927751,-0.8320746120081217,-54.22915565508243,-74.55656626866674,-35.07903086037613,-0.12484042539411644,-0.17542715458492708,-0.07901179266561276,-5.263087073950946,-7.395748506953081,-3.3310199268808076,0.8372441965142526,0.7999500229191254,0.9158402193302898,-0.19439466306647216,-0.2500780940675084,-0.09189351908049224,-1.2284927356065518,-1.5803886642259006,-0.5807284976805381,-155.3088161323074,-199.7962913054236,-73.41700349943592,0.8225027533338755,-0.2158014012070714,-1.3637743420247557,0.7822924533547044,-0.278294320380697,-1.7587033797905438,0.9078240480622904,-0.10153504099660622,-0.64165887224584806,-172.41142124206772,-222.3392389115732,-81.11995856458256,-0.13528160641820386,-0.17831471556464318,-0.06093037456530992,-17.102605109760287,-22.542947606149585,-7.702955065146639,0.4979
31109002300,31109002300,Census Tract 23; Lancaster County; Nebraska,3989,2441,908,Lincoln city,Nebraska,83757,0.6817784400725915,0.17454061386082587,31109,3989,2441,908,0.010555,0.007989355967,0.00345486942399999,0.788601967253596,0.6976918435838996,0.8376079716972542,-0.2680668341249818,-0.4332975355755996,-0.19387593455407193,-11.28665783698065,-18.24351394163381,-8.162931991491517,-282.9445434189183,-457.3455488000454,-204.63604892182295,0.7700938263007956,0.673023161655682,0.8228958690450919,-0.29854306819154264,-0.4858329653023131,-0.21522058575943995,-12.56982599611455,-20.455460158627236,-9.061624944653955,-315.11220847617324,-512.7966948765915,-282.9445434189183,-1.2831681591339006,-2.211946216993425,-0.8986929531624384,-32.167665057254965,-55.45114607654613,-22.52927934726594,0.862714971797043,0.820442621170281,0.906698018644948,-0.15913138486166645,-0.21885427962481763,-0.1029030387586938,-1.3420084786918862,-1.8456717328880692,-0.8678159284378435,-54.97781559573478,-75.61129589873286,-35.55165622440981,0.8500687840873673,0.8043647587218006,0.897860639555873,-0.17637539304963262,-0.2432170718034432,-0.11375859007991512,-1.4874329982798984,-2.051131351659978,-0.9593644430606386,-60.93539525931579,-84.02832247685284,-39.30210745844485,-0.14542451958801217,-0.20545961877190863,-0.09154851462279512,-5.957579663580998,-8.417026578119977,-3.7504512340350313,0.820442621170281,0.7798312153498415,0.906698018644948,-0.21885427962481763,-0.28232876591300365,-0.1029030387586938,-1.5876423083002134,-2.0481075096273447,-0.7464931381101161,-174.85047448240235,-225.56250106028023,-82.21290067292027,0.8043647587218006,-0.2432170718034432,-1.7643781696113088,0.7606776862260266,-0.3146172394793523,-2.282338920556332,0.897860639555873,-0.11375859007991512,-0.825242946370849,-194.31477638891067,-251.35891195554316,-90.8857870452477,-0.17673586131109542,-0.2342314109289871,-0.07874980826073297,-19.464301906508307,-25.7964108952629,-8.672886372327419,0.5049
31109003801,31109003801,Census Tract 38.01; Lancaster County; Nebraska,2104,1564,689,Lincoln city,Nebraska,88623,0.7043188263690123,0.189970290869861,31109,2104,1564,689,0.010555,0.007989355967,0.00345486942399999,0.7813789791974284,0.6880287091111037,0.8318769670871158,-0.2797887153646264,-0.4534277229389839,-0.2021008389035948,-6.213469449977322,-10.069595911266532,-4.48819884213614,-295.3169890673632,-478.5929615620976,-213.3174354627443,0.7623385748684975,0.662776675493143,0.816704615107745,-0.3117531146479092,-0.5088038504914856,-0.2244328996084754,-6.923325879228667,-11.299373446636777,-4.984142993293132,-329.05541251086817,-537.0424641937631,-295.3169890673632,-0.709856429251345,-1.2297775353702427,-0.49594415115699153,-33.738423443504985,-58.44950263166553,-23.5714900740015,0.8577931684267522,0.814175637675787,0.903263794982886,-0.16578219180045958,-0.22823621062241867,-0.10709629407757532,-0.8957901110743541,-1.2332551418473845,-0.5786858053057599,-57.275582549511135,-78.85263055290181,-37.00037118323273,0.8447356860810925,0.7976087566310451,0.8941205226301323,-0.1838022430888548,-0.2537475193023442,-0.11841745568977,-0.9931599405469088,-1.3711033497149032,-0.6398587485992414,-63.50127497102997,-87.66645458535187,-40.911684693046126,-0.09736982947255468,-0.13784820786751872,-0.06117294329348155,-6.225692421518841,-8.813824032450047,-3.9113135098133984,0.814175637675787,0.7723538115163666,0.903263794982886,-0.22823621062241867,-0.29474340009625166,-0.10709629407757532,-1.256364168211744,-1.6224640502397785,-0.5895293567151294,-182.34603312216896,-235.48099422928567,-85.56304161322633,0.7976087566310451,-0.2537475193023442,-1.396795408382796,0.7526584183727368,-0.3286239489116734,-1.8089651642171043,0.8941205226301323,-0.11841745568977,-0.6518485730800834,-202.72792574496313,-262.54937071365816,-94.60792062120224,-0.1404312401710519,-0.18650111397732605,-0.06231921636495397,-20.381892622794183,-27.06837648437243,-9.044879007975902,0.3464
31109003802,31109003802,Census Tract 38.02; Lancaster County; Nebraska,2191,1639,695,Lincoln city,Nebraska,88228,0.6547869027445262,0.21056485107534895,31109,2191,1639,695,0.010555,0.007989355967,0.00345486942399999,0.7973392125260376,0.7094419273424809,0.8445226742252145,-0.2541713542871121,-0.4095586424472106,-0.18410083058743695,-5.877968010100525,-9.471455213027404,-4.257516728669221,-268.2778644500468,-432.2891471030307,-194.31842668503973,0.7794844129176868,0.6855017004168675,0.8303715205793428,-0.28289929013064125,-0.4587855863696321,-0.20428022302873405,-6.5423303980576595,-10.609877764312044,-4.7241854591636185,-298.6002007328918,-484.2481864131467,-268.2778644500468,-0.6643623879571345,-1.1384225512846395,-0.4666687304943977,-30.322336282845026,-51.959039310115905,-21.29934872178903,0.8686458754900103,0.8280106746991737,0.9108275973193164,-0.15121711645253802,-0.20771389857179337,-0.09790261399976204,-0.856271607516389,-1.1761863868723472,-0.5543765853777841,-52.24353920173208,-71.7624397115526,-33.824074763745216,0.8564993506848246,0.8125302328700097,0.9023599240041076,-0.16754320852717244,-0.2307234359364227,-0.10820524426952284,-0.9487186097682506,-1.306478605171613,-0.612715548516947,-57.88399083393841,-79.71193442169695,-37.38349899432257,-0.09244700225186164,-0.13029221829926585,-0.05833896313916287,-5.640451632206323,-7.949494710144347,-3.559424230577356,0.8280106746991737,0.7888805219109216,0.9108275973193164,-0.20771389857179337,-0.26761907820677244,-0.09790261399976204,-1.1533526911134562,-1.4859823351512504,-0.5436142891740082,-165.950027498339,-213.8104079354317,-78.21788333438967,0.8125302328700097,-0.2307234359364227,-1.2811155034396535,0.770393050397209,-0.2980387082728841,-1.654890445974173,0.9023599240041076,-0.10820524426952284,-0.6008206987059566,-184.3331659625401,-238.1137332336939,-86.44902139654052,-0.12776281232619757,-0.16890811082292223,-0.05720640953194833,-18.38313846420109,-24.30332529826219,-8.23113806215084,0.0776
31109000201,31109000201,Census Tract 2.01; Lancaster County; Nebraska,3007,1725,838,Lincoln city,Nebraska,91966,0.6595738219853162,0.17158387393591495,31109,3007,1725,838,0.010555,0.007989355967,0.00345486942399999,0.7957826406413083,0.707343722029972,0.8432922087307234,-0.25662454661503575,-0.413739839423679,-0.18582857714901035,-8.14497697319176,-13.131641183386613,-5.897991839846068,-270.86720895217024,-436.7024005116931,-196.1420631807804,0.7778106892373675,0.6832718893400853,0.8290407855080552,-0.28565988335861775,-0.46354623335348344,-0.20621327379831755,-9.066526187032585,-14.712440592589376,-6.544979382558314,-301.51400688502105,-489.2730493046018,-270.86720895217024,-0.921549213840823,-1.580799409202763,-0.646987542712246,-30.64679793285078,-52.57064879290865,-21.51604731334373,0.8675910699596675,0.8266634145952161,0.910093851534912,-0.15261675070778208,-0.20968217819299512,-0.09878777701163168,-0.9095423811781927,-1.2496323421893047,-0.5887405512026682,-52.72709456105466,-72.44245461966985,-34.12988702624163,0.8553553587026503,0.8110760722571846,0.9015603393971456,-0.16910473503870677,-0.232929973161518,-0.10918810012059647,-1.0078049929795152,-1.3881810578102989,-0.6507228342854916,-58.42347785388494,-80.4742642208869,-37.723062857129946,-0.09826261180132234,-0.1385487156209941,-0.06198228308282338,-5.696383292830281,-8.031809601217052,-3.593175830888312,0.8266634145952161,0.7872680118133463,0.910093851534912,-0.20968217819299512,-0.27021546029370547,-0.09878777701163168,-1.4038390205535616,-1.8091142050613145,-0.6613920997855488,-167.52255615197632,-215.8847500073167,-78.92507157345452,0.8110760722571846,-0.232929973161518,-1.5594848746738017,0.76866103465141,-0.30096356510838734,-2.014975235879065,0.9015603393971456,-0.10918810012059647,-0.7310230981496123,-186.0960470971124,-240.45050547482873,-87.2342599223881,-0.15564585412024012,-0.20586103081775065,-0.0696309983640635,-18.573490945136054,-24.565755467512012,-8.309188348933592,0.3856
31109000800,31109000800,Census Tract 8; Lancaster County; Nebraska,2377,1399,573,Lincoln city,Nebraska,55283,0.6345085544681859,0.19733507848027465,31109,2377,1399,573,0.010555,0.007989355967,0.00345486942399999,0.803967002095421,0.7183995948291547,0.8497551161705983,-0.2438321440975164,-0.3919829676933681,-0.1768096254677192,-6.117561963816451,-9.83455279245632,-4.436018243621591,-257.3648280949285,-413.73802240035,-186.6225596811776,0.7866146787911454,0.6950286170987439,0.8360325120916271,-0.2712704542162639,-0.4387896777175843,-0.19612573140026696,-6.805968174388585,-11.008897339830735,-4.9206445646481765,-286.32596442526653,-463.14250483091024,-257.3648280949285,-0.6884062105721345,-1.1743445473744156,-0.4846263210265853,-28.96113633033801,-49.404482430560186,-20.38814981180418,0.8731284846023429,0.833742333208938,0.9139424580373604,-0.14530681066422813,-0.19941132909871975,-0.0941607879203286,-0.7023204641106556,-0.9638272050796136,-0.45511320474884287,-50.20160572627989,-68.89401037023686,-32.531322712569185,0.8613625234853919,0.8187193195167873,0.9057549969741864,-0.16095136801822946,-0.22141981526734403,-0.10405131999343478,-0.7779362782038962,-1.0702021929391905,-0.5029177298370486,-55.60659601171525,-76.49765496348752,-35.94837239721577,-0.07561581409324059,-0.106374987859577,-0.04780452508820576,-5.404990285435352,-7.603644593250678,-3.417049684646588,0.833742333208938,0.795748149229504,0.9139424580373604,-0.19941132909871975,-0.2566790145453259,-0.0941607879203286,-0.9128853167287538,-1.1750511094323703,-0.4310587622708445,-159.31680920222578,-205.0700016461379,-75.2284052828699,0.8187193195167873,-0.22141981526734403,-1.0136379868883243,0.7777736056140191,-0.2857211825934137,-1.3080032786842155,0.9057549969741864,-0.10405131999343478,-0.4763366386331429,-176.90017223181928,-228.27282350509867,-83.13030342637747,-0.10075267015957068,-0.13295216925184516,-0.04527787636229841,-17.58336302959349,-23.20282185896076,-7.901898143507576,0.8412
31109003601,31109003601,Census Tract 36.01; Lancaster County; Nebraska,1139,625,147,Lincoln city,Nebraska,27039,0.5953981201723617,0.25511967397203594,31109,1139,625,147,0.010555,0.007989355967,0.00345486942399999,0.8169058793845146,0.7359967420184205,0.8599385538501446,-0.22413123131569923,-0.3587016666100569,-0.16287378385672763,-2.694538161905877,-4.312363447727763,-1.9580922462242387,-236.57051465372052,-378.6096091069151,-171.913278860776,0.8005514047398019,0.7137785309111235,0.8470599772630689,-0.24913902352719447,-0.40099478576852216,-0.18055394758597235,-2.9951854660023436,-4.82081745875311,-2.1706457382009594,-262.96623933295376,-423.2499963786752,-236.57051465372052,-0.3006473040964668,-0.5084540110253473,-0.2125534919767207,-26.395724679233258,-44.64038727176008,-18.66141281621779,0.8818394364264117,0.8449091592710347,0.9199801423608024,-0.13399328573059183,-0.18355918979831343,-0.08697998353948726,-0.28933081618244827,-0.3963581452052536,-0.1878153035191236,-46.29293058919172,-63.417303232840574,-30.05044856305978,0.8708201477277354,0.8307895399885193,0.9123391227370288,-0.14834274632866334,-0.20367427834228508,-0.09608365472696984,-0.3203155116019295,-0.43979252293751625,-0.2074728005389882,-51.25048185630872,-70.3668036700026,-33.19564808623811,-0.03098469541948123,-0.04343437773226266,-0.01965749701986457,-4.9575512671169975,-6.949500437162026,-3.1451995231783325,0.8449091592710347,0.8091629072946989,0.9199801423608024,-0.18355918979831343,-0.23584508259694345,-0.08697998353948726,-0.21557839712198765,-0.2769847967362242,-0.10215236542361238,-146.65197083128413,-188.42503179334983,-69.49140505007644,0.8307895399885193,-0.20367427834228508,-0.2392022677167581,0.7922086183680646,-0.26229376557399986,-0.3080470643810437,0.9123391227370288,-0.09608365472696984,-0.1128440384729404,-162.72263109983544,-209.55582610955352,-76.76465202240844,-0.02362387059477044,-0.03106226764481945,-0.01069167304932802,-16.070660268551325,-21.13079431620371,-7.273246972331991,-999
31109001003,31109001003,Census Tract 10.03; Lancaster County; Nebraska,2699,1372,641,Lincoln city,Nebraska,64761,0.618864253564853,0.21111919879644037,31109,2699,1372,641,0.010555,0.007989355967,0.00345486942399999,0.809117819014038,0.7253874510448919,0.8538139726375418,-0.23591395035467663,-0.378573614086568,-0.17121531392941566,-6.720703642436758,-10.784784296549374,-4.877572446378927,-249.0071745993612,-399.5844496683725,-180.71776385249825,0.7921600605966271,0.7024688033476844,0.8404262011375642,-0.26237114156807545,-0.4235507615916912,-0.18987247023765289,-7.474414650578547,-12.06609080093221,-5.409076489144392,-276.9327399251036,-447.05782886003,-249.0071745993612,-0.7537110081417886,-1.2813065043828369,-0.5315040427654649,-27.925565325742447,-47.47337919165753,-19.692628483344382,0.8766025199653579,0.8381912792949328,0.9163527818434876,-0.14076788193526826,-0.19304510163977967,-0.0912827677439181,-0.6672511414181371,-0.9150493894165148,-0.43268769929311496,-48.63346511794002,-66.6945619108247,-31.53700432165561,0.8651332151730751,0.8235262593382814,0.9083829474675724,-0.15589134998122114,-0.2142903625241028,-0.10085730119421704,-0.7389376026842317,-1.0157536436817702,-0.4780717619459571,-53.85842585162038,-74.03452213423981,-34.84488060830591,-0.07168646126609457,-0.10070425426525532,-0.04538406265284211,-5.224960733680362,-7.33996022341511,-3.3078762866503,0.8381912792949328,0.8010871997662977,0.9163527818434876,-0.19304510163977967,-0.24830355583228816,-0.0912827677439181,-0.9886181682336588,-1.271606502561662,-0.46747522662701335,-154.23060346858952,-198.3785495416009,-72.92905251591472,0.8235262593382814,-0.2142903625241028,-1.0974189133481242,0.7835158233766059,-0.27629841052914966,-1.4149731134483874,0.9083829474675724,-0.10085730119421704,-0.5165081087924933,-171.20419865025335,-220.74463548336777,-80.5784881111534,-0.10880074511446536,-0.14336661088672553,-0.04903288216547996,-16.973595181663864,-22.36608594176685,-7.649435595238683,0.5915
31109003607,31109003607,Census Tract 36.07; Lancaster County; Nebraska,3195,1888,583,Lincoln city,Nebraska,78678,0.6067469842006005,0.231617598061194,31109,3195,1888,583,0.010555,0.007989355967,0.00345486942399999,0.8131300443125622,0.7308465623407175,0.8569710724910995,-0.2298155836135925,-0.3682762586954665,-0.16690053153501982,-7.750122634707493,-12.419463134145422,-5.628424177575069,-242.5703485041469,-388.7155910530648,-176.16351103521342,0.7964820796667847,0.708286280141506,0.8438451887400429,-0.25552102869452975,-0.4118584928684678,-0.18505149207891328,-8.616993142897083,-13.889196623164237,-6.24053310396291,-269.70244578707616,-434.71663922266777,-242.5703485041469,-0.8668705081895904,-1.4697334890188127,-0.6121089263878412,-27.13209728292928,-46.0010481696029,-19.15833885407954,0.8793028253247346,0.8416535122257734,0.91822406216101,-0.13726462738328044,-0.18813738132628396,-0.08905880515321403,-0.8953488155024535,-1.227181282850586,-0.5809121929231025,-47.423136414324865,-64.99900862556069,-30.76865428618127,0.8680651388363616,0.8272688545400261,0.9104236613514762,-0.15198728213011367,-0.2087968675624988,-0.09838973046411424,-0.9913816517831452,-1.3619388448176195,-0.6417758916335394,-52.50962138681913,-72.13659135686545,-33.99236714160696,-0.0960328362806916,-0.1347575619670338,-0.06086369871043695,-5.086484972494258,-7.137582731304756,-3.223712855425686,0.8416535122257734,0.805247159162829,0.91822406216101,-0.18813738132628396,-0.24185473816467085,-0.08905880515321403,-0.8763052653969874,-1.1265096761783282,-0.4148176153806323,-150.30965101149013,-193.2263595503136,-71.15224963647208,0.8272688545400261,-0.2087968675624988,-0.9725329073550422,0.7879925680803265,-0.2690475018516442,-1.2531679821014037,0.9104236613514762,-0.09838973046411424,-0.4582791482420208,-166.81524997513588,-214.95162643248773,-78.60705801749928,-0.09622764195805478,-0.12665830592307523,-0.04346153286138854,-16.50559896364576,-21.725266882174143,-7.454808381027195,0.1395
31109003721,31109003721,Census Tract 37.21; Lancaster County; Nebraska,2459,1736,779,Lincoln city,Nebraska,88198,0.6870440895378546,0.1956975046648945,31109,2459,1736,779,0.010555,0.007989355967,0.00345486942399999,0.7869086538847853,0.695422363730739,0.8362656298932527,-0.2707955301587195,-0.4379750381268881,-0.1957922988269261,-7.028428932409374,-11.367530430948658,-5.081739189016665,-285.8246820825284,-462.28265274293045,-206.65877141182045,0.7682750924555392,0.6706153934676051,0.8214453445642895,-0.30161710280601217,-0.4911676793299052,-0.21736644637071903,-7.82839499096883,-12.74813186924946,-5.641690687108189,-318.3568520117458,-518.4274855327149,-285.8246820825284,-0.79996605855945635,-1.3806014383008005,-0.5599514980915234,-32.53216992921742,-56.14483278978448,-22.771512732473504,0.8615626694821201,0.8189742893265379,0.9058945841943068,-0.1606816722933152,-0.22103955280735835,-0.10388119925608089,-0.9637129653034376,-1.3257186077605148,-0.6230434196104634,-55.51341966033626,-76.36627924887758,-35.88959790382854,0.8488199152275926,0.8027813871660171,0.8969855144269381,-0.1781061943296556,-0.2456691398018146,-0.1148452053195924,-1.0682192077452228,-1.4734383319696205,-0.6888017269784851,-61.53336450145292,-84.87547995216705,-39.67751883516619,-0.1045062424417853,-0.1477197242091055,-0.06575830736802168,-6.019944841116665,-8.509200703289487,-3.7879209313376543,0.8189742893265379,0.7780779677618438,0.9058945841943068,-0.22103955280735835,-0.2852182447429005,-0.10388119925608089,-1.37568569905813,-1.7751151566309535,-0.6465262818466992,-176.59636701644803,-227.87100855339585,-82.99438791356857,0.8027813871660171,-0.2456691398018146,-1.5289730640190566,0.7587966933914185,-0.31787606444425937,-1.9783679001104575,0.8969855144269381,-0.1148452053195924,-0.7147630573667106,-196.27382079833848,-253.96250322342203,-91.75392264014258,-0.15328736496092654,-0.20325274347950395,-0.0682367755200114,-19.67745378189044,-26.09149467002618,-8.759534726573992,0.0787
31109001101,31109001101,Census Tract 11.01; Lancaster County; Nebraska,2911,1890,823,Lincoln city,Nebraska,104802,0.6891760958695942,0.1834485492206918,31109,2911,1890,823,0.010555,0.007989355967,0.00345486942399999,0.7862240835804888,0.6945055760642385,0.8357227417819075,-0.2719020198999363,-0.43987324863105887,-0.19656908925061023,-8.354354062147582,-13.515371687504706,-6.039704191523996,-286.99258200438277,-464.2862139300826,-207.4786737040191,0.7675399283788547,0.669642964979492,0.8208587698451136,-0.30286381597388895,-0.49333309285288346,-0.2182363601825052,-9.305673978406404,-15.15795774442602,-6.705444199605384,-319.6727577604398,-520.7130795062185,-286.99258200438277,-0.9513199162588216,-1.642586056921315,-0.6657400080813876,-32.680175756057075,-56.426865576135874,-22.86980446861517,0.8610965521946472,0.8183805247963377,0.9055694845158786,-0.16130995699766112,-0.22192546095700424,-0.10427749289123228,-1.053306144231971,-1.4491073950934987,-0.6809010802044488,-55.73048382179742,-76.67234894674597,-36.02651218012957,0.8483147832845176,0.8021411834135684,0.8966314280666378,-0.17880770169793028,-0.2466633314405195,-0.1152854659090534,-1.167561223992876,-1.610638347431916,-0.7527798769694798,-61.77572613718922,-85.21896018158287,-39.829623120078296,-0.11425507976090477,-0.1615309523384174,-0.07187879676503095,-6.0452423153917865,-8.546611234836899,-3.803110939948727,0.8183805247963377,0.7773692177470434,0.9055694845158786,-0.22192546095700424,-0.2863900154140151,-0.10427749289123228,-1.4592131592125537,-1.8830830737361024,-0.6856495382747437,-177.30415057260674,-228.80717785371831,-83.31100100543667,0.8021411834135684,-0.2466633314405195,-1.621870593761872,0.7580364226238873,-0.319197825004996,-2.0988022943863824,0.8966314280666378,-0.1152854659090534,-0.7580296023493808,-197.06811588844133,-255.01850478570867,-92.10566249688708,-0.16265743454931858,-0.21571922065028024,-0.07238006407463704,-19.76396531583458,-26.21132693199031,-8.79466149145043,0.1803
