geoid,GEOID,NAME,over20,over35,over55,city,state,totalCells,meanNDVI,standardDevNDVI,countyGEOID,popOver20_2023,popOver35_2023,popOver55_2023,mortalityRate,DementiaRate,StrokeRate,rr_Mortality,rr_Mortality_low,rr_Mortality_high,paf_Mortality,paf_Mortality_low,paf_Mortality_high,ls_Mortality,ls_Mortality_low,ls_Mortality_high,ls_Mortality_Rate,ls_Mortality_low_Rate,ls_Mortality_high_Rate,rr_Mortality10,rr_Mortality_low10,rr_Mortality_high10,paf_Mortality10,paf_Mortality_low10,paf_Mortality_high10,ls_Mortality10,ls_Mortality_low10,ls_Mortality_high10,ls_Mortality10_Rate,ls_Mortality_low10_Rate,ls_Mortality_high10_Rate,ls_Mortality_Change,ls_Mortality_Change_low,ls_Mortality_Change_high,ls_Mortality_Change_Rate,ls_Mortality_Change_low_Rate,ls_Mortality_Change_high_Rate,rr_Stroke,rr_Stroke_low,rr_Stroke_high,paf_Stroke,paf_Stroke_low,paf_Stroke_high,ls_Stroke,ls_Stroke_low,ls_Stroke_high,ls_Stroke_Rate,ls_Stroke_low_Rate,ls_Stroke_high_Rate,rr_Stroke10,rr_Stroke_low10,rr_Stroke_high10,paf_Stroke10,paf_Stroke_low10,paf_Stroke_high10,ls_Stroke10,ls_Stroke_low10,ls_Stroke_high10,ls_Stroke10_Rate,ls_Stroke_low10_Rate,ls_Stroke_high10_Rate,ls_Stroke_Change,ls_Stroke_Change_low,ls_Stroke_Change_high,ls_Stroke_Change_Rate,ls_Stroke_Change_low_Rate,ls_Stroke_Change_high_Rate,rr_Dementia,rr_Dementia_low,rr_Dementia_high,paf_Dementia,paf_Dementia_low,paf_Dementia_high,ls_Dementia,ls_Dementia_low,ls_Dementia_high,ls_Dementia_Rate,ls_Dementia_low_Rate,ls_Dementia_high_Rate,rr_Dementia10,paf_Dementia10,ls_Dementia10,rr_Dementia_low10,paf_Dementia_low10,ls_Dementia_low10,rr_Dementia_high10,paf_Dementia_high10,ls_Dementia_high10,ls_Dementia_10_Rate,ls_Dementia_low10_Rate,ls_Dementia_high10_Rate,ls_Dementia_Change,ls_Dementia_Change_low,ls_Dementia_Change_high,ls_Dementia_Change_Rate,ls_Dementia_Change_low_Rate,ls_Dementia_Change_high_Rate,RPL_THEMES
04013216844,04013216844,Census Tract 2168.44; Maricopa County; Arizona,2441,1913,870,Scottsdale city,Arizona,166088,0.3915765488853069,0.18871481290185357,04013,2441,1913,870,0.010697,0.00781773244399999,0.00314654663299999,0.8877835081796407,0.834924341874471,0.9150176667205232,-0.12640073935418566,-0.1977133134661294,-0.09287507375027886,-3.3004973583558788,-5.1625668658332815,-2.4250960645963353,-135.21087088717243,-211.49393141471865,-99.3484663906733,0.8772790948556493,0.8199961913358069,0.9069272000862262,-0.13988809931068025,-0.21951785943171223,-0.10262433402033252,-3.652670898914612,-5.731913585854444,-2.6796626749788284,-149.63829983263466,-234.81825423410257,-135.21087088717243,-0.3521735405587334,-0.5693467200211622,-0.25456661038249306,-14.427428945462244,-23.324322819383948,-10.428783710876406,0.9286624799146694,0.905571114108508,0.952096741007557,-0.07681748926895964,-0.10427550572265414,-0.05031343657551995,-0.4623908707668331,-0.627670109367048,-0.3028538679254542,-24.170981221475856,-32.810774143598955,-15.831357445136131,0.921814827143942,0.8966332029260331,0.947434481041542,-0.08481657113099278,-0.1152832582338511,-0.055481956811062307,-0.5105400938502703,-0.6939295551947688,-0.3339649676897384,-26.68792963148303,-36.274414803699365,-17.457656439609952,-0.04814922308343722,-0.06625944582772081,-0.03111109976428416,-2.5169484100071733,-3.4636406601004084,-1.626298994473819,0.905571114108508,0.8828211197232282,0.952096741007557,-0.10427550572265414,-0.1327323029081003,-0.05031343657551995,-0.7092222636561757,-0.9027690988059974,-0.3422031773724533,-81.51980042025008,-103.76656308114912,-39.333698548557855,0.8966332029260331,-0.1152832582338511,-0.7840906912859829,0.8718865650797919,-0.1469381913328182,-0.9993894151113696,0.947434481041542,-0.055481956811062307,-0.37735649162205026,-90.12536681448078,-114.87234656452524,-43.37430938184485,-0.07486842762980717,-0.09662031630537204,-0.03515331424959694,-8.605566394230708,-11.105783483376095,-4.040610833287005,0.4145
04013105003,04013105003,Census Tract 1050.03; Maricopa County; Arizona,2480,2034,1082,Scottsdale city,Arizona,240412,0.5371683887129238,0.2235093595894487,04013,2480,2034,1082,0.010697,0.00781773244399999,0.00314654663299999,0.8365568026797515,0.7629981247418777,0.8753267562888403,-0.19537609017904,-0.31061921068062925,-0.14243051844975255,-5.183046330880073,-8.240280367693714,-3.778476554525368,-208.99380366451908,-332.2693696650691,-152.35792558570031,0.8217599639309039,0.7426356911425025,0.8637483369952809,-0.2169003649392721,-0.346555265155055,-0.15774463135720462,-5.754054345313375,-9.193612144981786,-4.184737917637484,-232.0183203755393,-370.7101671363624,-208.99380366451908,-0.5710080144333025,-0.9533317772880724,-0.4062613631121166,-23.02451671102026,-38.44079747129325,-16.381506577101476,0.8949700525130746,0.8618126462004236,0.9290433529092222,-0.11735582346247392,-0.16034500585344094,-0.07637603441064715,-0.7510861717776584,-1.026220199874761,-0.4888124134665961,-36.92655711787897,-50.45330382865099,-24.03207539167139,0.8850939119900908,0.8490908265988995,0.922230706689075,-0.12982361131775094,-0.17773030713990776,-0.08432737355940638,-0.830880959752116,-1.1374874468097116,-0.5397015871398315,-40.84960470757699,-55.92366995131325,-26.534001334308336,-0.0797947879744576,-0.11126724693495048,-0.05088917367323542,-3.923047589698014,-5.4703661226622655,-2.501925942636943,0.8618126462004236,0.8295556714311751,0.9290433529092222,-0.16034500585344094,-0.20546460525641275,-0.07637603441064715,-1.356324171562308,-1.7379812300764614,-0.6460485691329831,-125.35343544938152,-160.62673106067112,-59.70874021561767,0.8490908265988995,-0.17773030713990776,-1.5033827234593404,0.8141981110886528,-0.22820230897233856,-1.930314611409962,0.922230706689075,-0.08432737355940638,-0.7133072494164787,-138.94479884097416,-178.40245946487636,-65.92488441926791,-0.14705855189703243,-0.19233338133350064,-0.06725868028349558,-13.591363391592646,-17.775728404205235,-6.216144203650238,0.0043
04013217204,04013217204,Census Tract 2172.04; Maricopa County; Arizona,2433,1055,429,Scottsdale city,Arizona,36646,0.4020243632634457,0.239205704332752,04013,2433,1055,429,0.010697,0.00781773244399999,0.00314654663299999,0.8840051690488693,0.829544275955962,0.912110414723033,-0.13121510485728655,-0.2054811647607426,-0.09635849329015184,-3.4149782072098738,-5.3478119033113,-2.5078069710293276,-140.36079766583944,-219.8032019445664,-103.07468027247543,0.8731729734662821,0.8141858081351872,0.9037580030148894,-0.14524845636282785,-0.22822086802323668,-0.10649089320819548,-3.780207420856142,-5.939630895220022,-2.7715107949487474,-155.37227377131694,-244.1278625244563,-140.36079766583944,-0.3652292136462676,-0.5918189919087222,-0.2637038239194198,-15.011476105477502,-24.32466057988994,-10.83862819233127,0.9262029904435932,0.90235827163113,0.9504235213532064,-0.07967692861913835,-0.10820727358366176,-0.05216251232524943,-0.2644960659054193,-0.35920559014062364,-0.1731590252897555,-25.070717147433108,-34.04792323607807,-16.41317775258346,0.9191296936402498,0.8931345791401891,0.945603113270888,-0.0879857401184159,-0.1196520920315156,-0.05752612905529743,-0.29207805220930333,-0.397197886115396,-0.19096412331133544,-27.68512343216145,-37.64908873131716,-18.10086476884696,-0.02758198630388403,-0.03799229597477233,-0.01780509802157995,-2.614406284728344,-3.601165495239083,-1.6876870162635025,0.90235827163113,0.8788873573510019,0.9504235213532064,-0.10820727358366176,-0.13780223556069346,-0.05216251232524943,-0.3629063352364922,-0.46216213234558384,-0.17494301037026486,-84.59355133717766,-107.73010077985636,-40.77925649656524,0.8931345791401891,-0.1196520920315156,-0.4012900499610517,0.867613975476529,-0.15258632095081137,-0.5117451046455268,0.945603113270888,-0.05752612905529743,-0.1929315468766385,-93.54080418672535,-119.28790318077549,-44.97238854933298,-0.03838371472455959,-0.04958297229994296,-0.01798853650637363,-8.94725284954769,-11.557802400919105,-4.193132052767748,0.5211
04013612900,04013612900,Census Tract 6129; Maricopa County; Arizona,1708,1439,607,Scottsdale city,Arizona,77231,0.41155860222530655,0.16469531383985592,04013,1708,1439,607,0.010697,0.00781773244399999,0.00314654663299999,0.8805712489962035,0.8246649115737418,0.9094654395981684,-0.13562644833105533,-0.2126137367620736,-0.09954700471282628,-2.477959769197786,-3.884554174781783,-1.8187711604775791,-145.07961177972987,-227.4329142143901,-106.48543094131026,0.8694426723701666,0.8089194314013662,0.9008755914610644,-0.1501620886330829,-0.236217058437584,-0.11003118463690742,-2.7435328364806137,-4.315798096974476,-2.0103221181601856,-160.62838621080877,-252.68138741068356,-145.07961177972987,-0.2655730672828276,-0.4312439221926927,-0.19155095768260624,-15.5487744310789,-25.248473196293485,-11.21492726478959,0.923964247836309,0.8994363140431905,0.948899177203454,-0.08229295921541066,-0.1118074558328101,-0.05385274223458344,-0.3726126939502149,-0.5062508107471407,-0.24383878708394935,-25.893863373885676,-35.18073736950248,-16.945016475604543,0.9166861790337192,0.889953795682424,0.9439349729281612,-0.09088587007398986,-0.12365384006614814,-0.05939500991039749,-0.4115203683662985,-0.5598898241553112,-0.2689335134003599,-28.597662846858828,-38.908257411765895,-18.688916845056283,-0.03890767441608367,-0.05363901340817045,-0.02509472631641055,-2.703799472973153,-3.727520042263409,-1.7439003694517403,0.8994363140431905,0.8753128685096213,0.948899177203454,-0.1118074558328101,-0.14244864433751683,-0.05385274223458344,-0.5305670303917707,-0.6759706107838218,-0.2555508424105629,-87.40807749452564,-111.3625388441222,-42.1006330165672,0.889953795682424,-0.12365384006614814,-0.5867824308473601,0.8637332625213624,-0.15776483712211717,-0.7486515144150141,0.9439349729281612,-0.05939500991039749,-0.2818509176648471,-96.66926373103132,-123.33632856919508,-46.4334295988216,-0.05621540045558948,-0.07268090363119228,-0.02630007525428418,-9.26118623650568,-11.973789725072864,-4.332796582254396,0.0552
04013103207,04013103207,Census Tract 1032.07; Maricopa County; Arizona,1320,1063,487,Scottsdale city,Arizona,79699,0.4002132009648398,0.18869409305125895,04013,1320,1063,487,0.010697,0.00781773244399999,0.00314654663299999,0.884659002223127,0.8304744374512639,0.91261373355651,-0.13037904716622317,-0.20413098212753192,-0.09575383673324794,-1.8409573611489576,-2.8823376328800356,-1.3520480048269303,-139.46646675370894,-218.35891158182088,-102.42787915355532,0.8738834032733879,0.8151900986005263,0.9043065989539292,-0.14431741838122253,-0.22670773567631067,-0.1058196425380126,-2.0377677202395974,-3.2011222960589336,-1.4941775854224393,-154.37634244239374,-242.5092648529495,-139.46646675370894,-0.1968103590906396,-0.318784663178898,-0.14212958059550895,-14.90987568868482,-24.150353271128633,-10.76739246935674,0.9266288836695246,0.9029144103655076,0.950713368537208,-0.07918069210180449,-0.10752468730141455,-0.05184173599938505,-0.2648419217598298,-0.35964632368858035,-0.1733991535687775,-24.91457401315426,-33.83314427926438,-16.31224398577399,0.919594609133256,0.8937400972132966,0.9459203329414014,-0.0874356918452669,-0.1188935162672284,-0.05717148175727896,-0.2924530721318743,-0.39767254487383746,-0.1912259756328872,-27.512048177975007,-37.410399329617825,-17.9892733426987,-0.02761115037204453,-0.03802622118525711,-0.01782682206410968,-2.5974741648207464,-3.577255050353444,-1.6770293569247114,0.9029144103655076,0.8795680296136986,0.950713368537208,-0.10752468730141455,-0.13692172331365254,-0.05184173599938505,-0.4093718281497978,-0.5212932731364783,-0.1973737080586538,-84.05992364472233,-107.04173986375324,-40.52848214756752,0.8937400972132966,-0.1188935162672284,-0.4526556396582304,0.8683531395898753,-0.15160521037823596,-0.5771967692925963,0.9459203329414014,-0.05717148175727896,-0.21766530638124623,-92.94776995035532,-118.52089718533806,-44.695134780543384,-0.04328381150843263,-0.055903496156118,-0.02029159832259244,-8.887846305632985,-11.479157321584806,-4.166652632975862,0.156
04013217700,04013217700,Census Tract 2177; Maricopa County; Arizona,3030,1825,866,Scottsdale city,Arizona,79312,0.3895191019911754,0.2092423685695972,04013,3030,1825,866,0.010697,0.00781773244399999,0.00314654663299999,0.8885294626486998,0.8359879221439566,0.9155912715538936,-0.1254550828500468,-0.1961895303886946,-0.09219040315101756,-4.066238854378261,-6.358877401900634,-2.988067049794497,-134.19930212469507,-209.8639406567866,-98.61607425064346,0.8780899699348019,0.821145284708081,0.907552606088435,-0.13883546588540338,-0.2178112918903288,-0.10186450161827489,-4.499922625085764,-7.059679989733067,-3.30162305864638,-148.51229785761598,-232.99273893508473,-134.19930212469507,-0.4336837707075034,-0.7008025878324329,-0.31355600885188295,-14.312995732920903,-23.128798278298117,-10.34838313042518,0.9291475866379182,0.9062051533844984,0.9524265885534652,-0.07625528428530748,-0.10350288371810323,-0.04994968853062855,-0.4378919746299154,-0.5943598867409035,-0.28683346928444253,-23.994080801639203,-32.567665026898815,-15.716902426544795,0.922344523652113,0.8973237865933404,0.947795542866006,-0.08419356797436454,-0.11442493216018082,-0.0550798719480521,-0.48347715278973785,-0.6570791776612633,-0.31629327876419144,-26.491898782999336,-36.00433850198703,-17.33113856242145,-0.04558517815982238,-0.06271929092035988,-0.02945980947974891,-2.4978179813601304,-3.4366734750882126,-1.6142361358766528,0.9062051533844984,0.8835978525828166,0.9524265885534652,-0.10350288371810323,-0.1317365666710619,-0.04994968853062855,-0.7007306999104379,-0.8918771463279086,-0.3381671983140485,-80.9157852090575,-102.98812313255296,-39.04933005935895,0.8973237865933404,-0.11442493216018082,-0.7746746749412912,0.8727304257276716,-0.14582919366677594,-0.9872864337172242,0.947795542866006,-0.0550798719480521,-0.37289934187973894,-89.45435045511445,-114.00536186111135,-43.059970193965235,-0.07394397503085326,-0.09540928738931564,-0.03473214356569043,-8.538565246056958,-11.017238728558388,-4.010640134606286,0.1251
04013217800,04013217800,Census Tract 2178; Maricopa County; Arizona,4040,2316,1199,Scottsdale city,Arizona,79259,0.358783944235094,0.18343485981116295,04013,4040,2316,1199,0.010697,0.00781773244399999,0.00314654663299999,0.8997478086507885,0.852038461766713,0.924202996292949,-0.11142254572372236,-0.1736559379332322,-0.08201337153317913,-4.8152233652908984,-7.504694175010011,-3.544280022573285,-119.1886971606658,-185.7597568071785,-87.72970352904171,0.8902928332153991,0.838503963129736,0.916946737017632,-0.12322593498633516,-0.19260020700137928,-0.09057588584970436,-5.325317219257262,-8.323387433746767,-3.914316613774522,-131.81478265488272,-206.0244414293754,-119.1886971606658,-0.5100938539663638,-0.8186932587367561,-0.3700365912012362,-12.626085494216923,-20.264684622196935,-9.159321564387035,0.9364245913782946,0.9157297661571642,0.9573676400997196,-0.06789164787751965,-0.0920252207116447,-0.0445308135710956,-0.49475373066361666,-0.6706247776511082,-0.32451393996993766,-21.362423603783103,-28.95616483813075,-14.011828150688157,0.9302937241292236,0.9077036137507702,0.9532056726583468,-0.07492931970063857,-0.1016811929037574,-0.04909153258724417,-0.5460400743970295,-0.7409917287354368,-0.35774973285890593,-23.576859861702484,-31.99446151707413,-15.44687965712029,-0.05128634373341284,-0.07036695108432867,-0.03323579288896827,-2.21443625791938,-3.038296678943379,-1.435051506432136,0.9157297661571642,0.8952827621091478,0.9573676400997196,-0.0920252207116447,-0.11696554688951516,-0.0445308135710956,-0.8625948357947989,-1.096372015547291,-0.41740785322895096,-71.94285536236855,-91.4405350748366,-34.81299860124695,0.9077036137507702,-0.1016811929037574,-0.9531047164892836,0.8854341026067646,-0.1293895243654467,-1.212827686372032,0.9532056726583468,-0.04909153258724417,-0.46015757597254536,-79.49163607083266,-101.15326825454812,-38.378446703298195,-0.09050988069448472,-0.11645567082474106,-0.0427497227435944,-7.548780708464115,-9.712733179711517,-3.5654481020512425,0.4917
04013217102,04013217102,Census Tract 2171.02; Maricopa County; Arizona,2082,1405,653,Scottsdale city,Arizona,54202,0.3850674330101928,0.18328456369626603,04013,2082,1405,653,0.010697,0.00781773244399999,0.00314654663299999,0.8901456198041073,0.838293815292277,0.9168336032883714,-0.1234116955156934,-0.19289917420104433,-0.09071045870628971,-2.748520876231117,-4.296087215104285,-2.020226595258419,-132.0134906931372,-206.34424664285712,-97.0329776781181,0.8798470151259641,0.8236370762429436,0.9089072647543152,-0.13656122349501193,-0.21412698486273057,-0.10022225454464576,-3.041376038885829,-4.768855055433541,-2.2320652651910056,-146.07954077261425,-229.05163570766285,-132.0134906931372,-0.2928551626547118,-0.4727678403292561,-0.2118386699325865,-14.066050079477032,-22.70738906480577,-10.174768008289456,0.930198072735082,0.9075785350670535,0.953140666227396,-0.07503985367296848,-0.10183302200521764,-0.04916308309252709,-0.33174354047626575,-0.450193405288819,-0.21734497666962993,-23.611639891549164,-32.042235251873244,-15.469393357269034,0.9234916625490476,0.8988198137658995,0.9485772382863792,-0.0828468090765129,-0.1125700442785891,-0.05421041074790799,-0.36625729415706615,-0.4976606857910449,-0.2396586975043895,-26.06813481544955,-35.42068938014555,-17.05755854123769,-0.03451375368080039,-0.04746728050222582,-0.0223137208347596,-2.456494923900384,-3.3784541282723004,-1.588165183968655,0.9075785350670535,0.8852807983619858,0.953140666227396,-0.10183302200521764,-0.12958510096488754,-0.04916308309252709,-0.5198554679604935,-0.6615292561911577,-0.2509765208199045,-79.61033200007557,-101.30616480722168,-38.434382973951685,0.8988198137658995,-0.1125700442785891,-0.5746677442586453,0.8745590715911179,-0.14343333970644517,-0.7322242281134502,0.9485772382863792,-0.05421041074790799,-0.2767430239499357,-88.00424873792424,-112.13234733743496,-42.380248690648656,-0.05481227629815177,-0.07069497192229257,-0.0257665031300312,-8.393916737848663,-10.826182530213256,-3.945865716696969,0.0612
04013217900,04013217900,Census Tract 2179; Maricopa County; Arizona,3018,1503,737,Scottsdale city,Arizona,80106,0.3668880449050891,0.2003599208844113,04013,3018,1503,737,0.010697,0.00781773244399999,0.00314654663299999,0.8967761312303738,0.8477766559816012,0.9219244655483232,-0.11510550423326207,-0.17955595137512534,-0.08468756104139266,-3.716013840767712,-5.796702815792623,-2.734014772507608,-123.12835787832046,-192.0710011859716,-90.59028404597773,0.8870588732964267,0.8338916002533543,0.9144603385074108,-0.12732089166062818,-0.19919663382648103,-0.09354113884502369,-4.110369862686906,-6.430773691182357,-3.019839658795709,-136.19515780937397,-213.0806392041868,-123.12835787832046,-0.3943560219191946,-0.6340708753897344,-0.285824886288101,-13.0667999310535,-21.00963801821519,-9.470672176544102,0.9345003108414628,0.9132086861907583,0.9560623241010549,-0.07009060178862697,-0.0950399564980835,-0.04595691597852474,-0.33147665063561077,-0.44946862564462514,-0.21734218559064225,-22.054334706294796,-29.90476551195111,-14.460557923529093,0.9281910900387148,0.9049551108249076,0.9517761646238864,-0.07736436034770616,-0.10502718647387356,-0.05066720219366941,-0.3658761430521091,-0.4967008287791634,-0.23961835184242908,-24.34305675662735,-33.04729399728299,-15.94267144660207,-0.03439949241649831,-0.04723220313453824,-0.02227616625178682,-2.2887220503325554,-3.1425284853318853,-1.4821135230729758,0.9132086861907583,0.892186823037306,0.9560623241010549,-0.0950399564980835,-0.12084148093071072,-0.04595691597852474,-0.5475887531754735,-0.696248591781079,-0.2647885294536917,-74.29969513914159,-94.47063660530245,-35.92788730714948,0.9049551108249076,-0.10502718647387356,-0.6051318646375444,0.8820666155333687,-0.13370122209570215,-0.770342161371875,0.9517761646238864,-0.05066720219366941,-0.29192763863144794,-82.10744431988391,-104.52403817800204,-39.61026304361573,-0.05754311146207092,-0.07409356959079594,-0.02713910917775625,-7.807749180742323,-10.053401572699585,-3.682375736466248,0.4307
04013980700,04013980700,Census Tract 9807; Maricopa County; Arizona,0,0,0,Scottsdale city,Arizona,1265163,0.47903111893234773,0.1108243757671245,04013,0,0,0,0.010697,0.00781773244399999,0.00314654663299999,0.8566481004685639,0.7909448503635502,0.8909652307970346,-0.16734047440603256,-0.2643106526837612,-0.12237825386903783,-0,-0,-0,NA,NA,NA,0.8434953676249527,0.7726108861557294,0.8807381974291604,-0.18554296606953588,-0.29431259372449164,-0.13541118452561737,-0,-0,-0,NA,NA,NA,0,0,0,NA,NA,NA,0.9082748670974992,0.879026659709351,0.9381812456516312,-0.10098829795392164,-0.13762192415261748,-0.0658921233342621,-0,-0,-0,NA,NA,NA,0.899578416032015,0.8677652437734772,0.9322135726915056,-0.11163182906381676,-0.15238540282104404,-0.0727155549910952,-0,-0,-0,NA,NA,NA,0,0,0,NA,NA,NA,0.879026659709351,0.8504287685908744,0.9381812456516312,-0.13762192415261748,-0.17587743610433013,-0.0658921233342621,-0,-0,-0,NA,NA,NA,0.8677652437734772,-0.15238540282104404,-0,0.8367615920305913,-0.1950835333792912,-0,0.9322135726915056,-0.0727155549910952,-0,NA,NA,NA,0,0,0,NA,NA,NA,-999
04013216842,04013216842,Census Tract 2168.42; Maricopa County; Arizona,2196,1801,856,Scottsdale city,Arizona,115186,0.4477259863740511,0.19868057059529587,04013,2196,1801,856,0.010697,0.00781773244399999,0.00314654663299999,0.8676657812588923,0.8064149377011459,0.8995014805095214,-0.1525175033975693,-0.24005639435537823,-0.1117269083687904,-3.582729495520982,-5.63907161792118,-2.6245334544508085,-163.14797338437987,-256.7883250419481,-119.5142738820951,0.8554363824548034,0.7892496904974295,0.8900247233162898,-0.16899400178695884,-0.26702615413094904,-0.1235642941175108,-3.969772526304757,-6.272607780542321,-2.902600890168329,-180.77288371150985,-285.6378770738762,-163.14797338437987,-0.3870430307837744,-0.6335361626211409,-0.27806743571752035,-17.624910327129985,-28.84955203192809,-12.662451535406207,0.91552084172684145,0.8884378623797102,0.94313889237909,-0.09227442393754276,-0.12557112021483066,-0.06028921941441364,-0.5229127460927943,-0.7116028093107385,-0.3416548154786732,-29.034577795268977,-39.51153855140136,-18.970284035462143,0.9074758137661946,0.877990394003073,0.937633724959454,-0.10195774347947932,-0.13896462516023833,-0.06651453907893812,-0.5777874448109938,-0.787502870800703,-0.37693326927086773,-32.08147944536334,-43.7258673404055,-20.929109898437964,-0.0548746987181995,-0.07590006148996453,-0.03527845379219452,-3.046901650094364,-4.2143287890041385,-1.95882586297582,0.8884378623797102,0.8618849997246966,0.94313889237909,-0.12557112021483066,-0.16024759720777151,-0.06028921941441364,-0.8403192959761673,-1.0723735508381886,-0.4034541885634087,-98.16814205329057,-125.27728397642392,-47.13249866394961,0.877990394003073,-0.13896462516023833,-0.9299483494330706,0.8491692409376455,-0.17762155267871985,-1.188639695511351,0.937633724959454,-0.06651453907893812,-0.44511389685278296,-108.63882586834936,-138.85977751300828,-51.99928701551203,-0.08962905345690331,-0.11626614467316232,-0.04165970828937426,-10.470683815058798,-13.582493536584384,-4.8667883515624135,0.1039
04013217002,04013217002,Census Tract 2170.02; Maricopa County; Arizona,3382,2175,1101,Scottsdale city,Arizona,79298,0.39998264066762607,0.21497081574200755,04013,3382,2175,1101,0.010697,0.00781773244399999,0.00314654663299999,0.884742269638152,0.83059292148105,0.9126778257849956,-0.13027266167466708,-0.20395921291608912,-0.09567688810659816,-4.712907170660496,-7.378684251305437,-3.4613270829619807,-139.35266619339137,-218.17517005634053,-102.34556720762804,0.8739738821920559,0.8153180332626879,0.9043764589058472,-0.14419895190901127,-0.2265152482869335,-0.10573422179723944,-5.216722109746086,-8.194699672149458,-3.825173798451067,-154.24961885706935,-242.30336109253275,-139.35266619339137,-0.5038149390855899,-0.8160154208440211,-0.3638467154890863,-14.896952663678,-24.128191036192227,-10.758329848878956,0.926683113771104,0.902985231211978,0.9507502723194596,-0.07911753774225543,-0.10743782449000833,-0.05180090830833039,-0.5414597728372637,-0.7352764216702902,-0.3545118926320232,-24.89470219941442,-33.80581249058805,-16.299397362391872,0.9196538095763432,0.8938172088924092,0.9459607225242028,-0.08736569085781293,-0.1187969867341995,-0.057126343820702,-0.597907979388205,-0.8130155624964143,-0.3909577829500707,-27.490022040837005,-37.3800258619041,-17.97507048046302,-0.05644820655094129,-0.0777391408261241,-0.03644589031804751,-2.5953198414225884,-3.57421337131605,-1.6756731180711502,0.902985231211978,0.8796547167599439,0.9507502723194596,-0.10743782449000833,-0.13680968333044033,-0.05180090830833039,-0.9247521030173756,-1.1775651915283498,-0.4458671713032847,-83.99201662283157,-106.9541500025749,-40.496564151070366,0.8938172088924092,-0.1187969867341995,-1.0225240862429692,0.8684472800843012,-0.15148037530030478,-1.303840582120552,0.9459607225242028,-0.057126343820702,-0.4917049171151152,-92.87230574413888,-118.42330446144888,-44.659847149420095,-0.09777198322559366,-0.12627539059220227,-0.04583774581183053,-8.880289121307326,-11.469154458873955,-4.163282998349731,0.2424
04013217501,04013217501,Census Tract 2175.01; Maricopa County; Arizona,2245,1362,387,Scottsdale city,Arizona,48864,0.3906474627664428,0.2034235491512925,04013,2245,1362,387,0.010697,0.00781773244399999,0.00314654663299999,0.888120283009238,0.8354044576527834,0.9152766462887688,-0.12597360867795687,-0.19702497495605537,-0.0925658423109172,-3.025226608603095,-4.731508472700554,-2.2229469501237333,-134.75396920281048,-210.7576157104924,-99.01768151998812,0.8776451708526617,0.820514890873171,0.9072095627569396,-0.1394126387415389,-0.21874692479477803,-0.1022811498603228,-3.347961757407952,-5.253155993419268,-2.456257777825435,-149.12969966182416,-233.9935854529741,-134.75396920281048,-0.3227351488048571,-0.5216475207187141,-0.23331082770170175,-14.37573045901368,-23.235969742481696,-10.392464485599188,0.9288815093251728,0.9058573737610068,0.9522456768897268,-0.07656357668966253,-0.10392654402991136,-0.05014916241599622,-0.32812059737176763,-0.4453872348218289,-0.21491907563733495,-24.091086444329488,-32.70097171966438,-15.779667814782304,0.9220539857593988,0.89694498557639,0.9475975095412132,-0.08453519581763456,-0.1148955800866486,-0.05530036743570361,-0.36228374051870416,-0.4923960975101237,-0.23699506191344435,-26.599393576997368,-36.15243006682259,-17.400518495847603,-0.03416314314693652,-0.04700886268829479,-0.02207598627610937,-2.50830713266788,-3.451458347158208,-1.6208506810652992,0.9058573737610068,0.8831717862177536,0.9522456768897268,-0.10392654402991136,-0.13228254752404578,-0.05014916241599622,-0.3144258571264524,-0.4002158810952836,-0.15172440808081714,-81.24699150554325,-103.41495635537044,-39.2052734058959,0.89694498557639,-0.1148955800866486,-0.3476122638927344,0.8722675281277379,-0.14643726580815297,-0.443040449836672,0.9475975095412132,-0.05530036743570361,-0.1673091854702146,-89.82229041155928,-114.4807363919049,-43.23234766672212,-0.03318640676628204,-0.0428245687413884,-0.01558477738939745,-8.575298906016032,-11.065780036534472,-4.027074260826216,0.7883
