geoid,GEOID,NAME,over20,over35,over55,city,state,totalCells,meanNDVI,standardDevNDVI,countyGEOID,popOver20_2023,popOver35_2023,popOver55_2023,mortalityRate,DementiaRate,StrokeRate,rr_Mortality,rr_Mortality_low,rr_Mortality_high,paf_Mortality,paf_Mortality_low,paf_Mortality_high,ls_Mortality,ls_Mortality_low,ls_Mortality_high,ls_Mortality_Rate,ls_Mortality_low_Rate,ls_Mortality_high_Rate,rr_Mortality10,rr_Mortality_low10,rr_Mortality_high10,paf_Mortality10,paf_Mortality_low10,paf_Mortality_high10,ls_Mortality10,ls_Mortality_low10,ls_Mortality_high10,ls_Mortality10_Rate,ls_Mortality_low10_Rate,ls_Mortality_high10_Rate,ls_Mortality_Change,ls_Mortality_Change_low,ls_Mortality_Change_high,ls_Mortality_Change_Rate,ls_Mortality_Change_low_Rate,ls_Mortality_Change_high_Rate,rr_Stroke,rr_Stroke_low,rr_Stroke_high,paf_Stroke,paf_Stroke_low,paf_Stroke_high,ls_Stroke,ls_Stroke_low,ls_Stroke_high,ls_Stroke_Rate,ls_Stroke_low_Rate,ls_Stroke_high_Rate,rr_Stroke10,rr_Stroke_low10,rr_Stroke_high10,paf_Stroke10,paf_Stroke_low10,paf_Stroke_high10,ls_Stroke10,ls_Stroke_low10,ls_Stroke_high10,ls_Stroke10_Rate,ls_Stroke_low10_Rate,ls_Stroke_high10_Rate,ls_Stroke_Change,ls_Stroke_Change_low,ls_Stroke_Change_high,ls_Stroke_Change_Rate,ls_Stroke_Change_low_Rate,ls_Stroke_Change_high_Rate,rr_Dementia,rr_Dementia_low,rr_Dementia_high,paf_Dementia,paf_Dementia_low,paf_Dementia_high,ls_Dementia,ls_Dementia_low,ls_Dementia_high,ls_Dementia_Rate,ls_Dementia_low_Rate,ls_Dementia_high_Rate,rr_Dementia10,paf_Dementia10,ls_Dementia10,rr_Dementia_low10,paf_Dementia_low10,ls_Dementia_low10,rr_Dementia_high10,paf_Dementia_high10,ls_Dementia_high10,ls_Dementia_10_Rate,ls_Dementia_low10_Rate,ls_Dementia_high10_Rate,ls_Dementia_Change,ls_Dementia_Change_low,ls_Dementia_Change_high,ls_Dementia_Change_Rate,ls_Dementia_Change_low_Rate,ls_Dementia_Change_high_Rate,RPL_THEMES
04013218300,04013218300,Census Tract 2183; Maricopa County; Arizona,2888,1959,1061,Scottsdale city,Arizona,74768,0.3661546823996636,0.2176971140832377,04013,2888,1959,1061,0.010697,0.00781773244399999,0.00314654663299999,0.8970446421625421,0.8481614397471017,0.9221304247254484,-0.11477172149343565,-0.17902082450031256,-0.08444529449045816,-3.545635446706531,-5.530478873955388,-2.6087630781948765,-122.77131048152808,-191.49857596798435,-90.3311315164431,0.8873510392210142,0.834307939570118,0.9146850618665028,-0.12694971414906756,-0.198598206455108,-0.09327247343408453,-3.9218493944254385,-6.1352816817324385,-2.8814605523608736,-135.79810922525758,-212.440501445029,-122.77131048152808,-0.37621394771890726,-0.6048028077770509,-0.2726974741659971,-13.026798743729476,-20.9419254770447,-9.44243331599713,0.9346742814679408,0.9134365397853322,0.9561803724841172,-0.06989142616555448,-0.09476680255752758,-0.04582778393792079,-0.4308166814548385,-0.5841506123113182,-0.28248634886627594,-21.991663167679352,-29.818816350756418,-14.419925924771617,0.9283811674899408,0.9052034876037124,0.9519054364933728,-0.07714377996668627,-0.10472398051319544,-0.05052451815360752,-0.4755208056765852,-0.6455275021369011,-0.3114374171086748,-24.27365011110695,-32.95188882781527,-15.897775248018112,-0.04470412422174669,-0.06137688982558298,-0.02895106824239884,-2.2819869434276003,-3.133072477058856,-1.4778493232464955,0.9134365397853322,0.8924665420103745,0.9561803724841172,-0.09476680255752758,-0.12049018414448924,-0.04582778393792079,-0.7860540588931811,-0.999419583097872,-0.38012378388111984,-74.08615069681255,-94.19600217699076,-35.82693533281054,0.9052034876037124,-0.10472398051319544,-0.8686450077903245,0.8823708209887616,-0.13331036817312952,-1.1057580626023678,0.9519054364933728,-0.05052451815360752,-0.4190813818389269,-81.87040601228318,-104.21847903886596,-39.49871647869245,-0.08259094889714336,-0.10633847950449572,-0.03895759795780701,-7.784255315470627,-10.022476861875186,-3.671781145881905,0.7055
04013217600,04013217600,Census Tract 2176; Maricopa County; Arizona,3801,1784,638,Scottsdale city,Arizona,71247,0.3876031135875472,0.2242853408396497,04013,3801,1784,638,0.010697,0.00781773244399999,0.00314654663299999,0.8892246930918991,0.8369795949040114,0.9161257618828562,-0.1245751583021464,-0.1947722573985624,-0.091553192374769915,-5.065138360228987,-7.919303060928596,-3.7224884400639056,-133.25804683580603,-208.3478837392422,-97.93444988329138,0.8788457677564656,0.8222168208354189,0.908135400495036,-0.13785607974516306,-0.2162242059022136,-0.10115738187817316,-5.6051312896142695,-8.791524206367255,-4.11298803352706,-147.46464850340092,-231.29503305359785,-133.25804683580603,-0.5399929293852823,-0.872221145438659,-0.3904995934631543,-14.206601667594905,-22.94714931435567,-10.273601511790432,0.9295995680159682,0.9067959988669688,0.9527338603926232,-0.07573199730964428,-0.10278386897327364,-0.04961106303905083,-0.4251169618827269,-0.5769709985307081,-0.2784886856832958,-23.829426114502628,-32.341423684456736,-15.610352336507612,0.922838074905128,0.8979673678867414,0.9481319038396936,-0.0836137207524781,-0.11362621378255672,-0.05470556992149921,-0.4693605371672609,-0.637833841830107,-0.3070863902876255,-26.309447150631215,-35.7530180398042,-17.213362684283943,-0.04424357528453404,-0.06086284329939895,-0.0285977046043297,-2.4800210361285897,-3.4115943553474746,-1.6030103477763284,0.9067959988669688,0.8843217961709997,0.9527338603926232,-0.10278386897327364,-0.13081007878565487,-0.04961106303905083,-0.5126564702286275,-0.6524431696380288,-0.24744575891089535,-80.35367871922061,-102.26381969248102,-38.784601710171685,0.8979673678867414,-0.11362621378255672,-0.5667349776291816,0.873517001676388,-0.14479740872916652,-0.7222079612185873,0.9481319038396936,-0.05470556992149921,-0.2728556986417159,-88.82993379767736,-113.19874000291338,-42.76735088428149,-0.05407850740055409,-0.06976479158055848,-0.02540993973082053,-8.476255078456752,-10.934920310432364,-3.982749174109802,0.5018
04013216850,04013216850,Census Tract 2168.50; Maricopa County; Arizona,3569,2230,884,Scottsdale city,Arizona,67608,0.35091119647885255,0.20210329225892623,04013,3569,2230,884,0.010697,0.00781773244399999,0.00314654663299999,0.9026440810925692,0.8561991176659065,0.926421872771157,-0.10785637544932464,-0.167952616823655,-0.07942183727673946,-4.117696804359508,-6.412026648378454,-3.0321345788635874,-115.37396481814255,-179.65891421626378,-84.9575393349282,0.8934457608510806,0.8430090821984366,0.9193686282888528,-0.11926212403472336,-0.18622684039435908,-0.08770298358039451,-4.553140831713187,-7.1096925182518005,-3.348288812017985,-127.5746940799436,-199.20685116984592,-115.37396481814255,-0.4354440273536788,-0.6976658698733464,-0.31615423315439717,-12.200729261801031,-19.547936953582138,-8.858342201019815,0.9382977325112613,0.918185539782334,0.9586373989559276,-0.06575979601229422,-0.08910449650193909,-0.04314728497878491,-0.4614232703462301,-0.6252283412009408,-0.30275582572898424,-20.691626472925115,-28.03714534533367,-13.57649442730871,0.9323408939706618,0.910381646799467,0.9545964275559932,-0.07256906402677567,-0.09844042167984696,-0.04756310743824097,-0.5092025352837096,-0.6907366515748444,-0.33374076430953603,-22.83419440734124,-30.974737738782263,-14.965953556481436,-0.04777926493747952,-0.06550831037390359,-0.03098493858055179,-2.1425679344161224,-2.9375923934485915,-1.389459129172726,0.918185539782334,0.8983006065287327,0.9586373989559276,-0.08910449650193909,-0.11321309674303824,-0.04314728497878491,-0.6157900800771924,-0.7824016143524843,-0.29818551380985797,-69.65951132094936,-88.50696994937606,-33.73139296491606,0.910381646799467,-0.09844042167984696,-0.6803094964769412,0.8887177662962242,-0.12521661873324536,-0.8653564601542013,0.9545964275559932,-0.04756310743824097,-0.3287027129711364,-76.95808783675804,-97.89100227988703,-37.18356481573941,-0.06451941639974879,-0.08295484580171697,-0.03051719916127843,-7.298576515808687,-9.38403233051097,-3.4521718508233517,0.139
04013111100,04013111100,Census Tract 1111; Maricopa County; Arizona,3006,2272,733,Scottsdale city,Arizona,98867,0.5272219986722312,0.22396364948076755,04013,3006,2272,733,0.010697,0.00781773244399999,0.00314654663299999,0.8399603917901239,0.7677083761880572,0.8779826599795194,-0.1905323272074765,-0.3025779462839166,-0.13897465813655918,-6.1266016582399585,-9.72944893194556,-4.46875542576884,-203.8124304138376,-323.66762913990556,-148.66119180867733,0.8254384370388995,0.7476802466850959,0.8666316238343121,-0.21147738599053645,-0.33747013437038786,-0.1538928103911265,-6.800093835409949,-10.851413590244276,-4.948451326618164,-226.21735979407683,-360.9918027360038,-203.8124304138376,-0.6734921771699902,-1.1219646582987153,-0.4796959008493235,-22.404929380239196,-37.32417359609831,-15.957947466710698,0.8972324019218798,0.8647336106282127,0.9306003702998494,-0.11453843826637455,-0.15642550226944313,-0.07457511507091842,-0.8188300206913881,-1.1182787123574,-0.533134063471072,-36.04005372761392,-49.220013748125005,-23.465407723198588,0.8875553452372338,0.8522569931525127,0.9239310088986676,-0.12669030203712084,-0.17335499507136162,-0.08233189531327346,-0.9057031351972654,-1.2393068767981514,-0.5885869282253031,-39.86369433086555,-54.54695760555243,-25.906114798648904,-0.08687311450587731,-0.12102816444075136,-0.05545286475423117,-3.8236406032516426,-5.3269438574274375,-2.4407070754503155,0.8647336106282127,0.8330900568263077,0.9306003702998494,-0.15642550226944313,-0.2003504204689982,-0.07457511507091842,-0.8963803668098819,-1.1480876250035643,-0.42734508141143,-122.28927241608211,-156.62859822695287,-58.300829660495225,0.8522569931525127,-0.17335499507136162,-0.9933930964960525,0.8180147716054645,-0.2224718118932802,-1.2748519995560406,0.9239310088986676,-0.08233189531327346,-0.4717945184791101,-135.52429692988437,-173.92251017135615,-64.36487291665894,-0.09701272968617058,-0.12676437455247602,-0.04444943706768006,-13.235024513802264,-17.293911944403277,-6.064043256163719,0.488
04013217101,04013217101,Census Tract 2171.01; Maricopa County; Arizona,1672,1236,570,Scottsdale city,Arizona,54417,0.41419087377888697,0.22385819456593356,04013,1672,1236,570,0.010697,0.00781773244399999,0.00314654663299999,0.879625543096709,0.8233228494292196,0.9087365505923268,-0.1368473867635931,-0.21459036475577511,-0.10042894098205528,-2.4475680616633793,-3.838031076357104,-1.796210174177396,-146.38564962101552,-229.54731317925263,-107.42883816850454,0.8684155979701836,0.8074714675962857,0.9000814181336441,-0.15152238437146798,-0.23843385200574468,-0.1110106039890716,-2.710036029079303,-4.264481001721913,-1.9854672804164772,-162.08349456215927,-255.05269149054504,-146.38564962101552,-0.2624679674159238,-0.4264499253648091,-0.18925710623908132,-15.697844941143767,-25.50537831129241,-11.319204918605342,0.9233471157407084,0.898631269980535,0.9484787576955604,-0.08301632501207386,-0.11280347502447886,-0.05431986946087915,-0.32286141610715746,-0.43870756363781127,-0.2112571229134112,-26.121473795077467,-35.49413945289735,-17.09200023571288,0.9160127034913792,0.8890776225394009,0.9434749410479036,-0.09168791675978252,-0.12476118468011872,-0.05991156361748709,-0.3565863779283555,-0.4852126705822179,-0.23300395757006445,-28.850030576727793,-39.25668855843187,-18.85145287783693,-0.03372496182119805,-0.04650510694440663,-0.02174683465665325,-2.7285567816503278,-3.762549105534517,-1.7594526421240495,0.898631269980535,0.874328564960993,0.9484787576955604,-0.11280347502447886,-0.14373479270303113,-0.05431986946087915,-0.5026644103020428,-0.6404976867802774,-0.242055177327751,-88.18673864948119,-112.36801522461006,-42.46582058381597,0.8890776225394009,-0.12476118468011872,-0.5559492498986146,0.8626649123110585,-0.15919864796752212,-0.7094062880962803,0.9434749410479036,-0.05991156361748709,-0.2669723675580233,-97.53495612256395,-124.4572435256632,-46.83725746631987,-0.05328483959657182,-0.06890860131600285,-0.02491719023027228,-9.348217473082777,-12.089228301053131,-4.371436882503909,0.3129
04013216829,04013216829,Census Tract 2168.29; Maricopa County; Arizona,3248,2912,2038,Scottsdale city,Arizona,1362517,0.48884877123079695,0.12659468943258742,04013,3248,2912,2038,0.010697,0.00781773244399999,0.00314654663299999,0.8532217298311452,0.7861546524604522,0.8883048867076855,-0.17202828413418703,-0.2720143509553361,-0.12573961368859388,-5.976925931885279,-9.45082743952566,-4.368679031492134,-184.01865553833989,-290.97375121692306,-134.50366476268889,0.8397849712750068,0.7674653694649637,0.8778458419266326,-0.19078101443247555,-0.3029903886049571,-0.1391521748343334,-6.628468092975853,-10.52705443107467,-4.834683124530904,-204.0784511384191,-324.1088186907226,-184.01865553833989,-0.6515421610905738,-1.07622699154901,-0.46600409303876944,-20.059795600079244,-33.13506747379957,-14.347416657597584,0.9060142798020596,0.8760957823828857,0.9366318445664789,-0.1037353629994374,-0.1414277070026616,-0.06765535017961223,-0.9505005536758732,-1.295865844821578,-0.61990864007682,-32.64081571689125,-44.50088752821353,-21.288071431209477,0.8971158855884304,0.8645831128020581,0.9305202125438746,-0.11468319317976024,-0.15662680104757595,-0.07466768214113281,-1.0508127167325805,-1.4351312494757371,-0.6841608412477985,-36.08560153614631,-49.283353347381095,-23.494534383509563,-0.10031216305670732,-0.13926540465415926,-0.06425220117097852,-3.444785819255059,-4.782465819167557,-2.2064629523000865,0.8760957823828857,0.8468674239939497,0.9366318445664789,-0.1414277070026616,-0.18082237156301856,-0.06765535017961223,-2.2533024180240457,-2.880959436527697,-1.0779214864108262,-110.56439735152334,-141.3620920769233,-52.89114261093357,0.8645831128020581,-0.15662680104757595,-2.4954625724168187,0.8329078785801264,-0.20061296779269117,-3.196273877266099,0.9305202125438746,-0.07466768214113281,-1.189645736911361,-122.44664241495674,-156.83385070000486,-58.373196119301326,-0.24216015439277297,-0.3153144407384021,-0.11172425050053492,-11.882245063433412,-15.471758623081556,-5.482053508367758,0.0401
04013216807,04013216807,Census Tract 2168.07; Maricopa County; Arizona,3022,2725,1472,Scottsdale city,Arizona,106098,0.4221874758425217,0.2169616184882819,04013,3022,2725,1472,0.010697,0.00781773244399999,0.00314654663299999,0.8767587993074643,0.8192591674559547,0.9065258329263292,-0.1405645438516063,-0.22061496498757496,-0.10311252440752808,-4.543936393104672,-7.131673043586654,-3.3332499035809056,-150.36189255806326,-235.99182804720897,-110.29946735873284,0.8653028747587096,0.8030885625242917,0.8976730831268808,-0.1556647148304584,-0.24519268068862843,-0.11399129459990272,-5.032069563624153,-7.926180490295954,-3.684920662328852,-166.5145454541414,-262.2826105326259,-150.36189255806326,-0.4881331705194807,-0.7945074467092992,-0.3516707587479466,-16.152652896078116,-26.29078248541692,-11.637020474783144,0.9214748514486858,0.8961900359714002,0.9472027035216,-0.08521681131922572,-0.11583476702692622,-0.0557402299234422,-0.7306778777433537,-0.9932066270711908,-0.4779356593479891,-26.813867073150593,-36.4479496172914,-17.53892327882529,0.9139697791667868,0.886421175226313,0.9420787805976352,-0.0941280803744319,-0.12813189480123718,-0.06148235221434528,-0.8070861246662125,-1.0986463764043746,-0.5271705657509383,-29.617839437292204,-40.317298216674295,-19.345708834896826,-0.07640824692285886,-0.1054397493331838,-0.04923490640294925,-2.803972364141609,-3.869348599382891,-1.8067855560715325,0.8961900359714002,0.8713451237842778,0.9472027035216,-0.11583476702692622,-0.1476508821865787,-0.0557402299234422,-1.3329919984371452,-1.69912237550531,-0.6414419641533321,-90.55652163295824,-115.4295092055238,-43.57622039085136,0.886421175226313,-0.12813189480123718,-1.4745036822574729,0.8594274594570851,-0.16356533526601183,-1.8822611615440172,0.9420787805976352,-0.06148235221434528,-0.7075205972293768,-100.17008710988266,-127.87100282228378,-48.06525796395223,-0.14151168382032764,-0.18313878603870729,-0.06607863307604467,-9.613565476924432,-12.441493616760004,-4.489037573100861,0.0264
04013108000,04013108000,Census Tract 1080; Maricopa County; Arizona,1862,1590,781,Scottsdale city,Arizona,108258,0.5897572108078533,0.2105837652946376,04013,1862,1590,781,0.010697,0.00781773244399999,0.00314654663299999,0.8187891619735078,0.7385701058718153,0.8614173499343396,-0.2213156285431576,-0.3539676085584189,-0.16087747719061343,-4.408123524615704,-7.050260989291396,-3.204327667471881,-236.7413278526157,-378.6391508749407,-172.0906373507992,0.8025817757412114,0.7165242576223897,0.8486624293019599,-0.2459789522089089,-0.39562616249484023,-0.17832481499448252,-4.899363018011936,-7.880008318106004,-3.551840496644514,-263.12368517786985,-423.2013060207306,-236.7413278526157,-0.4912394933962316,-0.8297473288146078,-0.3475128291726328,-26.382357325254112,-44.562155145789895,-18.663417248798755,0.8831029704572416,0.8465320484845018,0.9208542444089972,-0.13237078059224844,-0.1812901848078205,-0.0859481900328301,-0.6622522260283924,-0.9069964527587624,-0.4299995808567906,-41.6510833980121,-57.04380206029953,-27.043998796024564,0.8721927656948437,0.832545053773273,0.91329269430571,-0.1465355358724364,-0.2011361973358501,-0.09493923058281464,-0.733118626252682,-1.0062862349574526,-0.4749818389646459,-46.108089701426536,-63.28844245015426,-29.8730716329966,-0.07086640022428958,-0.09928978219869013,-0.04498225810785539,-4.457006303414439,-6.244640389854723,-2.829072836972037,0.8465320484845018,0.8111162935154942,0.9208542444089972,-0.1812901848078205,-0.23286883520223317,-0.0859481900328301,-1.106894242609217,-1.4218153798106072,-0.5247694838574546,-141.7278159550854,-182.0506248156987,-67.19199537227331,0.832545053773273,-0.2011361973358501,-1.2280670299242793,0.7943125749907128,-0.2589502312885983,-1.5810592307549456,0.91329269430571,-0.09493923058281464,-0.579665621948956,-157.2428975575261,-202.44036245261788,-74.2209503135667,-0.12117278731506231,-0.15924385094433835,-0.0548961380915014,-15.51508160244076,-20.38973763691913,-7.028954941293393,0.0116
04013318501,04013318501,Census Tract 3185.01; Maricopa County; Arizona,2646,1528,606,Scottsdale city,Arizona,59248,0.32890623214107223,0.15080212508132337,04013,2646,1528,606,0.010697,0.00781773244399999,0.00314654663299999,0.9107889386301452,0.8679365593727121,0.9326521062042762,-0.09794921478079308,-0.1521579419614894,-0.0722111635707525,-2.7723802378498403,-4.30671825465879,-2.043883693031434,-104.77627505101437,-162.76335051620524,-77.24428167163394,0.9023177948726632,0.8557300448027759,0.9261719905821794,-0.10825698626626544,-0.16859283610928333,-0.0797130664374911,-3.064134102610779,-4.771895804560216,-2.256219517270155,-115.80249820902417,-180.3437567861004,-104.77627505101437,-0.2917538647609388,-0.46517754990142635,-0.21233582423872077,-11.02622315800978,-17.580406269895175,-8.024785496550294,0.9435532092510904,0.925084610707658,0.962195416370052,-0.05982364343152644,-0.08098220251986926,-0.03928992280234338,-0.2876274864666645,-0.389356214754539,-0.18890293353734244,-18.82378838132621,-25.481427667181872,-12.36275743045435,0.9380868232332408,0.9179089446832454,0.9584944711272346,-0.0659994098982941,-0.08943267825446767,-0.04330283598188408,-0.3173200976810692,-0.4299854535566208,-0.2081967121344511,-20.767022099546413,-28.140409264176753,-13.62543927581486,-0.02969261121440475,-0.0406292388020818,-0.019293778597108652,-1.9432337182202064,-2.6589815969948822,-1.262681845360514,0.925084610707658,0.9067897871431256,0.962195416370052,-0.08098220251986926,-0.10279142330278834,-0.03928992280234338,-0.3836568983678532,-0.4869790820210025,-0.18613781115376593,-63.30971920261604,-80.3595844919146,-30.71581042141352,0.9179089446832454,-0.08943267825446767,-0.42369141470832167,0.8979606015184001,-0.11363460524777716,-0.5383491537652482,0.9584944711272346,-0.04330283598188408,-0.20514917137830815,-69.9160750343765,-88.83649402066801,-33.852998577278576,-0.04003451634046845,-0.05137007174424568,-0.01901136022454225,-6.606355831760471,-8.476909528753414,-3.137188155865058,0.6746
04013217300,04013217300,Census Tract 2173; Maricopa County; Arizona,3608,2334,1055,Scottsdale city,Arizona,79704,0.465252984095273,0.23316117432984895,04013,3608,2334,1055,0.010697,0.00781773244399999,0.00314654663299999,0.8614799013203183,0.7977166988785791,0.8947122110911132,-0.16079318677938226,-0.2535778696945776,-0.11767782713112517,-6.2057770260764205,-9.786781079419413,-4.541749378292499,-172.00047189790524,-271.25224721228966,-125.8799716821646,0.8487302172613149,0.7798903591652675,0.8848134203211993,-0.1782307023624101,-0.28223151914625577,-0.1301817728273001,-6.878774033999889,-10.892662261589454,-5.0243363615525345,-190.6533823170701,-301.90305603074984,-172.00047189790524,-0.6729970079234686,-1.1058811821700427,-0.4825869832600356,-18.652910419164872,-30.650808818460163,-13.375470711198323,0.9114569004121686,0.8831564085308546,0.9403600051951012,-0.09714458198494236,-0.13230226304253015,-0.06342251316029236,-0.7134336804757024,-0.9716330908946348,-0.4657774634922982,-30.56699573589128,-41.62952403147536,-19.95618952409161,0.903045745619802,0.8722508215367684,0.934595239766568,-0.10736361347193318,-0.14645922400870628,-0.06998191029709064,-0.7884826548569089,-1.0756023762636884,-0.5139499374006541,-33.782461647682474,-46.08407781763875,-22.020134421621854,-0.0750489743812065,-0.1039692853690536,-0.04817247390835588,-3.2154659117911955,-4.454553786163393,-2.0639448975302437,0.8831564085308546,0.855452046568534,0.9403600051951012,-0.13230226304253015,-0.16897259643166404,-0.06342251316029236,-1.0911903973833317,-1.3936365894806289,-0.5230903519479624,-103.43036942022098,-132.09825492707384,-49.58202388132345,0.8722508215367684,-0.14645922400870628,-1.2079528737550025,0.8421999990698882,-0.1873664225889142,-1.545343491632995,0.934595239766568,-0.06998191029709064,-0.5771903424069095,-114.49790272559264,-146.47805607895685,-54.7099850622663,-0.11676247637167105,-0.15170690215236604,-0.05409999045894709,-11.06753330537166,-14.379801151883036,-5.127961180942852,0.1497
04013216821,04013216821,Census Tract 2168.21; Maricopa County; Arizona,3260,2943,2090,Scottsdale city,Arizona,320945,0.43348104868326026,0.1659381233778498,04013,3260,2943,2090,0.010697,0.00781773244399999,0.00314654663299999,0.8727260150452786,0.8135541867023764,0.9034128023717792,-0.1458349845891992,-0.2291744254348374,-0.1069136914759732,-5.085589666291163,-7.991820982137245,-3.7283177701622625,-155.99968301506635,-245.14788288764552,-114.36557577184853,0.8609257829263602,0.7969390959667174,0.8942827729388961,-0.1615403090855458,-0.254801031924481,-0.1182145404788282,-5.633269197299152,-8.885477641497525,-4.122403462776602,-172.79966862880835,-272.5606638496173,-155.99968301506635,-0.5476795310079892,-0.8936566593602802,-0.3940856926143397,-16.799985613742,-27.412780961971784,-12.088518178353976,0.9188371242974064,0.8927535826051456,0.945403460582156,-0.08833216851643345,-0.12012992104932076,-0.05774946009212296,-0.8179812089093514,-1.1124375150806711,-0.5347765595863171,-27.79412874309723,-37.79943986002961,-18.171136921043736,0.9110923231949364,0.8826829989097924,0.9401105067963398,-0.09758360875360038,-0.13290955103373078,-0.06370473765658523,-0.9036521982719928,-1.2307805531791542,-0.5899241374549995,-30.705137555963056,-41.820610029872725,-20.044992777947655,-0.08567098936264139,-0.1183430380984829,-0.05514757786868241,-2.9110088128658305,-4.021170169843115,-1.8738558569039212,0.8927535826051456,0.8671489537226285,0.945403460582156,-0.12012992104932076,-0.15320441281402514,-0.05774946009212296,-1.962810084880286,-2.503216217016163,-0.9435719400720562,-93.91435812824336,-119.77111086201737,-45.146982778567285,0.8826829989097924,-0.13290955103373078,-2.1716172362987902,0.8548759017839467,-0.16976042711370126,-2.7737259413960262,0.9401105067963398,-0.06370473765658523,-1.0408755823260851,-103.90513092338708,-132.71415987540794,-49.80265944143948,-0.20880715141850437,-0.2705097243798633,-0.09730364225402888,-9.99077279514375,-12.943049013390588,-4.655676662872195,0.0808
04013216822,04013216822,Census Tract 2168.22; Maricopa County; Arizona,2863,2510,1652,Scottsdale city,Arizona,418323,0.4413929281082878,0.14085337317451174,04013,2863,2510,1652,0.010697,0.00781773244399999,0.00314654663299999,0.869911842954661,0.8095811591407824,0.9012382929037454,-0.1495417703516874,-0.23520661110902236,-0.10958445493705032,-4.579793132865076,-7.203322655792086,-3.356079930103639,-159.9648317452,-251.6005119033212,-117.22249144616272,0.857872542284248,0.7926590671020444,0.8919152712142518,-0.1656743288895932,-0.26157643494320015,-0.12118273144779974,-5.073860981825855,-8.010911985693761,-3.711283074964637,-177.22182961319783,-279.8083124587412,-159.9648317452,-0.49406784896077927,-0.807589329901675,-0.35520314486099824,-17.256997867997878,-28.20780055542001,-12.406676383548662,0.9169937245015451,0.8903539767251571,0.9441450105872308,-0.09052000387851616,-0.12314879940013952,-0.05915933335074137,-0.7149117876919607,-0.9726085346773584,-0.46723047892490266,-28.482541342309194,-38.749344011050134,-18.614760116529983,0.909081876880856,0.8800735587296057,0.9387340535964518,-0.1000109290827493,-0.1362686562740383,-0.06526443370071408,-0.7898695209430017,-1.076226960772099,-0.5154475361302403,-31.468905216852654,-42.87756815825095,-20.535758411563357,-0.07495773325104094,-0.1036184260947406,-0.04821705720533764,-2.9863638745434637,-4.128224147200821,-1.920998295033372,0.8903539767251571,0.8642213077966148,0.9441450105872308,-0.12314879940013952,-0.1571110211915063,-0.05915933335074137,-1.5904536901707154,-2.0290721845253947,-0.7640365191868814,-96.27443645101182,-122.82519276788103,-46.249183970150206,0.8800735587296057,-0.1362686562740383,-1.7598952509593326,0.851701607305606,-0.17412012777989497,-2.248742993106409,0.9387340535964518,-0.06526443370071408,-0.8428832430508058,-106.53118952538333,-136.12245720983103,-51.02198807813594,-0.16944156078861727,-0.2196708085810144,-0.07884672386392433,-10.256753074371506,-13.297264441950023,-4.772804107985735,0.0057
04013216809,04013216809,Census Tract 2168.09; Maricopa County; Arizona,2672,2402,1287,Scottsdale city,Arizona,224265,0.4207551718503519,0.15123226033903575,04013,2672,2402,1287,0.010697,0.00781773244399999,0.00314654663299999,0.877271585741011,0.8199855527069982,0.9069214078237676,-0.1398978563238465,-0.21953368165905415,-0.1026313761846048,-3.998614250225009,-6.274795990112844,-2.93344940455683,-149.6487369096186,-234.8351792706903,-109.78478310467176,0.8658595859131967,0.8038718498171207,0.8981039755941369,-0.1549216712145415,-0.24397937336342615,-0.113456823680637,-4.428030696575773,-6.973512137552818,-3.24286650186026,-165.71971169819508,-260.98473568685694,-149.6487369096186,-0.4294164463507637,-0.6987161474399741,-0.30941709730343003,-16.070974788576486,-26.149556416166696,-11.579981186505616,0.9218099210204052,0.8966268072738862,0.947431136509672,-0.084822344820330825,-0.1152912135656648,-0.05548568277372782,-0.6410877073211798,-0.8713715700225826,-0.4193610685239333,-26.689746349757694,-36.27691798595264,-17.45882883113794,0.9143353604218432,0.8868963981407648,0.9423287006108636,-0.09369061209514427,-0.1275274114274662,-0.06120083082660108,-0.7081141158361081,-0.9638528147956034,-0.4625561861545346,-29.48018800316853,-40.12709470422995,-19.25712681742442,-0.06702640851492825,-0.09248124477302078,-0.0431951176306013,-2.7904416534108343,-3.8501767182773015,-1.798297986286482,0.8966268072738862,0.87187875067365,0.947431136509672,-0.1152912135656648,-0.14694847102003372,-0.05548568277372782,-1.1599935128501542,-1.4785105285530011,-0.5582648502257934,-90.13158608004306,-114.88038294895117,-43.37722223976639,0.8868963981407648,-0.1275274114274662,-1.2831070589969846,0.8600064383173184,-0.16278199260530177,-1.6378182655127036,0.9423287006108636,-0.06120083082660108,-0.6157673646089495,-99.69751818158387,-127.25860648894356,-47.84517207528746,-0.12311354614683044,-0.15930773695970246,-0.05750251438315612,-9.565932101540827,-12.37822353999242,-4.4679498355210665,0.0256
