geoid,GEOID,NAME,over20,over35,over55,city,state,totalCells,meanNDVI,standardDevNDVI,countyGEOID,popOver20_2023,popOver35_2023,popOver55_2023,mortalityRate,DementiaRate,StrokeRate,rr_Mortality,rr_Mortality_low,rr_Mortality_high,paf_Mortality,paf_Mortality_low,paf_Mortality_high,ls_Mortality,ls_Mortality_low,ls_Mortality_high,ls_Mortality_Rate,ls_Mortality_low_Rate,ls_Mortality_high_Rate,rr_Mortality10,rr_Mortality_low10,rr_Mortality_high10,paf_Mortality10,paf_Mortality_low10,paf_Mortality_high10,ls_Mortality10,ls_Mortality_low10,ls_Mortality_high10,ls_Mortality10_Rate,ls_Mortality_low10_Rate,ls_Mortality_high10_Rate,ls_Mortality_Change,ls_Mortality_Change_low,ls_Mortality_Change_high,ls_Mortality_Change_Rate,ls_Mortality_Change_low_Rate,ls_Mortality_Change_high_Rate,rr_Stroke,rr_Stroke_low,rr_Stroke_high,paf_Stroke,paf_Stroke_low,paf_Stroke_high,ls_Stroke,ls_Stroke_low,ls_Stroke_high,ls_Stroke_Rate,ls_Stroke_low_Rate,ls_Stroke_high_Rate,rr_Stroke10,rr_Stroke_low10,rr_Stroke_high10,paf_Stroke10,paf_Stroke_low10,paf_Stroke_high10,ls_Stroke10,ls_Stroke_low10,ls_Stroke_high10,ls_Stroke10_Rate,ls_Stroke_low10_Rate,ls_Stroke_high10_Rate,ls_Stroke_Change,ls_Stroke_Change_low,ls_Stroke_Change_high,ls_Stroke_Change_Rate,ls_Stroke_Change_low_Rate,ls_Stroke_Change_high_Rate,rr_Dementia,rr_Dementia_low,rr_Dementia_high,paf_Dementia,paf_Dementia_low,paf_Dementia_high,ls_Dementia,ls_Dementia_low,ls_Dementia_high,ls_Dementia_Rate,ls_Dementia_low_Rate,ls_Dementia_high_Rate,rr_Dementia10,paf_Dementia10,ls_Dementia10,rr_Dementia_low10,paf_Dementia_low10,ls_Dementia_low10,rr_Dementia_high10,paf_Dementia_high10,ls_Dementia_high10,ls_Dementia_10_Rate,ls_Dementia_low10_Rate,ls_Dementia_high10_Rate,ls_Dementia_Change,ls_Dementia_Change_low,ls_Dementia_Change_high,ls_Dementia_Change_Rate,ls_Dementia_Change_low_Rate,ls_Dementia_Change_high_Rate,RPL_THEMES
34013000100,34013000100,Census Tract 1; Essex County; New Jersey,4206,2658,1077,Newark city,New Jersey,49948,0.6059165623063172,0.247114461365061,34013,4206,2658,1077,0.009407,0.007584416469,0.003080367673,0.8134057378798911,0.7312221874588465,0.8571878621085027,-0.22939875320582223,-0.3675733821414991,-0.16660541312403712,-9.076354824338557,-14.54335036121618,-6.5918834520103795,-215.79540714071695,-345.7762805805083,-156.7257121257817,0.7967791386434007,0.708686723495787,0.8440800077610419,-0.2550529393912145,-0.4110607223841196,-0.18472181642181357,-10.09138430158837,-16.26396359425594,-7.308674202498482,-239.9283000853155,-386.6848215467413,-215.79540714071695,-1.0150294772498132,-1.720613233039762,-0.7167907504881024,-24.132892944598503,-40.90854096623304,-17.042100582218314,0.8794881871872491,0.841891309268644,0.918352444754659,-0.13702493628500906,-0.18780178508874976,-0.08890655838255362,-1.1219077354101683,-1.53764913983731,-0.7279328732590337,-42.20871841272266,-57.84985477190783,-27.386488835930535,0.868266433144067,0.8275259643239775,0.910563683498722,-0.15172021147807643,-0.20842129807603071,-0.09822082532177286,-1.2422270244393665,-1.7064738205706356,-0.8041945261530002,-46.73540347777902,-64.20142289581021,-30.25562551365689,-0.1203192890291982,-0.16882468073332557,-0.07626165289396658,-4.526685065056365,-6.351568123902393,-2.8691366777263574,0.841891309268644,0.8055330395884687,0.918352444754659,-0.18780178508874976,-0.24141400892864776,-0.08890655838255362,-1.5340432070182852,-1.9719701828235117,-0.7262258017498534,-142.43669517347124,-183.0984385165749,-67.43043655987496,0.8275259643239775,-0.20842129807603071,-1.702471977890807,0.788300303675855,-0.2685520928217158,-2.193645356081209,0.910563683498722,-0.09822082532177286,-0.8023086138472567,-158.0753925618205,-203.68109155814383,-74.49476451692263,-0.16842877087252184,-0.22167517325769737,-0.07608281209740331,-15.63869738834929,-20.58265304156893,-7.064327957047661,0.73740000000000006
34013001400,34013001400,Census Tract 14; Essex County; New Jersey,2192,1656,569,Newark city,New Jersey,31081,0.5458763684960088,0.24089733976815736,34013,2192,1656,569,0.009407,0.007584416469,0.003080367673,0.833588314067317,0.7588980720031998,0.8730081319779206,-0.19963294005492052,-0.31770001386402735,-0.145464702298204,-4.116459971075829,-6.55102003467824,-2.9995031083060972,-187.79470670966376,-298.8604030418905,-136.83864545192048,0.8185529527572845,0.7382471761685919,0.8612319205095857,-0.22166806268490463,-0.3545598713832834,-0.161127422458176,-4.570827372763761,-7.311075604544782,-3.322470653436423,-208.5231465676898,-333.53447101025466,-187.79470670966376,-0.4543674016879313,-0.7600555698665419,-0.32296754513032555,-20.728439858026064,-34.674067968364135,-14.733920854485651,0.8929940686551192,0.8592634682679335,0.9276823363444447,-0.11982826661551686,-0.1637874027342942,-0.07795520171325529,-0.6112546367229688,-0.8354940965588944,-0.39765641154431286,-36.911511879406326,-50.45254206273517,-24.013068329970583,0.8829445530405454,0.8463285330491359,0.9207446756945762,-0.13257394992285468,-0.18157424800180083,-0.08607741798304344,-0.6762714999378117,-0.9262263749229172,-0.43908855852933687,-40.83765096242824,-55.93154437940321,-26.515009573027587,-0.0650168632148429,-0.09073227836402288,-0.04143214698502401,-3.9261390830219143,-5.479002316668048,-2.5019412430570056,0.8592634682679335,0.8264736597050109,0.9276823363444447,-0.1637874027342942,-0.209959916153801,-0.07795520171325529,-0.7068299367115358,-0.9060889407209394,-0.33641824324367314,-124.22318747127166,-159.24234459067478,-59.12447157182304,0.8463285330491359,-0.18157424800180083,-0.7835896539110636,0.8108712799923021,-0.23324135984874608,-1.006560778595719,0.9207446756945762,-0.08607741798304344,-0.3714699353524076,-137.71347168911487,-176.89996108887854,-65.28469865595915,-0.07675971719952779,-0.10047183787477952,-0.03505169210873443,-13.4902842178432,-17.657616498203783,-6.160227084136104,0.9437
34013002600,34013002600,Census Tract 26; Essex County; New Jersey,1232,702,398,Newark city,New Jersey,26849,0.5988228890101773,0.2247555353813688,34013,1232,702,398,0.009407,0.007584416469,0.003080367673,0.8157645947881994,0.7344387503623286,0.8590419702646621,-0.2258438358183888,-0.36158392991472627,-0.1640874772299078,-2.617399971085695,-4.190549475368047,-1.901679346707747,-212.45129635435836,-340.142002870783,-154.3570898301743,0.7993212110584702,0.712116651897979,0.8460885560946224,-0.2510615083963413,-0.40426431166120863,-0.18190937910306032,-2.9096582708847594,-4.685190515909891,-2.108224924002106,-236.17356094843825,-380.29143797969897,-212.45129635435836,-0.29225829979906415,-0.4946410405418442,-0.2065455772943587,-23.72226459407988,-40.14943510891593,-16.765063092074573,0.8810731883781927,0.8439253717878693,0.9194498530832484,-0.13497949227205291,-0.18493889795194107,-0.08760689519568451,-0.29188209808797516,-0.39991522151744646,-0.1894427364206653,-41.57864645127851,-56.967980273140526,-26.986144789268565,0.869987843416085,0.8297255202463112,0.9117606660349326,-0.14944134859794203,-0.2052178408386684,-0.09677905315745076,-0.32315467805989845,-0.44376677479529,-0.20927677687237148,-46.03342992306246,-63.21464028422934,-29.81150667697599,-0.03127257997192329,-0.04385155327784351,-0.01983404045170617,-4.454783471783943,-6.24666001108882,-2.8253618877074316,0.8439253717878693,0.8079792424912898,0.9194498530832484,-0.18493889795194107,-0.23765555773022248,-0.08760689519568451,-0.5582561421073942,-0.717386532947395,-0.2644499771306024,-140.26536233854125,-180.247872599848,-66.44471787201066,0.8297255202463112,-0.2052178408386684,-0.6194701135721882,0.7909339616603641,-0.26432805831318085,-0.797900083318334,0.9117606660349326,-0.09677905315745076,-0.2921370325593952,-155.64575717894175,-200.4774078689281,-73.4012644621596,-0.06121397146479401,-0.08051355037093899,-0.02768705542879279,-15.380394840400506,-20.22953526908015,-6.9565465901489425,0.8896
34013004801,34013004801,Census Tract 48.01; Essex County; New Jersey,1757,1247,579,Newark city,New Jersey,25685,0.5573084853399536,0.2511144320059613,34013,1757,1247,579,0.009407,0.007584416469,0.003080367673,0.8297071723608355,0.7535488203751288,0.8699734888405509,-0.205244492649878,-0.3270540314855563,-0.149460314397328,-3.392301293721956,-5.405581410742392,-2.470294872930163,-193.07349423574024,-307.6597274184628,-140.59731775356647,0.8143616783951726,0.7325251393886812,0.8579394145204645,-0.2279556203708613,-0.3651408616973012,-0.1655834702021921,-3.767673061096013,-6.035084311078303,-2.7367799882653814,-214.43785208286923,-343.4880085986513,-193.07349423574024,-0.37537176737405664,-0.6295029003359112,-0.26648511533521857,-21.364357847129007,-35.828281180188455,-15.167052665635662,0.8904065551712548,0.8559282691943383,0.925898576431658,-0.123082477540461,-0.1683222017439294,-0.08003190139240006,-0.4727866883056957,-0.6465623533185298,-0.30742001927676743,-37.91392849283846,-51.849426890018435,-24.652768185787288,0.8801307273858998,0.8427157432829521,0.9187974009375174,-0.13619485024699363,-0.18663975126929347,-0.08837922155594428,-0.5231541767706043,-0.7169240632144454,-0.3394838998161569,-41.95302139299152,-57.49190563066923,-27.224049704583553,-0.05036748846490863,-0.0703617098959155,-0.03206388053938947,-4.039092900153057,-5.642478740650803,-2.571281518796268,0.8559282691943383,0.8224448723912099,0.925898576431658,-0.1683222017439294,-0.21588696527775664,-0.08003190139240006,-0.7391662681438942,-0.9480410831842332,-0.3514502618892579,-127.66256790049988,-163.73766548950485,-60.69952709659031,0.8427157432829521,-0.18663975126929347,-0.8196055363089011,0.8065243373724349,-0.23988818893908015,-1.053439507995815,0.9187974009375174,-0.08837922155594428,-0.3881064927985698,-141.5553603296893,-181.94119309081432,-67.03048234863036,-0.0804392681650069,-0.1053984248115818,-0.03665623090931191,-13.892792429189448,-18.203527601309464,-6.330955252040054,0.9355
34013006600,34013006600,Census Tract 66; Essex County; New Jersey,1447,862,296,Newark city,New Jersey,24826,0.49629258071439664,0.2172956471086578,34013,1447,862,296,0.009407,0.007584416469,0.003080367673,0.8506329703876349,0.782542038864923,0.886293092055362,-0.17559515656241062,-0.27788661865437886,-0.12829492744995394,-2.3901888038714176,-3.78257292317348,-1.746341443508924,-165.18236377825968,-261.40794216817415,-120.68703825217166,0.8369826067774353,0.7635868581649787,0.8756591715330394,-0.19476795802270855,-0.3096087096144633,-0.14199683222557224,-2.651167616080089,-4.214371773053692,-1.9328507984794017,-183.21821811196193,-291.2489131343256,-165.18236377825968,-0.2609788122086716,-0.43179884988021167,-0.1865093549704775,-18.03585433370225,-29.840970966151463,-12.889381822424152,0.904304038369062,0.8738800869843338,0.9354587841179244,-0.10582277372500538,-0.14432176095337337,-0.06899418443425472,-0.2809887701772417,-0.3832142429519387,-0.18319866651711164,-32.597305124970035,-44.456408695120494,-21.2527455356278,0.8952532727246892,0.8621781800498599,0.929238346149564,-0.11700233941230478,-0.15985305954062748,-0.07615016550236794,-0.3106736130802743,-0.42445414184769825,-0.20219977798831504,-36.04102239910375,-49.24061970390931,-23.4570508107094,-0.02968484290303258,-0.04123989889575957,-0.01900111147120339,-3.44371727413371,-4.784211008788814,-2.204305275081601,0.8738800869843338,0.8441771328301974,0.9354587841179244,-0.14432176095337337,-0.18458551068232473,-0.06899418443425472,-0.32400051682051445,-0.41439212259870856,-0.15489106609176193,-109.4596340609846,-139.99733871577993,-52.32806286883849,0.8621781800498599,-0.15985305954062748,-0.3588680845103919,0.8299978017214545,-0.20482246811491897,-0.4598238345160376,0.929238346149564,-0.07615016550236794,-0.1709561525285576,-121.23921773999729,-155.3458900392019,-57.75545693532351,-0.03486756768987748,-0.04543171191732903,-0.01606508643679566,-11.77958367901266,-15.348551323421969,-5.427394066485021,0.9377
34013000400,34013000400,Census Tract 4; Essex County; New Jersey,1698,1243,428,Newark city,New Jersey,26576,0.43020483108309154,0.23383094381858047,34013,1698,1243,428,0.009407,0.007584416469,0.003080367673,0.8738939948405006,0.8152050744273714,0.9043147769357766,-0.14430354929091344,-0.2266852002883262,-0.10580964228899128,-2.304973002928999,-3.620862199132659,-1.6901065159112945,-135.74634881796226,-213.24276791122844,-99.53513050125407,0.8621932738434165,0.7987181654372847,0.8952649669298738,-0.15983275483266027,-0.25200608083392834,-0.1169877488106045,-2.553022338558998,-4.025314801683289,-1.8686553726981832,-150.35467247108352,-237.0621202404764,-135.74634881796226,-0.24804933562999887,-0.4044526025506303,-0.17854885678688892,-14.608323653121252,-23.819352329247955,-10.51524480488156,0.9196015393255544,0.8937491240646142,0.945925061119768,-0.0874274968410892,-0.11888221546128684,-0.0571661975169778,-0.3347508819057468,-0.45518776021815,-0.2188834831768017,-26.930883500060084,-36.62009334015688,-17.60929068196313,0.9119261268902134,0.8837658017902842,0.940681070857378,-0.09658005238881576,-0.13152149356113912,-0.06305955438069587,-0.36979507454529703,-0.5035822544385203,-0.2414485396955848,-29.750207123515448,-40.513455707041054,-19.42466127880811,-0.03504419263955022,-0.04839449422037034,-0.0225650565187831,-2.8193236234553676,-3.8933623668841792,-1.81537059684498,0.8937491240646142,0.8683641597615708,0.945925061119768,-0.11888221546128684,-0.1515905956719504,-0.0571661975169778,-0.3859071556451583,-0.4920828180340205,-0.1855689229648498,-90.16522328157905,-114.97262103598612,-43.357224991787334,0.8837658017902842,-0.13152149356113912,-0.4269358986072247,0.8561938015819788,-0.16795986860955112,-0.5452196100665162,0.940681070857378,-0.06305955438069587,-0.20469952694673735,-99.7513781792581,-127.38775936133555,-47.82699227727509,-0.04102874296206638,-0.05313679203249572,-0.01913060398188756,-9.58615489767906,-12.415138325349467,-4.46976728548775,0.916
34013012600,34013012600,Census Tract 126; Essex County; New Jersey,1927,1413,585,Newark city,New Jersey,39688,0.5454415433724369,0.22832459999361743,34013,1927,1413,585,0.009407,0.007584416469,0.003080367673,0.8337362927006209,0.7591022808481498,0.8731237645744121,-0.19942001896165665,-0.3173455346263664,-0.1453130020890353,-3.6149443161034296,-5.752614219031651,-2.634130784325547,-187.5944118372304,-298.5269444230229,-136.69594106515552,0.818712794686804,0.7384656962841925,0.8613574014219654,-0.221429549519312,-0.354159042230119,-0.16095827161774837,-4.01391743727638,-6.419943310468573,-2.9177371065554225,-208.2987772328168,-333.157411025873,-187.5944118372304,-0.39897312117295014,-0.6673290914369217,-0.2836063222298755,-20.70436539558641,-34.630466602850106,-14.717505045660378,0.8930926340629857,0.8593905801274435,0.9277502501612814,-0.11970467772268588,-0.16361526775369678,-0.07787629248944807,-0.5210217348437127,-0.712145191597588,-0.33896119840903255,-36.87344195638448,-50.39951815977269,-23.98876138775885,0.8830517554292907,0.8464662522849276,0.9208188224826118,-0.13243645556636208,-0.18138200702110416,-0.08598996413204117,-0.5764375557285449,-0.7894759817699273,-0.3742764371749688,-40.79529764533227,-55.872327089166824,-26.48807057147691,-0.05541582088483221,-0.07733079017233924,-0.03531523876593623,-3.9218556889477862,-5.472808929394143,-2.499309183718063,0.8593905801274435,0.8266272852205772,0.9277502501612814,-0.16361526775369678,-0.20973504973666587,-0.07787629248944807,-0.7259419038286248,-0.9305700097293422,-0.3455280476514541,-124.09263313309825,-159.07179653493031,-59.0646235301631,0.8464662522849276,-0.18138200702110416,-0.8047708585202147,0.8110370794006081,-0.2329892496888598,-1.0337461889274828,0.9208188224826118,-0.08598996413204117,-0.38152746457708686,-137.5676681231136,-176.70875024401417,-65.21837001317724,-0.0788289546915899,-0.1031761791981406,-0.03599941692563274,-13.475034990015368,-17.636953709083862,-6.153746483014143,0.9407
34013009100,34013009100,Census Tract 91; Essex County; New Jersey,2115,1205,263,Newark city,New Jersey,38650,0.536410820234138,0.26259239239486537,34013,2115,1205,263,0.009407,0.007584416469,0.003080367673,0.8368155516956977,0.7633558628481413,0.8755287606783811,-0.19500647182480096,-0.31000500378541757,-0.14216693375689393,-3.879810737164234,-6.167799104338929,-2.828525591475079,-183.44258804559027,-291.6217070609423,-133.73643458511012,0.8220395578046293,0.7430187102283925,0.863967605130504,-0.216486470153138,-0.3458611287091484,-0.15745080493955335,-4.307172595305154,-6.881185573877119,-3.13261051217039,-203.64882247305692,-325.3515637766959,-183.44258804559027,-0.42736185814092,-0.7133864695381895,-0.3040849206953111,-20.20623442746667,-33.72985671575364,-14.377537621527711,0.8951421638621001,0.8620347743994271,0.929161851694392,-0.1171409865059754,-0.16004600939294147,-0.07623876096121439,-0.4348089561596847,-0.5940656669996388,-0.2829863147068715,-36.083730801633585,-49.300055352667115,-23.48434146944992,0.8852811470697594,0.8493315638311888,0.922360100335202,-0.12958465602702018,-0.177396487526228,-0.08417525827123516,-0.4809979043376614,-0.6584679186028463,-0.31244534705639204,-39.916838534245755,-54.64464054795405,-25.929074444513866,-0.04618894817797669,-0.06440225160320745,-0.02945903234952052,-3.833107732612174,-5.344585195286926,-2.4447329750639435,0.8620347743994271,0.8298243401461534,0.929161851694392,-0.16004600939294147,-0.20507431708242535,-0.07623876096121439,-0.3192440200220767,-0.4090620543242541,-0.15207357323733223,-121.38555894375538,-155.5369027848875,-57.82265142103887,0.8493315638311888,-0.177396487526228,-0.35385304532414597,0.8144881801228808,-0.2277649012035156,-0.4543229972177508,0.922360100335202,-0.08417525827123516,-0.167904516575162,-134.54488415366768,-172.74638677481016,-63.842021511468445,-0.03460902530206927,-0.04526094289349669,-0.01583094333782977,-13.159325209912272,-17.209483989922695,-6.0193700904295735,0.9329
34013000200,34013000200,Census Tract 2; Essex County; New Jersey,2259,1750,493,Newark city,New Jersey,48663,0.560013012557005,0.2571039788322991,34013,2259,1750,493,0.009407,0.007584416469,0.003080367673,0.8287916463169644,0.7522888583243423,0.8692571193107566,-0.2065758679444488,-0.3292766321535222,-0.15040760413088236,-4.389822509652999,-6.997264424511427,-3.1962237061217564,-194.325918975343,-309.7505278668184,-141.48843320592104,0.8133732802917257,0.7311779614517602,0.8571623402906162,-0.22944781225335856,-0.3676561011419045,-0.16664014854053835,-4.875860772330331,-7.812843991235241,-3.5411719788677876,-215.8415569867344,-345.85409434418955,-194.325918975343,-0.4860382626773321,-0.8155795667238142,-0.3449482727460311,-21.515638011391417,-36.103566477371146,-15.269954526163398,0.8897955174812823,0.8551411474084851,0.9254770893867827,-0.12385371734695888,-0.1693975936376249,-0.08052377683665374,-0.6676512274187899,-0.9131620248193278,-0.4340749683821151,-38.15149870964513,-52.18068713253302,-24.80428390754944,0.8794663656453289,0.8418633139613915,0.9183373315140092,-0.1370531484353319,-0.18784128422759708,-0.08892447871127956,-0.7388046538653671,-1.012585384281616,-0.4793601567310539,-42.21740879230669,-57.86202195894948,-27.392008956060224,-0.07115342644657718,-0.09942335946228809,-0.0452851883489388,-4.065910082661554,-5.681334826416462,-2.587725048510789,0.8551411474084851,0.8214946472972354,0.9254770893867827,-0.1693975936376249,-0.2172933850391569,-0.08052377683665374,-0.6333974762041268,-0.8124854593511998,-0.3010878485786967,-128.4781898994172,-164.804352809574,-61.07258591859973,0.8418633139613915,-0.18784128422759708,-0.7023605991193713,0.8054993824576436,-0.24146588039449424,-0.9028692553830342,0.9183373315140092,-0.08892447871127956,-0.33249905845168887,-142.4666529653897,-183.13777999655863,-67.44402808350688,-0.06896312291524453,-0.09038379603183444,-0.03141120987299217,-13.98846306597252,-18.33342718698467,-6.371442164907135,0.9298
34013000800,34013000800,Census Tract 8; Essex County; New Jersey,3265,2454,928,Newark city,New Jersey,36068,0.5321454887469559,0.25670516554093664,34013,3265,2454,928,0.009407,0.007584416469,0.003080367673,0.8382738786457647,0.7653731656833006,0.8766669747494736,-0.1929275448920161,-0.30655220856512794,-0.1406840097812187,-5.925548639319374,-9.415400083799096,-4.320948277238934,-181.4869414799196,-288.37366259721585,-132.34144800119245,0.8236155293872236,0.7451789095451075,0.8652031880469584,-0.21415874800710452,-0.34195961156556004,-0.15579786784803848,-6.577640733271748,-10.502897925480935,-4.785153122393816,-201.45913425028328,-321.6814065997224,-181.4869414799196,-0.6520920939523736,-1.087497841681838,-0.4642048451548826,-19.972192770363662,-33.30774400250652,-14.217606283457352,0.8961118189328399,0.863286490002418,0.9298293165861304,-0.11593216256301396,-0.1583640096084431,-0.07546619810988692,-0.8763569850024986,-1.1971087481261065,-0.5704657653499257,-35.71136858200891,-48.78193757645096,-23.246363706190937,0.8863360747149474,0.8506882592094563,0.923088963234746,-0.12824021105268435,-0.17551875105141204,-0.08331920305464106,-0.9693962592402176,-1.3267852516700325,-0.6298283752111346,-39.502700050538614,-54.06622867441044,-25.66537796296392,-0.09303927423771909,-0.1296765035439258,-0.05936260986120889,-3.7913314685297097,-5.284291097959486,-2.4190142567729787,0.863286490002418,0.8313386483184501,0.9298293165861304,-0.1583640096084431,-0.2028792382294526,-0.07546619810988692,-1.114619503186027,-1.427932749879149,-0.5311566463400271,-120.10986025711502,-153.87206356456346,-57.236707579744305,0.8506882592094563,-0.17551875105141204,-1.2353603800539703,0.816123283332082,-0.22530507390646065,-1.585773372143272,0.923088963234746,-0.08331920305464106,-0.5864287532517014,-133.12073060926406,-170.88075130854224,-63.19275358315747,-0.1207408768679432,-0.1578406222641231,-0.05527210691167428,-13.010870352149054,-17.008687743978783,-5.956046003413177,0.9126
34013001500,34013001500,Census Tract 15; Essex County; New Jersey,951,495,209,Newark city,New Jersey,28318,0.4646015031562776,0.2376230072496476,34013,951,495,209,0.009407,0.007584416469,0.003080367673,0.8617090402258715,0.7980383284551892,0.8948897717582627,-0.1604845177646966,-0.2530726461920196,-0.1174560616948596,-1.4357036435404884,-2.26400231797464,-1.0507686229177309,-150.9677858612501,-238.0654382728328,-110.49091723635443,0.8489785430421772,0.7802362525741722,0.88500657805386,-0.17788607049674285,-0.2816630817919298,-0.12993510421019916,-1.59137892616988,-2.5197739845062657,-1.1624068485653816,-167.337426516286,-264.96046104166834,-150.9677858612501,-0.15567528262939145,-0.25577166653162564,-0.11163822564765093,-16.369640655035905,-26.895022768835503,-11.739035294179908,0.9116076343735372,0.8833521579301897,0.9404631501538524,-0.09696316956275436,-0.13205134670540852,-0.06330588267749536,-0.14784769543139942,-0.20134951628589048,-0.09652767028269126,-29.86822129927261,-40.67666995674555,-19.50053945104874,0.9032100242233944,0.8724634893171612,0.9347080042898857,-0.10716220278869072,-0.1461797682590202,-0.06985282613442242,-0.1633989976926879,-0.22289227913290008,-0.10651033180862136,-33.009898523775334,-45.02874325917173,-21.51723874921644,-0.01555130226128848,-0.02154276284700962,-0.0099826615259301,-3.1416772245027236,-4.352073302426186,-2.0166992981676986,0.8833521579301897,0.8556902989230293,0.9404631501538524,-0.13205134670540852,-0.1686471159701106,-0.06330588267749536,-0.209320273419581,-0.26732980243692944,-0.10034887944522952,-100.15324087061292,-127.90899638130595,-48.01381791637776,0.8724634893171612,-0.1461797682590202,-0.2317158425400281,0.8424580203351388,-0.18700276555286313,-0.29642613265480533,0.9347080042898857,-0.06985282613442242,-0.11072672131248236,-110.86882418183164,-141.8306854807681,-52.97929249401071,-0.0223955691204471,-0.02909633021787588,-0.01037784186725285,-10.715583311218708,-13.921689099462148,-4.965474577632944,0.838
