geoid,GEOID,NAME,over20,over35,over55,city,state,totalCells,meanNDVI,standardDevNDVI,countyGEOID,popOver20_2023,popOver35_2023,popOver55_2023,mortalityRate,DementiaRate,StrokeRate,rr_Mortality,rr_Mortality_low,rr_Mortality_high,paf_Mortality,paf_Mortality_low,paf_Mortality_high,ls_Mortality,ls_Mortality_low,ls_Mortality_high,ls_Mortality_Rate,ls_Mortality_low_Rate,ls_Mortality_high_Rate,rr_Mortality10,rr_Mortality_low10,rr_Mortality_high10,paf_Mortality10,paf_Mortality_low10,paf_Mortality_high10,ls_Mortality10,ls_Mortality_low10,ls_Mortality_high10,ls_Mortality10_Rate,ls_Mortality_low10_Rate,ls_Mortality_high10_Rate,ls_Mortality_Change,ls_Mortality_Change_low,ls_Mortality_Change_high,ls_Mortality_Change_Rate,ls_Mortality_Change_low_Rate,ls_Mortality_Change_high_Rate,rr_Stroke,rr_Stroke_low,rr_Stroke_high,paf_Stroke,paf_Stroke_low,paf_Stroke_high,ls_Stroke,ls_Stroke_low,ls_Stroke_high,ls_Stroke_Rate,ls_Stroke_low_Rate,ls_Stroke_high_Rate,rr_Stroke10,rr_Stroke_low10,rr_Stroke_high10,paf_Stroke10,paf_Stroke_low10,paf_Stroke_high10,ls_Stroke10,ls_Stroke_low10,ls_Stroke_high10,ls_Stroke10_Rate,ls_Stroke_low10_Rate,ls_Stroke_high10_Rate,ls_Stroke_Change,ls_Stroke_Change_low,ls_Stroke_Change_high,ls_Stroke_Change_Rate,ls_Stroke_Change_low_Rate,ls_Stroke_Change_high_Rate,rr_Dementia,rr_Dementia_low,rr_Dementia_high,paf_Dementia,paf_Dementia_low,paf_Dementia_high,ls_Dementia,ls_Dementia_low,ls_Dementia_high,ls_Dementia_Rate,ls_Dementia_low_Rate,ls_Dementia_high_Rate,rr_Dementia10,paf_Dementia10,ls_Dementia10,rr_Dementia_low10,paf_Dementia_low10,ls_Dementia_low10,rr_Dementia_high10,paf_Dementia_high10,ls_Dementia_high10,ls_Dementia_10_Rate,ls_Dementia_low10_Rate,ls_Dementia_high10_Rate,ls_Dementia_Change,ls_Dementia_Change_low,ls_Dementia_Change_high,ls_Dementia_Change_Rate,ls_Dementia_Change_low_Rate,ls_Dementia_Change_high_Rate,RPL_THEMES
04013422402,04013422402,Census Tract 4224.02; Maricopa County; Arizona,3400,2170,834,Gilbert town,Arizona,77404,0.46996773908962114,0.22381277410725897,04013,3400,2170,834,0.010697,0.00781773244399999,0.00314654663299999,0.8598234425448154,0.7953929321230402,0.8934282576063648,-0.16302946688718414,-0.2572402388978092,-0.11928405161390096,-5.929349104793509,-9.35577604066554,-4.338337100387254,-174.39262072922085,-275.1698835489865,-127.59815001138982,0.846935251979775,0.7773917014211833,0.8834167974950904,-0.18072780376353983,-0.2863528105224906,-0.13196851456241132,-6.573034077319192,-10.414594448140878,-4.799668480931987,-193.3245316858586,-306.31160141590817,-174.39262072922085,-0.6436849725256826,-1.0588184074753375,-0.461331380544733,-18.93191095663772,-31.14171786692169,-13.56857001602156,0.9103667842494562,0.8817410661992966,0.9396138842110798,-0.09845835469979404,-0.13411979812900512,-0.06426694709776629,-0.6722742557028439,-0.9157708123105698,-0.4388151128279544,-30.980380447135666,-42.20141992214607,-20.22189460036656,0.9018577547677356,0.8707132932100068,0.9337795704592164,-0.1088223111831422,-0.1484836717185741,-0.07091655422298179,-0.7430394147614495,-1.0138474301443778,-0.48421867146399905,-34.24144768485942,-46.72107973015566,-22.31422449142853,-0.07076515905860559,-0.09807661783380806,-0.04540355863604467,-3.2610672377237595,-4.519659808009588,-2.0923298910619663,0.8817410661992966,0.8537297949407845,0.9396138842110798,-0.13411979812900512,-0.17133079567565165,-0.06426694709776629,-0.874459589478022,-1.117074878888237,-0.41901977903413457,-104.85126972158538,-133.94183200098763,-50.24217974030391,0.8707132932100068,-0.1484836717185741,-0.968111885243984,0.8403350580139253,-0.1900015243484331,-1.2388078218110397,0.9337795704592164,-0.07091655422298179,-0.4623751434025854,-116.0805617798542,-148.53810813082012,-55.44066467656899,-0.0936522957659619,-0.12173294292280268,-0.04335536436845083,-11.229292058268811,-14.596276129832455,-5.198484936265088,0.5078
04013422305,04013422305,Census Tract 4223.05; Maricopa County; Arizona,4007,2984,1244,Gilbert town,Arizona,79100,0.420739037731872,0.22612414813940715,04013,4007,2984,1244,0.010697,0.00781773244399999,0.00314654663299999,0.8772773637066548,0.8199937387054063,0.906925864740925,-0.13989034867469963,-0.2195215070529501,-0.10262595750939672,-5.996103088511462,-9.409323794708245,-4.398843998984413,-149.64070597732623,-234.82215609454067,-109.77898674780168,0.8658658589984481,0.803880677468584,0.8981088305391892,-0.15491330395761943,-0.24396571285802596,-0.11345080461979126,-6.640030203025662,-10.45707283038231,-4.862828110870754,-165.7107612434655,-260.9701230442304,-149.64070597732623,-0.6439271145142005,-1.047749035674066,-0.46398411188634103,-16.070055266139267,-26.147966949689696,-11.579338953989046,0.9218136960891296,0.8966317284751505,0.9474337099956784,-0.08481790218845986,-0.11528509224254412,-0.05548281578936148,-0.7963803178948774,-1.082445757791321,-0.5209445333587418,-26.688348454922163,-36.27499188308716,-17.457926721137458,0.914339479326832,0.8869017527169631,0.9423315162002576,-0.09368568525142797,-0.12752060409912155,-0.06119766006795334,-0.8796425504247242,-1.197328589959191,-0.5746028930431426,-29.478637748817835,-40.12495274662168,-19.256129123429712,-0.08326223252984677,-0.1148828321678701,-0.0536583596844008,-2.790289293895669,-3.8499608635345206,-1.798202402292252,0.8966317284751505,0.8718847635487081,0.9474337099956784,-0.11528509224254412,-0.14694056119279192,-0.05548281578936148,-1.121177399381983,-1.4290350387651118,-0.5395847624967225,-90.12680059340698,-114.87419925764566,-43.37498090809667,0.8869017527169631,-0.12752060409912155,-1.240170923146562,0.8600129624175401,-0.16277317168447,-1.583011278981336,0.9423315162002576,-0.06119766006795334,-0.5951631041669918,-99.69219639441816,-127.25171052904628,-47.84269326101221,-0.11899352376457915,-0.15397624021622414,-0.05557834167026931,-9.565395801011189,-12.377511271400657,-4.46771235291554,0.3576
04013422508,04013422508,Census Tract 4225.08; Maricopa County; Arizona,2489,1622,650,Gilbert town,Arizona,78982,0.457115310308432,0.22260318021897965,04013,2489,1622,650,0.010697,0.00781773244399999,0.00314654663299999,0.8643464624026824,0.8017435061851709,0.8969326589942527,-0.1569434752127431,-0.2472816958108791,-0.1149109021421058,-4.178593817978924,-6.583833854921457,-3.0594835794129094,-167.88243543507127,-264.5172300088974,-122.92019202141056,0.8518372839719778,0.7842219540899878,0.88722918961464,-0.17393311940651826,-0.27514920334052784,-0.12710448631017307,-4.630940257367608,-7.3258015890245956,-3.384135721559144,-186.05625782915257,-294.3271028133626,-167.88243543507127,-0.452346439388684,-0.741967734103139,-0.3246521421462347,-18.17382239408132,-29.809872804465208,-13.043476984581549,0.9133415142452465,0.8856046381208573,0.9416492051551344,-0.09488070388037172,-0.12917204467433163,-0.06196659491179875,-0.4842425192356179,-0.6592551885658404,-0.31625882609783273,-29.854655933145377,-40.64458622477438,-19.498078057819527,0.905099902188607,0.8749109874993974,0.9360047626804354,-0.1048504121831376,-0.1429734159107114,-0.06837063214967146,-0.5351249059289394,-0.7296932281575039,-0.3489431022311143,-32.99167114235138,-44.98725204423575,-21.51313823866303,-0.05088238669332146,-0.0704380395916635,-0.03268427613328156,-3.1370152092060084,-4.3426658194613745,-2.0150601808435,0.8856046381208573,0.8584328328393238,0.9416492051551344,-0.12917204467433163,-0.1649135048719343,-0.06196659491179875,-0.6563911149304208,-0.8380122773691973,-0.31488486866601334,-100.98324845083395,-128.9249657491073,-48.44382594861744,0.8749109874993974,-0.1429734159107114,-0.7265231429265382,0.845428631969209,-0.1828319531487319,-0.9290653397549742,0.9360047626804354,-0.06837063214967146,-0.3474271509626294,-111.77279121946742,-142.93312919307294,-53.45033091732759,-0.0701320279961174,-0.09105306238577691,-0.03254228229661604,-10.789542768633446,-14.00816344396568,-5.006504968710161,0.2645
04013422403,04013422403,Census Tract 4224.03; Maricopa County; Arizona,3027,2247,995,Gilbert town,Arizona,79691,0.4119833342582017,0.20843717183624988,04013,3027,2247,995,0.010697,0.00781773244399999,0.00314654663299999,0.8804185851891067,0.8244482142677588,0.9093477896544552,-0.13582336495680433,-0.21293245918199857,-0.0996892623228257,-4.397935973272267,-6.8947144875380015,-3.227920270256615,-145.29025349429358,-227.77385158698388,-106.63760390672662,0.8692768659056522,0.8086856186230764,0.9007473996687294,-0.15038147133727578,-0.2365744820622241,-0.110189161098631,-4.8693248228546775,-7.660238909193562,-3.5679050921355127,-160.86305988948388,-253.06372346196108,-145.29025349429358,-0.4713888495824108,-0.7655244216555603,-0.3399848218788972,-15.572806395190312,-25.289871874977216,-11.23174172047893,0.9238646421513608,0.8993063668109927,0.948831327510729,-0.08240964571535768,-0.11196810887270194,-0.05392810187192354,-0.5826601174381014,-0.7916470323198195,-0.381287334718552,-25.930579325238156,-35.23128759767777,-16.9687287369182,0.9165774764198846,0.8898123617478518,0.9438607289858468,-0.09101524500248516,-0.12383244264634331,-0.05947834176179089,-0.6435042024688968,-0.8755313161298937,-0.42052914188769847,-28.63837127142398,-38.964455546501725,-18.71513760069864,-0.06084408503079541,-0.08388428381007418,-0.03924180716914649,-2.707791946185822,-3.7331679488239513,-1.7464088637804402,0.8993063668109927,0.8751539705741808,0.948831327510729,-0.11196810887270194,-0.14265607381511264,-0.05392810187192354,-0.8709600338403088,-1.1096707815150744,-0.4194874942892364,-87.53367174274462,-111.52470165980648,-42.15954716474738,0.8898123617478518,-0.12383244264634331,-0.9632484599736068,0.863560788643208,-0.15799607063118262,-1.2289951523609222,0.9438607289858468,-0.05947834176179089,-0.4626608332959403,-96.80889044960873,-123.51710073979116,-46.498576210647265,-0.09228842613329802,-0.1193243708458478,-0.04317333900670395,-9.275218706864123,-11.992399079984702,-4.339029045899895,0.5765
04013816003,04013816003,Census Tract 8160.03; Maricopa County; Arizona,1901,1675,751,Gilbert town,Arizona,131886,0.5020739193953755,0.2637730285478328,04013,1901,1675,751,0.010697,0.00781773244399999,0.00314654663299999,0.8486277945414673,0.7797477095838026,0.8847337476510073,-0.17837290556848012,-0.2824660947497481,-0.13028354875693143,-3.627212499616326,-5.7439471893378435,-2.6493155731215547,-190.8054970866032,-302.1539815538056,-139.36431210528957,0.8348125647543729,0.7605880864579069,0.8739646221058782,-0.19787368113491463,-0.31477210569658703,-0.14421107526118257,-4.023760712257446,-6.40088982502378,-2.932531782802922,-211.6654767100182,-336.71172146363915,-190.8054970866032,-0.3965482126411195,-0.6569426356859367,-0.2832162096813673,-20.85997962341502,-34.5577399098336,-14.898275101597438,0.902977983117464,0.8721631030464638,0.9345487240507324,-0.10744671375881693,-0.14657453004719206,-0.0700351669900888,-0.5662942098029062,-0.7725160199559453,-0.36911793913112984,-33.80860954047201,-46.12035940035494,-22.03689188842566,0.8938093169406224,0.8603149717509065,0.9282439851612716,-0.11880686523032977,-0.16236498588976958,-0.077302967738877,-0.6261674974610295,-0.855739074444816,-0.40742263303994897,-37.38313417677788,-51.08889996685469,-24.323739285967104,-0.05987328765812327,-0.08322305448887068,-0.03830469390881913,-3.5745246363058674,-4.968540566499742,-2.2868473975414405,0.8721631030464638,0.8420935784536691,0.9345487240507324,-0.14657453004719206,-0.18751647748732805,-0.0700351669900888,-0.8605562247195035,-1.1009311910277972,-0.4111846640967306,-114.5880459013986,-146.595364983728,-54.751619719937494,0.8603149717509065,-0.16236498588976958,-0.9532638394880004,0.8277446665629165,-0.20810201550720653,-1.221791294597652,0.9282439851612716,-0.077302967738877,-0.4538547731011877,-126.93260179600536,-162.68858782924795,-60.433391890970405,-0.09270761476849676,-0.12086010356985488,-0.04267010900445711,-12.34455589460676,-16.093222845519957,-5.681772171032905,0.4082
04013816301,04013816301,Census Tract 8163.01; Maricopa County; Arizona,954,925,812,Gilbert town,Arizona,85898,0.45852512684456753,0.23178493857936688,04013,954,925,812,0.010697,0.00781773244399999,0.00314654663299999,0.863849160966329,0.8010444264925661,0.8965475818047196,-0.15760950543885272,-0.2483702113484217,-0.11538976881409264,-1.6083952312141547,-2.534602607857539,-1.177545436582149,-168.59488796794074,-265.68161507940664,-123.43243570043492,0.8512981847702425,0.7834698049256109,0.8868101962567005,-0.1746765327238313,-0.2763733761187494,-0.1276370120924218,-1.7825631865016696,-2.8203731681425186,-1.3025277949084149,-186.8514870546823,-295.6366004342263,-168.59488796794074,-0.17416795528751483,-0.28577056028497916,-0.12498235832626592,-18.256599086741595,-29.95498535481962,-13.100876134828711,0.9130147342606462,0.8851800074910575,0.9414257303684576,-0.09527257608804526,-0.1297137209801956,-0.06221868357965676,-0.27729613324404445,-0.3775390016038257,-0.18109094012771676,-29.977960350707505,-40.81502720041359,-19.577398932726137,0.90474369417723,0.8744495450140728,0.935760416824896,-0.10528540451381184,-0.14357655704870506,-0.06864960519816979,-0.30643902744620427,-0.41788755724738513,-0.1998084952860994,-33.12854350769776,-45.17703321593353,-21.600918409308044,-0.02914289420215982,-0.04034855564355943,-0.01871755515838263,-3.1505831569902507,-4.362006015519939,-2.0235194765819067,0.8851800074910575,0.8579156817818827,0.9414257303684576,-0.1297137209801956,-0.16561571403265354,-0.06221868357965676,-0.8234225379303368,-1.0513283447533928,-0.394964125249846,-101.40671649388383,-129.47393408293016,-48.64090212436527,0.8744495450140728,-0.14357655704870506,-0.9114238038888324,0.8448684003069958,-0.18361628821321135,-1.1655959670523568,0.935760416824896,-0.06864960519816979,-0.4357876076103246,-112.24431082374784,-143.5463013611277,-53.66842458255229,-0.08800126595849556,-0.11426762229896403,-0.04082348236047861,-10.837594329863984,-14.07236727819754,-5.027522458187021,0.0634
04013812801,04013812801,Census Tract 8128.01; Maricopa County; Arizona,2093,1695,705,Gilbert town,Arizona,78080,0.43515243870587866,0.2259840966952271,04013,2093,1695,705,0.010697,0.00781773244399999,0.00314654663299999,0.8721307617649294,0.8127132606924691,0.9029529990525464,-0.1466170485447639,-0.23044626975565036,-0.10747735601884412,-3.2825828554170293,-5.15942028367697,-2.4062912854591736,-156.83625682833394,-246.5083747576192,-114.96852773335756,0.860279879689884,0.7960330157123744,0.8937821135586191,-0.16241240043935787,-0.25622930238024666,-0.11884091752347928,-3.6362221616171047,-5.7366719859462165,-2.660708029908941,-173.73254474998112,-274.08848475614985,-156.83625682833394,-0.35363930620007533,-0.5772517022692467,-0.2544167444497676,-16.896287921647172,-27.58010999853066,-12.155601741508246,0.9184473963300384,0.8922461259862234,0.9451374724756844,-0.0887939842780677,-0.12076698444016593,-0.05804714036002535,-0.473573528782071,-0.6440982173138657,-0.3095884177234219,-27.939441226080884,-37.99989482677674,-18.264803405511618,0.910667244929898,0.8821311090411517,0.9398195620551476,-0.09809593522492256,-0.13361833603960308,-0.06403403416423148,-0.5231845218045776,-0.7126395715063462,-0.3415188964416938,-30.866343469296616,-42.04363253724756,-20.14860745968695,-0.04961099302250665,-0.06854135419248042,-0.03193047871827192,-2.9269022432157317,-4.043737710470821,-1.883804054175335,0.8922461259862234,0.8665296613509458,0.9451374724756844,-0.12076698444016593,-0.15402858621246726,-0.05804714036002535,-0.6656074005574594,-0.8489287643943427,-0.31992689379416434,-94.41239724219282,-120.41542757366564,-45.3797012473992,0.8821311090411517,-0.13361833603960308,-0.7364376425429201,0.8542043457208226,-0.17068006620376924,-0.9407034192292186,0.9398195620551476,-0.06403403416423148,-0.35292366721617136,-104.45924007700994,-133.43310911052745,-50.06009464059168,-0.07083024198546073,-0.0917746548348759,-0.03299677342200702,-10.046842834817124,-13.01768153686183,-4.680393393192485,0.3613
04013814802,04013814802,Census Tract 8148.02; Maricopa County; Arizona,4167,2597,579,Gilbert town,Arizona,86445,0.438346825827505,0.23881536202529552,04013,4167,2597,579,0.010697,0.00781773244399999,0.00314654663299999,0.870994233503379,0.8111084869549702,0.902074866601772,-0.14811322685538825,-0.23288070101961145,-0.10855543926982934,-6.602058071029591,-10.380517286647867,-4.838793463633642,-158.43671876720882,-249.11248588067835,-116.12175338693643,0.8590467669761538,0.7943041656776674,0.8928260250428114,-0.16408097724411658,-0.2589635598182234,-0.1200390355467624,-7.313810947989173,-11.543145041797857,-5.35066786603657,-175.5174213580315,-277.0133199375536,-158.43671876720882,-0.711752876959582,-1.1626277551499893,-0.5118744024029285,-17.0807025908227,-27.90083405687519,-12.28400293743529,0.9177030018718736,0.8912770691631389,0.9446293199606276,-0.0896771591247518,-0.12198555824951954,-0.05861630469153803,-0.7328042239732787,-0.9968149439773386,-0.4789879172232606,-28.217336310099295,-38.3833247584651,-18.443893616606108,0.909855380263048,0.8810772881506402,0.9392637543208668,-0.0990757670860727,-0.13497421105811913,-0.064663674500086,-0.8096057159110832,-1.1029527803535255,-0.5284044931148723,-31.174652133657425,-42.470264934675605,-20.34672672756535,-0.0768014919378045,-0.1061378363761869,-0.04941657589161163,-2.9573158235581247,-4.086940176210508,-1.902833110959247,0.8912770691631389,0.8653472900963358,0.9446293199606276,-0.12198555824951954,-0.15560539848535704,-0.05861630469153803,-0.5521636142710713,-0.7043427145041035,-0.26532477383503283,-95.36504564267209,-121.6481372200524,-45.82465869344263,0.8810772881506402,-0.13497421105811913,-0.6109563236886772,0.8529223243978281,-0.172439706870154,-0.7805426573079058,0.9392637543208668,-0.064663674500086,-0.29269799422470755,-105.51922688923614,-134.80874910326526,-50.552330608757785,-0.05879270941760595,-0.07619994280380238,-0.02737322038967471,-10.154181246564066,-13.160611883212844,-4.727671915315149,0.1886
04013815202,04013815202,Census Tract 8152.02; Maricopa County; Arizona,2405,1264,238,Gilbert town,Arizona,54227,0.3874181204589999,0.2176223554318148,04013,2405,1264,238,0.010697,0.00781773244399999,0.00314654663299999,0.8892918479954981,0.8370754054619036,0.9161773846794338,-0.1244902359715124,-0.19463550532606264,-0.091491687878647407,-3.20267129032038,-5.007248481137306,-2.3537412374971285,-133.16720541872684,-208.2016000472892,-97.86865852378912,0.8789187762196077,0.8223203541282623,0.9081916904558516,-0.13776156233820044,-0.2160710786006203,-0.10108913185284366,-3.5440932147578112,-5.5587061483369595,-2.600647816448834,-147.363543233173,-231.13123277908355,-133.16720541872684,-0.341421924437431,-0.5514576671996538,-0.2469065789517053,-14.196337814446196,-22.92963273179434,-10.266385819197726,0.9296432195047136,0.9068530667591176,0.9527635334493352,-0.07568148620797814,-0.10271447123597204,-0.04957837374364277,-0.301003051568701,-0.4085195842656948,-0.19718484052546087,-23.813532560814952,-32.319587362792305,-15.600066497267472,0.9228857424030328,0.8980295315849032,0.948164386591076,-0.08355775157624072,-0.1135491259793344,-0.05466943722204967,-0.3323288094204541,-0.4516115517183844,-0.21743319609447315,-26.291836188327064,-35.72876200303674,-17.201993361904524,-0.03132575785175312,-0.04309196745268962,-0.0202483555690123,-2.478303627512114,-3.409174640244432,-1.6019268646370493,0.9068530667591176,0.8843917259964861,0.9527635334493352,-0.10271447123597204,-0.13072066439026508,-0.04957837374364277,-0.19111263251144367,-0.24322152462699256,-0.09224652970287124,-80.29942542497633,-102.19391791050109,-38.75904609364338,0.8980295315849032,-0.1135491259793344,-0.2112718113052436,0.8735929849288574,-0.14469783669501052,-0.26922773545671297,0.948164386591076,-0.05466943722204967,-0.10171906586971728,-88.76966861564857,-113.12089725071972,-42.739103306603894,-0.02015917879379991,-0.0260062108297204,-0.00947253616684602,-8.470243190672234,-10.926979340218658,-3.980057212960515,0.0822
04013422622,04013422622,Census Tract 4226.22; Maricopa County; Arizona,2923,1952,803,Gilbert town,Arizona,78784,0.4687250259229373,0.24896054434959408,04013,2923,1952,803,0.010697,0.00781773244399999,0.00314654663299999,0.8602597418938971,0.7960047718260006,0.8937665026026098,-0.16243961131838972,-0.2562738759794657,-0.1188604597375744,-5.079053094603437,-8.013000106902904,-3.716449337426912,-173.76165222728147,-274.1361651352345,-127.14503378128332,0.8474079994301174,0.7780495186029006,0.8837847046672689,-0.18006910564037737,-0.2852652383817977,-0.13149729195243806,-5.630280328931646,-8.919482631277573,-4.111569353080517,-192.6199223035117,-305.148225497009,-173.76165222728147,-0.5512272343282092,-0.9064825243746686,-0.39512001565360544,-18.858270076230216,-31.0120603617745,-13.517619420239663,0.910653990015029,0.8821139012585647,0.9398104889959528,-0.0981119184285312,-0.13364045002945782,-0.06404430649454737,-0.6026091943006846,-0.8208275325580963,-0.3933639108722407,-30.871372658846543,-42.05059080727953,-20.151839696323805,0.902170733141374,0.8711182910590912,0.9339944951221288,-0.10843764186184884,-0.14794972194214465,-0.07067012195745374,-0.6660303971309592,-0.9087159252880264,-0.4340600605515025,-34.120409689086024,-46.55306994303414,-22.236683429892544,-0.06342120283027464,-0.08788839272993021,-0.04069614967926177,-3.2490370302394793,-4.502479135754621,-2.0848437335687384,0.8821139012585647,0.8541834085095573,0.9398104889959528,-0.13364045002945782,-0.17070876118382386,-0.06404430649454737,-0.8389465214669206,-1.0716480028878077,-0.40204704594693,-104.47652820260532,-133.45554207818273,-50.06812527359028,0.8711182910590912,-0.14794972194214465,-0.92877496707023,0.8408262172347136,-0.1893063982814104,-1.188397257676198,0.9339944951221288,-0.07067012195745374,-0.4436415245143229,-115.66313413078828,-147.99467717013675,-55.24801052482229,-0.08982844560330927,-0.1167492547883906,-0.04159447856739295,-11.186605928182972,-14.539135091953998,-5.179885251231999,0.3398
04013815100,04013815100,Census Tract 8151; Maricopa County; Arizona,3425,2560,558,Gilbert town,Arizona,81985,0.4119142725014095,0.19945137009850772,04013,3425,2560,558,0.010697,0.00781773244399999,0.00314654663299999,0.880443406640093,0.8244834455401531,0.9093669185900244,-0.1357913438367984,-0.2128806289674607,-0.09966612987252968,-4.975018017201146,-7.799355501622376,-3.6514904250190914,-145.25600050222323,-227.7184088064927,-106.612859124645,0.8693038240120446,0.8087236321599632,0.9007682425112812,-0.1503457966913815,-0.23651635766988796,-0.11016347247330496,-5.5082527811864,-8.665303012132162,-4.03608392778578,-160.8248987207708,-253.00154779947917,-145.25600050222323,-0.5332347639852539,-0.8659475105097858,-0.3845935027666889,-15.56889821854756,-25.283138992986444,-11.22900738004931,0.9238808373816454,0.8993274950531324,0.9488423595928988,-0.08239067154383524,-0.1119419849839239,-0.05391584796978336,-0.6636699907503709,-0.9017105304128058,-0.4343007485303339,-25.924609013686368,-35.223067594250224,-16.96487298946617,0.9165951506712864,0.8898353574845637,0.9438728007106704,-0.0909942074945852,-0.12380339979617792,-0.05946479149210559,-0.7329728440693514,-0.9972561172034984,-0.4789983729959216,-28.63175172145904,-38.95531707826165,-18.71087394515319,-0.06930285331898045,-0.09554558679069249,-0.04469762446558767,-2.707142707772674,-3.732249484011424,-1.7460009556870184,0.8993274950531324,0.8751798055373405,0.9488423595928988,-0.1119419849839239,-0.14262234305786192,-0.05391584796978336,-0.48832392822285703,-0.6221606917580118,-0.23519681804688392,-87.51324878545825,-111.49833185627452,-42.149967391914686,0.8898353574845637,-0.12380339979617792,-0.5400669152373583,0.8635888306841801,-0.15795846873997643,-0.6890613915971749,0.9438728007106704,-0.05946479149210559,-0.2594029449857292,-96.78618552640827,-123.48770458730736,-46.4879829723529,-0.05174298701450125,-0.06690069983916314,-0.02420612693884524,-9.272936740950044,-11.98937273103282,-4.338015580438216,0.2608
04013422217,04013422217,Census Tract 4222.17; Maricopa County; Arizona,2502,1744,590,Gilbert town,Arizona,54232,0.37709817076434365,0.19323662251561197,04013,2502,1744,590,0.010697,0.00781773244399999,0.00314654663299999,0.8930461675256725,0.8424376614344395,0.919061804696744,-0.1197629376437058,-0.18703145143971264,-0.08806610707749128,-3.205322568224752,-5.005689940998617,-2.3569919548146263,-128.11041439747208,-200.06754360506065,-94.20431474079244,0.8830012170260652,0.8281167161133508,0.9113373914367624,-0.13250127034703868,-0.2075592492485349,-0.09728845693849696,-3.5462499544334865,-5.555093745607367,-2.603817948925497,-141.73660889022727,-222.02612892115775,-128.11041439747208,-0.34092738620873453,-0.5494038046087502,-0.2468259941108708,-13.626194492755175,-21.95858531609713,-9.865147646317778,0.932081592704788,0.9100423275719706,0.9544203268816324,-0.07286744832941185,-0.09884998719569464,-0.0477563939436303,-0.39986575739819424,-0.5424469486034393,-0.2620669046698098,-22.92808241962123,-31.103609438270603,-15.02677205675515,0.9255488051506944,0.9015041946237916,0.9499782196006052,-0.08044005290156864,-0.10925717923843048,-0.05265571290721306,-0.4414210105619075,-0.599557219704799,-0.2889522963367719,-25.310837761577268,-34.378280946376094,-16.56836561564059,-0.04155525316371328,-0.05711027110135969,-0.02688539166696207,-2.3827553419560368,-3.274671508105487,-1.5415935588854404,0.9100423275719706,0.8883015736064158,0.9544203268816324,-0.09884998719569464,-0.12574381236329427,-0.0477563939436303,-0.4559418236733722,-0.5799885741114165,-0.22027455910152255,-77.27827519887664,-98.30314815447738,-37.334671034156365,0.9015041946237916,-0.10925717923843048,-0.5039446029745986,0.8778422404257942,-0.13915684840473574,-0.6418556950613103,0.9499782196006052,-0.05265571290721306,-0.24287248234243472,-85.4143394872201,-108.78910085784922,-41.1648275156669,-0.04800277930122643,-0.06186712094989388,-0.02259792324091217,-8.136064288343462,-10.485952703371844,-3.830156481510538,0.3451
04013422510,04013422510,Census Tract 4225.10; Maricopa County; Arizona,2218,1503,610,Gilbert town,Arizona,79694,0.4932889089597017,0.21924987797049755,04013,2218,1503,610,0.010697,0.00781773244399999,0.00314654663299999,0.8516766211310081,0.7839977722157756,0.8871043278709198,-0.17415457368316828,-0.2755138285326342,-0.12726312856576144,-4.131982010859872,-6.536826218018538,-3.0194381161423136,-186.2931474688851,-294.71714238135877,-136.133368626795,0.838112269309385,0.7651495223384949,0.8765408645632426,-0.19315757162702385,-0.3069340969379963,-0.14084812292040008,-4.5828461139139,-7.282301809509665,-3.3417549586107747,-206.62065436942737,-328.3274034945746,-186.2931474688851,-0.4508641030540277,-0.7454755914911271,-0.32231684246846104,-20.327506900542275,-33.61026111321583,-14.531868461156945,0.9049937536695272,0.8747734730771741,0.9359319520102196,-0.10498000228758016,-0.1431530913738375,-0.06845374586493516,-0.49647768251366736,-0.6770081301318323,-0.3237355340620267,-33.032447273031764,-45.04378776658897,-21.53929035675494,0.8960043948421161,0.8631477948795354,0.9297553828837978,-0.11606595431511114,-0.15855014162385048,-0.07555171866639411,-0.5489060274474856,-0.7498247776751643,-0.3573036899986198,-36.52069377561448,-49.88854142881998,-23.772700598710564,-0.05242834493381826,-0.07281664754333206,-0.03356815593659307,-3.4882465025827187,-4.844753662231009,-2.2334102419556268,0.8747734730771741,0.8452616694658865,0.9359319520102196,-0.1431530913738375,-0.18306559509777753,-0.06845374586493516,-0.682670865804209,-0.8730062837273983,-0.326443372676597,-111.9132566892146,-143.1157842176063,-53.515306996163446,0.8631477948795354,-0.15855014162385048,-0.7560965775658781,0.831170829120947,-0.20312210795175295,-0.9686521189911348,0.9297553828837978,-0.07555171866639411,-0.36029230455312006,-123.95025861735706,-158.79542934280897,-59.064312221822966,-0.07342571176166912,-0.09564583526373638,-0.03384893187652305,-12.037001928142478,-15.679645125202686,-5.549005225659516,0.2432
