geoid,GEOID,NAME,over20,over35,over55,city,state,totalCells,meanNDVI,standardDevNDVI,countyGEOID,popOver20_2023,popOver35_2023,popOver55_2023,mortalityRate,DementiaRate,StrokeRate,rr_Mortality,rr_Mortality_low,rr_Mortality_high,paf_Mortality,paf_Mortality_low,paf_Mortality_high,ls_Mortality,ls_Mortality_low,ls_Mortality_high,ls_Mortality_Rate,ls_Mortality_low_Rate,ls_Mortality_high_Rate,rr_Mortality10,rr_Mortality_low10,rr_Mortality_high10,paf_Mortality10,paf_Mortality_low10,paf_Mortality_high10,ls_Mortality10,ls_Mortality_low10,ls_Mortality_high10,ls_Mortality10_Rate,ls_Mortality_low10_Rate,ls_Mortality_high10_Rate,ls_Mortality_Change,ls_Mortality_Change_low,ls_Mortality_Change_high,ls_Mortality_Change_Rate,ls_Mortality_Change_low_Rate,ls_Mortality_Change_high_Rate,rr_Stroke,rr_Stroke_low,rr_Stroke_high,paf_Stroke,paf_Stroke_low,paf_Stroke_high,ls_Stroke,ls_Stroke_low,ls_Stroke_high,ls_Stroke_Rate,ls_Stroke_low_Rate,ls_Stroke_high_Rate,rr_Stroke10,rr_Stroke_low10,rr_Stroke_high10,paf_Stroke10,paf_Stroke_low10,paf_Stroke_high10,ls_Stroke10,ls_Stroke_low10,ls_Stroke_high10,ls_Stroke10_Rate,ls_Stroke_low10_Rate,ls_Stroke_high10_Rate,ls_Stroke_Change,ls_Stroke_Change_low,ls_Stroke_Change_high,ls_Stroke_Change_Rate,ls_Stroke_Change_low_Rate,ls_Stroke_Change_high_Rate,rr_Dementia,rr_Dementia_low,rr_Dementia_high,paf_Dementia,paf_Dementia_low,paf_Dementia_high,ls_Dementia,ls_Dementia_low,ls_Dementia_high,ls_Dementia_Rate,ls_Dementia_low_Rate,ls_Dementia_high_Rate,rr_Dementia10,paf_Dementia10,ls_Dementia10,rr_Dementia_low10,paf_Dementia_low10,ls_Dementia_low10,rr_Dementia_high10,paf_Dementia_high10,ls_Dementia_high10,ls_Dementia_10_Rate,ls_Dementia_low10_Rate,ls_Dementia_high10_Rate,ls_Dementia_Change,ls_Dementia_Change_low,ls_Dementia_Change_high,ls_Dementia_Change_Rate,ls_Dementia_Change_low_Rate,ls_Dementia_Change_high_Rate,RPL_THEMES
04013816004,04013816004,Census Tract 8160.04; Maricopa County; Arizona,4278,3103,830,Gilbert town,Arizona,111662,0.4102958641385564,0.2077475407794428,04013,4278,3103,830,0.010697,0.00781773244399999,0.00314654663299999,0.8810252783588864,0.8253094940806984,0.9098153054865246,-0.13504121228250285,-0.2116666622306182,-0.09912417824763796,-6.179724356828221,-9.686240266998588,-4.536097449910699,-144.4535847785933,-226.4198285880923,-106.03313347149832,0.869935805601568,0.8096149614871827,0.9012568163607704,-0.14951010587326208,-0.2351550398267082,-0.10956164973924912,-6.841846479607445,-10.761109906270502,-5.01373457794148,-159.93096025262844,-251.5453461026298,-144.4535847785933,-0.6621221227792233,-1.0748696392719133,-0.4776371280307812,-15.47737547403514,-25.12551751453747,-11.164963254576463,0.924260441252724,0.8998227610549446,0.9491009245539944,-0.08194612185783925,-0.1113299677234308,-0.05362872812490875,-0.800100152720952,-1.086996213590972,-0.5236166470136029,-25.784729381919178,-35.03049350921598,-16.874529391350396,0.9170094305444504,0.8903744148009276,0.9441557363660968,-0.0905013260401,-0.12312301811096268,-0.05914730111034313,-0.883630892402087,-1.2021404230079729,-0.57749852681882,-28.476664273351176,-38.74123180818476,-18.61097411597873,-0.083530739681135,-0.115144209417001,-0.05388187980521708,-2.691934891432002,-3.710738298968771,-1.73644472462833,0.8998227610549446,0.8757854461296768,0.9491009245539944,-0.1113299677234308,-0.14183217410069962,-0.05362872812490875,-0.7223887575485782,-0.9203089709281796,-0.3479816896678201,-87.03479006609376,-110.88059890700958,-41.925504779255434,0.8903744148009276,-0.12312301811096268,-0.798910535030096,0.8642462347914457,-0.1570776472532895,-1.0192325459021596,0.9441557363660968,-0.05914730111034313,-0.3837901531382543,-96.25428132892723,-122.79910191592283,-46.23977748653667,-0.07652177748151778,-0.09892357497398008,-0.0358084634704342,-9.219491262833468,-11.918503008913262,-4.31427270728123,0.0155
04013422304,04013422304,Census Tract 4223.04; Maricopa County; Arizona,2077,783,286,Gilbert town,Arizona,96343,0.3666047140388952,0.21153837949260235,04013,2077,783,286,0.010697,0.00781773244399999,0.00314654663299999,0.8968798595316512,0.8479252945308606,0.9220040313730666,-0.11497653712750108,-0.17934917904917452,-0.08459395617910719,-2.5545106446650294,-3.9847206955362946,-1.879480517787908,-122.9904017652879,-191.849816828902,-90.49015492479096,0.8871717387071847,0.8340524261922179,0.9145471526863204,-0.12717747463104753,-0.19896539905219032,-0.09343733350727396,-2.8255870356085113,-4.420547378594478,-2.075959748107222,-136.04174461283156,-212.83328736612796,-122.9904017652879,-0.2710763909434819,-0.43582668305818384,-0.1964792303193139,-13.051342847543664,-20.98347053722599,-9.459760727940006,0.9345675196674889,0.9132967095273644,0.9561079297644612,-0.07001364690674418,-0.09493441678718516,-0.04590702458283319,-0.17249584346681943,-0.23389429091657077,-0.11310324881398286,-22.03012049384667,-29.87155694975361,-14.4448593632162,0.9282645208795564,0.9050510618476848,0.9518261060706072,-0.07727913488762037,-0.10491003453271965,-0.05061207464488179,-0.1903961605168452,-0.2584716793707178,-0.124695297148327,-24.316240168179466,-33.01043159268426,-15.925325306299747,-0.01790031705002576,-0.02457738845414703,-0.01159204833434415,-2.2861196743327916,-3.1388746429306553,-1.480465943083545,0.9132967095273644,0.8922948806428496,0.9561079297644612,-0.09493441678718516,-0.12070574615373204,-0.04590702458283319,-0.2122611548684471,-0.2698825351746121,-0.10264220694977408,-74.21718701693955,-94.3645227883259,-35.88888354887205,0.9050510618476848,-0.10491003453271965,-0.23456535407093437,0.8821841313262885,-0.13355020169835227,-0.29860108698990634,0.9518261060706072,-0.05061207464488179,-0.11316209419070045,-82.01585806676026,-104.40597447199524,-39.56716580094421,-0.02230419920248724,-0.02871855181529425,-0.01051988724092635,-7.798671049820715,-10.04145168366932,-3.678282252072152,0.2025
04013816401,04013816401,Census Tract 8164.01; Maricopa County; Arizona,2146,1654,448,Gilbert town,Arizona,80156,0.4368335029485463,0.21352667870123107,04013,2146,1654,448,0.010697,0.00781773244399999,0.00314654663299999,0.871532472613058,0.8118683440731328,0.9024907703908718,-0.14740417761115238,-0.2317268031205813,-0.10804457265185842,-3.3837752190473425,-5.3194653414569215,-2.480245495187771,-157.6782487906497,-247.87816129808579,-115.57527936569296,0.8596307266813593,0.7951227300766216,0.8932788390269508,-0.16329020003803515,-0.2576674797155346,-0.11947127404170976,-3.748450969005526,-5.9149533394896405,-2.742554132738267,-174.67152698068622,-275.62690305170736,-157.6782487906497,-0.3646757499581837,-0.595487998032719,-0.2623086375504964,-16.993278190036516,-27.748741753621577,-12.223142476723968,0.9180555793094692,0.8917360230992452,0.9448700202822774,-0.08925867075734864,-0.12140810071177945,-0.05834662814389291,-0.46453676667677535,-0.6318548783494522,-0.30365849899489655,-28.085656993759088,-38.20162505135745,-18.359038633306927,0.9102399063063764,0.8815763728287074,0.9395270241130228,-0.09861146833020894,-0.1343316708810011,-0.06436533951119465,-0.5132123553564467,-0.6991141535480623,-0.33498220899868814,-31.028558364960503,-42.2680866715878,-20.252854232085134,-0.04867558867967137,-0.06725927519861008,-0.03132371000379158,-2.9429013712014127,-4.066461620230355,-1.8938155987782093,0.8917360230992452,0.8659072305627237,0.9448700202822774,-0.12140810071177945,-0.1548581241781917,-0.05834662814389291,-0.42521294945870614,-0.5423664429589639,-0.20434997087165477,-94.91360478988976,-121.063938160483,-45.61383278385151,0.8815763728287074,-0.1343316708810011,-0.4704757396430032,0.8535294347406632,-0.17160575757277832,-0.6010224185521507,0.9395270241130228,-0.06436533951119465,-0.2254295693286522,-105.0169061703132,-134.15678985539077,-50.31910029657416,-0.04526279018429707,-0.0586559755931868,-0.02107959845699741,-10.103301380423453,-13.09285169490777,-4.705267512722638,0.0368
04013816200,04013816200,Census Tract 8162; Maricopa County; Arizona,2276,1630,386,Gilbert town,Arizona,67445,0.4656703427855959,0.20336849284576103,04013,2276,1630,386,0.010697,0.00781773244399999,0.00314654663299999,0.8613331399240731,0.7975107212212352,0.8945984787914979,-0.1609909727705942,-0.253901638423984,-0.1178199200057748,-3.919546111714757,-6.181583740479808,-2.868487601470835,-172.21204357270463,-271.59858262213567,-126.03196843017729,0.8485711703148736,0.7796688498163646,0.8846896997029144,-0.17845153710435002,-0.28259581004875334,-0.13033982461399476,-4.344647506314308,-6.880182717088287,-3.1733018564670727,-190.8896092405232,-302.29273800915144,-172.21204357270463,-0.425101394599551,-0.698598976608479,-0.3048142549962378,-18.677565667818584,-30.694155387015773,-13.39254195941291,0.9113603487071004,0.883031028252477,0.9402939333128756,-0.097260816118068,-0.13246303697731343,-0.06349723695096712,-0.4988381803709966,-0.6793858304866096,-0.3256691379265761,-30.603569347913897,-41.680112299792,-19.979701713286875,0.9029405194054928,0.8721146072707927,0.9345230065003072,-0.1074926625935586,-0.14663828774685195,-0.07006461375937371,-0.5513160011562259,-0.7520888632433497,-0.35935236646271457,-33.82306755559668,-46.140421057874214,-22.04615745170028,-0.05247782078522933,-0.07270303275674006,-0.03368322853613847,-3.219498207682781,-4.4603087580822125,-2.0664557384134032,0.883031028252477,0.8552994496584614,0.9402939333128756,-0.13246303697731343,-0.16918115684433155,-0.06349723695096712,-0.3997263845780095,-0.5105286252472979,-0.19161210203454945,-103.55605818083149,-132.26130187753833,-49.64044094159313,0.8721146072707927,-0.14663828774685195,-0.4425022552653523,0.8420347442564909,-0.18759945099770312,-0.566108493412954,0.9345230065003072,-0.07006461375937371,-0.21143011200691209,-114.6378899651172,-146.66023145413317,-54.77464041629847,-0.04277587068734284,-0.05557986816565608,-0.0198180099723626,-11.081831784285711,-14.398929576594837,-5.134199474705338,0.2622
04013422620,04013422620,Census Tract 4226.20; Maricopa County; Arizona,1962,1409,492,Gilbert town,Arizona,79110,0.468116855033325,0.22756878014265047,04013,1962,1409,492,0.010697,0.00781773244399999,0.00314654663299999,0.8604733429323828,0.7963043713108345,0.8939320828501301,-0.16215105117856213,-0.2558012187649459,-0.11865321670936424,-3.4031474567247892,-5.368631660046365,-2.490236046832816,-173.4529794457079,-273.6305637128626,-126.92334591400692,0.8476394532731801,0.7783716503192026,0.8839648104440029,-0.17974687957064286,-0.28473332705515386,-0.13126675200759894,-3.7724401514451817,-5.975844687836621,-2.754962795494011,-192.27523707671668,-304.5792399508981,-173.4529794457079,-0.36929269472039206,-0.6072130277902561,-0.26472674866119483,-18.82225763100877,-30.94867623803548,-13.492698708521653,0.9107945785476568,0.8822964203066553,0.939906720323294,-0.09794241594475574,-0.13340593590126437,-0.06393536547545489,-0.43422615417846905,-0.5914531097911632,-0.28345643303368157,-30.818037911885668,-41.97679984323372,-20.1175608966417,0.9023239410819782,0.8713165614393785,0.9340996950430812,-0.10824943733721422,-0.14768850295699856,-0.07054954123914933,-0.47992217073177623,-0.6547746452524255,-0.3127802768170476,-34.06119025775559,-46.47087617121543,-22.198742144574,-0.04569601655330718,-0.06332153546126229,-0.02932384378336605,-3.2431523458699205,-4.49407632798171,-2.0811812479322964,0.8822964203066553,0.8544054900994151,0.939906720323294,-0.13340593590126437,-0.17040446437632803,-0.06393536547545489,-0.5131225013522094,-0.6554308428005727,-0.2459161538502589,-104.29319133174988,-133.21765097572617,-49.98295809964611,0.8713165614393785,-0.14768850295699856,-0.568057886976977,0.8410666900574932,-0.1889663588170903,-0.7268259096012648,0.9340996950430812,-0.07054954123914933,-0.2713564192276699,-115.45892011727176,-147.7288434148912,-55.15374374546136,-0.05493538562476763,-0.07139506680069208,-0.02544026537741101,-11.165728785521877,-14.511192439165056,-5.170785645815245,0.2208
04013815601,04013815601,Census Tract 8156.01; Maricopa County; Arizona,959,549,117,Gilbert town,Arizona,93387,0.3937511043858147,0.23425582895633612,04013,959,549,117,0.010697,0.00781773244399999,0.00314654663299999,0.8869957751731729,0.8338016940918613,0.9144118032684568,-0.12740108576589865,-0.19932593935198736,-0.0935991819283372,-1.3069342284458674,-2.044769800745033,-0.9601800006748388,-136.28094144378178,-213.2189573248209,-100.12304490874229,0.8764228792041481,0.8187834401449707,0.90626666482415,-0.14100170560137407,-0.2213241633501329,-0.10342798517700938,-1.4464551397803649,-2.2704368877667607,-1.061008021983492,-150.82952448178986,-236.75045753563717,-136.28094144378178,-0.1395209113344973,-0.2256670870217281,-0.10082802130865344,-14.548583038008058,-23.53150021081628,-10.513870835104631,0.9281500365217656,0.9049014679107362,0.951748242914392,-0.07741201384583424,-0.10509269291918616,-0.05069802591686875,-0.13372570082467714,-0.18154280342271467,-0.08757851280891009,-24.35805115203591,-33.067905905776804,-15.952370274847013,0.9212553113005926,0.8959038893680646,0.9470530173125083,-0.08547542438397313,-0.11619115830087606,-0.05590709466059396,-0.14765487243100053,-0.20071489296685935,-0.0965769399753422,-26.895240879963666,-36.560089793599154,-17.59142804651042,-0.01392917160632339,-0.01917208954414467,-0.0089984271664321,-2.537189727927759,-3.4921838878223457,-1.6390577716634074,0.9049014679107362,0.8820009178913494,0.951748242914392,-0.10509269291918616,-0.13378566814959542,-0.05069802591686875,-0.0961256269422131,-0.1223703653369312,-0.04637220144067575,-82.15865550616505,-104.59005584353096,-39.63436020570577,0.8959038893680646,-0.11619115830087606,-0.10627711239069972,0.8709955593211313,-0.1481114792128412,-0.13547382221541404,0.9470530173125083,-0.05590709466059396,-0.05113680481001483,-90.83513879546986,-115.789591637106,-43.70667077779045,-0.01015148544848662,-0.01310345687848284,-0.00476460336933907,-8.676483289304807,-11.19953579357508,-4.0723105720846835,0.0204
04013422654,04013422654,Census Tract 4226.54; Maricopa County; Arizona,3512,2543,639,Gilbert town,Arizona,129209,0.4713465721384719,0.2606374826222173,04013,3512,2543,639,0.010697,0.00781773244399999,0.00314654663299999,0.8593396123516276,0.7947146252625523,0.8930531129425268,-0.16368428224022857,-0.2583133218035681,-0.11975422906829496,-6.149268854138521,-9.70427974290468,-4.498910591062551,-175.09307671237246,-276.3177603332768,-128.1010988343551,0.8464110310470297,0.7766624814668165,0.8830087710535692,-0.18145908231249916,-0.2875605863069179,-0.13249158194299895,-6.817030125880774,-10.803036998138554,-4.977425731579441,-194.10678034968035,-307.6035591725101,-175.09307671237246,-0.6677612717422532,-1.0987572552338722,-0.4785151405168895,-19.01370363730789,-31.285798839233266,-13.625146370070883,0.9100482255679284,0.8813275772795818,0.9393957925654528,-0.09884286558103644,-0.13465188855967458,-0.06451402903246937,-0.7909078032184778,-1.077439719639043,-0.5162198473192872,-31.10136858900817,-42.36884465745352,-20.299640083338073,0.9015106215521044,0.8702641545038121,0.9335411620243258,-0.10924927127129072,-0.14907639803934908,-0.07119004568750065,-0.8741764075380428,-1.1928598568235549,-0.5696391167409315,-34.375792667638336,-46.90758383104816,-22.40027985611213,-0.08326860431956506,-0.1154201371845116,-0.05341926942164432,-3.274424078630164,-4.538739173594637,-2.100639772774059,0.8813275772795818,0.8532267769765692,0.9393957925654528,-0.13465188855967458,-0.17202135116237843,-0.06451402903246937,-0.6726576877790189,-0.8593379978493766,-0.3222818340127277,-105.26724378388404,-134.4816898042843,-50.43534178602937,0.8702641545038121,-0.14907639803934908,-0.7447157725020145,0.8397904357044493,-0.19077326614366663,-0.9530137710425018,0.9335411620243258,-0.07119004568750065,-0.35563208238118926,-116.54393935868772,-149.1414352179189,-55.65447298610161,-0.07205808472299557,-0.09367577319312526,-0.03335024836846156,-11.27669557480369,-14.659745413634624,-5.2191312000722325,0.2003
04013422504,04013422504,Census Tract 4225.04; Maricopa County; Arizona,3511,2258,801,Gilbert town,Arizona,80073,0.4232269460412952,0.21348078991777245,04013,3511,2258,801,0.010697,0.00781773244399999,0.00314654663299999,0.8763868410052522,0.8187324087262394,0.9062388592400216,-0.14104862511737207,-0.22140028822820332,-0.10346184099698306,-5.297386768653538,-8.315167598834766,-3.8857336404511393,-150.87971428805292,-236.8318883177091,-110.67313131447276,0.8648990752914559,0.8025205831133071,0.897360499730809,-0.15620426540867488,-0.2460739587769688,-0.11437933840410948,-5.866589682065926,-9.241840764137732,-4.295763913792653,-167.09170270765952,-263.2253137037235,-150.87971428805292,-0.5692029134123882,-0.926673165302967,-0.41003027334151376,-16.211988419606612,-26.39342538601444,-11.678446976403126,0.9212317566923004,0.8958731898869129,0.9470369566662696,-0.08550317847326326,-0.11622940756406736,-0.0559250016178558,-0.6074917291623371,-0.8257985848173873,-0.3973416724719928,-26.903973833584462,-36.57212510263009,-17.59706255411837,0.9137045563422082,0.8860764497639524,0.941897446917539,-0.09444567509136044,-0.12857079122957893,-0.06168670832754448,-0.6710272939279784,-0.913482909974514,-0.4382780357101094,-29.717772096013217,-40.45539902455774,-19.410010438888815,-0.06353556476564137,-0.08768432515712654,-0.04093636323811661,-2.8137982624287585,-3.883273921927658,-1.8129478847704432,0.8958731898869129,0.8709580577019983,0.9470369566662696,-0.11622940756406736,-0.1481609144744303,-0.0559250016178558,-0.7278289787788671,-0.9277841928035898,-0.3502025663625097,-90.86504104605082,-115.8282388019463,-43.72066995786638,0.8860764497639524,-0.12857079122957893,-0.8051107688029301,0.8590075195237201,-0.16413416328934313,-1.0278087357862291,0.941897446917539,-0.06168670832754448,-0.3862823950257034,-100.513204594623,-128.31569735158917,-48.22501810558095,-0.07728179002406299,-0.1000245429826393,-0.0360798286631937,-9.64816354857216,-12.487458549642858,-4.50434814771457,0.5358
04013422511,04013422511,Census Tract 4225.11; Maricopa County; Arizona,1796,1186,539,Gilbert town,Arizona,79614,0.46321709248336673,0.21999725255844008,04013,1796,1186,539,0.010697,0.00781773244399999,0.00314654663299999,0.8621961675975559,0.7987222286986827,0.8952672089152914,-0.15982886213287634,-0.2519997116259665,-0.11698495157842669,-3.070602051470739,-4.841371083812283,-2.2474928965538363,-170.9689338235378,-269.5640915262964,-125.138802703443,0.849506481812468,0.7809717927891789,0.8854171823123591,-0.17715405521856165,-0.28045597707002856,-0.12941110696360775,-3.403450403896625,-5.388067505745699,-2.4862218576967225,-189.50169286729536,-300.0037586718095,-170.9689338235378,-0.33284835242588606,-0.546696421933416,-0.23872896114288625,-18.532759043757576,-30.43966714551314,-13.292258415528186,0.9119280299810368,0.8837682735874144,0.9406823729236272,-0.09657776395007256,-0.131518328827052,-0.06305808292337238,-0.3604093154440068,-0.490800665931777,-0.23532042542808296,-30.388643797976965,-41.38285547485473,-19.841519850597216,0.9035592189407085,0.8729155849974136,0.9349476764473996,-0.1067343224856412,-0.14558614508293252,-0.06957857128410154,-0.3983116043286784,-0.5432990032218709,-0.25965361197468706,-33.58445230427305,-45.80935946221508,-21.89322192029402,-0.03790228888467162,-0.05249833729009379,-0.0243331865466041,-3.1958085062960895,-4.426503987360354,-2.0517020696968045,0.8837682735874144,0.8561968105269129,0.9406823729236272,-0.131518328827052,-0.16795576403115667,-0.06305808292337238,-0.5541863822697767,-0.7077249086108948,-0.2657114879715784,-102.81751062519048,-131.30332256231813,-49.29712207264905,0.8729155849974136,-0.14558614508293252,-0.6134647525685238,0.843006583442358,-0.18623035648970904,-0.7847296148931461,0.9349476764473996,-0.06957857128410154,-0.2931872465787042,-113.81535298117323,-145.5899099987284,-54.39466541348872,-0.05927837029874716,-0.07700470628225131,-0.02747575860712581,-10.997842355982776,-14.286587436410263,-5.097543340839668,0.0801
04013422623,04013422623,Census Tract 4226.23; Maricopa County; Arizona,4819,3278,898,Gilbert town,Arizona,128963,0.5135002621719164,0.27794146414804516,04013,4819,3278,898,0.010697,0.00781773244399999,0.00314654663299999,0.8446786208152546,0.7742542611233907,0.8816598959803045,-0.18388221905608856,-0.2915653813116475,-0.13422421112634927,-9.478915640613916,-15.02985806546925,-6.919102786151032,-196.69880972429792,-311.8874883890693,-143.5796386418558,0.830540188973024,0.7546958547745923,0.8706251230740254,-0.20403565447749827,-0.3250370909996233,-0.14859998120565884,-10.517801919062803,-16.755285973116294,-7.660157100973458,-218.25693959457988,-347.692176242297,-196.69880972429792,-1.0388862784488886,-1.7254279076470436,-0.741054314822426,-21.558129870281977,-35.80468785322771,-15.377761253837434,0.9003628601174114,0.8687795410129724,0.9327526680833268,-0.11066331619853297,-0.15103999667628942,-0.07209556640010137,-1.1414234801680727,-1.5578839002215794,-0.7436210582869104,-34.820728498110824,-47.52543929901096,-22.685206171046687,0.8909623031282785,0.8566443278837182,0.9262818406612184,-0.12238194196194012,-0.1673456152688622,-0.07958502056583404,-1.262293837763888,-1.7260662442861463,-0.8208701335186102,-38.50804874203441,-52.65607822715516,-25.04179784986608,-0.1208703575958152,-0.1681823440645669,-0.07724907523169977,-3.687320243923588,-5.1306389281442,-2.3565916788193952,0.8687795410129724,0.8379907174073454,0.9327526680833268,-0.15103999667628942,-0.19333064105279607,-0.07209556640010137,-1.060349673557376,-1.3572436880300305,-0.5061342159661365,-118.079028235788,-151.14072249777618,-56.36238485146286,0.8566443278837182,-0.1673456152688622,-1.174820394771976,0.823309503795941,-0.21461005295021116,-1.5066320484341662,0.9262818406612184,-0.07958502056583404,-0.5587126088058673,-130.82632458485256,-167.7763973757423,-62.21743973339279,-0.11447072121459988,-0.14938836040413594,-0.05257839283973076,-12.747296349064577,-16.635674877966142,-5.855054881929928,0.2638
04013422638,04013422638,Census Tract 4226.38; Maricopa County; Arizona,2957,1647,778,Gilbert town,Arizona,82967,0.4507881182801547,0.2571304230944664,04013,2957,1647,778,0.010697,0.00781773244399999,0.00314654663299999,0.8665818564061084,0.8048884646595337,0.8986629056102038,-0.1539590779654721,-0.2424081644939441,-0.11276430100448734,-4.869884059939109,-7.667619680944714,-3.566850875237668,-164.6900256996655,-259.30401355917195,-120.62397278450008,0.8542609438006471,0.7876064673237324,0.889112051830866,-0.17060250413761513,-0.2696696148242353,-0.1247176302928217,-5.3963327558495235,-8.529927406924216,-3.944946980603522,-182.49349867600688,-288.46558697748446,-164.6900256996655,-0.5264486959104149,-0.8623077259795018,-0.3780961053658536,-17.80347297634139,-29.16157341831254,-12.786476339731268,0.9148095287753262,0.8875128708676037,0.9426528032211376,-0.09312372526193514,-0.12674422290060153,-0.06083596906825232,-0.4826008834568164,-0.656834483079687,-0.31527403286014144,-29.30181441753591,-39.88066078200893,-19.142321363700148,0.9067002752889932,0.8769849207487908,0.9371021616563406,-0.10290029379473764,-0.14027046114564434,-0.06711951046243089,-0.5332666036890715,-0.7269323502831729,-0.3478376209204183,-32.37805729745425,-44.13675472271845,-21.11946696541702,-0.05066572023225513,-0.07009786720348599,-0.03256358806027687,-3.076242879918345,-4.2560939407095315,-1.9771456017168711,0.8875128708676037,0.8607576247941323,0.9426528032211376,-0.12674422290060153,-0.1617672283056108,-0.06083596906825232,-0.770883185451569,-0.9838999632803668,-0.37001627807641,-99.08524234596004,-126.46529091007284,-47.55993291470565,0.8769849207487908,-0.14027046114564434,-0.8531524154557868,0.8479475043643541,-0.1793182889896337,-1.0906489515854516,0.9371021616563406,-0.06711951046243089,-0.4082340074135488,-109.65969350331449,-140.18624056368273,-52.472237456754335,-0.08226923000421782,-0.10674898830508484,-0.03821772933713879,-10.574451157354476,-13.720949653609877,-4.912304542048688,0.73
04013815300,04013815300,Census Tract 8153; Maricopa County; Arizona,2156,1873,630,Gilbert town,Arizona,106319,0.4300692279254033,0.23664076974148857,04013,2156,1873,630,0.010697,0.00781773244399999,0.00314654663299999,0.8739423713799267,0.8152734770798021,0.9043521292056284,-0.14424020707570498,-0.2265822795828744,-0.10576396926094214,-3.3265732394114877,-5.225606389968904,-2.4392060783213467,-154.2937495088816,-242.37506446980075,-113.13571791842982,0.8622457756878699,0.7987918869328711,0.8953056433330487,-0.15976213302087167,-0.2518905316373576,-0.11693700072881764,-3.684551257608714,-5.809283824489899,-2.6968867086925257,-170.89755369242644,-269.4473016924814,-154.2937495088816,-0.3579780181972261,-0.583677434520995,-0.25768063037117894,-16.60380418354481,-27.072237222680656,-11.951791761186406,0.919633192284881,0.8937903535983083,0.945946656448426,-0.0873900685505305,-0.11883060269570216,-0.05714206312068205,-0.5150317823142972,-0.7003259994522353,-0.3367657115080991,-27.49769259553109,-37.390603280952234,-17.980016631505556,0.9119606545959102,0.8838106477861696,0.9407046940543964,-0.09653853481551788,-0.1314640783123281,-0.06303285857971383,-0.5689481021438698,-0.7747811586204972,-0.3714830075903171,-30.3763001678521,-41.36578529741042,-19.83358289323637,-0.05391631982957257,-0.07445515916826195,-0.03471729608221807,-2.878607572321013,-3.975182016458193,-1.85356626173081,0.8937903535983083,0.8684144940144598,0.945946656448426,-0.11883060269570216,-0.1515238482228156,-0.05714206312068205,-0.5852610905615867,-0.7462809297034794,-0.28143445728866073,-92.89858580342646,-118.4572904291237,-44.67213607756519,0.8838106477861696,-0.1314640783123281,-0.6474831238529918,0.8562483934254125,-0.16788540297227392,-0.8268643918649267,0.9407046940543964,-0.06303285857971383,-0.3104476348407163,-102.77509902428442,-131.24831616903597,-49.27740235566926,-0.06222203329140508,-0.0805834621614473,-0.02901317755205557,-9.876513220857948,-12.79102573991227,-4.605266278104058,0.1096
04013816100,04013816100,Census Tract 8161; Maricopa County; Arizona,4298,3178,737,Gilbert town,Arizona,86121,0.44565893543399016,0.20409879452743857,04013,4298,3178,737,0.010697,0.00781773244399999,0.00314654663299999,0.8683982365387535,0.8074469991335066,0.9000679915602191,-0.15154540615580075,-0.23847138087469183,-0.11102717725419184,-6.967407039069686,-10.963890096508855,-5.104552859448612,-162.10812096486006,-255.09283612165788,-118.76577150880902,0.85623076075464,0.7903608639827852,0.8906413395191889,-0.16790945366018947,-0.26524483381021885,-0.1227864187618421,-7.719755676101496,-12.194818497277485,-5.645192289787337,-179.61274258030468,-283.73239872679113,-162.10812096486006,-0.75234863703181,-1.2309284007686276,-0.5406394303387252,-17.504621615444623,-28.639562605133264,-12.578860640733485,0.9160013166260148,0.8890628104245448,0.9434671620269636,-0.09170148759543792,-0.12477992361696078,-0.05992030273908014,-0.9169896763556934,-1.2477649466059195,-0.5991865612720747,-28.85430070345165,-39.26258485229451,-18.85420268319933,0.9079997055737922,0.878669776847288,0.9379927200728756,-0.10132194301546615,-0.1380839837100703,-0.06610635519890494,-1.01319158685169,-1.380801891576964,-0.6610453859410901,-31.881421864433296,-43.44876940141485,-20.80067293710164,-0.09620191049599668,-0.13303694497104446,-0.06185882466901538,-3.0271211609816455,-4.186184549120341,-1.9464702539023089,0.8890628104245448,0.8626468536739573,0.9434671620269636,-0.12477992361696078,-0.1592229146157138,-0.05992030273908014,-0.718940594171255,-0.9173897011741772,-0.34524093945109774,-97.5496057220156,-124.47621454195075,-46.84408947776089,0.878669776847288,-0.1380839837100703,-0.7955941822724272,0.849994952810891,-0.17647757400564532,-1.0168053340295078,0.9379927200728756,-0.06610635519890494,-0.3808829249734905,-107.9503639446984,-137.96544559423444,-51.68017977930672,-0.07665358810117218,-0.09941563285533073,-0.03564198552239278,-10.400758222682793,-13.489231052283682,-4.836090301545832,0.0861
