geoid,GEOID,NAME,over20,over35,over55,city,state,totalCells,meanNDVI,standardDevNDVI,countyGEOID,popOver20_2023,popOver35_2023,popOver55_2023,mortalityRate,DementiaRate,StrokeRate,rr_Mortality,rr_Mortality_low,rr_Mortality_high,paf_Mortality,paf_Mortality_low,paf_Mortality_high,ls_Mortality,ls_Mortality_low,ls_Mortality_high,ls_Mortality_Rate,ls_Mortality_low_Rate,ls_Mortality_high_Rate,rr_Mortality10,rr_Mortality_low10,rr_Mortality_high10,paf_Mortality10,paf_Mortality_low10,paf_Mortality_high10,ls_Mortality10,ls_Mortality_low10,ls_Mortality_high10,ls_Mortality10_Rate,ls_Mortality_low10_Rate,ls_Mortality_high10_Rate,ls_Mortality_Change,ls_Mortality_Change_low,ls_Mortality_Change_high,ls_Mortality_Change_Rate,ls_Mortality_Change_low_Rate,ls_Mortality_Change_high_Rate,rr_Stroke,rr_Stroke_low,rr_Stroke_high,paf_Stroke,paf_Stroke_low,paf_Stroke_high,ls_Stroke,ls_Stroke_low,ls_Stroke_high,ls_Stroke_Rate,ls_Stroke_low_Rate,ls_Stroke_high_Rate,rr_Stroke10,rr_Stroke_low10,rr_Stroke_high10,paf_Stroke10,paf_Stroke_low10,paf_Stroke_high10,ls_Stroke10,ls_Stroke_low10,ls_Stroke_high10,ls_Stroke10_Rate,ls_Stroke_low10_Rate,ls_Stroke_high10_Rate,ls_Stroke_Change,ls_Stroke_Change_low,ls_Stroke_Change_high,ls_Stroke_Change_Rate,ls_Stroke_Change_low_Rate,ls_Stroke_Change_high_Rate,rr_Dementia,rr_Dementia_low,rr_Dementia_high,paf_Dementia,paf_Dementia_low,paf_Dementia_high,ls_Dementia,ls_Dementia_low,ls_Dementia_high,ls_Dementia_Rate,ls_Dementia_low_Rate,ls_Dementia_high_Rate,rr_Dementia10,paf_Dementia10,ls_Dementia10,rr_Dementia_low10,paf_Dementia_low10,ls_Dementia_low10,rr_Dementia_high10,paf_Dementia_high10,ls_Dementia_high10,ls_Dementia_10_Rate,ls_Dementia_low10_Rate,ls_Dementia_high10_Rate,ls_Dementia_Change,ls_Dementia_Change_low,ls_Dementia_Change_high,ls_Dementia_Change_Rate,ls_Dementia_Change_low_Rate,ls_Dementia_Change_high_Rate,RPL_THEMES
32003002842,32003002842,Census Tract 28.42; Clark County; Nevada,4893,3393,478,Henderson city,Nevada,98977,0.19760062681763205,0.13908273652020878,32003,4893,3393,478,0.01109,0.007296424454,0.004052580321,0.960940753755231,0.9413965809734884,0.9707091642619856,-0.04064688285113368,-0.06225157410908641,-0.03017467725287597,-2.2056368434977216,-3.377980198963776,-1.6373796764033923,-45.07739308190725,-69.03699568697682,-33.463717073439454,0.9571197403871718,0.9357285454965848,0.9678276886230291,-0.0448013532721437,-0.06868600387659092,-0.03324177614999184,-2.431072409107044,-3.7271340421768873,-1.8038107986841825,-49.68470077880736,-76.17277829913934,-45.07739308190725,-0.22543556560932257,-0.34915384321311116,-0.16643112228078993,-4.607307696900113,-7.135782612162501,-3.4014126769014905,0.9755307005037476,0.967343037763607,0.9837026222034648,-0.02508306451413267,-0.0337594430946569,-0.01656738269135597,-0.3449022964416991,-0.4642060161101747,-0.2278082222791236,-10.165113364034752,-13.681285473332588,-6.714064906546525,0.9731169462083692,0.9641365815321165,0.982087564653608,-0.02762571743959174,-0.03719744604119546,-0.01823914281279974,-0.3798648040153221,-0.5114799491165014,-0.2507956010605615,-11.1955438849196,-15.074563781800808,-7.391559123506085,-0.03496250757362296,-0.04727393300632665,-0.02298737878143786,-1.03043052088485,-1.3932783084682183,-0.6774942169595597,0.967343037763607,0.959139439210846,0.9837026222034648,-0.0337594430946569,-0.04260127268124119,-0.01656738269135597,-0.11774250209935395,-0.14858007059068074,-0.05778190966741736,-24.63232261492761,-31.08369677629304,-12.08826562079861,0.9641365815321165,-0.03719744604119546,-0.1297331936523929,0.9551463583427872,-0.04695996719815315,-0.16378184974530113,0.982087564653608,-0.01823914281279974,-0.06361249221159039,-27.140835492132403,-34.263985302364254,-13.308052763931045,-0.01199069155303893,-0.01520177915462039,-0.00583058254417303,-2.5085128772047973,-3.1802885260712133,-1.219787143132434,0.4985
32003005322,32003005322,Census Tract 53.22; Clark County; Nevada,1041,856,265,Henderson city,Nevada,73616,0.24718060782134704,0.1535460825428309,32003,1041,856,265,0.01109,0.007296424454,0.004052580321,0.9416872558778318,0.9129550843378808,0.9561599705543214,-0.06192368406622395,-0.09534413812400017,-0.04585009914215804,-0.714889736202495,-1.1007185179587633,-0.5293251810654804,-68.67336562944236,-105.73664917951616,-50.84775994865326,0.9360463676670636,0.904678673882953,0.9518830947297264,-0.06832314567100993,-0.10536484264398573,-0.05054917514207527,-0.7887695365966516,-1.2164044452235956,-0.5835745567709649,-75.77036854915,-116.84961049218018,-68.67336562944236,-0.07387980039415665,-0.11568592726483228,-0.05424937570548449,-7.097002919707651,-11.112961312664003,-5.211275283908212,0.963330842428666,0.9511643787556864,0.9755257497000096,-0.0380649678763393,-0.05134298795777054,-0.02508826682177957,-0.13204770681328823,-0.17810927472186475,-0.08703141724690959,-15.42613397351498,-20.807158261900085,-10.16722164099411,0.95973870919676,0.946413954736079,0.9731115138003796,-0.04195026252190678,-0.05662009208102198,-0.02763145417384924,-0.14552582795364616,-0.19641559512528853,-0.09585375643627486,-17.000680835706326,-22.945747094075763,-11.197868742555476,-0.01347812114035793,-0.01830632040342378,-0.00882233918936527,-1.574546862191347,-2.1385888321756754,-1.0306471015613636,0.9511643787556864,0.939026587596016,0.9755257497000096,-0.05134298795777054,-0.06493257295310563,-0.02508826682177957,-0.09927436171227368,-0.12555053748638742,-0.04850948053993097,-37.462023287650446,-47.377561315617896,-18.305464354690937,0.946413954736079,-0.05662009208102198,-0.10947791947864063,0.9331375756004964,-0.07165334045890935,-0.13854549416682105,0.9731115138003796,-0.02763145417384924,-0.0534268667524183,-41.31242244477006,-52.28131855351737,-20.16108179336539,-0.01020355776636695,-0.01299495668043362,-0.00491738621248732,-3.850399157119607,-4.903757237899483,-1.855617438674461,0.1136
32003002811,32003002811,Census Tract 28.11; Clark County; Nevada,2639,2003,900,Henderson city,Nevada,79079,0.2506012821479567,0.15743169614162897,32003,2639,2003,900,0.01109,0.007296424454,0.004052580321,0.9403732132477068,0.9110248072216904,0.95516425645408,-0.06340757681342715,-0.0976649505842252,-0.04694034899543521,-1.8557184808859335,-2.8583122529227323,-1.3737801932783944,-70.31900268609071,-108.31043019790572,-52.05684703593764,0.934609679567136,0.9025748404859636,0.9507927651921912,-0.06996537898382305,-0.10794136413284114,-0.05175390117515472,-2.0476424636838466,-3.1590670128074363,-1.5146560662816773,-77.59160529305974,-119.7069728233208,-70.31900268609071,-0.1919239827979129,-0.300754759884704,-0.14087587300328286,-7.272602606969038,-11.396542625415082,-5.338229367308937,0.9624947851732136,0.9500581941266822,0.9749641152429294,-0.03896666808437505,-0.05256710187024442,-0.02567877562430337,-0.3163048511641153,-0.4267039023504238,-0.20844279742713995,-15.791555225367713,-21.30324025713549,-10.406530076242634,0.958822515286798,0.945203299181304,0.9724952625699992,-0.04294588837526946,-0.05797345488124994,-0.02828264413064034,-0.34860544918125186,-0.47058899103144625,-0.22957922712044748,-17.40416620974797,-23.494208239213492,-11.46176870296792,-0.03230059801713658,-0.04388508868102242,-0.02113642969330753,-1.6126109843802587,-2.190967982078004,-1.055238626725289,0.9500581941266822,0.9376545958401268,0.9749641152429294,-0.05256710187024442,-0.06649079995604633,-0.02567877562430337,-0.3451966988057645,-0.4366305888887867,-0.1686269217725516,-38.35518875619606,-48.514509876531854,-18.73632464139462,0.945203299181304,-0.05797345488124994,-0.380699040490576,0.931637959019034,-0.07337833363181942,-0.4818595211144801,0.9724952625699992,-0.02828264413064034,-0.1857259586327254,-42.29989338784178,-53.53994679049779,-20.636217625858375,-0.03550234168481148,-0.04522893222569335,-0.017099036860173802,-3.94470463164572,-5.025436913965928,-1.899892984463756,0.4652
32003005335,32003005335,Census Tract 53.35; Clark County; Nevada,3203,2295,875,Henderson city,Nevada,124780,0.24300459032020288,0.13838814951362274,32003,3203,2295,875,0.01109,0.007296424454,0.004052580321,0.9432939509214692,0.9153171446406396,0.9573769625002196,-0.06011492920434481,-0.09251750156237652,-0.04452064251522093,-2.1353586312984167,-3.286339152722597,-1.5814297633566416,-66.66745648761838,-102.60190923267554,-49.37339254938001,0.9378032951536508,0.907253718401986,0.9532158827238356,-0.06632169578393164,-0.10222750231476056,-0.0490802955805537,-2.3558308627988973,-3.6312507111482337,-1.7433944309966547,-73.55076062438019,-113.37030006706942,-66.66745648761838,-0.22047223150048056,-0.3449115584256366,-0.16196466764001305,-6.883304136761804,-10.768390834393898,-5.056655249454044,0.964352499914514,0.9525165739246356,0.9762118412166612,-0.03696521768611168,-0.04985049853748943,-0.02436782446081729,-0.3438013590705189,-0.4636431277928333,-0.22663713868425092,-14.98045137562174,-20.202314936506895,-9.87525658754906,0.9608584011953326,0.9478940459437178,0.9738643731997394,-0.04073607386475908,-0.05497023035354734,-0.02683702938468639,-0.3788728549314921,-0.5112600733058744,-0.24960240337870893,-16.50862112991251,-22.277127377162284,-10.875921715847884,-0.03507149586097319,-0.04761694551304113,-0.022965264694458,-1.5281697542907706,-2.074812440655387,-1.0006651282988237,0.9525165739246356,0.9407042602082408,0.9762118412166612,-0.04985049853748943,-0.06303334884295429,-0.02436782446081729,-0.3182640970014005,-0.40242830942583874,-0.1555732415008508,-36.37303965730292,-45.991806791524425,-17.779799028668663,0.9478940459437178,-0.05497023035354734,-0.3509503663694314,0.9349716057133424,-0.06955119694468549,-0.4440406724181517,0.9738643731997394,-0.02683702938468639,-0.17133756279074958,-40.10861329936359,-50.747505419217326,-19.58143574751423,-0.03268626936803087,-0.04161236299231291,-0.01576432128989877,-3.735573642060671,-4.755698627692904,-1.8016367188455735,0.3208
32003005321,32003005321,Census Tract 53.21; Clark County; Nevada,2372,1871,846,Henderson city,Nevada,74528,0.34213864063762006,0.1948252875779268,32003,2372,1871,846,0.01109,0.007296424454,0.004052580321,0.9058823638336174,0.8608592492869197,0.928900629456476,-0.10389609062272138,-0.16163008160548373,-0.07654141712136203,-2.7330365339541847,-4.25175687907142,-2.0134587172576466,-115.220764500598,-179.24776050048146,-84.8844315875905,0.8969722042391427,0.8480576283009379,0.9220748633335226,-0.11486174852904243,-0.17916514942914294,-0.08451063982457915,-3.021493428695755,-4.713025255005331,-2.2230929456926702,-127.38167911870806,-198.6941507169195,-115.220764500598,-0.2884568947415702,-0.46126837593391024,-0.2096342284350237,-12.16091461811004,-19.446390216438036,-8.837867977867777,0.9403893765390992,0.9209297523754516,0.9600542675767147,-0.06338929910106472,-0.08585915203694325,-0.04160778590580383,-0.4806416130311502,-0.651016526665303,-0.31548595135175433,-25.689022609895787,-34.79511099226632,-16.861889436224175,0.9346273502318196,0.9133750713735196,0.9561485278568832,-0.06994514953148515,-0.09484047828918209,-0.0458626153422059,-0.530350547667648,-0.7191163352805173,-0.34774767553053393,-28.34583365406991,-38.434865594896706,-18.58619324054163,-0.04970893463649778,-0.06809980861521436,-0.03226172417877959,-2.6568110441741197,-3.639754602630377,-1.7243038043174554,0.9209297523754516,0.9016753571787606,0.9600542675767147,-0.08585915203694325,-0.1090466119966792,-0.04160778590580383,-0.5299892347776599,-0.6731202099730631,-0.25683550430967844,-62.646481652205665,-79.56503663984196,-30.35880665599036,0.9133750713735196,-0.09484047828918209,-0.5854289417254346,0.8923910800331746,-0.1205849345365768,-0.7443436799056212,0.9561485278568832,-0.0458626153422059,-0.2830996094587477,-69.19963850182442,-87.98388651366682,-33.463310810726675,-0.05543970694777467,-0.07122346993255813,-0.02626410514906924,-6.553156849618755,-8.418849873824838,-3.1045041547363166,0.6078
32003005103,32003005103,Census Tract 51.03; Clark County; Nevada,3369,2358,857,Henderson city,Nevada,71707,0.3496692807406741,0.20220129515029564,32003,3369,2358,857,0.01109,0.007296424454,0.004052580321,0.9031018148920528,0.856857308496349,0.9267723837895924,-0.10729486256156986,-0.16705545962471174,-0.07901359329566791,-4.008773186946511,-6.241561164145001,-2.9521224655673364,-118.990002580781,-185.26450472380532,-87.62607496489571,0.8939441497165175,0.8437219658892078,0.9197512621979196,-0.11863811661736848,-0.1852245649976519,-0.08725047858081855,-4.4325822270626105,-6.92039909460092,-3.2598707033370444,-131.56967132866163,-205.414042582396,-118.990002580781,-0.4238090401160992,-0.6788379304559191,-0.30774823776970806,-12.579668747880651,-20.149537858590655,-9.13470578123206,0.9385935600526883,0.9185735358258648,0.958837855494828,-0.0654238879967007,-0.08864446992904822,-0.04292920254377033,-0.6251896528821826,-0.8470851715150516,-0.4102307896804017,-26.513556101873732,-35.92388343999371,-17.397404142510673,0.9326642434764988,0.910804823942072,0.9548160025551918,-0.07219721029778903,-0.09793006549073906,-0.04732220377946207,-0.6899154151066794,-0.9358181778186604,-0.4522102409443136,-29.25849936839183,-39.68694562420103,-19.177703178299986,-0.06472576222449677,-0.0887330063036087,-0.04197945126391184,-2.744943266518099,-3.763062184207324,-1.7802990357893065,0.9185735358258648,0.898777595621673,0.958837855494828,-0.08864446992904822,-0.11262230486321004,-0.04292920254377033,-0.5542970401335641,-0.7042312993541919,-0.2684378385290397,-64.67876781021751,-82.17401392697688,-31.322968323108483,0.910804823942072,-0.09793006549073906,-0.6123602012065816,0.8892368708409826,-0.12455975768780804,-0.7788766187148349,0.9548160025551918,-0.04732220377946207,-0.295907432336708,-71.453932462845,-90.88408619776372,-34.52828848736383,-0.05806316107301756,-0.074645319360643,-0.02746959380766833,-6.7751646526274865,-8.710072270786815,-3.2053201642553484,0.6291
32003005336,32003005336,Census Tract 53.36; Clark County; Nevada,2638,2060,697,Henderson city,Nevada,77678,0.2256372841126618,0.13984570926365852,32003,2638,2060,697,0.01109,0.007296424454,0.004052580321,0.9500053667092568,0.9252062653458112,0.9624548518915552,-0.05262563248870962,-0.08084006502726561,-0.03900977592315707,-1.539584981222845,-2.3650100551999667,-1.141247378737848,-58.36182642997897,-89.65163211523755,-43.261841498781195,0.9451454861317536,0.9180417276468784,0.9587787563638456,-0.05803816943860388,-0.08927510578761697,-0.04299348870899633,-1.6979310229575206,-2.611780715361165,-1.2577925694469454,-64.3643299074117,-99.0060923184672,-58.36182642997897,-0.1583460417346756,-0.2467706601611983,-0.11654519070909752,-6.002503477432737,-9.354460203229657,-4.417937479495737,0.9686130259572678,0.9581607626761768,0.9790703526118916,-0.03240403876637197,-0.04366619773383839,-0.02137706175278822,-0.2705191378405715,-0.3645391936758394,-0.1784624551471117,-13.131996982552016,-17.696077362904827,-8.66322597801513,0.9655290293087688,0.9540743507256668,0.977001633429076,-0.03570164090862123,-0.04813634203602932,-0.02353974219081327,-0.2980485607897952,-0.4018573684678832,-0.19651719368564083,-14.4683767373687,-19.50763924601375,-9.53966959639033,-0.02752942294922367,-0.0373181747920438,-0.01805473853852912,-1.3363797548166831,-1.8115618831089224,-0.8764436183752002,0.9581607626761768,0.947713613023854,0.9790703526118916,-0.04366619773383839,-0.05517108360332259,-0.02137706175278822,-0.22206915773198932,-0.28057849555920206,-0.10871535294101532,-31.860711295837778,-40.25516435569613,-15.597611612771209,0.9540743507256668,-0.04813634203602932,-0.24480255866098133,0.942637755963304,-0.06085290311555155,-0.30947400144127457,0.977001633429076,-0.02353974219081327,-0.11971389754164816,-35.122318315779246,-44.40086103892031,-17.175595056190552,-0.02273340092899201,-0.02889550588207251,-0.01099854460063284,-3.2616070199414646,-4.145696683224178,-1.577983443419347,0.863
32003005338,32003005338,Census Tract 53.38; Clark County; Nevada,796,769,630,Henderson city,Nevada,56624,0.3794103977495426,0.2198403260910454,32003,796,769,630,0.01109,0.007296424454,0.004052580321,0.8922036214735868,0.8412332478384792,0.9184147502032928,-0.12082037769402224,-0.188730952526504,-0.08883268673401444,-1.0665587989468583,-1.6660489057610677,-0.7841829787206551,-133.98979886267065,-209.30262635189297,-98.515449588022,0.8820848842286055,0.826814476049436,0.9106316384529888,-0.13367774222150142,-0.20946116567534437,-0.09813887171637609,-1.1800589843442146,-1.8490477645622967,-0.8663346295183499,-148.24861612364504,-232.29243273395687,-133.98979886267065,-0.11350018539735628,-0.182998858801229,-0.08215165079769482,-14.258817260974409,-22.989806382063943,-10.320559145439049,0.9315347098458616,0.9093267870404136,0.9540488652654402,-0.07349730442730068,-0.09971466171660956,-0.04816434085037673,-0.22904951803827256,-0.31075418868089816,-0.15010100226630915,-29.785372956862492,-40.41016757879039,-19.518985990417313,0.9249514678342772,0.900724515321082,0.9495715214994838,-0.08113780536123148,-0.11021736723078886,-0.05310656160041933,-0.2528606369646663,-0.34348518003991046,-0.16550310836607407,-32.8817473296055,-44.666473347192515,-21.521860645783363,-0.02381111892639376,-0.03273099135901231,-0.01540210609976491,-3.0963743727430115,-4.256305768402121,-2.002874655366049,0.9093267870404136,0.8874240563924699,0.9540488652654402,-0.09971466171660956,-0.1268569888280587,-0.04816434085037673,-0.4583631125879868,-0.583129534330887,-0.22139930886663237,-72.75604961714076,-92.56024354458523,-35.142747439147996,0.900724515321082,-0.11021736723078886,-0.5066413969164825,0.8768883842082115,-0.14039599338854564,-0.6453649184243982,0.9495715214994838,-0.05310656160041933,-0.2441174492793689,-80.41926935182262,-102.43887594038068,-38.7488014729157,-0.04827828432849568,-0.06223538409351126,-0.02271814041273653,-7.663219734681854,-9.878632395795435,-3.606054033767705,0.0677
32003005312,32003005312,Census Tract 53.12; Clark County; Nevada,1943,1318,466,Henderson city,Nevada,47542,0.28728674074856586,0.16465743510279218,32003,1943,1318,466,0.01109,0.007296424454,0.004052580321,0.926395357930418,0.8905781441835305,0.9445505652409176,-0.07945273196750037,-0.12286609157334068,-0.05870456998238023,-1.7120371395805425,-2.6475025686304403,-1.2649584423862317,-88.11307975195791,-136.2584955548348,-65.10336811045967,0.9193396840611197,0.8803172988324058,0.9391776165542756,-0.08773722851010735,-0.13595404898476188,-0.06476132136631844,-1.8905503940960868,-2.9295201734972807,-1.3954685338296522,-97.30058641770904,-150.7730403241009,-88.11307975195791,-0.17851325451554456,-0.28201760486684035,-0.13051009144342074,-9.187506665751137,-14.514544769266102,-6.71693728478748,0.9535738735053604,0.938275353511106,0.96896108608998,-0.04868644977024807,-0.06578521567034132,-0.03203318931544561,-0.26004897617802974,-0.35137862923776647,-0.17109890173773062,-19.730574823826235,-26.659987043836605,-12.981707263864235,0.9490514955567266,0.9323164333815052,0.9659106832918056,-0.05368360376839855,-0.07259720433437714,-0.03529241088008118,-0.2867402791412846,-0.38776351016825855,-0.18850738469388104,-21.755711619217344,-29.420600164511267,-14.302532981326332,-0.02669130296325483,-0.03638488093049208,-0.01740848295615041,-2.0251367953911106,-2.7606131206746647,-1.320825717462095,0.938275353511106,0.9230659307787068,0.96896108608998,-0.06578521567034132,-0.08334623417028407,-0.03203318931544561,-0.2236785350491939,-0.2833883475353739,-0.10891712957114626,-47.99968563287423,-60.8129501148871,-23.37277458608289,0.9323164333815052,-0.07259720433437714,-0.246840207920781,0.9157058615922812,-0.09205372810559868,-0.31299499193950564,0.9659106832918056,-0.03529241088008118,-0.11999891896029465,-52.97000169973841,-67.16630728315572,-25.750840978604,-0.02316167287158704,-0.02960664440413174,-0.01108178938914838,-4.970316066864173,-6.353357168268614,-2.3780663925211134,0.4334
32003005108,32003005108,Census Tract 51.08; Clark County; Nevada,2301,1408,574,Henderson city,Nevada,61629,0.2718499726430047,0.16592007333956915,32003,2301,1408,574,0.01109,0.007296424454,0.004052580321,0.93225156012897,0.8991253114860268,0.9490022212722956,-0.07267184391909985,-0.11219202398746048,-0.05373831334065107,-1.8544466535935424,-2.862926165394175,-1.3712991162749346,-80.59307490628173,-124.42095460209366,-59.59578949478203,0.9257344606126472,0.889615305421492,0.9440477290289736,-0.08022337133069907,-0.1240813797894458,-0.05926847684764576,-2.0471472097201984,-3.1663198167912583,-1.5124183263611406,-88.96771880574526,-137.60625018649537,-80.59307490628173,-0.19270055612665593,-0.3033936513970832,-0.14111921008620598,-8.374643899463534,-13.185295584401704,-6.132951329257105,0.9573175576062576,0.94321550735365,0.9714825659406736,-0.04458545866480151,-0.06020309484273477,-0.02935455051806663,-0.2544061025619288,-0.34352085141153266,-0.1674980366559346,-18.06861523877335,-24.397787742296355,-11.89616737613172,0.953150821555176,0.9377175098441312,0.9686759388899971,-0.04915190480388411,-0.06641924620371162,-0.03233698686260031,-0.2804623953442237,-0.3789904167819485,-0.18451591713253185,-19.919204214788618,-26.916933010081564,-13.104823659980957,-0.02605629278229487,-0.03546956537041579,-0.01701788047659724,-1.850588976015261,-2.519145267785212,-1.2086562838492363,0.94321550735365,0.9291767868067672,0.9714825659406736,-0.06020309484273477,-0.07622146204989237,-0.02935455051806663,-0.25213944938136446,-0.3192267361421484,-0.12294119137557864,-43.92673334170112,-55.61441396204676,-21.418326023619972,0.9377175098441312,-0.06641924620371162,-0.27817360901256266,0.9223764087093292,-0.08415608916026883,-0.35245812592174214,0.9686759388899971,-0.03233698686260031,-0.13543207510323538,-48.46230122170081,-61.403854690198976,-23.59443817129536,-0.0260341596311982,-0.03323138977959372,-0.01249088372765673,-4.535567879999687,-5.789440728152217,-2.176112147675389,0.838
32003005715,32003005715,Census Tract 57.15; Clark County; Nevada,2796,2367,1294,Henderson city,Nevada,131053,0.35234331978891775,0.2102811771220513,32003,2796,2367,1294,0.01109,0.007296424454,0.004052580321,0.9021165303609262,0.8554407482183812,0.9260178432544736,-0.1085042412424388,-0.16898803579639038,-0.07989279826997428,-3.3644604509186946,-5.239920178281586,-2.477287127347985,-120.33120353786462,-187.40773169819693,-88.60111328140147,0.8928713853929652,0.8421877634213012,0.9189275890929944,-0.11998213444804934,-0.18738367313436471,-0.08822502650837379,-3.720362831396713,-5.810325478428053,-2.7356498609621114,-133.06018710288672,-207.80849350601048,-120.33120353786462,-0.3559023804780179,-0.5704053001464677,-0.2583627336141263,-12.7289835650221,-20.40076180781358,-9.24044111638506,0.9379567127856604,0.9177383230437458,0.9584062932048114,-0.06614728203189209,-0.08963522050972805,-0.04339882478870578,-0.6345149995563459,-0.8598220539816216,-0.4163013875350897,-26.806717345008277,-36.32539307062195,-17.587722329323604,0.9319681605290135,0.9098939013772314,0.9543432858866449,-0.0729980297099093,-0.09902923680044724,-0.0478409758716302,-0.7002305063217172,-0.949933757130122,-0.458912533538822,-29.58303786741518,-40.13239362611415,-19.38793973548044,-0.0657155067653713,-0.09011170314850037,-0.04261114600373228,-2.7763205224068987,-3.8070005554921993,-1.8002174061568348,0.9177383230437458,0.8977508776741101,0.9584062932048114,-0.08963522050972805,-0.11389476175261068,-0.04339882478870578,-0.8462974996377196,-1.075345735135523,-0.4097531829233475,-65.40166148668622,-83.10245248342524,-31.665624646317426,0.9098939013772314,-0.09902923680044724,-0.9349917924969516,0.8881195336678501,-0.1259745587061846,-1.189398022839009,0.9543432858866449,-0.0478409758716302,-0.45169407773136466,-72.255934505174,-91.9163850725664,-34.906806625298664,-0.08869429285923192,-0.1140522877034864,-0.04194089480801716,-6.854273018487784,-8.813932589141144,-3.2411819789812335,0.202
32003005347,32003005347,Census Tract 53.47; Clark County; Nevada,3474,2660,1049,Henderson city,Nevada,226520,0.250283276903128,0.179973596188266,32003,3474,2660,1049,0.01109,0.007296424454,0.004052580321,0.9404952967394188,0.9112040845037784,0.95525677993805,-0.06326953836651462,-0.09744898756086896,-0.04683894529892962,-2.437563993003664,-3.7543840111018274,-1.8045481202904596,-70.16591804846472,-108.07092720500366,-51.94439033651294,0.9347431492016312,0.9027702182962276,0.9508940757187276,-0.06981260130561527,-0.10770158311964616,-0.0516418448018576,-2.6896463542169955,-4.149382274312347,-1.989587796453935,-77.42217484792734,-119.4410556796876,-70.16591804846472,-0.2520823612133314,-0.3949982632105198,-0.1850396761634754,-7.256256799462618,-11.370128474683932,-5.326415548747132,0.9625724791853468,0.95016097704775615,0.97501631432499,-0.03888280791731047,-0.0524532412466555,-0.02562386424508838,-0.41915136782783496,-0.5654387888419717,-0.27622176284707106,-15.75757021909154,-21.257097324886157,-10.38427679876207,0.9589076529695548,0.9453157832485108,0.9725525363143572,-0.0428532892642894,-0.05784756556541425,-0.02822208843304156,-0.4619526153884623,-0.6235888695028923,-0.30423026533536746,-17.36663967625798,-23.4431905828155,-11.437228020126597,-0.04280124756062731,-0.05815008066092053,-0.02800850248829639,-1.60906945716644,-2.1860932579293433,-1.052951221364526,0.95016097704775615,0.9377820593970866,0.97501631432499,-0.0524532412466555,-0.066345842276951,-0.02562386424508838,-0.4014744466177179,-0.5078077098853002,-0.19612375657834724,-38.272111212365864,-48.40874260107723,-18.696258968383912,0.9453157832485108,-0.05784756556541425,-0.4427623312036538,0.9317772701952955,-0.07321785150479708,-0.5604057197762002,0.9725525363143572,-0.02822208843304156,-0.21601043265889897,-42.20803919958568,-53.4228522188942,-20.5920336185795,-0.04128788458593591,-0.05259800989090002,-0.01988667608055172,-3.935927987219819,-5.01410961781697,-1.8957746501955883,0.5697
32003005349,32003005349,Census Tract 53.49; Clark County; Nevada,2780,2194,918,Henderson city,Nevada,89240,0.2797283570500277,0.16136257288728495,32003,2780,2194,918,0.01109,0.007296424454,0.004052580321,0.9292581493152056,0.8947529373039107,0.9467276370989428,-0.07612723196124344,-0.1176269541100609,-0.05626999869180939,-2.347017786811527,-3.626462520603999,-1.7348153136682216,-84.42510024501897,-130.4482921080575,-62.4034285492166,0.9224652528418568,0.8848577236170845,0.9415590474440144,-0.08405167231966765,-0.13012518658055186,-0.06206828208451858,-2.5913298679498173,-4.0117855273157295,-1.9135775503221248,-93.2133046025114,-144.308831917832,-84.42510024501897,-0.24431208113829017,-0.3853230067117304,-0.178762236653903,-8.788204357492452,-13.860539809774474,-6.4302962825144965,0.955405079914162,0.940690984953532,0.9701948723964496,-0.04667645276686692,-0.0630483506221735,-0.03072076389141233,-0.41501720221797744,-0.560585659976425,-0.2731494088441805,-18.91600739370909,-25.55085050029284,-12.449836319242502,0.9510564619303424,0.9349570919327886,0.9672636618145928,-0.05146228434252761,-0.06956780009310534,-0.03384427584511317,-0.457569759515713,-0.618552440205882,-0.3009216819128724,-20.855504080023383,-28.192909763258065,-13.715664626840129,-0.04255255729773555,-0.057966780229457,-0.0277722730686919,-1.939496686314291,-2.6420592629652235,-1.265828307597625,0.940690984953532,0.926052982546704,0.9701948723964496,-0.0630483506221735,-0.07985182149074999,-0.03072076389141233,-0.42230527002834545,-0.5348568948137837,-0.20577129080482656,-46.00275272639929,-58.26327830215509,-22.41517329028612,0.9349570919327886,-0.06956780009310534,-0.4659733095898713,0.918965946430546,-0.08817960435226907,-0.5906373641736657,0.9672636618145928,-0.03384427584511317,-0.2266929413480604,-50.75961978103173,-64.3395821539941,-24.694220190420527,-0.04366803956152587,-0.05578046935988201,-0.02092165054323386,-4.7568670546324485,-6.076303851838999,-2.2790469001344076,0.4549
