geoid,GEOID,NAME,over20,over35,over55,city,state,totalCells,meanNDVI,standardDevNDVI,countyGEOID,popOver20_2023,popOver35_2023,popOver55_2023,mortalityRate,DementiaRate,StrokeRate,rr_Mortality,rr_Mortality_low,rr_Mortality_high,paf_Mortality,paf_Mortality_low,paf_Mortality_high,ls_Mortality,ls_Mortality_low,ls_Mortality_high,ls_Mortality_Rate,ls_Mortality_low_Rate,ls_Mortality_high_Rate,rr_Mortality10,rr_Mortality_low10,rr_Mortality_high10,paf_Mortality10,paf_Mortality_low10,paf_Mortality_high10,ls_Mortality10,ls_Mortality_low10,ls_Mortality_high10,ls_Mortality10_Rate,ls_Mortality_low10_Rate,ls_Mortality_high10_Rate,ls_Mortality_Change,ls_Mortality_Change_low,ls_Mortality_Change_high,ls_Mortality_Change_Rate,ls_Mortality_Change_low_Rate,ls_Mortality_Change_high_Rate,rr_Stroke,rr_Stroke_low,rr_Stroke_high,paf_Stroke,paf_Stroke_low,paf_Stroke_high,ls_Stroke,ls_Stroke_low,ls_Stroke_high,ls_Stroke_Rate,ls_Stroke_low_Rate,ls_Stroke_high_Rate,rr_Stroke10,rr_Stroke_low10,rr_Stroke_high10,paf_Stroke10,paf_Stroke_low10,paf_Stroke_high10,ls_Stroke10,ls_Stroke_low10,ls_Stroke_high10,ls_Stroke10_Rate,ls_Stroke_low10_Rate,ls_Stroke_high10_Rate,ls_Stroke_Change,ls_Stroke_Change_low,ls_Stroke_Change_high,ls_Stroke_Change_Rate,ls_Stroke_Change_low_Rate,ls_Stroke_Change_high_Rate,rr_Dementia,rr_Dementia_low,rr_Dementia_high,paf_Dementia,paf_Dementia_low,paf_Dementia_high,ls_Dementia,ls_Dementia_low,ls_Dementia_high,ls_Dementia_Rate,ls_Dementia_low_Rate,ls_Dementia_high_Rate,rr_Dementia10,paf_Dementia10,ls_Dementia10,rr_Dementia_low10,paf_Dementia_low10,ls_Dementia_low10,rr_Dementia_high10,paf_Dementia_high10,ls_Dementia_high10,ls_Dementia_10_Rate,ls_Dementia_low10_Rate,ls_Dementia_high10_Rate,ls_Dementia_Change,ls_Dementia_Change_low,ls_Dementia_Change_high,ls_Dementia_Change_Rate,ls_Dementia_Change_low_Rate,ls_Dementia_Change_high_Rate,RPL_THEMES
48029121504,48029121504,Census Tract 1215.04; Bexar County; Texas,5092,3386,1718,San Antonio city,Texas,57097,0.575060867442672,0.17134425262307462,48029,5092,3386,1718,0.010245,0.006897320142,0.003436016044,0.8237161214161522,0.745316864435013,0.8652820331634614,-0.2140104752117469,-0.3417112207142252,-0.15569255072130783,-11.164400026027815,-17.826233775058174,-8.122097367455856,-219.25373185443473,-350.08314562172376,-159.5070182139799,0.8078957481091222,0.7237274464880219,0.8528515727190512,-0.23778346691450877,-0.38173563107579417,-0.1725369712478948,-12.404578521601312,-19.914208803571736,-9.000829349053403,-243.60916185391423,-391.0881540371511,-219.25373185443473,-1.2401784955734971,-2.0879750285135614,-0.8787319815975465,-24.35542999947952,-41.00500841542736,-17.257108829488345,0.8864033833169002,0.8507748404519785,0.9231354576856278,-0.1281545386909784,-0.17539912142764458,-0.08326464082213633,-1.4909947988675591,-2.040654825383625,-0.968730001008698,-44.03410510536205,-60.26741953288911,-28.609864176275774,0.8757790370404046,0.8371361608337974,0.915781731665301,-0.14184053020883666,-0.19454880434741745,-0.09196325436799502,-1.6502224187310817,-2.2634489450846247,-1.069932718342869,-48.73663374870294,-66.84728130787433,-31.5987217466884,-0.15922761986352252,-0.22279411970099972,-0.1012027173341712,-4.70252864334089,-6.579861774985225,-2.988857570412616,0.8507748404519785,0.8162276546542815,0.9231354576856278,-0.17539912142764458,-0.2251483937083172,-0.08326464082213633,-2.0784087283664103,-2.6679175063831875,-0.9866523551568184,-120.97838931119968,-155.29205508633223,-57.43028842589164,0.8371361608337974,-0.19454880434741745,-2.305324734569575,0.7998203237761631,-0.2502808071677096,-2.9657264524813742,0.915781731665301,-0.09196325436799502,-1.089727411469783,-134.18653868274595,-172.62668524338616,-63.43000066762416,-0.22691600620316477,-0.29780894609818676,-0.10307505631296476,-13.208149371546265,-17.334630157053944,-5.999712241732524,0.8735
48029131401,48029131401,Census Tract 1314.01; Bexar County; Texas,7483,4488,1667,San Antonio city,Texas,41620,0.610691920001953,0.19915525159048997,48029,7483,4488,1667,0.010245,0.006897320142,0.003436016044,0.811821632305571,0.7290647816116096,0.8559419577372774,-0.23179767599934847,-0.3716202252829765,-0.16830351749965236,-17.770382887359514,-28.4896458236443,-12.902708943754211,-237.47671906133257,-380.72492080240943,-172.42695367839383,0.7950724071027953,0.7063870544272532,0.8427305682587175,-0.257747081984584,-0.4156544825284369,-0.18661887638209051,-19.75975089145663,-31.865458838329207,-14.306825437403791,-264.0618854932063,-425.8380173503836,-237.47671906133257,-1.989368004097116,-3.3758130146849084,-1.4041164936495818,-26.5851664318738,-45.11309654797418,-18.76408517505789,0.878422793568814,0.8405247697329823,0.91761442318579,-0.13840397508043698,-0.18973293353113171,-0.0897823472828404,-2.134305555836752,-2.9258412117524357,-1.3845192127644057,-47.55582789297576,-65.19254036881541,-30.84935857318194,0.8671095234446102,0.8260485400737017,0.9097587773910104,-0.15325685275313278,-0.2105826128701566,-0.0991924726110163,-2.3633494060482416,-3.2473607810049336,-1.5296312498816458,-52.659300491270976,-72.3565236409299,-34.08269273354826,-0.2290438502114895,-0.3215195692524979,-0.1451120371172403,-5.103472598295221,-7.163983272114481,-3.233334160366317,0.8405247697329823,0.8038904636841728,0.91761442318579,-0.18973293353113171,-0.24395056935626663,-0.0897823472828404,-2.1815175230030515,-2.8049028278474677,-1.032302406380727,-130.8648784045022,-168.26051756733457,-61.9257592309974,0.8260485400737017,-0.2105826128701566,-2.4212436474063006,0.7865323040840585,-0.2714035962763555,-3.1205531378439746,0.9097587773910104,-0.0991924726110163,-1.1404984528710016,-145.24556973043195,-187.19574912081433,-68.4162239274746,-0.2397261244032491,-0.3156503099965069,-0.10819604649027492,-14.380691325929762,-18.935231553479717,-6.4904646964772,0.8053
48029131601,48029131601,Census Tract 1316.01; Bexar County; Texas,5194,3922,1328,San Antonio city,Texas,530056,0.6864786851905987,0.17521357756312758,48029,5194,3922,1328,0.010245,0.006897320142,0.003436016044,0.7870903007073456,0.6956656971798972,0.8364096620247055,-0.27050225253864235,-0.4374720559800762,-0.19558637997950637,-14.394109228280085,-23.27899490300149,-10.407646112250882,-277.1295577258391,-448.1901213515881,-200.37824628900427,0.7684701747859213,0.6708735166196685,0.8216009734605311,-0.3012866768428297,-0.4905939424151092,-0.21713585098136337,-16.032226330099384,-26.10574487858227,-11.554347984421328,-308.6682004254791,-502.6134940042794,-277.1295577258391,-1.6381171018193008,-2.8267499755807854,-1.1467018721704445,-31.538642699639983,-54.423372652691285,-22.077433041402475,0.8616863252942234,0.8191318269001625,0.9059808196381444,-0.16051510932188612,-0.22080471928956324,-0.103776126738983,-2.1631104294447745,-2.975576524749974,-1.3984927837934646,-55.153249093441474,-75.86885580698556,-35.657643645932296,0.8489539257878792,0.8029512537843169,0.8970794409663044,-0.17792022584964332,-0.2454056149573097,-0.11472847814105842,-2.3976627357413367,-3.307099545962092,-1.5460872728410024,-61.1336750571478,-84.32176302810026,-39.420889159638,-0.2345523062965622,-0.3315230212121181,-0.1475944890475378,-5.980425963706328,-8.452907221114689,-3.7632455137057064,0.8191318269001625,0.7782660354081382,0.9059808196381444,-0.22080471928956324,-0.28490767231744873,-0.103776126738983,-2.0224919926044564,-2.609652038903911,-0.9505520807182268,-152.29608378045606,-196.5099426885475,-71.57771692155322,0.8029512537843169,-0.2454056149573097,-2.247827368854572,0.7589984437589085,-0.3175257580865927,-2.9084219995027434,0.8970794409663044,-0.11472847814105842,-1.0508716892943408,-169.26410910049486,-219.00768068544755,-79.1319043143329,-0.22533537625011535,-0.29876996059883254,-0.1003196085761141,-16.968025320038805,-22.49773799690004,-7.554187392779676,0.5086
48029141300,48029141300,Census Tract 1413; Bexar County; Texas,4438,3419,1725,San Antonio city,Texas,0,NA,NA,48029,4438,3419,1725,0.010245,0.006897320142,0.003436016044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9753
48029121402,48029121402,Census Tract 1214.02; Bexar County; Texas,6514,4563,1357,San Antonio city,Texas,116750,0.5282135895059012,0.20873600278191107,48029,6514,4563,1357,0.010245,0.006897320142,0.003436016044,0.8396204554177402,0.7672374925457447,0.8777175222957382,-0.19101433695117087,-0.30337738929041896,-0.13931871541589202,-12.747519419769755,-20.246172215268153,-9.297564039684891,-195.69418820647465,-310.8101353280343,-142.73202394358142,0.825070979288244,0.747175803109412,0.8663437473575308,-0.21201693563705307,-0.33837310555085776,-0.1542762362516488,-14.149147375488882,-22.58164388592466,-10.2957681031535,-217.2113505601609,-346.66324663685384,-195.69418820647465,-1.4016279557191265,-2.3354716706565064,-0.9982040634686058,-21.517162353686313,-35.853111308819564,-15.323980096232818,0.897006603889819,0.8644419656045804,0.9304450286903888,-0.11481899426777448,-0.15681565656129606,-0.07475451978878381,-1.8001943331770585,-2.458640733576918,-1.172041819050409,-39.45199064600172,-53.88211118950071,-25.685772935577667,0.8873096493609695,0.8519408176881328,0.9237613591647684,-0.1270022823714234,-0.17379045496804305,-0.0825306666909772,-1.9912105177684596,-2.7247808099076973,-1.293960458701913,-43.63818798528292,-59.71467915642553,-28.357669487221404,-0.19101618459140113,-0.26614007633077996,-0.12191863965150374,-4.1861973392811995,-5.832567966924829,-2.6718965516437376,0.8644419656045804,0.8327370267007822,0.9304450286903888,-0.15681565656129606,-0.20085929643587047,-0.07475451978878381,-1.4677417663906636,-1.879975411967461,-0.6996771452956797,-108.16077865811818,-138.5390871015078,-51.5605855044716,0.8519408176881328,-0.17379045496804305,-1.6266201663156457,0.8176334736783465,-0.2230419034842447,-2.0875971479999498,0.9237613591647684,-0.0825306666909772,-0.7724592631033959,-119.86884055384272,-153.8391413411901,-56.92404297003654,-0.1588783999249821,-0.2076217360324888,-0.07278211780771615,-11.708061895724546,-15.300054239682298,-5.363457465564934,0.6564
48029131507,48029131507,Census Tract 1315.07; Bexar County; Texas,3814,2255,870,San Antonio city,Texas,72882,0.558411327002751,0.19301372509588413,48029,3814,2255,870,0.010245,0.006897320142,0.003436016044,0.8293337206336534,0.7530347833114639,0.8696812991821947,-0.20578721824544743,-0.3279599059189653,-0.14984650232257557,-8.04101825422646,-12.814846386637194,-5.855166665748317,-210.82900509246093,-335.99492361397995,-153.51774162947868,0.8139584882887859,0.7319754929193651,0.8576224571657054,-0.22856388180475373,-0.3661659572940929,-0.16601424279959723,-8.931003400108123,-14.307726066671025,-6.486911909275866,-234.1636969089702,-375.1370232477982,-210.82900509246093,-0.8899851458816634,-1.4928796800338286,-0.6317452435275497,-23.334691816509267,-39.14209963381827,-16.563850118708697,0.8901573379315837,0.8556072122673698,0.9257266808991296,-0.1233969068026249,-0.1687606014329724,-0.08023244941879706,-0.9561059097538008,-1.3075936224378546,-0.6216583626851737,-42.39937515537919,-57.98641341187825,-27.56799834524052,0.8798597559434707,0.8423680387756208,0.9186097677809016,-0.13654476550947983,-0.18712956091436792,-0.08860153143778764,-1.0579783613083529,-1.44992029148704,-0.6865038193899357,-46.91700050147905,-64.29801736084434,-30.44362835432087,-0.10187245155455192,-0.14232666904918534,-0.06484545670476194,-4.517625346099864,-6.3116039489660904,-2.875630009080352,0.8556072122673698,0.8220572606276377,0.9257266808991296,-0.1687606014329724,-0.21646027338351545,-0.08023244941879706,-1.0126764290325168,-1.2989063490893245,-0.4814483337938907,-116.39958954396744,-149.29958035509475,-55.33888894182652,0.8423680387756208,-0.18712956091436792,-1.1229024660027085,0.8061062278311785,-0.2405312916270241,-1.443348550592704,0.9186097677809016,-0.08860153143778764,-0.531668420836172,-129.06924896582856,-165.90213225203493,-61.11131273978989,-0.11022603697019172,-0.1444422015033795,-0.05022008704228137,-12.669659421861118,-16.602551896940174,-5.772423797963376,0.7974
48029131000,48029131000,Census Tract 1310; Bexar County; Texas,3372,2465,976,San Antonio city,Texas,37959,0.49324282261006225,0.2389993820756202,48029,3372,2465,976,0.010245,0.006897320142,0.003436016044,0.851692644186676,0.7840201291050924,0.8871167807180232,-0.17413248408990326,-0.27547745635234444,-0.12724730467910914,-6.015605173917571,-9.51668277399198,-4.395903202067159,-178.39872995010592,-282.2266540329769,-130.3648636437473,0.8381296139740511,0.76517352371579,0.8765543995899056,-0.19313287983994387,-0.3068931020297981,-0.14083050688907414,-6.671995505553879,-10.601972067755687,-4.86515040726092,-197.8646353960225,-314.4119830295282,-178.39872995010592,-0.6563903316363078,-1.085289293763708,-0.4692472051937608,-19.4659054459166,-32.18532899655125,-13.91599066410916,0.9050043403007598,0.8747871877134313,0.9359392138488716,-0.10496707636525844,-0.1431351693820037,-0.06844545586212862,-0.8890479966601048,-1.212323330297053,-0.5797179222460787,-36.06685584828011,-49.18147384572224,-23.517968448116783,0.8960159244697878,0.863162680497876,0.92976331819341,-0.1160515931586195,-0.1585301619194143,-0.07554253908732864,-0.982931410301076,-1.3427155232391077,-0.6398286526005963,-39.87551360247773,-54.47121798130253,-25.95653763085583,-0.09388341364097108,-0.1303921929420544,-0.06011073035451764,-3.80865775419761,-5.2897441355803,-2.438569182739052,0.8747871877134313,0.8452783207262019,0.9359392138488716,-0.1431351693820037,-0.1830422897169212,-0.06844545586212862,-0.963555108723706,-1.2322012411814642,-0.4607600560339221,-98.7249086807076,-126.250127170232,-47.20902213462317,0.863162680497876,-0.1585301619194143,-1.0671908802271863,0.8311888401837594,-0.2030960374527163,-1.367198748525814,0.92976331819341,-0.07554253908732864,-0.5085360905906575,-109.34332789212976,-140.08183898830063,-52.1041076424854,-0.10363577150348036,-0.1349975073443499,-0.0477760345567354,-10.618419211422168,-13.831711818068635,-4.895085507862234,0.9962
48029141700,48029141700,Census Tract 1417; Bexar County; Texas,4162,2654,727,San Antonio city,Texas,0,NA,NA,48029,4162,2654,727,0.010245,0.006897320142,0.003436016044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7461
48029141900,48029141900,Census Tract 1419; Bexar County; Texas,3126,2520,844,San Antonio city,Texas,198694,0.6989719421222399,0.1626737854765474,48029,3126,2520,844,0.010245,0.006897320142,0.003436016044,0.7830863615193574,0.6903087571506102,0.8332328811946601,-0.27699836076800405,-0.4486271391481448,-0.20014466851840393,-8.871113492169199,-14.3676744368304,-6.409807135163498,-283.7848206068202,-459.6185040572744,-205.04821289710483,0.7641711300163592,0.6651930776871229,0.8181690367871042,-0.30860740575032225,-0.5033229201317025,-0.22224131571506792,-9.883420657597076,-16.11935440815829,-7.117471485719723,-316.1682871912052,-515.6543316749293,-283.7848206068202,-1.0123071654278757,-1.751679971327892,-0.7076643505562252,-32.38346658438502,-56.0358276176549,-22.638015052982254,0.8589581403545484,0.8156579062213033,0.904077260592984,-0.16420108619872248,-0.2260041769627391,-0.10610015713048704,-1.421777867885014,-1.9569160246985664,-0.9186958422716116,-56.41975666210373,-77.65539780549867,-36.45618421712745,0.8459977341064382,0.7992062199628689,0.8950063169543827,-0.18203626284675864,-0.2512415131684786,-0.11731054972092302,-1.5762083897227843,-2.175440072817638,-1.015763946048309,-62.547951973126374,-86.32698701657296,-40.30809309715512,-0.1544305218377704,-0.21852404811907225,-0.09706810377669728,-6.128195311022635,-8.671589211074295,-3.8519088800276697,0.8156579062213033,0.7741210404233942,0.904077260592984,-0.2260041769627391,-0.291787650485594,-0.10610015713048704,-1.3156467486784005,-1.6985945960156852,-0.6176448977135793,-155.88231619412326,-201.2552838881144,-73.18067508454732,0.7992062199628689,-0.2512415131684786,-1.4625618179952786,0.7545530150446759,-0.32528792551546776,-1.8936110267525033,0.8950063169543827,-0.11731054972092302,-0.6829043843355772,-173.28931492835056,-224.3614960607231,-80.91284174592147,-0.14691506931687814,-0.19501643073681807,-0.06525948662199788,-17.40699873422727,-23.106212172608775,-7.732166661374156,0.6459
48029121507,48029121507,Census Tract 1215.07; Bexar County; Texas,3373,2399,1019,San Antonio city,Texas,81596,0.5540395271458739,0.17432499485926828,48029,3373,2399,1019,0.010245,0.006897320142,0.003436016044,0.8308151174481958,0.7550745518308262,0.87084015175968,-0.20363722204700188,-0.32437253722205855,-0.1483163677964672,-7.036966245386685,-11.209142279672283,-5.125277507376322,-208.62633398715343,-332.31966438399894,-151.95011880748064,0.8155579571495019,0.7341567850940088,0.8588796034374879,-0.22615442744884853,-0.3621068691368832,-0.16430754205561163,-7.815079464376978,-12.513104381038756,-5.677874681677406,-231.6952109213453,-370.9784874307368,-208.62633398715343,-0.7781132189902928,-1.3039621013664693,-0.5525971743010842,-23.068876934191906,-38.65882304673789,-16.382958028493455,0.891145675689359,0.8568806293354859,0.9264082834588124,-0.12215098752113132,-0.16702369707610695,-0.07943767111669996,-1.0068908942384092,-1.3767767508131967,-0.6548049207794885,-41.97127529130509,-57.38961028816993,-27.294911245497644,0.8809344104173159,0.8437472255957028,0.919353793863502,-0.13515829121294104,-0.1851890823036242,-0.0877205344392931,-1.1141101309524075,-1.526514066467365,-0.7230805837682759,-46.44060570872896,-63.63126579688892,-30.140916372166565,-0.10721923671399858,-0.1497373156541686,-0.0682756629887874,-4.469330417423867,-6.241655508718991,-2.84600512666892,0.8568806293354859,0.8235948753704504,0.9264082834588124,-0.16702369707610695,-0.21418919653938245,-0.07943767111669996,-1.1739042123249914,-1.5054007572201868,-0.5583172829582951,-115.2015910034339,-147.73314594898793,-54.79070490267861,0.8437472255957028,-0.1851890823036242,-1.3015772468128572,0.8077649399515101,-0.23798391158203736,-1.6726388001364412,0.919353793863502,-0.0877205344392931,-0.6165323046271887,-127.73083874512828,-164.14512268267333,-60.503660905514096,-0.12767303448786582,-0.16723804291625433,-0.05821502166889358,-12.52924774169439,-16.41197673368541,-5.712956002835484,0.6831
48029121501,48029121501,Census Tract 1215.01; Bexar County; Texas,6722,4733,1885,San Antonio city,Texas,59832,0.5870549213408932,0.1806271157413777,48029,6722,4733,1885,0.010245,0.006897320142,0.003436016044,0.8196928899716758,0.7398060668844574,0.8621266709507196,-0.21996910334863912,-0.35170559523970435,-0.159922356766018,-15.148588043709362,-24.220870539757243,-11.013355351946116,-225.35834638068076,-360.3223823230771,-163.84045450678542,0.8035562527334267,0.7178433431272038,0.8494311609309185,-0.24446794682803863,-0.3930616053965375,-0.17725843599152674,-16.835747202732385,-27.068930342066754,-12.207237213000512,-250.45741152532557,-402.6916147287527,-225.35834638068076,-1.6871591590230235,-2.8480598023095105,-1.193881861054395,-25.099065144644797,-42.36923240567555,-17.760813166533698,0.8837089103140396,0.847310600942244,0.9212732790073964,-0.13159433873381962,-0.1802047547711066,-0.08545425422240174,-2.140074506741418,-2.930609366557211,-1.389713818341963,-45.216025918897486,-61.91864285986079,-29.36221885362271,0.8728510874934687,0.8333873500299758,0.9137498577933236,-0.1456707957730335,-0.19992222099847257,-0.09439141518989404,-2.368995196983242,-3.2512678934872623,-1.5350558637004792,-50.05271914183904,-68.69359589028655,-32.433041700834124,-0.22892069024182415,-0.3206585269300515,-0.14534204535851614,-4.8366932229415625,-6.774953030425765,-3.0708228472114123,0.847310600942244,0.8120537371989839,0.9212732790073964,-0.1802047547711066,-0.23144559798382183,-0.08545425422240174,-2.3429228327856517,-3.009128015255727,-1.1110290826157276,-124.2929884766924,-159.63543847510488,-58.940534886776,0.8333873500299758,-0.19992222099847257,-2.599278453853774,0.7953224584804325,-0.25735164314438036,-3.3459441264118603,0.9137498577933236,-0.09439141518989404,-1.2272251203818507,-137.892756172614,-177.50366718365308,-65.10478092211409,-0.2563556210681224,-0.3368161111561334,-0.11619603776612308,-13.599767695921612,-17.86822870854819,-6.164246035338095,0.6086
48029131504,48029131504,Census Tract 1315.04; Bexar County; Texas,2678,2064,944,San Antonio city,Texas,105557,0.4451118088357302,0.2465243100115449,48029,2678,2064,944,0.010245,0.006897320142,0.003436016044,0.8685922132007121,0.8077203959247428,0.9002180007734352,-0.1512882395238817,-0.23805218370785375,-0.1108420395291315,-4.150760781283568,-6.531225897948884,-3.0410743891456007,-154.99480139221689,-243.88446220869625,-113.55766949759526,0.8564411477591074,0.7906552416452428,0.8908046228191902,-0.16762255365300552,-0.26477375640884904,-0.12258061350785517,-4.598910820504762,-7.264361905946388,-3.3631351960690004,-171.7293062175042,-271.26071344086586,-154.99480139221689,-0.44815003922119434,-0.733136007997504,-0.32206080692339967,-16.734504825287317,-27.376251232169675,-12.026169041202376,0.9161285354674408,0.88922830115129,0.9435540706652392,-0.09154988769099408,-0.12457059531876467,-0.05982267586950728,-0.6492660463729975,-0.8834468283558715,-0.42425865530656626,-31.45668829326538,-42.80265641259068,-20.55516740826387,0.9081384248285032,0.8788496902984653,0.9380877652992742,-0.10115371474215992,-0.13785100118814514,-0.06599833937816492,-0.7173757838814343,-0.977630631640751,-0.46805607255223014,-34.75657867642608,-47.365825176392974,-22.677135298073164,-0.06810973750843685,-0.09418380328487952,-0.04379741724566388,-3.2998903831607,-4.563168763802302,-2.1219678898092966,0.88922830115129,0.8628486210761646,0.9435540706652392,-0.12457059531876467,-0.15895184343318194,-0.05982267586950728,-0.8110878927262359,-1.034946613245812,-0.3895096429785969,-85.92032761930466,-109.63417513197162,-41.26161472230899,0.8788496902984653,-0.13785100118814514,-0.8975575478128273,0.8502136443949699,-0.17617496095539753,-1.1470875407377583,0.9380877652992742,-0.06599833937816492,-0.4297198217018008,-95.08024870898592,-121.5135106713727,-45.521167553156864,-0.08646965508659132,-0.11214092749194626,-0.04021017872320387,-9.159921089681283,-11.879335539401088,-4.259552830847868,0.8059
48029131614,48029131614,Census Tract 1316.14; Bexar County; Texas,3179,1936,393,San Antonio city,Texas,88530,0.5918173554906024,0.19157889816512697,48029,3179,1936,393,0.010245,0.006897320142,0.003436016044,0.8181008561866411,0.7376292334923531,0.8608769768834105,-0.22234317741853157,-0.355694642504115,-0.16160616075510534,-7.241462705583429,-11.584567235993358,-5.2633276167397165,-227.7905852652856,-364.4091612454658,-165.56551169360543,0.8018396575876797,0.7155202548708001,0.8480768386919748,-0.24713212989300395,-0.39758447534174673,-0.17913843932153928,-8.048810504326411,-12.948871127656425,-5.834333855189511,-253.18686707538257,-407.32529498761954,-227.7905852652856,-0.807347798742982,-1.3643038916630663,-0.5710062384497947,-25.39628181009695,-42.91613374215371,-17.96181939131157,0.8826412991598124,0.8459389839872896,0.9205349130058162,-0.13296307452631273,-0.1821183547855328,-0.08632490291401003,-0.8844872661947099,-1.2114744362071517,-0.5742442227283677,-45.68632573319782,-62.57615889499749,-29.661375140928087,0.8716912144177806,0.8319034842345949,0.9129443201951716,-0.14719522631407875,-0.20206252161579147,-0.09535705286628796,-0.9791613482409864,-1.3441455680914831,-0.6343272318465876,-50.57651592153856,-69.42900661629562,-32.76483635571217,-0.0946740820462766,-0.13267113188433188,-0.06008300911821984,-4.890190188340733,-6.852847721298135,-3.1034612147840828,0.8459389839872896,0.8104023415571612,0.9205349130058162,-0.1821183547855328,-0.23395497362277265,-0.08632490291401003,-0.49365853849923186,-0.6341693042925454,-0.23399632320862335,-125.61285966901572,-161.36623518894285,-59.54104916249958,0.8319034842345949,-0.20206252161579147,-0.5477201308115761,0.7935435315578415,-0.26017031231652077,-0.7052298286480295,0.9129443201951716,-0.09535705286628796,-0.25847929171664785,-139.36899002839087,-179.4477935491169,-65.77081214164068,-0.05406159231234425,-0.07106052435548416,-0.0244829685080245,-13.75613035937513,-18.081558360174085,-6.229762979141096,0.676
48029131505,48029131505,Census Tract 1315.05; Bexar County; Texas,4324,2386,622,San Antonio city,Texas,53998,0.5150880799146569,0.20347958323971385,48029,4324,2386,622,0.010245,0.006897320142,0.003436016044,0.8441312953812222,0.7734939541435513,0.8812335959925067,-0.1846498352467612,-0.29283492733598265,-0.13477289625315553,-8.179873218533666,-12.972405723329082,-5.970355744819113,-189.1737562103068,-300.0093830557142,-138.07483221135783,0.8299482275683211,0.7538806838279509,0.8701620733679385,-0.2048944341141813,-0.3264698531899484,-0.1492111993913127,-9.07669639670908,-14.462412085005736,-6.609963622091528,-209.9143477499787,-334.46836459310214,-189.1737562103068,-0.8968231781754135,-1.490006361676654,-0.6396078772724154,-20.74059153967191,-34.458981537387935,-14.792041565041986,0.9000000594629219,0.8683103972757762,0.9325033593854262,-0.11111103770010122,-0.15166189779298367,-0.07238219566207037,-0.9109254293724456,-1.2433749357953097,-0.5934134360292428,-38.177930820303665,-52.111271408018006,-24.870638559482096,0.8905673971092702,0.8561354918734444,0.9260095072279704,-0.12287964195179568,-0.16803941606455666,-0.07990251956864017,-1.007408381048446,-1.3776433052785884,-0.6550675653165775,-42.22164212273453,-57.7386129622208,-27.454633919387152,-0.09648295167600052,-0.1342683694832787,-0.06165412928733471,-4.043711302430868,-5.627341554202795,-2.5839953599050594,0.8683103972757762,0.837422163255433,0.9325033593854262,-0.15166189779298367,-0.19414083347466535,-0.07238219566207037,-0.6506497320261677,-0.8328900212500948,-0.3105292555106778,-104.60606624214915,-133.90514811094772,-49.924317606218295,0.8561354918734444,-0.16803941606455666,-0.7209114657227746,0.8226950719667714,-0.21551718744267617,-0.924597425571038,0.9260095072279704,-0.07990251956864017,-0.34279244623797983,-115.90216490719853,-148.64910378955594,-55.11132576173309,-0.07026173369660693,-0.09170740432094315,-0.03226319072730205,-11.296098665049346,-14.743955678608224,-5.187008155514799,0.5696
