geoid,GEOID,NAME,over20,over35,over55,city,state,totalCells,meanNDVI,standardDevNDVI,countyGEOID,popOver20_2023,popOver35_2023,popOver55_2023,mortalityRate,DementiaRate,StrokeRate,rr_Mortality,rr_Mortality_low,rr_Mortality_high,paf_Mortality,paf_Mortality_low,paf_Mortality_high,ls_Mortality,ls_Mortality_low,ls_Mortality_high,ls_Mortality_Rate,ls_Mortality_low_Rate,ls_Mortality_high_Rate,rr_Mortality10,rr_Mortality_low10,rr_Mortality_high10,paf_Mortality10,paf_Mortality_low10,paf_Mortality_high10,ls_Mortality10,ls_Mortality_low10,ls_Mortality_high10,ls_Mortality10_Rate,ls_Mortality_low10_Rate,ls_Mortality_high10_Rate,ls_Mortality_Change,ls_Mortality_Change_low,ls_Mortality_Change_high,ls_Mortality_Change_Rate,ls_Mortality_Change_low_Rate,ls_Mortality_Change_high_Rate,rr_Stroke,rr_Stroke_low,rr_Stroke_high,paf_Stroke,paf_Stroke_low,paf_Stroke_high,ls_Stroke,ls_Stroke_low,ls_Stroke_high,ls_Stroke_Rate,ls_Stroke_low_Rate,ls_Stroke_high_Rate,rr_Stroke10,rr_Stroke_low10,rr_Stroke_high10,paf_Stroke10,paf_Stroke_low10,paf_Stroke_high10,ls_Stroke10,ls_Stroke_low10,ls_Stroke_high10,ls_Stroke10_Rate,ls_Stroke_low10_Rate,ls_Stroke_high10_Rate,ls_Stroke_Change,ls_Stroke_Change_low,ls_Stroke_Change_high,ls_Stroke_Change_Rate,ls_Stroke_Change_low_Rate,ls_Stroke_Change_high_Rate,rr_Dementia,rr_Dementia_low,rr_Dementia_high,paf_Dementia,paf_Dementia_low,paf_Dementia_high,ls_Dementia,ls_Dementia_low,ls_Dementia_high,ls_Dementia_Rate,ls_Dementia_low_Rate,ls_Dementia_high_Rate,rr_Dementia10,paf_Dementia10,ls_Dementia10,rr_Dementia_low10,paf_Dementia_low10,ls_Dementia_low10,rr_Dementia_high10,paf_Dementia_high10,ls_Dementia_high10,ls_Dementia_10_Rate,ls_Dementia_low10_Rate,ls_Dementia_high10_Rate,ls_Dementia_Change,ls_Dementia_Change_low,ls_Dementia_Change_high,ls_Dementia_Change_Rate,ls_Dementia_Change_low_Rate,ls_Dementia_Change_high_Rate,RPL_THEMES
04013422218,04013422218,Census Tract 4222.18; Maricopa County; Arizona,2169,1458,576,Tempe city,Arizona,55752,0.3777371239497635,0.1982217245517291,04013,2169,1458,576,0.010697,0.00781773244399999,0.00314654663299999,0.8928132616029196,0.8421046654383072,0.918882954222538,-0.12005504735071004,-0.1875008428786104,-0.08827788719412569,-2.785492357236372,-4.350355743795042,-2.0482052651554548,-128.4228841510545,-200.56965162724953,-94.43085593155624,0.882747905503507,0.8277566544447226,0.9111423113109876,-0.13282625058126196,-0.208084519321469,-0.09752339188502876,-3.0818071709525694,-4.8279339438012245,-2.262717551174317,-142.0842402467759,-222.58801031817535,-128.4228841510545,-0.2963148137161973,-0.47757820000618256,-0.2145122860188624,-13.661356095721406,-22.01835869092589,-9.889916367859032,0.931930436803562,0.9098445411802136,0.9543176639439812,-0.07304146372760435,-0.099088860502301,-0.04786910876953072,-0.33508976602824525,-0.45458649631596737,-0.21960743444823044,-22.982837176148507,-31.17877203813219,-15.062238302347769,0.9253837003643176,0.9012886731578948,0.9498658165742055,-0.08063282247818533,-0.1095224313606925,-0.05278027964687564,-0.36991637680175427,-0.5024522240732305,-0.2421382411466221,-25.371493607802076,-34.46174376359606,-16.6075611211675,-0.03482661077350901,-0.04786572775726316,-0.02253080669839166,-2.3886564316535677,-3.2829717254638657,-1.54532281881973,0.9098445411802136,0.8880589966666143,0.9543176639439812,-0.099088860502301,-0.1260513138806807,-0.04786910876953072,-0.4461985149625893,-0.567610816973083,-0.2155552615831249,-77.46501995878286,-98.54354461338248,-37.42278846929252,0.9012886731578948,-0.1095224313606925,-0.4931810294366872,0.8775785512450583,-0.13949913495636043,-0.6281665420367655,0.9498658165742055,-0.05278027964687564,-0.23767033224889297,-85.62170649942486,-109.05669132582732,-41.26221045987725,-0.04698251447409796,-0.06055572506368245,-0.02211507066576806,-8.156686540642006,-10.51314671244487,-3.8394219905847335,0.4852
04013319403,04013319403,Census Tract 3194.03; Maricopa County; Arizona,3062,1676,556,Tempe city,Arizona,81257,0.35880725743163766,0.18354859781238644,04013,3062,1676,556,0.010697,0.00781773244399999,0.00314654663299999,0.8997392458709831,0.8520261710859667,0.9241964335369968,-0.11143312308441158,-0.17367286820008165,-0.08202105495353951,-3.6499043601951566,-5.688518291019268,-2.686535186453993,-119.20001176339504,-185.7778671136273,-87.7379224838012,0.8902835131419612,0.8384906581496215,0.9169395746679122,-0.12323769365427284,-0.19261913091172267,-0.09058440449815874,-4.036553790818495,-6.309088234376579,-2.9670209699952537,-131.82736090197565,-206.0446843362697,-119.20001176339504,-0.3866494306233381,-0.6205699433573102,-0.28048578354126086,-12.627349138580604,-20.266817222642395,-9.160215007879192,0.9364190500905382,0.9157225037531028,0.9573638825213888,-0.06789796715830854,-0.09203388133575884,-0.04453491327281048,-0.358067545035396,-0.4853509954596861,-0.2348598600423368,-21.36441199495203,-28.95888994389535,-14.013118140950882,0.9302876686217966,0.9076956951280012,0.9532015572918562,-0.07493631672177373,-0.1016908038315443,-0.049096061950531233,-0.39518507085785415,-0.5362778593317786,-0.2589135891586298,-23.57906150703187,-31.99748564032092,-15.448304842400344,-0.03711752582245814,-0.05092686387209255,-0.02405372911629297,-2.2146495120798413,-3.03859569642557,-1.4351867014494613,0.9157225037531028,0.8952738405813935,0.9573638825213888,-0.09203388133575884,-0.1169766776058117,-0.04453491327281048,-0.4000399205965892,-0.5084577564469169,-0.19357809222926864,-71.94962600658079,-91.44923677102824,-34.81620363835767,0.9076956951280012,-0.1016908038315443,-0.4420152719818886,0.8854243968875757,-0.1294019043468623,-0.5624659830558846,0.9532015572918562,-0.049096061950531233,-0.21340385126911585,-79.49914963703034,-101.162946592785,-38.38198763833019,-0.04197535138529945,-0.05400822660896765,-0.0198257590398472,-7.549523630449541,-9.71370982175677,-3.5657839999725196,0.3269
04013116204,04013116204,Census Tract 1162.04; Maricopa County; Arizona,2807,1791,700,Tempe city,Arizona,79213,0.33615014303639795,0.20484682185530892,04013,2807,1791,700,0.010697,0.00781773244399999,0.00314654663299999,0.9080996148171722,0.8640550003560843,0.9305965358746524,-0.10120077542520504,-0.1573337340654144,-0.07457954274471526,-3.0387029580886353,-4.72417806190675,-2.239361074053795,-108.25446947234182,-168.2998953297738,-79.77773687402191,0.8993874861508293,0.851521321023385,0.923926821260132,-0.11186781603974612,-0.17436871551045688,-0.0823368009125579,-3.3589966290933,-5.235678574531708,-2.4722842235281006,-119.66500281771644,-186.5222149815357,-108.25446947234182,-0.32029367100466466,-0.5115005126249574,-0.2329231494743058,-11.410533345374589,-18.222319651761932,-8.297939062141282,0.9418198936665402,0.9228077706001954,0.9610226812984772,-0.06177413189581554,-0.08364930580244108,-0.04055816731490552,-0.3481259594213878,-0.4714027367720958,-0.2285641331664116,-19.437518672327627,-26.32064415254583,-12.76181648053666,0.936191396277447,0.9154241536207852,0.9572095027197266,-0.06815764807952038,-0.09238979116368222,-0.0447033770127568,-0.3841000415773644,-0.5206594362805964,-0.25192431741798615,-21.44612180778137,-29.07087863096574,-14.066126042321953,-0.03597408215597658,-0.04925669950850059,-0.02336018425157454,-2.0086031354537455,-2.75023447841991,-1.3043095617852902,0.9228077706001954,0.9039863754995698,0.9610226812984772,-0.08364930580244108,-0.1062113623641398,-0.04055816731490552,-0.4577635243228747,-0.5812324094329033,-0.22195103034084207,-65.3947891889821,-83.03320134755762,-31.707290048691725,0.9154241536207852,-0.09238979116368222,-0.5055950675122921,0.8949073469214726,-0.11743411587808682,-0.6426479484128024,0.9572095027197266,-0.0447033770127568,-0.24463532858029485,-72.2278667874703,-91.80684977325748,-34.947904082899264,-0.0478315431894174,-0.06141553897989904,-0.02268429823945278,-6.8330775984882,-8.773648425699864,-3.2406140342075407,0.7389
04013319101,04013319101,Census Tract 3191.01; Maricopa County; Arizona,2673,420,183,Tempe city,Arizona,28972,0.362681662163246,0.2150906358997997,04013,2673,420,183,0.010697,0.00781773244399999,0.00314654663299999,0.8983173346740136,0.8499860520741904,0.9231064206290992,-0.11319236688545647,-0.17648989363970846,-0.08329871578457634,-3.2365185149375755,-5.046389824521569,-2.38176692762437,-121.08187485737282,-188.79123922639613,-89.10463627476132,0.8887359709762688,0.8362824426864007,0.915750045394068,-0.125193570033526,-0.1957682583741532,-0.09200103787019452,-3.5796698886477816,-5.5976176689210915,-2.6305931279065393,-133.91956186486277,-209.4133059828317,-121.08187485737282,-0.3431513737102061,-0.5512278443995227,-0.24882620028216929,-12.83768700748994,-20.622066756435565,-9.308873934985757,0.935498602534778,0.914516369427842,0.9567396179059936,-0.06894868393223932,-0.09347413937012398,-0.04521646358566186,-0.09111910469624292,-0.12353071017320728,-0.0597557987256852,-21.695024927676883,-29.412073850763637,-14.227571125163143,0.929281855245976,0.9063806636839594,0.9525178740330376,-0.07609978001271231,-0.10328920294429864,-0.04984906557807601,-0.10056963275983705,-0.13650180337484735,-0.06587801197021434,-23.945150657104055,-32.50042937496365,-15.685240945289127,-0.00945052806359413,-0.01297109320164008,-0.00612221324452914,-2.250125729427174,-3.0883555242000194,-1.457669820125986,0.914516369427842,0.8937924121944503,0.9567396179059936,-0.09347413937012398,-0.1188280257882113,-0.04521646358566186,-0.13372831360126966,-0.17000072538035715,-0.06468870923091291,-73.07558120287959,-92.8965712460968,-35.34902143765733,0.9063806636839594,-0.10328920294429864,-0.1477701855939755,0.8838128869581758,-0.1314612117070459,-0.1880743301198197,0.9525178740330376,-0.04984906557807601,-0.07131631828092394,-80.74873529725437,-102.7728579889725,-38.97066572728084,-0.01404187199270584,-0.01807360473946254,-0.00662760905001103,-7.673154094374779,-9.876286742875704,-3.6216442896235135,0.8349
04013115200,04013115200,Census Tract 1152; Maricopa County; Arizona,2070,1077,206,Tempe city,Arizona,172312,0.2845781903616741,0.1875018416353973,04013,2070,1077,206,0.010697,0.00781773244399999,0.00314654663299999,0.9274202252099016,0.8920719390795075,0.945330143807157,-0.07825985763214445,-0.12098582658239312,-0.05783149574884966,-1.7328915929784718,-2.678963750990349,-1.2805506657526708,-83.71456970910492,-129.41853869518593,-61.862351002544486,0.9204585137039416,0.881941677444576,0.9400303101747742,-0.0864150693505804,-0.13386182507838587,-0.06379548529033703,-1.9134707334653385,-2.964074281727432,-1.412610033732022,-92.43819968431583,-143.19199428634937,-83.71456970910492,-0.1805791404868664,-0.2851105307370836,-0.13205936797935114,-8.723629975210939,-13.773455591163458,-6.37967961252904,0.9542296833227708,0.9391402821895644,0.9694030335112408,-0.04796572300900354,-0.06480364964065206,-0.03156268902722007,-0.16254771581936178,-0.2196085989127891,-0.1069606102993263,-15.09263842333907,-20.390770558290537,-9.931347288702534,0.9497694898029588,0.9332618560789552,0.966395306072984,-0.05288705389711149,-0.07151063068348386,-0.03477323794500938,-0.1792252731346776,-0.24233742233428593,-0.11784061711200414,-16.641158136924567,-22.501153420082257,-10.941561477437707,-0.01667755731531581,-0.02272882342149682,-0.01088000681267784,-1.5485197135854978,-2.1103828617917197,-1.0102141887351754,0.9391402821895644,0.9241352328684596,0.9694030335112408,-0.06480364964065206,-0.08209271157865156,-0.03156268902722007,-0.1043632244227789,-0.13220644407321788,-0.05083022355376411,-50.66175942853345,-64.17788547243586,-24.674865802798113,0.9332618560789552,-0.07151063068348386,-0.11516450138254576,0.9168727827610778,-0.09066385086553916,-0.1460098600523576,0.966395306072984,-0.03477323794500938,-0.05600066131592013,-55.90509775851736,-70.8785728409503,-27.18478704656317,-0.01080127695976684,-0.01380341597913972,-0.00517043776215601,-5.243338329983907,-6.700687368514431,-2.5099212437650578,0.8573
04013319402,04013319402,Census Tract 3194.02; Maricopa County; Arizona,2853,1916,811,Tempe city,Arizona,79826,0.3500769624820099,0.16696081369195412,04013,2853,1916,811,0.010697,0.00781773244399999,0.00314654663299999,0.9029515297457388,0.8566411894527262,0.9266573074655832,-0.10747915813553012,-0.16734989201121658,-0.0791475898841286,-3.2801070942046597,-5.107274540689885,-2.415468966929964,-114.97045545757658,-179.01417948439837,-84.66417689905236,0.8937805137366546,0.8434878822313131,0.9196256380070515,-0.11884292019219628,-0.18555348697441745,-0.08739900093165101,-3.62691253244527,-5.662821699921724,-2.6672899932916296,-127.12627172959236,-198.4865650165343,-114.97045545757658,-0.3468054382406103,-0.5555471592318391,-0.2518210263616658,-12.155816272015782,-19.472385532135963,-8.82653439753473,0.93849643892547,0.918446150896817,0.9587720473185688,-0.06553414432232522,-0.08879546070670523,-0.04300078709713623,-0.3950911580701253,-0.5353285949600953,-0.2592424292377128,-20.62062411639485,-27.939905791236708,-13.530398185684382,0.9325580856765514,0.9106658865584932,0.9547439174448896,-0.07231926392501427,-0.09809757317155043,-0.04740127873893753,-0.43599717415062345,-0.5914090156970796,-0.28577203997446127,-22.7555936404292,-30.866858856841315,-14.915033401589838,-0.04090601608049815,-0.05608042073698427,-0.02652961073674847,-2.1349695240343505,-2.9269530656046068,-1.384635215905453,0.918446150896817,0.8986209872382469,0.9587720473185688,-0.08879546070670523,-0.11281620861462809,-0.04300078709713623,-0.5629792939319033,-0.7152751837137722,-0.2726327738579297,-69.41791540467365,-88.196693429565,-33.61686484068184,0.9106658865584932,-0.09809757317155043,-0.6219563707537848,0.8890664317804592,-0.12477534215006116,-0.7910982550761021,0.9547439174448896,-0.04740127873893753,-0.3005326874091127,-76.69005804608938,-97.54602405377338,-37.05705146844793,-0.05897707682188158,-0.07582307136232991,-0.02789991355118298,-7.272142641415732,-9.349330624208372,-3.4401866277660895,0.1176
04013319905,04013319905,Census Tract 3199.05; Maricopa County; Arizona,2974,2128,884,Tempe city,Arizona,80101,0.4056793836273851,0.19472232027605044,04013,2974,2128,884,0.010697,0.00781773244399999,0.00314654663299999,0.8826871706860676,0.8276703327743563,0.9110955361359624,-0.1329041966507241,-0.20821051619428416,-0.09757973817003789,-4.228064993737494,-6.6237757500057874,-3.1042923056753584,-142.16761915727955,-222.72278917302583,-104.38104592048953,0.8717410472336783,0.8121628636190962,0.9026519209610456,-0.1471296472425265,-0.23128013455808455,-0.107846753303653,-4.680617517909532,-7.357686704519928,-3.4309156055452097,-157.3845836553306,-247.40035993678305,-142.16761915727955,-0.45255252417203806,-0.7339109545141405,-0.3266232998698513,-15.216964498051045,-24.67757076375724,-10.982626088428086,0.925344111625734,0.9012369974788956,0.9498388636321154,-0.08067905489029727,-0.10958604983748128,-0.05281015368867092,-0.540214949327766,-0.7337718871457006,-0.3536089327980944,-25.386040851868703,-34.48176161398969,-16.61696112773,0.9181921854883672,0.8919138609878495,0.9449632712896354,-0.08909661376405736,-0.12118450417671324,-0.05824218822309716,-0.5965776713085198,-0.8114334119574163,-0.3899810279441254,-28.034665005099615,-38.131269358901136,-18.326176125193864,-0.05636272198075376,-0.07766152481171562,-0.03637209514603101,-2.6486241532309096,-3.649507744911449,-1.7092149974638633,0.9012369974788956,0.877515328775172,0.9498388636321154,-0.10958604983748128,-0.1395812326102508,-0.05281015368867092,-0.757335544826262,-0.9646285179835908,-0.3649643962482612,-85.67144172242783,-109.12087307506684,-41.28556518645489,0.8919138609878495,-0.12118450417671324,-0.8374910185309125,0.8661242191185523,-0.1545687996321036,-1.068205727427204,0.9449632712896354,-0.05824218822309716,-0.40250451052143504,-94.73880300123444,-120.83775197140316,-45.53218444812614,-0.08015547370465048,-0.10357720944361304,-0.03754011427317383,-9.067361278806615,-11.716878896336317,-4.246619261671248,0.3362
04013319908,04013319908,Census Tract 3199.08; Maricopa County; Arizona,1755,1202,387,Tempe city,Arizona,79625,0.3995560143072994,0.21881052642946935,04013,1755,1202,387,0.010697,0.00781773244399999,0.00314654663299999,0.8848963674604022,0.8308122076702535,0.912796433244152,-0.13007583347860052,-0.2036414375809178,-0.09553451742347369,-2.441944189714635,-3.823008563444401,-1.7934919462024657,-139.142119072059,-217.83524578030776,-102.1932732878898,0.874141328141348,0.8155548151732692,0.904505741262257,-0.14397977513116816,-0.2261591512859186,-0.10557617755358711,-2.7029661537845757,-4.245738894491102,-1.982006391615216,-154.01516545781058,-241.92244413054712,-139.142119072059,-0.2610219640699407,-0.4227303310467008,-0.1885144454127503,-14.873046385751609,-24.08719835023936,-10.741563841182357,0.9267834689532414,0.903116292014389,0.9508185624695672,-0.07900068732284714,-0.10727711241872642,-0.05172536535539825,-0.29879237473386927,-0.4057380291286855,-0.1956330415880673,-24.857934670039043,-33.75524368791061,-16.27562741997232,0.9197633635072452,0.8939599130821475,0.9460354635334636,-0.08723617364666063,-0.11861839145812826,-0.05704282613780426,-0.3299402115333714,-0.4486324369058482,-0.21574447084989629,-27.44926884637033,-37.32383002544494,-17.94879125207124,-0.03114783679950211,-0.04289440777716269,-0.02011142926182899,-2.5913341763312907,-3.568586337534333,-1.6731638320989175,0.903116292014389,0.8798151442793334,0.9508185624695672,-0.10727711241872642,-0.1366023948350098,-0.05172536535539825,-0.32456287599249645,-0.4132854169495147,-0.15649315089674373,-83.86637622545128,-106.7920974029754,-40.43750669166504,0.8939599130821475,-0.11861839145812826,-0.35887548992727575,0.8686215035854703,-0.15124941746460271,-0.4575994340050112,0.9460354635334636,-0.05704282613780426,-0.1725809288542509,-92.73268473573016,-118.24274780491244,-44.59455525949635,-0.0343126139347793,-0.04431401705549648,-0.01608777795750715,-8.86630851027889,-11.450650401937075,-4.157048567831306,0.3822
04013810100,04013810100,Census Tract 8101; Maricopa County; Arizona,3821,3285,1379,Tempe city,Arizona,146454,0.44010084451787584,0.2062248113200056,04013,3821,3285,1379,0.010697,0.00781773244399999,0.00314654663299999,0.8703708027198109,0.810228663454327,0.9015930526286172,-0.1489355994883013,-0.23421948038298515,-0.10914785454976024,-6.087480055622418,-9.573308331710605,-4.461226127053879,-159.31641077263592,-250.5445781656792,-116.75546001187855,0.858370424116038,0.793356461979936,0.8923014776484092,-0.1649982011318879,-0.2604674543197834,-0.12069746049891328,-6.744010579437323,-10.646147991199182,-4.933295908270222,-176.4985757507805,-278.6220358858723,-159.31641077263592,-0.6565305238149053,-1.0728396594885794,-0.4720697812163426,-17.182164978144602,-28.077457720193127,-12.354613483809016,0.91729451599253,0.8907454136016686,0.9443504126857462,-0.09016240974468406,-0.1226552331676544,-0.05892895959666668,-0.9319552450554172,-1.2678142499494398,-0.6091136332457029,-28.370022680530205,-38.59404109435129,-18.54227194050846,0.9094098981390047,0.8804991769760345,0.9389587034581104,-0.0996141586388896,-0.13571940343473832,-0.06500956465612305,-1.0296523561003108,-1.4028508138254816,-0.6719652339772925,-31.344059546432597,-42.704743191034446,-20.455562678151978,-0.09769711104489363,-0.1350365638760418,-0.06285160073158957,-2.974036865902394,-4.110702096683159,-1.913290737643518,0.8907454136016686,0.8646987434662897,0.9443504126857462,-0.1226552331676544,-0.15647213270061264,-0.05892895959666668,-1.3223035123546347,-1.686871773117329,-0.6352926674361061,-95.88857957611565,-122.32572683954524,-46.06908393300262,0.8804991769760345,-0.13571940343473832,-1.4631437992631564,0.8522191927310465,-0.17340703956146633,-1.8694411282535823,0.9389587034581104,-0.06500956465612305,-0.7008455608570521,-106.10179835120786,-135.56498391976666,-50.822738278248885,-0.14084028690852168,-0.18256935513625328,-0.06555289342094595,-10.213218775092216,-13.239257080221412,-4.753654345246262,0.0775
04013116202,04013116202,Census Tract 1162.02; Maricopa County; Arizona,3141,2153,679,Tempe city,Arizona,57792,0.3766944673461432,0.19925905187739157,04013,3141,2153,679,0.010697,0.00781773244399999,0.00314654663299999,0.8931933534718636,0.8426481228509686,0.9191748239530754,-0.11957841615477374,-0.18673497618039647,-0.087932321404672,-4.017748327605518,-6.274160190273543,-2.9544624241286037,-127.91303176076148,-199.75040402017012,-94.06120420657764,0.8831613017896748,0.8283442910214907,0.911460668497888,-0.13229598938898074,-0.20722749083817357,-0.09714004626006216,-4.445049593469425,-6.962693866686756,-3.2638353220846428,-141.51701984939268,-221.67124694959423,-127.91303176076148,-0.4273012658639068,-0.6885336764132131,-0.30937289795603906,-13.603988088631226,-21.920842929424165,-9.849503277810856,0.9321771086686722,0.910167315139224,0.954485197074868,-0.07275751646400318,-0.0986990890208299,-0.04768518470963976,-0.49289687943415594,-0.668638449271834,-0.32304399436519143,-22.893491845525126,-31.056128623865956,-15.004365739210003,0.925653136846418,0.9016403919688192,0.9500492449404888,-0.0803182749500231,-0.10908962032679469,-0.05257701674468487,-0.5441173504594184,-0.7390292584318305,-0.35618378337905504,-25.272519761236342,-34.325557753452415,-16.543603501117282,-0.0512204710252625,-0.07039080915999651,-0.03313978901386361,-2.3790279157112173,-3.2694291295864617,-1.5392377619072737,0.910167315139224,0.8884548727317073,0.954485197074868,-0.0986990890208299,-0.1255495700364927,-0.04768518470963976,-0.523918484822911,-0.666447291016082,-0.253124420594222,-77.16030704313859,-98.15129470045392,-37.27900156026834,0.9016403919688192,-0.10908962032679469,-0.5790739221459162,0.8780088853738712,-0.1389406379118622,-0.7375302975668689,0.9500492449404888,-0.05257701674468487,-0.27909144068767117,-85.28334641324246,-108.62007327936216,-41.10330496136542,-0.05515543732300521,-0.07108300655078692,-0.02596702009344914,-8.12303937010386,-10.468778578908235,-3.824303401097075,0.6543
04013319404,04013319404,Census Tract 3194.04; Maricopa County; Arizona,1776,1087,495,Tempe city,Arizona,69962,0.35658955210542687,0.19543213451408087,04013,1776,1087,495,0.010697,0.00781773244399999,0.00314654663299999,0.9005541590188096,0.8531961359694227,0.924820934938387,-0.11042738516641867,-0.17206344220461703,-0.08129040144038427,-2.097885328686321,-3.268839250882712,-1.544344641393036,-118.12417391251807,-184.0562641262788,-86.95634242077905,0.8911705370755638,0.8397572614333707,0.9176211552376032,-0.1221196823691764,-0.19082030716008705,-0.08977435218466162,-2.32001409433027,-3.625179770428017,-1.705521651687122,-130.63142423030797,-204.1204825691451,-118.12417391251807,-0.2221287656439488,-0.3563405195453049,-0.16117701029408593,-12.507250317789907,-20.064218442866263,-9.075282111153488,0.9369463208330944,0.916413609544728,0.9577213942404288,-0.06729700278970184,-0.0912103329595875,-0.04414499458175149,-0.23017568224481463,-0.3119663543167845,-0.15098895677866955,-21.175315753892793,-28.699756606879895,-13.89042840650134,0.9308638850121668,0.9084492762157632,0.9535931177062128,-0.07427091769376111,-0.1007769241289953,-0.04866528651697396,-0.2540285368210479,-0.34468692964547687,-0.16644969406271962,-23.369690599912413,-31.70992913021866,-15.31275934339647,-0.02385285457623326,-0.03272057532869238,-0.01546073728405006,-2.1943748460196195,-3.0101725233387655,-1.42233093689513,0.916413609544728,0.8961229134065719,0.9577213942404288,-0.0912103329595875,-0.11591834673498518,-0.04414499458175149,-0.3529636997070738,-0.4485782169618428,-0.17083130940907157,-71.30579792062098,-90.6218620124935,-34.51137563819628,0.9084492762157632,-0.1007769241289953,-0.3899842795380376,0.8863481455101271,-0.12822484603322767,-0.49620163178563,0.9535931177062128,-0.04866528651697396,-0.18832383370365,-78.7847029369773,-100.24275389608688,-38.0452189300303,-0.03702057983096379,-0.04762341482378718,-0.01749252429457842,-7.478905016356323,-9.62089188359337,-3.5338432918340255,0.5151
04013421201,04013421201,Census Tract 4212.01; Maricopa County; Arizona,4656,1933,630,Tempe city,Arizona,129405,0.38605828293309546,0.23222065976522552,04013,4656,1933,630,0.010697,0.00781773244399999,0.00314654663299999,0.8897856423266277,0.8377800212512089,0.9165569400429496,-0.12386619027160496,-0.193630755847482,-0.09103969029260774,-6.169184343433427,-9.643824717319198,-4.534252896231476,-132.4996637335358,-207.1268195300515,-97.38515670600248,0.8794556290799915,0.8230818013171906,0.9086055707694908,-0.13706702980127752,-0.21494607024439671,-0.10058757305780992,-6.82665521880354,-10.705438896010476,-5.009787412461171,-146.62060177842653,-229.92781134043116,-132.4996637335358,-0.6574708753701133,-1.0616141786912774,-0.4755345162296951,-14.120938044890748,-22.80099181037967,-10.21337019393675,0.9299641534347778,0.907272668592078,0.9529816809231392,-0.07531026470918066,-0.10220448010609402,-0.0493381142765672,-0.4580577132920045,-0.621635717606083,-0.3000879613281849,-23.69672598510111,-32.15911627553456,-15.524467735550177,0.9232362096569936,0.8984866132495218,0.9484031932086788,-0.08314642508608526,-0.11298263686237751,-0.05440387291058827,-0.5057193928398759,-0.6871914271278974,-0.33089929660830175,-26.162410390060828,-35.55051356067757,-17.11843231289714,-0.04766167954787137,-0.06555570952181433,-0.03081133528011687,-2.465684404959719,-3.391397285143007,-1.5939645773469668,0.907272668592078,0.8849059321430052,0.9529816809231392,-0.10220448010609402,-0.1300636188281254,-0.0493381142765672,-0.5033745864299651,-0.6405856207989116,-0.24299867132459035,-79.90072800475637,-101.6802572696685,-38.5712176705699,0.8984866132495218,-0.11298263686237751,-0.5564588562588378,0.8741517214236553,-0.14396617371111106,-0.7090580870477324,0.9484031932086788,-0.05440387291058827,-0.26794840106938594,-88.32680258076792,-112.54890270598926,-42.531492233235866,-0.05308426982887271,-0.06847246624882086,-0.02494972974479559,-8.426074576011542,-10.86864543632077,-3.960274562665967,0.312
04013116205,04013116205,Census Tract 1162.05; Maricopa County; Arizona,2548,1335,317,Tempe city,Arizona,52299,0.3495537600092864,0.1839943785117132,04013,2548,1335,317,0.010697,0.00781773244399999,0.00314654663299999,0.9031444042512028,0.8569185579194278,0.9268049944244714,-0.107242646129331,-0.1669720427434429,-0.07897562703681947,-2.923000844224616,-4.550982650245399,-2.152556215587962,-114.71745856454535,-178.60999412266088,-84.48022824128579,0.8939905230681772,0.8437883076646885,0.9197868621990346,-0.1185800902765704,-0.18513137823354173,-0.0872083969640435,-3.2320137230542305,-5.045932699352771,-2.3769482304825034,-126.84512256884734,-198.0350352964196,-114.71745856454535,-0.3090128788296145,-0.4949500491073717,-0.22439201489454152,-12.127664004301982,-19.4250411737587,-8.806593991151551,0.9386210821306294,0.9186096348420892,0.9588565037262922,-0.06539264782977498,-0.08860168897738814,-0.04290891923224869,-0.27469095616206385,-0.372183777083435,-0.1802449119734279,-20.576101585173323,-27.878934612991383,-13.501491533590103,0.9326943265565464,0.9108441971044628,0.9548364295874968,-0.07216262769812527,-0.0978826051469174,-0.04729979817801295,-0.30312920273797805,-0.4111695625084924,-0.19868941263263923,-22.70630732119686,-30.799218165430144,-14.883102069860618,-0.0284382465759142,-0.03898578542505743,-0.01844450065921132,-2.130205736023536,-2.9202835524387587,-1.3816105362705111,0.9186096348420892,0.8988219771483492,0.9588565037262922,-0.08860168897738814,-0.11256736642405384,-0.04290891923224869,-0.2195745826282166,-0.2789668321833809,-0.10633779265599956,-69.26642985117243,-88.0021552628962,-33.54504500189261,0.9108441971044628,-0.0978826051469174,-0.2425747456934143,0.8892851724077879,-0.1244986771706152,-0.3085352592373207,0.9548364295874968,-0.04729979817801295,-0.11721936187905652,-76.52200179602974,-97.32973477518004,-36.977716681090385,-0.0230001630651977,-0.0295684270539398,-0.01088156922305694,-7.255571944857318,-9.327579512283853,-3.432671679197773,0.7863
