geoid,GEOID,NAME,over20,over35,over55,city,state,totalCells,meanNDVI,standardDevNDVI,countyGEOID,popOver20_2023,popOver35_2023,popOver55_2023,mortalityRate,DementiaRate,StrokeRate,rr_Mortality,rr_Mortality_low,rr_Mortality_high,paf_Mortality,paf_Mortality_low,paf_Mortality_high,ls_Mortality,ls_Mortality_low,ls_Mortality_high,ls_Mortality_Rate,ls_Mortality_low_Rate,ls_Mortality_high_Rate,rr_Mortality10,rr_Mortality_low10,rr_Mortality_high10,paf_Mortality10,paf_Mortality_low10,paf_Mortality_high10,ls_Mortality10,ls_Mortality_low10,ls_Mortality_high10,ls_Mortality10_Rate,ls_Mortality_low10_Rate,ls_Mortality_high10_Rate,ls_Mortality_Change,ls_Mortality_Change_low,ls_Mortality_Change_high,ls_Mortality_Change_Rate,ls_Mortality_Change_low_Rate,ls_Mortality_Change_high_Rate,rr_Stroke,rr_Stroke_low,rr_Stroke_high,paf_Stroke,paf_Stroke_low,paf_Stroke_high,ls_Stroke,ls_Stroke_low,ls_Stroke_high,ls_Stroke_Rate,ls_Stroke_low_Rate,ls_Stroke_high_Rate,rr_Stroke10,rr_Stroke_low10,rr_Stroke_high10,paf_Stroke10,paf_Stroke_low10,paf_Stroke_high10,ls_Stroke10,ls_Stroke_low10,ls_Stroke_high10,ls_Stroke10_Rate,ls_Stroke_low10_Rate,ls_Stroke_high10_Rate,ls_Stroke_Change,ls_Stroke_Change_low,ls_Stroke_Change_high,ls_Stroke_Change_Rate,ls_Stroke_Change_low_Rate,ls_Stroke_Change_high_Rate,rr_Dementia,rr_Dementia_low,rr_Dementia_high,paf_Dementia,paf_Dementia_low,paf_Dementia_high,ls_Dementia,ls_Dementia_low,ls_Dementia_high,ls_Dementia_Rate,ls_Dementia_low_Rate,ls_Dementia_high_Rate,rr_Dementia10,paf_Dementia10,ls_Dementia10,rr_Dementia_low10,paf_Dementia_low10,ls_Dementia_low10,rr_Dementia_high10,paf_Dementia_high10,ls_Dementia_high10,ls_Dementia_10_Rate,ls_Dementia_low10_Rate,ls_Dementia_high10_Rate,ls_Dementia_Change,ls_Dementia_Change_low,ls_Dementia_Change_high,ls_Dementia_Change_Rate,ls_Dementia_Change_low_Rate,ls_Dementia_Change_high_Rate,RPL_THEMES
12103024801,12103024801,Census Tract 248.01; Pinellas County; Florida,2651,1840,1063,St. Petersburg city,Florida,33855,0.5856514662667051,0.2244740374250457,12103,2651,1840,1063,0.015548,0.008241179256,0.003436880739,0.8201626416243797,0.7404487886864624,0.8624952927585988,-0.2192703608389697,-0.35053229241413847,-0.15942661762432012,-9.037830476929722,-14.44815169458827,-6.5712061497315855,-340.9215570324301,-545.0076082455024,-247.8765050822929,0.8040628216768839,0.7185293782737945,0.8498306823810169,-0.24368391752585505,-0.3917315425604652,-0.17670498457203918,-10.044102304233476,-16.14629200490853,-7.283381524434199,-378.87975496919944,-609.0642023730113,-340.9215570324301,-1.0062718273037543,-1.6981403103202606,-0.7121753747026132,-37.9581979367693,-64.05659412750889,-26.864404930313587,0.8840237739163499,0.8477152306881258,0.9214909831156308,-0.13119129768406462,-0.17964142178766598,-0.08519781345979548,-0.8296354732079897,-1.1360273021422316,-0.5387790923161903,-45.0888844134777,-61.74061424686041,-29.281472408488597,0.8731931880686791,0.8338251393106312,0.9139873794907172,-0.14522194362485935,-0.1992922171029224,-0.0941070111462699,-0.9183633217009384,-1.2602961916042985,-0.5951196161847909,-49.9110500924423,-68.49435823936405,-32.34345740134733,-0.08872784849294857,-0.12426888946206673,-0.05634052386860067,-4.822165678964597,-6.753743992503626,-3.061984992858732,0.8477152306881258,0.8125410332639879,0.9214909831156308,-0.17964142178766598,-0.23070707701122128,-0.08519781345979548,-1.5737259597564155,-2.0210801750457392,-0.7463646714767338,-148.04571587548594,-190.1298377277271,-70.2130452941424,0.8338251393106312,-0.1992922171029224,-1.745874267255516,0.7958474558101792,-0.2565222049770729,-2.2472303392451405,0.9139873794907172,-0.0941070111462699,-0.8244125712332767,-164.24028854708524,-211.40454743604332,-77.55527481028003,-0.1721483074991006,-0.2261501641994013,-0.07804789975654292,-16.194572671599303,-21.274709708316205,-7.342229516137622,0.636
12103023400,12103023400,Census Tract 234; Pinellas County; Florida,1444,759,315,St. Petersburg city,Florida,23154,0.5912786658618069,0.21091152381595937,12103,1444,759,315,0.015548,0.008241179256,0.003436880739,0.8182807794974062,0.7378751383799514,0.8610182416762757,-0.22207440899956984,-0.35524284257030153,-0.16141557936466858,-4.98586184366495,-7.975667894312721,-3.623991533976936,-345.28129111253116,-552.3315716283048,-250.96894279618667,0.8020336414397463,0.7157826470559857,0.8482299207508271,-0.2468304923031413,-0.3970721476875702,-0.1789256374201356,-5.541668393811423,-8.914790674243717,-4.017115310518339,-383.77204943292406,-617.3677752246341,-345.28129111253116,-0.5558065501464728,-0.9391227799309956,-0.3931237765414029,-38.49075832039286,-65.03620359632933,-27.224638264640085,0.882761994333393,0.8460940192256056,0.9206184015519912,-0.1328081707404473,-0.181901747651234,-0.0862263868658134,-0.34644239559574697,-0.4745075311857601,-0.22492950443342155,-45.64458439996666,-62.51746128929646,-29.634980821267664,0.8718223329208655,0.8320711950188048,0.9130354007315504,-0.14702269285727168,-0.20182023604049895,-0.09524778469572032,-0.383522291109296,-0.5264667502289105,-0.24846265497973336,-50.529946127706985,-69.36320819880244,-32.73552766531402,-0.03707989551354906,-0.05195921904315043,-0.02353315054631183,-4.885361727740325,-6.845746909505986,-3.100546844046355,0.8460940192256056,0.8105889660540053,0.9206184015519912,-0.181901747651234,-0.233670876212464,-0.0862263868658134,-0.47221174645265135,-0.6066029269986533,-0.22384123988888724,-149.90849093734963,-192.57235777735025,-71.06071107583722,0.8320711950188048,-0.20182023604049895,-0.5239195739498648,0.7937445502318711,-0.25985116963370264,-0.6745662216822713,0.9130354007315504,-0.09524778469572032,-0.24726053123551223,-166.32367426979835,-214.1480068832607,-78.49540674143246,-0.05170782749721342,-0.06796329468361806,-0.02341929134662501,-16.415183332448706,-21.575649105910493,-7.434695665595243,0.663
12103024408,12103024408,Census Tract 244.08; Pinellas County; Florida,2973,1460,620,St. Petersburg city,Florida,73101,0.6090406822629657,0.2145910580426259,12103,2973,1460,620,0.015548,0.008241179256,0.003436880739,0.812369039909493,0.7298100550641188,0.8563725653867309,-0.23096764016439025,-0.3702195428263087,-0.16771606239908926,-10.676295316357368,-17.11310367239003,-7.752541482412232,-359.1084869275939,-575.6173451863448,-260.764933818104,0.7956621520272107,0.7071813957187851,0.8431969373714382,-0.2568148396303274,-0.4140643490537411,-0.18596256186292123,-11.87106153729954,-19.139794939787336,-8.595971395914292,-399.2957126572331,-643.7872499087567,-359.1084869275939,-1.1947662209421726,-2.026691267397307,-0.8434299135020602,-40.187225729639174,-68.16990472241196,-28.369657366365967,0.8787910425646517,0.8409970448655903,0.9178695514243074,-0.1379269377639692,-0.18906482026916252,-0.08947943468464163,-0.6920961162537467,-0.948698129240149,-0.44899401258220994,-47.40384357902374,-64.97932392055816,-30.753014560425346,0.8675093887445661,0.8265591097460486,0.9100370197685976,-0.15272527649201634,-0.2098348299702839,-0.09885639625328412,-0.7663518992554362,-1.0529188368244649,-0.49604616054640144,-52.48985611338604,-72.11772854962088,-33.9757644209864,-0.07425578300168956,-0.1042207075843159,-0.04705214796419149,-5.086012534362299,-7.138404629062733,-3.222749860561061,0.8409970448655903,0.8044580593935838,0.9178695514243074,-0.18906482026916252,-0.24307288406535388,-0.08947943468464163,-0.9660325864017862,-1.2419884701104025,-0.4571979577962389,-155.8117074841591,-200.32072098554875,-73.74160609616756,0.8265591097460486,-0.2098348299702839,-1.0721575977211826,0.7871431994139613,-0.270416870455736,-1.3817034200287954,0.9100370197685976,-0.09885639625328412,-0.5051098349177985,-172.92864479373912,-222.85539032722508,-81.46932821254813,-0.10612501131939632,-0.13971494991839317,-0.04791187712155964,-17.116937309580056,-22.53466934167632,-7.727722116380587,0.6736
12103022200,12103022200,Census Tract 222; Pinellas County; Florida,3000,2035,1029,St. Petersburg city,Florida,0,NA,NA,12103,3000,2035,1029,0.015548,0.008241179256,0.003436880739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5671
12103023700,12103023700,Census Tract 237; Pinellas County; Florida,1824,1620,704,St. Petersburg city,Florida,47846,0.559457611669847,0.22651379385279297,12103,1824,1620,704,0.015548,0.008241179256,0.003436880739,0.828979576002916,0.7525474317390424,0.8694041845927967,-0.20630233717179344,-0.32881989602851464,-0.15021300532199597,-5.850641858745009,-9.325184940055252,-4.259973535505421,-320.75887383470445,-511.2491743451345,-233.55118067463928,0.8135761594961513,0.7314544151994381,0.8573218625692625,-0.22914122830160272,-0.3671391944873835,-0.16642307126421924,-6.4983425793631735,-10.411903077303066,-4.719683743517331,-356.2687817633319,-570.8280195889839,-320.75887383470445,-0.6477007206181646,-1.0867181372478123,-0.4597102080119102,-35.50990792862745,-59.578845243849365,-25.20341052696876,0.8899209657721426,0.8553027314161166,0.9255636301800482,-0.12369529257280389,-0.16917667074944276,-0.08042274717025329,-0.6887040690484718,-0.9419328667227852,-0.4477734929775946,-42.51259685484394,-58.14400411869045,-27.640339072691024,0.8796027578396761,0.8420382982047007,0.9184317924304328,-0.13687683569344664,-0.18759443855711497,-0.0888124825837249,-0.7620955635403206,-1.044478334445157,-0.49448541545513885,-47.04293602100745,-64.47397126204673,-30.523791077477707,-0.07339149449184879,-0.1025454677223716,-0.04671192247754424,-4.530339166163505,-6.3299671433562725,-2.8834520047866814,0.8553027314161166,0.8216896956139389,0.9255636301800482,-0.16917667074944276,-0.21700443042897555,-0.08042274717025329,-0.9815275497839324,-1.2590141770000034,-0.46659590608577695,-139.42152695794496,-178.83724105113686,-66.2778275690024,0.8420382982047007,-0.18759443855711497,-1.088383574486815,0.8057097605539735,-0.24114172243915777,-1.3990536811480745,0.9184317924304328,-0.0888124825837249,-0.5152713907565699,-154.59993955778623,-198.72921607216963,-73.1919589142855,-0.10685602470288258,-0.14003950414807087,-0.04867548467079297,-15.178412599841277,-19.891975021032795,-6.914131345283092,0.0829
12103023602,12103023602,Census Tract 236.02; Pinellas County; Florida,1040,768,234,St. Petersburg city,Florida,29596,0.5803823115495893,0.21035957515630732,12103,1040,768,234,0.015548,0.008241179256,0.003436880739,0.8219286888631768,0.7428668214620473,0.8638806597611276,-0.21665056050436268,-0.3461363074903319,-0.15756729671030126,-3.5032222313107035,-5.596996401214067,-2.5478505824218343,-336.848291472183,-538.172730885968,-244.98563292517636,0.805967544233414,0.7211108965751593,0.8513323300917025,-0.2407447510198907,-0.3867492569442445,-0.17462941868104967,-3.89282336441155,-6.253704544847876,-2.8237437297190784,-374.309938885726,-601.3177446969112,-336.848291472183,-0.3896011331008471,-0.6567081436338089,-0.2758931472972441,-37.46164741354299,-63.14501381094316,-26.528187240119628,0.8852069045659502,0.8492361045667689,0.922308794234727,-0.12967939454825775,-0.17752883399857583,-0.084235568663027,-0.3422919270666921,-0.4685916903834882,-0.22234183947008215,-44.569261336808864,-61.01454301868336,-28.950760347666947,0.8744787731795087,0.8354708360929399,0.9148796860205418,-0.1435383346860552,-0.1969298709174301,-0.09303989943170186,-0.3788729378232105,-0.5198012008626215,-0.24558108542616053,-49.33241377906386,-67.68244802898717,-31.97670383153132,-0.03658101075651843,-0.0512095104791333,-0.02323924595607837,-4.763152442255003,-6.667905010303815,-3.0259434838643715,0.8492361045667689,0.8143731568507527,0.922308794234727,-0.17752883399857583,-0.2279383125385436,-0.084235568663027,-0.3423529849172778,-0.439564435348028,-0.16244289853344585,-146.30469440909306,-187.84804929402904,-69.4200421083102,0.8354708360929399,-0.1969298709174301,-0.379766641899407,0.7978216092636181,-0.2534130291644904,-0.488690794601222,0.9148796860205418,-0.09303989943170186,-0.17942148646738704,-162.2934367091483,-208.84221991505217,-76.67584891768678,-0.03741365698212923,-0.04912635925319403,-0.01697858793394119,-15.988742300055224,-20.994170621023088,-7.255806809376578,0.3007
12103024516,12103024516,Census Tract 245.16; Pinellas County; Florida,1023,855,671,St. Petersburg city,Florida,106737,0.577044023547041,0.2592501149000407,12103,1023,855,671,0.015548,0.008241179256,0.003436880739,0.823049540456305,0.7444028575570653,0.8647595142387422,-0.21499369217263928,-0.3433586261097082,-0.15639086189217768,-3.4196045301958997,-5.461326336885079,-2.4874911184756687,-334.27219259001953,-533.8539918753742,-243.15651206995784,0.8071766208205647,0.7227512222107944,0.8522850760471953,-0.23888622911725768,-0.3836019494247836,-0.17331633288463802,-3.79962976139237,-6.101420701178635,-2.7567009575952297,-371.4203090315122,-596.4243109656535,-334.27219259001953,-0.38002523119647025,-0.6400943642935566,-0.269209839119561,-37.1481164414927,-62.57031909027924,-26.31572229907732,0.8859572996143369,0.8502010702022224,0.9228272963402492,-0.12872256985218888,-0.17619235619422077,-0.08362637729269891,-0.3782555234546324,-0.5177470586353177,-0.2457388720081284,-44.24041209995701,-60.555211536294465,-28.741388538962383,0.8752942385568191,0.8365151523585199,0.9154454601039944,-0.14247296046275268,-0.1954356082858049,-0.09236436639971986,-0.4186615004645454,-0.5742939905465579,-0.27141574163101123,-48.96625736427432,-67.16888778322316,-31.74453118491359,-0.040405977009913,-0.05654693191124027,-0.02567686962288284,-4.725845264317309,-6.613676246928686,-3.0031426459512103,0.8502010702022224,0.8155360411047106,0.9228272963402492,-0.17619235619422077,-0.22618737811442136,-0.08362637729269891,-0.974314002716429,-1.250778038813836,-0.46243975705114226,-145.2032790933575,-186.40507284855977,-68.91799657990198,0.8365151523585199,-0.1954356082858049,-1.080725940076329,0.799074873115243,-0.25144718429380464,-1.390460505170929,0.9154454601039944,-0.09236436639971986,-0.5107593625462267,-161.0619880888717,-207.2221319181712,-76.11913003669548,-0.10641193735989996,-0.13968246635709258,-0.0483196054950844,-15.858708995514151,-20.817059069611417,-7.201133456793503,0.34
12103023501,12103023501,Census Tract 235.01; Pinellas County; Florida,1669,983,296,St. Petersburg city,Florida,30066,0.6086081334515571,0.20061394543825464,12103,1669,983,296,0.015548,0.008241179256,0.003436880739,0.8125124966801025,0.7300054085342053,0.8564854007100758,-0.23075030117809245,-0.3698528645259261,-0.16756222484462932,-5.987880784454641,-9.597538331536343,-4.348174720574891,-358.7705682716981,-575.0472337649098,-260.52574718842965,0.7958167105314063,0.7073896244301638,0.8433191474148909,-0.25657074897591725,-0.41364810207040825,-0.18579069746655028,-6.657911386474449,-10.73400775326349,-4.821196512466362,-398.91620050775606,-643.1400690990707,-358.7705682716981,-0.6700306020198079,-1.1364694217271456,-0.4730217918914717,-40.14563223605799,-68.09283533416091,-28.341629232562713,0.878887532483044,0.841120803218137,0.9179363950849188,-0.13780200883586047,-0.1888898671558111,-0.08940009934728593,-0.46555771577409755,-0.6381556831343346,-0.30203410235968015,-47.360906996347666,-64.91919462200758,-30.72574795113735,0.86761416565074,0.8266929078154365,0.9101099206179618,-0.152586068312942,-0.20963902139009913,-0.09876837659455806,-0.5155049771976723,-0.7082557414075472,-0.3336843939107527,-52.44201192244886,-72.05043147584408,-33.9455131140135,-0.04994726142357475,-0.07010005827321264,-0.03165029155107257,-5.081104926101196,-7.1312368538364845,-3.219765162876152,0.841120803218137,0.8046068097538136,0.9179363950849188,-0.1888898671558111,-0.2428430730109916,-0.08940009934728593,-0.4607758754424276,-0.5923887355453974,-0.2180816242906568,-155.66752548730662,-200.13132957614775,-73.67622442251918,0.8266929078154365,-0.20963902139009913,-0.5113911352811547,0.7873033044773827,-0.2701585199922497,-0.6590217380743697,0.9101099206179618,-0.09876837659455806,-0.24093449731660083,-172.76727543282252,-222.64247907917897,-81.39678963398677,-0.05061525983872705,-0.06663300252897231,-0.02285287302594404,-17.099749945515896,-22.511149503031184,-7.720565211467584,0.498
12103024100,12103024100,Census Tract 241; Pinellas County; Florida,3967,2764,1122,St. Petersburg city,Florida,62565,0.5862183168591197,0.1903353042097111,12103,3967,2764,1122,0.015548,0.008241179256,0.003436880739,0.8199728781770302,0.740189128408779,0.8623463887306261,-0.21955253230229685,-0.3510060626663744,-0.15962681941765888,-13.541762197460653,-21.64967345469004,-9.84560918620895,-341.3602772236111,-545.7442262336789,-248.187778830576,0.8038581818214624,0.7182522121876077,0.8496692944495094,-0.2440005247369627,-0.39226859734168096,-0.17692849033445185,-15.049687869207045,-24.19470186487536,-10.912757493345469,-379.3720158610295,-609.8992151468454,-341.3602772236111,-1.5079256717463905,-2.545028410185317,-1.0671483071365166,-38.01173863741845,-64.15498891316655,-26.90063794142971,0.883896588106552,0.8475517788938122,0.9214030469958796,-0.1313540672695208,-0.17986891763138843,-0.08530138169216611,-1.2478030011098284,-1.7086716832779942,-0.810323747767176,-45.14482637879264,-61.818801855209635,-29.31706757478929,0.8730549987056982,0.8336482900741902,0.9138914378767582,-0.14540321226325648,-0.19954663364211475,-0.09422187204565306,-1.381263392939494,-1.8956009014101585,-0.8950642880932929,-49.97334996163147,-68.58179816968736,-32.38293372262275,-0.13346039182966551,-0.18692921813216423,-0.08474054032611689,-4.828523582838839,-6.762996314477721,-3.065866147833462,0.8475517788938122,0.8123441808971031,0.9214030469958796,-0.17986891763138843,-0.23100530971448735,-0.08530138169216611,-1.6631764959024935,-2.136014418751165,-0.788748022541391,-148.23319927829712,-190.37561664448887,-70.29839773096175,0.8336482900741902,-0.19954663364211475,-1.8451285262647037,0.7956353695201648,-0.25685714626171574,-2.375056091361754,0.9138914378767582,-0.09422187204565306,-0.8712322565225453,-164.4499577776028,-211.680578552741,-77.64993373641224,-0.18195203036220975,-0.23904167261058884,-0.08248423398115434,-16.216758499305683,-21.304961908252125,-7.351536005450476,0.4256
12103024302,12103024302,Census Tract 243.02; Pinellas County; Florida,2993,2089,1302,St. Petersburg city,Florida,73701,0.6235050179644642,0.21310976949748792,12103,2993,2089,1302,0.015548,0.008241179256,0.003436880739,0.8075864346925773,0.7233074947120921,0.8526079249848405,-0.2382575499558366,-0.382537865722024,-0.17287204434298467,-11.087354161433048,-17.801462317584363,-8.044628934516062,-370.4428386713347,-594.7698736246028,-268.7814545444725,0.7905109987861892,0.7002534572526988,0.8391204428479339,-0.26500453698364235,-0.428054356094571,-0.19172403499794233,-12.33202958927786,-19.91957966177526,-8.921909411370985,-412.02905410216704,-665.5389128558389,-370.4428386713347,-1.2446754278448129,-2.118117344190896,-0.8772804768549225,-41.586215430832375,-70.76903923123608,-29.311075070328183,0.8755705339184031,0.8368690619029,0.915637114989331,-0.14211244127271283,-0.1949300619695124,-0.09213572017736744,-1.0203167169491494,-1.3995284232839105,-0.661501658005558,-48.84235121824554,-66.99513754350936,-31.66594820514878,0.8640129490360886,0.8220973798806835,0.9076025912490934,-0.1573900612434356,-0.21640090878909823,-0.10180381770808318,-1.1300045874249742,-1.5536814569021171,-0.7309151551163009,-54.093086999759414,-74.37441153193475,-34.98875802375782,-0.10968787047582484,-0.15415303361820665,-0.06941349711074285,-5.250735781513875,-7.3792739884254015,-3.3228098186090405,0.8368690619029,0.7994996842319685,0.915637114989331,-0.1949300619695124,-0.2507822325916741,-0.09213572017736744,-2.09160256516227,-2.690897215576249,-0.9886176955927682,-160.645358307394,-206.67413330078716,-75.93069858623412,0.8220973798806835,-0.21640090878909823,-2.3219850820009285,0.7818080289643631,-0.279086377924091,-2.9946011306310143,0.9076025912490934,-0.10180381770808318,-1.0923565309020535,-178.33986804922645,-230.0000868380195,-83.89835106774605,-0.23038251683865865,-0.30370391505476535,-0.1037388353092853,-17.69450974183246,-23.32595353723236,-7.967652481511927,0.5979
12103023200,12103023200,Census Tract 232; Pinellas County; Florida,2253,1706,621,St. Petersburg city,Florida,51946,0.6204267162629553,0.1748473409330315,12103,2253,1706,621,0.015548,0.008241179256,0.003436880739,0.8086019052099254,0.7246864997781592,0.8534077275001708,-0.23670250287177444,-0.379907036085424,-0.17177284406508947,-8.291604409507237,-13.308008227167557,-6.017141576467597,-368.0250514650349,-590.6794597056172,-267.0724179524011,0.7916044670901193,0.7017221542852609,0.8399863488518918,-0.2632571461805004,-0.425065453460779,-0.1904955376558413,-9.221804111158889,-14.889891511429656,-6.672990867672714,-409.3122108814419,-660.8917670408192,-368.0250514650349,-0.9301997016516506,-1.5818832842621011,-0.6558492912051168,-41.28715941640704,-70.21230733520201,-29.110043994900877,0.8762549328980291,0.8377458791478021,0.9161117671238596,-0.14122039426666627,-0.19367940194137523,-0.09156986722210556,-0.8280201560335098,-1.135604028361138,-0.5369033002559221,-48.535765300909134,-66.56530060733516,-31.471471292844203,0.8647558794222343,0.8230449039758868,0.9081201405388416,-0.15639572253400089,-0.21500053662843352,-0.10117588561205196,-0.9169979396250976,-1.2606166326812536,-0.5932264459843266,-53.75134464390958,-73.8931203212927,-34.77294525113286,-0.08897778359158781,-0.12501260432011563,-0.05632314572840447,-5.215579343000457,-7.32781971395754,-3.3014739582886556,0.8377458791478021,0.8005523598892305,0.9161117671238596,-0.19367940194137523,-0.24913753316318543,-0.09156986722210556,-0.9912070818177172,-1.275029170591378,-0.46863373163002975,-159.61466695937474,-205.3187070195456,-75.46436902254908,0.8230449039758868,-0.21500053662843352,-1.100323794706982,0.7829404232622215,-0.2772363902650115,-1.418832723633867,0.9081201405388416,-0.10117588561205196,-0.5177951466320658,-177.18579624911143,-228.4754788460333,-83.38086097134716,-0.10911671288926472,-0.14380355304248882,-0.04916141500203608,-17.57112928973667,-23.156771826487734,-7.916491948798081,0.4096
12103022503,12103022503,Census Tract 225.03; Pinellas County; Florida,3992,2876,1166,St. Petersburg city,Florida,0,NA,NA,12103,3992,2876,1166,0.015548,0.008241179256,0.003436880739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4125
12103023502,12103023502,Census Tract 235.02; Pinellas County; Florida,979,649,264,St. Petersburg city,Florida,31198,0.6086580820044434,0.1992695171776438,12103,979,649,264,0.015548,0.008241179256,0.003436880739,0.8124959297228341,0.7299828474314994,0.8564723702973884,-0.23077539642706757,-0.3698952016729936,-0.16757998819363573,-3.5127458505114375,-5.630356853103858,-2.5508174496495206,-358.80958636480466,-575.1130595611703,-260.5533656434648,0.7957988613624959,0.7073655760989688,0.8433050343115446,-0.2565989329111242,-0.4136961619123069,-0.1858105422273184,-3.9058186045152135,-6.297072818978884,-2.8283136820287886,-398.9600208902159,-643.2147925412547,-358.80958636480466,-0.3930727540037759,-0.6667159658750261,-0.277496232379268,-40.15043452541123,-68.10173298008439,-28.344865411569764,0.8788763897733881,0.8411065112983831,0.9179286760678752,-0.13781643429725393,-0.18891006854332784,-0.08940926029644622,-0.3074044629114753,-0.4213706330108469,-0.1994305380261097,-47.3658648553891,-64.92613759797332,-30.728896460109347,0.8676020658963561,0.8266774563838724,0.9101015020977028,-0.15260214251202597,-0.2096616307577696,-0.0987785403002733,-0.3403845114499851,-0.46765773127770177,-0.22032905061736943,-52.44753643297151,-72.05820204587084,-33.94900625845446,-0.03298004853850983,-0.0462870982668549,-0.0208985125912598,-5.081671577582409,-7.13206444789752,-3.2201097983451152,0.8411065112983831,0.8045896314086324,0.9179286760678752,-0.18891006854332784,-0.2428696082613613,-0.08940926029644622,-0.41100621886600625,-0.5284044420643236,-0.19452516368983552,-155.68417381288114,-200.15319775163772,-73.6837741249377,0.8266774563838724,-0.2096616307577696,-0.45615479769553646,0.7872848146900012,-0.2701883503160884,-0.5878410457491815,0.9101015020977028,-0.0987785403002733,-0.2149096375167911,-172.78590821800626,-222.6670627837809,-81.40516572605723,-0.04514857882953022,-0.05943660368485792,-0.02038447382695557,-17.101734405125082,-22.51386503214315,-7.721391601119536,0.1967
12103022802,12103022802,Census Tract 228.02; Pinellas County; Florida,2331,1821,806,St. Petersburg city,Florida,14724,0.496363229164588,0.23360509843126132,12103,2331,1821,806,0.015548,0.008241179256,0.003436880739,0.8506084383959599,0.7825078315591302,0.8862740201567176,-0.1756290613407929,-0.2779424814286156,-0.1283192074423805,-6.365216585188816,-10.07329925361868,-4.650594503979242,-273.06806457266475,-432.1449701252115,-199.5107037314132,0.8369560546643703,0.7635501416566691,0.875638444178102,-0.19480586158255628,-0.3096716842070219,-0.14202386458560204,-7.060229620149299,-11.22324133164436,-5.147284005570848,-302.8841535885585,-481.4775346050776,-273.06806457266475,-0.6950130349604828,-1.1499420780256795,-0.4966895015916055,-29.81608901589373,-49.33256447986613,-21.308000926280805,0.9042878221139224,0.873859084907755,0.935447657759659,-0.10584260403102023,-0.14434926325170666,-0.06900689921544087,-0.6624222694380271,-0.9034184998592673,-0.4318838071271982,-36.37684071598172,-49.61112025586311,-23.716848277166292,0.8952356133910607,0.8621553871498502,0.9292261885472646,-0.1170243732955423,-0.15988372270785475,-0.076164245395819,-0.7324040413374244,-1.0006418437257762,-0.47667848639047605,-40.21988145729953,-54.95012870542429,-26.176742800135973,-0.06998177189939736,-0.097223343866509,-0.04479467926327785,-3.843040741317812,-5.339008449561175,-2.459894522969679,0.873859084907755,0.8441516405306725,0.935447657759659,-0.14434926325170666,-0.1846212836491724,-0.06900689921544087,-0.9588241720666516,-1.2263266569786753,-0.4583707704261502,-118.9608153928848,-152.14970930256518,-56.8698226335174,0.8621553871498502,-0.15988372270785475,-1.0620101176753352,0.8299702312368065,-0.2048624906821276,-1.3607766578848868,0.9292261885472646,-0.076164245395819,-0.5059126585591631,-131.76304189520286,-168.83085085420433,-62.768319920491706,-0.10318594560868366,-0.1344500009062115,-0.04754188813301291,-12.80222650231807,-16.681141551639143,-5.898497286974306,0.1714
