geoid,GEOID,NAME,over20,over35,over55,city,state,totalCells,meanNDVI,standardDevNDVI,countyGEOID,popOver20_2023,popOver35_2023,popOver55_2023,mortalityRate,DementiaRate,StrokeRate,rr_Mortality,rr_Mortality_low,rr_Mortality_high,paf_Mortality,paf_Mortality_low,paf_Mortality_high,ls_Mortality,ls_Mortality_low,ls_Mortality_high,ls_Mortality_Rate,ls_Mortality_low_Rate,ls_Mortality_high_Rate,rr_Mortality10,rr_Mortality_low10,rr_Mortality_high10,paf_Mortality10,paf_Mortality_low10,paf_Mortality_high10,ls_Mortality10,ls_Mortality_low10,ls_Mortality_high10,ls_Mortality10_Rate,ls_Mortality_low10_Rate,ls_Mortality_high10_Rate,ls_Mortality_Change,ls_Mortality_Change_low,ls_Mortality_Change_high,ls_Mortality_Change_Rate,ls_Mortality_Change_low_Rate,ls_Mortality_Change_high_Rate,rr_Stroke,rr_Stroke_low,rr_Stroke_high,paf_Stroke,paf_Stroke_low,paf_Stroke_high,ls_Stroke,ls_Stroke_low,ls_Stroke_high,ls_Stroke_Rate,ls_Stroke_low_Rate,ls_Stroke_high_Rate,rr_Stroke10,rr_Stroke_low10,rr_Stroke_high10,paf_Stroke10,paf_Stroke_low10,paf_Stroke_high10,ls_Stroke10,ls_Stroke_low10,ls_Stroke_high10,ls_Stroke10_Rate,ls_Stroke_low10_Rate,ls_Stroke_high10_Rate,ls_Stroke_Change,ls_Stroke_Change_low,ls_Stroke_Change_high,ls_Stroke_Change_Rate,ls_Stroke_Change_low_Rate,ls_Stroke_Change_high_Rate,rr_Dementia,rr_Dementia_low,rr_Dementia_high,paf_Dementia,paf_Dementia_low,paf_Dementia_high,ls_Dementia,ls_Dementia_low,ls_Dementia_high,ls_Dementia_Rate,ls_Dementia_low_Rate,ls_Dementia_high_Rate,rr_Dementia10,paf_Dementia10,ls_Dementia10,rr_Dementia_low10,paf_Dementia_low10,ls_Dementia_low10,rr_Dementia_high10,paf_Dementia_high10,ls_Dementia_high10,ls_Dementia_10_Rate,ls_Dementia_low10_Rate,ls_Dementia_high10_Rate,ls_Dementia_Change,ls_Dementia_Change_low,ls_Dementia_Change_high,ls_Dementia_Change_Rate,ls_Dementia_Change_low_Rate,ls_Dementia_Change_high_Rate,RPL_THEMES
48113018110,48113018110,Census Tract 181.10; Dallas County; Texas,2883,2234,1130,Garland city,Texas,0,NA,NA,48113,2883,2234,1130,0.009098,0.006897320142,0.003436016044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7901
48113018155,48113018155,Census Tract 181.55; Dallas County; Texas,3846,2792,502,Garland city,Texas,275952,0.6551672627150961,0.19725051841616192,48113,3846,2792,502,0.009098,0.006897320142,0.003436016044,0.7972154188578373,0.7092749803508345,0.8444248380285467,-0.254366105252568,-0.4098904200813087,-0.184238022101138,-8.900500987210922,-14.342437979146425,-6.446655681442886,-231.42228255878632,-372.9183041899746,-167.61975250761537,0.7793512902359492,0.685324257831126,0.8302657046958747,-0.2831184249367821,-0.4591632917894097,-0.2044337063955915,-9.906570760067847,-16.066540499980388,-7.153321012587154,-257.58114300748434,-417.7467628700048,-231.42228255878632,-1.0060697728569252,-1.7241025208339629,-0.7066653311442677,-26.158860448698004,-44.82845868003024,-18.374033571093804,0.8685620156642327,0.8279035435858847,0.9107692735737138,-0.1513282666813953,-0.20787017732611315,-0.09797292137025986,-1.4517460554205337,-1.994172778097726,-0.9398891909384912,-51.99663522279848,-71.42452643616497,-33.66365297057633,0.8564083952151671,0.812414592602637,0.902296364526409,-0.16766720829348764,-0.2308986188891778,-0.10828330836163012,-1.6084913519555244,-2.2150928344415126,-1.0388004120396654,-57.61072177491133,-79.33713590406563,-37.20631848279604,-0.15674529653499092,-0.22092005634378653,-0.09891122110117434,-5.614086552112855,-7.912609467900664,-3.5426655122197115,0.8279035435858847,0.788752274064373,0.9107692735737138,-0.20787017732611315,-0.2678251878084428,-0.09797292137025986,-0.719741074818241,-0.9273325833278648,-0.3392268031767131,-143.3747160992512,-184.7276062406105,-67.57506039376754,0.812414592602637,-0.2308986188891778,-0.7994760108018025,0.7702552849331046,-0.298270871438225,-1.0327493840500663,0.902296364526409,-0.10828330836163012,-0.3749260511901443,-159.2581694824308,-205.72696893427616,-74.68646438050683,-0.07973493598356152,-0.1054168007222016,-0.03569924801343122,-15.883453383179583,-20.99936269366566,-7.111403986739286,0.414
48085031334,48085031334,Census Tract 313.34; Collin County; Texas,2665,1441,547,Garland city,Texas,49180,0.6208161761121459,0.17040673947302107,48085,2665,1441,547,0.006619,0.006897320142,0.003436016044,0.8084733596296938,0.724511885971292,0.8533064968322097,-0.2368991359938334,-0.380239605951232,-0.17191185548495294,-4.178814290746582,-6.707287861523559,-3.0324623829273176,-156.8035381143183,-251.6805951791204,-113.78845714549034,0.791466040392616,0.7015361679442566,0.8398767470059052,-0.26347808871741135,-0.4254432568036309,-0.19065089439006577,-4.647657315472754,-7.504663763227315,-3.3630121894643072,-174.39614692205458,-281.60089167832325,-156.8035381143183,-0.4688430247261719,-0.7973759017037558,-0.3305498065369896,-17.59260880773628,-29.920296499202845,-12.403369851294167,0.8761683147179803,0.8376348954485062,0.916051701603866,-0.14133321554988948,-0.19383756029475877,-0.09164144147011948,-0.6997830256947035,-0.9597477415948588,-0.45374418845191583,-48.56231961795305,-66.60289671026085,-31.48814631866175,0.8646618502440019,0.8229249650279916,0.9080546450559196,-0.1565214768268157,-0.21517761946374445,-0.1012553103986582,-0.7749846503804262,-1.065408757766287,-0.501345329211855,-53.78103056075129,-73.93537527871526,-34.791487106998964,-0.07520162468572267,-0.10566101617142808,-0.04760114075993921,-5.218710942798242,-7.332478568454413,-3.303340788337211,0.8376348954485062,0.800419101170871,0.916051701603866,-0.19383756029475877,-0.24934549729907443,-0.09164144147011948,-0.7313169607667569,-0.9407391992983382,-0.3457479569712918,-133.6959708897179,-171.98157208379126,-63.208036009376926,0.8229249650279916,-0.21517761946374445,-0.811829464072688,0.7827970646868218,-0.2774702986400133,-1.0468494093502358,0.9080546450559196,-0.1012553103986582,-0.3820194896677286,-148.4148928834896,-191.3801479616519,-69.83902918971272,-0.08051250330593107,-0.10611021005189768,-0.03627153269643679,-14.718921993771676,-19.39857587786064,-6.6309931803357935,0.0644
48113018203,48113018203,Census Tract 182.03; Dallas County; Texas,3925,2553,885,Garland city,Texas,4343,0.765577909589198,0.20349962771283744,48113,3925,2553,885,0.009098,0.006897320142,0.003436016044,0.7620811920076445,0.6624375308549745,0.8164988651616926,-0.31219614194332324,-0.5095763048167739,-0.2247414450502248,-11.148414960146392,-18.19679149330031,-8.02543834323776,-284.03604994003547,-463.6125221223009,-204.4697667066945,0.7416540417468511,0.6357105556073032,0.8001126633040999,-0.3483375586340162,-0.5730429378267694,-0.2498239883749079,-12.439012300675198,-20.463162744765697,-8.921127186472033,-316.917510845228,-521.3544648347948,-284.03604994003547,-1.2905973405288051,-2.266371251465386,-0.8956888432342733,-32.88146090519248,-57.74194271249393,-22.820097916796772,0.8445583392494723,0.7973843412520016,0.8939960124157463,-0.1840508269549063,-0.2541003732652491,-0.11857322192949254,-1.614521270320726,-2.229006325158728,-1.0401419654720137,-63.24015943285257,-87.30929593257845,-40.74194929385091,0.830410094808606,0.7795329430303479,0.8840343491242368,-0.20422428177547788,-0.2828194227592369,-0.13117776587600224,-1.7914858210513078,-2.480934105319136,-1.1507109025478477,-70.1717908754919,-97.17720741555569,-45.07289081660195,-0.1769645507305817,-0.25192778016040807,-0.11056893707583404,-6.931631442639315,-9.867911482977206,-4.33094152275104,0.7973843412520016,0.7523923389280364,0.8939960124157463,-0.2541003732652491,-0.3290938095206289,-0.11857322192949254,-1.5510612860117268,-2.0088308444975183,-0.7237861626457706,-175.26116226121206,-226.98653610141452,-81.78374719161249,0.7795329430303479,-0.2828194227592369,-1.7263660495142965,0.731288596591475,-0.36744919127822406,-2.242957016725941,0.8840343491242368,-0.13117776587600224,-0.8007259163818128,-195.0696101146098,-253.44147081649052,-90.47750467591104,-0.17530476350256974,-0.2341261722284229,-0.07693975373604223,-19.80844785339771,-26.454934715076032,-8.693757484298557,0.5769
48113018206,48113018206,Census Tract 182.06; Dallas County; Texas,2472,1560,553,Garland city,Texas,0,NA,NA,48113,2472,1560,553,0.009098,0.006897320142,0.003436016044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7812
48113018120,48113018120,Census Tract 181.20; Dallas County; Texas,3399,2609,925,Garland city,Texas,117383,0.6930156181687673,0.20715967967500803,48113,3399,2609,925,0.009098,0.006897320142,0.003436016044,0.7849927451001192,0.6928575836895001,0.8347459452982204,-0.273897123561898,-0.4432980507696137,-0.19796928111192091,-8.470022586534737,-13.708594138400713,-6.122022241971716,-249.1916030166148,-403.3125665901945,-180.11245195562566,0.766217747885527,0.6678952770366443,0.8198034657951773,-0.3051120295237537,-0.49724071180268975,-0.21980455282662065,-9.435315522419572,-15.376722490338985,-6.797258411674806,-277.59092446071116,-452.3895995980872,-249.1916030166148,-0.9652929358848344,-1.6681283519382717,-0.6752361697030898,-28.399321444096337,-49.07703300789266,-19.865730206033824,0.8602577592109167,0.8173123019552528,0.9049843079283952,-0.16244229045636713,-0.2235225110495757,-0.10499153547657168,-1.456224611049772,-2.003782271227378,-0.9412035343958434,-55.81543162321856,-76.80269341615094,-36.07526003816954,0.8474058510611344,0.8009895302161892,0.8959941077398822,-0.18007209738732025,-0.2484557691161048,-0.11607876810983668,-1.6142681763601594,-2.2272981052391345,-1.0405957615285395,-61.87306156995628,-85.36980089072958,-39.88485095931544,-0.15804356531038732,-0.22351583401175645,-0.09939222713269635,-6.057629946737728,-8.56710747457863,-3.809590921145893,0.8173123019552528,0.7760944603182132,0.9049843079283952,-0.2235225110495757,-0.2885029479401018,-0.10499153547657168,-1.4260783438287068,-1.840654904314618,-0.6698482149534104,-154.1706317652656,-198.9897193853641,-72.41602323820652,0.8009895302161892,-0.2484557691161048,-1.585153057166565,0.756669174478011,-0.3215815229817589,-2.051696912075337,0.8959941077398822,-0.11607876810983668,-0.7405849934418345,-171.36789807206108,-221.8050715757121,-80.06324253425238,-0.15907471333785828,-0.21104200776071913,-0.07073677848842408,-17.19726630679549,-22.815352190348012,-7.647219296045846,0.3497
48397040104,48397040104,Census Tract 401.04; Rockwall County; Texas,2349,1617,614,Garland city,Texas,74061,0.6332035586991909,0.20571616074392907,48397,2349,1617,614,0.008732,0.006897320142,0.003436016044,0.804395409760524,0.7189799162210924,0.8500929536342826,-0.2431696997098843,-0.3908594349282096,-0.1763419467539884,-4.987767514168901,-8.017100792028053,-3.617032197902137,-212.335781786671,-341.29845857931264,-153.98178790558268,0.7870757683726485,0.6956462286491275,0.8363981392977994,-0.2705257107172693,-0.4375122854355091,-0.19560285110097575,-5.548879458554526,-8.974019242317311,-4.012101621066429,-236.22305059831953,-382.0357276422866,-212.335781786671,-0.5611119443856252,-0.9569184502892584,-0.39506942316429194,-23.887268811648585,-40.73726906297396,-16.818621675789355,0.8734177500387535,0.8341125450747632,0.914143276663673,-0.14492749884649123,-0.19887898330358764,-0.09392042311975014,-0.8052226825966433,-1.1049791773294304,-0.5218254344898464,-49.797321125333546,-68.33513774455352,-32.271208069873,0.8616764328256016,0.8191192236065563,0.9059739209534448,-0.16052843260527508,-0.22082350307569548,-0.10378453162051555,-0.8919020625089848,-1.226903761827423,-0.5766307955954277,-55.15782699498979,-75.87530994603729,-35.660531576711676,-0.08667937991234154,-0.1219245844979926,-0.05480536110558132,-5.360505869656248,-7.540172201483772,-3.3893235068386716,0.8341125450747632,0.7961921515307775,0.914143276663673,-0.19887898330358764,-0.25597821842048657,-0.09392042311975014,-0.8422434586592344,-1.084056125200487,-0.3977487248432153,-137.17320173603167,-176.55637218248972,-64.77992261290152,0.8191192236065563,-0.22082350307569548,-0.93517750289287,0.7782509893114996,-0.28493251371858397,-1.2066762503128745,0.9059739209534448,-0.10378453162051555,-0.4395227761897697,-152.30903955909932,-196.527076598188,-71.58351403742178,-0.0929340442336355,-0.12262012511238753,-0.04177405134655443,-15.13583782306767,-19.970704415698293,-6.803591424520265,0.5305
48113018152,48113018152,Census Tract 181.52; Dallas County; Texas,3652,2351,846,Garland city,Texas,66041,0.5728673365129734,0.23755225020380177,48113,3652,2351,846,0.009098,0.006897320142,0.003436016044,0.8244540426475214,0.7463291371106834,0.8658603490716973,-0.21292388450029068,-0.3398914102045788,-0.15492065328100077,-7.074586842322669,-11.293196646750674,-5.14737751416659,-193.71815011836443,-309.2332050041258,-140.9468103550545,0.8086919072671978,0.724808765337116,0.8534786024054216,-0.23656486606782953,-0.3796742641969702,-0.17167553724443277,-7.860079637223633,-12.615017616085057,-5.70407354622765,-215.2267151485113,-345.4276455664035,-193.71815011836443,-0.7854927949009634,-1.3218209693343803,-0.5566960320610601,-21.508565030146865,-36.19444056227767,-15.243593429930453,0.8868970495574675,0.8514099277411002,0.9234764288987788,-0.12752658327025346,-0.17452236275084115,-0.08286467169765628,-1.0301691408459213,-1.4098045119928422,-0.6693869267111922,-43.81833861530928,-59.96616384486781,-28.472434143393965,0.8763155761028599,0.8378235833851804,0.9161538190645068,-0.14114141899335847,-0.19356869373329727,-0.09151976359287511,-1.1401507874952832,-1.5636621777540531,-0.7393033970893323,-48.4964180134106,-66.51051372837316,-31.44633760482061,-0.10998164664936194,-0.15385766576121096,-0.0699164703781402,-4.678079398101316,-6.544349883505357,-2.973903461426635,0.8514099277411002,0.816993318306108,0.9234764288987788,-0.17452236275084115,-0.2240002183534673,-0.08286467169765628,-1.0183611702248627,-1.3070710303110558,-0.4835263671097508,-120.3736607830807,-154.5001217861768,-57.15441691604619,0.8378235833851804,-0.19356869373329727,-1.129499041624616,0.8006456624758264,-0.24899196594372697,-1.4529011974072694,0.9161538190645068,-0.09151976359287511,-0.5340299780619026,-133.51052501473004,-171.73773018998455,-63.12411088202158,-0.11113787139975329,-0.14583016709621366,-0.05050361095215178,-13.136864231649325,-17.237608403807762,-5.969693965975387,0.7563
48113018151,48113018151,Census Tract 181.51; Dallas County; Texas,2592,1584,704,Garland city,Texas,129394,0.6220399734333386,0.2325147966639261,48113,2592,1584,704,0.009098,0.006897320142,0.003436016044,0.808069564613339,0.7239634718379893,0.8529884784611875,-0.2375172185559292,-0.38128515995594736,-0.1723487775638247,-5.601134848261419,-8.99147274264371,-4.064331630090555,-216.0931654421844,-346.8932385279209,-156.8029178275677,0.7910312205406439,0.7009520649475929,0.8395324388540313,-0.2641726066343283,-0.4266310779393533,-0.19113920286988345,-6.229722636412435,-10.060820906063077,-4.507447740304837,-240.34423751591183,-388.1489547092236,-216.0931654421844,-0.628587788151016,-1.069348163419367,-0.443116110214282,-24.25107207372747,-41.255716181302716,-17.095528943452237,0.8758961906568008,0.8372862477239106,0.9158629837142748,-0.14168780577768986,-0.1943346767230592,-0.09186637934039886,-0.7711570530438163,-1.0576955143275597,-0.4999964956553961,-48.68415738912982,-66.77370671259847,-31.56543533178006,0.8643664494635911,0.822548195338727,0.9078488697380755,-0.1569167227864761,-0.21573423377118703,-0.10150492370884492,-0.8540427092729118,-1.1741658009489069,-0.552455713511202,-53.91683770662322,-74.12662884778452,-34.877254640858716,-0.0828856562290955,-0.11647028662134716,-0.05245921785580593,-5.2326803174934025,-7.352922135186059,-3.3118193090786567,0.8372862477239106,0.8000005074556266,0.9158629837142748,-0.1943346767230592,-0.24999920710108645,-0.09186637934039886,-0.9436334899559145,-1.2139244949021364,-0.4460768073323906,-134.03884800510147,-172.43245666223527,-63.36318285971457,0.822548195338727,-0.21573423377118703,-1.0475436054398974,0.7823467607175946,-0.2782055863345898,-1.3508865879467102,0.9078488697380755,-0.10150492370884492,-0.49287881618566937,-148.7988075908945,-191.88729942424865,-70.01119548091894,-0.1039101154839831,-0.13696209304457385,-0.04680200885327879,-14.759959585793052,-19.45484276201333,-6.648012621204373,0.6771
48113018157,48113018157,Census Tract 181.57; Dallas County; Texas,2129,1473,503,Garland city,Texas,131538,0.6414997369975888,0.2132081007685172,48113,2129,1473,503,0.009098,0.006897320142,0.003436016044,0.8016757994224242,0.7152986376896712,0.8479475229478951,-0.24738703690501895,-0.3980174815233538,-0.179318263143801,-4.791798340291005,-7.709456126848978,-3.4733305611572196,-225.07272617618625,-362.1163046899473,-163.14375580823014,0.7841491046117108,0.6917292457883205,0.8340764774365151,-0.2752676679968571,-0.4456523359227968,-0.19893082595188516,-5.331836183273978,-8.632126203288314,-3.853218881452325,-250.43852434354056,-405.4544952225605,-225.07272617618625,-0.5400378429829731,-0.922670076439336,-0.3798883202951049,-25.365798167354303,-43.33819053261324,-17.84350964279497,0.8715804492672543,0.8317618136619733,0.9128673743757822,-0.14734101807894978,-0.20226726398670475,-0.09544938078633708,-0.7457299683322669,-1.0237255201171251,-0.4830933343557427,-50.62661020585655,-69.49935642343009,-32.79656037717194,0.8596827804521746,0.8165802574741247,0.904583068033748,-0.16321976284557144,-0.2246193694337356,-0.10548166922210409,-0.8260962912093358,-1.136855150307696,-0.5338692705821095,-56.08257238352585,-77.17957571674786,-36.24367077950506,-0.08036632287706891,-0.11312963019057087,-0.05077593622636678,-5.455962177669308,-7.680219293317777,-3.447110402333115,0.8317618136619733,0.7933737328625393,0.9128673743757822,-0.20226726398670475,-0.2604400153152801,-0.09544938078633708,-0.7017363432032531,-0.9035580961986855,-0.3311475031294323,-139.51020739627296,-179.63381634168698,-65.83449366390303,0.8165802574741247,-0.2246193694337356,-0.7792836656425577,0.7752211260770959,-0.28995452569819385,-1.0059543227521912,0.904583068033748,-0.10548166922210409,-0.36595304339391216,-154.92717010786436,-199.99091903622093,-72.75408417373998,-0.07754732243930462,-0.10239622655350566,-0.03480554026447985,-15.416962711591376,-20.35710269453393,-6.919590509836948,0.3698
48113018156,48113018156,Census Tract 181.56; Dallas County; Texas,3681,2963,751,Garland city,Texas,77939,0.5638941578596973,0.23771540393370863,48113,3681,2963,751,0.009098,0.006897320142,0.003436016044,0.8274795808864668,0.7504844234653337,0.8682301201730499,-0.20848903477317787,-0.33247269194813855,-0.1517683811760488,-6.982243150426617,-11.13442334549787,-5.0826833222700065,-189.68332383663724,-302.4836551344165,-138.0788731939692,0.8119569702955995,0.7292490147357598,0.8560484256177988,-0.23159235844227297,-0.37127370732526216,-0.1681582140383159,-7.755967407033809,-12.43385918461171,-5.631574530691123,-210.70272771077995,-337.7848189245235,-189.68332383663724,-0.773724256607192,-1.2994358391138403,-0.5488912084211162,-21.01940387414268,-35.30116379010705,-14.911469938090631,0.8889193773641423,0.8540128489045614,0.9248725675112268,-0.12496141434697736,-0.17094256987198225,-0.08123003657783506,-1.2722216050220836,-1.7403518657789052,-0.8269961415778069,-42.9369424577146,-58.7361412682722,-27.910770893614817,0.8785138461248189,0.8406415373292019,0.9176775090665056,-0.13828598651127058,-0.18956767610733952,-0.08970743002869921,-1.4078779488116957,-1.9299724992542835,-0.9133037682866028,-47.51528683130933,-65.13575765286141,-30.823616884461785,-0.1356563437896119,-0.1896206334753785,-0.08630762670879588,-4.578344373594731,-6.3996163845892156,-2.9128459908469755,0.8540128489045614,0.820132939902904,0.9248725675112268,-0.17094256987198225,-0.21931451761758347,-0.08123003657783506,-0.8854632683577522,-1.136024512287376,-0.4207624451351976,-117.90456303032654,-151.26824397967724,-56.02695674236985,0.8406415373292019,-0.18956767610733952,-0.9819392219661512,0.8040307911916188,-0.24373346264257345,-1.262511898594184,0.9176775090665056,-0.08970743002869921,-0.46467438888202606,-130.7508950687285,-168.11077211640264,-61.87408640240027,-0.09647595360839888,-0.1264873863068079,-0.0439119437468285,-12.846332038401982,-16.84252813672542,-5.847129660030426,0.3239
48113019042,48113019042,Census Tract 190.42; Dallas County; Texas,6813,3321,1117,Garland city,Texas,12583,0.6868328844788987,0.17269040920155704,48113,6813,3321,1117,0.009098,0.006897320142,0.003436016044,0.7869765025924931,0.6955132502336062,0.8363194297517205,-0.27068596928339717,-0.437787130100144,-0.1957153743239849,-16.778381562405386,-27.136092540653017,-12.131353674260172,-246.2700948540347,-398.29873096511096,-178.06184755996142,0.7683479590663087,0.6707118029566611,0.8215034758113904,-0.301493663385523,-0.4909533358318077,-0.2172803030593516,-18.68798643801738,-30.43158247074712,-13.468048751755113,-274.2989349481488,-446.6693449397786,-246.2700948540347,-1.9096048756119937,-3.2954899300941065,-1.336695077494939,-28.0288400941141,-48.37061397466765,-19.619772163436657,0.8616088586548841,0.8190331334584279,0.9059267962192848,-0.16061945040951373,-0.2209518261824478,-0.10384194856947822,-1.8328300395126165,-2.5212833394701604,-1.184941439000159,-55.18910085855515,-75.919401971399,-35.680260132495,0.8488699719858651,0.8028448361149769,0.8970205992467801,-0.17803672293953096,-0.24557069438108475,-0.11480160081016055,-2.0315786980219266,-2.8022094730001936,-1.3100021324474362,-61.17370364414112,-84.37848458296277,-39.44601422605951,-0.19874865850931012,-0.28092613353003326,-0.12506069344727733,-5.984602785585972,-8.459082611563783,-3.765754093564509,0.8190331334584279,0.778148214535982,0.9059267962192848,-0.2209518261824478,-0.2851022225840491,-0.10384194856947822,-1.702280612433246,-2.1965149347338064,-0.8000302095767665,-152.397548113988,-196.6441302357929,-71.623116345279,0.8028448361149769,-0.24557069438108475,-1.891951921146413,0.7588720503466743,-0.31774519768276044,-2.448006423185201,0.8970205992467801,-0.11480160081016055,-0.8844667306531703,-169.3779696639582,-219.15903520010752,-79.18233936017639,-0.18967130871316715,-0.2514914884513946,-0.08443652107640376,-16.980421549970202,-22.51490496431464,-7.559223014897381,0.4344
48113018143,48113018143,Census Tract 181.43; Dallas County; Texas,4436,2812,1041,Garland city,Texas,266763,0.6874801286737188,0.19106352842381552,48113,4436,2812,1041,0.009098,0.006897320142,0.003436016044,0.7867685967104504,0.6952347634070046,0.836154569430796,-0.27102175173372334,-0.4383630575368389,-0.19595112741025875,-10.938093160304868,-17.69177540437763,-7.908338252443978,-246.57558972734148,-398.822709747016,-178.27633571785344,0.7681246790264286,0.6704163970420386,0.8213253438852582,-0.3018719842037433,-0.4916102953509575,-0.2175443110881322,-12.183169301299172,-19.84076619206896,-8.77981167915331,-274.6431312285656,-447.26704671030114,-246.57558972734148,-1.2450761409943034,-2.148990787691329,-0.8714734267093318,-28.067541501224152,-48.44433696328513,-19.645478510129212,0.8614673183918043,0.8188528172369399,0.905828085132367,-0.16081014177857592,-0.22122068697804095,-0.10396223788299942,-1.5537599908557536,-2.1374513371761568,-1.0044911595491992,-55.25462271891015,-76.01178297212506,-35.72159173361306,0.8487165808964743,0.8026504107828676,0.8969130851121749,-0.17824963304443694,-0.24587240791996465,-0.11493523352369445,-1.7222617003255676,-2.3756381659524304,-1.1105130896201418,-61.246859897779785,-84.48215383899112,-39.49193064083008,-0.16850170946981402,-0.2381868287762736,-0.10602193007094264,-5.9922371788696305,-8.470370866866059,-3.770338907217021,0.8188528172369399,0.7779329612640616,0.905828085132367,-0.22122068697804095,-0.285457809083063,-0.10396223788299942,-1.5883889260256685,-2.0496185460272724,-0.7464603316894773,-152.58299001207192,-196.88938962798005,-71.70608373578072,0.8026504107828676,-0.24587240791996465,-1.7653910006802571,0.7586411403835294,-0.3181462838865451,-2.284325399603195,0.8969130851121749,-0.11493523352369445,-0.8252476503579977,-169.58607115084124,-219.4356771953117,-79.27451012084512,-0.1770020746545886,-0.23470685357592247,-0.0787873186685204,-17.00308113876932,-22.54628756733165,-7.5684263850644,0.1407
48113019026,48113019026,Census Tract 190.26; Dallas County; Texas,3171,2464,1221,Garland city,Texas,0,NA,NA,48113,3171,2464,1221,0.009098,0.006897320142,0.003436016044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7168
48113018133,48113018133,Census Tract 181.33; Dallas County; Texas,2499,1504,789,Garland city,Texas,119373,0.5294948894166643,0.2656272647520096,48113,2499,1504,789,0.009098,0.006897320142,0.003436016044,0.8391814049418628,0.7666294604372189,0.8773750389799384,-0.1916374625451555,-0.3044111289822945,-0.13976344843663313,-4.357050567955326,-6.921061596250807,-3.177648066837344,-174.3517634235825,-276.9532451480915,-127.15678538764884,0.8245964051349831,0.7465244822797262,0.8659719047880424,-0.21271447919580003,-0.3395407970361718,-0.15477187478127555,-4.836255552976748,-7.719766286416292,-3.5188781773833524,-193.52763317233885,-308.9142171435091,-174.3517634235825,-0.47920498502142195,-0.7987046901654855,-0.34123011054600827,-19.17586974875638,-31.960971995417587,-13.654666288355672,0.8967149195123618,0.8640652574980101,0.930244339952904,-0.11518162376935262,-0.1573199955933918,-0.07498638481436774,-0.5952319244971829,-0.8129932594669588,-0.3875122496408032,-39.57659072454673,-54.05540289009034,-25.765442130372552,0.8869922702374868,0.8515324402209422,0.9235421896863978,-0.12740554067315157,-0.17435338075967577,-0.08278756635857056,-0.6584022926985547,-0.9010178444782936,-0.4278269470026516,-43.77674818474433,-59.90810136158868,-28.445940625176306,-0.06317036820137178,-0.08802458501133492,-0.04031469736184845,-4.200157460197592,-5.852698471498332,-2.6804984948037536,0.8640652574980101,0.8322810747314405,0.930244339952904,-0.1573199955933918,-0.20151716813058476,-0.07498638481436774,-0.8561331493587198,-1.0966535255149414,-0.4080748257588063,-108.50863743456524,-138.99284227058828,-51.72051023559016,0.8515324402209422,-0.17435338075967577,-0.9488285860172708,0.8171410366783162,-0.2237789501614149,-1.2178018225798095,0.9235421896863978,-0.08278756635857056,-0.4505287433232308,-120.2571084939507,-154.3475060303941,-57.10123489521303,-0.09269543665855118,-0.12114829706486809,-0.04245391756442446,-11.748471059385448,-15.35466375980584,-5.380724659622873,0.6993
