geoid,GEOID,NAME,over20,over35,over55,city,state,totalCells,meanNDVI,standardDevNDVI,countyGEOID,popOver20_2023,popOver35_2023,popOver55_2023,mortalityRate,DementiaRate,StrokeRate,rr_Mortality,rr_Mortality_low,rr_Mortality_high,paf_Mortality,paf_Mortality_low,paf_Mortality_high,ls_Mortality,ls_Mortality_low,ls_Mortality_high,ls_Mortality_Rate,ls_Mortality_low_Rate,ls_Mortality_high_Rate,rr_Mortality10,rr_Mortality_low10,rr_Mortality_high10,paf_Mortality10,paf_Mortality_low10,paf_Mortality_high10,ls_Mortality10,ls_Mortality_low10,ls_Mortality_high10,ls_Mortality10_Rate,ls_Mortality_low10_Rate,ls_Mortality_high10_Rate,ls_Mortality_Change,ls_Mortality_Change_low,ls_Mortality_Change_high,ls_Mortality_Change_Rate,ls_Mortality_Change_low_Rate,ls_Mortality_Change_high_Rate,rr_Stroke,rr_Stroke_low,rr_Stroke_high,paf_Stroke,paf_Stroke_low,paf_Stroke_high,ls_Stroke,ls_Stroke_low,ls_Stroke_high,ls_Stroke_Rate,ls_Stroke_low_Rate,ls_Stroke_high_Rate,rr_Stroke10,rr_Stroke_low10,rr_Stroke_high10,paf_Stroke10,paf_Stroke_low10,paf_Stroke_high10,ls_Stroke10,ls_Stroke_low10,ls_Stroke_high10,ls_Stroke10_Rate,ls_Stroke_low10_Rate,ls_Stroke_high10_Rate,ls_Stroke_Change,ls_Stroke_Change_low,ls_Stroke_Change_high,ls_Stroke_Change_Rate,ls_Stroke_Change_low_Rate,ls_Stroke_Change_high_Rate,rr_Dementia,rr_Dementia_low,rr_Dementia_high,paf_Dementia,paf_Dementia_low,paf_Dementia_high,ls_Dementia,ls_Dementia_low,ls_Dementia_high,ls_Dementia_Rate,ls_Dementia_low_Rate,ls_Dementia_high_Rate,rr_Dementia10,paf_Dementia10,ls_Dementia10,rr_Dementia_low10,paf_Dementia_low10,ls_Dementia_low10,rr_Dementia_high10,paf_Dementia_high10,ls_Dementia_high10,ls_Dementia_10_Rate,ls_Dementia_low10_Rate,ls_Dementia_high10_Rate,ls_Dementia_Change,ls_Dementia_Change_low,ls_Dementia_Change_high,ls_Dementia_Change_Rate,ls_Dementia_Change_low_Rate,ls_Dementia_Change_high_Rate,RPL_THEMES
48085031003,48085031003,Census Tract 310.03; Collin County; Texas,7980,5464,1725,McKinney city,Texas,491593,0.6957212120121483,0.19621841446515345,48085,7980,5464,1725,0.006619,0.006897320142,0.003436016044,0.7841262169955898,0.6916986431686958,0.834058312504725,-0.2753048913879439,-0.4457162954938944,-0.19895693743155995,-14.54149974725247,-23.542565355795215,-10.508829831498772,-182.22430760968007,-295.0196159874087,-131.68959688594953,0.7652874159620231,0.6666664750964831,0.8190606402940778,-0.3066986064875061,-0.5000004310330368,-0.2209108224770235,-16.199703849199604,-26.409832767001213,-11.66842569712384,-203.00380763408023,-330.95028530076706,-182.22430760968007,-1.6582041019471347,-2.8672674112059973,-1.159595865625068,-20.779500024400186,-35.930669313358365,-14.531276511592331,0.8596671782583791,0.8165603955830478,0.9045721790288188,-0.16324087424847902,-0.2246491568893333,-0.10549497672329024,-3.0647481087826254,-4.217651258521181,-1.9806040116315005,-56.08982629543604,-77.18981073428223,-36.24824325826319,0.8467659393326366,0.8001789886875046,0.8955452797122228,-0.18096389279442693,-0.24972039273394603,-0.11663812277737988,-3.3974870004399595,-4.6883484597788865,-2.1898098000247708,-62.17948390263469,-85.80432759478197,-40.07704612051191,-0.33273889165733417,-0.4706972012577051,-0.2092057883932703,-6.089657607198649,-8.614516860499727,-3.828802862248725,0.8165603955830478,0.7751974334980715,0.9045721790288188,-0.2246491568893333,-0.2899939509442246,-0.10549497672329024,-2.672848091850801,-3.450312430112436,-1.255166283012565,-154.94771546961164,-200.018111890576,-72.7632627833371,0.8001789886875046,-0.24972039273394603,-2.971142578309194,0.7557071979756623,-0.3232638284758076,-3.846153348937731,0.8955452797122228,-0.11663812277737988,-1.3877460668866723,-172.2401494671996,-222.96541153262208,-80.44904735574912,-0.2982944864583925,-0.3958409188252947,-0.1325797838741074,-17.292433997587974,-22.94729964204607,-7.685784572412024,0.3116
48085031007,48085031007,Census Tract 310.07; Collin County; Texas,5309,3597,1071,McKinney city,Texas,582659,0.722398315125243,0.2035322826489991,48085,5309,3597,1071,0.006619,0.006897320142,0.003436016044,0.7756333123623474,0.6803747904509647,0.8273085200762081,-0.2892690193440746,-0.46977814880116575,-0.20873891146181384,-10.164991731655023,-16.50813145875129,-7.335141917013144,-191.467163903843,-310.9461566914916,-138.16428549657456,0.7561746229748543,0.6546708968061749,0.8117723351176689,-0.3224458605419953,-0.5274850384804336,-0.2318724804227862,-11.330834922273922,-18.535967200647864,-8.148061799498901,-213.4269150927467,-349.142346970199,-191.467163903843,-1.165843190618899,-2.027835741896574,-0.8129198824857573,-21.95975118890373,-38.19619027870737,-15.312109295267607,0.8538657247839632,0.8091835480062352,0.9005186310015034,-0.17114432746789351,-0.2358135585726151,-0.11047119468018037,-2.115232594104321,-2.914502236821716,-1.3653521279634466,-58.805465501927195,-81.02591706482391,-37.95807973209471,0.8404822360495309,0.7922308474486416,0.8911318635483351,-0.18979314149486495,-0.2622583470720352,-0.12216838035413814,-2.3457198083454127,-3.241342625900123,-1.509921736333828,-65.21322792175182,-90.11238882124334,-41.977251496631304,-0.23048721424109164,-0.3268403890784066,-0.14456960837038135,-6.407762419824622,-9.086471756419424,-4.019171764536596,0.8091835480062352,0.766408087319155,0.9005186310015034,-0.2358135585726151,-0.3047879015707338,-0.11047119468018037,-1.741961801417866,-2.251477333552199,-0.8160540151070783,-162.64816072995947,-210.2219732541736,-76.19551961784111,0.7922308474486416,-0.2622583470720352,-1.937310244023973,0.746287361373089,-0.33996641476026984,-2.5113420613387323,0.8911318635483351,-0.12216838035413814,-0.9024614750998942,-180.88797796675752,-234.48572001295355,-84.2634430532114,-0.19534844260610695,-0.25986472778653313,-0.08640745999281585,-18.239817236798036,-24.263746758779934,-8.067923435370293,0.6798
48085031418,48085031418,Census Tract 314.18; Collin County; Texas,3748,3115,1064,McKinney city,Texas,0,NA,NA,48085,3748,3115,1064,0.006619,0.006897320142,0.003436016044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1579
48085031420,48085031420,Census Tract 314.20; Collin County; Texas,1457,1270,930,McKinney city,Texas,391352,0.8092414444989656,0.1496501550067578,48085,1457,1270,930,0.006619,0.006897320142,0.003436016044,0.7486179515706699,0.644780063524221,0.8057116755247907,-0.33579484422181866,-0.5509164389082188,-0.24113877256235847,-3.2383661896784455,-5.31297367960751,-2.3255141093549954,-222.2626073904218,-364.6515909133501,-159.60975355902508,0.7272542381615066,0.6170960418243219,0.7884926016313148,-0.3750349568645935,-0.6204932980022018,-0.2682427177263259,-3.6167932449121865,-5.983964768217368,-2.586901385354713,-248.2356379486744,-410.70451394765735,-222.2626073904218,-0.378427055233741,-0.670991088609858,-0.2613872759997178,-25.97303055825264,-46.05292303430734,-17.940101304030048,0.8352498010343147,0.7856278387015867,0.8874483312188942,-0.19724661863034296,-0.2728673180073505,-0.12682616533462643,-0.8607330337230319,-1.190722132846763,-0.5534364583887418,-67.77425462386078,-93.75764825565064,-43.57767388887731,0.820347802260179,0.7668996696476499,0.876914769538323,-0.21899515942488385,-0.30395153313789725,-0.14036168021947984,-0.9556380193046432,-1.32636557746447,-0.6125019312001013,-75.24708813422386,-104.43823444602128,-48.22849851969302,-0.0949049855816112,-0.13564344461770703,-0.05906547281135954,-7.472833510363087,-10.680586190370637,-4.650824630815712,0.7856278387015867,0.7384801286893321,0.8874483312188942,-0.2728673180073505,-0.3541325773718761,-0.12682616533462643,-1.7503095211846245,-2.271586155726235,-0.8135274181664811,-188.20532485856177,-244.25657588454143,-87.4760664695141,0.7668996696476499,-0.30395153313789725,-1.9496994594845332,0.7164282376444522,-0.3958132126225297,-2.5389469128187256,0.876914769538323,-0.14036168021947984,-0.9003510830527865,-209.64510317037988,-273.0050443891103,-96.81194441427812,-0.1993899382999087,-0.2673607570924905,-0.08682366488630544,-21.43977831181814,-28.748468504568876,-9.335877944764023,0.1925
48085030609,48085030609,Census Tract 306.09; Collin County; Texas,5049,3389,1387,McKinney city,Texas,51678,0.46943110647791936,0.23182310672853768,48085,5049,3389,1387,0.006619,0.006897320142,0.003436016044,0.8600118196563852,0.7956570811037005,0.893574304000694,-0.16277471674697055,-0.25682284962869184,-0.1191011150643196,-5.439822137398252,-8.58284782010448,-3.980279586803583,-107.7405850148198,-169.99104416923112,-78.83302806107315,0.8471393630236955,0.7776756940106488,0.8835756496250459,-0.1804433174143848,-0.2858830585829095,-0.13176500554803652,-6.030294951409391,-9.554020562074644,-4.4034983346266685,-119.43543179658133,-189.2259964760278,-107.7405850148198,-0.5904728140111386,-0.9711727419701646,-0.4232187478230855,-11.694846781761507,-19.23495230679669,-8.382229111172224,0.910490795302926,0.8819020457627559,0.9396987777096172,-0.09830874200907629,-0.1339127795480975,-0.0641707999635358,-1.1447717157864907,-1.5593685696319906,-0.747247043104939,-33.77904148086429,-46.012645902389806,-22.04918982310236,0.9019928928277928,0.8708881576500603,0.9338723738877648,-0.10865618559914576,-0.14825306925555795,-0.0708101320493527,-1.265264161427939,-1.7263563442468792,-0.8245597970699445,-37.33443969985066,-50.93999245343402,-24.33047497993345,-0.12049244564144825,-0.16698777461488867,-0.07731275396500559,-3.555398218986374,-4.927346551044222,-2.281285156831088,0.8819020457627559,0.8539256463304785,0.9396987777096172,-0.1339127795480975,-0.1710621460981266,-0.0641707999635358,-1.28108772525619,-1.6364802251272843,-0.6138952863989298,-92.36393116482984,-117.98703858163552,-44.26065511167482,0.8708881576500603,-0.14825306925555795,-1.418275297516587,0.8405471168471998,-0.18970130282629535,-1.814793265706111,0.9338723738877648,-0.0708101320493527,-0.6774110081078102,-102.25488806896809,-130.84306169474485,-48.840015004167995,-0.13718757226039724,-0.17831304057882646,-0.06351572170888042,-9.890956904138228,-12.856023113109336,-4.579359892493181,0.1752
48085030606,48085030606,Census Tract 306.06; Collin County; Texas,3523,2326,942,McKinney city,Texas,2467,0.38516582445935,0.1750659973796959,48085,3523,2326,942,0.006619,0.006897320142,0.003436016044,0.890109867509978,0.8382427814291051,0.9168061268794554,-0.12345681864805318,-0.19297180024040037,-0.09074314697668158,-2.8788570849106474,-4.499858658222433,-2.116015578901582,-81.71606826314638,-127.728034579121,-60.062888983865534,0.8798081426831399,0.8235819206656854,0.9088773020466024,-0.13661144002408582,-0.21420829538331695,-0.10025852526871144,-3.1856062411129304,-4.995066903261882,-2.337902182748936,-90.4231121519424,-141.7844707142175,-81.71606826314638,-0.30674915620228305,-0.49520824503944905,-0.22188660384735348,-8.707043888795999,-14.05643613509648,-6.298228891494564,0.9301748419053018,0.9075481578993408,0.953124877792321,-0.07506670246173669,-0.101869902215055,-0.0491804623925604,-0.5999460965107598,-0.8141619144254749,-0.3930587793176417,-25.793039402870157,-35.00266184116401,-16.898485783217616,0.923466292902946,0.8987867214120973,0.9485599541728236,-0.08287655725523876,-0.11261100790283712,-0.05422961996327792,-0.6623638096115281,-0.90000669271288,-0.4334125217344449,-28.4765180400485,-38.69332298851591,-18.63338442538456,-0.06241771310076827,-0.08584477828740511,-0.04035374241680317,-2.6834786371783435,-3.690661147351896,-1.7348986421669466,0.9075481578993408,0.8852435670263585,0.953124877792321,-0.101869902215055,-0.1296326087509705,-0.0491804623925604,-0.6618768273636041,-0.842258782400986,-0.3195390170096017,-70.26293284114693,-89.41176033980743,-33.92133938530804,0.8987867214120973,-0.11261100790283712,-0.7316647509840484,0.8745186132107922,-0.14348623905042265,-0.9322696361535732,0.9485599541728236,-0.05422961996327792,-0.35234478516191026,-77.67141730191597,-98.9670526702307,-37.40390500657222,-0.06978792362044428,-0.09001085375258733,-0.03280576815230857,-7.408484460769032,-9.555292330423285,-3.4825656212641793,0.2822
48085031412,48085031412,Census Tract 314.12; Collin County; Texas,3711,2963,1139,McKinney city,Texas,45039,0.7321050988382916,0.16037306300133697,48085,3711,2963,1139,0.006619,0.006897320142,0.003436016044,0.7725659444961838,0.676300630699031,0.8248661043501325,-0.2943878863986603,-0.4786323634895773,-0.21231796860879135,-7.231081741889911,-11.756698915322108,-5.215189405596321,-194.8553420072733,-316.80676139375123,-140.533263422159,0.7528858173309236,0.6503599240659822,0.8091365205512105,-0.32822265605311535,-0.5376101186372381,-0.23588538472934945,-8.062168876902183,-13.205375943589411,-5.794078416613946,-217.25057604155708,-355.8441375259879,-194.8553420072733,-0.8310871350122717,-1.4486770282673032,-0.5788890110176252,-22.3952340342838,-39.03737613223668,-15.599272730197391,0.8517645248410598,0.8065159613912503,0.899048210433744,-0.1740333987102845,-0.2399010656589949,-0.11228740393971973,-1.771819333125225,-2.442412487039663,-1.1431885755333455,-59.79815501603865,-82.43039105770039,-38.58213214759858,0.8382074238691081,0.7893584518224145,0.8895313916673947,-0.19302212259594229,-0.2668515776213852,-0.12418741976664348,-1.965141927186574,-2.7167933730446427,-1.2643416315725466,-66.32271100865927,-91.6906302073791,-42.67099667811497,-0.193322594061349,-0.2743808860049799,-0.1211530560392009,-6.524555992620621,-9.2602391496787,-4.088864530516399,0.8065159613912503,0.763234765462442,0.899048210433744,-0.2399010656589949,-0.3102128535695077,-0.11228740393971973,-1.88467420112078,-2.437046956721546,-0.8821351949175172,-165.467445225705,-213.9637363232262,-77.4482172886319,0.7893584518224145,-0.2668515776213852,-2.096398707066548,0.7428890530064026,-0.34609602329324063,-2.718946847607763,0.8895313916673947,-0.12418741976664348,-0.9756222861912666,-184.05607612524565,-238.71350725265697,-85.6560391739479,-0.2117245059457682,-0.2818998908862169,-0.09348709127374932,-18.588630899540668,-24.74977092943081,-8.207821885316008,0.3482
48085030202,48085030202,Census Tract 302.02; Collin County; Texas,3970,3084,1205,McKinney city,Texas,149732,0.7296881475694726,0.2043845713791496,48085,3970,3084,1205,0.006619,0.006897320142,0.003436016044,0.7733285710796541,0.6773127938354063,0.8254735813247736,-0.29311141136798674,-0.4764227238899755,-0.21142580771044803,-7.7022145944234754,-12.519164777428156,-5.555726862304758,-194.0104431844704,-315.34420094277476,-139.94274212354554,0.7537033772827408,0.6514306779618285,0.8097920268065892,-0.3267819013962897,-0.5350827552806722,-0.23488496662963568,-8.586988539207905,-14.060599646094992,-6.172173268662587,-216.29694053420417,-354.1712757202769,-194.0104431844704,-0.8847739447844294,-1.541434868666835,-0.616446406357829,-22.286497349733736,-38.82707477750215,-15.5276172886103,0.8522872314838371,0.807179356686171,0.8994141147757493,-0.17331336556455748,-0.23888203001801628,-0.11183489737575418,-1.836545144554804,-2.531354872267857,-1.185077891126178,-59.55075047194567,-82.08024877651935,-38.42665016621849,0.8387732669144501,0.7900726919158205,0.88992963396314,-0.19221730048532185,-0.2657063207375689,-0.12368434743169712,-2.036863970391567,-2.8156031223473956,-1.3106426442829708,-66.04617284019348,-91.29711810464968,-42.49814021669815,-0.20031882583676275,-0.2842482500795387,-0.12556475315679272,-6.495422368247819,-9.216869328130308,-4.07149005047966,0.807179356686171,0.76402367960623,0.8994141147757493,-0.23888203001801628,-0.3088599564288241,-0.11183489737575418,-1.98541323383216,-2.5670187282331933,-0.929490113749192,-164.7645837205112,-213.03059985337703,-77.13610902482921,0.7900726919158205,-0.2657063207375689,-2.208357177245335,0.7437337689271694,-0.3445671580066787,-2.8637909490253493,0.88992963396314,-0.12368434743169712,-1.0279741016528785,-183.26615578799465,-237.65899991911613,-85.30905407907704,-0.22294394341317503,-0.2967722207921559,-0.0984839879036864,-18.501572067483405,-24.62840006573908,-8.172945054247835,0.1207
48085030604,48085030604,Census Tract 306.04; Collin County; Texas,2819,1843,507,McKinney city,Texas,73955,0.6401435935983276,0.2533022369483037,48085,2819,1843,507,0.006619,0.006897320142,0.003436016044,0.8021197338510819,0.7158991104115052,0.848297857433558,-0.2466966685869565,-0.39684487025719456,-0.17883122211978933,-4.6031035179939455,-7.404712957179052,-3.336804799115486,-163.28852493770648,-262.67161962323706,-118.36838592108856,0.7846267696030083,0.6923680281739586,0.8344555492063306,-0.27449131069790356,-0.4443185694714782,-0.1983861824049495,-5.121722661151065,-8.290522859344101,-3.701680040432839,-181.6857985509423,-294.09446113317136,-163.28852493770648,-0.5186191431571192,-0.8858099021650485,-0.3648752413173528,-18.39727361323587,-31.42284150993432,-12.943428212747529,0.8718805210768507,0.8321456249544881,0.9130758192428812,-0.1469461420756485,-0.2017127411499547,-0.09519930210088798,-0.9305478431728578,-1.277361580006264,-0.6028569650772961,-50.49093017758317,-69.30882148704633,-32.7106329396254,0.8600083592428311,0.8169947534799941,0.9048102791717716,-0.16277939540078465,-0.2239980682134053,-0.10520406655344536,-1.0308131480253664,-1.41848514228815,-0.66621291203361,-55.93126142297159,-76.96609562062669,-36.14828605716821,-0.10026530485250862,-0.14112356228188605,-0.06335594695631386,-5.440331245388422,-7.657274133580361,-3.4376531175428027,0.8321456249544881,0.7938337655170321,0.9130758192428812,-0.2017127411499547,-0.25970958081971945,-0.09519930210088798,-0.7053776176828286,-0.9081891622891214,-0.3329063723895923,-139.12773524316145,-179.13001228582274,-65.66200638847974,0.8169947534799941,-0.2239980682134053,-0.7833080985423069,0.7757155980904731,-0.28913225731393405,-1.0110785352311753,0.9048102791717716,-0.10520406655344536,-0.3678924465205093,-154.498638765741,-199.4237742073324,-72.5626127259387,-0.07793048085947829,-0.10288937294205391,-0.03498607413091698,-15.370903522579546,-20.29376192150965,-6.90060633745897,0.272
48085030702,48085030702,Census Tract 307.02; Collin County; Texas,3256,2293,1082,McKinney city,Texas,97458,0.5545527451383657,0.2338028195635696,48085,3256,2293,1082,0.006619,0.006897320142,0.003436016044,0.8306410750771865,0.7548348116667798,0.8707040308091323,-0.20388941746840047,-0.3247931660595535,-0.14849588909185926,-4.394115440551204,-6.999768225778489,-3.2003038079111974,-134.95440542233428,-214.98059661481844,-98.28942898990164,0.8153700282519228,0.7339003806362367,0.8587319280536325,-0.2264370351506623,-0.3625827515351263,-0.16450776701241335,-4.880049611316233,-7.814189116730219,-3.5453832184884138,-149.87867356622337,-239.9935232411001,-134.95440542233428,-0.4859341707650291,-0.8144208909517303,-0.34507941057721636,-14.9242681438891,-25.012926626281647,-10.598261995614754,0.8910295950895097,0.8567310411610694,0.926328242207928,-0.12229717790635616,-0.16722746341111672,-0.07953094209507588,-0.9635531450130176,-1.3175491950085,-0.6266071768249344,-42.0215065422162,-57.459624727802,-27.326959303311575,0.8808081857105241,0.8435852020288336,0.9192664193201292,-0.13532096570302318,-0.1854167161716289,-0.08782392022932764,-1.0661647661991551,-1.4608584029793348,-0.691945766803691,-46.49650092451614,-63.7094811591511,-30.176439895494596,-0.10261162118613754,-0.1433092079708349,-0.06533858997875663,-4.474994382299936,-6.249856431349102,-2.8494805921830193,0.8567310411610694,0.8234142215205725,0.926328242207928,-0.16722746341111672,-0.21445558488573613,-0.07953094209507588,-1.2480019025189104,-1.6004606688629144,-0.59353149906822,-115.34213516810632,-147.91688251967787,-54.855036882460254,0.8435852020288336,-0.1854167161716289,-1.3837464841054268,0.8075700423446486,-0.23828268455410043,-1.778279940357345,0.9192664193201292,-0.08782392022932764,-0.6554211688508085,-127.88784511140727,-164.3511959664829,-60.57496939471427,-0.13574458158651637,-0.17781927149443066,-0.06188966978258847,-12.545709943300958,-16.434313446805053,-5.719932512254018,0.789
