geoid,GEOID,NAME,over20,over35,over55,city,state,totalCells,meanNDVI,standardDevNDVI,countyGEOID,popOver20_2023,popOver35_2023,popOver55_2023,mortalityRate,DementiaRate,StrokeRate,rr_Mortality,rr_Mortality_low,rr_Mortality_high,paf_Mortality,paf_Mortality_low,paf_Mortality_high,ls_Mortality,ls_Mortality_low,ls_Mortality_high,ls_Mortality_Rate,ls_Mortality_low_Rate,ls_Mortality_high_Rate,rr_Mortality10,rr_Mortality_low10,rr_Mortality_high10,paf_Mortality10,paf_Mortality_low10,paf_Mortality_high10,ls_Mortality10,ls_Mortality_low10,ls_Mortality_high10,ls_Mortality10_Rate,ls_Mortality_low10_Rate,ls_Mortality_high10_Rate,ls_Mortality_Change,ls_Mortality_Change_low,ls_Mortality_Change_high,ls_Mortality_Change_Rate,ls_Mortality_Change_low_Rate,ls_Mortality_Change_high_Rate,rr_Stroke,rr_Stroke_low,rr_Stroke_high,paf_Stroke,paf_Stroke_low,paf_Stroke_high,ls_Stroke,ls_Stroke_low,ls_Stroke_high,ls_Stroke_Rate,ls_Stroke_low_Rate,ls_Stroke_high_Rate,rr_Stroke10,rr_Stroke_low10,rr_Stroke_high10,paf_Stroke10,paf_Stroke_low10,paf_Stroke_high10,ls_Stroke10,ls_Stroke_low10,ls_Stroke_high10,ls_Stroke10_Rate,ls_Stroke_low10_Rate,ls_Stroke_high10_Rate,ls_Stroke_Change,ls_Stroke_Change_low,ls_Stroke_Change_high,ls_Stroke_Change_Rate,ls_Stroke_Change_low_Rate,ls_Stroke_Change_high_Rate,rr_Dementia,rr_Dementia_low,rr_Dementia_high,paf_Dementia,paf_Dementia_low,paf_Dementia_high,ls_Dementia,ls_Dementia_low,ls_Dementia_high,ls_Dementia_Rate,ls_Dementia_low_Rate,ls_Dementia_high_Rate,rr_Dementia10,paf_Dementia10,ls_Dementia10,rr_Dementia_low10,paf_Dementia_low10,ls_Dementia_low10,rr_Dementia_high10,paf_Dementia_high10,ls_Dementia_high10,ls_Dementia_10_Rate,ls_Dementia_low10_Rate,ls_Dementia_high10_Rate,ls_Dementia_Change,ls_Dementia_Change_low,ls_Dementia_Change_high,ls_Dementia_Change_Rate,ls_Dementia_Change_low_Rate,ls_Dementia_Change_high_Rate,RPL_THEMES
48113014308,48113014308,Census Tract 143.08; Dallas County; Texas,2698,842,253,Irving city,Texas,48698,0.5123347604649268,0.22357516645883976,48113,2698,842,253,0.009098,0.006897320142,0.003436016044,0.8450805985095331,0.7748128228459094,0.8819729430838321,-0.1833190843142038,-0.2906342932309403,-0.13382163006439227,-4.499824304486509,-7.134026777901126,-3.2848397954991184,-166.7837029090626,-264.4190799815095,-121.75091903258406,0.830974973542404,0.7552947734812729,0.8709651710489845,-0.2034056762709121,-0.3239863893018113,-0.1481515372142916,-4.992877905639022,-7.9527008023035375,-3.636587485683037,-185.05848427127583,-294.7628169867879,-166.7837029090626,-0.4930536011525124,-0.8186740244024113,-0.35174769018391805,-18.27478136221321,-30.343737005278403,-13.037349524978431,0.9006292588048377,0.869124066671388,0.9329357099133434,-0.11033479117370704,-0.15058371796082784,-0.07188522142955159,-0.3192123988801359,-0.4356575956797605,-0.20797296784139965,-37.911211268424694,-51.74080708785754,-24.699877415843183,0.8912522864012821,0.8570180199048886,0.9264817918291708,-0.12201675693626754,-0.16683660876929926,-0.07935202701143301,-0.3530097920236251,-0.4826792486735209,-0.22957537354144275,-41.92515344698636,-57.32532644578633,-27.265483793520517,-0.03379739314348917,-0.04702165299376043,-0.02160240570004312,-4.01394217856166,-5.584519357928793,-2.5656063776773306,0.869124066671388,0.838408297372125,0.9329357099133434,-0.15058371796082784,-0.192736287479933,-0.07188522142955159,-0.26277190006996165,-0.33632906106559995,-0.12544129257657857,-103.8624110948465,-132.9363877729644,-49.58153856781762,0.8570180199048886,-0.16683660876929926,-0.29113355202812774,0.8237608056089425,-0.2139446222629851,-0.3733380717589884,0.9264817918291708,-0.07935202701143301,-0.1384710325562647,-115.07255020874616,-147.56445524070685,-54.73163342144849,-0.02836165195816609,-0.03700901069338841,-0.01302973997968612,-11.21013911389964,-14.628067467742454,-5.150094853630878,0.8391
48113014601,48113014601,Census Tract 146.01; Dallas County; Texas,1295,734,317,Irving city,Texas,50959,0.534260588026577,0.2352480377627016,48113,1295,734,317,0.009098,0.006897320142,0.003436016044,0.8375504038035596,0.7643721569206651,0.8761023705357407,-0.1939579940009695,-0.30826324709233355,-0.14141912364475778,-2.2851956290999627,-3.631929833549635,-1.666187387061408,-176.46298294208205,-280.45790220460503,-128.66311869200064,0.8228336568374874,0.744106922651914,0.8645902645413486,-0.21531246527207085,-0.34389288630202713,-0.1566172336331871,-2.536792087713664,-4.051715036050717,-1.8452501511151835,-195.89128090453005,-312.87374795758427,-176.46298294208205,-0.2515964586137014,-0.4197852025010813,-0.1790627640537754,-19.428297962447985,-32.41584575297925,-13.827240467473006,0.8956308536362794,0.8626655602883969,0.9294982731380984,-0.11653143249808756,-0.15919777725413187,-0.07584922844867613,-0.29389644182319913,-0.4015024897417221,-0.19129446775200953,-40.040387169373176,-54.70061168143353,-26.06191658746724,0.8858127985052447,0.8500152283147466,0.9227274615933446,-0.1289066964119724,-0.17644951136065587,-0.08374362054124078,-0.32510730015512157,-0.4450119803615216,-0.21120440704156584,-44.29254770505743,-60.62833519911738,-28.774442376235125,-0.03121085833192244,-0.04350949061979947,-0.01990993928955628,-4.252160535684256,-5.9277235176838525,-2.712525788767886,0.8626655602883969,0.8305873857161375,0.9294982731380984,-0.15919777725413187,-0.20396723715927115,-0.07584922844867613,-0.34807805729044733,-0.4459642646138539,-0.1658405823295456,-109.80380356165531,-140.68273331667316,-52.31564111342133,0.8500152283147466,-0.17644951136065587,-0.3857981196949893,0.8153120559083495,-0.22652424032401589,-0.4952840351238724,0.9227274615933446,-0.08374362054124078,-0.18310127974922427,-121.70287687539094,-156.24102054380833,-57.76065607231049,-0.03772006240454195,-0.04931977051001851,-0.01726069741967867,-11.899073313735633,-15.558287227135178,-5.445014958889171,0.8753
48113014207,48113014207,Census Tract 142.07; Dallas County; Texas,1662,638,218,Irving city,Texas,53445,0.5059735820821345,0.2669581017774901,48113,1662,638,218,0.009098,0.006897320142,0.003436016044,0.8472779216378171,0.777868499474091,0.883683479169674,-0.18025027498293109,-0.28556433468650533,-0.1316269043975103,-2.7255420569828033,-4.317982894817146,-1.990314099658608,-163.9917001794707,-259.80643169778256,-119.75415762085488,0.8333519935585666,0.7585719911351522,0.8728234569843745,-0.1999731298773471,-0.31826644232351237,-0.14570706366557043,-3.0237689002072616,-4.812467409334983,-2.203218442011196,-181.93555356241043,-289.55880922593155,-163.9917001794707,-0.29822684322445836,-0.49448451451783626,-0.21290434235258823,-17.943853382939732,-29.75237752814899,-12.810128902081123,0.9020846228472214,0.8710068585163968,0.9339353650229708,-0.10854344999666596,-0.14809658525917896,-0.07073790912222754,-0.23794658875086053,-0.32465411104175346,-0.1550701048429862,-37.2957035659656,-50.88622430121527,-24.305659066298777,0.8928366468862575,0.8590604640047503,0.9275738639155776,-0.12002571073608104,-0.1640624169086081,-0.07808126005048162,-0.26311775084471023,-0.35965405970442155,-0.1711680389277439,-41.24102677816774,-56.37210967153943,-26.828846226919108,-0.0251711620938497,-0.03499994866266809,-0.01609793408475771,-3.945323212202147,-5.4858853703241515,-2.5231871606203304,0.8710068585163968,0.840691072104841,0.9339353650229708,-0.14809658525917896,-0.18949758500027455,-0.07073790912222754,-0.22268036418236303,-0.2849315611544397,-0.1063626371753918,-102.14695604695554,-130.70255098827508,-48.79020053917055,0.8590604640047503,-0.1640624169086081,-0.24668684076618977,0.826228323840813,-0.21031919524543807,-0.31623926311219874,0.9275738639155776,-0.07808126005048162,-0.11740421558964605,-113.15910126889436,-145.06388216155906,-53.85514476589267,-0.0240064765838267,-0.03130770195775906,-0.01104157841425423,-11.012145221938855,-14.361331173283972,-5.064944226722128,0.1815
48113014318,48113014318,Census Tract 143.18; Dallas County; Texas,1054,772,180,Irving city,Texas,59080,0.5968773021487571,0.18807581000632703,48113,1054,772,180,0.009098,0.006897320142,0.003436016044,0.8164127547093957,0.7353234293047191,0.8595511982897964,-0.22487062362953003,-0.359945787319118,-0.1633978313213304,-2.156350072205663,-3.45162525877292,-1.566869516706983,-204.58729337814643,-327.4786773029336,-148.6593469361464,0.8000198432485699,0.7130602782922791,0.8466402768091326,-0.24996899569314224,-0.40240598227532454,-0.18113917727710585,-2.397025690648283,-3.858788466584912,-1.736996463549933,-227.4217922816208,-366.10896267409026,-204.58729337814643,-0.24067561844261975,-0.4071632078119918,-0.17012694684295004,-22.83449890347436,-38.63028537115672,-16.14107655056452,0.8815084067345332,0.8444841138556743,0.9197510691459232,-0.13441913016395154,-0.18415489834886808,-0.08725070679025738,-0.3565607742309013,-0.4884900910576987,-0.2314416075106447,-46.18662878638618,-63.27591853078999,-29.97948283816641,0.8704605719452188,0.8303298150140305,0.91208923817043,-0.1488171115726694,-0.20434071126676637,-0.09638394813857368,-0.3947529228647521,-0.5420350669380452,-0.25566848356929284,-51.13379829854302,-70.21179623549808,-33.117679218820314,-0.03819214863385078,-0.05354497588034646,-0.02422687605864815,-4.9471695121568375,-6.935877704708091,-3.138196380653906,0.8444841138556743,0.8086514614768501,0.9197510691459232,-0.18415489834886808,-0.23662671452258027,-0.08725070679025738,-0.22863155213332984,-0.29377623675813785,-0.10832329032267211,-127.01752896296104,-163.2090204211877,-60.17960573481784,0.8303298150140305,-0.20434071126676637,-0.2536925946571573,0.7916578332650533,-0.26317198918587853,-0.3267326631279539,0.91208923817043,-0.09638394813857368,-0.1196623704351002,-140.9403303650874,-181.51814618219663,-66.47909468616677,-0.02506104252382746,-0.03295642636981605,-0.01133908011242808,-13.922801402126368,-18.30912576100891,-6.299488951348934,0.62
48113014140,48113014140,Census Tract 141.40; Dallas County; Texas,1915,1278,280,Irving city,Texas,29840,0.46190380378870977,0.19622220925866823,48113,1915,1278,280,0.009098,0.006897320142,0.003436016044,0.8626585240619181,0.7993715363025596,0.8956254029495209,-0.15920723218660743,-0.2509827465529159,-0.11653822759688055,-2.7738150680006397,-4.372789568885092,-2.0304070818053432,-144.84673984337545,-228.34410281384297,-106.02647946764196,0.8500076019677099,0.7816701866274226,0.8858068684780882,-0.17646006657477878,-0.2793119362970443,-0.1289142538690267,-3.074405508110401,-4.8663596931644255,-2.246030503456275,-160.54336856973373,-254.11799964305095,-144.84673984337545,-0.3005904401097612,-0.4935701242793336,-0.21562342165093185,-15.696628726358288,-25.773896829208017,-11.25970870239853,0.9122320698322474,0.8841631931092884,0.9408903806897264,-0.0962122831133228,-0.1310129258868543,-0.06282306687729432,-0.42249012006446224,-0.575307694577189,-0.27587044199484806,-33.05869484072474,-45.01625153186142,-21.58610657236683,0.9038905990920484,0.8733446714771502,0.935175092615224,-0.10632857671547082,-0.14502330255090304,-0.06931847083682749,-0.4669130768873944,-0.6368304599393867,-0.3043932450084515,-36.53466955300426,-49.83023943187689,-23.817937794088536,-0.04442295682293212,-0.06152276536219769,-0.02852280301360343,-3.475974712279509,-4.813987900015469,-2.2318312217217087,0.8841631931092884,0.8566775779824751,0.9408903806897264,-0.1310129258868543,-0.16730030725802048,-0.06282306687729432,-0.2530186659228909,-0.32309865812378935,-0.12132702527539305,-90.36380925817532,-115.39237790135334,-43.33108045549751,0.8733446714771502,-0.14502330255090304,-0.280076200808237,0.8435272950968261,-0.18549809331921244,-0.35824312589889584,0.935175092615224,-0.06931847083682749,-0.13387127183233716,-100.02721457437036,-127.94397353531994,-47.811168511548985,-0.02705753488534607,-0.03514446777510649,-0.01254424655694412,-9.663405316195025,-12.551595633966604,-4.480088056051473,0.3497
48113015101,48113015101,Census Tract 151.01; Dallas County; Texas,2328,1256,680,Irving city,Texas,90618,0.6501607310266287,0.2158021885782378,48113,2328,1256,680,0.009098,0.006897320142,0.003436016044,0.7988464068097556,0.7114755874529669,0.8457135259220446,-0.2518050922874701,-0.4055296030323829,-0.18243349473421697,-5.333268114581907,-8.589175388488707,-3.8639676888939567,-229.09227296314037,-368.950832838862,-165.97799350919058,0.7811053541045201,0.6876635472910569,0.8316595983995926,-0.28023703172080616,-0.4541995194297323,-0.2024150288463621,-5.935460685979243,-9.62001122625253,-4.287179458730103,-254.95965145958948,-413.2307227771705,-229.09227296314037,-0.6021925713973362,-1.0308358377638225,-0.42321176983614617,-25.86737849644915,-44.27988993830853,-18.17919973522965,0.8696664785675212,0.8293147793341857,0.9115372655941308,-0.1498660976874247,-0.20581475806188895,-0.09704785283595636,-0.6467675490287123,-0.8882216103555418,-0.41882322210140177,-51.49423161056626,-70.7182810792629,-33.345797938009696,0.8576063805531922,0.8139380391561385,0.9031333319128356,-0.1660361007983149,-0.22859474787142745,-0.10725622083065076,-0.7165513990201214,-0.9865317579030116,-0.4628788240647113,-57.050270622621134,-78.54552212603595,-36.8534095592923,-0.06978384999140919,-0.0983101475474698,-0.04405560196330954,-5.556039012054872,-7.827241046773074,-3.5076116212826074,0.8293147793341857,0.7904420212101317,0.9115372655941308,-0.20581475806188895,-0.2651149270493543,-0.09704785283595636,-0.965307787884764,-1.243436117872013,-0.4551716748702397,-141.95702763011235,-182.8582526282372,-66.93701101032936,0.8139380391561385,-0.22859474787142745,-1.0721499880173255,0.7720706123059198,-0.2952183181967391,-1.384626371622299,0.9031333319128356,-0.10725622083065076,-0.5030507347572323,-157.6691158849008,-203.62152523857335,-73.97804922900475,-0.10684220013256152,-0.14119025375028604,-0.04787905988699259,-15.712088254788458,-20.763272610336184,-7.041038218675381,0.8985
48113014144,48113014144,Census Tract 141.44; Dallas County; Texas,4163,1867,364,Irving city,Texas,107452,0.5394074038155443,0.25993023051275116,48113,4163,1867,364,0.009098,0.006897320142,0.003436016044,0.8357925302055651,0.7619417993044659,0.8747299989850554,-0.19646917609331552,-0.31243620039331627,-0.14320990609707532,-7.441264936335747,-11.833512966555643,-5.424071469969169,-178.74765640969846,-284.25445511783914,-130.29237256711912,0.8209341720610689,0.741504821113951,0.8631006090398617,-0.2181244660450199,-0.34860889845289983,-0.15861347973375794,-8.26145848021901,-13.20355296507222,-6.007481420965609,-198.4496392077591,-317.16437581244827,-178.74765640969846,-0.8201935438832635,-1.370039998516578,-0.5834099509964403,-19.701982798060616,-32.90992069460913,-14.014171294653863,0.8944615659561989,0.8611564745327349,0.9286932147226744,-0.11799102170586644,-0.16122914891001874,-0.07678185233497066,-0.7569173544559206,-1.0342917544893455,-0.49255880404603336,-40.541904362930936,-55.39859424152895,-26.38236765109981,0.8845407648497818,0.8483797196731064,0.9218483861970383,-0.1305301459676945,-0.17871747380443648,-0.08477707936916341,-0.8373563626638226,-1.1464800923948062,-0.5438485209033181,-44.850367577066024,-61.40761073351934,-29.12954048759069,-0.08043900820790206,-0.11218833790546068,-0.05128971685728478,-4.308463214135086,-6.009016491990396,-2.747172836490883,0.8611564745327349,0.8287621217857984,0.9286932147226744,-0.16122914891001874,-0.20661885203587965,-0.07678185233497066,-0.4047858564766706,-0.5187423586304925,-0.19277040206062288,-111.20490562545896,-142.51163698639905,-52.95890166500629,0.8483797196731064,-0.17871747380443648,-0.4486924739747257,0.8133414075474655,-0.22949599113044217,-0.5761782652561397,0.9218483861970383,-0.08477707936916341,-0.21284341518908229,-123.2671631798697,-158.29073221322517,-58.473465711286345,-0.04390661749805513,-0.05743590662564724,-0.02007301312845941,-12.06225755441075,-15.779095226826165,-5.514564046280058,0.257
48113014317,48113014317,Census Tract 143.17; Dallas County; Texas,1819,689,188,Irving city,Texas,28363,0.6037401209489455,0.20072188900765117,48113,1819,689,188,0.009098,0.006897320142,0.003436016044,0.8141287429853069,0.7322075744789365,0.8577563033019796,-0.22830695834804549,-0.3657329353791971,-0.16583229543221722,-3.778311670124891,-6.052610169619402,-2.744402105169166,-207.71367070505175,-332.7438246079935,-150.87422238423122,0.7975582222537596,0.7097373145736098,0.8446957518139934,-0.2538269584559926,-0.4089719949426245,-0.1838582091273563,-4.200648838151337,-6.768184694968167,-3.04271767369941,-230.9317668032621,-372.08272099879974,-207.71367070505175,-0.4223371680264454,-0.7155745253487655,-0.2983155685302443,-23.218096098210303,-39.33889639080624,-16.39997627983751,0.8799741849834062,0.842514867122523,0.9186890061125906,-0.1363969728485355,-0.1869226752227444,-0.0885076378909494,-0.3229082468847536,-0.44252355531534543,-0.2095343143649828,-46.86621870606003,-64.2269311052751,-30.411366380984443,0.8687942241477776,0.8282001990562985,0.9109307678172044,-0.15102054342145915,-0.2074375267471085,-0.09777826738274052,-0.35752830800694557,-0.49109072365118256,-0.231481742186835,-51.89090101697324,-71.2758670030744,-33.59676954816183,-0.03462006112219196,-0.04856716833583713,-0.02194742782185219,-5.024682310913201,-7.048935897799293,-3.1854031671773857,0.842514867122523,0.8062827813536254,0.9186890061125906,-0.1869226752227444,-0.24025964974863165,-0.0885076378909494,-0.2423819201683475,-0.3115437716459672,-0.11476751654666446,-128.92655328103592,-165.71477215211021,-61.04655135460875,0.8282001990562985,-0.2074375267471085,-0.26898344991062506,0.7891074140508251,-0.26725459955644476,-0.34654802012180835,0.9109307678172044,-0.09777826738274052,-0.12678870645694149,-143.0763031439495,-184.33405325628104,-67.44080130688377,-0.02660152974227755,-0.03500424847584116,-0.01202118991027702,-14.149749862913596,-18.61928110417083,-6.394249952275011,0.3136
48113015305,48113015305,Census Tract 153.05; Dallas County; Texas,2807,1800,915,Irving city,Texas,68840,0.5736778126376367,0.21856742348749103,48113,2807,1800,915,0.009098,0.006897320142,0.003436016044,0.8241813150693394,0.7459549577946712,0.8656466251806536,-0.2133252498157747,-0.34056351466096996,-0.15520579750577543,-5.447918575766738,-8.697340325874112,-3.9636590044010784,-194.0833122823918,-309.8446856385505,-141.20623457075448,0.8083976472863544,0.7244090465021057,0.8532468708469964,-0.2370149806309063,-0.3804355492640762,-0.1719937501878273,-6.052908958640421,-9.715595774563214,-4.3923911837592495,-215.63622937799863,-346.12026272045654,-194.0833122823918,-0.6049903828736829,-1.0182554486891018,-0.4287321793581711,-21.5529170956068,-36.275577081906015,-15.273679350130784,0.8867146154155786,0.8511752174990654,0.9233504305836716,-0.12775856246750558,-0.1748462354651414,-0.08301243696596997,-0.7901648467141057,-1.0813940465242098,-0.5134177174799006,-43.898047039672534,-60.07744702912276,-28.523206526661145,0.876117294848616,0.8375695255397075,0.9160163208554598,-0.14139968001977363,-0.19393073590592563,-0.09168360566557215,-0.8745328244959353,-1.1994284159954771,-0.5670474120696154,-48.58515691644085,-66.63491199974874,-31.50263400386752,-0.08436797778182958,-0.11803436947126732,-0.05362969458971478,-4.687109876768311,-6.557464970625962,-2.979427477206377,0.8511752174990654,0.8167103336729852,0.9233504305836716,-0.1748462354651414,-0.22442432619005517,-0.08301243696596997,-1.103462972388334,-1.4163526792276828,-0.5238954684725293,-120.59704616265944,-154.79264253854456,-57.25633535218899,0.8375695255397075,-0.19393073590592563,-1.2239061693888935,0.8003406132928726,-0.24946801822996453,-1.5744046200339572,0.9160163208554598,-0.09168360566557215,-0.5786196297442275,-133.76023709168234,-172.06607869223575,-63.23711800483361,-0.1204431970005595,-0.15805194080627438,-0.05472416127169821,-13.163190929022896,-17.27343615369119,-5.9807826526446135,0.8084
48113015205,48113015205,Census Tract 152.05; Dallas County; Texas,2150,1458,538,Irving city,Texas,48986,0.5857108037993182,0.2110728107321385,48113,2150,1458,538,0.009098,0.006897320142,0.003436016044,0.8201427752586244,0.7404216033580795,0.862479704381921,-0.21929989529525423,-0.350581878573827,-0.15944757299144818,-4.28965946190188,-6.857626952219058,-3.118906141013821,-199.51904473962233,-318.95939312646783,-145.06540190761956,0.8040413976756634,0.7185003597060082,0.849813786966257,-0.2437170559759946,-0.3917877513786829,-0.1767283790133501,-4.767276216829638,-7.663642668393003,-3.456930803366437,-221.73377752695987,-356.4484962043257,-199.51904473962233,-0.4776167549277579,-0.8060157161739445,-0.33802466235261663,-22.214732787337574,-37.48910307785789,-15.722077318726356,0.8840104593351467,0.8476981191889659,0.9214817776294536,-0.13120833519558991,-0.17966523384143965,-0.08520865444842257,-0.657315891574645,-0.9000709687491132,-0.42687076690020576,-45.08339448385768,-61.73326260281983,-29.277830377243195,0.8731787214756802,0.8338066250955042,0.9139773359161694,-0.14524091735766378,-0.1993188467235554,-0.09411903414169635,-0.7276150782932954,-0.998529897101594,-0.4715091975579993,-49.90501222862108,-68.48627552137133,-32.33945113566524,-0.07029918671865043,-0.09845892835248073,-0.04463843065779355,-4.821617744763404,-6.753012918551489,-3.0616207584220545,0.8476981191889659,0.8125204246575793,0.9214817776294536,-0.17966523384143965,-0.2307382924206862,-0.08520865444842257,-0.6666942462711355,-0.85621401905201,-0.3161887163067047,-123.92086361917016,-159.14758718438847,-58.771136859982285,0.8338066250955042,-0.1993188467235554,-0.7396240521483851,0.7958252521133102,-0.2565572622186902,-0.9520219738852128,0.9139773359161694,-0.09411903414169635,-0.3492529811429361,-137.47658961865895,-176.95575722773475,-64.9169109931108,-0.07292980587724962,-0.09580795483320292,-0.03306426483623143,-13.55572599948878,-17.80817004334627,-6.145774133128518,0.8774
48113014406,48113014406,Census Tract 144.06; Dallas County; Texas,3227,2236,545,Irving city,Texas,74760,0.5230990280364847,0.23200553659746267,48113,3227,2236,545,0.009098,0.006897320142,0.003436016044,0.8413753017263449,0.7696693809555006,0.8790859444546222,-0.18853025272810703,-0.2992591686037413,-0.1375452039793355,-5.535106068286665,-8.786023548792716,-4.03822347974949,-171.52482393203175,-272.2659915956838,-125.13862658039945,0.8269680583324337,0.7497813450453327,0.8678296217485676,-0.20923654780147388,-0.33372216661317283,-0.15229991571977655,-6.14302727909423,-9.797831185249128,-4.471410691396187,-190.36341118978092,-303.62042718466466,-171.52482393203175,-0.6079212108075653,-1.011807636456412,-0.4331872116466968,-18.83858725774916,-31.354435588980852,-13.423836741453265,0.8981718652079673,0.8659473072808453,0.93124654883158,-0.1133726614432026,-0.15480467644167925,-0.0738294829169394,-0.8710344342857271,-1.1893537829374794,-0.5672268875718427,-38.95502836698243,-53.191135193983875,-25.367928782282767,0.888577662564683,0.85357288906252,0.924636735693672,-0.12539403377946853,-0.17154611259771968,-0.08150580806178961,-0.9633938189818628,-1.3179770964036872,-0.6262035707053478,-43.08559118881318,-58.94351951715954,-28.00552641794937,-0.09235938469613558,-0.1286233134662078,-0.05897668313350512,-4.13056282183075,-5.752384323175662,-2.6375976356665976,0.8659473072808453,0.8345595388689585,0.93124654883158,-0.15480467644167925,-0.19823685839749144,-0.0738294829169394,-0.581916890028858,-0.7451801765899416,-0.2775279408800658,-106.77374128969872,-136.73030763118194,-50.92255795964511,0.85357288906252,-0.17154611259771968,-0.6448486094476182,0.8196020914436667,-0.22010425600375924,-0.8273805874596859,0.924636735693672,-0.08150580806178961,-0.3063835501408393,-118.32084577020518,-151.8129518274653,-56.21716516345675,-0.06293171941876019,-0.08220041086974428,-0.02885560926077346,-11.547104480506457,-15.082644196283352,-5.294607203811644,0.8291
